,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentReceivables_sy,,,,,,-90.94,-2.50,,-0.94,50.82,,-3.76,-29.13,-1.02,-5.60,-6.89,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,0.36,-9.20,-31.32,0.19,-0.10,-20.23,-6.40,-20.52,-5.68,-0.34,-100.00,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,0.36,-2.54,2.49,-100.00,2.90,0.01,-1.43,,-5.68,,-0.72,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,707000,2108000,2146000,3634000,3701000,4407000,4474000,4541000,4607000,4674000,4741000,4806000,4779000,,4655000,4678000,4911000,5550000,1048000,1159000,1071000,2310000,6748000,5696000,5758000,5857000,5371000,6312000,6718000,6818000,6918000,6992000,7093000
BalanceNoncurrInvestments_yy,,,203.54,,,109.06,108.48,24.96,24.48,6.06,5.97,5.84,3.73,-100.00,-1.81,-2.66,2.76,,-77.49,-75.22,-78.19,-58.38,543.89,391.46,437.63,153.55,-20.41,10.81,16.67,16.41,28.80,10.77,5.58
BalanceNoncurrInvestments_sy,,,23.66,,,-98.18,1.86,5.12,24.48,172.46,11.35,7.38,7.88,-1.38,0.38,-0.18,3.04,,-3.46,-3.46,-12.19,12.48,10.85,10.79,17.34,23.56,2.43,,,2.13,,,-7.72
BalanceNoncurrInvestments_qq,,,1.80,69.34,1.84,19.08,1.52,1.50,1.45,1.45,1.43,1.37,-0.56,-100.00,,0.49,4.98,13.01,-81.12,10.59,-7.59,115.69,192.12,-15.59,1.09,1.72,-8.30,17.52,6.43,1.49,1.47,1.07,1.44
BalanceNoncurrInvestments_sq,,,-1.98,,,-100.00,0.76,1.50,1.68,1.32,-1.86,0.32,-0.56,-0.16,,0.21,0.03,0.41,-1.58,0.78,0.01,1.40,0.51,,,,-0.80,,1.32,,,,-0.78
BalanceOtherNoncurrentAssets,597000,541000,568000,757000,588000,583000,541000,633000,1639000,1900000,2337000,2643000,740000,,1151000,580000,1099000,555000,1120000,559000,1195000,605000,1298000,674000,762000,682000,1162000,661000,1123000,1115000,1103000,1278000,1357000
BalanceOtherNoncurrentAssets_yy,,,-4.86,,,7.76,-4.75,-16.38,178.74,225.90,331.98,317.54,-54.85,-100.00,-50.75,-78.06,48.51,,-2.69,-3.62,8.74,9.01,15.89,20.57,-36.23,12.73,-10.48,-1.93,47.38,63.49,-5.08,93.34,20.84
BalanceOtherNoncurrentAssets_sy,,,-1.88,,,-39.52,10.04,42.43,13.29,-3.19,16.36,16.49,14.68,21.52,13.46,26.02,46.99,,10.19,2.99,7.90,8.65,9.75,19.78,7.27,12.63,-3.12,7.50,8.73,13.39,2.03,9.50,-0.68
BalanceOtherNoncurrentAssets_qq,,,4.99,33.27,-22.32,-0.85,-7.20,17.01,158.93,15.92,23.00,13.09,-72.00,-100.00,,-49.61,89.48,-49.50,101.80,-50.09,113.77,-49.37,114.55,-48.07,13.06,-10.50,70.38,-43.12,69.89,-0.71,-1.08,15.87,6.18
BalanceOtherNoncurrentAssets_sq,,,5.03,0.15,1.98,-100.00,-6.82,0.80,,1.86,3.36,0.22,,,,-0.06,1.26,0.48,-0.58,-1.45,0.34,0.10,0.25,,2.21,-1.46,-0.46,1.32,5.30,5.44,-8.23,3.08,-1.39
BalanceCurrentAssets,9853000,12995000,15657000,15804000,35155000,18186000,19611000,15177000,14734000,16195000,14653000,16565000,17926000,,19236000,18844000,66465000,64936000,70892000,77459000,74173000,62698000,49745000,42656000,40120000,37574000,39564000,39523000,37306000,38002000,44928000,44798000,42654000
BalanceCurrentAssets_yy,,,58.91,,,39.95,25.25,-3.97,-58.09,-10.95,-25.28,9.15,21.66,-100.00,31.28,13.76,270.77,,268.54,311.05,11.60,-3.45,-29.83,-44.93,-45.91,-40.07,-20.47,-7.34,-7.01,1.14,13.56,13.35,14.34
BalanceCurrentAssets_sy,,,25.25,,,15.06,13.19,9.30,-0.12,4.06,3.02,9.15,15.91,6.42,15.68,11.34,9.53,,6.89,11.38,10.18,12.21,6.48,9.94,11.56,8.24,9.60,10.55,-0.44,10.25,15.14,15.11,12.91
BalanceCurrentAssets_qq,,,20.48,0.94,122.44,-48.27,7.84,-22.61,-2.92,9.92,-9.52,13.05,8.22,-100.00,,-2.04,252.71,-2.30,9.17,9.26,-4.24,-15.47,-20.66,-14.25,-5.95,-6.35,5.30,-0.10,-5.61,1.87,18.23,-0.29,-4.79
BalanceCurrentAssets_sq,,,20.48,0.94,8.67,-100.00,1.14,1.37,-5.62,-1.62,-1.28,3.65,6.32,0.98,,1.18,3.47,0.12,1.98,6.60,-0.17,-0.95,-1.09,1.79,3.80,-1.29,2.94,0.48,-0.18,1.88,5.23,-1.04,-0.16
BalanceInventory,799000,950000,929000,817000,827000,813000,962000,831000,1004000,1104000,1005000,959000,932000,,973000,947000,949000,1225000,1496000,1410000,1890000,1796000,1658000,1673000,2028000,2308000,1995000,1989000,2194000,2386000,2482000,2553000,2862000
BalanceInventory_yy,,,16.27,,,-14.42,3.55,1.71,21.40,35.79,4.47,15.40,-7.17,-100.00,-3.18,-1.25,1.82,,53.75,48.89,99.16,46.61,10.83,18.65,7.30,28.51,20.33,18.89,8.19,3.38,24.41,28.36,30.45
BalanceInventory_sy,,,14.05,,,57.30,9.79,8.25,21.40,10.49,2.06,11.76,5.10,0.78,5.50,5.17,11.38,,8.09,7.45,10.16,7.36,5.34,4.82,10.75,12.41,3.67,18.37,6.66,5.07,5.73,7.37,16.94
BalanceInventory_qq,,,-2.21,-12.06,1.22,-1.69,18.33,-13.62,20.82,9.96,-8.97,-4.58,-2.82,-100.00,,-2.67,0.21,29.08,22.12,-5.75,34.04,-4.97,-7.68,0.90,21.22,13.81,-13.56,-0.30,10.31,8.75,4.02,2.86,12.10
BalanceInventory_sq,,,11.18,-6.98,-0.80,-100.00,15.88,-1.33,-4.14,4.69,-1.25,-1.87,,3.57,,0.09,1.62,1.39,-1.68,3.67,0.51,,-6.31,2.65,5.18,3.24,-1.95,1.67,-0.47,5.25,-2.26,2.10,4.84
BalanceCurrentReceivables,8185000,9083000,11144000,10191000,11008000,9913000,10513000,9828000,10210000,10272000,11139000,12939000,13177000,,15585000,13153000,62661000,10166000,11864000,12114000,12156000,13637000,15172000,16689000,15574000,19176000,20268000,18580000,20138000,20404000,25215000,24417000,23950000
BalanceCurrentReceivables_yy,,,36.15,,,9.14,-5.66,-3.56,-7.25,3.62,5.95,31.65,29.06,-100.00,39.91,1.65,375.53,,-23.88,-7.90,-80.60,34.14,27.88,37.77,28.12,40.62,33.59,11.33,29.31,6.40,24.41,31.42,18.93
BalanceCurrentReceivables_sy,,,17.50,,,9.14,8.28,17.93,9.02,17.90,3.50,8.91,20.59,8.20,12.62,11.69,12.16,,12.51,9.14,16.49,14.16,10.18,14.29,12.03,19.65,17.36,12.25,9.77,11.50,9.35,7.57,11.40
BalanceCurrentReceivables_qq,,,22.69,-8.55,8.02,-9.95,6.05,-6.52,3.89,0.61,8.44,16.16,1.84,-100.00,,-15.60,376.40,-83.78,16.70,2.11,0.35,12.18,11.26,10.00,-6.68,23.13,5.69,-8.33,8.39,1.32,23.58,-3.16,-1.91
BalanceCurrentReceivables_sq,,,22.69,-8.39,8.02,-100.00,2.77,5.64,-0.86,-3.80,-3.22,4.38,5.73,0.07,,4.98,3.56,4.00,-0.60,2.11,6.84,4.12,-1.27,7.50,7.37,3.02,1.86,0.73,3.86,4.98,-2.55,1.94,3.62
BalanceCurrentInvestments,,,,,,,,,,,,,213000,,216000,,603000,,4401000,4435000,12331000,9917000,9972000,9549000,10321000,8351000,8808000,9009000,7030000,7090000,7047000,7040000,7059000
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,183.10,,1937.50,,1944.94,,126.58,115.31,-16.30,-15.79,-11.67,-5.66,-31.89,-15.10,-19.99,-21.86,0.41
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,-37.42,,-16.96,,-28.96,,-8.82,-4.30,4.30,2.72,-2.94,-8.59,-1.56,-0.76,-4.13,-6.78,-8.87
BalanceCurrentInvestments_qq,,,,,,,,,,,,,,-100.00,,-100.00,,-100.00,,0.77,178.04,-19.58,0.55,-4.24,8.08,-19.09,5.47,2.28,-21.97,0.85,-0.61,-0.10,0.27
BalanceCurrentInvestments_sq,,,,,,,,,,,,,,,,-2.99,,,,1.31,-8.28,0.34,-4.66,,0.48,,,,-0.74,1.18,0.80,-0.10,
BalanceCash,172000,869000,1649000,582000,21667000,5062000,4526000,442000,582000,695000,409000,849000,698000,,572000,1677000,587000,51302000,51872000,56897000,45355000,34913000,20980000,10695000,9704000,4843000,6118000,5897000,5847000,5442000,7612000,6801000,5129000
BalanceCash_yy,,,858.72,,,482.51,174.47,-24.05,-97.31,-86.27,-90.96,92.08,19.93,-100.00,39.85,97.53,-15.90,,8968.53,3292.78,7626.58,-31.95,-59.55,-81.20,-78.60,-86.13,-70.84,-44.86,-39.75,12.37,24.42,15.33,-12.28
BalanceCash_sy,,,44.37,,,-44.70,-32.51,-35.40,-22.10,-35.60,0.05,-11.14,19.93,6.84,40.26,20.00,22.72,,31.28,57.12,36.03,28.67,13.45,-6.24,-9.07,3.46,-4.79,-0.76,-0.14,-11.52,5.80,-1.73,-14.94
BalanceCash_qq,,,89.76,-64.71,3622.85,-76.64,-10.59,-90.23,31.67,19.42,-41.15,107.58,-17.79,-100.00,,193.18,-65.00,8639.69,1.11,9.69,-20.29,-23.02,-39.91,-49.02,-9.27,-50.09,26.33,-3.61,-0.85,-6.93,39.88,-10.65,-24.58
BalanceCash_sq,,,95.58,-26.34,-20.90,-100.00,6.34,-14.02,-11.85,-13.33,5.94,-9.75,0.20,-13.28,,-13.94,-3.00,-0.86,22.85,15.80,-9.28,-12.22,9.84,-4.11,-3.84,-1.74,11.07,-1.49,-13.85,-1.81,10.86,-19.30,-15.65
BalanceOtherCurrentAssets,697000,2093000,1935000,4214000,1653000,2398000,3610000,4076000,2938000,4124000,2100000,1818000,2906000,,1890000,3067000,1665000,2243000,1259000,2603000,2441000,2435000,1963000,4050000,2493000,2896000,2375000,4048000,2097000,2680000,2572000,3987000,3654000
BalanceOtherCurrentAssets_yy,,,177.62,,,14.57,86.56,-3.27,77.74,71.98,-41.83,-55.40,-1.09,-100.00,-10.00,68.70,-42.70,,-33.39,-15.13,46.61,8.56,55.92,55.59,2.13,18.93,20.99,-0.05,-15.88,-7.46,8.29,-1.51,74.25
BalanceOtherCurrentAssets_sy,,,10.69,,,-23.82,31.30,11.32,9.73,72.56,3.20,22.57,8.48,27.75,17.69,11.78,37.16,,6.21,-2.37,3.03,-8.41,17.32,24.04,10.53,20.26,20.99,-0.05,23.94,8.50,12.08,-0.81,4.88
BalanceOtherCurrentAssets_qq,,,-7.55,117.78,-60.77,45.07,50.54,12.91,-27.92,40.37,-49.08,-13.43,59.85,-100.00,,62.28,-45.71,34.71,-43.87,106.75,-6.22,-0.25,-19.38,106.32,-38.44,16.17,-17.99,70.44,-48.20,27.80,-4.03,55.02,-8.35
BalanceOtherCurrentAssets_sq,,,-14.02,24.30,4.75,-100.00,26.62,33.57,3.06,-13.46,-25.60,29.09,-2.70,-0.58,,29.37,3.04,-0.70,-16.89,28.01,4.90,-1.93,-13.75,37.09,-10.21,2.27,0.05,20.80,6.50,-8.79,-5.42,13.45,2.36
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,68708000,72601000,73919000,74317000,100851000,101126000,119347000,117337000,120406000,122155000,118780000,118089000,139771000,,136820000,135029000,162624000,165073000,170076000,174681000,174401000,182508000,187798000,183221000,182031000,187472000,196369000,197188000,196672000,200769000,208295000,205842000,202093000
BalanceTotalAssets_yy,,,7.58,,,39.29,61.46,57.89,19.39,20.79,-0.48,0.64,16.08,-100.00,15.19,14.35,16.35,,24.31,29.37,7.24,10.56,10.42,4.89,4.37,2.72,4.56,7.62,8.04,7.09,6.07,4.39,2.76
BalanceTotalAssets_sy,,,21.48,,,19.45,10.99,11.62,5.88,11.46,5.74,11.01,2.72,3.24,10.51,5.21,8.82,,8.61,8.32,8.47,10.56,6.99,7.68,6.80,4.97,9.33,7.54,5.03,7.09,7.08,9.50,11.96
BalanceTotalAssets_qq,,,1.82,0.54,35.70,0.27,18.02,-1.68,2.62,1.45,-2.76,-0.58,18.36,-100.00,,-1.31,20.44,1.51,3.03,2.71,-0.16,4.65,2.90,-2.44,-0.65,2.99,4.75,0.42,-0.26,2.08,3.75,-1.18,-1.82
BalanceTotalAssets_sq,,,10.40,-0.03,4.76,-100.00,11.65,2.48,0.46,-1.40,0.23,-0.09,1.18,-0.16,,0.46,2.74,1.51,0.09,2.54,1.78,0.67,1.04,0.55,3.07,0.48,3.35,0.82,-0.08,1.95,3.53,0.54,0.06
BalanceCapital,16657000,17860000,17626000,18943000,51220000,52760000,53699000,51307000,47931000,47164000,44161000,43111000,64840000,,67842000,68649000,107041000,109499000,109386000,111122000,108478000,109310000,107374000,105982000,107037000,109724000,108910000,109444000,110796000,111579000,105997000,105091000,101739000
BalanceCapital_yy,,,5.82,,,195.41,204.66,170.85,-6.42,-10.61,-17.76,-15.97,35.28,-100.00,53.62,59.24,65.08,,61.24,61.87,1.34,-0.17,-1.84,-4.63,-1.33,0.38,1.43,3.27,3.51,1.69,-2.67,-3.98,-8.17
BalanceCapital_sy,,,13.63,,,16.39,10.47,10.30,9.33,15.40,9.92,13.17,10.82,3.97,16.39,11.48,8.70,,9.50,12.03,9.38,8.04,3.66,4.08,3.73,2.69,6.54,5.27,4.33,5.43,1.67,4.20,4.61
BalanceCapital_qq,,,-1.31,7.47,170.39,3.01,1.78,-4.45,-6.58,-1.60,-6.37,-2.38,50.40,-100.00,,1.19,55.93,2.30,-0.10,1.59,-2.38,0.77,-1.77,-1.30,1.00,2.51,-0.74,0.49,1.24,0.71,-5.00,-0.85,-3.19
BalanceCapital_sq,,,9.83,2.07,1.86,-100.00,9.34,0.46,-1.04,-0.48,-0.52,2.25,0.69,1.72,,1.50,-0.17,2.71,0.37,1.78,0.07,2.46,-1.60,1.41,1.00,1.84,2.44,0.82,-2.88,1.33,0.57,1.34,-1.93
BalanceShareCapital,14183000,16467000,16467000,16467000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000,23567000
BalanceShareCapital_yy,,,16.10,,,43.12,43.12,43.12,,,,,,-100.00,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,0.38,,,-50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,43.12,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,3031000,757000,756000,756000,26611000,26612000,26611000,26612000,29991000,29992000,29992000,29991000,30528000,,30527000,30528000,30995000,30995000,31206000,31207000,70261000,70086000,70121000,69829000,69940000,71960000,71509000,72009000,70017000,70063000,76077000,76510000,76059000
BalanceReserve_yy,,,-75.06,,,3415.46,3419.97,3420.11,12.70,12.70,12.71,12.70,1.79,-100.00,1.78,1.79,1.53,,2.22,2.22,126.68,126.12,124.70,123.76,-0.46,2.67,1.98,3.12,0.11,-2.64,6.39,6.25,8.63
BalanceReserve_sy,,,6.89,,,-50.92,13.35,13.52,7.56,-0.02,7.79,6.03,2.30,1.91,3.57,3.61,4.07,,8.70,2.20,10.27,12.22,10.93,10.58,2.51,2.67,8.31,6.10,4.81,3.78,1.29,2.16,3.31
BalanceReserve_qq,,,-0.13,,3419.97,,,,12.70,,,,1.79,-100.00,,,1.53,,0.68,,125.14,-0.25,0.05,-0.42,0.16,2.89,-0.63,0.70,-2.77,0.07,8.58,0.57,-0.59
BalanceReserve_sq,,,,,12.46,,,,1.77,,,,1.36,,,,,,,,3.85,,0.01,,2.85,,0.27,,0.88,,,,3.33
BalanceNonshareCapital,,,,,,,,,,,,,330000,,509000,486000,464000,426000,422000,398000,380000,,,69000,-5000,-7000,-24000,-16000,-7000,24000,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,40.61,,-17.09,-18.11,-18.10,-100.00,-100.00,-82.66,-101.32,,,-123.19,-40.00,442.86,100.00,100.00,100.00
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,19.55,,27.19,8.39,19.18,8.84,10.87,10.22,0.39,,,-5.72,-15.73,5.39,6.38,4.73,4.46
BalanceNonshareCapital_qq,,,,,,,,,,,,,,-100.00,,-4.52,-4.53,-8.19,-0.94,-5.69,-4.52,-100.00,,,-107.25,-40.00,-242.86,33.33,56.25,442.86,-100.00,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,-0.98,,-0.31,0.35,1.56,2.35,-4.04,2.04,0.53,,,-0.52,0.32,-9.68,0.84,-0.08,2.65,8.95,,
BalanceNoncurrentLiabilities,18143000,23236000,21652000,20029000,25657000,24576000,29058000,27278000,34138000,35105000,34106000,32145000,31965000,,31019000,29097000,21806000,18749000,17424000,19275000,20781000,18747000,27639000,25743000,29571000,30926000,29702000,34041000,32056000,39763000,37623000,36248000,33594000
BalanceNoncurrentLiabilities_yy,,,19.34,,,5.77,34.20,36.19,33.06,42.84,17.37,17.84,-6.37,-100.00,-9.05,-9.48,-31.78,,-43.83,-33.76,-4.70,-0.01,58.63,33.56,42.30,64.97,7.46,32.23,8.40,28.57,26.67,6.48,4.80
BalanceNoncurrentLiabilities_sy,,,8.54,,,-100.00,12.25,9.52,7.94,18.62,-8.01,-12.04,-7.94,-3.10,-1.22,-0.60,14.51,,5.51,-4.96,1.45,12.97,14.81,25.16,27.05,13.61,9.81,11.40,1.65,7.06,0.42,6.62,8.91
BalanceNoncurrentLiabilities_qq,,,-6.82,-7.50,28.10,-4.21,18.24,-6.13,25.15,2.83,-2.85,-5.75,-0.56,-100.00,,-6.20,-25.06,-14.02,-7.07,10.62,7.81,-9.79,47.43,-6.86,14.87,4.58,-3.96,14.61,-5.83,24.04,-5.38,-3.65,-7.32
BalanceNoncurrentLiabilities_sq,,,-5.54,-1.59,2.32,-100.00,5.73,-2.61,-1.55,-3.01,-3.12,-3.19,-0.56,-0.52,,-0.40,-1.43,,-0.98,-0.79,2.42,-0.10,,-0.39,2.48,-1.49,-1.19,-1.11,-0.67,,-0.46,-0.67,
BalanceNoncurrentTradeLiabilities,17528000,22469000,20855000,19195000,24840000,23714000,28069000,26194000,32901000,33560000,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,18.98,,,5.54,34.59,36.46,32.45,41.52,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,-57.53,,,-47.23,-100.00,-51.05,-100.00,-29.24,-55.99,-74.16,-73.01,-100.00,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,-7.18,-7.96,29.41,-4.53,18.36,-6.68,25.61,2.00,-100.00,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,-17.94,8.31,14.02,-100.00,-40.82,-6.68,-1.81,-49.00,-100.00,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,32436000,30254000,24118000,,23451000,22454000,16581000,14441000,12576000,14271000,15520000,13274000,20646000,19140000,22689000,23925000,22147000,26535000,24924000,32688000,30274000,27257000,24583000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,,-27.70,-25.78,-31.25,,-46.37,-36.44,-6.40,-8.08,64.17,34.12,46.19,80.24,7.27,38.64,9.85,36.63,36.70,2.72,-1.37
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,,4.63,14.73,-14.58,,-14.36,-15.13,,-14.68,-3.48,-5.38,-12.24,2.92,3.66,-9.38,-9.08,-21.92,-9.54,4.64,4.05
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,-6.73,-20.28,-100.00,,-4.25,-26.16,-12.91,-12.91,13.48,8.75,-14.47,55.54,-7.29,18.54,5.45,-7.43,19.81,-6.07,31.15,-7.38,-9.97,-9.81
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,-5.58,-1.70,-1.30,,-2.80,-2.94,-1.78,-8.18,-2.30,-0.26,-1.34,-3.29,-2.58,-1.65,-2.64,-5.00,-3.84,-4.06,-1.50,-4.11,-4.20,-1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,615000,767000,797000,834000,817000,862000,989000,1084000,1237000,1545000,1670000,1891000,7847000,,7568000,6643000,5225000,4308000,4848000,5004000,5261000,5473000,6993000,6603000,6882000,7001000,7555000,7506000,7132000,7075000,7349000,8991000,9011000
BalanceNoncurrentOtherLiabilities_yy,,,29.59,,,12.39,24.09,29.98,51.41,79.23,68.86,74.45,534.36,-100.00,353.17,251.30,-33.41,,-35.94,-24.67,0.69,27.04,44.25,31.95,30.81,27.92,8.04,13.68,3.63,1.06,-2.73,19.78,26.35
BalanceNoncurrentOtherLiabilities_sy,,,7.20,,,-56.19,10.77,10.94,2.28,50.32,6.85,-2.87,3.07,0.12,9.44,1.17,12.81,,9.15,1.66,1.49,4.49,15.80,17.82,2.48,3.02,8.04,8.16,,10.26,0.91,0.53,2.48
BalanceNoncurrentOtherLiabilities_qq,,,3.91,4.64,-2.04,5.51,14.73,9.61,14.11,24.90,8.09,13.23,314.97,-100.00,,-12.22,-21.35,-17.55,12.53,3.22,5.14,4.03,27.77,-5.58,4.23,1.73,7.91,-0.65,-4.98,-0.80,3.87,22.34,0.22
BalanceNoncurrentOtherLiabilities_sq,,,5.56,-0.51,-2.28,-100.00,3.41,0.01,0.21,2.08,-1.01,-2.06,-0.85,-1.36,,0.10,1.26,,0.26,-0.06,3.24,-0.20,0.65,-0.02,1.12,-0.32,2.20,,-1.06,0.55,1.38,0.37,0.22
BalanceCurrentLiabilities,33908000,31505000,34641000,35345000,23974000,23790000,36590000,38752000,38337000,39886000,40513000,42833000,42636000,,37450000,36797000,33313000,36399000,42844000,43886000,44762000,54451000,52785000,51427000,45428000,46829000,57781000,53719000,53827000,49403000,64675000,64503000,66760000
BalanceCurrentLiabilities_yy,,,2.16,,,-24.49,5.63,9.64,59.91,67.66,10.72,10.53,11.21,-100.00,-7.56,-14.09,-21.87,,14.40,19.27,34.37,49.59,23.20,17.18,1.49,-14.00,9.46,4.46,18.49,5.50,11.93,20.07,24.03
BalanceCurrentLiabilities_sy,,,20.82,,,-24.49,8.51,13.72,20.43,21.70,3.67,6.62,4.48,9.65,10.73,14.23,16.18,,8.43,13.69,3.58,9.61,13.08,16.55,10.23,7.72,1.91,-1.16,6.45,4.70,14.90,21.56,24.10
BalanceCurrentLiabilities_qq,,,9.95,2.03,-32.17,-0.77,53.80,5.91,-1.07,4.04,1.57,5.73,-0.46,-100.00,,-1.74,-9.47,9.26,17.71,2.43,2.00,21.65,-3.06,-2.57,-11.67,3.08,23.39,-7.03,0.20,-8.22,30.91,-0.27,3.50
BalanceCurrentLiabilities_sq,,,13.29,1.15,-2.11,-100.00,9.88,3.18,0.16,-4.23,3.00,-0.50,11.55,-3.02,,1.20,6.17,1.22,-3.05,3.61,0.14,1.38,3.82,-0.04,2.03,0.36,2.87,-1.46,7.69,0.85,6.43,-0.14,2.50
BalanceCurrentTradePayablesv,33257000,30846000,34155000,34808000,23179000,23195000,36118000,38058000,37248000,39162000,,,14393000,,17677000,16683000,14708000,17649000,18394000,15019000,16929000,16033000,25592000,27086000,22379000,23565000,28103000,19974000,19189000,20141000,28205000,25109000,25358000
BalanceCurrentTradePayablesv_yy,,,2.70,,,-24.80,5.75,9.34,60.70,68.84,-100.00,-100.00,-61.36,-100.00,,,2.19,,4.06,-9.97,15.10,-9.16,39.13,80.34,32.19,46.98,9.81,-26.26,-14.25,-14.53,0.36,25.71,32.15
BalanceCurrentTradePayablesv_sy,,,-2.41,,,-4.62,6.78,15.36,13.98,25.30,4.28,3.59,2.88,-0.10,,,18.32,,12.69,4.22,1.81,13.17,11.52,18.78,22.89,17.14,18.92,11.36,5.96,8.43,11.78,5.71,14.86
BalanceCurrentTradePayablesv_qq,,,10.73,1.91,-33.41,0.07,55.71,5.37,-2.13,5.14,-100.00,,,-100.00,,-5.62,-11.84,20.00,4.22,-18.35,12.72,-5.29,59.62,5.84,-17.38,5.30,19.26,-28.93,-3.93,4.96,40.04,-10.98,0.99
BalanceCurrentTradePayablesv_sq,,,6.18,-1.46,-3.96,-100.00,11.51,-1.26,0.33,-11.47,7.59,,,-7.93,,0.06,4.98,-0.46,3.82,1.31,-5.22,4.32,5.00,4.28,1.18,5.03,9.09,0.41,-0.28,-1.18,8.84,-3.08,5.22
BalanceCurrentBorrowings,,,,,,,,,,,,,22448000,,14282000,14058000,12297000,13147000,17852000,21448000,20988000,30336000,20628000,16818000,15588000,15086000,21448000,24635000,25286000,17558000,23177000,25836000,28057000
BalanceCurrentBorrowings_yy,,,,,,,,,,,,,,,,,-45.22,,25.00,52.57,70.68,130.74,15.55,-21.59,-25.73,-50.27,3.98,46.48,62.21,16.39,8.06,4.88,10.96
BalanceCurrentBorrowings_sy,,,,,,,,,,,,,,,,,29.07,,-2.05,8.92,-26.40,-6.86,-0.40,-3.47,7.15,7.76,7.37,0.73,-3.59,16.25,14.46,15.32,20.92
