,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowShareCapitalCash_qq,,,,,,,,-100.00,,,100.00,
CashflowShareCapitalCash_sq,,,,,,,,-100.00,,,100.00,
CashflowDividend,6000000,,,4812000,1370000,818000,,,,,,
CashflowDividend_yy,,,,,-77.17,,,-100.00,-100.00,-100.00,,
CashflowDividend_sy,,,,,30.88,,,-100.00,-45.33,-100.00,,
CashflowDividend_qq,,-100.00,,,-71.53,-40.29,-100.00,,,,,
CashflowDividend_sq,,-100.00,,,-97.37,-100.00,-100.00,,,,,
CashflowNetCashflow,-1196000,4642000,-5381000,-844000,-91000,6594000,-4599000,622000,349000,1260000,-2792000,228000
CashflowNetCashflow_yy,,,,,92.39,42.06,14.53,173.70,483.52,-80.89,39.29,-63.34
CashflowNetCashflow_sy,,,,,7.02,41.39,-52.58,-35.22,30.19,56.84,-11.26,6.54
CashflowNetCashflow_qq,,488.15,-215.93,84.32,89.22,7346.15,-169.75,113.52,-43.89,261.03,-321.59,108.17
CashflowNetCashflow_sq,,285.50,-143.65,117.92,-74.16,210.25,-169.75,107.20,-43.89,301.02,-195.24,124.03
