,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4
CashflowInvestingCashflow_sq,,-4.13,-1.28,-68.00,13.32,-62.65,31.43,-26.45,15.26,-82.65,46.20,-43.82,-33.14,
CashflowCapex,457000,4383000,0,,,20583000,7779000,3225000,-2372000,7544000,5999000,,,7428000
CashflowCapex_yy,,,,,-100.00,369.65,,,,-63.35,-22.89,-100.00,100.00,-1.54
CashflowCapex_sy,,,,,-25.02,11.64,,,,27.15,24.57,6.09,77.54,4.11
CashflowCapex_qq,,859.76,-100.00,,,,-62.20,-58.55,-173.55,418.10,-20.49,-100.00,,
CashflowCapex_sq,,61.44,-28.59,,,,-42.92,19.58,-29.16,49.64,-20.88,24.56,,
CashflowFinancingCashflow,2904000,-928000,-255000,-277000,-2547000,-2426000,15918000,-5971000,-267000,-17765000,,,,
CashflowFinancingCashflow_yy,,,,,-187.68,-161.43,6346.60,-2055.02,89.51,-632.25,-100.00,100.00,100.00,100.00
CashflowFinancingCashflow_sy,,,,,46.95,14.97,60.56,-28.26,-0.05,-9.16,-3.76,69.70,0.66,2.55
CashflowFinancingCashflow_qq,,-131.95,72.54,-8.73,-819.14,4.73,756.10,-137.51,95.52,-6547.88,100.00,,,
CashflowFinancingCashflow_sq,,19.97,76.38,-73.59,-8.25,68.47,83.64,-115.17,26.48,-109.22,75.74,,,
CashflowShareCapitalCash,,0,,,,14847000,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,-100.00,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,-100.00,,,,
CashflowShareCapitalCash_qq,,,,,,,-100.00,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,-26.78,,,,,,,
CashflowDividend,-662000,658000,,,,,,6308000,0,0,,,,
CashflowDividend_yy,,,,,100.00,-100.00,,,,,,-100.00,,
CashflowDividend_sy,,,,,7.16,-62.41,,,,,,-54.15,,
CashflowDividend_qq,,199.38,-100.00,,,,,,-100.00,,,,,
CashflowDividend_sq,,-100.00,-100.00,,,,,,-100.00,,,,,
CashflowNetCashflow,7117000,11484000,-4766000,-5576000,38284000,-24066000,-6461000,1718000,-2109000,-2476000,-871000,20330000,,29025000
CashflowNetCashflow_yy,,,,,437.93,-309.57,-35.56,130.82,-105.51,89.71,86.52,1083.06,100.00,1272.07
CashflowNetCashflow_sy,,,,,95.76,-87.51,-15.60,-5.64,-105.51,15.57,50.59,38.00,57.18,111.96
CashflowNetCashflow_qq,,61.36,-141.51,-16.99,786.58,-162.86,73.15,126.60,-222.71,-17.44,64.83,2434.24,-100.00,
CashflowNetCashflow_sq,,133.43,-141.51,40.49,93.13,72.75,-21.91,23.41,65.46,80.18,-13.64,73.66,-22.75,
