,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentInvestments_sq,,,,,71.69,-21.33,,14.75,-0.54,-2.50,17.20,1.15,23.72,-3.10,,10.35,,-22.05,2.50,-9.12,20.89,,-17.90,6.15,,-29.69
BalanceCash,515000,8000,42000,302000,118000,,222000,149000,143000,104000,217000,268000,521000,544000,590000,673000,750000,165000,445000,307000,,382000,234000,278000,620000,200000
BalanceCash_yy,,,,,-77.08,-100.00,431.48,-50.59,21.16,,-2.25,79.87,264.34,423.08,171.89,151.12,43.95,-69.67,-24.58,-54.38,-100.00,131.52,-47.42,-9.45,,-47.64
BalanceCash_sy,,,,,-3.57,-6.69,9.25,17.78,21.16,,-12.03,-14.82,16.29,0.76,25.90,34.14,11.48,-6.96,9.52,7.69,41.98,31.10,5.20,18.35,,51.58
BalanceCash_qq,,-98.45,422.13,622.00,-60.86,-100.00,,-32.88,-4.03,-27.27,108.65,23.50,94.40,4.41,8.46,14.07,11.44,-78.00,169.70,-31.01,-100.00,,-38.74,18.80,123.02,-67.74
BalanceCash_sq,,6.43,12.88,12.86,-23.58,1.14,,21.49,-8.54,-17.94,-0.68,27.08,-4.84,16.79,8.40,15.04,-19.71,-3.13,19.92,34.69,-11.18,,16.48,21.46,-18.90,18.57
BalanceOtherCurrentAssets,636000,237000,652000,625000,688000,,355000,313000,411000,371000,342000,67000,198000,189000,129000,47000,443000,676000,468000,,,,1748000,,,
BalanceOtherCurrentAssets_yy,,,,,8.16,-100.00,-45.52,-49.89,-40.26,,-3.66,-78.59,-51.82,-49.06,-62.28,-29.85,123.74,257.67,262.79,-100.00,-100.00,-100.00,273.50,,,
BalanceOtherCurrentAssets_sy,,,,,8.67,7.36,8.45,9.98,-5.06,,11.17,22.54,10.24,2.97,-4.84,3.85,-5.65,15.13,13.69,4.55,6.67,3.62,5.48,,,
BalanceOtherCurrentAssets_qq,,-62.74,174.93,-4.13,10.13,-100.00,,-11.83,31.31,-9.73,-7.82,-80.41,195.52,-4.55,-31.75,-63.57,842.55,52.60,-30.77,-100.00,,,,-100.00,,
BalanceOtherCurrentAssets_sq,,-15.42,-22.22,-34.80,143.67,-9.26,,-38.69,108.64,-4.48,-21.62,-52.06,148.61,-4.55,-22.64,-35.80,30.71,6.28,-4.08,-23.20,,,,-28.11,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,13051000,15095000,17191000,18580000,18561000,,18201000,17246000,17748000,17849000,17914000,19533000,19494000,19888000,20757000,19612000,19687000,20127000,21178000,26425000,,26739000,25935000,28795000,39299000,45744000
BalanceTotalAssets_yy,,,,,42.21,-100.00,5.88,-7.18,-4.38,,-1.58,13.26,9.84,11.42,15.87,0.40,0.99,1.20,2.03,34.74,-100.00,32.85,22.46,8.97,,71.08
BalanceTotalAssets_sy,,,,,2.82,2.60,2.86,5.53,4.61,,9.45,6.86,11.17,11.22,5.07,2.32,2.53,1.64,2.66,7.27,6.26,8.96,9.28,6.13,,5.64
BalanceTotalAssets_qq,,15.66,13.89,8.08,-0.10,-100.00,,-5.25,2.91,0.57,0.36,9.04,-0.20,2.02,4.37,-5.52,0.38,2.23,5.22,24.78,-100.00,,-3.01,11.03,36.48,16.40
BalanceTotalAssets_sq,,0.94,0.01,-2.20,3.72,1.40,,-0.31,1.42,3.49,2.08,-1.06,3.22,2.07,-0.54,-2.84,2.14,2.09,1.78,0.04,3.38,,1.46,-1.51,3.42,1.26
BalanceCapital,11758000,12326000,12365000,12832000,12661000,,12994000,11445000,11563000,11379000,11669000,15773000,15685000,15677000,16087000,15705000,15414000,15569000,15866000,18166000,,19286000,18051000,19048000,18672000,19181000
BalanceCapital_yy,,,,,7.68,-100.00,5.09,-10.81,-8.67,,-10.20,37.82,35.65,37.77,37.86,-0.43,-1.73,-0.69,-1.37,15.67,-100.00,23.87,13.77,4.86,,-0.54
BalanceCapital_sy,,,,,6.44,-1.37,5.12,4.01,4.43,,8.20,7.90,7.70,9.86,6.64,5.10,5.40,4.61,-0.01,3.94,5.92,0.81,3.29,3.67,,5.98
BalanceCapital_qq,,4.83,0.31,3.78,-1.33,-100.00,,-11.92,1.03,-1.59,2.55,35.17,-0.56,-0.05,2.62,-2.37,-1.85,1.01,1.91,14.50,-100.00,,-6.40,5.52,-1.97,2.73
BalanceCapital_sq,,1.69,,0.82,1.48,0.07,,1.18,1.68,1.16,2.74,1.85,1.88,0.12,2.84,1.19,0.53,0.66,2.92,0.54,2.94,,0.81,0.22,2.96,0.86
BalanceShareCapital,11300000,11300000,11300000,11300000,11300000,,11300000,11300000,11300000,11300000,11300000,11300000,11300000,11350000,11350000,11350000,11350000,11350000,11350000,11350000,,11350000,11350000,11350000,11350000,11350000
BalanceShareCapital_yy,,,,,,-100.00,,,,,,,,0.44,0.44,0.44,0.44,,,,-100.00,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,-100.00,,,,,,,,0.44,,,,,,,-100.00,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,147000,147000,147000,147000,,1532000,1532000,1532000,145000,145000,4144000,4144000,4423000,4423000,4423000,4423000,4355000,4355000,4720000,,5834000,5283000,5835000,5282000,6391000
BalanceReserve_yy,,,,,,-100.00,944.38,944.38,944.38,,-90.54,170.50,170.50,2950.34,2950.34,6.73,6.73,-1.54,-1.54,6.71,-100.00,33.96,21.31,23.62,,9.55
BalanceReserve_sy,,,,,,0.05,2.79,3.85,3.81,,3.66,4.94,5.15,8.46,5.06,6.96,5.42,2.19,1.77,0.57,0.84,11.28,6.14,4.98,,8.09
BalanceReserve_qq,,,-0.21,,,-100.00,,,,-90.54,,2757.93,,6.73,,,,-1.54,,8.38,-100.00,,-9.44,10.45,-9.48,21.00
BalanceReserve_sq,,,,,,1.81,,,,2.08,,,,5.70,,,,1.41,,,,,,,,8.22
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,2654000,2743000
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
BalanceNoncurrentLiabilities,37000,896000,1537000,3259000,4548000,,3207000,3201000,3104000,3047000,3002000,787000,672000,617000,501000,341000,273000,225000,170000,676000,,1645000,1230000,1537000,2530000,2381000
BalanceNoncurrentLiabilities_yy,,,,,12041.27,-100.00,108.59,-1.78,-31.75,,-6.39,-75.41,-78.35,-79.75,-83.31,-56.67,-59.38,-63.53,-66.07,98.24,-100.00,631.11,623.53,127.37,,44.74
BalanceNoncurrentLiabilities_sy,,,,,4.23,-10.07,8.02,8.19,-5.07,,10.90,-8.44,-0.05,-2.92,-7.28,-11.82,-1.05,-0.08,6.06,4.13,-2.18,5.64,6.05,0.52,,4.78
BalanceNoncurrentLiabilities_qq,,2291.88,71.59,111.97,39.56,-100.00,,-0.19,-3.03,-1.84,-1.48,-73.78,-14.61,-8.18,-18.80,-31.94,-19.94,-17.58,-24.44,297.65,-100.00,,-25.23,24.96,64.61,-5.89
BalanceNoncurrentLiabilities_sq,,-0.66,-4.68,-0.40,4.83,-1.65,,-0.19,-3.32,-1.40,0.33,-1.46,-3.07,-4.20,-1.24,-1.63,-2.20,-2.65,-1.24,-1.06,0.36,,0.81,-0.26,-1.07,-3.43
BalanceNoncurrentTradeLiabilities,,896000,,,1450000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,-100.00,,,-100.00,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,-100.00,,,-40.07,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,-100.00,,,-100.00,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,-14.72,,,-9.61,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,37000,,1537000,3243000,3083000,,3191000,3171000,3074000,3011000,2963000,723000,608000,492000,376000,259000,142000,25000,0,,,800000,802000,820000,902000,821000
BalanceNoncurrentBorrowings_yy,,,,,8130.11,,107.55,-2.23,-0.29,,-7.15,-77.20,-80.22,-83.66,-87.31,-64.18,-76.64,-94.92,-100.00,-100.00,-100.00,3100.00,,,,2.62
BalanceNoncurrentBorrowings_sy,,,,,23.36,,26.02,-2.23,-14.47,,-3.89,-8.42,-11.39,-2.65,-23.85,-27.33,-23.39,-21.24,-2.89,-17.42,-32.28,-13.74,,,,1.36
BalanceNoncurrentBorrowings_qq,,-100.00,,110.96,-4.95,-100.00,,-0.63,-3.06,-2.05,-1.59,-75.60,-15.91,-19.08,-23.58,-31.12,-45.17,-82.39,-100.00,,,,0.25,2.24,10.00,-8.98
BalanceNoncurrentBorrowings_sq,,-7.18,,-9.32,-2.16,-5.64,,-4.62,-7.36,-4.51,0.12,-9.16,-3.99,-10.05,-7.28,-5.54,-0.59,-8.22,-5.00,,,,0.14,-3.12,-6.31,-6.06
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,16000,16000,,16000,30000,30000,36000,39000,64000,64000,125000,125000,82000,131000,200000,170000,676000,,845000,428000,717000,1628000,1560000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,92.93,92.93,,143.75,113.33,113.33,247.22,220.51,28.12,104.69,60.00,36.00,724.39,-100.00,322.50,151.76,6.07,,84.62
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,6.33,2.01,,2.20,1.18,3.74,5.59,1.07,-3.80,-6.84,-9.76,-6.38,4.98,1.43,-1.32,-2.06,1.52,,4.28
BalanceNoncurrentOtherLiabilities_qq,,,,,,-100.00,,87.50,,20.00,8.33,64.10,,95.31,,-34.40,59.76,52.67,-15.00,297.65,-100.00,,-49.35,67.52,127.06,-4.18
BalanceNoncurrentOtherLiabilities_sq,,,,,,-0.59,,-0.88,,1.53,2.22,-0.28,,-0.66,,-4.04,-0.06,0.16,-1.30,0.12,0.26,,-1.30,0.56,0.22,-3.13
BalanceCurrentLiabilities,1256000,1873000,3289000,2489000,1351000,,2000000,2600000,3081000,3423000,3243000,2973000,3137000,3594000,4169000,3566000,4000000,4333000,5142000,7583000,,5808000,6654000,8210000,15443000,21439000
BalanceCurrentLiabilities_yy,,,,,7.59,-100.00,-39.19,4.47,128.02,,62.15,14.35,1.82,5.00,28.55,19.95,27.51,20.56,23.34,112.65,-100.00,34.04,29.40,8.27,,269.13
BalanceCurrentLiabilities_sy,,,,,4.77,8.93,1.62,4.47,2.18,,13.80,11.36,12.61,17.62,10.36,-2.00,-5.96,-5.96,6.08,12.70,24.60,24.98,13.69,10.58,,8.79
BalanceCurrentLiabilities_qq,,49.14,75.59,-24.33,-45.71,-100.00,,30.00,18.50,11.10,-5.26,-8.33,5.52,14.57,16.00,-14.46,12.17,8.32,18.67,47.47,-100.00,,14.57,23.38,88.10,38.83
BalanceCurrentLiabilities_sq,,0.80,1.87,-7.40,5.73,4.14,,-0.38,2.16,7.82,2.06,-3.66,7.04,7.27,-7.44,-7.18,3.72,7.28,2.23,-0.68,4.48,,-3.50,1.64,3.05,1.02
BalanceCurrentTradePayablesv,496000,1873000,1702000,1140000,,,1996000,1745000,3025000,3407000,3239000,2230000,2995000,2087000,3910000,2133000,3827000,2774000,5026000,4274000,,2209000,6603000,1631000,5692000,5836000
BalanceCurrentTradePayablesv_yy,,,,,-100.00,-100.00,17.26,53.02,,,62.27,27.79,-0.99,-38.74,20.72,-4.35,27.78,32.92,28.54,100.38,-100.00,-20.37,31.38,-61.84,,164.19
BalanceCurrentTradePayablesv_sy,,,,,-4.35,-1.66,-2.06,14.51,,,5.78,13.87,7.32,12.06,3.46,-5.29,-5.08,-4.57,7.80,13.77,18.28,9.70,25.28,10.74,,14.86
BalanceCurrentTradePayablesv_qq,,277.40,-9.12,-33.01,-100.00,,,-12.58,73.35,12.63,-4.93,-31.15,34.30,-30.32,87.35,-45.45,79.42,-27.52,81.18,-14.96,-100.00,,198.91,-75.30,248.99,2.53
BalanceCurrentTradePayablesv_sq,,0.36,-6.39,-18.14,15.62,,,-10.81,13.69,7.97,-0.73,-7.70,12.34,1.30,-11.80,-8.44,10.42,6.16,-7.50,1.91,13.72,,3.25,-9.15,9.13,1.92
BalanceCurrentBorrowings,299000,,882000,785000,,,,799000,,,,610000,,1391000,,1343000,,1415000,,1197000,,2170000,,5160000,5421000,10537000
BalanceCurrentBorrowings_yy,,,,,-100.00,,-100.00,1.75,,,,-23.65,,,,120.16,,1.73,,-10.87,,53.36,,331.08,,385.58
BalanceCurrentBorrowings_sy,,,,,13.56,,-0.90,-1.42,,,,-6.00,,,,-7.39,,-11.91,,7.71,,16.71,,20.59,,-1.45
BalanceCurrentBorrowings_qq,,-100.00,,-10.98,-100.00,,,,-100.00,,,,-100.00,,-100.00,,-100.00,,-100.00,,-100.00,,-100.00,,5.06,94.37
BalanceCurrentBorrowings_sq,,8.40,,4.32,-6.26,,,,-10.37,,,,0.26,,-7.12,,-7.13,,13.72,,1.41,,-13.62,,0.16,0.28
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,461000,,705000,563000,1351000,,4000,56000,56000,16000,4000,133000,142000,116000,259000,90000,124000,144000,112000,2032000,,1352000,51000,1302000,4262000,4997000
BalanceCurrentOtherLiabilities_yy,,,,,193.26,,-99.43,-90.06,-95.86,,,137.50,153.57,625.00,6375.00,-32.33,-12.68,24.14,-56.76,2157.78,-100.00,838.89,-54.46,-35.93,,269.60
BalanceCurrentOtherLiabilities_sy,,,,,2.59,,2.70,3.39,3.36,,,17.40,3.81,9.22,18.92,7.10,-2.30,33.45,-2.02,-1.37,-7.60,-9.56,22.16,6.38,,30.88
BalanceCurrentOtherLiabilities_qq,,-100.00,,-20.06,139.89,-100.00,,1300.00,,-71.43,-75.00,3225.00,6.77,-18.31,123.28,-65.25,37.78,16.13,-22.22,1714.29,-100.00,,-96.23,2452.94,227.34,17.25
BalanceCurrentOtherLiabilities_sq,,1.92,,-6.19,7.85,5.16,,-6.62,,-1.81,-5.12,12.92,1.16,-0.95,10.34,6.18,0.90,11.47,-2.98,2.85,0.96,,12.84,9.93,20.64,6.86
BalanceReckoning,,,,,,,,,,,,,0,,0,0,49000,0,4000,80000,,77000,0,117000,68000,69000
BalanceReckoning_yy,,,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,46.25,,-10.39
BalanceReckoning_sy,,,,,,,,,,,,,,,,,,,,,2.76,,-1.46,9.45,,4.76
BalanceReckoning_qq,,,,,,,,,,,,,,,,,,-100.00,,1900.00,-100.00,,-100.00,,-41.88,1.47
BalanceReckoning_sq,,,,,,,,,,,,,,,,,,-0.64,,0.39,,,-0.35,,2.44,1.01
BalanceTotalEquityAndLiabilities,13051000,15095000,17191000,18580000,18560000,0,18201000,17246000,17748000,17849000,17914000,19533000,19494000,19888000,20757000,19612000,19687000,20127000,21178000,26425000,0,26739000,25935000,28795000,39299000,45744000
BalanceTotalEquityAndLiabilities_yy,,,,,42.21,-100.00,5.88,-7.18,-4.38,,-1.58,13.26,9.84,11.42,15.87,0.40,0.99,1.20,2.03,34.74,-100.00,32.85,22.46,8.97,,71.08
BalanceTotalEquityAndLiabilities_sy,,,,,2.77,2.60,2.86,5.53,4.61,,9.45,6.86,11.17,11.22,5.96,2.44,2.53,1.64,2.66,7.27,6.26,8.96,8.70,6.18,,5.71
BalanceTotalEquityAndLiabilities_qq,,15.66,13.89,8.08,-0.11,-100.00,,-5.25,2.91,0.57,0.36,9.04,-0.20,2.02,4.37,-5.52,0.38,2.23,5.22,24.78,-100.00,,-3.01,11.03,36.48,16.40
BalanceTotalEquityAndLiabilities_sq,,0.94,0.01,-2.26,3.72,1.40,,-0.31,1.38,3.50,2.08,-0.83,3.27,2.07,-0.54,-2.84,2.14,2.10,1.78,0.04,3.38,,1.48,-1.50,3.45,1.26
CashflowOperatingCashflow,,,1913000,-218000,211000,555000,597000,-263000,190000,-7000,357000,380000,-160000,314000,391000,380000,260000,-349000,815000,467000,833000,-954000,190000,698000,1504000,-2803000
CashflowOperatingCashflow_yy,,,,,,,-68.77,-20.91,-9.85,-101.26,-40.24,244.49,-184.21,4585.71,9.52,,262.50,-211.15,108.44,22.89,220.38,-173.35,-76.69,49.46,80.55,-193.82
CashflowOperatingCashflow_sy,,,,,,,36.04,-4.66,25.54,12.81,-91.83,19.55,-29.99,-31.39,215.68,,122.35,79.96,-64.19,19.46,-38.22,-28.29,91.78,-8.21,-2.16,153.93
CashflowOperatingCashflow_qq,,,,-111.37,196.90,163.27,7.66,-144.03,172.24,-103.68,5200.00,6.44,-142.11,296.25,24.52,-2.81,-31.58,-234.23,333.52,-42.70,78.37,-214.53,119.92,267.37,115.47,-286.37
CashflowOperatingCashflow_sq,,,,24.11,-76.80,152.73,5.80,-34.04,-62.23,119.08,-85.26,91.64,-97.12,105.29,170.66,8.17,-35.15,193.28,-4.19,202.00,-73.42,48.63,166.12,14.38,-69.96,168.12
CashflowAmortization,,,643000,285000,292000,275000,278000,300000,299000,296000,293000,354000,194000,197000,205000,197000,201000,194000,192000,176000,174000,181000,175000,125000,210000,187000
CashflowAmortization_yy,,,,,,,-56.78,5.25,2.55,7.51,5.36,18.00,-35.12,-33.45,-30.03,-44.35,3.61,-1.52,-6.34,-10.66,-13.43,-6.70,-8.85,-28.98,20.69,3.31
CashflowAmortization_sy,,,,,,,-1.63,2.24,2.54,1.98,3.50,5.25,5.53,7.14,5.30,3.17,6.04,2.26,8.48,7.32,5.23,6.11,7.14,1.93,2.72,7.02
CashflowAmortization_qq,,,,-55.70,2.29,-5.57,1.01,7.87,-0.33,-1.00,-1.01,20.82,-45.20,1.55,4.06,-3.90,2.03,-3.48,-1.03,-8.33,-1.14,4.02,-3.31,-28.57,68.00,-10.95
CashflowAmortization_sq,,,,0.08,2.29,1.22,1.61,2.23,0.49,0.81,0.66,2.44,0.71,1.32,1.00,0.14,1.38,1.23,1.82,0.80,-0.68,-0.40,0.66,1.64,-0.26,2.17
CashflowInvestingCashflow,,,-4333000,-796000,-243000,-266000,-253000,97000,-20000,42000,-24000,-1928000,8000,-276000,-151000,-177000,-105000,-124000,-415000,-444000,-784000,-765000,-293000,-510000,-760000,-63000
CashflowInvestingCashflow_yy,,,,,,,94.17,112.19,91.78,115.79,90.50,-2087.63,140.00,-757.14,-529.17,90.82,-1412.50,55.07,-174.83,-150.85,-646.67,-516.94,29.40,-14.86,3.06,91.76
CashflowInvestingCashflow_sy,,,,,,,-15.57,-42.92,7.42,-3.67,-55.90,10.48,-30.20,31.18,35.80,-1.00,10.90,-28.67,-5.70,3.86,-4.06,-4.90,0.32,-46.83,-46.44,-16.56
CashflowInvestingCashflow_qq,,,,81.63,69.41,-9.25,5.02,138.40,-120.62,310.00,-157.14,-7933.33,100.41,-3550.00,45.29,-17.22,40.68,-18.10,-234.68,-6.99,-76.58,2.42,61.70,-74.06,-49.02,91.71
CashflowInvestingCashflow_sq,,,,-28.07,-8.62,10.62,-34.14,-36.98,31.74,12.10,-44.65,19.98,3.02,29.27,-57.01,-25.82,-0.99,-15.88,17.76,-9.54,-2.66,-20.12,13.04,-43.79,-47.28,5.77
CashflowCapex,,,4333000,913000,276000,216000,226000,-37000,26000,2000,81000,2007000,126000,143000,151000,164000,105000,92000,68000,202000,116000,230000,46000,519000,110000,422000
CashflowCapex_yy,,,,,,,-94.79,-104.05,-90.59,-99.07,-64.12,5524.32,384.62,7050.00,86.42,-91.83,-16.67,-35.66,-54.97,23.17,10.48,150.00,-32.35,156.93,-5.17,83.48
CashflowCapex_sy,,,,,,,54.99,5.92,-12.46,-26.55,-19.67,-0.97,50.05,-7.04,-24.10,36.22,-16.71,78.84,-12.29,-22.04,8.28,-12.14,-25.48,62.47,-5.17,62.20
CashflowCapex_qq,,,,-78.92,-69.76,-21.81,4.51,-116.39,170.27,-92.31,3950.00,2377.78,-93.72,13.49,5.59,8.61,-35.98,-12.38,-26.09,197.06,-42.57,98.28,-80.00,1028.26,-78.81,283.64
CashflowCapex_sq,,,,45.61,15.34,-17.31,34.86,-4.48,-10.44,-11.60,32.75,35.72,-10.64,-18.12,6.89,36.48,-24.75,29.00,-28.26,-10.82,-9.06,-4.04,-1.90,98.40,-23.13,11.77
CashflowFinancingCashflow,,,2406000,1273000,-150000,-188000,-342000,91000,-176000,-72000,-221000,1600000,405000,-15000,-194000,-120000,-78000,-113000,-121000,-148000,-159000,1904000,-66000,-123000,-480000,2524000
CashflowFinancingCashflow_yy,,,,,,,-114.20,-92.85,-17.36,61.79,35.30,1658.24,330.11,79.17,12.22,-107.50,-119.26,-653.33,37.63,-23.33,-103.85,1784.96,45.45,16.89,-201.89,32.56
CashflowFinancingCashflow_sy,,,,,,,22.71,32.07,-94.79,29.55,117.42,48.37,56.80,52.14,-123.04,-66.21,19.06,-62.77,103.52,-26.76,61.42,61.13,-22.32,-12.96,-57.76,22.32
CashflowFinancingCashflow_qq,,,,-47.08,-111.78,-25.65,-81.28,126.64,-293.41,59.09,-206.94,823.98,-74.69,-103.70,-1193.33,38.14,35.00,-44.87,-7.08,-22.31,-7.43,1297.48,-103.47,-86.36,-290.24,625.83
CashflowFinancingCashflow_sq,,,,5.78,81.01,-68.54,-63.21,52.20,6.18,54.02,26.47,-31.42,32.06,-34.86,-230.14,54.46,49.72,-104.80,77.19,-59.08,104.24,-61.97,-76.00,-70.81,24.71,-83.12
CashflowShareCapitalCash,,,,,,,,0,,,,1799000,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,,,-14000,260000,-184000,101000,3000,-75000,-6000,-37000,112000,52000,253000,23000,46000,83000,77000,-586000,279000,-125000,-110000,185000,-169000,65000,264000,-342000
CashflowNetCashflow_yy,,,,,,,121.84,-128.87,96.73,-136.50,3442.06,169.33,4316.67,162.16,-58.93,59.62,-69.57,-2647.83,506.52,-250.60,-242.86,131.57,-160.57,152.00,340.00,-284.86
CashflowNetCashflow_sy,,,,,,,99.88,35.76,-8.58,-69.92,-102.04,-20.41,12.08,70.60,73.13,8.45,-43.68,-4.71,113.06,-27.57,-53.50,19.52,19.90,53.97,-59.17,87.89
CashflowNetCashflow_qq,,,,1894.27,-170.64,155.23,-96.88,-2471.92,92.00,-516.67,402.70,-53.57,386.54,-90.91,100.00,80.43,-7.23,-861.04,147.61,-144.80,12.00,268.18,-191.35,138.46,306.15,-229.55
CashflowNetCashflow_sq,,,,74.00,-127.76,89.12,81.74,109.54,-91.25,97.53,-80.40,101.16,-66.80,117.84,13.81,94.24,-106.69,87.18,64.83,-0.94,-103.66,-47.41,38.12,78.50,-165.86,151.65
