,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrInvestments_sq,,,,,-100.00,,,1.68,1.32,,0.32,-0.56,-0.16,4.19,0.21,0.03,0.41,-1.58,0.78,0.01,1.40,0.51,,,,-0.80,,1.32,,,,-0.78
BalanceOtherNoncurrentAssets,,3049000,,3112000,,4524000,4465000,4995000,,6563000,6505000,6392000,6311000,8147000,9375000,9396000,9488000,13752000,14010000,15678000,15595000,19155000,19803000,17566000,17553000,23277000,24677000,24695000,24914000,21552000,21752000,22056000
BalanceOtherNoncurrentAssets_yy,,,,,,48.38,,60.51,,45.07,45.69,27.97,,24.13,44.12,46.99,50.34,68.80,49.44,66.86,64.37,39.29,41.35,12.04,12.55,21.52,24.61,40.58,41.94,-7.41,-11.85,-10.69
BalanceOtherNoncurrentAssets_sy,,,,,,10.04,,13.29,,16.36,16.49,14.68,,13.46,26.02,46.99,10.07,10.19,2.99,7.90,8.65,9.75,19.78,7.27,12.63,-3.12,7.50,8.73,13.39,2.03,9.50,-0.68
BalanceOtherNoncurrentAssets_qq,,,-100.00,,-100.00,,-1.30,11.87,-100.00,,-0.88,-1.74,-1.27,29.08,15.08,0.22,0.98,44.94,1.88,11.91,-0.53,22.83,3.38,-11.29,-0.08,32.61,6.02,0.07,0.89,-13.49,0.93,1.40
BalanceOtherNoncurrentAssets_sq,,,0.15,,-100.00,,0.80,,1.86,,0.22,,,3.30,-0.06,1.26,0.48,-0.58,-1.45,0.34,0.10,0.25,,2.21,-1.46,-0.46,1.32,5.30,5.44,-8.23,3.08,-1.39
BalanceCurrentAssets,,132058000,,143664000,,141839000,174793000,162359000,,170577000,244082000,224784000,226986000,250979000,335039000,368931000,445914000,454760000,454236000,453449000,513309000,531910000,499373000,536527000,559939000,631101000,642298000,619685000,613717000,493204000,465927000,437773000
BalanceCurrentAssets_yy,,,,,,7.41,,13.01,,20.26,39.64,38.45,,47.14,37.26,64.13,96.45,81.19,35.58,22.91,15.11,16.96,9.94,18.32,9.08,18.65,28.62,15.50,9.60,-21.85,-27.46,-29.36
BalanceCurrentAssets_sy,,,,,,13.19,,-0.12,,3.02,9.15,15.91,,15.68,11.34,9.53,14.73,6.89,11.38,10.18,12.21,6.48,9.94,11.56,8.24,9.60,10.55,-0.44,10.25,15.14,15.11,12.91
BalanceCurrentAssets_qq,,,-100.00,,-100.00,,23.23,-7.11,-100.00,,43.09,-7.91,0.98,10.57,33.49,10.12,20.87,1.98,-0.12,-0.17,13.20,3.62,-6.12,7.44,4.36,12.71,1.77,-3.52,-0.96,-19.64,-5.53,-6.04
BalanceCurrentAssets_sq,,,0.94,,-100.00,,1.37,-5.62,-1.62,,3.65,6.32,0.98,-0.19,1.18,3.47,0.12,1.98,6.60,-0.17,-0.95,-1.09,1.79,3.80,-1.29,2.94,0.48,-0.18,1.88,5.23,-1.04,-0.16
BalanceInventory,,266000,,577000,,1414000,1576000,1870000,,5287000,6006000,8917000,5287000,6694000,11531000,10026000,12155000,11133000,13037000,14456000,14584000,17243000,15464000,20539000,21101000,28342000,23583000,21060000,20952000,16702000,16305000,9653000
BalanceInventory_yy,,,,,,431.58,,224.09,,273.90,281.09,376.84,,26.61,91.99,12.43,129.90,66.32,13.06,44.19,19.98,54.89,18.62,42.08,44.69,64.37,52.50,2.54,-0.71,-41.07,-30.86,-54.16
BalanceInventory_sy,,,,,,9.79,,21.40,,2.06,11.76,5.10,,5.50,5.17,11.38,11.31,8.09,7.45,10.16,7.36,5.34,4.82,10.75,12.41,3.67,18.37,6.66,5.07,5.73,7.37,16.94
BalanceInventory_qq,,,-100.00,,-100.00,,11.46,18.65,-100.00,,13.60,48.47,-40.71,26.61,72.26,-13.05,21.24,-8.41,17.10,10.89,0.88,18.24,-10.32,32.81,2.74,34.32,-16.79,-10.70,-0.51,-20.28,-2.38,-40.79
BalanceInventory_sq,,,-6.98,,-100.00,,-1.33,-4.14,4.69,,-1.87,,3.57,2.59,0.09,1.62,1.39,-1.68,3.67,0.51,,-6.31,2.65,5.18,3.24,-1.95,1.67,-0.47,5.25,-2.26,2.10,4.84
BalanceCurrentReceivables,,117410000,,125558000,,123406000,135041000,133883000,,123657000,147069000,170956000,180375000,176134000,245740000,261250000,320924000,323161000,329712000,337516000,413413000,407959000,382840000,392045000,407600000,432903000,436064000,443281000,463001000,385753000,356240000,346999000
BalanceCurrentReceivables_yy,,,,,,5.11,,6.63,,0.20,8.91,27.69,,42.44,67.09,52.82,77.92,83.47,34.17,29.19,28.82,26.24,16.11,16.16,-1.41,6.11,13.90,13.07,13.59,-10.89,-18.31,-21.72
BalanceCurrentReceivables_sy,,,,,,8.28,,9.02,,3.50,8.91,20.59,,12.62,11.69,12.16,17.51,12.51,9.14,16.49,14.16,10.18,14.29,12.03,19.65,17.36,12.25,9.77,11.50,9.35,7.57,11.40
BalanceCurrentReceivables_qq,,,-100.00,,-100.00,,9.43,-0.86,-100.00,,18.93,16.24,5.51,-2.35,39.52,6.31,22.84,0.70,2.03,2.37,22.49,-1.32,-6.16,2.40,3.97,6.21,0.73,1.66,4.45,-16.68,-7.65,-2.59
BalanceCurrentReceivables_sq,,,-8.39,,-100.00,,5.64,-0.86,-3.80,,4.38,5.73,0.07,-3.24,4.98,3.56,4.00,-0.60,2.11,6.84,4.12,-1.27,7.50,7.37,3.02,1.86,0.73,3.86,4.98,-2.55,1.94,3.62
BalanceCurrentInvestments,,7164000,,6492000,,5283000,5392000,4563000,,13008000,13333000,13201000,12747000,10974000,20688000,20417000,26480000,24914000,18555000,17554000,23827000,16046000,16160000,29254000,27331000,29236000,34345000,26367000,28520000,30812000,30596000,26608000
BalanceCurrentInvestments_yy,,,,,,-26.26,,-29.71,,146.22,147.27,189.31,,-15.64,55.16,54.66,107.73,127.03,-10.31,-14.02,-10.02,-35.59,-12.91,66.65,14.71,82.20,112.53,-9.87,4.35,5.39,-10.92,0.92
BalanceCurrentInvestments_sy,,,,,,-0.17,,-14.94,,-13.89,-6.79,8.33,,-20.26,-3.69,-37.42,-26.20,-16.96,,-28.96,-9.51,-8.82,-4.30,4.30,2.72,-2.94,-8.59,-1.56,-0.76,-4.13,-6.78,-8.87
BalanceCurrentInvestments_qq,,,-100.00,,-100.00,,2.06,-15.37,-100.00,,2.50,-0.99,-3.44,-13.91,88.52,-1.31,29.69,-5.92,-25.52,-5.39,35.73,-32.66,0.71,81.03,-6.57,6.97,17.47,-23.23,8.17,8.04,-0.70,-13.03
BalanceCurrentInvestments_sq,,,-19.45,,-100.00,,1.27,-4.73,,,-1.96,0.66,,-6.94,-2.99,-2.69,,-4.45,1.31,-8.28,0.34,-4.66,,0.48,,,,-0.74,1.18,0.80,-0.10,
BalanceCash,,3624000,,4356000,,5362000,29556000,8074000,,8843000,57446000,11334000,8661000,38292000,32649000,50493000,59346000,72488000,70543000,56367000,39475000,57904000,49706000,51253000,57483000,104615000,109961000,104885000,76519000,50824000,50782000,42837000
BalanceCash_yy,,,,,,47.96,,85.35,,64.92,94.36,40.38,,333.02,-43.17,345.50,585.21,89.30,116.07,11.63,-33.48,-20.12,-29.54,-9.07,45.62,80.67,121.22,104.64,33.12,-51.42,-53.82,-59.16
BalanceCash_sy,,,,,,-32.51,,-22.10,,0.05,-11.14,19.93,,40.26,20.00,22.72,36.25,31.28,57.12,36.03,28.67,13.45,-6.24,-9.07,3.46,-4.79,-0.76,-0.14,-11.52,5.80,-1.73,-14.94
BalanceCash_qq,,,-100.00,,-100.00,,451.21,-72.68,-100.00,,549.62,-80.27,-23.58,342.12,-14.74,54.65,17.53,22.15,-2.68,-20.10,-29.97,46.69,-14.16,3.11,12.16,81.99,5.11,-4.62,-27.05,-33.58,-0.08,-15.65
BalanceCash_sq,,,-26.34,,-100.00,,-14.02,-11.85,-13.33,,-9.75,0.20,-13.28,24.60,-13.94,-3.00,-0.86,22.85,15.80,-9.28,-12.22,9.84,-4.11,-3.84,-1.74,11.07,-1.49,-13.85,-1.81,10.86,-19.30,-15.65
BalanceOtherCurrentAssets,,3594000,,6681000,,6374000,3228000,13969000,,19782000,20228000,20376000,19916000,18885000,24431000,26744000,27009000,23065000,22389000,27555000,22010000,32758000,35203000,43437000,46423000,36004000,38346000,24092000,24725000,9111000,12004000,11675000
BalanceOtherCurrentAssets_yy,,,,,,77.35,,109.09,,210.35,526.64,45.87,,-4.53,20.78,31.25,35.62,22.13,-8.36,3.03,-18.51,42.03,57.24,57.64,110.92,9.91,8.93,-44.54,-46.74,-74.69,-68.69,-51.54
BalanceOtherCurrentAssets_sy,,,,,,31.30,,9.73,,3.20,22.57,8.48,,17.69,11.78,37.16,19.34,6.21,-2.37,3.03,-8.41,17.32,24.04,10.53,20.26,20.99,-0.05,23.94,8.50,12.08,-0.81,4.88
BalanceOtherCurrentAssets_qq,,,-100.00,,-100.00,,-49.36,332.74,-100.00,,2.25,0.73,-2.26,-5.18,29.37,9.47,0.99,-14.60,-2.93,23.07,-20.12,48.83,7.46,23.39,6.88,-22.44,6.50,-37.17,2.63,-63.15,31.75,-2.74
BalanceOtherCurrentAssets_sq,,,24.30,,-100.00,,33.57,3.06,-13.46,,29.09,-2.70,-0.58,-15.14,29.37,3.04,-0.70,-16.89,28.01,4.90,-1.93,-13.75,37.09,-10.21,2.27,0.05,20.80,6.50,-8.79,-5.42,13.45,2.36
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177269000,191782000,194359000
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19,1.34
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,
BalanceTotalAssets,,249641000,,261550000,,268647000,302063000,343240000,,355383000,429889000,412187000,439942000,470373000,710188000,744139000,859972000,874810000,901679000,924150000,1019547000,1120510000,1084286000,1124091000,1144714000,1300887000,1305825000,1151771000,1147750000,1111167000,1108826000,1064605000
BalanceTotalAssets_yy,,,,,,7.61,,31.23,,32.29,42.32,20.09,,32.36,65.20,80.53,95.47,85.98,26.96,24.19,18.56,28.09,20.25,21.64,12.28,16.10,20.43,2.46,0.27,-14.58,-15.09,-7.57
BalanceTotalAssets_sy,,,,,,10.99,,5.88,,5.74,11.01,2.72,,10.51,5.21,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,6.80,4.97,9.33,7.54,5.03,7.09,7.08,9.50,11.96
BalanceTotalAssets_qq,,,-100.00,,-100.00,,12.44,13.63,-100.00,,20.96,-4.12,6.73,6.92,50.98,4.78,15.57,1.73,3.07,2.49,10.32,9.90,-3.23,3.67,1.83,13.64,0.38,-11.80,-0.35,-3.19,-0.21,-3.99
BalanceTotalAssets_sq,,,-0.03,,-100.00,,2.48,0.46,-1.40,,-0.09,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.78,0.67,1.04,0.55,3.07,0.48,3.35,0.82,-0.08,1.95,3.53,0.54,0.06
BalanceCapital,,80470000,,82030000,,76768000,104386000,101612000,,112862000,218051000,214661000,216735000,224100000,231796000,233807000,235149000,307071000,302243000,307964000,314822000,285632000,287346000,300808000,302883000,280528000,276918000,192179000,191426000,73534000,78330000,17162000
BalanceCapital_yy,,,,,,-4.60,,23.87,,47.02,108.89,111.26,,98.56,6.30,8.92,8.50,37.02,30.39,31.72,33.88,-6.98,-4.93,-2.32,-3.79,-1.79,-3.63,-36.11,-36.80,-73.79,-71.71,-91.07
BalanceCapital_sy,,,,,,10.47,,9.33,,9.92,13.17,10.82,,16.39,11.48,8.70,8.50,9.50,12.03,9.38,8.04,3.66,4.08,3.73,2.69,6.54,5.27,4.33,5.43,1.67,4.20,4.61
BalanceCapital_qq,,,-100.00,,-100.00,,35.98,-2.66,-100.00,,93.20,-1.55,0.97,3.40,3.43,0.87,0.57,30.59,-1.57,1.89,2.23,-9.27,0.60,4.69,0.69,-7.38,-1.29,-30.60,-0.39,-61.59,6.52,-78.09
BalanceCapital_sq,,,2.07,,-100.00,,0.46,-1.04,-0.48,,2.25,0.69,1.72,2.74,1.50,-0.17,2.71,0.37,1.78,0.07,2.46,-1.60,1.41,1.00,1.84,2.44,0.82,-2.88,1.33,0.57,1.34,-1.93
BalanceShareCapital,,5322000,,5274000,,4283000,4795000,4795000,,4795000,5995000,5995000,5995000,5995000,5995000,5995000,6004000,6504000,6504000,6504000,6509000,6509000,6509000,6509000,6509000,6509000,6509000,6509000,6509000,6509000,6509000,6509000
BalanceShareCapital_yy,,,,,,-19.52,,-9.08,,11.95,25.03,25.03,,25.02,,,0.15,8.49,8.49,8.49,8.42,0.09,0.09,0.09,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,-100.00,,-100.00,,11.95,,-100.00,,25.03,,,,,,0.15,8.33,,,0.09,,,,,,,,,,,
BalanceShareCapital_sq,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,76085000,,81506000,,50847000,95708000,89510000,,87710000,206330000,200444000,198068000,191642000,214320000,213165000,209219000,264319000,285777000,291459000,290177000,251506000,279137000,291246000,287606000,271601000,263797000,263216000,265117000,163315000,67321000,43133000
BalanceReserve_yy,,,,,,-33.17,,9.82,,72.50,115.58,123.93,,118.49,3.87,6.35,5.63,37.92,33.34,36.73,38.70,-4.85,-2.32,-0.07,-0.89,7.99,-5.50,-9.62,-7.82,-39.87,-74.48,-83.61
BalanceReserve_sy,,,,,,13.35,,7.56,,7.79,6.03,2.30,,3.57,3.61,4.07,8.70,8.70,2.20,10.27,12.22,10.93,10.58,2.51,2.67,8.31,6.10,4.81,3.78,1.29,2.16,3.31
BalanceReserve_qq,,,-100.00,,-100.00,,88.23,-6.48,-100.00,,135.24,-2.85,-1.19,-3.24,11.83,-0.54,-1.85,26.34,8.12,1.99,-0.44,-13.33,10.99,4.34,-1.25,-5.56,-2.87,-0.22,0.72,-38.40,-58.78,-35.93
BalanceReserve_sq,,,,,-100.00,,,1.77,,,,1.36,,,,,,,,3.85,,0.01,,2.85,,0.27,,0.88,,,,3.33
BalanceNonshareCapital,,1644000,,2362000,,2813000,3278000,8904000,,9596000,9916000,9977000,10721000,11380000,21394000,22446000,29885000,35709000,33384000,32564000,36236000,43526000,46066000,43244000,65498000,76769000,83299000,73658000,78082000,71440000,76215000,76239000
BalanceNonshareCapital_yy,,,,,,71.11,,276.97,,241.13,202.50,12.05,,18.59,115.75,124.98,178.75,213.78,56.04,45.08,21.25,21.89,37.99,32.80,80.76,76.37,80.82,70.33,19.21,-6.94,-8.50,3.50
BalanceNonshareCapital_sy,,,,,,17.50,,3.38,,0.71,9.13,12.05,,-6.77,-9.17,19.55,4.45,27.19,8.39,19.18,8.84,10.87,10.22,0.39,-1.87,-0.06,-5.72,-15.73,5.39,6.38,4.73,4.46
BalanceNonshareCapital_qq,,,-100.00,,-100.00,,16.53,171.63,-100.00,,3.33,0.62,7.46,6.15,88.00,4.92,33.14,19.49,-6.51,-2.46,11.27,20.12,5.84,-6.13,51.46,17.21,8.51,-11.57,6.01,-8.51,6.68,0.03
BalanceNonshareCapital_sq,,,-9.18,,-100.00,,2.50,,,,-2.03,-3.32,-0.98,,-0.31,0.35,1.56,2.35,-4.04,2.04,0.53,4.80,,-0.52,0.32,-9.68,0.84,-0.08,2.65,8.95,,2.44
BalanceNoncurrentLiabilities,,16267000,,3652000,,29582000,58434000,79516000,,43834000,18443000,62382000,93430000,77311000,165333000,119846000,141552000,96773000,117623000,107784000,110168000,291504000,245353000,257713000,242102000,342551000,412861000,328685000,345903000,49821000,49117000,50110000
BalanceNoncurrentLiabilities_yy,,,,,,81.85,,2077.33,,48.18,-68.44,-21.55,,76.37,796.45,92.12,51.51,25.17,-28.86,-10.06,-22.17,201.22,108.59,139.10,119.76,17.51,68.27,27.54,42.87,-85.46,-88.10,-84.75
BalanceNoncurrentLiabilities_sy,,,,,,12.25,,7.94,,-8.01,-12.04,-7.94,,-1.22,-0.60,14.51,5.02,5.51,-4.96,1.45,12.97,14.81,25.16,27.05,13.61,9.81,11.40,1.65,7.06,0.42,6.62,8.91
BalanceNoncurrentLiabilities_qq,,,-100.00,,-100.00,,97.53,36.08,-100.00,,-57.93,238.24,49.77,-17.25,113.85,-27.51,18.11,-31.63,21.54,-8.36,2.21,164.60,-15.83,5.04,-6.06,41.49,20.53,-20.39,5.24,-85.60,-1.41,2.02
BalanceNoncurrentLiabilities_sq,,,-1.59,,-100.00,,-2.61,-1.55,-3.01,,-3.19,-0.56,-0.52,1.12,-0.40,-1.43,,-0.98,-0.79,2.42,-0.10,,-0.39,2.48,-1.49,-1.19,-1.11,-0.67,,-0.46,-0.67,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,343000,,677000,,13920000,14371000,29735000,,14288000,14275000,57321000,88486000,19175000,19439000,13773000,8582000,9382000,9468000,,298000,147725000,148580000,136556000,146218000,125543000,196239000,195339000,193924000,931000,3000,1527000
BalanceNoncurrentBorrowings_yy,,,,,,3958.31,,4292.17,,2.64,-0.67,92.77,,34.21,36.18,-75.97,-90.30,-51.07,-51.30,-100.00,-96.53,1474.58,1469.36,,49030.23,-15.02,32.08,43.05,32.63,-99.26,-100.00,-99.22
BalanceNoncurrentBorrowings_sy,,,,,,-4.84,,-14.51,,-10.32,-10.22,-7.34,,4.63,14.73,-14.58,-9.99,-14.36,-15.13,,-14.68,-3.48,-5.38,,2.92,3.66,-9.38,-9.08,-21.92,-9.54,4.64,4.05
BalanceNoncurrentBorrowings_qq,,,-100.00,,-100.00,,3.24,106.91,-100.00,,-0.09,301.55,54.37,-78.33,1.37,-29.15,-37.69,9.32,0.91,-100.00,,49536.49,0.58,-8.09,7.08,-14.14,56.31,-0.46,-0.72,-99.52,-99.63,43931.15
BalanceNoncurrentBorrowings_sq,,,-5.42,,-100.00,,-4.68,-2.64,-6.67,,-5.58,-1.70,-1.30,1.69,-2.80,-2.94,-1.78,-8.18,-2.30,-0.26,,-3.29,-2.58,-1.65,-2.64,-5.00,-3.84,-4.06,-1.50,-4.11,-4.20,-1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,15924000,,2975000,,15662000,44063000,49781000,,29546000,4168000,5061000,4944000,58136000,145894000,106073000,132970000,87391000,108155000,107784000,109871000,143779000,96773000,121157000,95884000,217008000,216622000,133346000,151979000,48891000,49114000,48584000
BalanceNoncurrentOtherLiabilities_yy,,,,,,-1.65,,1573.31,,88.65,-90.54,-89.83,,96.76,3400.34,1995.89,2589.53,50.32,-25.87,1.61,-17.37,64.52,-10.52,12.41,-12.73,50.93,123.84,10.06,58.50,-77.47,-77.33,-63.57
BalanceNoncurrentOtherLiabilities_sy,,,,,,10.77,,2.28,,6.85,-2.87,3.07,,9.44,1.17,12.81,0.14,9.15,1.66,1.49,4.49,15.80,17.82,2.48,3.02,8.04,8.16,,10.26,0.91,0.53,2.48
BalanceNoncurrentOtherLiabilities_qq,,,-100.00,,-100.00,,181.34,12.98,-100.00,,-85.89,21.43,-2.31,1075.89,150.95,-27.29,25.36,-34.28,23.76,-0.34,1.94,30.86,-32.69,25.20,-20.86,126.32,-0.18,-38.44,13.97,-67.83,0.46,-1.08
BalanceNoncurrentOtherLiabilities_sq,,,-0.51,,-100.00,,0.01,0.21,2.08,,-2.06,-0.85,-1.36,0.27,0.10,1.26,,0.26,-0.06,3.24,-0.20,0.65,-0.02,1.12,-0.32,2.20,,-1.06,0.55,1.38,0.37,0.22
BalanceCurrentLiabilities,,151260000,,173506000,,159484000,135965000,153208000,,189091000,183479000,125167000,119056000,157582000,291665000,368040000,453386000,435257000,448429000,475839000,558321000,499849000,505521000,522326000,534231000,601039000,532747000,557249000,532339000,828961000,816437000,806780000
BalanceCurrentLiabilities_yy,,,,,,5.44,,-11.70,,18.56,34.95,-18.30,,-16.66,58.96,194.04,280.82,176.21,53.75,29.29,23.14,14.84,12.73,9.77,-4.31,20.24,5.39,6.69,-0.35,37.92,53.25,44.78
BalanceCurrentLiabilities_sy,,,,,,8.51,,20.43,,3.67,6.62,4.48,,10.73,14.23,16.18,14.94,8.43,13.69,3.58,9.61,13.08,16.55,10.23,7.72,1.91,-1.16,6.45,4.70,14.90,21.56,24.10
BalanceCurrentLiabilities_qq,,,-100.00,,-100.00,,-14.75,12.68,-100.00,,-2.97,-31.78,-4.88,32.36,85.09,26.19,23.19,-4.00,3.03,6.11,17.33,-10.47,1.13,3.32,2.28,12.51,-11.36,4.60,-4.47,55.72,-1.51,-1.18
BalanceCurrentLiabilities_sq,,,1.15,,-100.00,,3.18,0.16,-4.23,,-0.50,11.55,-3.02,3.88,1.20,6.17,1.22,-3.05,3.61,0.14,1.38,3.82,-0.04,2.03,0.36,2.87,-1.46,7.69,0.85,6.43,-0.14,2.50
BalanceCurrentTradePayablesv,,120436000,,132350000,,124515000,99172000,111847000,,137020000,141742000,115325000,106227000,118784000,203818000,255117000,301890000,336801000,328452000,287130000,322440000,387300000,403884000,419916000,443129000,472498000,416512000,441038000,412985000,529451000,511953000,504883000
BalanceCurrentTradePayablesv_yy,,,,,,3.39,,-15.49,,10.04,42.93,3.11,,-13.31,43.80,121.22,184.19,183.54,61.15,12.55,6.81,14.99,22.97,46.25,37.43,22.00,3.13,5.03,-6.80,12.05,22.91,14.48
BalanceCurrentTradePayablesv_sy,,,,,,6.78,,13.98,,4.28,3.59,2.88,,14.14,10.21,18.32,16.90,12.69,4.22,1.81,13.17,11.52,18.78,22.89,17.14,18.92,11.36,5.96,8.43,11.78,5.71,14.86
BalanceCurrentTradePayablesv_qq,,,-100.00,,-100.00,,-20.35,12.78,-100.00,,3.45,-18.64,-7.89,11.82,71.59,25.17,18.33,11.56,-2.48,-12.58,12.30,20.12,4.28,3.97,5.53,6.63,-11.85,5.89,-6.36,28.20,-3.30,-1.38
BalanceCurrentTradePayablesv_sq,,,-1.46,,-100.00,,-1.26,0.33,-11.47,,0.56,3.18,-7.93,4.21,0.06,4.98,-0.46,3.82,1.31,-5.22,4.32,5.00,4.28,1.18,5.03,9.09,0.41,-0.28,-1.18,8.84,-3.08,5.22
BalanceCurrentBorrowings,,30162000,,39131000,,34326000,35955000,40472000,,50544000,40383000,8749000,11324000,36728000,84801000,110262000,123820000,69601000,93596000,161444000,205159000,84031000,70026000,72535000,61351000,96183000,82618000,84951000,86011000,271966000,274556000,271346000
BalanceCurrentBorrowings_yy,,,,,,13.81,,3.43,,47.25,12.32,-78.38,,-27.34,109.99,1160.29,993.43,89.50,10.37,46.42,65.69,20.73,-25.18,-55.07,-70.10,14.46,17.98,17.12,40.19,182.76,232.32,219.42
BalanceCurrentBorrowings_sy,,,,,,5.98,,8.71,,21.76,13.24,8.08,,-3.46,20.23,29.07,21.10,-2.05,8.92,-26.40,-6.86,-0.40,-3.47,7.15,7.76,7.37,0.73,-3.59,16.25,14.46,15.32,20.92
BalanceCurrentBorrowings_qq,,,-100.00,,-100.00,,4.75,12.56,-100.00,,-20.10,-78.33,29.43,224.34,130.89,30.02,12.30,-43.79,34.48,72.49,27.08,-59.04,-16.67,3.58,-15.42,56.77,-14.10,2.82,1.25,216.20,0.95,-1.17
BalanceCurrentBorrowings_sq,,,-1.81,,-100.00,,4.68,11.95,2.41,,-1.07,8.55,1.53,3.30,-3.50,4.31,-5.44,-10.98,2.54,-0.81,1.76,-6.82,0.24,3.58,-1.54,-3.16,0.67,2.96,2.05,-2.69,,0.60
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,662000,,2025000,,643000,838000,889000,,1527000,1354000,1093000,1505000,2069000,3046000,2661000,27676000,28856000,26381000,27265000,30722000,28518000,31610000,29875000,29750000,32358000,33617000,31261000,33343000,114955000,118654000,144865000
BalanceCurrentOtherLiabilities_yy,,,,,,-2.87,,-56.10,,137.48,61.58,22.95,,35.52,124.96,143.48,1738.91,1294.37,766.10,924.51,11.01,-1.17,19.82,9.57,-3.16,13.46,6.35,4.64,12.08,255.26,252.96,363.41
BalanceCurrentOtherLiabilities_sy,,,,,,1.85,,10.12,,7.95,-8.11,15.47,,-1.56,1.00,11.38,19.13,8.20,21.12,11.48,1.60,18.59,19.82,10.04,0.76,10.14,5.13,22.54,17.59,13.40,18.50,23.94
