,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeShareholderNetProfit_sq,,10.48,1.82,6.07,30.54,5.98,-36.22,-5.67,52.28,-10.16,44.14,-15.71,-15.74,8.96,-14.65,-27.88,54.41,-55.94,22.50,-1.34,1.36,19.56,-9.17,12.65,0.18,20.67,-2.69,-7.84,-3.27,-14.16,1.32,17.52,44.92,-21.56,2.27,-10.61,38.34,-12.14,28.05,-80.34,74.91,-36.40
BalanceNoncurrentAssets,3133000,3073000,5673000,5703000,5843000,5852000,6054000,9826000,9441000,,,18365000,,2859000,,,4407000,3709000,,3570000,3628000,11326000,10548000,7170000,7270000,4339000,6904000,13888000,9928000,2683000,2401000,2091000,2187000,2455000,2884000,7259000,4721000,3944000,4807000,12198000,12523000,15683000
BalanceNoncurrentAssets_yy,,,,,86.50,90.43,6.72,72.30,61.58,-100.00,-100.00,86.90,-100.00,,,-100.00,,29.73,,,-17.68,205.37,,100.84,100.39,-61.69,-34.55,93.70,36.56,-38.17,-65.22,-84.94,-77.97,-8.50,20.12,247.15,115.87,60.65,66.68,68.04,165.26,297.64
BalanceNoncurrentAssets_sy,,,,,4.64,2.47,-12.20,-3.53,26.18,11.54,-14.78,17.12,14.22,,,1.36,,33.42,,,10.72,17.37,,14.68,5.49,2.43,4.11,8.16,3.16,14.15,5.65,8.12,3.47,-1.29,-0.77,-7.56,-0.52,-3.75,0.14,5.01,2.44,0.48
BalanceNoncurrentAssets_qq,,-1.92,84.61,0.53,2.45,0.15,3.45,62.31,-3.92,-100.00,,,-100.00,,-100.00,,,-15.84,-100.00,,1.62,212.18,-6.87,-32.03,1.39,-40.32,59.12,101.16,-28.51,-72.98,-10.51,-12.91,4.59,12.25,17.47,151.70,-34.96,-16.46,21.88,153.75,2.66,25.23
BalanceNoncurrentAssets_sq,,-1.33,-100.00,1.02,-0.28,0.65,-72.41,-16.66,-0.15,-4.73,,,-1.06,,-100.00,,,3.35,-0.61,,7.68,1.90,1.55,0.38,1.39,-0.16,0.36,2.46,2.02,0.50,-0.70,-0.98,1.26,-1.99,-0.54,-3.05,-0.07,-0.84,0.02,0.28,-0.07,-0.20
BalanceIntangibleAssets,162000,149000,126000,110000,89000,113000,84000,93000,65000,,,59000,,83000,,,51000,216000,,197000,185000,173000,161000,149000,137000,124000,113000,101000,89000,77000,65000,53000,41000,32000,22000,13000,4000,,,,,
BalanceIntangibleAssets_yy,,,,,-45.06,-24.16,-33.33,-15.45,-26.97,-100.00,-100.00,-36.56,-100.00,,,-100.00,,160.24,,,262.75,-19.91,,-24.37,-25.95,-28.32,-29.81,-32.21,-35.04,-37.90,-42.48,-47.52,-53.93,-58.44,-66.15,-75.47,-90.24,-100.00,-100.00,-100.00,-100.00,
BalanceIntangibleAssets_sy,,,,,-6.28,,-36.66,-10.00,-30.15,-36.03,-54.80,-28.07,-19.52,,,2.83,,-0.85,,,-1.44,-1.11,,0.70,-0.15,-0.44,-0.15,0.22,1.09,0.80,-3.79,-6.99,-2.23,-21.23,-28.29,-27.84,-32.32,-4.49,-0.40,,-0.18,
BalanceIntangibleAssets_qq,,-8.02,-15.44,-12.70,-19.09,26.97,-25.66,10.71,-30.11,-100.00,,,-100.00,,-100.00,,,323.53,-100.00,,-6.09,-6.49,-6.94,-7.45,-8.05,-9.49,-8.87,-10.62,-11.88,-13.48,-15.58,-18.46,-22.64,-21.95,-31.25,-40.91,-69.23,-100.00,,,,
BalanceIntangibleAssets_sq,,-8.02,-100.00,-6.22,-2.50,-4.99,-63.63,-14.84,-6.27,-8.76,,,-3.12,,-100.00,,,-0.87,-0.76,,-0.62,-0.02,-0.10,-0.03,-0.88,,-0.05,-0.16,-0.87,,-0.06,-0.46,-0.05,-0.92,-0.61,-7.06,-1.50,-0.04,,,,
BalanceProperty,2026000,1990000,1968000,1945000,1916000,1886000,2277000,2288000,2253000,,,2303000,,1860000,,,3009000,1851000,,1776000,1748000,1796000,1766000,1741000,1728000,1717000,1710000,1697000,1680000,1671000,1655000,1636000,1612000,1638000,1659000,1642000,1653000,1637000,1617000,4763000,5294000,7326000
BalanceProperty_yy,,,,,-5.43,-5.23,15.70,17.63,17.59,-100.00,-100.00,0.66,-100.00,,,-100.00,,-0.48,,,-41.91,-2.97,,-1.97,-1.14,-4.40,-3.17,-2.53,-2.78,-2.68,-3.22,-3.59,-4.05,-1.97,0.24,0.37,2.54,-0.06,-2.53,190.07,220.27,347.53
BalanceProperty_sy,,,,,-1.11,-4.58,-31.46,-7.13,-8.91,-11.13,-36.52,-11.53,-13.78,,,0.12,,3.48,,,-1.71,2.10,,14.02,-0.50,5.90,-2.82,-2.53,-2.78,-2.77,-2.96,-1.51,-1.75,3.83,0.24,-7.78,-7.34,-3.59,-6.75,0.88,-7.66,-1.95
BalanceProperty_qq,,-1.78,-1.11,-1.17,-1.49,-1.57,20.73,0.48,-1.53,-100.00,,,-100.00,,-100.00,,,-38.48,-100.00,,-1.58,2.75,-1.67,-1.42,-0.75,-0.64,-0.41,-0.76,-1.00,-0.54,-0.96,-1.15,-1.47,1.61,1.28,-1.02,0.67,-0.97,-1.22,194.56,11.15,38.38
BalanceProperty_sq,,-0.90,-100.00,-1.17,-1.94,-2.61,-58.53,-2.15,-1.61,-1.24,,,-0.88,,-100.00,,,-1.04,-0.90,,-1.66,0.35,-0.47,0.27,-0.51,-0.11,-0.65,-0.76,-1.15,-0.54,-0.91,-0.40,-1.47,-1.26,-1.13,-5.01,-1.58,-3.02,-2.12,-1.79,-1.96,-0.06
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,918000,918000,3570000,3600000,3801000,3812000,3636000,6857000,7067000,,,15374000,,125000,,,125000,286000,,92000,92000,7568000,6650000,3151000,3150000,98000,2625000,11923000,5462000,805000,246000,223000,223000,223000,317000,4049000,1481000,872000,1402000,5604000,5624000,5233000
BalanceNoncurrInvestments_yy,,,,,314.05,315.25,1.85,90.47,85.92,-100.00,-100.00,124.21,-100.00,,,-100.00,,128.80,,,-26.40,2546.15,,3325.00,3323.91,-98.71,-60.53,278.39,73.40,721.43,-90.63,-98.13,-95.92,-72.30,28.86,1715.70,564.13,291.03,342.27,38.40,279.74,500.11
BalanceNoncurrInvestments_sy,,,,,-63.32,-17.91,0.68,1.17,18.47,-55.56,-74.67,43.71,63.97,,,-2.62,,14.48,,,25.60,18.25,,14.66,7.60,5.09,3.69,16.94,4.02,25.24,9.42,-3.30,3.20,,-2.08,-19.64,-9.05,-6.96,-0.99,,9.88,
BalanceNoncurrInvestments_qq,,,288.89,0.84,5.58,0.29,-4.62,88.59,3.06,-100.00,,,-100.00,,-100.00,,,128.80,-100.00,,,8126.09,-12.13,-52.62,-0.03,-96.89,2578.57,354.21,-54.19,-85.26,-69.44,-9.35,,,42.15,1177.29,-63.42,-41.12,60.78,299.71,0.36,-6.95
BalanceNoncurrInvestments_sq,,,-100.00,,-2.27,,-100.00,-4.91,4.39,-2.22,,,-1.26,,-100.00,,,6.00,-6.38,,,1.32,0.65,-3.28,3.63,-0.33,2.02,8.58,1.28,0.76,,-2.31,,,-2.04,0.16,-1.34,,,,,-2.50
BalanceOtherNoncurrentAssets,27000,16000,9000,48000,37000,41000,57000,588000,56000,,,629000,,791000,,,1222000,1356000,,1505000,1603000,1789000,1971000,2129000,2255000,2400000,2456000,167000,2697000,130000,435000,179000,311000,562000,886000,1555000,1583000,1435000,1788000,1831000,1605000,3124000
BalanceOtherNoncurrentAssets_yy,,,,,37.04,156.25,533.33,1125.00,51.35,-100.00,-100.00,6.97,-100.00,,,-100.00,,71.43,,,31.18,31.93,,41.46,40.67,34.15,24.61,-92.16,19.60,-94.58,-82.29,7.19,-88.47,332.31,103.68,768.72,409.00,155.34,101.81,17.75,1.39,117.70
BalanceOtherNoncurrentAssets_sy,,,,,27.92,18.80,-36.80,22.07,47.31,5.00,-35.00,1.36,1.36,,,3.10,,37.52,,,29.17,13.07,,24.40,14.13,19.53,15.71,10.99,12.18,6.91,1.62,6.75,3.18,-4.43,12.98,-0.50,4.45,-2.23,18.59,2.58,-2.24,-6.60
BalanceOtherNoncurrentAssets_qq,,-40.74,-43.75,433.33,-22.92,10.81,39.02,931.58,-90.48,-100.00,,,-100.00,,-100.00,,,10.97,-100.00,,6.51,11.60,10.17,8.02,5.92,6.43,2.33,-93.20,1514.97,-95.18,234.62,-58.85,73.74,80.71,57.65,75.51,1.80,-9.35,24.60,2.40,-12.34,94.64
BalanceOtherNoncurrentAssets_sq,,9.86,-100.00,18.80,-10.87,10.81,-100.00,-1.83,-0.45,-0.28,,,,,-100.00,,,4.28,-5.33,,1.18,1.23,0.04,5.10,2.81,0.36,0.70,1.79,,0.71,1.04,0.24,8.57,4.17,-0.40,-7.14,1.08,0.96,3.56,-2.61,,-3.84
BalanceCurrentAssets,15526000,18245000,20806000,21346000,22306000,23011000,24972000,69776000,30169000,,,76007000,,127885000,,,114073000,117388000,,140278000,143297000,137409000,132904000,159113000,158240000,162166000,165893000,154491000,161750000,158509000,157071000,159845000,167466000,165206000,240485000,191781000,194809000,243439000,248074000,254472000,258312000,245827000
BalanceCurrentAssets_yy,,,,,43.67,26.12,20.02,226.88,35.25,-100.00,-100.00,8.93,-100.00,,,-100.00,,-8.21,,,25.62,17.06,,13.43,10.43,18.02,24.82,-2.90,2.22,-2.26,-5.32,3.47,3.53,4.22,53.11,19.98,16.33,47.35,3.16,32.69,32.60,0.98
BalanceCurrentAssets_sy,,,,,-10.87,-19.91,-46.43,-15.52,-0.98,6.26,35.38,19.68,28.80,,,71.06,,36.23,,,9.28,0.35,,9.34,6.98,8.34,1.95,-4.26,-14.56,-21.39,-12.98,2.81,10.31,2.47,6.77,12.16,14.38,5.63,3.38,-9.40,-1.62,-14.46
BalanceCurrentAssets_qq,,17.51,14.04,2.60,4.50,3.16,8.52,179.42,-56.76,-100.00,,,-100.00,,-100.00,,,2.91,-100.00,,2.15,-4.11,-3.28,19.72,-0.55,2.48,2.30,-6.87,4.70,-2.00,-0.91,1.77,4.77,-1.35,45.57,-20.25,1.58,24.96,1.90,2.58,1.51,-4.83
BalanceCurrentAssets_sq,,-3.44,-100.00,-15.75,-2.67,-10.02,-74.13,-12.24,3.45,-3.64,,,19.70,,-100.00,,,1.15,-7.83,,-2.06,5.58,0.95,1.39,-0.62,-2.71,0.23,-1.06,-3.90,0.36,0.95,6.08,-1.03,1.84,2.32,0.79,-0.21,1.37,-1.10,-0.76,1.24,-3.42
BalanceInventory,12000,,,3000,16000,22000,16000,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_yy,,,,,33.33,,,-100.00,87.50,-100.00,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sy,,,,,11.30,,,-90.97,-26.40,-90.84,-53.54,,-14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_qq,,-100.00,,,433.33,37.50,-27.27,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sq,,-28.06,,,-3.45,2.28,-97.96,-18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentReceivables,14032000,16876000,20039000,20365000,20486000,21971000,21808000,66772000,27079000,,,70675000,,127457000,,,111390000,112527000,,132505000,130239000,126876000,122700000,143047000,137460000,136728000,140002000,142785000,137483000,140227000,140065000,148632000,149372000,140726000,193726000,183670000,178241000,186127000,205442000,215110000,226137000,2679000
BalanceCurrentReceivables_yy,,,,,45.99,30.19,8.83,227.88,32.18,-100.00,-100.00,5.85,-100.00,,,-100.00,,-11.71,,,16.92,12.75,,7.96,5.54,7.77,14.10,-0.18,0.02,2.56,0.04,4.09,8.65,0.36,38.31,23.57,19.33,32.26,6.05,17.12,26.87,-98.56
BalanceCurrentReceivables_sy,,,,,9.29,-33.28,-49.42,-22.39,-14.42,-14.95,41.20,29.02,25.45,,,47.82,,29.48,,,12.08,-12.26,,7.96,12.47,7.77,9.73,-0.18,-14.47,-5.19,-1.83,-8.90,14.58,1.40,3.95,17.58,9.29,27.88,16.78,8.86,8.60,6.28
BalanceCurrentReceivables_qq,,20.27,18.74,1.63,0.59,7.25,-0.74,206.18,-59.45,-100.00,,,-100.00,,-100.00,,,1.02,-100.00,,-1.71,-2.58,-3.29,16.58,-3.91,-0.53,2.39,1.99,-3.71,2.00,-0.12,6.12,0.50,-5.79,37.66,-5.19,-2.96,4.42,10.38,4.71,5.13,-98.82
BalanceCurrentReceivables_sq,,8.13,-100.00,-6.18,-0.26,-6.30,-85.17,-11.41,1.26,-9.01,,,7.63,,-100.00,,,5.46,-4.14,,-2.29,9.30,5.38,1.01,-0.18,0.04,1.18,-1.35,1.54,6.19,2.20,-2.70,4.25,-3.63,3.94,0.03,8.02,3.10,-1.35,0.82,1.99,0.69
BalanceCurrentInvestments,38000,38000,38000,38000,438000,640000,2867000,2787000,2863000,,,5168000,,,,,,,,6611000,9652000,4532000,9766000,12748000,11894000,12612000,9546000,,6420000,,720000,1791000,1509000,2186000,3072000,,4464000,14702000,9764000,10612000,1891000,212895000
BalanceCurrentInvestments_yy,,,,,1052.63,1584.21,7444.74,7234.21,553.65,-100.00,-100.00,85.43,-100.00,,,-100.00,,,,,,,,92.83,23.23,178.29,-2.25,-100.00,-46.02,-100.00,-92.46,,-76.50,,326.67,-100.00,195.83,572.55,217.84,,-57.64,1348.07
BalanceCurrentInvestments_sy,,,,,-20.17,21.99,-18.39,,12.89,-15.12,-77.36,-22.72,-18.83,,,-3.18,,,,,,,,-7.60,-12.85,-8.93,-3.08,-39.71,-39.73,-19.86,-30.71,,-10.67,,-16.02,-21.43,-28.39,-29.15,-47.42,,-35.60,-50.76
BalanceCurrentInvestments_qq,,,,,1052.63,46.12,347.97,-2.79,2.73,-100.00,,,-100.00,,,,,,,,46.00,-53.05,115.49,30.53,-6.70,6.04,-24.31,-100.00,,-100.00,,148.75,-15.75,44.86,40.53,-100.00,,229.35,-33.59,8.68,-82.18,11158.33
BalanceCurrentInvestments_sq,,,,,,-1.16,-100.00,-2.79,1.09,-21.30,,,3.68,,,,,,,,0.84,0.38,1.00,-0.76,-2.51,-1.92,-2.63,-0.55,,0.23,,-0.74,,-2.05,-2.18,-16.08,,-1.98,-1.78,-11.65,-0.07,-19.52
BalanceCash,898000,927000,298000,78000,364000,241000,194000,132000,73000,,,88000,,315000,,,2502000,4753000,,1073000,3245000,5871000,334000,3232000,8713000,12719000,13953000,11530000,17058000,18171000,16197000,9379000,16496000,22164000,43638000,8082000,12053000,42541000,32662000,28697000,30135000,30177000
BalanceCash_yy,,,,,-59.47,-74.00,-34.90,69.23,-79.95,-100.00,-100.00,-33.33,-100.00,,,-100.00,,1408.89,,,29.70,23.52,,201.21,168.51,116.64,4077.54,256.75,95.78,42.87,16.08,-18.66,-3.29,21.97,169.42,-13.83,-26.93,91.94,-25.15,255.07,150.02,-29.06
BalanceCash_sy,,,,,-36.80,-25.34,-34.90,17.96,-4.22,49.06,47.90,74.64,67.54,,,10.26,,2.12,,,-15.35,-31.34,,59.42,0.43,10.16,-23.92,21.56,-20.59,-12.10,2.40,26.30,-28.78,21.88,23.36,-27.85,31.34,12.38,-19.53,-25.06,-11.39,-16.07
BalanceCash_qq,,3.23,-67.85,-73.83,366.67,-33.79,-19.50,-31.96,-44.70,-100.00,,,-100.00,,-100.00,,,89.97,-100.00,,202.42,80.92,-94.31,867.66,169.59,45.98,9.70,-17.37,47.94,6.52,-10.86,-42.09,75.88,34.36,96.89,-81.48,49.13,252.95,-23.22,-12.14,5.01,0.14
BalanceCash_sq,,-47.34,-100.00,-37.45,-19.89,-33.79,-100.00,-31.11,-25.22,11.75,,,-27.38,,-100.00,,,-11.41,-29.34,,1.16,13.14,-8.88,-4.89,-15.98,0.36,-4.74,-4.71,-7.70,-14.40,-5.11,7.88,-49.70,48.95,-9.20,-10.05,-15.06,11.73,-25.77,-0.34,6.32,22.49
BalanceOtherCurrentAssets,546000,404000,431000,862000,1002000,137000,87000,85000,124000,,,76000,,113000,,,181000,108000,,89000,161000,130000,104000,86000,173000,107000,2392000,176000,789000,111000,89000,43000,89000,130000,49000,29000,51000,69000,206000,53000,149000,76000
BalanceOtherCurrentAssets_yy,,,,,83.52,-66.09,-79.81,-90.14,-87.62,-100.00,-100.00,-10.59,-100.00,,,-100.00,,-4.42,,,-11.05,20.37,,-3.37,7.45,-17.69,2200.00,104.65,356.07,3.74,-96.28,-75.57,-88.72,17.12,-44.94,-32.56,-42.70,-46.92,320.41,82.76,192.16,10.14
BalanceOtherCurrentAssets_sy,,,,,-30.88,-41.94,-48.90,-31.14,-21.12,-5.87,-34.50,2.26,5.30,,,62.50,,17.36,,,8.65,17.47,,11.50,7.04,-2.02,-15.99,-7.52,1.27,-1.21,-19.54,-4.14,-13.06,3.81,15.73,-11.67,7.91,2.69,6.44,13.20,13.89,2.76
BalanceOtherCurrentAssets_qq,,-26.01,6.68,100.00,16.24,-86.33,-36.50,-2.30,45.88,-100.00,,,-100.00,,-100.00,,,-40.33,-100.00,,80.90,-19.25,-20.00,-17.31,101.16,-38.15,2135.51,-92.64,348.30,-85.93,-19.82,-51.69,106.98,46.07,-62.31,-40.82,75.86,35.29,198.55,-74.27,181.13,-48.99
BalanceOtherCurrentAssets_sq,,-6.63,-100.00,-22.00,26.23,-14.29,-45.72,-49.88,53.50,-19.44,,,45.76,,-100.00,,,-6.74,-29.11,,49.46,-5.38,-2.04,-17.09,22.68,-13.43,-1.25,-5.95,22.62,-20.30,-13.79,-1.13,28.03,-1.19,-4.44,-29.67,9.91,-1.52,-0.46,-3.58,19.38,-15.92
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,1729000,,,9000,9000,8000,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,-99.48,,,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,-87.51,,,-100.00,82.05,-99.56,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,-100.00,,,,-11.11,-100.00,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,18659000,21318000,26479000,27049000,28149000,28863000,31026000,79602000,39610000,,,94372000,,130744000,,,118480000,122826000,,143848000,146934000,148744000,143460000,166283000,165510000,166505000,172797000,168379000,171678000,161192000,159472000,161936000,169653000,167661000,243369000,199040000,199530000,247383000,252881000,266670000,270835000,261510000
BalanceTotalAssets_yy,,,,,50.86,35.39,17.17,194.29,40.72,-100.00,-100.00,18.55,-100.00,,,-100.00,,-6.06,,,24.02,21.10,,15.60,12.64,11.94,20.45,1.26,3.73,-3.19,-7.71,-3.83,-1.18,4.01,52.61,22.91,17.61,47.55,3.91,33.98,35.74,5.71
BalanceTotalAssets_sy,,,,,0.05,-6.40,-13.87,-5.41,3.85,-3.46,-8.32,17.84,23.18,,,17.60,,26.40,,,4.70,4.81,,11.46,11.66,9.00,7.80,-0.08,-3.06,-2.68,-1.38,3.60,4.88,-2.82,-1.42,-1.61,-1.81,2.75,1.48,0.54,3.92,-0.73
BalanceTotalAssets_qq,,14.25,24.21,2.15,4.07,2.54,7.49,156.57,-50.24,-100.00,,,-100.00,,-100.00,,,3.67,-100.00,,2.15,1.23,-3.55,15.91,-0.46,0.60,3.78,-2.56,1.96,-6.11,-1.07,1.55,4.77,-1.17,45.16,-18.21,0.25,23.98,2.22,5.45,1.56,-3.44
BalanceTotalAssets_sq,,-2.16,-100.00,-6.88,-0.43,-0.31,-73.29,-9.08,4.03,-4.18,,,4.33,,-100.00,,,2.56,-2.03,,-0.18,2.20,2.29,2.80,0.24,-0.79,0.91,-0.51,1.02,1.48,-0.01,0.60,0.12,-1.46,0.74,-0.16,-0.45,-0.86,,-0.94,0.92,-1.21
BalanceCapital,14456000,15904000,17411000,19021000,20291000,22287000,23302000,69493000,29152000,,,78045000,,90242000,,,80253000,85839000,,97354000,96247000,96171000,93007000,106966000,108367000,109759000,115157000,112921000,118662000,121260000,120465000,126209000,134155000,131107000,138081000,138827000,140234000,148716000,156599000,170303000,174751000,166611000
BalanceCapital_yy,,,,,40.36,40.13,33.83,265.35,43.67,-100.00,-100.00,12.31,-100.00,,,-100.00,,-4.88,,,19.93,12.04,,9.87,12.59,14.13,23.82,5.57,9.50,10.48,4.61,11.77,13.06,8.12,14.62,10.00,4.53,13.43,13.41,22.67,24.61,12.03
BalanceCapital_sy,,,,,1.75,-4.30,-4.46,2.21,2.12,-0.19,-6.82,19.22,25.47,,,29.43,,14.82,,,9.40,4.13,,10.70,6.63,9.17,7.99,4.98,3.68,-0.20,-4.14,3.64,-2.42,-1.66,-0.54,-2.53,-2.39,3.28,3.40,2.90,1.12,-0.99
BalanceCapital_qq,,10.02,9.48,9.25,6.68,9.84,4.55,198.23,-58.05,-100.00,,,-100.00,,-100.00,,,6.96,-100.00,,-1.14,-0.08,-3.29,15.01,1.31,1.28,4.92,-1.94,5.08,2.19,-0.66,4.77,6.30,-2.27,5.32,0.54,1.01,6.05,5.30,8.75,2.61,-4.66
BalanceCapital_sq,,-2.09,-100.00,-2.66,-1.80,0.98,-24.22,-3.17,2.48,-3.88,,,0.78,,-100.00,,,3.28,-1.89,,1.80,0.44,1.60,2.95,1.84,0.37,2.26,-0.36,2.10,-0.46,-0.38,1.88,3.14,-1.43,0.70,-1.40,0.65,-0.93,1.49,-2.32,0.24,-2.89
BalanceShareCapital,1030000,1030000,1030000,1030000,1030000,1059000,1059000,1059000,1059000,,,1059000,,1159000,,,1159000,1159000,,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000,1159000
BalanceShareCapital_yy,,,,,,2.82,2.82,2.82,2.82,-100.00,-100.00,,-100.00,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,2.82,,,,-100.00,,,-100.00,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-991000,-991000,-991000,-347000,-347000,-347000,-347000
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98,64.98,64.98
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.54,66.75,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,9367000,12365000,12364000,12364000,12373000,18809000,18809000,66147000,22033000,,,74965000,,72662000,,,60457000,63060000,,70050000,67272000,66471000,60950000,71552000,69809000,70633000,73713000,69555000,71981000,76167000,70951000,68065000,71838000,67884000,71112000,67871000,64583000,73161000,76822000,84898000,70837000,40523000
BalanceReserve_yy,,,,,32.09,52.11,52.13,435.00,78.07,-100.00,-100.00,13.33,-100.00,,,-100.00,,-13.21,,,11.27,5.41,,2.14,3.77,6.26,20.94,-2.79,3.11,7.83,-3.75,-2.14,-0.20,-10.87,0.23,-0.29,-10.10,7.77,8.03,25.09,9.68,-44.61
BalanceReserve_sy,,,,,13.03,1.75,-18.64,0.02,0.80,3.05,0.05,2.01,4.88,,,12.36,,,,,11.48,3.88,,2.75,1.04,3.48,5.18,3.50,3.11,,-0.57,-0.10,-0.20,0.11,0.46,,0.14,0.09,0.98,0.84,3.55,1.24
BalanceReserve_qq,,32.01,-0.01,,0.07,52.02,,251.68,-66.69,-100.00,,,-100.00,,-100.00,,,4.31,-100.00,,-3.97,-1.19,-8.31,17.39,-2.44,1.18,4.36,-5.64,3.49,5.82,-6.85,-4.07,5.54,-5.50,4.76,-4.56,-4.84,13.28,5.00,10.51,-16.56,-42.79
BalanceReserve_sq,,,-100.00,,,,,,,0.16,,,0.27,,-100.00,,,3.90,-0.88,,,0.60,,,,0.24,,,,,,,,0.01,,,,,,,,0.25
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,871000,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,-6.66,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,365000,338000,328000,1048000,1047000,1040000,3612000,4738000,4176000,,,2958000,,28454000,,,28263000,26853000,,9421000,20063000,26762000,41094000,50557000,48091000,47066000,41478000,37766000,22591000,17187000,9540000,20556000,25816000,29835000,48691000,46434000,50525000,87890000,83293000,83303000,79495000,79636000
BalanceNoncurrentLiabilities_yy,,,,,186.85,207.69,1001.22,352.10,298.85,-100.00,-100.00,-37.57,-100.00,,,-100.00,,-5.63,,,-29.01,-0.34,,436.64,139.70,75.87,0.93,-25.30,-53.02,-63.48,-77.00,-45.57,14.28,73.59,410.39,125.89,95.71,194.59,71.06,79.40,57.34,-9.39
BalanceNoncurrentLiabilities_sy,,,,,-26.27,-21.30,-25.64,19.13,12.25,-5.40,-41.26,-30.91,6.16,,,29.17,,5.61,,,-9.51,12.38,,24.07,1.82,14.50,0.46,-11.76,4.92,12.45,12.26,-0.40,-6.66,-20.01,9.35,-1.38,-6.49,-6.70,6.95,1.00,-4.76,10.70
BalanceNoncurrentLiabilities_qq,,-7.40,-2.96,219.51,-0.10,-0.67,247.31,31.17,-11.86,-100.00,,,-100.00,,-100.00,,,-4.99,-100.00,,112.96,33.39,53.55,23.03,-4.88,-2.13,-11.87,-8.95,-40.18,-23.92,-44.49,115.47,25.59,15.57,63.20,-4.64,8.81,73.95,-5.23,0.01,-4.57,0.18
