,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,26112000,26727000,32082000,,21167000,19334000,18904000,,19951000,17249000,17359000,16259000,16296000,16067000,16992000,17581000,22274000
BalanceNoncurrentOtherLiabilities_yy,,,,,,-18.94,-27.66,-41.08,,-5.74,-10.79,-8.17,,-18.32,-6.85,-2.11,8.13,36.68
BalanceNoncurrentOtherLiabilities_sy,,,,,,28.56,10.94,8.38,,8.14,8.14,5.03,,10.48,8.04,4.28,0.74,-4.61
BalanceNoncurrentOtherLiabilities_qq,,,2.36,20.04,-100.00,,-8.66,-2.22,-100.00,,-13.54,0.64,-6.34,0.23,-1.41,5.76,3.46,26.69
BalanceNoncurrentOtherLiabilities_sq,,,11.76,3.00,-47.24,,0.18,-0.20,-49.85,,-2.98,0.22,-1.88,8.28,-0.56,1.79,-4.36,-5.48
BalanceCurrentLiabilities,,39391000,55536000,60207000,,90616000,66762000,57832000,,31570000,47404000,41292000,38298000,45462000,49732000,56152000,52736000,106391000
BalanceCurrentLiabilities_yy,,,,,,130.04,20.21,-3.94,,-65.16,-28.99,-28.60,,44.00,4.91,35.99,37.70,134.02
BalanceCurrentLiabilities_sy,,,,,,53.52,11.32,12.31,,-5.36,1.67,22.51,,21.50,1.41,11.02,-4.52,20.78
BalanceCurrentLiabilities_qq,,,40.99,8.41,-100.00,,-26.32,-13.37,-100.00,,50.16,-12.89,-7.25,18.71,9.39,12.91,-6.08,101.74
BalanceCurrentLiabilities_sq,,,30.78,4.34,-53.64,,-8.56,-0.62,-70.88,,15.66,30.34,-12.10,-9.24,-1.56,19.31,-9.30,1.88
BalanceCurrentTradePayablesv,,8226000,11689000,11980000,,37997000,18609000,12694000,,28265000,37139000,24119000,22202000,18223000,23041000,27200000,31346000,32325000
BalanceCurrentTradePayablesv_yy,,,,,,361.91,59.20,5.96,,-25.61,99.58,90.01,,-35.53,-37.96,12.77,41.19,77.39
BalanceCurrentTradePayablesv_sy,,,,,,37.04,5.51,2.21,,11.16,12.50,14.57,,-8.17,-1.66,-11.08,8.00,2.22
BalanceCurrentTradePayablesv_qq,,,42.10,2.49,-100.00,,-51.03,-31.79,-100.00,,31.39,-35.06,-7.95,-17.92,26.44,18.05,15.24,3.13
BalanceCurrentTradePayablesv_sq,,,47.22,3.58,-59.80,,-2.38,-7.70,-80.28,,11.14,1.08,-13.85,-8.22,-8.52,15.04,3.23,-4.38
BalanceCurrentBorrowings,,31162000,43838000,48156000,,50117000,46115000,44853000,,2379000,9616000,16211000,15617000,26856000,26388000,28657000,21113000,73780000
BalanceCurrentBorrowings_yy,,,,,,60.83,5.19,-6.86,,-95.25,-79.15,-63.86,,1029.09,174.41,76.78,35.19,174.73
BalanceCurrentBorrowings_sy,,,,,,4.38,-65.69,-10.02,,-30.66,38.83,14.34,,328.08,76.80,33.20,13.68,54.38
BalanceCurrentBorrowings_qq,,,40.68,9.85,-100.00,,-7.99,-2.74,-100.00,,304.29,68.58,-3.66,71.97,-1.74,8.60,-26.33,249.46
BalanceCurrentBorrowings_sq,,,17.59,-6.38,-38.72,,-21.90,6.08,-48.67,,12.31,75.29,9.74,3.52,17.34,5.50,2.61,64.68
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,3000,9000,71000,,2502000,2038000,286000,,926000,649000,962000,480000,383000,303000,295000,278000,285000
BalanceCurrentOtherLiabilities_yy,,,,,,87669.72,23555.22,301.45,,-62.98,-68.17,236.27,,-58.60,-53.28,-69.32,-42.09,-25.56
BalanceCurrentOtherLiabilities_sy,,,,,,91.92,54.04,71.82,,-17.77,-5.16,-8.32,,-29.07,-37.76,-15.78,-19.50,-17.32
BalanceCurrentOtherLiabilities_qq,,,202.28,727.37,-100.00,,-18.53,-85.96,-100.00,,-29.95,48.33,-50.13,-20.11,-20.95,-2.58,-5.87,2.69
BalanceCurrentOtherLiabilities_sq,,,39.82,3.93,-48.21,,-0.05,-0.32,-67.69,,-2.27,-2.06,-21.24,-4.72,-2.14,0.29,-4.58,1.48
BalanceReckoning,,,,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,0,140548000,160235000,175742000,0,287882000,262470000,262677000,0,350407000,378624000,423034000,401998000,311614000,312114000,310992000,235989000,218745000
BalanceTotalEquityAndLiabilities_yy,,,,,,104.83,63.80,49.47,,21.72,44.25,61.05,,-11.07,-17.57,-26.49,-41.30,-29.80
BalanceTotalEquityAndLiabilities_sy,,,,,,28.58,36.82,44.80,,25.02,29.32,26.19,,7.06,-1.30,-3.02,-18.76,-15.63
BalanceTotalEquityAndLiabilities_qq,,,14.01,9.68,-100.00,,-8.83,0.08,-100.00,,8.05,11.73,-4.97,-22.48,0.16,-0.36,-24.12,-7.31
BalanceTotalEquityAndLiabilities_sq,,,12.24,5.64,-48.62,,3.54,4.98,-50.16,,6.91,4.08,-1.97,-4.20,0.38,0.97,-7.56,-4.93
CashflowOperatingCashflow,1521000,-4104000,-9409000,25996000,-585000,13952000,-17796000,-14358000,-19688000,28293000,-21441000,803000,9569000,18169000,5957000,-285000,-81000,7507000
CashflowOperatingCashflow_yy,,,,,-138.47,439.93,-89.14,-155.23,-3265.42,102.79,-20.48,105.59,148.60,-35.78,127.79,-135.53,-100.85,-58.68
CashflowOperatingCashflow_sy,,,,,-7.65,122.46,86.97,34.48,-39.38,6.82,-18.64,23.18,-9.11,-40.42,-32.04,2.07,-62.20,-5.00
CashflowOperatingCashflow_qq,,-369.94,-129.23,376.30,-102.25,2484.96,-227.55,19.31,-37.12,243.71,-175.78,103.75,1091.54,89.88,-67.21,-104.79,71.54,9346.08
CashflowOperatingCashflow_sq,,-46.34,-33.35,159.71,46.67,-10.48,-12.04,12.00,-19.14,12.14,1.40,-13.30,233.85,-15.28,-28.70,-3.28,-8.62,3.31
CashflowAmortization,2519000,2668000,2866000,3500000,2948000,2911000,2713000,2735000,3189000,4279000,3256000,3527000,3375000,3460000,5736000,5544000,5209000,-779000
CashflowAmortization_yy,,,,,17.06,9.10,-5.35,-21.85,8.16,46.99,20.04,28.96,5.83,-19.12,76.14,57.16,54.33,-122.51
CashflowAmortization_sy,,,,,17.06,9.10,15.14,9.85,17.31,40.44,20.04,17.22,5.83,-7.63,24.88,2.85,-11.32,-35.35
CashflowAmortization_qq,,5.92,7.44,22.10,-15.76,-1.28,-6.80,0.83,16.59,34.17,-23.89,8.32,-4.32,2.53,65.75,-3.35,-6.04,-114.96
CashflowAmortization_sq,,5.92,7.44,14.58,-32.56,18.15,-8.05,0.83,-14.50,28.29,-23.89,13.64,-2.42,1.30,-2.31,-1.35,-16.34,-2.67
CashflowInvestingCashflow,-46000,-798000,-991000,-1741000,-1711000,-3507000,-3588000,-10432000,-14893000,-38716000,-9089000,-17874000,-22894000,-9006000,-218000,2113000,6373000,
CashflowInvestingCashflow_yy,,,,,-3606.69,-339.37,-262.11,-499.03,-770.35,-1004.10,-153.32,-71.35,-53.73,76.74,97.60,111.82,127.84,100.00
CashflowInvestingCashflow_sy,,,,,-1726.94,-132.95,-259.96,-325.23,-135.95,-29.25,-10.96,-67.61,-21.46,-55.51,37.40,17.72,69.11,101.02
CashflowInvestingCashflow_qq,,-1628.83,-24.15,-75.75,1.74,-104.93,-2.32,-190.75,-42.77,-159.96,76.52,-96.66,-28.08,60.66,97.58,1067.81,201.59,-100.00
CashflowInvestingCashflow_sq,,-819.65,2.98,-40.98,1.74,-9.55,-23.68,23.31,-20.47,2.93,0.44,15.40,-40.54,-41.17,34.73,46.08,54.60,140.50
CashflowCapex,46000,966000,991000,1904000,1714000,3361000,3588000,10432000,14893000,40547000,9089000,17878000,22891000,3712000,1085000,-634000,-397000,
CashflowCapex_yy,,,,,3613.02,247.87,262.11,447.78,768.87,1106.31,153.32,71.38,53.71,-90.85,-88.06,-103.54,-101.73,-100.00
CashflowCapex_sy,,,,,56.70,121.15,57.37,447.78,39.22,80.71,98.34,46.58,11.40,-6.40,-37.45,-18.01,-31.41,-48.98
CashflowCapex_qq,,1993.12,2.54,92.20,-9.99,96.10,6.74,190.75,42.77,172.26,-77.58,96.70,28.04,-83.79,-70.76,-158.39,37.41,100.00
CashflowCapex_sq,,-9.05,87.80,-11.79,44.03,-10.89,31.88,-5.08,21.70,23.90,7.65,-19.91,12.20,1.30,-11.00,-45.28,-5.46,7.56
CashflowFinancingCashflow,-1278000,4885000,10325000,-24292000,2565000,85485000,-3664000,-1035000,4779000,-2836000,46693000,18006000,1932000,-17904000,-6094000,-1845000,-6180000,-150000
CashflowFinancingCashflow_yy,,,,,300.70,1649.79,-135.49,95.74,86.28,-103.32,1374.33,1840.36,-59.57,-531.23,-113.05,-110.24,-419.83,99.16
CashflowFinancingCashflow_sy,,,,,58.24,98.17,-47.46,71.74,-68.20,192.08,510.17,425.12,-37.36,-376.09,-112.28,-105.30,65.79,89.68
CashflowFinancingCashflow_qq,,482.23,111.34,-335.27,110.56,3232.44,-104.29,71.76,561.86,-159.36,1746.18,-61.44,-89.27,-1026.62,65.96,69.73,-235.04,97.56
CashflowFinancingCashflow_sq,,36.38,101.74,-407.71,-119.55,93.41,32.12,-31.18,20.00,114.76,306.73,-30.72,-246.37,-32.00,67.84,20.02,-334.13,97.56
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,
CashflowDividend,0,0,,17866000,0,39000,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,-100.00,,-100.00,,,,,,,,
CashflowDividend_sy,,,,,,,,110.00,,-100.00,,,,,,,,
CashflowDividend_qq,,,,,-100.00,,-100.00,,,,,,,,,,,
CashflowDividend_sq,,,,,9.07,,-100.00,,,,,,,,,,,
CashflowNetCashflow,196000,-17000,-75000,-37000,269000,95930000,-25048000,-25825000,-29802000,-13260000,16163000,935000,-11393000,-8741000,-355000,-17000,112000,-508000
CashflowNetCashflow_yy,,,,,37.16,561035.89,-33443.49,-69059.85,-11174.68,-113.82,164.53,103.62,61.77,34.08,-102.20,-101.77,100.99,94.19
CashflowNetCashflow_sy,,,,,37.16,133.14,-34.22,-45.00,-139.50,-1.91,22.30,105.27,-176.56,-398.96,-41.66,-94.64,64.76,105.35
CashflowNetCashflow_qq,,-108.72,-336.63,49.99,820.66,35548.51,-126.11,-3.10,-15.40,55.51,221.90,-94.21,-1318.22,23.28,95.94,95.33,777.72,-551.82
CashflowNetCashflow_sq,,-103.56,33.12,43.75,432.04,5.27,-95.15,6.38,-41.24,78.53,147.32,41.59,-272.45,-9.26,72.29,103.99,-21.32,-18.83
