,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNonshareCapital_yy,,,,,100.00,100.00,100.00,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,-5.96,-0.26,-10.16,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,-8.09,-8.99,100.00,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,-3.60,-2.34,9.92,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,325000,325000,325000,325000,325000,1230000,28000,118000,210000,252000,390000,30000,37000,20000,29000,2146000,1016000,49000,53000,142000,174000,209000
BalanceNoncurrentLiabilities_yy,,,,,,278.46,-91.38,-63.69,-35.38,-79.51,1292.86,-74.58,-82.38,-92.06,-92.56,7053.33,2645.95,145.00,82.76,-93.38,-82.87,326.53
BalanceNoncurrentLiabilities_sy,,,,,,14.50,0.46,-11.76,4.92,12.45,12.26,-0.40,-6.66,-20.01,9.35,-1.38,-6.49,-6.70,6.95,1.00,-4.76,10.70
BalanceNoncurrentLiabilities_qq,,,,,,278.46,-97.72,321.43,77.97,20.00,54.76,-92.31,23.33,-45.95,45.00,7300.00,-52.66,-95.18,8.16,167.92,22.54,20.11
BalanceNoncurrentLiabilities_sq,,,,,,-0.50,0.34,-0.10,7.12,8.53,2.34,2.98,0.67,-5.84,7.05,-3.78,0.06,,0.37,-0.56,0.17,0.18
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,325000,325000,325000,325000,325000,1230000,28000,118000,210000,252000,390000,30000,37000,20000,29000,2146000,1016000,49000,53000,142000,174000,209000
BalanceNoncurrentOtherLiabilities_yy,,,,,,278.46,-91.38,-63.69,-35.38,-79.51,1292.86,-74.58,-82.38,-92.06,-92.56,7053.33,2645.95,145.00,82.76,-93.38,-82.87,326.53
BalanceNoncurrentOtherLiabilities_sy,,,,,,4.72,,0.29,6.05,17.71,11.77,-6.57,-3.05,-12.56,12.03,-2.74,-3.90,-0.52,1.18,2.29,-2.70,15.70
BalanceNoncurrentOtherLiabilities_qq,,,,,,278.46,-97.72,321.43,77.97,20.00,54.76,-92.31,23.33,-45.95,45.00,7300.00,-52.66,-95.18,8.16,167.92,22.54,20.11
BalanceNoncurrentOtherLiabilities_sq,,,,,,1.41,,0.29,0.03,3.08,,9.69,-0.32,-6.92,4.24,-2.00,1.80,-11.13,1.61,1.06,-1.14,1.56
BalanceCurrentLiabilities,33992000,27007000,16552000,4431000,6807000,9671000,597000,646000,2197000,2205000,3428000,2889000,3379000,1852000,1816000,2155000,1882000,1865000,1827000,1903000,1859000,1863000
BalanceCurrentLiabilities_yy,,,,,-79.97,-64.19,-96.39,-85.42,-67.72,-77.20,474.20,347.21,53.80,-16.01,-47.02,-25.41,-44.30,0.70,0.61,-11.69,-1.22,-0.11
BalanceCurrentLiabilities_sy,,,,,3.54,2.14,0.17,-2.82,-20.40,-16.42,-27.36,20.59,51.15,22.02,26.02,-5.74,2.64,-1.18,0.18,11.86,18.31,9.68
BalanceCurrentLiabilities_qq,,-20.55,-38.71,-73.23,53.62,42.07,-93.83,8.21,240.09,0.36,55.46,-15.72,16.96,-45.19,-1.94,18.67,-12.67,-0.90,-2.04,4.16,-2.31,0.22
BalanceCurrentLiabilities_sq,,-2.34,-0.57,4.09,1.76,-1.31,0.15,-1.48,1.69,9.45,2.94,4.33,0.56,2.92,-1.61,2.13,2.72,1.11,-11.20,9.70,2.83,0.22
BalanceCurrentTradePayablesv,1629000,1673000,840000,107000,110000,79000,39000,60000,147000,81000,80000,7000,115000,90000,56000,70000,99000,89000,72000,57000,48000,86000
BalanceCurrentTradePayablesv_yy,,,,,-93.25,-95.28,-95.36,-43.93,33.64,2.53,105.13,-88.33,-21.77,11.11,-30.00,900.00,-13.91,-1.11,28.57,-18.57,-51.52,-3.37
BalanceCurrentTradePayablesv_sy,,,,,19.51,-11.85,-32.07,20.39,-29.42,10.60,20.62,2.94,16.21,22.08,33.14,3.51,-0.76,-8.26,-11.66,12.60,6.89,0.42
BalanceCurrentTradePayablesv_qq,,2.70,-49.79,-87.26,2.80,-28.18,-50.63,53.85,145.00,-44.90,-1.23,-91.25,1542.86,-21.74,-37.78,25.00,41.43,-10.10,-19.10,-20.83,-15.79,79.17
BalanceCurrentTradePayablesv_sq,,-6.13,15.77,-10.11,1.75,-21.70,0.69,8.42,-0.14,,1.46,-16.04,0.13,-0.76,0.10,1.04,1.68,4.57,-0.35,17.56,-4.34,1.44
BalanceCurrentBorrowings,29528000,22416000,12797000,3221000,5692000,8505000,,,1513000,1551000,1589000,1085000,1513000,,,,,,,,,
BalanceCurrentBorrowings_yy,,,,,-80.72,-62.06,-100.00,-100.00,-73.42,-81.76,,,,-100.00,-100.00,-100.00,-100.00,,,,,
BalanceCurrentBorrowings_sy,,,,,-6.38,,7.23,-21.26,-12.23,-31.16,,,,16.46,-8.46,17.24,6.45,,,,,
BalanceCurrentBorrowings_qq,,-24.09,-42.91,-74.83,76.72,49.42,-100.00,,,2.51,2.45,-31.72,39.45,-100.00,,,,,,,,
BalanceCurrentBorrowings_sq,,1.05,-3.23,0.44,-1.80,,0.05,,,-1.17,,-12.89,-1.78,0.48,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,67000,214000,274000,1091000,1005000,1075000,546000,586000,537000,573000,1759000,1797000,1751000,1762000,1760000,2085000,1783000,1776000,1755000,1846000,1811000,1777000
BalanceCurrentOtherLiabilities_yy,,,,,1400.00,402.34,99.27,-46.29,-46.57,-46.70,222.16,206.66,226.07,207.50,0.06,16.03,1.83,0.79,-0.28,-11.46,1.57,0.06
BalanceCurrentOtherLiabilities_sy,,,,,7.78,2.04,-2.57,-6.67,4.36,-8.43,25.64,54.29,11.90,15.56,-2.82,-20.08,7.49,4.80,4.80,12.12,1.57,1.07
BalanceCurrentOtherLiabilities_qq,,219.40,28.04,298.18,-7.88,6.97,-49.21,7.33,-8.36,6.70,206.98,2.16,-2.56,0.63,-0.11,18.47,-14.48,-0.39,-1.18,5.19,-1.90,-1.88
BalanceCurrentOtherLiabilities_sq,,10.74,-1.17,8.02,-1.77,6.85,-2.53,5.88,2.31,-1.36,8.07,24.49,-10.50,3.75,-3.68,2.22,-1.99,2.58,-5.71,2.96,6.01,-0.37
BalanceReckoning,2768000,2704000,2641000,12000,,12000,12000,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,-100.00,-99.56,-99.55,-100.00,,-100.00,-100.00,,,,,,,,,,,
BalanceReckoning_sy,,,,,-35.40,-0.59,-29.33,-0.28,,-5.47,,,,,,,,,,,,
BalanceReckoning_qq,,-2.31,-2.33,-99.55,-100.00,,,-100.00,,,,,,,,,,,,,,
BalanceReckoning_sq,,-2.43,6.63,,-16.16,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,91074000,79000000,51199000,49316000,51933000,43561000,28205000,25406000,32009000,27708000,30217000,28425000,30392000,27256000,26345000,40016000,33107000,28598000,28281000,24784000,24679000,17239000
BalanceTotalEquityAndLiabilities_yy,,,,,-42.98,-44.86,-44.91,-48.48,-38.36,-36.39,7.13,11.88,-5.05,-1.63,-12.81,40.78,8.93,4.92,7.35,-38.06,-25.46,-39.72
BalanceTotalEquityAndLiabilities_sy,,,,,10.72,7.64,7.80,1.43,-2.52,-2.68,-1.90,3.60,7.38,-2.82,-0.32,-1.61,-1.81,2.75,1.64,0.54,3.92,-0.73
BalanceTotalEquityAndLiabilities_qq,,-13.26,-35.19,-3.68,5.31,-16.12,-35.25,-9.92,25.99,-13.44,9.06,-5.93,6.92,-10.32,-3.34,51.89,-17.27,-13.62,-1.11,-12.37,-0.42,-30.15
BalanceTotalEquityAndLiabilities_sq,,1.40,2.47,2.80,0.24,-1.52,0.91,-0.51,0.71,1.63,-0.34,0.86,0.18,-1.29,1.22,-0.66,-0.45,-0.86,-0.15,-0.94,0.92,-1.21
CashflowOperatingCashflow,86000,-1534000,-8654000,172000,-442000,-2575000,2573000,-150000,-1557000,980000,1058000,1050000,-2701000,2349000,-14000,-17000,83000,-1275000,-136000,-85000,-106000,-122000
CashflowOperatingCashflow_yy,,,,,-613.95,-67.86,129.73,-187.21,-252.26,138.06,-58.88,800.00,-73.47,139.69,-101.32,-101.62,103.07,-154.28,-871.43,-400.00,-227.71,90.43
CashflowOperatingCashflow_sy,,,,,73.07,85.14,-58.31,91.05,-34.30,-13.48,-55.12,26.42,-70.70,96.58,-19.93,-59.74,13.78,-89.49,33.12,-36.44,-64.97,85.04
CashflowOperatingCashflow_qq,,-1883.72,-464.15,101.99,-356.98,-482.58,199.92,-105.83,-938.00,162.94,7.96,-0.76,-357.24,186.97,-100.60,-21.43,588.24,-1636.14,89.33,37.50,-24.71,-15.09
CashflowOperatingCashflow_sq,,-69.04,97.12,-68.93,90.54,-21.81,-38.44,11.21,-75.01,-2.76,15.05,47.74,-109.80,99.06,-76.72,-33.35,59.71,-46.64,-21.89,12.04,9.89,26.68
CashflowAmortization,197000,-169000,15000,1416000,11000,5000,5000,5000,4000,4000,4000,4000,4000,4000,4000,4000,1000,5000,4000,2000,2000,2000
CashflowAmortization_yy,,,,,-94.42,102.96,-66.67,-99.65,-63.64,-20.00,-20.00,-20.00,,,,,-75.00,25.00,,-50.00,100.00,-60.00
CashflowAmortization_sy,,,,,9.55,0.66,-2.82,-3.31,-4.24,0.26,6.90,,,,,,-14.04,-6.65,,-8.48,-2.53,1.34
CashflowAmortization_qq,,-185.79,108.88,9340.00,-99.22,-54.55,,,-20.00,,,,,,,,-75.00,400.00,-20.00,-50.00,,
CashflowAmortization_sq,,1.63,0.86,4.65,-1.07,-1.34,,,-1.48,,,,,,,,-10.89,0.24,,-4.77,,
CashflowInvestingCashflow,1531000,8742000,19794000,-17198000,-1906000,-405000,6616000,799000,-152000,-1766000,-592000,-669000,2105000,2537000,-248000,-615000,176000,7020000,-843000,-4708000,-273000,823000
CashflowInvestingCashflow_yy,,,,,-224.49,-104.63,-66.58,104.65,92.03,-336.05,-108.95,-183.73,1484.87,243.66,58.11,8.07,-91.64,176.70,-239.92,-665.53,-255.11,-88.28
CashflowInvestingCashflow_sy,,,,,-33.42,-18.40,81.54,-54.30,95.40,-44.51,-37.16,11.26,-51.68,45.93,-80.15,-37.29,69.86,-17.57,-40.98,17.18,58.36,-99.76
CashflowInvestingCashflow_qq,,471.00,126.42,-186.88,88.92,78.75,1733.58,-87.92,-119.02,-1061.84,66.48,-13.01,414.65,20.52,-109.78,-147.98,128.62,3888.64,-112.01,-458.48,94.20,401.47
CashflowInvestingCashflow_sq,,32.19,29.91,14.45,-38.20,57.02,-45.14,-13.46,70.62,-48.87,11.08,-13.01,-46.69,55.56,-84.71,37.68,96.60,-9.18,-100.00,76.47,79.91,-65.97
CashflowCapex,512000,674000,5878000,-6108000,794000,0,901000,0,152000,2182000,666000,1369000,95000,661000,226000,115000,1480000,523000,-1078000,205000,288000,0
CashflowCapex_yy,,,,,55.08,-100.00,-84.67,100.00,-80.86,,-26.08,,-37.50,-69.71,-66.07,-91.60,1457.89,-20.88,-576.99,78.26,-80.54,-100.00
CashflowCapex_sy,,,,,-46.47,6.52,-1.27,-4.00,-59.05,,-22.14,,-4.52,-52.84,104.28,-73.28,-37.50,-46.67,-60.00,23.55,-80.54,132.26
CashflowCapex_qq,,31.64,772.11,-203.91,113.00,-100.00,,-100.00,,1335.53,-69.48,105.56,-93.06,595.79,-65.81,-49.12,1186.96,-64.66,-306.12,119.02,40.49,-100.00
CashflowCapex_sq,,13.43,-34.06,78.45,-40.00,-21.64,,-26.87,,-36.15,-7.76,0.32,-13.96,-27.14,-10.41,-49.12,-16.77,-29.29,50.00,-78.13,-34.34,94.96
CashflowFinancingCashflow,-167000,-5839000,-11247000,14379000,2319000,2615000,-8531000,0,1500000,0,0,-542000,412000,-1539000,200000,0,,34000,27000,15000,10000,11000
CashflowFinancingCashflow_yy,,,,,1488.62,144.79,24.15,-100.00,-35.32,-100.00,100.00,,-72.53,,,100.00,-100.00,102.21,-86.50,,,-67.65
CashflowFinancingCashflow_sy,,,,,25.44,-81.97,31.41,-100.00,28.85,-23.70,98.87,,-32.19,,,0.26,16.46,-65.89,-45.41,,,-58.83
CashflowFinancingCashflow_qq,,-3396.41,-92.62,227.85,-83.87,12.76,-426.23,100.00,,-100.00,,,176.01,-473.54,113.00,-100.00,,,-20.59,-44.44,-33.33,10.00
CashflowFinancingCashflow_sq,,22.54,-92.98,108.01,-100.00,17.43,1.51,-107.60,,13.59,,,-1.60,20.90,61.00,-2.24,,,3.77,52.02,-16.15,-33.92
CashflowShareCapitalCash,194000,2036000,-1396000,42565000,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,-100.00,-100.00,100.00,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,-100.00,-92.23,,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,949.48,-168.57,3149.07,-100.00,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,15.09,-100.00,-44.50,-100.00,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,1450000,1369000,-107000,-2647000,-29000,-365000,657000,650000,-209000,-786000,466000,-161000,-184000,3347000,-62000,-632000,259000,5779000,-952000,-4778000,-369000,712000
CashflowNetCashflow_yy,,,,,-102.00,-126.66,714.02,124.56,-620.69,-115.34,-29.07,-124.77,11.96,525.83,-113.30,-292.55,240.76,72.66,-1435.48,-656.01,-242.47,-87.68
CashflowNetCashflow_sy,,,,,-88.46,52.55,-80.62,89.50,19.93,-26.96,-25.36,70.77,-121.38,117.87,-4.14,-51.94,66.73,22.04,-12.26,-23.20,89.93,-5.51
CashflowNetCashflow_qq,,-5.59,-107.82,-2373.83,98.90,-1158.62,280.00,-1.07,-132.15,-276.08,159.29,-134.55,-14.29,1919.02,-101.85,-919.35,140.98,2131.27,-116.47,-401.89,92.28,292.95
CashflowNetCashflow_sq,,20.24,23.04,92.43,36.00,64.39,44.17,3.61,-20.38,-64.14,85.06,82.94,-162.91,129.72,-85.10,87.14,66.03,91.16,-135.74,92.20,23.53,41.30
