,2009/Q1,2009/Q2,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentAssets_yy,,,,,,,,,,82.00,,112.50,,185.05,,13.03,-15.48,264.97,,580.54,737.27,-71.20,-72.33,-74.06,-75.57,-80.78,-80.18,-77.71,-81.60,-82.86,-83.73,-95.28,-94.59,-79.03,-77.82,-32.97
BalanceCurrentAssets_sy,,,,,,,,,,3.78,,0.94,,-8.23,,-12.17,-6.03,0.13,,-1.21,1.93,4.26,4.28,10.76,7.03,1.12,-1.91,-3.57,1.18,5.70,14.16,12.40,13.98,13.28,13.37,13.97
BalanceCurrentAssets_qq,,,,,,,-100.00,,-100.00,,-100.00,,15.90,86.63,-100.00,,-13.33,705.91,1.73,-4.22,6.63,-72.28,-2.25,-10.20,0.41,-78.20,0.83,0.98,-17.09,-79.70,-4.26,-70.69,-5.01,-21.33,1.26,-11.42
BalanceCurrentAssets_sq,,,,,,,-0.23,,-100.00,,-0.13,,-26.86,-3.32,-3.09,,-0.68,,-1.76,-2.30,3.40,2.88,0.87,1.06,-1.20,-5.39,0.03,3.98,2.05,-3.88,5.43,4.15,3.30,0.85,2.58,1.20
BalanceInventory,,,,,,168000,,196000,,34859000,,46881000,54171000,59002000,,38565000,33817000,480402000,478375000,472906000,491803000,99900000,108596000,107230000,107535000,,,,,,,,,,,
BalanceInventory_yy,,,,,,,,,,20649.40,,23818.88,,69.26,,-17.74,-37.57,714.21,,1126.26,1354.31,-79.20,-77.30,-77.33,-78.13,-100.00,-100.00,-100.00,-100.00,,,,,,,
BalanceInventory_sy,,,,,,,,,,1.76,,-2.46,,-1.32,,-12.92,-8.90,-9.10,,-8.50,-12.60,-8.72,-2.13,-2.06,-3.43,-3.72,-10.98,-5.84,-1.44,,,,,,,
BalanceInventory_qq,,,,,,,-100.00,,-100.00,,-100.00,,15.55,8.92,-100.00,,-12.31,1320.59,-0.42,-1.14,4.00,-79.69,8.70,-1.26,0.28,-100.00,,,,,,,,,,
BalanceInventory_sq,,,,,,,1.77,,-100.00,,-1.54,,-37.68,-3.61,-3.30,,0.14,-4.61,-1.70,0.26,-0.21,-5.56,0.45,-0.09,0.11,-6.19,,,,,,,,,,
BalanceCurrentReceivables,,,,,1000,24972000,,26857000,,9445000,,11271000,15618000,49351000,2591000,23942000,21776000,33972000,46255000,30566000,45527000,48948000,37003000,23525000,23733000,28567000,28834000,29109000,24142000,4885000,4686000,1367000,1302000,1023000,1036000,918000
BalanceCurrentReceivables_yy,,,,,,,,,-100.00,-62.18,,-58.03,,422.51,,112.42,39.43,-31.16,1685.22,27.67,109.07,44.08,-20.00,-23.04,-47.87,-41.64,-22.08,23.74,1.72,-82.90,-83.75,-95.30,-94.61,-79.06,-77.89,-32.85
BalanceCurrentReceivables_sy,,,,,,,,,-20.28,-9.96,,-6.49,,-7.28,,-14.29,12.70,16.64,11.89,-2.60,19.57,-10.19,5.94,27.92,4.52,-4.14,-14.17,-2.48,-2.41,-6.18,7.62,-3.14,10.40,7.54,14.28,19.21
BalanceCurrentReceivables_qq,,,,,,2497100.00,-100.00,,-100.00,,-100.00,,38.57,215.99,-94.75,824.04,-9.05,56.01,36.16,-33.92,48.95,7.51,-24.40,-36.42,0.88,20.37,0.93,0.95,-17.06,-79.77,-4.07,-70.83,-4.75,-21.43,1.27,-11.39
BalanceCurrentReceivables_sq,,,,,,65.40,6.40,,-100.00,,-3.63,,-54.69,-6.54,-1.90,9.86,2.12,8.59,-0.09,-5.40,12.25,-4.64,9.95,5.15,-1.89,-6.97,0.75,-1.98,-1.46,-10.90,4.85,-3.16,10.31,-3.49,7.13,2.39
BalanceCurrentInvestments,,,,,,964000,,964000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,,,,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,,,,,,-89.29,,-80.19,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,,,,,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sq,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCash,,,,,,1153000,,2750000,,5228000,,7142000,5951000,6743000,,4167000,8046000,2728000,1475000,501000,228000,157000,44000,33000,65000,49000,38000,19000,10000,7000,12000,10000,6000,6000,6000,5000
BalanceCash_yy,,,,,,,,,,353.43,,159.71,,28.98,,-41.65,35.20,-59.54,,-87.98,-97.17,-94.24,-97.02,-93.41,-71.49,-68.79,-13.64,-42.42,-84.62,-85.71,-68.42,-47.37,-40.00,-14.29,-50.00,-50.00
BalanceCash_sy,,,,,,,,,,0.13,,10.34,,-13.20,,-27.90,10.88,16.34,,6.73,-2.98,7.76,-12.40,-5.70,-5.60,-3.37,3.56,5.38,10.24,-18.20,27.96,12.58,16.66,10.20,17.00,23.06
BalanceCash_qq,,,,,,,-100.00,,-100.00,,-100.00,,-16.68,13.31,-100.00,,93.09,-66.09,-45.93,-66.03,-54.49,-31.14,-71.97,-25.00,96.97,-24.62,-22.45,-50.00,-47.37,-30.00,71.43,-16.67,-40.00,,,-16.67
BalanceCash_sq,,,,,,,-9.78,,-100.00,,-9.84,,-73.59,5.14,-6.67,,-5.14,4.76,1.70,1.67,-0.04,27.72,-7.48,-2.46,-1.93,11.28,-15.98,10.42,4.48,5.33,0.32,-0.77,-12.91,,,5.57
BalanceOtherCurrentAssets,,,,,,71000,,77000,,205000,,248000,226000,26681000,,7408000,566000,335000,293000,188000,13000,4000,20000,12000,7000,17000,,27000,21000,15000,,,,,,
BalanceOtherCurrentAssets_yy,,,,,,,,,,188.73,,222.08,,12915.12,,2887.10,150.44,-98.74,,-97.46,-97.70,-98.81,-93.17,-93.62,-46.15,325.00,-100.00,125.00,200.00,-11.76,,-100.00,-100.00,-100.00,,
BalanceOtherCurrentAssets_sy,,,,,,,,,,65.66,,0.26,,-24.66,,-5.18,3.70,-14.34,,-18.12,-10.82,-23.43,-32.76,-9.50,5.94,16.62,12.04,6.93,-5.26,-0.12,,-8.64,2.50,23.05,,
BalanceOtherCurrentAssets_qq,,,,,,,-100.00,,-100.00,,-100.00,,-8.87,11705.75,-100.00,,-92.36,-40.81,-12.54,-35.84,-93.09,-69.23,400.00,-40.00,-41.67,142.86,-100.00,,-22.22,-28.57,-100.00,,,,,
BalanceOtherCurrentAssets_sq,,,,,,,24.08,,-100.00,,4.84,,-47.28,-28.98,34.21,,-25.85,-30.35,61.20,-27.85,-23.20,-39.88,63.36,-25.04,-11.75,-25.60,106.66,,-21.12,-16.77,45.41,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,903000,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,-62.28,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,-1.28,,,,,,,,,,,,,,,,
BalanceTotalAssets,60770000,58648000,58695000,60201000,59845000,442994000,446725000,517061000,447142000,586287000,490473000,615447000,599109000,655818000,554011000,616393000,581721000,622743000,643377000,620739000,644978000,159847000,163692000,156369000,156213000,46119000,46607000,47093000,42317000,13638000,13221000,12297000,11901000,11526000,11469000,11380000
BalanceTotalAssets_yy,,,-3.41,2.65,,,661.10,758.89,647.17,32.35,9.79,19.03,33.99,11.86,12.95,0.15,-2.90,-5.04,16.13,0.71,10.87,-74.33,-74.56,-74.81,-75.78,-71.15,-71.53,-69.88,-72.91,-70.43,-71.63,-73.89,-71.88,-15.49,-13.25,-7.46
BalanceTotalAssets_sy,,,-8.16,-2.20,,,5.56,5.01,19.85,4.51,2.50,-0.09,15.98,-4.77,-3.06,-3.40,-3.17,-1.75,-2.26,0.01,0.77,1.13,-2.17,5.92,6.88,0.10,2.38,0.75,1.64,5.60,6.24,5.49,4.88,6.00,8.82,8.67
BalanceTotalAssets_qq,,-3.49,,2.57,-0.59,640.24,0.84,15.74,-13.52,31.12,-16.34,25.48,-2.65,9.47,-15.52,11.26,-5.62,7.05,3.31,-3.52,3.90,-75.22,2.41,-4.47,-0.10,-70.48,1.06,1.04,-10.14,-67.77,-3.06,-6.99,-3.22,-3.15,-0.49,-0.78
BalanceTotalAssets_sq,,-1.58,,4.70,-100.00,37.33,0.74,2.00,-100.00,2.00,-0.58,1.45,-4.28,-1.85,-0.26,1.13,1.10,-0.52,0.37,-0.61,1.18,1.07,0.20,0.96,0.23,-0.28,0.20,2.08,0.62,0.43,0.34,1.87,2.10,1.34,2.38,3.62
BalanceCapital,29687000,29559000,32565000,30200000,30600000,34989000,319675000,319172000,323195000,352404000,330916000,359991000,343823000,330719000,355343000,354637000,333809000,367692000,378410000,380927000,404388000,4420000,156000,-7651000,-6649000,8033000,8349000,7453000,8424000,-16052000,-14844000,-15060000,-14428000,-13561000,-13435000,-14723000
BalanceCapital_yy,,,9.69,2.17,,,881.65,956.86,956.19,907.19,3.52,12.79,6.38,-6.15,7.38,-1.49,-2.91,11.18,6.49,7.41,21.14,-98.80,-99.96,-102.01,-101.64,81.74,5251.92,197.41,226.70,-299.83,-277.79,-302.07,-271.27,15.52,9.49,2.24
BalanceCapital_sy,,,2.74,3.78,,,9.72,8.24,28.62,7.30,4.63,3.00,2.57,-1.00,0.83,0.04,-2.50,0.79,3.10,-1.94,2.54,0.17,-0.14,2.80,0.67,2.69,3.44,3.49,2.52,4.20,4.89,3.44,6.36,4.34,6.00,5.53
BalanceCapital_qq,,-0.43,,-7.26,1.32,14.34,813.64,-0.16,1.26,9.04,-6.10,8.79,-4.49,-3.81,7.45,-0.20,-5.87,10.15,2.91,0.67,6.16,-98.91,-96.47,-5004.49,13.10,220.82,3.93,-10.73,13.03,-290.55,7.53,-1.46,4.20,6.01,0.93,-9.59
BalanceCapital_sq,,0.49,,1.08,-100.00,0.57,1.19,,-100.00,0.91,-0.30,0.66,-4.82,-2.96,0.44,-0.17,0.10,0.74,0.71,-1.29,0.87,-0.57,-0.45,0.06,1.01,2.44,0.47,-0.36,0.14,1.89,-0.09,-1.20,1.99,2.84,1.14,-1.17
BalanceShareCapital,,,,,,20195000,,61903000,,61903000,,61903000,61903000,61903000,,64055000,64055000,64055000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000,69855000
BalanceShareCapital_yy,,,,,,,,,,206.53,,,,,,3.48,3.48,3.48,,9.05,9.05,9.05,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,,-100.00,,-100.00,,-100.00,,,,-100.00,,,,9.05,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,,,8838000,,215623000,,251535000,,256292000,236924000,229654000,,259619000,241614000,228792000,240999000,222678000,250190000,244880000,37958000,35849000,41035000,4058000,4058000,4058000,4058000,4058000,4031000,4031000,4031000,4031000,4031000,4031000
BalanceReserve_yy,,,,,,,,,,2746.06,,18.86,,-8.70,,1.30,1.98,-0.38,,-14.23,3.55,7.03,-84.25,-83.90,-83.60,-98.34,-89.31,-88.68,-90.11,,-0.67,-0.67,-0.67,-0.67,,
BalanceReserve_sy,,,,,,,,,,9.37,,4.23,,,,1.01,0.46,,,0.04,3.01,1.74,0.15,0.34,0.87,2.89,2.35,1.93,1.64,,1.24,0.52,0.82,0.60,,
BalanceReserve_qq,,,,,,,-100.00,,-100.00,,-100.00,,-7.56,-3.07,-100.00,,-6.94,-5.31,5.34,-7.60,12.36,-2.12,-84.50,-5.56,14.47,-90.11,,,,,-0.67,,,,,
BalanceReserve_sq,,,,,,,0.03,,-100.00,,,,-3.14,,,,,,,0.32,,,,1.20,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,29187000,27331000,23672000,27968000,27041000,159354000,99519000,169126000,112433000,212508000,127424000,222566000,213451000,163387000,91456000,149399000,148837000,185388000,186490000,180947000,191447000,53766000,129188000,128629000,129389000,32053000,32209000,33418000,27690000,28093000,26911000,25854000,25170000,23900000,23992000,24704000
BalanceNoncurrentLiabilities_yy,,,-18.90,2.33,,,320.41,504.71,315.79,33.36,28.04,31.60,89.85,-23.11,-28.23,-32.87,-30.27,13.47,103.91,21.12,28.63,-71.00,-30.73,-28.91,-32.42,-40.38,-75.07,-74.02,-78.60,-12.35,-16.45,-22.63,-9.10,-14.93,-10.85,-4.45
BalanceNoncurrentLiabilities_sy,,,-8.98,-2.97,,,8.25,1.75,24.32,2.24,6.13,3.18,21.94,-1.69,1.56,1.39,-4.44,1.33,3.33,5.36,7.42,6.52,-11.09,-3.68,5.18,-14.27,-18.92,-0.34,1.28,4.04,2.92,0.25,-3.30,-3.30,7.00,9.06
BalanceNoncurrentLiabilities_qq,,-6.36,,18.15,-3.31,489.31,-37.55,69.94,-33.52,89.01,-40.04,74.67,-4.10,-23.45,-44.02,63.36,-0.38,24.56,0.59,-2.97,5.80,-71.92,140.28,-0.43,0.59,-75.23,0.49,3.75,-17.14,1.46,-4.21,-3.93,-2.65,-5.05,0.38,2.97
BalanceNoncurrentLiabilities_sq,,-3.94,,4.37,-100.00,24.28,0.98,1.21,-100.00,10.23,-1.55,2.99,-10.54,-1.23,0.30,-1.42,-0.48,-2.52,1.93,1.00,0.40,2.94,-4.28,2.70,-0.04,-2.61,0.65,-0.17,2.90,1.10,-3.36,-0.42,0.89,-0.47,1.57,1.42
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,43386000,,48134000,,65653000,,71764000,71898000,55183000,,34600000,40505000,34340000,34467000,29105000,29865000,38459000,36298000,37064000,37028000,32053000,32159000,33418000,27690000,28093000,26911000,25854000,25170000,23900000,23992000,24704000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,51.32,,49.09,,-15.95,,-51.79,-43.66,-37.77,,-15.88,-26.27,11.99,5.31,27.35,23.98,-16.66,-11.40,-9.84,-25.22,-12.35,-16.32,-22.63,-9.10,-14.93,-10.85,-4.45
BalanceNoncurrentBorrowings_sy,,,,,,,,,,-6.98,,-1.97,,5.85,,3.95,-16.81,0.80,,-4.59,4.53,-4.61,-10.13,8.58,6.63,-16.66,-21.01,-9.84,-8.64,4.67,2.66,-1.07,-2.00,-9.24,5.46,7.64
BalanceNoncurrentBorrowings_qq,,,,,,,-100.00,,-100.00,,-100.00,,0.19,-23.25,-100.00,,17.07,-15.22,0.37,-15.56,2.61,28.78,-5.62,2.11,-0.10,-13.44,0.33,3.91,-17.14,1.46,-4.21,-3.93,-2.65,-5.05,0.38,2.97
BalanceNoncurrentBorrowings_sq,,,,,,,0.53,,-100.00,,-1.11,,-13.00,-6.14,-0.73,,-2.99,-3.64,0.98,1.43,,-3.07,0.17,1.03,-0.10,-6.42,0.09,-1.13,3.40,2.08,-3.71,-2.11,0.80,-3.38,0.64,1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,,,115968000,,120992000,,146855000,,150802000,141553000,108204000,,114799000,108332000,151048000,152023000,151842000,161582000,15307000,92890000,91565000,92361000,,50000,,,,,,,,,
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,,,26.63,,24.64,,-26.32,,-23.87,-23.47,39.60,,32.27,49.15,-89.87,-38.90,-39.70,-42.84,-100.00,-99.95,-100.00,-100.00,,-100.00,,,,,
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,,,17.97,,11.29,,-7.60,,1.56,-2.16,-4.72,,-13.52,-19.00,-1.77,-3.40,0.97,4.37,-1.29,-3.52,3.02,1.85,,2.20,,,,,
BalanceNoncurrentOtherLiabilities_qq,,,,,,,-100.00,,-100.00,,-100.00,,-6.13,-23.56,-100.00,,-5.63,39.43,0.65,-0.12,6.41,-90.53,506.85,-1.43,0.87,-100.00,,-100.00,,,,,,,,
BalanceNoncurrentOtherLiabilities_sq,,,,,,,2.82,,-100.00,,-4.18,,-29.16,-3.56,0.11,,-0.48,-1.85,1.49,-2.82,-0.15,1.14,-0.10,2.45,0.96,-0.36,,3.29,,,,,,,,
BalanceCurrentLiabilities,1896000,1758000,2458000,2033000,2204000,248651000,27531000,28763000,11514000,21375000,32133000,32890000,41835000,161712000,107212000,112357000,99075000,69663000,77473000,58865000,49143000,101661000,34348000,35391000,33473000,6033000,6049000,6222000,6203000,1597000,1154000,1503000,1159000,1187000,912000,1399000
BalanceCurrentLiabilities_yy,,,29.64,15.64,,,1020.06,1314.81,422.41,-91.40,16.72,14.35,263.34,656.55,233.65,241.61,136.82,-56.92,-27.74,-47.61,-50.40,45.93,-55.66,-39.88,-31.89,-94.07,-82.39,-82.42,-81.47,-73.53,-80.92,-75.84,-81.32,-25.67,-20.97,-6.92
BalanceCurrentLiabilities_sy,,,-22.58,-7.17,,,9.71,0.89,27.79,8.91,16.86,14.61,15.86,-7.97,-14.04,-2.90,-1.62,-4.62,7.78,-2.18,10.21,1.44,12.62,8.96,-7.62,0.32,0.51,21.58,12.61,-4.84,-5.28,-7.27,16.88,17.42,15.40,9.42
BalanceCurrentLiabilities_qq,,-7.28,,-17.29,8.41,11181.81,-88.93,4.47,-59.97,85.64,50.33,2.36,27.20,286.55,-33.70,4.80,-11.82,-29.69,11.21,-24.02,-16.52,106.87,-66.21,3.04,-5.42,-81.98,0.27,2.86,-0.31,-74.25,-27.74,30.24,-22.89,2.42,-23.17,53.40
BalanceCurrentLiabilities_sq,,1.47,,11.93,-100.00,49.90,-9.20,4.18,-100.00,0.54,-5.40,2.68,-16.66,6.47,-14.98,13.92,6.70,0.05,-2.55,3.94,1.74,-3.11,3.73,6.02,-0.58,1.41,4.57,9.98,-5.45,-7.26,5.34,6.44,-0.94,9.29,0.56,10.26
BalanceCurrentTradePayablesv,,,,,,11020000,,11145000,,10881000,,10205000,10173000,45311000,,26398000,25436000,17835000,17079000,5742000,4941000,1596000,1818000,1414000,1410000,57000,157000,18000,11000,29000,30000,39000,46000,18000,21000,36000
BalanceCurrentTradePayablesv_yy,,,,,,,,,,-1.26,,-8.43,,316.42,,158.68,150.03,-60.64,,-78.25,-80.57,-91.05,-89.36,-75.37,-71.46,-96.43,-91.36,-98.73,-99.22,-49.12,-80.89,116.67,318.18,-37.93,-30.00,-7.69
BalanceCurrentTradePayablesv_sy,,,,,,,,,,18.67,,-2.94,,-1.51,,0.91,-1.35,-14.18,,-1.52,5.16,-5.00,12.66,14.06,5.32,-4.27,-13.78,-3.52,-3.52,6.47,7.76,15.49,27.16,23.08,17.70,11.54
BalanceCurrentTradePayablesv_qq,,,,,,,-100.00,,-100.00,,-100.00,,-0.31,345.40,-100.00,,-3.64,-29.88,-4.24,-66.38,-13.95,-67.70,13.91,-22.22,-0.28,-95.96,175.44,-88.54,-38.89,163.64,3.45,30.00,17.95,-60.87,16.67,71.43
BalanceCurrentTradePayablesv_sq,,,,,,,0.59,,-100.00,,-10.78,,-32.32,19.09,-16.34,,-1.06,0.86,-3.69,-0.02,-2.20,0.12,3.38,6.73,-8.43,-13.68,-7.76,10.87,-3.36,11.69,5.44,3.35,-0.36,-1.09,0.96,12.55
BalanceCurrentBorrowings,,,,,,239000,,239000,,5538000,,12051000,16079000,35392000,,31889000,29805000,36336000,38963000,34828000,25109000,25039000,27255000,28476000,28306000,4389000,4302000,4631000,4420000,1343000,976000,1225000,939000,914000,618000,1119000
BalanceCurrentBorrowings_yy,,,,,,,,,,2217.15,,4942.26,,539.08,,164.62,85.37,2.67,,9.22,-15.76,-31.09,-30.05,-18.24,12.73,-82.47,-84.22,-83.74,-84.38,-69.40,-77.31,-73.55,-78.76,-31.94,-36.68,-8.65
BalanceCurrentBorrowings_sy,,,,,,,,,,20.60,,34.00,,-9.49,,-8.85,-7.88,1.70,,-11.81,-20.38,-20.88,0.96,1.04,-11.16,-30.69,-54.64,-32.94,-33.41,-16.00,-28.91,-6.35,4.11,30.83,16.05,-7.80
BalanceCurrentBorrowings_qq,,,,,,,-100.00,,-100.00,,-100.00,,33.42,120.11,-100.00,,-6.54,21.91,7.23,-10.61,-27.91,-0.28,8.85,4.48,-0.60,-84.49,-1.98,7.65,-4.56,-69.62,-27.33,25.51,-23.35,-2.66,-32.39,81.07
BalanceCurrentBorrowings_sq,,,,,,,-0.33,,-100.00,,-13.14,,-30.15,1.81,-4.68,,-4.06,-0.15,-0.58,2.49,-1.46,-10.54,3.96,2.38,-0.09,-24.42,-1.88,1.36,-12.66,0.28,0.14,5.80,1.72,5.06,-3.13,2.46
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,237337000,,15728000,,625000,,9723000,15550000,48636000,,53010000,42804000,13644000,19625000,18235000,19093000,75026000,5275000,5501000,3757000,1587000,1590000,1573000,1772000,225000,148000,239000,174000,255000,273000,244000
BalanceCurrentOtherLiabilities_yy,,,,,,,,,,-99.74,,-38.18,,7681.76,,445.20,175.27,-71.95,,-65.60,-55.39,449.88,-73.12,-69.83,-80.32,-97.88,-69.86,-71.41,-52.83,-85.82,-90.69,-84.81,-90.18,13.33,84.46,2.09
BalanceCurrentOtherLiabilities_sy,,,,,,,,,,-24.09,,-29.42,,,,8.01,7.40,-0.36,,,-3.52,,5.96,21.42,0.76,13.62,2.81,8.82,-0.37,-4.53,-11.48,-9.45,-3.86,-4.74,11.18,11.08
BalanceCurrentOtherLiabilities_qq,,,,,,,-100.00,,-100.00,,-100.00,,59.93,212.77,-100.00,,-19.25,-68.12,43.84,-7.08,4.71,292.95,-92.97,4.28,-31.70,-57.76,0.19,-1.07,12.65,-87.30,-34.22,61.49,-27.20,46.55,7.06,-10.62
BalanceCurrentOtherLiabilities_sq,,,,,,,-7.53,,-100.00,,-0.80,,-69.42,4.28,-10.58,,-1.10,-0.18,-0.37,-0.32,0.22,0.10,-0.65,9.23,-1.32,3.15,0.12,1.80,-0.98,-6.49,-2.72,-0.38,2.73,7.43,-2.84,-3.99
BalanceReckoning,,,,,,55000,,1651000,,4331000,,911000,33000,32373000,,1060000,1030000,1848000,2810000,60000,,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,7774.55,,-44.82,,647.47,,16.36,3021.21,-94.29,,-94.34,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,5.11,,-5.48,,-27.62,,-35.28,26.24,-2.26,,6.16,-49.92,-26.57,33.79,79.74,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,-100.00,,-100.00,,-100.00,,-96.38,98000.00,-100.00,,-2.83,79.42,52.06,-97.86,-100.00,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,-7.99,,-100.00,,3.86,,-96.38,25.82,-26.02,,19.42,28.53,1.00,0.64,0.42,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,60770000,58648000,58695000,60201000,59845000,442994000,446725000,517061000,447142000,586287000,490473000,615447000,599109000,655818000,554011000,616393000,581721000,622743000,642373000,620739000,644978000,159847000,163692000,156369000,156213000,46119000,46607000,47093000,42317000,13638000,13221000,12297000,11901000,11526000,11469000,11380000
BalanceTotalEquityAndLiabilities_yy,,,-3.41,2.65,,,661.10,758.89,647.17,32.35,9.79,19.03,33.99,11.86,12.95,0.15,-2.90,-5.04,15.95,0.71,10.87,-74.33,-74.52,-74.81,-75.78,-71.15,-71.53,-69.88,-72.91,-70.43,-71.63,-73.89,-71.88,-15.49,-13.25,-7.46
