,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeNetGrossProfit_sy,,,,,-3.66,17.22,31.78,56.99,82.44,44.04,64.25,7.73,-33.02,-27.69,9.29,-37.55,-41.98,1.12,-7.82,77.22,97.51,-13.91,13.57,-18.98,-2.53,-17.92,-38.69,-65.78,-10.27,-32.86,-6.74,10.71,3.99,31.11,15.83,35.65,5.17,36.23,-8.46,42.54,24.49,31.74,36.86,2.50,8.54,-19.66,-34.32,12.80,3.24,-12.55,1.91,6.22,22.67,-31.10,6.42
IncomeNetGrossProfit_qq,,-0.59,27.96,74.02,-29.34,39.81,140.56,-68.15,3.71,-73.77,163.48,72.45,-21.60,-67.76,210.64,41.38,-25.52,-67.99,253.42,86.44,-18.21,-44.91,61.38,71.35,-19.43,-51.35,102.87,34.43,-3.84,-54.47,95.60,30.37,0.70,-42.00,54.62,32.85,-15.17,-51.96,89.73,65.38,-17.41,-52.41,56.09,47.42,-14.70,-69.18,173.27,30.32,-9.23,-66.66,136.26,41.80,-9.76,-83.16,335.38
IncomeNetGrossProfit_sq,,106.95,-38.95,74.02,-20.68,74.15,-3.78,77.63,20.55,14.26,-6.90,15.12,-32.94,-8.60,-1.36,-58.82,67.89,20.42,-2.66,-13.01,-1.35,26.53,19.26,-40.00,19.92,0.67,3.58,-44.79,50.20,-14.91,22.12,-5.10,5.63,49.60,16.74,3.05,10.92,-35.12,30.95,17.49,2.49,2.76,24.78,-35.96,16.31,-3.34,1.23,-6.58,19.16,5.15,12.79,7.90,18.14,-83.16,166.22
IncomeExtraordinarProfit,29000,1000,2000,-1000,,,-3000,0,,,-5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,-100.00,-100.00,-250.00,100.00,,,-66.67,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,-100.00,-100.00,-75.00,100.00,,,-66.67,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,-96.55,100.00,-150.00,100.00,,,100.00,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,-96.55,-100.00,-100.00,100.00,,,100.00,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,5131000,5073000,6492000,11293000,7980000,11157000,26836000,8547000,8864000,2325000,6121000,10564000,8282000,2670000,8294000,11726000,8733000,2795000,9878000,18417000,15064000,8299000,13393000,22949000,18491000,8996000,18250000,24533000,23592000,10741000,21009000,27389000,27580000,15997000,24734000,32860000,27874000,13390000,25405000,42014000,34700000,16515000,25778000,38001000,32413000,9990000,27300000,35576000,32292000,10766000,25436000,36067000,32547000,5481000,23863000
IncomeBeforeTaxProfit_yy,,,,,55.53,119.93,313.37,-24.32,11.08,-79.16,-77.19,23.60,-6.57,14.84,35.50,11.00,5.45,4.68,19.10,57.06,72.50,196.92,35.58,24.61,22.75,8.40,36.27,6.90,27.59,19.40,15.12,11.64,16.90,48.93,17.73,19.98,1.07,-16.30,2.71,27.86,24.49,23.34,1.47,-9.55,-6.59,-39.51,5.90,-6.38,-0.37,7.77,-6.83,1.38,0.79,-49.09,-6.18
IncomeBeforeTaxProfit_sy,,,,,-3.66,17.22,31.78,56.99,82.44,44.04,64.25,7.73,-33.02,-27.69,9.29,-37.55,-41.98,1.12,-7.82,77.22,97.51,-13.91,13.57,-18.98,-2.53,-17.92,-38.69,-65.78,-10.27,-32.86,-6.74,10.71,3.99,31.11,15.83,35.65,5.17,36.23,-8.46,42.54,24.49,31.74,36.86,2.50,8.54,-19.66,-34.32,12.80,3.24,-12.55,1.91,6.22,22.67,-31.10,6.42
IncomeBeforeTaxProfit_qq,,-1.13,27.97,73.95,-29.34,39.81,140.53,-68.15,3.71,-73.77,163.27,72.59,-21.60,-67.76,210.64,41.38,-25.52,-67.99,253.42,86.44,-18.21,-44.91,61.38,71.35,-19.43,-51.35,102.87,34.43,-3.84,-54.47,95.60,30.37,0.70,-42.00,54.62,32.85,-15.17,-51.96,89.73,65.38,-17.41,-52.41,56.09,47.42,-14.70,-69.18,173.27,30.32,-9.23,-66.66,136.26,41.80,-9.76,-83.16,335.38
IncomeBeforeTaxProfit_sq,,106.95,-38.95,73.95,-20.68,74.15,-3.78,77.63,20.55,14.26,-6.90,15.12,-32.94,-8.60,-1.36,-58.82,67.89,20.42,-2.66,-13.01,-1.35,26.53,19.26,-40.00,19.92,0.67,3.58,-44.79,50.20,-14.91,22.12,-5.10,5.63,49.60,16.74,3.05,10.92,-35.12,30.95,17.49,2.49,2.76,24.78,-35.96,16.31,-3.34,1.23,-6.58,19.16,5.15,12.79,7.90,18.14,-83.16,166.22
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,4023000,4822000,5060000,9064000,6335000,9016000,21718000,7115000,7098000,1839000,4917000,8524000,6664000,2217000,6552000,9620000,7071000,2384000,7648000,14948000,12203000,6672000,10786000,18582000,14979000,7110000,14756000,19938000,18992000,8638000,16898000,22140000,22393000,12307000,19475000,26292000,22582000,10519000,20328000,34606000,27882000,13231000,20944000,30811000,26182000,7982000,22107000,28815000,26076000,8800000,47773000,30673000,26164000,4287000,19125000
IncomeNetProfit_yy,,,,,57.47,86.98,329.21,-21.50,12.04,-79.60,-77.36,19.80,-6.11,20.55,33.25,12.86,6.11,7.53,16.73,55.38,72.58,179.87,41.03,24.31,22.75,6.56,36.81,7.30,26.79,21.49,14.52,11.04,17.91,42.48,15.25,18.75,0.84,-14.53,4.38,31.62,23.47,25.78,3.03,-10.97,-6.10,-39.67,5.55,-6.48,-0.40,10.25,116.10,6.45,0.34,-51.28,-59.97
IncomeNetProfit_sy,,,,,15.10,18.62,45.75,93.94,61.28,46.18,73.14,7.99,-34.94,-35.90,9.28,-38.43,-36.83,0.50,-9.40,106.39,95.36,-18.58,19.62,-21.90,5.24,-13.82,-24.73,-78.45,5.74,-52.55,-2.07,25.32,3.46,34.04,10.90,18.75,10.65,29.67,-7.33,43.75,23.47,52.12,30.51,-2.02,13.72,-22.57,-20.11,3.46,0.16,-13.08,18.55,20.42,21.65,-28.29,-20.40
IncomeNetProfit_qq,,19.86,4.94,79.13,-30.11,42.32,140.88,-67.24,-0.24,-74.09,167.37,73.36,-21.82,-66.73,195.53,46.83,-26.50,-66.28,220.81,95.45,-18.36,-45.32,61.66,72.28,-19.39,-52.53,107.54,35.12,-4.74,-54.52,95.62,31.02,1.14,-45.04,58.24,35.00,-14.11,-53.42,93.25,70.24,-19.43,-52.55,58.29,47.11,-15.02,-69.51,176.96,30.34,-9.51,-66.25,442.88,-35.79,-14.70,-83.61,346.12
IncomeNetProfit_sq,,124.20,-36.60,79.13,-21.36,77.38,-5.48,80.39,-0.24,8.43,-8.46,26.77,-29.93,2.43,8.90,-59.95,70.26,26.54,-2.18,-14.09,0.40,24.21,34.02,-14.79,5.06,80.22,4.03,-30.19,57.73,-18.21,27.37,-30.35,36.22,-30.94,16.78,-2.52,-11.60,-34.88,42.75,16.84,7.92,7.16,33.60,-41.81,-7.60,-2.42,9.11,-13.38,12.60,7.40,5.87,-0.86,17.77,-83.61,172.01
IncomeShareholderNetProfit,4023000,4822000,5060000,9064000,6335000,9016000,21718000,7115000,7098000,1839000,4917000,8524000,6664000,2217000,6552000,9620000,7071000,2384000,7648000,14948000,12203000,6672000,10786000,18582000,14979000,7110000,14756000,19938000,18992000,8638000,16898000,22140000,22393000,12307000,19475000,26292000,22582000,10519000,20328000,34606000,27882000,13231000,20944000,30811000,26182000,7982000,22107000,28815000,26076000,8800000,47773000,30673000,26164000,4287000,19125000
IncomeShareholderNetProfit_yy,,,,,57.47,86.98,329.21,-21.50,12.04,-79.60,-77.36,19.80,-6.11,20.55,33.25,12.86,6.11,7.53,16.73,55.38,72.58,179.87,41.03,24.31,22.75,6.56,36.81,7.30,26.79,21.49,14.52,11.04,17.91,42.48,15.25,18.75,0.84,-14.53,4.38,31.62,23.47,25.78,3.03,-10.97,-6.10,-39.67,5.55,-6.48,-0.40,10.25,116.10,6.45,0.34,-51.28,-59.97
IncomeShareholderNetProfit_sy,,,,,60.93,21.00,48.72,-21.50,59.74,48.17,73.14,77.81,-4.26,-9.96,9.28,-70.11,-36.83,-6.15,-9.40,106.45,95.35,-18.72,19.51,-22.12,5.25,-13.69,-22.77,-82.54,9.12,-56.69,-1.98,20.30,-7.38,23.46,6.83,18.75,10.37,28.19,-7.33,43.75,16.85,52.12,30.46,1.10,12.42,-19.29,-30.36,11.92,-1.58,-12.82,18.55,13.33,21.65,-51.28,-20.40
IncomeShareholderNetProfit_qq,,19.86,4.94,79.13,-30.11,42.32,140.88,-67.24,-0.24,-74.09,167.37,73.36,-21.82,-66.73,195.53,46.83,-26.50,-66.28,220.81,95.45,-18.36,-45.32,61.66,72.28,-19.39,-52.53,107.54,35.12,-4.74,-54.52,95.62,31.02,1.14,-45.04,58.24,35.00,-14.11,-53.42,93.25,70.24,-19.43,-52.55,58.29,47.11,-15.02,-69.51,176.96,30.34,-9.51,-66.25,442.88,-35.79,-14.70,-83.61,346.12
IncomeShareholderNetProfit_sq,,119.53,-36.25,43.10,-30.11,50.36,11.00,-6.00,39.19,27.48,-17.83,37.36,-31.10,1.76,8.99,-58.78,70.15,26.54,-2.18,-12.70,-0.24,24.62,34.02,-16.40,5.17,72.06,-4.84,-26.80,57.73,-19.90,3.90,-30.35,1.14,-30.94,21.88,-0.93,-11.60,-34.85,47.42,16.84,2.72,7.16,45.85,-41.81,-6.44,-2.72,-5.16,7.72,13.68,16.98,-8.31,9.18,-7.62,-83.61,172.01
BalanceNoncurrentAssets,45198000,53709000,65949000,92218000,97611000,106300000,120125000,123630000,124599000,125917000,129947000,131414000,137411000,134878000,,143515000,142145000,139717000,,135462000,134511000,138732000,,152260000,157004000,165521000,,191265000,195433000,195931000,195484000,193846000,194261000,188910000,199352000,203746000,204330000,204378000,206619000,213156000,217839000,233471000,237678000,258268000,277408000,310974000,327966000,349883000,390230000,375307000,413582000,412263000,412474000,408389000,405709000
BalanceNoncurrentAssets_yy,,,,,115.96,97.92,82.15,34.06,27.65,18.45,8.18,6.30,10.28,7.12,-100.00,9.21,3.45,3.59,,-5.61,-5.37,-0.70,,12.40,16.72,19.31,,25.62,24.48,18.37,,1.35,-0.60,-3.58,1.98,5.11,5.18,8.19,3.65,4.62,6.61,14.23,15.03,21.16,27.35,33.20,37.99,35.47,40.67,20.69,26.11,17.83,5.70,8.81,-1.90
BalanceNoncurrentAssets_sy,,,,,2.36,5.78,20.41,32.67,18.27,20.31,8.18,6.30,5.86,7.12,4.64,9.21,7.04,-3.32,,2.76,3.08,0.68,,8.33,4.28,3.08,,8.35,3.85,2.22,,-1.96,-0.60,-0.12,-2.15,-2.23,-4.48,-3.13,-2.08,-2.75,-3.18,-5.48,-2.12,-1.14,3.65,4.08,2.48,2.94,4.08,1.18,0.44,0.05,4.15,8.81,-0.52
BalanceNoncurrentAssets_qq,,18.83,22.79,39.83,5.85,8.90,13.01,2.92,0.78,1.06,3.20,1.13,4.56,-1.84,-100.00,,-0.95,-1.71,-100.00,,-0.70,3.14,-100.00,,3.12,5.42,-100.00,,2.18,0.25,-0.23,-0.84,0.21,-2.75,5.53,2.20,0.29,0.02,1.10,3.16,2.20,7.18,1.80,8.66,7.41,12.10,5.46,6.68,11.53,-3.82,10.20,-0.32,0.05,-0.99,-0.66
BalanceNoncurrentAssets_sq,,1.56,-0.93,2.58,-0.24,1.72,-1.05,2.92,0.78,-0.30,-2.16,4.20,-0.54,2.00,-100.00,,-1.46,-1.79,-100.00,,-0.70,2.70,-100.00,,0.33,-0.10,-100.00,,-1.88,-0.08,-2.48,-0.08,-1.08,-0.86,-0.84,-0.03,-1.19,-1.16,-0.95,0.01,-1.47,0.50,-0.18,2.24,-0.84,3.32,-0.36,2.67,-0.02,-1.98,-0.45,1.18,-0.01,2.32,-0.50
BalanceIntangibleAssets,419000,334000,396000,338000,294000,295000,263000,394000,388000,376000,345000,2507000,3602000,3636000,,3369000,3239000,3127000,,3055000,3012000,3030000,,3284000,3186000,3147000,,3079000,3101000,3052000,2960000,2905000,2823000,2829000,2755000,2720000,2673000,2680000,2635000,2774000,2948000,2916000,2885000,3025000,2980000,3078000,2999000,2978000,2904000,2906000,2883000,3143000,3012000,2920000,3158000
BalanceIntangibleAssets_yy,,,,,-29.83,-11.68,-33.59,16.57,31.97,27.46,31.18,536.29,828.35,867.02,-100.00,34.38,-10.08,-14.00,,-9.32,-7.01,-3.10,,7.50,5.78,3.86,,-6.24,-2.67,-3.02,,-5.65,-8.96,-7.31,-6.93,-6.37,-5.31,-5.27,-4.36,1.99,10.29,8.81,9.49,9.05,1.09,5.56,3.95,-1.55,-2.55,-5.59,-3.87,5.54,3.72,0.48,9.54
BalanceIntangibleAssets_sy,,,,,-11.24,5.20,22.44,16.57,21.92,57.91,31.18,28.09,30.26,2.96,7.21,-1.25,-2.66,-6.61,,-2.61,-6.93,-1.94,,5.28,9.84,16.79,,48.72,20.61,3.09,,5.04,-0.68,-0.69,-3.80,-6.26,-9.85,-5.70,-6.54,-5.35,-8.56,-6.93,-3.86,-1.73,-1.67,0.05,-0.43,-1.61,-0.82,-4.57,-1.70,-3.21,-2.50,-1.18,-6.74
BalanceIntangibleAssets_qq,,-20.29,18.56,-14.65,-13.02,0.34,-10.85,49.81,-1.52,-3.09,-8.24,626.67,43.68,0.94,-100.00,,-3.86,-3.46,-100.00,,-1.41,0.60,-100.00,,-2.98,-1.22,-100.00,,0.71,-1.58,-3.01,-1.86,-2.82,0.21,-2.62,-1.27,-1.73,0.26,-1.68,5.28,6.27,-1.09,-1.06,4.85,-1.49,3.29,-2.57,-0.70,-2.48,0.07,-0.79,9.02,-4.17,-3.05,8.15
BalanceIntangibleAssets_sq,,-6.74,-11.66,0.65,0.02,-4.11,-44.44,-1.62,-1.22,9.99,-20.00,3.43,-1.18,-0.87,-100.00,,-0.23,-3.12,-100.00,,-0.61,0.28,-100.00,,0.20,1.31,-100.00,,-2.32,2.90,-11.72,-0.24,-0.80,-0.18,-1.01,-1.67,-0.56,-1.32,-1.32,-1.22,-1.33,-0.43,-1.12,-0.21,-1.49,0.16,-0.92,-0.69,-2.48,-2.44,-1.58,-1.12,-0.62,-0.63,1.06
BalanceProperty,42672000,51513000,63425000,90116000,94749000,103524000,117585000,121475000,121615000,123455000,123594000,123125000,125964000,124184000,,132602000,130466000,129070000,,125387000,123193000,128262000,,141867000,145392000,154612000,,180334000,183034000,184812000,183464000,183217000,182181000,182010000,193249000,197685000,198604000,198758000,201237000,207564000,212586000,216926000,221408000,229459000,248570000,280802000,296534000,317366000,358489000,368972000,389099000,388184000,387685000,386170000,382746000
BalanceProperty_yy,,,,,122.04,100.97,85.39,34.80,28.35,19.25,5.11,1.36,3.58,0.59,-100.00,7.70,3.57,3.93,,-5.44,-5.57,-0.63,,13.14,18.02,20.54,,27.11,25.89,19.53,,1.60,-0.47,-1.52,5.33,7.90,9.01,9.20,4.13,5.00,7.04,9.14,10.02,10.55,16.93,29.45,33.93,38.31,44.22,31.40,31.22,22.31,8.14,4.66,-1.63
BalanceProperty_sy,,,,,2.92,6.46,30.08,33.20,3.67,8.66,5.22,1.06,1.20,4.02,3.96,6.34,4.02,0.48,,4.13,4.88,0.46,,0.04,4.06,2.72,,4.61,0.84,0.54,,-2.35,-0.47,-1.59,-3.16,-3.06,-5.48,-4.94,-3.90,-3.23,-3.50,-3.92,-1.62,-0.72,4.30,6.53,4.80,2.13,1.14,1.15,-0.80,0.90,7.04,7.50,-1.44
BalanceProperty_qq,,20.72,23.12,42.08,5.14,9.26,13.58,3.31,0.12,1.51,0.11,-0.38,2.31,-1.41,-100.00,,-1.61,-1.07,-100.00,,-1.75,4.11,-100.00,,2.48,6.34,-100.00,,1.50,0.97,-0.73,-0.13,-0.57,-0.09,6.17,2.30,0.46,0.08,1.25,3.14,2.42,2.04,2.07,3.64,8.33,12.97,5.60,7.03,12.96,2.92,5.45,-0.24,-0.13,-0.39,-0.89
BalanceProperty_sq,,2.71,-1.07,1.57,-0.20,2.06,-2.08,5.46,-0.90,-0.66,-1.78,4.32,-0.75,1.89,-100.00,,-1.72,-0.90,-100.00,,-0.54,2.63,-100.00,,-0.21,-0.15,-100.00,,-2.41,,-1.85,0.28,-1.00,-0.69,-0.75,-0.09,-1.67,-1.17,-1.03,0.33,-1.32,0.62,0.06,1.69,-0.84,5.34,-0.45,0.92,-0.56,-0.59,-0.67,1.27,-0.13,1.77,-0.71
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,0,0,0,,35000,21000,54000,,42000,56000,51000,,52000,59000,52000,52000,52000,52000,52000,52000,52000,52000,52000,51000,51000,51000,47000,46000,45000,44000,59000,58000,58000,58000,58000,58000,58000,57000,58000,58000
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,20.00,166.67,-5.56,,23.81,5.36,1.96,,,-11.86,,,,,,-1.92,-1.92,-1.92,-9.62,-9.80,-11.76,-13.73,25.53,26.09,28.89,31.82,-1.69,,,-1.72,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,-28.57,46.13,-2.78,,,2.68,,,,-11.06,,,,,,-0.96,-26.56,-12.60,-12.98,-12.97,-12.77,3.14,18.98,-10.80,9.26,7.54,-7.96,,,-8.35,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,-40.00,157.14,-100.00,,33.33,-8.93,-100.00,,13.46,-11.86,,,,,,,,,-1.92,,,-7.84,-2.13,-2.17,-2.22,34.09,-1.69,,,,,,-1.72,1.75,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,-14.04,6.04,-51.88,,-1.88,-11.06,-100.00,,-2.70,-4.01,,,,,,,,,-0.89,,,-8.72,0.03,-2.17,-5.90,23.06,1.85,,,,,,-1.72,,
BalanceNoncurrInvestments,,,,,,,,,,,3906000,3906000,4226000,4221000,,4496000,4577000,4521000,,4596000,4600000,4527000,,4549000,4550000,4554000,,4615000,4615000,4617000,4472000,4595000,4595000,3958000,3227000,3228000,2939000,2810000,2610000,2693000,2180000,13502000,13255000,25667000,25741000,26957000,28296000,29418000,28714000,3299000,3292000,2750000,2768000,2784000,2632000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,-100.00,15.10,8.31,7.11,,2.22,0.50,0.13,,-1.02,-1.09,0.60,,1.45,1.43,1.38,,-0.43,-0.43,-14.27,-27.84,-29.75,-36.04,-29.00,-19.12,-16.57,-25.83,380.50,407.85,853.10,1080.78,99.65,113.47,14.61,11.55,-87.76,-88.37,-90.65,-90.36,-15.61,-20.05
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,2.05,,8.68,-1.80,,,-8.21,-1.62,,-0.05,-6.12,-13.93,,0.20,,0.06,,,-0.53,-21.85,-26.34,-5.18,-0.17,-0.42,,-16.57,-0.30,-0.32,-12.42,-0.33,,,2.78,,,-0.46,-10.26,-9.22,-19.93,-7.53,-12.36
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,8.19,-0.12,-100.00,,1.80,-1.22,-100.00,,0.09,-1.59,-100.00,,0.02,0.09,-100.00,,,0.04,-3.14,2.75,,-13.86,-18.47,0.03,-8.95,-4.39,-7.12,3.18,-19.05,519.36,-1.83,93.64,0.29,4.72,4.97,3.97,-2.39,-88.51,-0.21,-16.46,0.65,0.58,-5.46
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,-0.08,,-100.00,,0.66,-3.54,-100.00,,,,-100.00,,-0.92,,-100.00,,,,-15.38,-3.94,,-3.16,,,-2.50,-0.90,-0.18,-3.39,-5.06,,,,,,,-1.86,-1.68,-4.54,-0.21,,-4.96,0.29,1.07
BalanceOtherNoncurrentAssets,2107000,1862000,2128000,1764000,2568000,2481000,2277000,1761000,2596000,2086000,2102000,1876000,3619000,2837000,,3048000,3863000,2999000,,2389000,3685000,2859000,,2518000,3820000,3157000,,3185000,4624000,3398000,4536000,3077000,4610000,61000,69000,61000,62000,78000,86000,74000,74000,80000,84000,72000,73000,78000,79000,63000,65000,72000,18250000,18128000,18952000,16457000,17115000
BalanceOtherNoncurrentAssets_yy,,,,,21.88,33.24,7.00,-0.17,1.09,-15.92,-7.69,6.53,39.41,36.00,-100.00,62.47,6.74,5.71,,-21.62,-4.61,-4.67,,5.40,3.66,10.42,,26.49,21.05,7.63,,-3.39,-0.30,-98.20,-98.48,-98.02,-98.66,27.87,24.64,21.31,19.35,2.56,-2.33,-2.70,-1.35,-2.50,-5.95,-12.50,-10.96,-7.69,23001.27,28674.60,29056.92,22756.94,-6.22
BalanceOtherNoncurrentAssets_sy,,,,,6.14,-9.10,7.00,-0.17,2.90,23.67,-7.69,44.46,49.44,33.76,17.12,62.47,40.58,-4.66,,-4.18,-7.80,-17.36,,5.40,12.58,43.94,,33.84,15.70,10.81,,-13.48,-9.04,-17.44,-23.94,35.28,-3.93,-11.47,-3.85,-6.76,6.36,0.26,-1.16,-7.87,-9.15,-8.22,-9.44,-15.28,-3.80,-4.67,13.97,3.18,2.92,16.06,8.96
BalanceOtherNoncurrentAssets_qq,,-11.63,14.29,-17.11,45.58,-3.39,-8.22,-22.66,47.42,-19.65,0.77,-10.75,92.91,-21.61,-100.00,,26.74,-22.37,-100.00,,54.25,-22.42,-100.00,,51.71,-17.36,-100.00,,45.18,-26.51,33.49,-32.16,49.82,-98.68,13.11,-11.59,1.64,25.81,10.26,-13.95,,8.11,5.00,-14.29,1.39,6.85,1.28,-20.25,3.17,10.77,25247.22,-0.67,4.55,-13.16,4.00
BalanceOtherNoncurrentAssets_sq,,-6.64,-19.38,-4.01,-5.63,-21.62,-16.02,-22.66,9.22,0.01,-100.00,12.16,-1.16,-1.88,-100.00,,2.34,-10.14,-100.00,,-0.86,-1.36,-100.00,,-3.56,6.44,-100.00,,-2.26,-0.26,-17.95,-30.64,3.25,-0.12,-2.48,-2.38,-9.85,1.62,0.24,0.68,,0.09,-0.36,-6.52,-1.86,,-7.24,2.10,-0.42,-2.27,6.33,-1.89,2.04,1.50,3.03
BalanceCurrentAssets,74482000,63402000,65624000,73644000,67483000,67489000,71335000,79010000,71214000,56471000,68212000,78605000,68085000,62892000,,87128000,88431000,84124000,,115451000,125448000,118181000,,142817000,154485000,129246000,,186095000,184642000,143959000,201614000,242939000,230422000,209403000,256322000,299623000,282293000,235196000,293147000,341748000,339607000,285897000,337669000,376253000,348903000,273010000,296455000,322931000,288246000,263048000,292702000,320052000,340814000,324040000,335994000
BalanceCurrentAssets_yy,,,,,-9.40,6.45,8.70,7.29,5.53,-16.33,-4.38,-0.51,-4.39,11.37,-100.00,10.84,29.88,33.76,,32.51,41.86,40.48,,23.70,23.15,9.36,,30.30,19.52,11.38,,30.55,24.79,45.46,27.14,23.33,22.51,12.32,14.37,14.06,20.30,21.56,15.19,10.10,2.74,-4.51,-12.21,-14.17,-17.39,-3.65,-1.27,-0.89,18.24,23.19,14.79
BalanceCurrentAssets_sy,,,,,0.88,4.26,8.70,4.39,10.32,31.50,10.75,16.08,6.88,3.94,5.56,9.54,3.55,0.70,,1.08,4.94,-0.93,,10.93,23.70,24.96,,30.30,22.13,13.80,,0.79,2.03,-3.83,-1.19,-3.30,-1.26,-2.68,-8.82,-5.03,2.03,4.16,8.28,7.28,2.76,6.70,5.20,10.31,10.94,7.34,7.57,3.12,4.33,11.56,5.58
BalanceCurrentAssets_qq,,-14.88,3.50,12.22,-8.37,0.01,5.70,10.76,-9.87,-20.70,20.79,15.24,-13.38,-7.63,-100.00,,1.50,-4.87,-100.00,,8.66,-5.79,-100.00,,8.17,-16.34,-100.00,,-0.78,-22.03,40.05,20.50,-5.15,-9.12,22.41,16.89,-5.78,-16.68,24.64,16.58,-0.63,-15.82,18.11,11.43,-7.27,-21.75,8.59,8.93,-10.74,-8.74,11.27,9.34,6.49,-4.92,3.69
BalanceCurrentAssets_sq,,3.57,-22.71,7.38,-5.55,2.59,-30.82,3.70,0.14,8.21,-30.80,-2.21,-2.41,-2.68,-100.00,,1.94,-3.56,-100.00,,3.90,0.10,-100.00,,4.68,1.74,-100.00,,-0.78,3.74,-17.35,-4.63,-2.73,4.74,4.81,-5.43,-5.78,-0.90,1.59,-3.79,3.88,-4.07,3.42,-3.31,-2.24,5.62,2.84,-0.12,4.40,3.23,3.77,-2.93,2.36,1.85,-7.48
BalanceInventory,15251000,15701000,18826000,16863000,16623000,21552000,17699000,14325000,17093000,17474000,17942000,17372000,16783000,15887000,,18577000,19995000,18423000,,20326000,21617000,23579000,,30552000,36915000,31763000,,44859000,41433000,30302000,37197000,38618000,30861000,33362000,43650000,42948000,43767000,35262000,48363000,42772000,43987000,40682000,56856000,47639000,43734000,45514000,53460000,44092000,53061000,50792000,61026000,62397000,58398000,56159000,64142000
BalanceInventory_yy,,,,,9.00,37.27,-5.99,-15.05,2.83,-18.92,1.37,21.27,-1.81,-9.08,-100.00,6.94,19.14,15.96,,9.41,8.11,27.99,,50.31,70.77,34.71,,46.83,12.24,-4.60,,-13.91,-25.52,10.10,17.35,11.21,41.82,5.70,10.80,-0.41,0.50,15.37,17.56,11.38,-0.58,11.88,-5.97,-7.45,21.33,11.60,14.15,41.52,10.06,10.57,5.11
BalanceInventory_sy,,,,,-6.42,-6.26,0.51,4.80,8.00,20.08,27.66,28.41,24.16,18.02,2.90,13.27,8.67,-2.22,,-11.24,-8.93,2.20,,16.20,28.10,36.06,,42.34,22.53,21.97,,0.46,-7.08,3.78,-4.88,-5.65,-6.12,-13.15,-6.76,-13.68,-9.15,0.70,-3.16,3.63,-3.10,2.00,5.02,8.96,13.22,3.66,8.55,3.37,1.95,11.50,2.56
