,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentLiabilities,,,,10241000,10702000,5547000,4948000,8638000,5909000,5678000,5938000,6486000,6815000,6709000,10101000,7228000,9477000,11445000
BalanceCurrentLiabilities_yy,,,,,,,,-15.65,-44.79,2.36,20.01,-24.91,15.33,18.16,70.11,11.44,39.06,70.59
BalanceCurrentLiabilities_sy,,,,,,,,-1.64,2.26,1.69,14.04,2.09,8.93,12.78,7.85,19.32,26.78,1.34
BalanceCurrentLiabilities_qq,,,,,4.50,-48.17,-10.80,74.58,-31.59,-3.91,4.58,9.23,5.07,-1.56,50.56,-28.44,31.12,20.77
BalanceCurrentLiabilities_sq,,,,,1.50,4.42,-3.05,5.65,-9.06,9.62,0.10,9.23,2.06,4.88,-0.23,9.65,-0.70,5.96
BalanceCurrentTradePayablesv,,,,5194000,4299000,4808000,4107000,7560000,5013000,4846000,5213000,5857000,5878000,5270000,7858000,4818000,6691000,8282000
BalanceCurrentTradePayablesv_yy,,,,,,,,45.55,16.61,0.79,26.93,-22.53,17.26,8.75,50.74,-17.74,13.83,57.15
BalanceCurrentTradePayablesv_sy,,,,,,,,5.45,18.59,0.79,13.82,5.36,12.20,10.24,7.40,9.97,7.44,-5.81
BalanceCurrentTradePayablesv_qq,,,,,-17.23,11.84,-14.58,84.08,-33.69,-3.33,7.57,12.35,0.36,-10.34,49.11,-38.69,38.88,23.78
BalanceCurrentTradePayablesv_sq,,,,,-10.84,2.50,2.60,-5.78,-2.94,9.86,2.38,4.35,-3.31,0.27,-4.67,9.37,2.90,6.22
BalanceCurrentBorrowings,,,,4562000,5645000,150000,146000,150000,114000,50000,25000,,,,57000,,74000,78000
BalanceCurrentBorrowings_yy,,,,,,,,-96.71,-97.98,-66.67,-82.88,-100.00,-100.00,-100.00,128.00,,,
BalanceCurrentBorrowings_sy,,,,,,,,-34.10,-24.83,-8.09,9.23,1.18,-3.64,39.67,40.40,,,
BalanceCurrentBorrowings_qq,,,,,23.74,-97.34,-2.67,2.74,-24.00,-56.14,-50.00,-100.00,,,,-100.00,,5.41
BalanceCurrentBorrowings_sq,,,,,10.45,-5.48,-14.41,-17.08,-7.71,-10.70,-1.37,2.25,,,,-8.04,,7.59
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,330000,618000,449000,590000,622000,476000,505000,423000,629000,937000,750000,1170000,1396000,1698000,2070000
BalanceCurrentOtherLiabilities_yy,,,,,,,,88.48,-22.98,12.47,-28.31,1.13,96.85,48.51,176.60,121.94,81.22,176.00
BalanceCurrentOtherLiabilities_sy,,,,,,,,8.02,-0.70,18.68,24.94,8.05,73.11,23.34,18.91,21.34,28.57,14.99
BalanceCurrentOtherLiabilities_qq,,,,,87.27,-27.35,31.40,5.42,-23.47,6.09,-16.24,48.70,48.97,-19.96,56.00,19.32,21.63,21.91
BalanceCurrentOtherLiabilities_sq,,,,,2.27,3.49,-9.54,8.00,-23.47,20.65,-12.17,40.07,-9.51,13.36,-2.86,4.86,-3.73,5.51
BalanceReckoning,,,,155000,140000,140000,105000,306000,306000,277000,277000,,,689000,1016000,1014000,1014000,1015000
BalanceReckoning_yy,,,,,,,,97.42,118.57,97.86,163.81,-100.00,-100.00,148.74,266.79,,,47.31
BalanceReckoning_sy,,,,,,,,98.42,175.86,185.65,163.81,-23.54,-24.07,60.40,10.42,,,12.09
BalanceReckoning_qq,,,,,-9.68,,-25.00,191.43,,-9.48,,-100.00,,,47.46,-0.20,,0.10
BalanceReckoning_sq,,,,,-15.34,,-27.27,99.42,,,,,,,,21.54,,-3.60
BalanceTotalEquityAndLiabilities,0,0,0,53918000,60703000,70364000,67307000,86122000,79940000,86288000,100755000,97641000,99249000,109391000,107955000,66927000,78988000,83018000
BalanceTotalEquityAndLiabilities_yy,,,,,,,,59.73,31.69,22.63,49.69,13.38,24.15,26.77,7.15,-31.46,-20.41,-24.11
BalanceTotalEquityAndLiabilities_sy,,,,,,,,0.73,4.85,22.63,18.82,9.12,6.00,-1.74,5.64,-5.35,0.62,6.11
BalanceTotalEquityAndLiabilities_qq,,,,,12.58,15.92,-4.34,27.95,-7.18,7.94,16.77,-3.09,1.65,10.22,-1.31,-38.00,18.02,5.10
BalanceTotalEquityAndLiabilities_sq,,,,,-0.53,4.42,3.06,0.34,,5.82,-1.02,-1.27,-0.83,2.47,-0.51,-1.34,1.63,2.70
CashflowOperatingCashflow,-2986000,-1515000,-4043000,-360000,-3687000,-6370000,-4770000,-3170000,-6402000,-3582000,-4062000,-6226000,-6450000,-6322000,-6192000,-13367000,-3904000,705000
CashflowOperatingCashflow_yy,,,,,-23.48,-320.46,-17.98,-780.56,-73.64,43.77,14.84,-96.40,-0.75,-76.49,-52.44,-114.70,39.47,111.15
CashflowOperatingCashflow_sy,,,,,-14.46,56.66,-47.92,-60.17,-49.29,-24.02,14.84,-30.22,5.90,-46.34,-1.73,-50.69,25.31,32.58
CashflowOperatingCashflow_qq,,49.26,-166.86,91.10,-924.17,-72.77,25.12,33.54,-101.96,44.05,-13.40,-53.27,-3.60,1.98,2.06,-115.88,70.79,118.06
CashflowOperatingCashflow_sq,,-45.50,-54.81,100.21,-8.01,52.18,-3.73,27.33,-27.96,24.74,6.99,74.32,-86.35,1.98,2.06,-16.80,11.10,-7.91
CashflowAmortization,,22000,-7000,68000,6000,34000,43000,190000,213000,262000,201000,279000,211000,290000,248000,340000,283000,432000
CashflowAmortization_yy,,,,,,54.55,714.29,179.41,3450.00,670.59,367.44,46.84,-0.94,10.69,23.38,21.86,34.12,48.97
CashflowAmortization_sy,,,,,,37.72,9.98,6.72,7.60,4.60,13.54,10.26,7.32,10.69,0.35,24.24,-0.51,12.99
CashflowAmortization_qq,,,-131.82,1071.43,-91.18,466.67,26.47,341.86,12.11,23.00,-23.28,38.81,-24.37,37.44,-14.48,37.10,-16.76,52.65
CashflowAmortization_sq,,,5.74,5.31,0.43,20.24,0.62,2.18,-2.93,3.66,2.88,-1.34,2.20,5.75,-4.41,5.17,-11.35,9.11
CashflowInvestingCashflow,-2440000,-1837000,-2793000,-4002000,-2721000,-3090000,-2537000,-5726000,-4607000,-3525000,-4233000,-3518000,-3866000,-5240000,-3451000,18703000,-2768000,-4888000
CashflowInvestingCashflow_yy,,,,,-11.52,-68.21,9.17,-43.08,-69.31,-14.08,-66.85,38.56,16.08,-48.65,18.47,631.64,28.40,6.72
CashflowInvestingCashflow_sy,,,,,-4.84,-68.21,-14.81,-43.08,-12.93,-27.15,15.99,25.40,4.68,42.87,-16.37,34.14,10.76,0.01
CashflowInvestingCashflow_qq,,24.71,-52.04,-43.29,32.01,-13.56,17.90,-125.70,19.54,23.49,-20.09,16.89,-9.89,-35.54,34.14,641.96,-114.80,-76.59
CashflowInvestingCashflow_sq,,-13.39,-23.47,-60.95,53.64,-13.56,-53.93,-27.67,38.11,-44.49,-6.90,-13.05,-11.47,-2.33,42.05,4.08,-24.16,-76.06
CashflowCapex,30000,0,35000,175000,230000,246000,191000,3419000,1510000,1465000,1202000,1388000,861000,2318000,572000,2552000,1381000,1008000
CashflowCapex_yy,,,,,666.67,,445.71,1853.71,556.52,495.53,529.32,-59.40,-42.98,58.23,-52.41,83.86,60.39,-56.51
CashflowCapex_sy,,,,,36.99,,-2.12,81.82,-7.85,32.51,-30.33,-49.45,-9.64,-63.54,54.51,-12.62,4.30,1.20
CashflowCapex_qq,,-100.00,,400.00,31.43,6.96,-22.36,1690.05,-55.84,-2.98,-17.95,15.47,-37.97,169.22,-75.32,346.15,-45.89,-27.01
CashflowCapex_sq,,28.19,,30.16,-50.09,2.40,-41.49,88.63,-49.23,46.48,-31.50,85.37,-30.62,-15.19,16.87,23.89,-35.44,13.13
CashflowFinancingCashflow,4508000,2670000,7073000,5281000,6597000,15203000,1411000,21089000,-304000,11182000,19654000,1023000,4609000,16319000,1333000,-1728000,3237000,4173000
CashflowFinancingCashflow_yy,,,,,46.34,469.40,-80.05,299.34,-104.61,-26.45,1292.91,-95.15,1616.12,45.94,-93.22,-268.91,-29.77,-74.43
CashflowFinancingCashflow_sy,,,,,-23.72,7.51,-16.67,29.41,8.22,21.36,-69.72,21.06,40.37,-41.52,-32.53,30.20,-47.52,-6.88
CashflowFinancingCashflow_qq,,-40.77,164.91,-25.34,24.92,130.45,-90.72,1394.61,-101.44,3778.29,75.76,-94.79,350.54,254.07,-91.83,-229.63,287.33,28.92
CashflowFinancingCashflow_sq,,-28.76,0.10,-70.43,24.92,71.38,-22.55,20.84,-61.97,146.41,-9.78,0.58,116.44,36.12,-68.09,54.10,50.92,-20.04
CashflowShareCapitalCash,2502000,500000,6086000,6870000,6572000,16238000,0,20356000,,,18615000,-202000,,,,3000,,
CashflowShareCapitalCash_yy,,,,,162.67,3147.60,-100.00,196.30,-100.00,-100.00,,-100.99,,,-100.00,101.49,,
CashflowShareCapitalCash_sy,,,,,-100.00,-100.00,-100.00,148.15,-100.00,15.62,,-100.00,,,-100.00,101.49,,
CashflowShareCapitalCash_qq,,-80.02,1117.20,12.88,-4.34,147.08,-100.00,,-100.00,,,-101.09,100.00,,,,-100.00,
CashflowShareCapitalCash_sq,,-80.02,-33.20,-77.04,47.83,21.76,,,-100.00,,,-100.00,100.00,,,,-73.18,
CashflowDividend,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,-918000,-682000,237000,919000,189000,5743000,-5896000,12193000,-11313000,4075000,11359000,-8721000,-5707000,4757000,-8310000,3608000,-3435000,-10000
CashflowNetCashflow_yy,,,,,120.59,942.08,-2587.76,1226.77,-6085.71,-29.04,292.66,-171.52,49.55,16.74,-173.16,141.37,39.81,-100.21
CashflowNetCashflow_sy,,,,,-26.11,127.55,41.55,51.32,-90.35,-49.65,-88.09,90.16,21.19,-4.02,30.85,48.34,59.56,-18.81
CashflowNetCashflow_qq,,25.71,134.75,287.76,-79.43,2938.62,-202.66,306.80,-192.78,136.02,178.75,-176.78,34.56,183.35,-274.69,143.42,-195.21,99.71
CashflowNetCashflow_sq,,25.71,-16.00,85.05,50.93,92.12,-61.47,73.76,-81.13,55.89,52.30,105.02,-97.28,-14.13,67.52,94.19,-86.03,-96.16
