,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeNetProfit_sq,,-58.20,17.57,37.90,-6.85,-85.15,48.35,84.66,78.77,-108.70,82.27,66.97,85.40,-96.37,-25.77,128.60,25.72,-48.00,-9.50,51.50,105.47,-60.40,-6.16,29.18,46.30,-88.50,9.50,51.94,24.51,-93.93,90.87,62.23,-5.59,-83.12,182.43,-16.23,26.82,-77.55,82.59,26.84,32.95,-101.42,81.09,104.29
IncomeShareholderNetProfit,1295000,763000,915000,1386000,932000,1391000,991000,1830000,1454000,2170000,1208000,2711000,2191000,1894000,1350000,2818000,2301000,2486000,1503000,2374000,1904000,1966000,1714000,2520000,4128000,2392000,2821000,3048000,3142000,1501000,2951000,3102000,3770000,280000,2475000,1592000,1756000,583000,1885000,2030000,1694000,2019000,1615000,2870000
IncomeShareholderNetProfit_yy,,,,,-28.03,82.31,8.31,32.03,56.01,56.00,21.90,48.14,50.69,-12.72,11.75,3.95,5.02,31.26,11.33,-15.76,-17.25,-20.92,14.04,6.15,116.81,21.67,64.59,20.95,-23.89,-37.25,4.61,1.77,19.99,-81.35,-16.13,-48.68,-53.42,108.21,-23.84,27.51,-3.53,246.31,-14.32,41.38
IncomeShareholderNetProfit_sy,,,,,-6.31,-114.48,-32.82,-21.07,37.55,36.66,9.94,-2.70,-15.26,67.62,9.93,9.88,24.32,31.26,30.66,-25.82,-2.76,-39.76,5.12,17.26,10.13,-54.10,19.30,-11.56,-12.44,-43.27,4.61,1.77,-3.70,8.62,16.92,-15.37,11.33,50.88,-7.47,24.47,13.73,-5.52,7.37,68.84
IncomeShareholderNetProfit_qq,,-41.08,19.92,51.48,-32.76,49.25,-28.76,84.66,-20.55,49.24,-44.33,124.42,-19.18,-13.56,-28.72,108.74,-18.35,8.04,-39.54,57.95,-19.80,3.26,-12.82,47.02,63.81,-42.05,17.93,8.05,3.08,-52.23,96.60,5.12,21.53,-92.57,783.93,-35.68,10.30,-66.80,223.33,7.69,-16.55,19.19,-20.01,77.71
IncomeShareholderNetProfit_sq,,-59.07,17.57,37.90,-8.20,-82.47,42.79,84.66,78.77,-108.68,82.49,62.19,85.40,-96.37,-25.77,121.93,25.72,-48.00,-17.94,51.50,104.25,-60.40,-6.16,21.13,50.97,-87.58,11.41,51.95,24.51,-93.93,90.87,43.54,-5.59,-82.49,182.40,-16.23,19.93,-76.87,82.59,26.84,32.95,-99.35,81.09,109.07
BalanceNoncurrentAssets,10528000,10945000,17645000,21468000,25779000,30155000,36526000,38582000,40203000,42439000,44278000,45873000,49801000,93565000,100254000,112269000,,122881000,125618000,114369000,116217000,113651000,115558000,121757000,129409000,134401000,131266000,141655000,148335000,167557000,172304000,173478000,174804000,182505000,181870000,182411000,183799000,186513000,186557000,185765000,188080000,188571000,187418000,175180000
BalanceNoncurrentAssets_yy,,,,,144.86,175.51,107.00,79.72,55.95,40.74,21.22,18.90,23.87,120.47,126.42,144.74,-100.00,31.33,25.30,1.87,,-7.51,-8.01,6.46,11.35,18.26,13.59,16.34,14.62,24.67,31.26,22.47,17.84,8.92,5.55,5.15,5.15,2.20,2.58,1.84,2.33,1.10,0.46,-5.70
BalanceNoncurrentAssets_sy,,,,,36.64,24.52,26.07,18.19,18.04,4.93,0.86,-1.08,0.09,-0.09,5.67,6.21,2.88,4.43,4.78,2.34,,-3.04,-2.28,-2.00,-4.35,-2.94,-4.70,-5.12,-3.12,-4.00,3.95,0.89,1.89,1.24,0.19,1.14,0.49,-1.12,-1.53,-1.63,2.33,-0.39,0.18,0.42
BalanceNoncurrentAssets_qq,,3.96,61.22,21.67,20.08,16.98,21.13,5.63,4.20,5.56,4.33,3.60,8.56,87.88,7.15,11.98,-100.00,,2.23,-8.95,1.62,-2.21,1.68,5.36,6.28,3.86,-2.33,7.91,4.72,12.96,2.83,0.68,0.76,4.41,-0.35,0.30,0.76,1.48,0.02,-0.42,1.25,0.26,-0.61,-6.53
BalanceNoncurrentAssets_sq,,3.96,2.06,4.24,-50.50,8.60,3.09,-1.50,-51.40,-0.53,-0.62,0.06,-100.00,-0.21,0.38,1.42,-100.00,,-0.05,-0.19,-0.49,-2.00,-0.16,0.24,-1.46,-0.92,-1.35,0.59,-0.17,0.50,0.07,0.68,-0.21,0.10,-0.30,0.30,-1.23,1.48,-0.09,0.12,0.32,-1.80,0.60,0.50
BalanceIntangibleAssets,36000,34000,26000,22000,21000,35000,28000,21000,20000,86000,79000,73000,67000,68000,62000,113000,,96000,86000,82000,75000,68000,61000,2211000,2204000,2519000,2496000,2473000,2451000,2429000,2409000,2451000,2423000,2394000,2366000,2357000,3082000,3017000,2954000,836000,2924000,3015000,2938000,287000
BalanceIntangibleAssets_yy,,,,,-41.67,2.94,7.69,-4.55,-4.76,145.71,182.14,247.62,235.00,-20.93,-21.52,54.79,-100.00,41.18,38.71,-27.43,,-29.17,-29.07,2596.34,2838.67,3604.41,3991.80,11.85,11.21,-3.57,-3.49,-0.89,-1.14,-1.44,-1.78,-3.84,27.20,26.02,24.85,-64.53,-5.13,-0.07,-0.54,-65.67
BalanceIntangibleAssets_sy,,,,,125.87,2.94,19.42,16.93,0.24,-6.46,6.06,11.09,143.41,12.42,1.75,6.56,-10.10,2.62,3.03,-4.89,,-3.28,-2.95,-2.60,-2.03,-3.19,0.01,-5.33,-1.29,-1.42,-2.31,0.05,2.70,0.31,-1.34,-2.99,-1.03,-0.66,-0.06,-0.06,0.48,0.10,-0.55,-0.62
BalanceIntangibleAssets_qq,,-5.56,-23.53,-15.38,-4.55,66.67,-20.00,-25.00,-4.76,330.00,-8.14,-7.59,-8.22,1.49,-8.82,82.26,-100.00,,-10.42,-4.65,-8.54,-9.33,-10.29,3524.59,-0.32,14.29,-0.91,-0.92,-0.89,-0.90,-0.82,1.74,-1.14,-1.20,-1.17,-0.38,30.76,-2.11,-2.09,-71.70,249.76,3.11,-2.55,-90.23
BalanceIntangibleAssets_sq,,-7.24,-5.14,1.12,-100.00,18.90,-1.35,0.14,-100.00,16.92,0.02,-5.13,-100.00,0.89,-2.20,0.51,-100.00,,-4.50,-1.21,-8.54,-0.71,-0.85,-0.86,-1.30,-1.20,-1.92,-0.73,-0.12,,-0.82,1.01,-0.79,-0.78,-0.73,-0.38,-1.28,-0.06,-0.50,-0.64,0.22,0.16,,-0.04
BalanceProperty,10492000,10834000,17542000,21369000,25681000,30004000,36382000,38449000,40085000,41968000,43804000,45461000,49416000,93117000,98913000,109734000,,119377000,122105000,110764000,112440000,113464000,114183000,119244000,127086000,131638000,128544000,138955000,145570000,162492000,167754000,168631000,170780000,178141000,177669000,177900000,178603000,180712000,181149000,181064000,182770000,183196000,182064000,169733000
BalanceProperty_yy,,,,,144.77,176.94,107.40,79.93,56.09,39.87,20.40,18.24,23.28,121.88,125.81,141.38,-100.00,28.20,23.45,0.94,,-4.95,-6.49,7.66,13.03,16.02,12.58,16.53,14.54,23.44,30.50,21.36,17.32,9.63,5.91,5.50,4.58,1.44,1.96,1.78,2.33,1.37,0.51,-6.26
BalanceProperty_sy,,,,,33.02,24.90,23.14,16.06,18.15,7.56,1.93,-3.74,-1.59,-2.71,0.76,2.05,2.72,8.57,4.53,0.81,,-4.92,-3.98,-3.34,-6.71,-2.66,-3.40,-4.56,-2.52,-3.07,-1.00,0.92,0.26,0.06,-0.29,0.38,1.54,1.81,-0.86,0.12,0.50,0.52,3.25,4.47
BalanceProperty_qq,,3.26,61.92,21.82,20.18,16.83,21.26,5.68,4.25,4.70,4.37,3.78,8.70,88.43,6.22,10.94,-100.00,,2.29,-9.29,1.51,0.91,0.63,4.43,6.58,3.58,-2.35,8.10,4.76,11.62,3.24,0.52,1.27,4.31,-0.26,0.13,0.40,1.18,0.24,-0.05,0.94,0.23,-0.62,-6.77
BalanceProperty_sq,,3.26,4.36,4.58,-50.38,9.01,1.40,-2.01,-53.50,0.36,-1.04,-0.44,-100.00,-0.78,0.21,1.32,-100.00,,-0.49,-0.78,-0.64,-1.03,-0.10,0.48,-1.80,0.78,-1.45,-0.45,-0.06,0.10,-0.04,0.46,-0.62,-0.70,-0.66,0.41,-1.22,0.78,-0.56,-0.24,-0.04,-0.24,0.68,0.28
BalanceNoncurrentReceivables,,,,,,,,,,,,,,0,1000000,2000000,,3025000,3025000,3000000,3000000,,1000000,,,,,,,1000000,1000000,631000,211000,212000,212000,248000,243000,311000,93000,1085000,99000,57000,55000,1052000
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,202.50,50.00,,-100.00,-66.94,-100.00,-100.00,,-100.00,,,,,,,-78.80,-78.80,-60.70,15.17,46.70,-56.13,337.50,-59.26,-81.67,-40.86,-3.04
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,42.47,76.70,,5.98,-24.79,-59.37,-33.60,,-36.70,,,,,,,23.33,-14.06,-37.26,-24.75,-19.21,-14.17,5.34,-26.65,-79.17,-48.55,-44.08
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,100.00,-100.00,,,-0.83,,-100.00,,-100.00,,,,,,,,-36.90,-66.56,0.47,,16.98,-2.02,27.98,-70.10,1066.67,-90.88,-42.42,-3.51,1812.73
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,43.56,-100.00,,,8.45,,-14.29,,2.27,,,,,,,,-18.90,-28.57,5.20,,-10.04,-7.16,5.24,0.35,-3.63,-6.58,-32.32,0.36,-1.96
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000,26000,26000,26000,26000,26000,26000,26000,21000,21000,21000,26000,36000,26000,
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.23,-19.23,-19.23,,71.43,23.81,-100.00
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.50,-1.38,-1.57,,-5.66,-7.96,-0.56
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.23,,,23.81,38.46,-27.78,-100.00
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.43,-2.15,-1.25
BalanceOtherNoncurrentAssets,,77000,77000,77000,77000,116000,116000,112000,98000,385000,395000,339000,318000,380000,279000,422000,,383000,402000,523000,702000,119000,314000,302000,119000,244000,226000,227000,314000,1610000,1115000,1739000,1364000,1732000,1597000,1880000,1845000,2452000,2340000,2759000,2261000,2267000,2335000,4108000
BalanceOtherNoncurrentAssets_yy,,,,,,50.65,50.65,45.45,27.27,231.90,240.52,202.68,224.49,-1.30,-29.37,24.48,-100.00,0.79,44.09,23.93,,-68.93,-21.89,-42.26,-83.05,105.04,-28.03,-24.83,163.87,559.84,393.36,666.08,334.39,7.58,43.23,8.11,35.26,41.57,46.52,46.76,22.55,-7.54,-0.21,48.89
BalanceOtherNoncurrentAssets_sy,,,,,,38.25,33.49,38.96,27.27,8.32,5.73,2.14,-0.23,4.45,-1.78,24.48,,10.03,16.26,-2.04,,22.39,21.52,10.74,9.68,,-1.40,-3.72,-0.42,16.24,-4.04,0.92,7.54,-2.56,-2.53,-2.02,-5.35,-9.37,-5.06,-13.94,-1.89,-7.54,7.85,25.80
BalanceOtherNoncurrentAssets_qq,,,,,,50.65,,-3.45,-12.50,292.86,2.60,-14.18,-6.19,19.50,-26.58,51.25,-100.00,,4.96,30.10,34.23,-83.05,163.87,-3.82,-60.60,105.04,-7.38,0.44,38.33,412.74,-30.75,55.96,-21.56,26.98,-7.79,17.72,-1.86,32.90,-4.57,17.91,-18.05,0.27,3.00,75.93
BalanceOtherNoncurrentAssets_sq,,,,,,23.33,,-4.05,-56.25,-6.30,2.60,-6.28,-100.00,,4.73,8.87,-100.00,,1.93,2.28,-1.67,10.96,4.36,-2.74,,-1.32,4.58,3.24,-1.54,1.28,,3.58,,-8.29,0.92,-0.26,-1.86,-11.61,-4.00,1.68,3.37,-10.55,0.19,5.16
BalanceCurrentAssets,12140000,12860000,12772000,11092000,20608000,22536000,22367000,21188000,18236000,28470000,49881000,65213000,55155000,65910000,60624000,56160000,,70072000,58776000,67950000,65148000,77331000,80095000,88024000,91513000,103485000,96425000,110891000,116049000,115984000,140700000,153381000,162927000,135200000,135301000,140363000,145194000,146571000,136586000,140283000,146049000,148916000,168972000,198667000
BalanceCurrentAssets_yy,,,,,69.75,75.24,75.13,91.02,-11.51,26.33,123.01,207.78,202.45,131.51,21.54,-13.88,-100.00,6.31,-3.05,20.99,,10.36,36.27,29.54,40.47,33.82,20.39,25.98,26.81,12.08,45.92,38.32,40.40,16.57,-3.84,-8.49,-10.88,8.41,0.95,-0.06,0.59,1.60,23.71,41.62
BalanceCurrentAssets_sy,,,,,27.75,17.24,16.92,4.17,-0.39,-9.52,-12.38,2.44,10.85,13.12,11.49,13.62,13.68,9.07,10.02,3.26,,-3.12,-5.02,3.66,3.45,-0.61,7.14,-4.40,-4.80,-2.80,-5.31,6.82,2.92,1.31,3.21,3.66,5.50,8.41,11.00,7.87,6.76,8.52,7.05,3.32
BalanceCurrentAssets_qq,,5.93,-0.68,-13.15,85.79,9.36,-0.75,-5.27,-13.93,56.12,75.21,30.74,-15.42,19.50,-8.02,-7.36,-100.00,,-16.12,15.61,-4.12,18.70,3.57,9.90,3.96,13.08,-6.82,15.00,4.65,-0.06,21.31,9.01,6.22,-17.02,0.07,3.74,3.44,0.95,-6.81,2.71,4.11,1.96,13.47,17.57
BalanceCurrentAssets_sq,,-19.05,5.23,2.46,-53.37,-12.23,1.16,-2.40,-56.96,-17.72,1.86,12.60,-100.00,-20.37,2.24,9.58,-100.00,,1.86,7.14,-5.00,-12.50,3.58,11.08,3.20,-7.16,3.47,3.50,0.48,-8.90,4.21,8.43,2.87,-9.35,12.17,4.81,0.78,-6.43,4.57,6.75,-0.19,-5.22,10.97,2.84
BalanceInventory,3280000,2935000,3577000,4000000,4295000,3330000,5210000,6104000,5573000,6319000,8257000,9663000,8678000,9701000,10705000,9469000,,13484000,12862000,12908000,9802000,10318000,11595000,16062000,16331000,16601000,16224000,18904000,17624000,17010000,18541000,21631000,20073000,21102000,34134000,36252000,38458000,41404000,39383000,46841000,55073000,58072000,64104000,50359000
BalanceInventory_yy,,,,,30.95,13.46,45.65,52.60,29.76,89.76,58.48,58.31,55.72,53.52,29.65,-2.01,-100.00,39.00,20.15,36.32,,-23.48,-9.85,24.43,66.61,60.89,39.92,17.69,7.92,2.46,14.28,14.43,13.90,24.06,84.10,67.59,91.59,96.21,15.38,29.21,43.20,40.26,62.77,7.51
BalanceInventory_sy,,,,,16.14,14.04,5.70,-1.02,-9.94,-6.88,-9.36,-10.64,-10.79,6.61,15.88,32.13,19.73,12.78,19.24,8.36,,-4.47,-4.46,-4.02,-13.12,-0.39,-2.35,2.07,-5.18,0.60,2.76,-0.72,3.29,7.04,2.34,5.68,5.26,4.18,9.75,4.85,5.66,14.75,19.20,18.16
BalanceInventory_qq,,-10.52,21.87,11.83,7.38,-22.47,56.46,17.16,-8.70,13.39,30.67,17.03,-10.19,11.79,10.35,-11.55,-100.00,,-4.61,0.36,-24.06,5.26,12.38,38.53,1.67,1.65,-2.27,16.52,-6.77,-3.48,9.00,16.67,-7.20,5.13,61.76,6.20,6.09,7.66,-4.88,18.94,17.57,5.45,10.39,-21.44
BalanceInventory_sq,,-14.98,12.29,2.10,-51.70,-19.98,7.46,-2.64,-55.67,-11.15,1.08,-3.74,-100.00,6.18,7.24,4.84,-100.00,,1.94,4.78,-7.38,-2.69,7.37,0.16,-3.67,-0.78,-0.42,3.31,-4.04,-3.60,3.31,9.53,-6.21,-0.12,3.42,5.70,-3.73,-1.58,0.95,4.42,1.87,5.98,9.51,1.87
BalanceCurrentReceivables,5371000,3991000,6067000,5337000,4849000,9248000,8643000,4970000,7202000,10604000,8171000,21670000,17785000,23407000,22732000,21953000,,26136000,16113000,23192000,26826000,36302000,37922000,40288000,31323000,43927000,42471000,45924000,51341000,44770000,53422000,71220000,83009000,50161000,51478000,57224000,65268000,52077000,48656000,35305000,53517000,43340000,56693000,55533000
BalanceCurrentReceivables_yy,,,,,-9.72,131.72,42.46,-6.88,48.53,14.66,-5.46,336.02,146.95,120.74,178.20,1.31,-100.00,11.66,-29.12,5.64,,38.90,135.35,73.72,16.76,21.00,12.00,13.99,63.91,1.92,25.78,55.08,61.68,12.04,-3.64,-19.65,-21.37,3.82,-5.48,-38.30,-18.00,-16.78,16.52,57.30
BalanceCurrentReceivables_sy,,,,,-9.20,12.88,9.58,1.40,25.97,-9.30,-6.71,0.94,37.11,19.60,24.58,11.74,4.92,11.11,13.12,5.56,,-9.83,-10.58,2.42,5.33,3.98,8.22,-7.31,-0.52,-4.82,1.19,-1.79,5.92,-0.20,-3.64,3.18,0.83,5.22,8.32,6.35,14.42,10.97,12.71,11.07
BalanceCurrentReceivables_qq,,-25.69,52.02,-12.03,-9.14,90.72,-6.54,-42.50,44.91,47.24,-22.94,165.21,-17.93,31.61,-2.88,-3.43,-100.00,,-38.35,43.93,15.67,35.32,4.46,6.24,-22.25,40.24,-3.31,8.13,11.80,-12.80,19.33,33.32,16.55,-39.57,2.63,11.16,14.06,-20.21,-6.57,-27.44,51.58,-19.02,30.81,-2.05
BalanceCurrentReceivables_sq,,-25.69,5.36,10.84,-54.57,11.01,,-6.67,-49.20,-13.50,4.89,14.80,-100.00,-24.55,2.18,13.28,-100.00,,0.54,11.34,2.74,-15.93,3.50,15.49,-4.61,-19.70,5.62,8.13,1.01,-19.81,15.45,16.60,9.11,-23.49,10.32,11.16,0.51,-21.09,13.87,3.58,8.54,-23.99,15.83,3.17
BalanceCurrentInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCash,3423000,5879000,2883000,1585000,11282000,9806000,8352000,9999000,5384000,10797000,32494000,33135000,27765000,32443000,26590000,24237000,,30015000,28615000,30638000,27067000,29370000,28323000,29253000,41215000,41480000,36066000,44715000,45977000,53238000,67497000,59268000,58384000,62821000,48206000,45042000,40253000,38510000,31258000,40602000,36117000,34895000,31371000,65475000
BalanceCash_yy,,,,,229.59,66.80,189.70,530.85,-52.28,10.11,289.06,231.38,415.69,200.48,-18.17,-26.85,-100.00,-7.48,7.62,26.41,,-2.15,-1.02,-4.52,52.27,41.23,27.34,52.86,11.55,28.35,87.15,32.55,26.99,18.00,-28.58,-24.00,-31.05,-38.70,-35.16,-9.86,-10.28,-9.39,0.36,61.26
BalanceCash_sy,,,,,29.14,0.01,-13.76,-19.50,-52.28,-19.45,-25.32,-32.22,-34.17,-9.11,-18.14,-17.24,18.39,-5.82,9.14,7.65,,9.93,6.82,59.20,44.54,31.99,29.97,-1.38,26.15,-8.78,31.23,18.06,-5.75,18.00,-18.03,19.44,-21.86,4.14,-2.26,4.20,-0.85,14.01,-8.43,17.16
BalanceCash_qq,,71.75,-50.96,-45.02,611.80,-13.08,-14.83,19.72,-46.15,100.54,200.95,1.97,-16.21,16.85,-18.04,-8.85,-100.00,,-4.66,7.07,-11.66,8.51,-3.56,3.28,40.89,0.64,-13.05,23.98,2.82,15.79,26.78,-12.19,-1.49,7.60,-23.26,-6.56,-10.63,-4.33,-18.83,29.89,-11.05,-3.38,-10.10,108.71
BalanceCash_sq,,37.28,-9.63,-13.40,-54.29,-12.37,-21.77,15.84,-88.94,0.44,-13.93,2.08,-100.00,12.03,-18.04,-15.32,-100.00,,-32.57,9.19,-22.23,8.51,-31.10,53.76,33.68,21.00,-15.06,15.64,2.82,-25.11,9.78,2.57,34.25,-2.72,-7.24,52.57,-19.05,5.42,-8.54,33.45,-11.05,4.56,-11.85,61.80
BalanceOtherCurrentAssets,66000,55000,245000,170000,182000,152000,162000,115000,77000,750000,959000,745000,927000,359000,597000,501000,,437000,1186000,1212000,1453000,1341000,2255000,2421000,2644000,1477000,1664000,1348000,1107000,966000,1240000,1262000,1461000,1116000,1483000,1845000,1215000,14580000,17289000,17535000,1342000,12609000,16804000,27300000
BalanceOtherCurrentAssets_yy,,,,,175.76,176.36,-33.88,-32.35,-57.69,393.42,491.98,547.83,1103.90,-52.13,-37.75,-32.75,-100.00,21.73,98.66,141.92,,206.86,90.13,99.75,81.97,10.14,-26.21,-44.32,-58.13,-34.60,-25.48,-6.38,31.98,15.53,19.60,46.20,-16.84,1206.45,1065.81,850.41,10.45,-13.52,-2.81,55.69
BalanceOtherCurrentAssets_sy,,,,,-20.33,6.05,-8.38,-15.94,-13.69,45.36,36.04,41.59,24.08,28.12,-7.60,-21.34,-20.30,-7.53,-4.47,26.96,,39.72,20.66,5.03,-7.36,-18.05,-21.59,7.22,-19.70,7.30,32.55,14.29,31.98,1.99,-9.65,-0.61,2.94,7.47,5.59,20.65,-14.74,-13.52,0.43,15.81
BalanceOtherCurrentAssets_qq,,-16.67,345.45,-30.61,7.06,-16.48,6.58,-29.01,-33.04,874.03,27.87,-22.31,24.43,-61.27,66.30,-16.08,-100.00,,171.40,2.19,19.88,-7.71,68.16,7.36,9.21,-44.14,12.66,-18.99,-17.88,-12.74,28.36,1.77,15.77,-23.61,32.89,24.41,-34.15,1100.00,18.58,1.42,-92.35,839.57,33.27,62.46
BalanceOtherCurrentAssets_sq,,-76.29,192.73,-15.83,-100.00,-61.56,60.65,-24.21,-100.00,-41.84,128.01,-21.45,-100.00,-50.67,66.30,-17.56,-100.00,,87.88,-3.13,-17.52,-26.06,74.76,-2.44,1.07,-37.64,37.91,-18.39,-20.10,-12.74,59.04,-12.90,-24.35,-32.54,32.89,-17.09,-14.50,-20.72,18.58,-9.40,-32.70,-10.68,102.14,-12.78
BalanceAssetsForSale,,,,,,,,,,,,,,,,0,,,,13652000,13652000,,,,,,,,,,,,,,,,,,,,,,,4360000
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,-1.32,-50.64,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,-0.81,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,22668000,23805000,30417000,32560000,46387000,52691000,58893000,59770000,58439000,70909000,94159000,111086000,104956000,159475000,160878000,168429000,,192953000,184394000,195971000,195017000,190982000,195653000,209781000,220922000,237886000,227691000,252546000,264384000,283541000,313004000,326859000,337731000,317705000,317171000,322774000,328993000,333084000,323143000,326048000,334129000,337487000,356390000,378207000
BalanceTotalAssets_yy,,,,,104.64,121.34,93.62,83.57,25.98,34.58,59.88,85.86,79.60,124.90,70.86,51.62,-100.00,20.99,14.62,16.35,,-1.02,6.11,7.05,13.28,24.56,16.37,20.39,19.67,19.19,37.47,29.43,27.74,12.05,1.33,-1.25,-2.59,4.84,1.88,1.01,1.56,1.32,10.29,16.00
BalanceTotalAssets_sy,,,,,29.93,12.78,16.44,5.40,7.68,-4.43,-6.13,-1.06,5.29,4.86,13.76,14.23,6.70,4.08,5.23,3.82,,-1.44,-1.72,1.59,-1.69,-3.62,-1.78,-5.12,-1.50,-0.60,0.02,-0.81,3.99,1.32,1.33,4.11,2.45,6.36,8.77,1.92,3.85,2.38,3.15,2.70
BalanceTotalAssets_qq,,5.02,27.78,7.05,42.47,13.59,11.77,1.49,-2.23,21.34,32.79,17.98,-5.52,51.94,0.88,4.69,-100.00,,-4.44,6.28,-0.49,-2.07,2.45,7.22,5.31,7.68,-4.29,10.92,4.69,7.25,10.39,4.43,3.33,-5.93,-0.17,1.77,1.93,1.24,-2.98,0.90,2.48,1.01,5.60,6.12
BalanceTotalAssets_sq,,-8.45,6.66,4.80,-50.19,0.46,1.82,0.28,-51.12,-4.91,0.75,6.95,-100.00,-6.39,0.14,4.72,-100.00,,0.39,3.14,-1.26,-6.78,1.26,4.60,-0.28,-4.10,1.50,2.23,-0.38,-1.66,2.40,4.43,0.13,-4.01,5.63,2.59,-0.51,-4.37,1.45,3.47,0.07,-2.76,4.83,1.36
BalanceCapital,17329000,18093000,19009000,20394000,33988000,35416000,36407000,38236000,39690000,41860000,67629000,69047000,71238000,109043000,110285000,98015000,,117570000,118966000,119490000,121277000,119461000,121175000,123695000,141408000,143702000,146531000,149580000,152722000,151065000,158017000,160416000,164889000,159954000,163025000,164020000,165776000,166359000,168244000,168118000,171968000,173987000,175602000,176310000
BalanceCapital_yy,,,,,96.13,95.74,91.53,87.49,16.78,18.20,85.76,80.58,79.49,160.49,63.07,41.95,-100.00,7.82,7.87,21.91,,1.61,1.86,3.52,16.60,20.29,20.93,20.93,8.00,5.12,7.84,7.24,7.97,5.88,3.17,2.25,0.54,4.00,3.20,2.50,3.74,4.59,4.37,4.87
BalanceCapital_sy,,,,,73.55,5.88,4.14,3.35,4.87,7.61,8.30,5.45,5.44,6.44,9.76,14.97,5.17,2.57,6.13,3.28,,1.52,2.60,4.64,4.39,2.87,2.53,0.05,0.01,0.94,0.06,1.82,0.90,0.79,1.18,2.25,2.89,4.32,4.98,3.70,3.09,3.00,2.72,3.96
BalanceCapital_qq,,4.41,5.06,7.29,66.66,4.20,2.80,5.02,3.80,5.47,61.56,2.10,3.17,53.07,1.14,-11.13,-100.00,,1.19,0.44,1.50,-1.50,1.43,2.08,14.32,1.62,1.97,2.08,2.10,-1.08,4.60,1.52,2.79,-2.99,1.92,0.61,1.07,0.35,1.13,-0.07,2.29,1.17,0.93,0.40
BalanceCapital_sq,,4.41,2.94,1.46,-51.98,1.91,1.33,-0.08,-50.31,0.59,0.18,0.30,-49.20,1.73,0.06,3.31,-100.00,,0.85,-1.91,3.02,0.62,1.49,0.64,2.02,-0.43,1.10,-1.47,2.50,-1.08,0.88,0.21,1.89,-0.46,1.79,0.24,2.90,0.19,1.69,-1.60,3.66,-1.97,0.93,0.39
BalanceShareCapital,12803000,12803000,12803000,12803000,18377000,18378000,18378000,18378000,18378000,18378000,18378000,23378000,23378000,23378000,23378000,23378000,,23378000,23378000,23378000,23378000,23378000,23378000,23378000,23378000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000,26774000
BalanceShareCapital_yy,,,,,43.54,43.54,43.54,43.54,0.01,,,27.21,27.21,27.21,27.21,,-100.00,,,,,,,,,14.53,14.53,14.53,14.53,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,10.00,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
