,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeBeforeTaxProfit_sq,,6.32,26.58,-17.84,-6.32,134.57,2.57,-12.84,39.07,-24.77,-27.56,31.89,-17.74,10.58,-52.70,-250.92,70.64,,3.12,87.32,-21.56,2.31,-17.34,23.06,-8.26,-15.66,-47.13,18.82,29.57,-27.21,59.54,12.68,-38.01,0.32,28.20,4.59,-34.46,64.96,31.20,13.54,-2.98,32.55,74.34,-9.46,-55.36,43.69,-14.44,40.41,-25.99,18.02,-25.58
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,994000,11323000,1442000,2979000,3094000,5999000,4808000,8269000,5905000,15270000,6487000,8253000,-18310000,21466000,9406000,4113000,7909000,7841000,-21000,7114000,10849000,8450000,8835000,10126000,14998000,11109000,9343000,11042000,16825000,15027000,13343000,13976000,18388000,16880000,15851000,15181000,20679000,11563000,3850000,5668000,-218000,-790000,-993000,-16258000,-146002000,-18069000,-26375000,-5575000,-8523000,-6452000,-1185000
IncomeNetProfit_yy,,,,,211.27,-47.02,233.43,177.58,90.85,154.54,34.92,-0.19,-410.08,40.58,45.00,-50.16,143.19,-0.86,,,,7.77,42171.43,42.34,38.24,31.47,5.75,9.05,12.18,35.27,42.81,26.57,9.29,12.33,18.80,8.62,12.46,-31.50,-75.71,-62.66,-101.05,-106.83,-125.79,-386.84,-66873.39,-2187.22,-2556.09,65.71,94.16,64.29,95.51
IncomeNetProfit_sy,,,,,-20.84,90.56,1.11,68.95,100.09,29.73,-17.50,5.45,-15.31,50.13,-44.03,-152.74,-35.11,55.70,,,,71.54,-0.23,-2.62,36.63,-24.14,0.17,-20.89,-27.57,-22.78,51.20,50.55,22.92,18.34,6.84,6.53,6.47,-12.53,-3.82,12.36,0.66,14.68,36.74,12.40,13.33,40.99,8.45,9.12,20.56,12.43,29.49
IncomeNetProfit_qq,,1039.13,-87.26,106.59,3.86,93.89,-19.85,71.98,-28.59,158.59,-57.52,27.22,-321.86,217.24,-56.18,-56.27,92.29,,-100.27,33976.19,52.50,-22.11,4.56,14.61,48.11,-25.93,-15.90,18.18,52.37,-10.69,-11.21,4.74,31.57,-8.20,-6.10,-4.23,36.22,-44.08,-66.70,47.22,-103.85,-262.39,-25.70,-1537.26,-798.03,87.62,-45.97,78.86,-52.88,24.30,81.63
IncomeNetProfit_sq,,-14.18,15.16,-44.88,-12.74,125.19,2.63,-8.74,16.38,-32.44,-28.42,33.17,-20.79,4.48,-34.99,-261.36,63.16,,18.30,52.95,-13.40,5.24,-23.06,24.25,-5.18,-12.14,-44.77,18.18,24.74,-25.16,59.34,1.94,-40.89,-7.94,45.56,4.54,-18.41,27.76,32.07,15.08,-43.90,52.22,96.23,-6.85,-34.98,37.55,-21.42,41.93,-29.52,27.89,-20.90
IncomeShareholderNetProfit,530000,10887000,1462000,2999000,3214000,5656000,5039000,8115000,5001000,13793000,6517000,8479000,-18420000,21682000,9580000,5690000,8378000,8020000,57000,7267000,10944000,8505000,8780000,10126000,14998000,11109000,9343000,11042000,16825000,15027000,13343000,13867000,19371000,17322000,15849000,15455000,21296000,11917000,4354000,6239000,722000,382000,-174000,-15471000,-144490000,-17601000,-25888000,-5483000,-7420000,-6313000,-1048000
IncomeShareholderNetProfit_yy,,,,,506.42,-48.05,244.66,170.59,55.60,143.86,29.33,4.49,-468.33,57.20,47.00,-32.89,145.48,-4.27,,,,6.05,15303.51,39.34,37.04,30.62,6.41,9.05,12.18,35.27,42.81,25.58,15.13,15.27,18.78,11.45,9.94,-31.20,-72.53,-59.63,-96.61,-96.79,-104.00,-347.97,-20112.47,-4707.59,-14778.16,64.56,94.86,64.13,95.95
IncomeShareholderNetProfit_sy,,,,,-18.41,54.56,29.60,68.95,101.07,29.73,0.14,7.30,-16.92,53.61,-44.03,-151.57,-34.88,58.15,,,,46.46,5.38,-2.58,36.43,-27.81,-11.23,-20.82,-26.80,-23.78,51.20,48.83,15.13,18.36,6.08,2.78,5.34,-12.57,-3.02,23.33,6.05,9.51,36.74,12.40,13.33,41.01,7.36,9.12,21.49,12.43,29.49
IncomeShareholderNetProfit_qq,,1954.15,-86.57,105.13,7.17,75.98,-10.91,61.04,-38.37,175.80,-52.75,30.11,-317.24,217.71,-55.82,-40.61,47.24,,-99.29,12649.12,50.60,-22.29,3.23,15.33,48.11,-25.93,-15.90,18.18,52.37,-10.69,-11.21,3.93,39.69,-10.58,-8.50,-2.49,37.79,-44.04,-63.46,43.29,-88.43,-47.09,-145.55,-8791.38,-833.94,87.82,-47.08,78.82,-35.33,14.92,83.40
IncomeShareholderNetProfit_sq,,19.86,12.28,-43.53,-13.26,124.88,2.63,-5.62,18.77,-32.44,-21.93,34.62,-20.79,5.74,-35.82,-249.25,47.07,,18.30,66.58,-13.40,3.47,-23.52,25.32,-5.93,-19.61,-45.90,18.18,25.48,-30.70,59.33,7.72,-41.78,-8.52,45.56,5.19,-19.60,27.76,32.07,15.45,-34.79,55.37,91.05,-6.85,-36.14,35.69,-18.72,41.93,-34.04,23.20,-22.37
BalanceNoncurrentAssets,52550000,51638000,,49814000,52654000,,,99232000,109509000,109701000,,117433000,128011000,131355000,,157925000,157057000,154395000,151761000,,149205000,146789000,147434000,,144496000,142092000,139745000,139755000,137929000,135961000,138704000,141494000,148534000,169309000,190056000,200886000,203398000,204933000,222018000,219500000,218241000,215158000,214082000,211724000,192789000,189458000,186947000,184501000,177914000,176082000,173946000
BalanceNoncurrentAssets_yy,,,,,0.20,-100.00,,99.21,107.98,,,18.34,16.90,19.74,,34.48,22.69,-1.69,,,,-4.93,-2.85,,-3.16,-3.20,-5.22,,-4.54,-4.31,-0.74,1.24,7.69,24.53,37.02,41.97,36.94,21.04,16.82,9.27,7.30,4.99,-3.57,-3.54,-11.66,-11.94,-12.68,-12.86,-7.72,-7.06,-6.95
BalanceNoncurrentAssets_sy,,,,,7.97,14.38,,29.31,44.50,,,48.99,43.28,71.29,,39.58,24.67,-1.63,,,,7.37,5.14,,8.76,7.78,5.35,,-0.82,-1.19,-1.32,-1.87,0.59,-0.06,-3.12,0.92,2.22,1.70,4.94,3.21,7.30,5.74,4.72,5.26,2.70,1.08,0.39,1.56,2.25,0.48,0.48
BalanceNoncurrentAssets_qq,,-1.74,-100.00,,5.70,-100.00,,,10.36,0.18,-100.00,,9.01,2.61,-100.00,,-0.55,,-1.71,-100.00,,-1.62,0.44,-100.00,,-1.66,-1.65,0.01,-1.31,-1.43,2.02,2.01,4.98,13.99,12.25,5.70,1.25,0.75,8.34,-1.13,-0.57,-1.41,-0.50,-1.10,-8.94,-1.73,-1.33,-1.31,-3.57,-1.03,-1.21
BalanceNoncurrentAssets_sq,,0.26,-50.37,,0.41,1.63,,,4.65,2.40,-100.00,,4.63,4.74,-100.00,,0.31,,0.04,-100.00,,-0.30,2.08,-100.00,,-1.22,-0.88,-0.90,-1.01,-0.59,0.34,-0.70,-0.32,-0.22,0.66,1.30,0.52,0.56,0.72,1.65,2.00,0.96,0.76,-0.28,-0.34,-0.62,0.20,-0.66,-0.03,-0.13,0.62
BalanceIntangibleAssets,10527000,9760000,,8218000,7468000,,,27387000,28014000,24847000,,20937000,20442000,20796000,,22306000,21784000,21024000,20543000,,19360000,18768000,18088000,,17063000,16572000,16059000,15617000,16013000,15627000,16858000,16953000,16919000,20636000,21150000,21363000,21571000,22048000,29659000,29716000,29963000,29784000,29781000,29446000,13325000,12346000,12738000,12573000,10085000,9824000,9595000
BalanceIntangibleAssets_yy,,,,,-29.06,-100.00,,233.26,275.12,,,-23.55,-27.03,-16.30,,6.54,6.56,-3.49,,,,-10.73,-11.95,,-11.86,-11.70,-11.22,,-6.15,-5.70,4.98,8.55,5.66,32.05,25.46,26.01,27.50,6.84,40.23,39.10,38.90,35.09,0.41,-0.91,-55.53,-58.55,-57.23,-57.30,-24.32,-20.43,-24.67
BalanceIntangibleAssets_sy,,,,,9.83,-28.00,,45.26,279.82,,,32.82,11.44,50.36,,7.51,6.56,-0.28,,,,-0.07,-0.07,,-0.82,-1.58,-1.34,,-0.99,-0.72,-1.16,-2.43,-1.84,-2.28,-0.10,-0.07,0.08,0.63,2.14,0.49,3.20,4.00,2.10,2.32,-0.06,-0.18,-0.87,-0.04,0.15,0.01,0.28
BalanceIntangibleAssets_qq,,-7.29,-100.00,,-9.13,-100.00,,,2.29,-11.31,-100.00,,-2.36,1.73,-100.00,,-2.34,,-2.29,-100.00,,-3.06,-3.62,-100.00,,-2.88,-3.10,-2.75,2.54,-2.41,7.88,0.56,-0.20,21.97,2.49,1.01,0.97,2.21,34.52,0.19,0.83,-0.60,-0.01,-1.12,-54.75,-7.35,3.18,-1.30,-19.79,-2.59,-2.33
BalanceIntangibleAssets_sq,,-7.29,-23.08,,-8.19,-12.85,,,0.03,-3.87,-100.00,,-1.27,-1.39,-100.00,,-0.23,,-0.85,-100.00,,-0.32,-0.90,-100.00,,-1.56,-0.07,-1.52,-0.23,-0.63,-0.53,-0.67,-0.56,-0.78,1.44,-0.02,-0.07,-0.08,1.34,,1.34,-0.28,-0.03,-0.10,-0.08,-0.15,-0.03,0.01,0.47,-0.24,-0.15
BalanceProperty,41680000,41344000,,40999000,44254000,,,70679000,80298000,84000000,,94921000,104518000,109611000,,134851000,134843000,132450000,130600000,,127900000,126239000,124471000,,123062000,121087000,119260000,117495000,115589000,114459000,116526000,119830000,128077000,145104000,165336000,175887000,177986000,178838000,188430000,185988000,184758000,182055000,180833000,178730000,176610000,174774000,171943000,169675000,167208000,165648000,163813000
BalanceProperty_yy,,,,,6.18,-100.00,,72.39,81.45,,,34.30,30.16,30.49,,42.07,29.01,-1.77,,,,-4.69,-4.69,,-3.78,-4.08,-4.19,,-6.07,-5.47,-2.29,1.99,10.80,26.77,41.89,46.78,38.97,23.25,13.97,5.74,3.80,1.80,-4.03,-3.90,-4.41,-4.00,-4.92,-5.07,-5.32,-5.22,-4.73
BalanceProperty_sy,,,,,11.42,15.05,,26.05,37.90,,,45.40,48.35,52.14,,42.07,28.28,-1.77,,,,3.64,10.23,,1.06,4.23,2.56,,-3.84,-3.98,-4.37,-3.48,-2.89,-1.77,-0.54,1.16,2.94,4.83,4.53,6.00,5.34,3.10,1.82,1.40,2.26,2.82,1.26,1.38,3.29,3.80,2.18
BalanceProperty_qq,,-0.81,-100.00,,7.94,-100.00,,,13.61,4.61,-100.00,,10.11,4.87,-100.00,,-0.01,,-1.40,-100.00,,-1.30,-1.40,-100.00,,-1.60,-1.51,-1.48,-1.62,-0.98,1.81,2.84,6.88,13.29,13.94,6.38,1.19,0.48,5.36,-1.30,-0.66,-1.46,-0.67,-1.16,-1.19,-1.04,-1.62,-1.32,-1.45,-0.93,-1.11
BalanceProperty_sq,,2.01,-51.14,,0.82,3.19,,,7.57,4.39,-100.00,,1.77,4.87,-100.00,,-0.16,,-0.10,-100.00,,-0.26,2.00,-100.00,,-0.96,-0.98,-1.71,-1.01,-0.90,-0.80,-0.63,-0.23,-0.32,1.36,0.84,0.31,0.36,0.76,1.06,1.38,-0.08,-0.23,-0.63,-0.09,-0.85,-0.67,0.06,-0.38,-0.08,0.23
BalanceNoncurrentReceivables,,0,,0,0,,,678000,827000,796000,,1042000,1057000,939000,,755000,415000,921000,617000,,665000,665000,658000,,535000,550000,742000,763000,643000,643000,923000,954000,921000,937000,960000,934000,900000,916000,884000,754000,728000,692000,874000,887000,950000,515000,423000,365000,297000,286000,214000
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,53.69,27.81,17.96,,-27.54,-60.74,121.93,,,,-27.80,6.65,,-19.55,-17.29,12.77,,20.19,16.91,24.39,25.03,43.23,45.72,4.01,-2.10,-2.28,-2.24,-7.92,-19.27,-19.11,-24.45,-1.13,17.64,30.49,-25.58,-51.60,-58.85,-68.74,-44.47,-49.41
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,117.30,27.81,54.19,,-0.71,3.64,1.75,,,,-5.99,-1.47,,17.64,0.87,24.08,,17.55,10.18,0.58,0.22,-0.08,2.15,,-0.98,-9.66,-8.43,-7.94,-11.96,-4.21,-1.57,-0.79,-1.59,5.80,,-0.58,3.55,1.09,-4.02,1.75
BalanceNoncurrentReceivables_qq,,,,,,,,,21.98,-3.75,-100.00,,1.44,-11.16,-100.00,,-45.03,,-33.01,-100.00,,,-1.05,-100.00,,2.80,34.91,2.83,-15.73,,43.55,3.36,-3.46,1.74,2.45,-2.71,-3.64,1.78,-3.49,-14.71,-3.45,-4.95,26.30,1.49,7.10,-45.79,-17.86,-13.71,-18.63,-3.70,-25.17
BalanceNoncurrentReceivables_sq,,,,,,,,,13.69,-3.75,-100.00,,,0.25,-100.00,,-0.72,,-1.89,-100.00,,,,-100.00,,-2.79,2.74,-3.20,-0.93,,,,-2.90,,-0.47,1.10,-0.82,-0.66,-0.79,,-3.40,-0.14,-1.44,-0.80,-1.18,,-0.29,,-4.06,-0.86,6.46
BalanceNoncurrInvestments,74000,74000,,74000,74000,,,7000,7000,7000,,7000,7000,7000,,7000,7000,,0,,0,0,3077000,,3291000,3293000,3325000,5880000,5617000,5231000,4396000,3756000,2612000,2632000,2608000,2661000,2830000,3016000,2888000,2829000,2757000,2609000,2566000,2531000,324000,324000,324000,324000,324000,324000,324000
BalanceNoncurrInvestments_yy,,,,,,-100.00,,-90.54,-90.54,,,,,,,,,-100.00,,,,,,,,,8.06,,70.68,58.85,32.21,-36.12,-53.50,-49.68,-40.67,-29.15,8.35,14.59,10.74,6.31,-2.58,-13.49,-11.15,-10.53,-88.25,-87.58,-87.37,-87.20,,,
BalanceNoncurrInvestments_sy,,,,,,-37.15,,-4.47,-6.91,,,,,,,,,-9.90,,,,,,,,,-1.59,,,,,-1.00,-3.65,-18.04,-15.16,-11.26,16.44,19.04,10.83,10.40,2.42,-0.64,7.60,2.13,3.56,,-6.89,,,,
BalanceNoncurrInvestments_qq,,,-100.00,,,-100.00,,,,,-100.00,,,,-100.00,,,,,,,,,-100.00,,0.06,0.97,76.84,-4.47,-6.87,-15.96,-14.56,-30.46,0.77,-0.91,2.03,6.35,6.57,-4.24,-2.04,-2.55,-5.37,-1.65,-1.36,-87.20,,,,,,
BalanceNoncurrInvestments_sq,,,-93.44,,,-0.72,,,,,-100.00,,,,-100.00,,,,,,,,,-100.00,,,-1.79,,0.83,,-1.10,,-0.08,,,1.02,76.82,,-1.26,,0.25,,-1.65,-1.36,4.41,,,,,,
BalanceOtherNoncurrentAssets,269000,460000,,523000,858000,,,481000,363000,51000,,526000,1987000,2000,,6000,8000,0,1000,,1280000,1117000,1140000,,545000,590000,359000,0,67000,1000,1000,1000,5000,,2000,41000,111000,115000,157000,213000,35000,18000,28000,130000,1580000,1499000,1519000,1564000,,,
BalanceOtherNoncurrentAssets_yy,,,,,218.96,-100.00,,-8.03,-57.69,,,9.36,447.38,-96.08,,-98.86,-99.60,-100.00,,,,,113900.00,,-57.42,-47.18,-68.51,,-87.71,-99.83,-99.72,,-92.54,-100.00,100.00,4000.00,2120.00,,7750.00,419.51,-68.47,-84.35,-82.17,-38.97,4414.29,8227.78,5325.00,1103.08,-100.00,-100.00,-100.00
BalanceOtherNoncurrentAssets_sy,,,,,-6.43,-23.96,,85.85,23.64,,,54.67,108.62,21.43,,60.20,29.45,5.06,,,,,1.58,,15.87,16.22,20.46,,1.30,6.28,9.98,,8.87,15.81,16.16,24.77,8.22,,2.68,-2.40,-3.68,-3.86,-5.49,3.68,2.52,1.73,-7.79,-15.82,-3.16,-8.60,-8.68
BalanceOtherNoncurrentAssets_qq,,71.00,-100.00,,64.05,-100.00,,,-24.53,-85.95,-100.00,,277.76,-99.90,-100.00,,33.33,,,-100.00,,-12.73,2.06,-100.00,,8.26,-39.15,-100.00,,-98.51,,,400.00,-100.00,,1950.00,170.73,3.60,36.52,35.67,-83.57,-48.57,55.56,364.29,1115.38,-5.13,1.33,2.96,-100.00,,
BalanceOtherNoncurrentAssets_sq,,-22.72,-69.13,,25.74,,,,-16.48,-1.40,-100.00,,9.04,-1.35,-100.00,,-2.68,,,-100.00,,-4.12,-7.12,-100.00,,-1.82,0.31,,,-0.17,,,4.72,1.77,,0.63,-2.23,1.67,1.21,-0.26,-0.48,-1.61,2.71,1.27,-5.08,0.80,-2.25,-3.10,-6.21,,
BalanceCurrentAssets,298512000,274880000,,270862000,333356000,,,306407000,391373000,505210000,,455465000,548416000,378312000,,299970000,409847000,343663000,376363000,,435822000,463777000,462252000,,632596000,546052000,655484000,687117000,763109000,783692000,749700000,929591000,1005706000,1015454000,873787000,1054003000,1258416000,1023186000,1022552000,1113896000,1142946000,1082969000,791155000,706836000,642745000,552677000,521038000,491616000,452891000,448085000,444656000
BalanceCurrentAssets_yy,,,,,11.67,-100.00,,13.12,17.40,,,48.65,40.13,-25.12,,-34.14,-25.27,-16.15,,,,34.95,22.82,,45.15,17.74,41.80,,20.63,43.52,14.37,35.29,31.79,29.57,16.55,13.38,25.13,0.76,17.03,5.68,-9.18,5.84,-22.63,-36.54,-43.76,-48.97,-34.14,-30.45,-29.54,-18.92,-14.66
BalanceCurrentAssets_sy,,,,,11.96,14.10,,35.84,47.68,,,28.13,16.97,20.76,,11.09,-2.80,4.81,,,,31.52,17.48,,12.75,5.18,0.15,,-5.25,0.58,5.73,2.46,2.22,5.93,5.73,9.24,9.74,8.87,7.08,1.64,-1.12,-1.44,1.36,0.10,11.49,11.50,12.57,8.22,8.91,13.58,11.17
BalanceCurrentAssets_qq,,-7.92,-100.00,,23.07,-100.00,,,27.73,29.09,-100.00,,20.41,-31.02,-100.00,,36.63,,9.52,-100.00,,6.41,-0.33,-100.00,,-13.68,20.04,4.83,11.06,2.70,-4.34,24.00,8.19,0.97,-13.95,20.62,19.39,-18.69,-0.06,8.93,2.61,-5.25,-26.95,-10.66,-9.07,-14.01,-5.72,-5.65,-7.88,-1.06,-0.77
BalanceCurrentAssets_sq,,0.40,-49.55,,1.82,9.67,,,16.70,5.50,-100.00,,6.53,7.18,-100.00,,-3.25,,9.52,-100.00,,6.41,-1.31,-100.00,,-0.55,-2.36,-1.63,-7.38,-2.18,3.47,-1.24,-4.10,8.10,4.41,0.86,-4.35,4.54,1.52,0.43,-7.40,2.86,4.28,3.00,0.86,4.22,2.70,2.43,3.14,2.62,1.21
BalanceInventory,143476000,104396000,,112108000,147246000,,,140718000,198453000,240902000,,173861000,315740000,185951000,,138396000,208372000,175566000,195328000,,190930000,222504000,230696000,,297541000,253849000,327031000,326998000,315808000,343315000,309516000,387143000,369599000,461973000,425534000,420426000,551322000,453503000,524056000,518960000,460235000,576093000,436216000,310319000,178652000,169011000,161277000,175483000,135348000,168049000,152920000
BalanceInventory_yy,,,,,2.63,-100.00,,25.52,34.78,,,23.55,59.10,-22.81,,-20.40,-34.01,-15.74,,,,26.74,18.11,,55.84,14.09,41.76,,6.14,35.24,-5.36,18.39,17.03,34.56,37.48,8.60,49.17,-1.83,23.15,23.44,-16.52,27.03,-16.76,-40.20,-61.18,-70.66,-63.03,-43.45,-24.24,-0.57,-5.18
BalanceInventory_sy,,,,,12.39,42.30,,21.92,44.29,,,41.21,37.97,27.48,,0.08,-4.56,1.56,,,,27.96,18.11,,10.34,1.83,-2.29,,-1.82,-0.66,-1.20,1.70,5.75,7.67,11.58,13.14,18.44,6.48,1.92,0.32,-7.08,-0.46,0.44,-1.16,13.49,7.83,12.66,4.54,8.59,15.54,9.21
BalanceInventory_qq,,-27.24,-100.00,,31.34,-100.00,,,41.03,21.39,-100.00,,81.60,-41.11,-100.00,,50.56,,11.26,-100.00,,16.54,3.68,-100.00,,-14.68,28.83,-0.01,-3.42,8.71,-9.84,25.08,-4.53,24.99,-7.89,-1.20,31.13,-17.74,15.56,-0.97,-11.32,25.17,-24.28,-28.86,-42.43,-5.40,-4.58,8.81,-22.87,24.16,-9.00
BalanceInventory_sq,,-9.63,-48.23,,10.03,3.54,,,6.34,12.22,-100.00,,15.81,-0.14,-100.00,,-0.14,,5.63,-100.00,,10.10,-2.77,-100.00,,1.29,-1.40,-3.74,-4.93,3.86,-5.58,2.86,-1.51,5.11,2.94,4.29,0.14,2.28,0.96,-2.02,-6.84,3.40,1.00,0.81,4.02,3.09,3.39,4.72,3.27,3.74,0.48
BalanceCurrentReceivables,152217000,155899000,,150405000,172648000,,,155346000,175743000,257083000,,272714000,223670000,173639000,,141079000,191097000,158066000,175020000,,237064000,230280000,220109000,,326861000,275322000,323712000,336858000,439432000,406984000,426089000,515355000,593834000,539932000,431111000,542769000,592567000,500764000,453399000,562579000,643926000,439303000,281200000,332758000,310530000,209292000,220575000,231050000,231829000,202601000,219944000
BalanceCurrentReceivables_yy,,,,,13.42,-100.00,,3.29,1.79,,,75.55,27.27,-32.46,,-48.27,-14.56,-17.28,,,,45.69,25.76,,37.88,19.56,47.07,,34.44,47.82,31.63,52.99,35.14,32.67,1.18,5.32,-0.21,-7.25,5.17,3.65,8.67,-12.27,-37.98,-40.85,-51.78,-52.36,-21.56,-30.57,-25.34,-3.20,-0.29
BalanceCurrentReceivables_sy,,,,,18.53,21.69,,37.37,44.17,,,17.93,6.58,18.91,,1.38,-4.87,12.42,,,,35.08,18.88,,12.04,5.56,-1.86,,-9.68,-3.75,9.00,4.06,2.32,9.80,2.99,0.68,1.46,11.49,8.88,3.66,-2.36,-9.64,-3.00,-1.03,13.44,12.50,0.80,6.93,13.20,7.98,11.60
BalanceCurrentReceivables_qq,,2.42,-100.00,,14.79,-100.00,,,13.13,46.28,-100.00,,-17.98,-22.37,-100.00,,35.45,,10.73,-100.00,,-2.86,-4.42,-100.00,,-15.77,17.58,4.06,30.45,-7.38,4.69,20.95,15.23,-9.08,-20.15,25.90,9.17,-15.49,-9.46,24.08,14.46,-31.78,-35.99,18.33,-6.68,-32.60,5.39,4.75,0.34,-12.61,8.56
BalanceCurrentReceivables_sq,,7.31,-56.69,,4.29,7.04,,,1.63,1.73,-100.00,,13.19,8.78,-100.00,,1.35,,10.73,-100.00,,10.82,-4.24,-100.00,,-3.08,-3.20,1.95,-9.64,0.52,9.49,0.27,-7.51,6.33,3.24,5.74,-7.52,8.18,3.28,-0.30,-14.17,5.31,8.04,2.60,-6.25,8.15,0.95,8.38,-3.15,7.82,0.11
BalanceCurrentInvestments,,0,,257000,,,,10000,0,123000,,,1902000,3935000,,,,88000,35000,,54000,2000,100000,,0,0,62000,,195000,104000,579000,,4538000,113000,210000,,204000,208000,232000,200000,722000,1489000,1843000,1859000,1006000,216000,272000,308000,216000,216000,1000
BalanceCurrentInvestments_yy,,,,,,,,-96.11,,,,-100.00,,3099.19,,,-100.00,,,,,-97.73,185.71,,-100.00,-100.00,-38.00,,,,833.87,,2227.18,8.65,-63.73,,-95.50,84.07,10.48,,253.92,615.87,694.40,829.50,39.34,-85.49,-85.24,-83.43,-78.53,,-99.63
BalanceCurrentInvestments_sy,,,,,,,,-74.68,,,,26.66,,-22.60,,,-86.10,,,,,-100.00,-87.26,,-5.06,-97.70,-38.00,,,,57.90,,15.38,4.26,-3.42,,-70.53,9.66,,,,21.31,,-2.26,,-5.66,1.03,3.04,-32.12,,-67.74
BalanceCurrentInvestments_qq,,,,,-100.00,,,,-100.00,,-100.00,,,106.89,-100.00,,,,-60.23,-100.00,,-96.30,4900.00,-100.00,,,,-100.00,,-46.67,456.73,-100.00,,-97.51,85.84,-100.00,,1.96,11.54,-13.79,261.00,106.23,23.77,0.87,-45.88,-78.53,25.93,13.24,-29.87,,-99.54
BalanceCurrentInvestments_sq,,,,,-19.22,,,,-25.00,,-100.00,,,-4.36,-100.00,,,,-88.26,-100.00,,-96.30,-1.98,-100.00,,,,-80.02,,15.38,3.07,-3.22,,-9.49,0.78,,,-2.04,-2.08,-1.06,-4.70,-5.56,0.01,,-0.10,-19.61,10.71,1.08,-13.08,,-26.65
BalanceCash,2819000,14585000,,7512000,13216000,,,7787000,17177000,7102000,,8890000,7104000,14787000,,20495000,10378000,9943000,5980000,,7774000,10991000,11347000,,8194000,16881000,4679000,23261000,7674000,33289000,13516000,27093000,37735000,13436000,16932000,90808000,114323000,68711000,44865000,32157000,38063000,66084000,71896000,61900000,152557000,174158000,138914000,84775000,85498000,77219000,71791000
BalanceCash_yy,,,,,368.82,-100.00,,3.66,29.97,,,14.16,-58.64,108.21,,130.54,46.09,-4.19,,,,10.54,89.75,,5.40,53.59,-58.76,,-6.35,97.20,188.87,16.47,391.73,-59.64,25.27,235.17,202.96,411.39,164.97,-64.59,-66.71,-3.82,60.25,92.49,300.80,163.54,93.22,36.95,-43.96,-55.66,-48.32
BalanceCash_sy,,,,,-16.86,-42.44,,64.94,80.02,,,-13.21,14.01,12.42,,13.48,-10.38,-5.04,,,,10.54,-22.56,,7.69,39.29,37.14,,4.72,-2.22,22.26,6.70,19.18,2.40,-0.96,13.94,39.20,41.56,7.61,3.15,25.21,17.68,38.32,30.02,1.02,13.44,12.30,27.21,20.04,32.46,16.56
BalanceCash_qq,,417.38,-100.00,,75.93,-100.00,,,120.59,-58.65,-100.00,,-20.09,108.15,-100.00,,-49.36,,-39.86,-100.00,,41.38,3.24,-100.00,,106.02,-72.28,397.14,-67.01,333.79,-59.40,100.45,39.28,-64.39,26.02,436.31,25.90,-39.90,-34.70,-28.32,18.37,73.62,8.79,-13.90,146.46,14.16,-20.24,-38.97,0.85,-9.68,-7.03
BalanceCash_sq,,45.20,-85.52,,-25.17,-30.95,,,-42.22,-17.58,-100.00,,40.43,-14.40,-100.00,,-14.44,,21.83,-100.00,,-11.35,-3.13,-100.00,,5.13,6.82,-21.36,-14.44,0.18,30.26,6.53,-7.78,3.06,25.23,5.76,16.89,3.92,-2.38,0.42,12.30,1.37,8.79,-12.46,39.34,-18.65,16.04,18.69,0.85,-6.44,8.25
BalanceOtherCurrentAssets,,,,580000,246000,,,2546000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_yy,,,,,,,,338.97,-100.00,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sy,,,,,,,,7.25,-1.03,,,-6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_qq,,,,,-57.59,-100.00,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
