,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,1000,12900000,226000,343000,362000,690000,718000,776000,775000,6960000,12263000,23805000,55106000,54672000,52788000,55164000,54364000,60759000,61024000,60837000,62198000,63835000
BalanceReserve_yy,,,,,40123.11,-94.65,218.16,126.44,113.96,908.06,1607.01,2967.29,7014.42,685.51,330.47,131.73,-1.35,11.13,15.60,10.28,14.41,5.06
BalanceReserve_sy,,,,,3.61,4.07,8.70,8.70,2.20,10.27,12.22,10.93,10.58,2.51,2.67,8.31,6.10,4.81,3.78,1.29,2.16,3.31
BalanceReserve_qq,,1433195.31,-98.25,51.79,5.62,90.72,4.05,8.03,-0.20,798.57,76.19,94.12,131.49,-0.79,-3.45,4.50,-1.45,11.76,0.44,-0.31,2.24,2.63
BalanceReserve_sq,,1.36,,,,,,,,3.85,,0.01,,2.85,,0.27,,0.88,,,,3.33
BalanceNonshareCapital,209000,169000,158000,268000,323000,412000,468000,389000,350000,1163000,2993000,2608000,1353000,1482000,1520000,1260000,1282000,1288000,2411000,3042000,1363000,1358000
BalanceNonshareCapital_yy,,,,,54.64,144.09,196.65,45.13,8.45,182.25,540.15,570.90,286.95,27.42,-49.22,-51.69,-5.28,-13.09,58.62,141.43,6.32,5.43
BalanceNonshareCapital_sy,,,,,-9.17,19.55,4.45,27.19,8.39,19.18,8.84,10.87,10.22,0.39,-1.87,-0.06,-5.72,-15.73,5.39,6.38,4.73,4.46
BalanceNonshareCapital_qq,,-19.05,-6.63,69.93,20.41,27.77,13.47,-16.87,-10.02,232.53,157.37,-12.87,-48.11,9.50,2.56,-17.11,1.75,0.47,87.19,26.17,-55.19,-0.37
BalanceNonshareCapital_sq,,-3.32,-0.98,,-0.31,0.35,1.56,2.35,-4.04,2.04,0.53,4.80,,-0.52,0.32,-9.68,0.84,-0.08,2.65,8.95,,2.44
BalanceNoncurrentLiabilities,6022000,23322000,22167000,30812000,34879000,44503000,32923000,43114000,32950000,45733000,44247000,57345000,35978000,48412000,38221000,50898000,47747000,50026000,52003000,49251000,45212000,50775000
BalanceNoncurrentLiabilities_yy,,,,,479.17,90.82,48.52,39.93,-5.53,2.76,34.40,33.01,9.19,5.86,-13.62,-11.24,32.71,3.33,36.06,-3.24,-5.31,1.50
BalanceNoncurrentLiabilities_sy,,,,,-0.60,14.51,5.02,5.51,-4.96,1.45,12.97,14.81,25.16,27.05,13.61,9.81,11.40,1.65,7.06,0.42,6.62,8.91
BalanceNoncurrentLiabilities_qq,,287.26,-4.95,39.00,13.20,27.59,-26.02,30.96,-23.57,38.79,-3.25,29.60,-37.26,34.56,-21.05,33.17,-6.19,4.77,3.95,-5.29,-8.20,12.30
BalanceNoncurrentLiabilities_sq,,-0.56,-0.52,1.12,-0.40,-1.43,,-0.98,-0.79,2.42,-0.10,,-0.39,2.48,-1.49,-1.19,-1.11,-0.67,,-0.46,-0.67,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,2288000,14966000,14176000,22802000,27178000,26848000,25743000,26114000,25793000,29824000,34444000,21555000,26709000,17688000,16802000,23272000,20567000,22764000,22315000,21428000,17706000,22886000
BalanceNoncurrentBorrowings_yy,,,,,1087.93,79.40,81.60,14.53,-5.10,11.08,33.80,-17.46,3.55,-40.69,-51.22,7.97,-23.00,28.70,32.81,-7.92,-13.91,0.54
BalanceNoncurrentBorrowings_sy,,,,,14.73,-14.58,-9.99,-14.36,-15.13,,-14.68,-3.48,-5.38,-12.24,2.92,3.66,-9.38,-9.08,-21.92,-9.54,4.64,4.05
BalanceNoncurrentBorrowings_qq,,554.12,-5.28,60.85,19.19,-1.22,-4.11,1.44,-1.23,15.63,15.49,-37.42,23.91,-33.77,-5.01,38.51,-11.62,10.68,-1.97,-3.97,-17.37,29.26
BalanceNoncurrentBorrowings_sq,,-1.70,-1.30,1.69,-2.80,-2.94,-1.78,-8.18,-2.30,-0.26,-1.34,-3.29,-2.58,-1.65,-2.64,-5.00,-3.84,-4.06,-1.50,-4.11,-4.20,-1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,14395000,,9916000,5713000,9289000,8630000,8719000,10565000,8775000,8805000,9156000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,-35.47,,-12.07,84.93,-5.53,2.03,5.01
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,-5.70,,-9.94,-3.68,-3.97,-3.20,-2.80
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,-100.00,,-42.39,62.59,-7.09,1.03,21.17,-16.94,0.34,3.99
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,-6.09,,-4.04,-4.26,-7.15,-0.08,-4.84,-4.48,-3.62,-3.41
BalanceNoncurrentOtherLiabilities,3734000,8356000,7991000,8010000,7700000,17655000,7180000,17000000,7157000,15909000,9803000,21395000,9269000,20808000,15706000,18337000,18550000,18543000,19123000,19048000,18701000,18733000
BalanceNoncurrentOtherLiabilities_yy,,,,,106.20,111.29,-10.16,112.23,-7.05,-9.89,36.54,25.85,29.50,30.80,60.21,-14.29,100.13,-10.89,21.76,3.88,0.81,1.02
BalanceNoncurrentOtherLiabilities_sy,,,,,1.17,12.81,0.14,9.15,1.66,1.49,4.49,15.80,17.82,2.48,3.02,8.04,8.16,,10.26,0.91,0.53,2.48
BalanceNoncurrentOtherLiabilities_qq,,123.77,-4.37,0.24,-3.87,129.28,-59.33,136.78,-57.90,122.27,-38.38,118.25,-56.68,124.49,-24.52,16.75,1.16,-0.04,3.13,-0.39,-1.82,0.17
BalanceNoncurrentOtherLiabilities_sq,,-0.85,-1.36,0.27,0.10,1.26,,0.26,-0.06,3.24,-0.20,0.65,-0.02,1.12,-0.32,2.20,,-1.06,0.55,1.38,0.37,0.22
BalanceCurrentLiabilities,1430000,20708000,21029000,29561000,31421000,22005000,32684000,22161000,33042000,29082000,43112000,48815000,46130000,32057000,49728000,32741000,36486000,41505000,44549000,51183000,53554000,51532000
BalanceCurrentLiabilities_yy,,,,,2097.61,6.26,55.42,-25.03,5.16,32.16,31.90,120.28,39.61,10.23,15.35,-32.93,-20.91,29.47,-10.41,56.33,46.78,24.16
BalanceCurrentLiabilities_sy,,,,,14.23,16.18,14.94,8.43,13.69,3.58,9.61,13.08,16.55,10.23,7.72,1.91,-1.16,6.45,4.70,14.90,21.56,24.10
BalanceCurrentLiabilities_qq,,1348.32,1.55,40.57,6.29,-29.97,48.53,-32.20,49.10,-11.98,48.24,13.23,-5.50,-30.51,55.12,-34.16,11.44,13.76,7.33,14.89,4.63,-3.78
BalanceCurrentLiabilities_sq,,11.55,-3.02,3.88,1.20,6.17,1.22,-3.05,3.61,0.14,1.38,3.82,-0.04,2.03,0.36,2.87,-1.46,7.69,0.85,6.43,-0.14,2.50
BalanceCurrentTradePayablesv,623000,2274000,2572000,7849000,9431000,8992000,8641000,7544000,9419000,10999000,10897000,21262000,15633000,15412000,17029000,15157000,16403000,18417000,22124000,22851000,23246000,23007000
BalanceCurrentTradePayablesv_yy,,,,,1414.04,295.48,235.96,-3.88,-0.13,22.32,26.10,181.82,65.98,40.13,56.28,-28.71,4.93,19.50,29.92,50.76,41.72,24.92
BalanceCurrentTradePayablesv_sy,,,,,10.21,18.32,16.90,12.69,4.22,1.81,13.17,11.52,18.78,22.89,17.14,18.92,11.36,5.96,8.43,11.78,5.71,14.86
BalanceCurrentTradePayablesv_qq,,265.01,13.13,205.17,20.15,-4.66,-3.90,-12.69,24.84,16.77,-0.93,95.13,-26.47,-1.41,10.49,-10.99,8.22,12.28,20.13,3.29,1.73,-1.03
BalanceCurrentTradePayablesv_sq,,3.18,-7.93,4.21,0.06,4.98,-0.46,3.82,1.31,-5.22,4.32,5.00,4.28,1.18,5.03,9.09,0.41,-0.28,-1.18,8.84,-3.08,5.22
BalanceCurrentBorrowings,439000,8033000,8230000,9906000,8348000,10368000,10868000,11566000,10875000,14501000,17578000,16494000,15792000,7874000,13392000,9630000,12026000,15075000,13633000,18851000,20949000,19982000
BalanceCurrentBorrowings_yy,,,,,1799.67,29.07,32.05,16.76,30.28,39.87,61.74,42.61,45.22,-45.70,-23.81,-41.62,-23.85,91.45,1.80,95.75,74.20,32.55
BalanceCurrentBorrowings_sy,,,,,20.23,29.07,21.10,-2.05,8.92,-26.40,-6.86,-0.40,-3.47,7.15,7.76,7.37,0.73,-3.59,16.25,14.46,15.32,20.92
BalanceCurrentBorrowings_qq,,1728.00,2.46,20.36,-15.73,24.20,4.83,6.42,-5.97,33.35,21.22,-6.17,-4.26,-50.14,70.08,-28.09,24.88,25.35,-9.57,38.27,11.13,-4.62
BalanceCurrentBorrowings_sq,,8.55,1.53,3.30,-3.50,4.31,-5.44,-10.98,2.54,-0.81,1.76,-6.82,0.24,3.58,-1.54,-3.16,0.67,2.96,2.05,-2.69,,0.60
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,7223000,,6581000,9259000,5417000,5829000,5250000,5207000,5879000,5625000,4727000
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,-25.00,,-20.22,-43.76,8.53,-3.50,-9.96
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,3.52,,-0.55,2.52,1.14,-2.82,-11.20
BalanceCurrentLeasing_qq,,,,,,,,,,,,,-100.00,,40.69,-41.49,7.61,-9.93,-0.82,12.91,-4.32,-15.96
BalanceCurrentLeasing_sq,,,,,,,,,,,,,-5.68,,-2.12,-0.24,0.58,1.22,-0.82,-2.91,-4.66,-4.34
BalanceCurrentOtherLiabilities,367000,1468000,1547000,3388000,3101000,2646000,3267000,3049000,3486000,3582000,4585000,3616000,4763000,876000,2501000,1209000,896000,1476000,2409000,2335000,2302000,2845000
BalanceCurrentOtherLiabilities_yy,,,,,743.74,80.20,111.21,-10.01,12.42,35.38,40.36,18.59,36.65,-75.55,-45.45,-66.57,-81.19,68.49,-3.68,93.13,156.92,92.75
BalanceCurrentOtherLiabilities_sy,,,,,1.00,11.38,19.13,8.20,21.12,11.48,1.60,18.59,19.82,10.04,0.76,10.14,5.13,22.54,17.59,13.40,18.50,23.94
BalanceCurrentOtherLiabilities_qq,,299.58,5.32,119.09,-8.49,-14.66,23.45,-6.65,14.32,2.77,27.99,-21.13,31.73,-81.61,185.50,-51.66,-25.89,64.73,63.21,-3.07,-1.41,23.59
BalanceCurrentOtherLiabilities_sq,,9.44,-3.18,8.47,4.86,7.72,-3.26,4.28,5.13,2.77,-1.48,6.16,0.30,2.63,-0.16,2.03,-1.75,9.23,-0.72,3.44,-0.82,7.86
BalanceReckoning,,8933000,8680000,8418000,10542000,0,9909000,1000,9263000,,10052000,220000,9942000,1314000,7547000,1328000,1332000,1287000,1176000,1267000,1432000,971000
BalanceReckoning_yy,,,,,,-100.00,14.15,-99.99,-12.14,,1.45,19181.33,7.33,,-24.92,503.64,-86.60,-2.05,-84.42,-4.59,7.51,-24.55
BalanceReckoning_sy,,,,,,3.25,-0.55,43.84,9.46,,6.30,16.85,-29.09,,-3.24,-15.94,-5.46,-8.34,-4.72,36.60,10.25,2.78
BalanceReckoning_qq,,,-2.83,-3.03,25.24,-100.00,,-99.99,811735.94,-100.00,,-97.81,4419.00,-86.78,474.35,-82.40,0.30,-3.38,-8.62,7.74,13.02,-32.19
BalanceReckoning_sq,,,,-9.86,-0.50,2.44,,9.76,0.41,-2.15,,-0.66,1.26,-1.22,-1.13,-8.93,0.81,-10.52,-1.89,3.33,-0.36,4.68
BalanceTotalEquityAndLiabilities,8209000,75058000,74284000,92051000,98849000,100488000,100305000,99974000,102407000,119123000,142575000,187849000,187147000,198330000,203934000,201541000,201257000,208741000,215199000,220373000,218529000,222038000
BalanceTotalEquityAndLiabilities_yy,,,,,1104.18,33.88,35.03,8.61,3.60,18.54,42.14,87.90,82.75,66.49,43.04,7.29,7.54,5.25,5.52,9.34,8.58,6.37
BalanceTotalEquityAndLiabilities_sy,,,,,6.16,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,7.19,4.97,7.77,7.37,2.92,6.59,7.08,9.93,11.96
BalanceTotalEquityAndLiabilities_qq,,814.36,-1.03,23.92,7.38,1.66,-0.18,-0.33,2.43,16.32,19.69,31.75,-0.37,5.98,2.83,-1.17,-0.14,3.72,3.09,2.40,-0.84,1.61
BalanceTotalEquityAndLiabilities_sq,,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.41,0.40,1.04,0.55,3.07,0.48,2.01,0.82,-0.08,1.95,3.53,0.54,0.06
CashflowOperatingCashflow,168000,3129000,197000,6974000,1017000,1019000,4335000,7432000,2138000,3180000,10252000,-5428000,-2133000,2236000,3659000,3167000,1666000,-60000,3071000,651000,5016000,2897000
CashflowOperatingCashflow_yy,,,,,506.33,-67.43,2095.05,6.56,110.26,212.08,136.48,-173.04,-199.78,-29.70,-64.31,158.34,178.11,-102.68,-16.07,-79.44,201.08,4928.33
CashflowOperatingCashflow_sy,,,,,62.76,3.55,34.25,5.70,13.20,36.05,17.68,-25.83,-1.96,-17.95,9.45,41.33,32.71,21.22,-16.07,-40.52,-17.79,0.11
CashflowOperatingCashflow_qq,,1765.93,-93.69,3431.45,-85.42,0.24,325.42,71.44,-71.24,48.78,222.36,-152.95,60.71,204.83,63.66,-13.45,-47.40,-103.60,5218.33,-78.80,670.51,-42.24
CashflowOperatingCashflow_sq,,-12.84,38.28,47.86,-34.73,-28.69,27.81,71.44,-55.78,3.34,-0.76,20.72,-4.27,21.40,23.64,86.27,-47.40,-5.55,-19.73,29.12,-15.36,-12.02
CashflowAmortization,-183000,85000,583000,698000,670000,752000,1117000,3585000,1254000,2099000,2588000,2675000,2847000,2518000,3186000,3261000,2888000,2945000,3491000,2999000,3320000,3716000
CashflowAmortization_yy,,,,,465.79,782.73,91.44,413.30,87.01,179.27,131.76,-25.38,127.11,19.97,23.10,21.89,1.45,16.95,9.57,-8.03,14.96,26.18
CashflowAmortization_sy,,,,,-1.46,1.75,6.69,9.38,12.75,12.88,10.43,0.41,11.04,8.15,10.24,3.32,1.41,2.87,0.77,5.65,10.77,11.26
CashflowAmortization_qq,,146.46,585.09,19.74,-4.03,12.13,48.58,221.05,-65.04,67.45,23.30,3.37,6.41,-11.54,26.52,2.35,-11.44,1.97,18.54,-14.09,10.70,11.93
CashflowAmortization_sq,,-0.20,0.51,1.24,-1.15,0.38,0.80,4.61,0.74,1.55,3.62,3.60,0.34,2.04,1.42,,-0.02,1.12,0.83,1.46,,0.21
CashflowInvestingCashflow,-186000,-78000,-77000,-6992000,-3284000,-109000,-5112000,-7456000,-613000,-4929000,-6921000,2874000,-5147000,-6042000,-6630000,-5219000,-1219000,-1959000,-3959000,497000,-3736000,-3053000
CashflowInvestingCashflow_yy,,,,,-1665.13,-40.42,-6541.73,-6.63,81.33,-4404.00,-35.38,138.55,-739.35,-22.57,4.20,-281.57,76.32,67.58,40.29,109.52,-206.48,-55.84
CashflowInvestingCashflow_sy,,,,,-44.39,21.59,-21.06,-19.14,52.36,-83.13,-104.43,42.04,-80.88,-31.29,9.54,-17.85,14.86,34.08,-73.64,6.98,27.03,-27.92
CashflowInvestingCashflow_qq,,58.11,1.23,-8984.00,53.03,96.67,-4571.36,-45.84,91.78,-703.79,-40.41,141.53,-279.08,-17.38,-9.74,21.28,76.64,-60.71,-102.09,112.55,-851.71,18.28
CashflowInvestingCashflow_sq,,40.29,25.51,-9.50,23.70,54.39,13.27,-76.88,49.03,-27.09,-49.78,-16.99,-7.41,2.85,15.25,21.28,-17.72,-26.40,-16.05,-9.36,36.05,-6.84
CashflowCapex,186000,78000,77000,6142000,3284000,109000,5112000,7471000,613000,5021000,6921000,-3482000,4644000,6068000,7734000,9051000,1229000,1960000,4016000,1745000,4113000,4097000
CashflowCapex_yy,,,,,1665.13,40.42,6541.73,21.64,-81.33,4487.71,35.38,-146.60,657.27,20.86,11.75,359.94,-73.54,-67.70,-48.07,-80.72,234.66,109.03
CashflowCapex_sy,,,,,43.89,40.42,78.34,-7.90,-1.83,18.52,28.68,-8.87,28.10,-6.18,17.64,26.49,-6.07,-52.08,14.47,-6.02,27.56,30.28
CashflowCapex_qq,,-58.11,-1.23,7879.71,-46.53,-96.67,4571.36,46.14,-91.79,718.73,37.85,-150.31,233.37,30.67,27.45,17.03,-86.42,59.48,104.90,-56.55,135.70,-0.39
CashflowCapex_sq,,6.68,-37.40,52.88,-20.98,-20.04,-20.54,54.03,-37.33,16.52,37.67,29.06,-18.35,25.75,14.43,15.33,-19.40,-1.44,30.74,29.46,-24.88,-15.02
CashflowFinancingCashflow,-104000,-2827000,-217000,550000,1997000,-683000,741000,212000,-1596000,1980000,-2994000,6070000,17651000,-4423000,757000,2883000,-3484000,4178000,-1485000,-1112000,-2046000,-347000
CashflowFinancingCashflow_yy,,,,,2022.20,75.84,441.54,-61.38,-179.91,389.95,-503.84,2759.66,1205.90,-323.35,125.28,-52.50,-119.74,194.46,-296.17,-138.57,41.27,-108.31
CashflowFinancingCashflow_sy,,,,,-8.04,6.38,13.35,-47.50,15.96,13.03,25.25,-51.57,51.02,15.74,-66.19,-5.02,-9.12,-90.01,78.09,-12.66,1.70,23.12
CashflowFinancingCashflow_qq,,-2620.23,92.32,353.19,263.40,-134.19,208.56,-71.37,-851.92,224.07,-251.20,302.72,190.79,-125.06,117.12,280.85,-220.85,219.92,-135.54,25.12,-83.99,83.04
CashflowFinancingCashflow_sq,,41.40,-98.67,63.77,-5.70,-36.31,-71.43,14.22,26.19,-14.43,-21.68,-15.73,54.15,-1.18,-13.02,25.24,30.83,-55.53,58.58,-15.72,-8.55,8.37
CashflowShareCapitalCash,,,,800000,,,,,,,,10607000,32500000,0,0,0,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,-100.00,,,,,,,,-100.00,-100.00,,,,,
CashflowShareCapitalCash_sy,,,,,,,,-100.00,,,,,,,,-100.00,-100.00,,,,,
CashflowShareCapitalCash_qq,,,,,-100.00,,,,,,,,206.40,-100.00,,,,,,,,
CashflowShareCapitalCash_sq,,,,,-100.00,,,,,,,,-100.00,-100.00,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,-122000,224000,-97000,532000,-270000,227000,-36000,189000,-72000,231000,336000,3516000,10371000,-8229000,-2214000,831000,-3037000,2159000,-2373000,36000,-766000,-503000
CashflowNetCashflow_yy,,,,,-120.94,1.22,62.93,-64.53,73.44,2.04,1039.74,1763.82,14549.34,-3658.31,-758.09,-76.37,-129.28,126.24,-7.18,-95.67,74.78,-123.30
CashflowNetCashflow_sy,,,,,-22.23,-41.78,56.16,-25.21,86.72,-27.30,-16.13,16.21,-76.69,17.61,50.00,48.55,63.66,-29.88,-7.18,66.23,-31.94,-2.04
CashflowNetCashflow_qq,,283.05,-143.13,650.72,-150.81,183.87,-115.80,626.96,-138.05,422.20,45.48,945.12,194.95,-179.35,73.09,137.53,-465.46,171.09,-209.91,101.52,-2227.78,34.33
CashflowNetCashflow_sq,,81.32,-37.38,143.37,-76.67,37.17,-55.58,100.00,4.18,-63.13,7.33,25.90,23.18,54.94,37.29,77.91,-80.20,25.54,50.67,110.95,-104.50,-0.61
