,2011/Q1,2011/Q2,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCash_qq,,,,,,-80.78,-100.00,,,,-86.82,1904.55,-23.86,108.71,91.61,3.53,284.99,-14.24,-28.08,-36.88,-16.66,44.85,-43.00,299.45,-12.74,-26.09,-27.09,-39.44
BalanceCash_sq,,,,,,24.92,2.46,,,,5.46,-29.15,-5.80,23.59,-0.76,2.00,-17.96,46.15,-28.09,-1.18,4.28,26.30,13.46,-8.78,-14.68,7.76,-4.11,3.09
BalanceOtherCurrentAssets,,,,,5000,5000,5000,2000,4000,15000,59000,61000,38000,412000,237000,222000,148000,161000,194000,823000,667000,834000,688000,660000,686000,602000,534000,835000
BalanceOtherCurrentAssets_yy,,,,,,,,,-18.10,217.96,1120.93,2558.30,819.49,2567.14,299.59,263.20,294.07,-60.89,-18.26,271.20,349.53,417.54,255.20,-19.71,2.83,-27.83,-22.36,26.46
BalanceOtherCurrentAssets_sy,,,,,,,,,-0.51,8.12,24.82,5.11,29.55,15.80,4.91,-7.48,-1.99,-0.40,-5.64,7.62,29.59,22.24,21.04,22.77,8.31,-0.62,-2.60,4.72
BalanceOtherCurrentAssets_qq,,,,,,-2.80,,-52.78,78.43,277.36,283.98,2.82,-38.28,994.61,-42.47,-6.55,-33.04,8.63,20.24,324.39,-18.91,25.06,-17.47,-4.07,3.85,-12.22,-11.22,56.25
BalanceOtherCurrentAssets_sq,,,,,,-2.77,,-8.66,-7.97,-11.27,19.48,-0.86,-10.29,,24.03,-5.60,-13.65,-4.08,13.70,9.03,1.77,-0.76,10.00,6.26,-4.91,-9.40,8.52,7.99
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,1678000,1652000,2029000,4779000,4495000,5698000,5778000,5795000,6084000,6650000,7421000,9620000,10842000,14037000,16014000,17694000,48865000,39572000,37697000,38195000,36470000,41437000,40013000,47503000,48043000,40052000,38482000,37533000
BalanceTotalAssets_yy,,,20.92,189.29,,,184.76,21.27,35.35,16.69,28.45,65.99,78.21,111.09,115.78,83.93,350.71,181.92,135.40,115.86,-25.37,4.71,6.14,24.37,31.74,-3.34,-3.83,-20.99
BalanceTotalAssets_sy,,,11.99,8.10,,,12.27,11.01,6.42,7.75,8.03,3.34,7.55,11.16,7.96,7.01,12.37,6.62,5.23,7.30,5.08,6.36,8.83,6.76,6.43,5.64,4.20,5.78
BalanceTotalAssets_qq,,-1.55,,135.53,-5.94,26.77,1.39,0.30,4.98,9.30,11.61,29.62,12.70,29.47,14.09,10.49,176.16,-19.02,-4.74,1.32,-4.52,13.62,-3.44,18.72,1.14,-16.63,-3.92,-2.47
BalanceTotalAssets_sq,,1.78,,2.41,1.13,6.64,1.00,2.23,1.09,5.24,1.56,1.48,-0.19,8.93,0.94,-0.07,0.38,4.84,-2.34,3.15,2.67,7.55,-0.39,0.63,-0.74,5.36,-2.04,2.11
BalanceCapital,1437000,1457000,1916000,4671000,4457000,5052000,5230000,5246000,5247000,5650000,6123000,6508000,7460000,3588000,4366000,4112000,22095000,20817000,23808000,23296000,22426000,24587000,23052000,21851000,23980000,16611000,18408000,17618000
BalanceCapital_yy,,,33.33,220.59,,,172.94,12.30,17.73,11.85,17.09,24.07,42.17,-36.50,-28.71,-36.82,196.18,480.24,445.36,466.50,1.50,18.11,-3.17,-6.20,6.93,-32.44,-20.15,-19.37
BalanceCapital_sy,,,6.88,6.80,,,6.16,6.00,6.50,8.77,5.77,4.26,2.34,3.92,4.15,3.20,3.52,2.46,3.04,4.00,3.32,8.54,2.47,3.48,5.23,4.69,6.73,3.21
BalanceCapital_qq,,1.39,,143.79,-4.58,13.34,3.52,0.31,0.03,7.68,8.37,6.29,14.62,-51.91,21.68,-5.80,437.30,-5.78,14.37,-2.15,-3.73,9.64,-6.24,-5.21,9.75,-30.73,10.82,-4.29
BalanceCapital_sq,,0.93,,-0.15,1.16,2.92,2.90,-1.04,1.68,3.20,1.68,-1.62,1.05,3.02,1.79,-2.35,2.49,1.92,1.16,-1.28,1.12,3.86,0.68,-2.14,2.54,2.59,0.62,
BalanceShareCapital,,,,,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2560000,2795000,2795000,2795000,2795000,2795000,2795000,2827000,2827000,2827000,2827000,2827000,2827000
BalanceShareCapital_yy,,,,,,,,,,,,,,,,1.17,10.46,10.46,10.46,9.18,,,1.16,1.16,1.16,1.16,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,,,,,,,,,,,1.17,9.18,,,,,,1.16,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,-2000,-5000,-6000,-6000,-6000,-7000,0,-7000,-8000,-6000,-6000,-8000
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,-208.50,-43.09,99.35,-10.21,-33.55,18.73,-15250.00,-22.35
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,9.36,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,-142.50,-27.01,-0.16,,-12.48,99.42,-16900.00,-21.18,31.55,-8.87,-35.50
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,,1916000,2083000,2083000,2083000,2522000,2522000,2522000,2522000,2522000,3349000,3411000,3473000,15272000,15252000,15482000,15711000,15711000,16028000,16398000,22894000,23223000,23335000,26769000,20240000
BalanceReserve_yy,,,,,,,,,31.60,21.04,21.04,21.04,,32.80,35.26,37.72,505.67,355.48,353.93,352.43,2.87,5.09,5.92,45.72,47.81,45.59,63.24,-11.59
BalanceReserve_sy,,,,,,,,,0.75,0.75,1.02,1.99,,5.27,1.84,1.86,2.26,0.76,1.80,5.04,3.01,4.18,3.15,3.19,3.47,3.54,3.46,1.36
BalanceReserve_qq,,,,,,8.73,,,21.04,,,,,32.80,1.85,1.82,339.79,-0.13,1.50,1.48,,2.01,2.31,39.61,1.44,0.48,14.72,-24.39
BalanceReserve_sq,,,,,,,,,,,,,,,,0.96,,,,3.15,,0.01,,2.21,,,,1.36
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,12000,0,,72000,110000,232000,829000,1029000,2332000,2901000,4479000,5652000,5638000,5214000,5144000,4830000,6397000,6049000,15879000,15233000,14351000,14547000,14341000
BalanceNoncurrentLiabilities_yy,,,,,,,,,,799.48,,,1319.69,2025.30,1148.83,440.19,449.23,141.76,79.74,14.84,-14.55,13.45,16.01,208.66,215.41,124.35,140.48,-9.68
BalanceNoncurrentLiabilities_sy,,,,,,,,,,-3.51,,,3.26,18.03,-3.28,6.70,21.27,9.98,9.88,9.70,-2.03,3.00,5.85,-9.98,-7.76,11.57,10.22,13.08
BalanceNoncurrentLiabilities_qq,,,,,,,-100.00,,,51.39,111.70,256.96,24.10,126.63,24.39,54.41,26.17,-0.24,-7.52,-1.34,-6.12,32.45,-5.44,162.49,-4.07,-5.79,1.36,-1.41
BalanceNoncurrentLiabilities_sq,,,,,,,1.51,,,-5.15,7.86,-7.07,-0.77,6.80,-0.92,0.92,0.04,2.18,-0.64,-0.26,-2.10,3.54,-2.39,-5.00,-0.89,-0.46,1.36,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,0,0,,72000,102000,217000,217000,217000,500000,500000,1150000,1748000,2190000,1881000,1750000,1600000,3835000,3200000,12666000,11818000,11219000,10900000,10610000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,199.39,391.39,130.40,429.92,705.52,337.95,276.28,52.17,-8.47,75.14,70.10,623.77,638.60,192.53,240.61,-16.24
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,-9.60,26.72,-11.35,-3.16,10.22,0.94,-0.74,-4.78,-8.90,-9.00,-4.18,-17.93,-14.96,-6.78,-8.50,1.11
BalanceNoncurrentBorrowings_qq,,,,,,,,,,40.38,113.27,,,130.40,,130.00,52.01,25.27,-14.08,-6.98,-8.57,139.70,-16.56,295.78,-6.70,-5.06,-2.84,-2.67
BalanceNoncurrentBorrowings_sq,,,,,,,,,,-10.02,0.80,,,-7.06,,-0.60,-4.96,-1.28,-6.10,-12.67,-5.20,-2.30,-4.57,-11.75,-1.46,-9.30,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,139000,189000,254000,324000,674000,613000,694000,674000,732000,626000,525000,427000,326000,196000,85000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,384.38,224.67,173.29,107.84,8.57,2.21,-24.41,-36.64,-55.46,-68.78,-83.77
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,-2.05,-15.22,18.45,-20.59,-0.72,-13.12,-0.94,-30.94,-15.61,-1.78,17.99
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,35.63,34.56,27.62,107.98,-9.09,13.27,-2.95,8.63,-14.41,-16.24,-18.64,-23.63,-40.00,-56.46
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,-5.09,-2.01,11.07,-6.70,-7.96,-1.30,-11.00,8.63,-13.72,-14.13,-9.12,1.83,8.98,-6.21
BalanceNoncurrentOtherLiabilities,,,,,,12000,,,,8000,15000,612000,812000,1693000,2212000,3076000,3580000,2774000,2720000,2700000,2556000,1830000,2222000,2688000,2988000,2806000,3451000,3646000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,,,-34.57,,,,21108.12,14366.46,402.34,340.83,63.87,22.95,-12.20,-28.60,-34.05,-18.29,-0.46,16.93,53.35,55.26,35.66
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,,,-11.73,,,,0.17,-1.89,5.21,16.50,5.20,6.79,10.40,13.16,2.13,4.21,-1.12,-2.32,28.32,14.77,17.71
BalanceNoncurrentOtherLiabilities_qq,,,,,,,-100.00,,,,91.57,3903.33,32.64,108.49,30.67,39.01,16.40,-22.50,-1.96,-0.73,-5.35,-28.41,21.46,20.94,11.18,-6.11,22.98,5.67
BalanceNoncurrentOtherLiabilities_sq,,,,,,,-2.01,,,,6.35,-2.10,-0.77,8.34,0.20,-0.12,-0.52,3.66,-0.20,3.85,-1.87,0.24,-1.01,-2.86,-2.82,3.74,-0.61,
BalanceCurrentLiabilities,241000,195000,112000,108000,37000,635000,548000,550000,764000,889000,1066000,2282000,2353000,8117000,8748000,9103000,21119000,13116000,8675000,9755000,9214000,10453000,10912000,9774000,8830000,9091000,5527000,5573000
BalanceCurrentLiabilities_yy,,,-53.53,-44.62,,,389.57,408.94,1965.22,40.06,94.40,315.22,207.92,812.54,720.67,298.84,797.56,61.59,-0.83,7.17,-56.37,-20.30,25.78,0.19,-4.17,-13.04,-49.34,-42.98
BalanceCurrentLiabilities_sy,,,10.36,14.02,,,12.97,26.84,15.40,16.92,23.89,20.38,20.20,7.84,11.04,1.22,15.82,7.64,5.82,17.40,10.17,4.88,15.36,13.12,8.78,2.76,-0.38,5.29
BalanceCurrentLiabilities_qq,,-19.09,,-3.57,-65.74,1616.35,-13.66,0.24,39.02,16.40,19.84,114.12,3.09,244.97,7.77,4.06,132.00,-37.89,-33.86,12.45,-5.54,13.44,4.39,-10.43,-9.66,2.95,-39.20,0.83
BalanceCurrentLiabilities_sq,,-2.46,,4.73,-3.95,25.45,-14.74,9.62,-1.98,25.12,-2.44,15.90,-3.93,26.92,-3.22,3.54,-3.85,12.48,-9.18,12.45,-4.36,11.92,-4.94,10.97,-10.76,14.91,-17.80,13.58
BalanceCurrentTradePayablesv,,,,,37000,202000,,,,442000,291000,513000,716000,812000,1020000,853000,599000,1402000,890000,943000,373000,628000,606000,884000,728000,702000,615000,943000
BalanceCurrentTradePayablesv_yy,,,,,,,,,-100.00,118.53,,,,83.65,250.04,66.24,-16.41,72.74,-12.69,10.58,-37.71,-55.18,-31.89,-6.28,95.23,11.74,1.34,6.74
BalanceCurrentTradePayablesv_sy,,,,,,,,,6.49,15.38,,,,24.90,16.83,8.29,7.86,11.61,-4.01,10.58,15.30,14.66,23.84,4.06,10.27,7.33,-3.17,8.65
BalanceCurrentTradePayablesv_qq,,,,,,446.59,-100.00,,,,-34.08,76.07,39.59,13.36,25.65,-16.38,-29.81,134.24,-36.49,5.91,-60.46,68.52,-3.49,45.73,-17.63,-3.54,-12.47,53.49
BalanceCurrentTradePayablesv_sq,,,,,,31.15,-27.87,,,,-10.20,12.17,-1.14,31.54,0.51,-6.25,-7.33,27.15,-24.01,24.52,-3.22,29.45,-3.49,5.43,-8.51,15.44,-15.82,14.24
BalanceCurrentBorrowings,,,,,,0,,,,151000,,,1114000,333000,248000,573000,833000,958000,1033000,931000,848000,2706000,2623000,2667000,2917000,2867000,2506000,2122000
BalanceCurrentBorrowings_yy,,,,,,,,,,125405.00,,,,121.33,,,-25.20,187.50,316.54,62.48,1.77,182.42,153.85,186.29,243.90,5.91,-4.45,-20.41
BalanceCurrentBorrowings_sy,,,,,,,,,,24.42,,,,52.20,,,23.27,-12.65,20.64,20.23,12.52,11.86,-2.02,23.58,2.82,5.91,-6.66,-5.25
BalanceCurrentBorrowings_qq,,,,,,,-100.00,,,,-100.00,,,-70.08,-25.58,131.07,45.37,15.00,7.83,-9.86,-8.95,219.13,-3.08,1.66,9.38,-1.71,-12.57,-15.32
BalanceCurrentBorrowings_sq,,,,,,,-8.50,,,,6.85,,,-2.11,-1.82,12.61,3.92,-11.50,2.22,14.22,-14.06,-6.49,-1.01,7.34,-13.84,,-16.90,22.37
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,124000,92000,131000,145000,239000,237000,422000,357000,445000,445000,439000,430000,405000,431000,442000
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,93.80,158.43,222.87,146.91,85.85,87.33,3.90,20.26,-9.01,-3.21,0.75
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,12.10,-41.49,15.01,-22.33,28.38,2.71,27.68,20.26,-4.96,-3.21,9.54
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,-25.64,42.38,10.62,65.47,-0.84,77.89,-15.40,24.55,-0.06,-1.34,-2.08,-5.77,6.32,2.70
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,-22.28,-28.78,3.91,-8.00,-12.33,6.85,-10.85,24.55,-6.47,-1.13,-3.31,0.95,3.65,2.70
BalanceCurrentOtherLiabilities,,,,,,433000,548000,550000,764000,297000,775000,1631000,523000,6848000,7388000,7546000,19542000,10516000,6514000,7459000,7636000,6673000,7237000,5785000,4756000,5117000,1976000,2066000
BalanceCurrentOtherLiabilities_yy,,,,,,,,,,-31.38,41.26,196.78,-31.59,2206.58,853.80,362.57,3638.37,53.56,-11.83,-1.16,-60.92,-36.54,11.11,-22.44,-37.72,-23.32,-72.70,-64.29
BalanceCurrentOtherLiabilities_sy,,,,,,,,,,22.20,13.01,33.33,24.69,6.22,3.81,4.54,17.63,2.25,-0.47,-1.16,-0.56,-3.64,1.12,2.58,0.42,-2.40,7.34,0.54
BalanceCurrentOtherLiabilities_qq,,,,,,,26.72,0.24,39.02,-61.15,160.88,110.61,-67.96,1210.06,7.88,2.14,158.98,-46.19,-38.06,14.50,2.38,-12.61,8.45,-20.07,-17.79,7.59,-61.38,4.53
BalanceCurrentOtherLiabilities_sq,,,,,,,-1.30,-2.47,6.19,34.74,-10.49,-10.75,1.65,15.74,-12.97,-6.53,1.14,13.13,-21.10,-9.10,-2.18,18.80,-9.94,1.80,-1.38,12.34,-11.88,-7.01
BalanceReckoning,,,,,,,,,,,,138000,0,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,,,,,,,-5.08,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,,,,,,,-6.16,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,1678000,1652000,2028000,4779000,4494000,5699000,5778000,5795000,6084000,6650000,7421000,9620000,10842000,14037000,16014000,17694000,48865000,39572000,37697000,38195000,36470000,41437000,40013000,47503000,48043000,40052000,38482000,37533000
BalanceTotalEquityAndLiabilities_yy,,,20.86,189.29,,,184.90,21.27,35.38,16.68,28.45,65.99,78.21,111.09,115.78,83.93,350.71,181.92,135.40,115.86,-25.37,4.71,6.14,24.37,31.74,-3.34,-3.83,-20.99
BalanceTotalEquityAndLiabilities_sy,,,8.89,7.05,,,12.27,11.01,6.37,9.22,8.03,3.34,7.55,11.16,7.96,7.01,12.37,6.62,5.23,7.30,5.08,6.36,8.85,6.76,5.52,5.64,4.20,5.78
BalanceTotalEquityAndLiabilities_qq,,-1.55,,135.65,-5.96,26.81,1.39,0.30,4.98,9.30,11.61,29.62,12.70,29.47,14.09,10.49,176.16,-19.02,-4.74,1.32,-4.52,13.62,-3.44,18.72,1.14,-16.63,-3.92,-2.47
BalanceTotalEquityAndLiabilities_sq,,1.78,,2.36,1.16,7.37,1.04,2.05,1.09,5.86,1.56,1.48,-0.19,9.64,0.94,-0.07,0.38,4.84,-2.34,3.15,2.67,7.55,-0.39,0.53,-0.74,4.67,-1.93,3.08
CashflowOperatingCashflow,,,,,-1567000,-790000,354000,-135000,-122000,648000,41000,147000,194000,14436000,2559000,629000,1100000,1341000,853000,842000,1254000,-151000,640000,2106000,809000,-417000,465000,288000
CashflowOperatingCashflow_yy,,,,,,,,,92.24,181.99,-88.51,209.13,259.87,2129.26,6187.83,327.67,465.98,-90.71,-66.67,33.82,13.94,-111.25,-25.01,150.21,-35.47,-176.75,-27.36,-86.30
CashflowOperatingCashflow_sy,,,,,,,,,71.18,9.94,-18.08,42.56,-8.89,14.10,52.34,31.28,68.81,36.48,-59.34,19.42,7.95,-35.95,77.08,-20.50,22.96,-9.31,35.76,8.73
CashflowOperatingCashflow_qq,,,,,,49.60,144.87,-138.03,9.77,632.49,-93.71,261.36,32.19,7325.01,-82.27,-75.42,74.94,21.88,-36.39,-1.33,48.95,-112.03,524.15,229.23,-61.58,-151.59,211.33,-37.93
CashflowOperatingCashflow_sq,,,,,,50.22,-57.26,-2.87,60.41,98.76,-84.59,20.53,23.62,76.10,-27.54,18.10,62.96,66.58,-66.00,80.70,20.12,94.33,-15.17,10.17,20.45,42.91,-18.76,13.20
CashflowAmortization,,,,,92000,77000,80000,40000,74000,89000,95000,132000,178000,11473000,796000,147000,456000,984000,1318000,1231000,1113000,357000,996000,1044000,1092000,1084000,1128000,1251000
CashflowAmortization_yy,,,,,,,,,-20.04,16.05,18.95,227.97,142.26,12785.27,741.74,11.59,155.90,-91.42,65.47,736.15,144.00,-63.77,-24.46,-15.17,-1.90,203.87,13.30,19.88
CashflowAmortization_sy,,,,,,,,,1.34,4.82,3.91,12.54,10.23,5.98,7.78,9.13,14.96,9.69,12.78,15.28,0.99,0.97,-3.74,-2.28,8.04,10.28,12.90,5.88
CashflowAmortization_qq,,,,,,-16.60,3.68,-49.45,82.93,21.04,6.27,39.38,35.13,6337.90,-93.06,-81.52,209.88,115.87,33.87,-6.63,-9.57,-67.95,179.14,4.86,4.57,-0.72,4.08,10.94
CashflowAmortization_sq,,,,,,1.02,-0.81,1.07,0.01,3.18,-0.63,3.92,-0.24,2.89,1.26,3.33,6.08,2.69,2.96,0.56,2.06,0.87,-2.14,0.46,-0.43,2.53,-0.88,2.05
CashflowInvestingCashflow,,,,,-304000,1000,67000,0,118000,-540000,-539000,-45000,-401000,-4663000,-1537000,-2622000,-2304000,-3531000,-3368000,-3112000,-2080000,-2304000,-2171000,-2347000,-1846000,-1932000,-2393000,-1922000
CashflowInvestingCashflow_yy,,,,,,,,,138.83,-49653.49,-899.57,-1494433.30,-439.92,-763.39,-185.17,-5747.36,-474.18,24.29,-119.15,-18.72,9.74,34.74,35.54,24.58,11.22,16.16,-10.21,18.11
CashflowInvestingCashflow_sy,,,,,,,,,0.72,-64.78,-27.35,-21.42,-95.12,-2.62,27.54,-19.76,-55.97,-25.12,-23.50,-11.67,17.22,31.81,4.46,-13.15,-9.91,-35.46,2.49,26.25
CashflowInvestingCashflow_qq,,,,,,100.36,6084.40,-100.00,3934966.80,-557.56,0.21,91.68,-794.96,-1062.20,67.04,-70.57,12.12,-53.24,4.59,7.60,33.18,-10.79,5.76,-8.11,21.34,-4.62,-23.88,19.67
CashflowInvestingCashflow_sq,,,,,,-96.41,2.18,-1.72,20.04,-73.43,0.84,28.28,9.05,-28.78,7.84,-38.70,24.05,-20.12,22.87,7.60,-34.31,-3.27,-31.94,-8.11,19.78,-14.31,-8.78,17.76
CashflowCapex,,,,,304000,13000,0,,35000,576000,539000,45000,173000,4788000,1709000,2468000,2516000,3572000,3368000,3112000,2206000,2436000,2175000,2355000,1866000,1989000,2410000,1929000
CashflowCapex_yy,,,,,,,,,-88.62,4388.96,,,399.82,731.32,217.10,5404.98,1355.57,-25.40,97.08,26.10,-12.32,-31.79,-35.44,-24.32,-15.40,-18.39,10.84,-18.11
CashflowCapex_sy,,,,,,,,,11.26,66.50,,,50.78,98.17,-9.50,64.86,18.78,-29.02,11.19,13.01,-15.87,11.22,4.27,-6.98,-15.40,7.36,23.23,0.98
CashflowCapex_qq,,,,,,-95.78,-100.00,,,1565.42,-6.41,-91.68,285.51,2669.99,-64.30,44.41,1.93,41.97,-5.69,-7.60,-29.12,10.44,-10.75,8.32,-20.76,6.54,21.21,-19.98
CashflowCapex_sq,,,,,,19.96,-22.26,,,20.91,-6.41,-30.73,6.24,26.43,-19.52,9.55,0.96,5.73,-19.50,10.38,-11.86,10.44,-19.26,9.86,-2.42,9.08,-8.78,-13.32
CashflowFinancingCashflow,,,,,2736000,-1000,0,,-149000,-60000,176000,828000,-27000,1038000,403000,2098000,10001000,497000,-347000,-433000,55000,4184000,-870000,9773000,-583000,-546000,-293000,-724000
CashflowFinancingCashflow_yy,,,,,,,,,-105.44,-5066.21,,,82.02,1831.89,128.62,153.35,37488.40,-52.08,-185.98,-120.62,-99.45,741.15,-150.82,2358.86,-1156.38,-113.04,66.30,-107.41
CashflowFinancingCashflow_sy,,,,,,,,,-68.47,-45.81,,,60.84,47.44,-60.25,7.58,-45.82,-46.65,-8.11,-77.27,5.93,32.47,-22.65,34.42,-33.91,-35.47,7.57,-1.92
CashflowFinancingCashflow_qq,,,,,,-100.04,100.00,,,59.73,394.39,369.38,-103.23,3980.25,-61.14,420.14,376.70,-95.03,-169.72,-24.76,112.75,7484.99,-120.79,1223.60,-105.96,6.35,46.28,-147.02
CashflowFinancingCashflow_sq,,,,,,42.93,-1.39,,,59.73,104.21,-100.69,91.02,60.92,-19.22,14.61,-89.27,-9.29,52.12,-74.68,51.38,15.47,39.86,-50.91,-1.34,24.51,27.52,9.74
CashflowShareCapitalCash,,,,,2796000,-61000,,,,,,,,,,30000,9422000,-220000,,,,,32000,0,0,0,,
CashflowShareCapitalCash_yy,,,,,,,,,-100.00,100.00,,,,,,,,,,-100.00,-100.00,100.00,,,,,-100.00,-100.00
CashflowShareCapitalCash_sy,,,,,,,,,-78.26,-99.83,,,,,,,,,,-100.00,-87.50,100.00,,,,,-91.66,-99.89
CashflowShareCapitalCash_qq,,,,,,-102.18,100.00,,,,,,,,,,31675.82,-102.33,100.00,,,,,-99.97,-100.00,,100.00,
CashflowShareCapitalCash_sq,,,,,,-22.46,-100.00,,,,,,,,,,-100.00,-100.00,-100.00,,,,,-99.99,-100.11,,-100.00,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,,,,,868000,-793000,422000,-135000,-152000,48000,-322000,930000,-234000,10810000,1426000,105000,8797000,-1692000,-2862000,-2703000,-771000,1729000,-2401000,9532000,-1620000,-2895000,-2221000,-2358000
CashflowNetCashflow_yy,,,,,,,,,-117.55,105.99,-176.30,790.04,-53.30,22653.66,542.91,-88.69,3866.09,-115.65,-300.77,-2670.31,-108.76,202.19,16.10,452.60,-110.19,-267.42,7.50,-124.74
CashflowNetCashflow_sy,,,,,,,,,18.56,-37.90,51.78,-11.60,-34.94,61.79,-60.24,63.77,31.63,83.62,-113.54,-61.56,43.45,-10.83,105.27,-23.58,-63.59,-38.36,32.25,19.18
CashflowNetCashflow_qq,,,,,,-191.33,153.21,-131.96,-13.02,131.18,-777.46,389.04,-125.11,4728.06,-86.81,-92.62,8264.05,-119.23,-69.15,5.55,71.49,324.34,-238.89,496.93,-117.00,-78.69,23.26,-6.15
CashflowNetCashflow_sq,,,,,,142.36,-55.96,-99.56,85.83,106.68,-63.30,-77.30,64.54,83.48,-42.88,78.42,13.61,129.54,-163.58,87.30,99.36,152.29,-47.10,-44.66,70.80,143.40,-78.74,64.40
