,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCapital_qq,,,,,-1.33,3.86,4.80,5.94,3.43,-0.90,8.49,16.68,-2.74,-2.68,5.77,13.69,2.76,-5.64,3.38,4.79,5.14,-3.97
BalanceCapital_sq,,,,,1.68,1.16,2.74,1.85,1.88,0.12,2.84,1.19,0.53,0.66,2.92,0.54,2.94,-1.12,0.81,0.22,2.96,0.86
BalanceShareCapital,,,,1508000,1508000,1508000,1508000,1508000,1508000,1523000,1523000,1523000,1523000,1523000,1538000,1538000,1538000,1538000,1548000,1548000,1548000,1548000
BalanceShareCapital_yy,,,,,,,,,,1.00,1.00,1.00,1.00,,0.99,0.99,0.99,0.99,0.65,0.65,0.65,0.65
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,,,,,1.00,,,,,0.99,,,,0.65,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,10000,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,-100.00
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,-1.84
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,-100.00,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,-1.42,,,
BalanceReserve,,,,221487000,224892000,225003000,223463000,224790000,226115000,201128000,201657000,202829000,203085000,233975000,238349000,239544000,236219000,301246000,302159000,299867000,300248000,327596000
BalanceReserve_yy,,,,,,,,1.49,0.54,-10.61,-9.76,-9.77,-10.19,16.33,18.20,18.10,16.32,28.75,26.77,25.18,27.11,8.75
BalanceReserve_sy,,,,,,,,4.94,5.15,8.46,5.06,6.96,5.42,2.19,1.77,0.57,0.84,11.28,6.14,4.98,0.13,8.09
BalanceReserve_qq,,,,,1.54,0.05,-0.68,0.59,0.59,-11.05,0.26,0.58,0.13,15.21,1.87,0.50,-1.39,27.53,0.30,-0.76,0.13,9.11
BalanceReserve_sq,,,,,,2.08,,,,5.70,,,,1.41,,,,0.22,,,,8.22
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,32833000,30263000,28499000,25634000,20970000,18662000,16445000,15883000,18307000,36025000,58078000,59981000,66297000,63178000,61241000,62974000,59076000,57953000,56131000
BalanceNoncurrentLiabilities_yy,,,,,,,,-36.13,-38.33,-42.30,-38.04,-12.70,93.04,253.16,277.64,262.14,75.37,5.45,4.99,-10.89,-8.27,-8.34
BalanceNoncurrentLiabilities_sy,,,,,,,,-8.44,-0.05,-2.92,-7.28,-11.82,-1.05,-0.08,6.06,4.13,-2.18,5.64,6.05,0.52,-1.07,4.78
BalanceNoncurrentLiabilities_qq,,,,,-7.83,-5.83,-10.05,-18.20,-11.01,-11.88,-3.42,15.26,96.78,61.22,3.28,10.53,-4.70,-3.07,2.83,-6.19,-1.90,-3.14
BalanceNoncurrentLiabilities_sq,,,,,-3.32,-1.40,0.33,-1.46,-3.07,-4.20,-1.24,-1.63,-2.20,-2.65,-1.24,-1.06,0.36,-3.07,0.81,-0.26,-1.07,-3.43
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,10702000,8958000,7151000,5394000,3637000,1766000,,,3109000,21107000,43653000,43120000,42762000,38674000,36618000,35175000,31957000,30137000,29048000
BalanceNoncurrentBorrowings_yy,,,,,,,,-66.02,-80.29,-100.00,-100.00,-14.52,1095.19,,,1275.42,83.23,-16.12,-18.42,-25.27,-22.08,-20.67
BalanceNoncurrentBorrowings_sy,,,,,,,,-8.42,-11.39,-2.65,-23.85,-27.33,-23.39,,,-17.42,-32.28,-13.74,2.66,0.20,-2.59,1.36
BalanceNoncurrentBorrowings_qq,,,,,-16.30,-20.17,-24.57,-32.58,-51.44,-100.00,,,578.88,106.82,-1.22,-0.83,-9.56,-5.32,-3.94,-9.15,-5.70,-3.61
BalanceNoncurrentBorrowings_sq,,,,,-7.36,-4.51,0.12,-9.16,-3.99,-10.05,,,-0.59,-8.22,-5.00,-2.65,-5.90,-2.58,0.14,-3.12,-6.31,-6.06
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,22131000,21305000,21348000,20240000,17333000,16896000,16445000,15883000,15198000,14918000,14425000,16861000,23534000,24503000,24622000,27798000,27119000,27816000,27083000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,-21.68,-20.70,-22.97,-21.53,-12.32,-11.71,-12.29,6.15,54.86,64.25,70.69,64.87,15.23,13.52,9.99
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,1.18,3.74,5.59,1.07,-3.80,-6.84,-9.76,-6.38,4.98,1.43,-1.32,-2.06,1.52,-3.14,4.28
BalanceNoncurrentOtherLiabilities_qq,,,,,-3.73,0.20,-5.19,-14.36,-2.52,-2.67,-3.42,-4.32,-1.84,-3.31,16.89,39.58,4.12,0.49,12.90,-2.44,2.57,-2.64
BalanceNoncurrentOtherLiabilities_sq,,,,,-0.67,1.53,2.22,-0.28,,-0.66,-0.04,-4.04,-0.06,0.16,-1.30,0.12,0.26,-0.69,-1.30,0.56,0.22,-3.13
BalanceCurrentLiabilities,,,,164653000,180118000,159208000,163352000,190110000,224899000,242000000,180251000,171256000,157838000,171136000,198745000,197421000,226090000,262695000,239347000,278940000,278770000,355240000
BalanceCurrentLiabilities_yy,,,,,,,,15.46,24.86,52.00,10.35,-9.92,-29.82,-29.28,10.26,15.28,43.24,53.50,20.43,41.29,23.30,35.23
BalanceCurrentLiabilities_sy,,,,,,,,11.36,12.61,17.62,10.36,-2.00,-5.96,-5.96,6.08,12.70,24.60,24.98,13.69,10.58,10.60,8.79
BalanceCurrentLiabilities_qq,,,,,9.39,-11.61,2.60,16.38,18.30,7.60,-25.52,-4.99,-7.84,8.42,16.13,-0.67,14.52,16.19,-8.89,16.54,-0.06,27.43
BalanceCurrentLiabilities_sq,,,,,2.16,7.82,2.06,-3.66,7.04,7.27,-7.44,-7.18,3.72,7.28,2.23,-0.68,4.48,4.31,-3.50,1.64,3.05,1.02
BalanceCurrentTradePayablesv,,,,100104000,119993000,115868000,103461000,140631000,148384000,151756000,110881000,120059000,109233000,129954000,131458000,133851000,152887000,143355000,130366000,168375000,162974000,233859000
BalanceCurrentTradePayablesv_yy,,,,,,,,40.48,23.66,30.97,7.17,-14.63,-26.39,-14.37,18.56,11.49,39.96,10.31,-0.83,25.79,6.60,63.13
BalanceCurrentTradePayablesv_sy,,,,,,,,13.87,7.32,12.06,3.46,-5.29,-5.08,-4.57,7.80,13.77,18.28,9.70,25.28,10.74,12.56,14.86
BalanceCurrentTradePayablesv_qq,,,,,19.87,-3.44,-10.71,35.93,5.51,2.27,-26.93,8.28,-9.02,18.97,1.16,1.82,14.22,-6.23,-9.06,29.16,-3.21,43.49
BalanceCurrentTradePayablesv_sq,,,,,13.69,7.97,-0.73,-7.70,12.34,1.30,-11.80,-8.44,10.42,6.16,-7.50,1.91,13.72,1.24,3.25,-9.15,9.13,1.92
BalanceCurrentBorrowings,,,,59735000,54135000,39758000,56664000,43201000,71836000,84463000,64261000,47405000,44027000,37212000,64061000,58813000,67843000,115281000,104155000,106463000,110030000,113614000
BalanceCurrentBorrowings_yy,,,,,,,,-27.68,32.70,112.44,13.41,9.73,-38.71,-55.94,-0.31,24.06,54.09,209.79,62.59,81.02,62.18,-1.45
BalanceCurrentBorrowings_sy,,,,,,,,-6.00,14.07,14.97,-2.24,-7.39,-10.18,-11.91,-0.31,7.71,41.39,16.71,-2.03,20.59,16.00,-1.45
BalanceCurrentBorrowings_qq,,,,,-9.37,-26.56,42.52,-23.76,66.28,17.58,-23.92,-26.23,-7.13,-15.48,72.15,-8.19,15.35,69.92,-9.65,2.22,3.35,3.26
BalanceCurrentBorrowings_sq,,,,,-10.37,-1.25,16.08,-6.21,0.26,4.78,-7.12,-9.75,-7.13,11.74,13.72,-4.12,1.41,4.06,-13.62,10.50,0.16,0.28
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,2137000,2703000,244000,235000,2468000,667000,2183000,1799000,266000,472000,622000,362000,571000,334000,342000,849000,179000,604000,2790000
BalanceCurrentOtherLiabilities_yy,,,,,,,,15.51,-75.34,793.51,666.39,-89.21,-29.16,-71.53,-79.87,114.62,-29.22,-44.98,134.44,-68.72,80.64,715.82
BalanceCurrentOtherLiabilities_sy,,,,,,,,17.40,3.81,9.22,18.92,7.10,-2.30,33.45,-2.02,-1.37,-7.60,-9.56,22.16,6.38,29.51,30.88
BalanceCurrentOtherLiabilities_qq,,,,,26.49,-90.96,-3.91,951.44,-73.00,227.53,-17.58,-85.20,77.32,31.65,-41.72,57.76,-41.52,2.34,148.30,-78.95,237.69,362.19
BalanceCurrentOtherLiabilities_sq,,,,,9.25,-1.81,-5.12,12.92,1.16,-0.95,10.34,6.18,0.90,11.47,-2.98,2.85,0.96,2.34,12.84,9.93,20.64,6.86
BalanceReckoning,,,,2677000,3286000,3337000,2992000,3810000,4013000,3597000,3309000,3525000,4106000,3348000,2864000,4186000,5025000,3716000,3977000,3923000,5162000,4977000
BalanceReckoning_yy,,,,,,,,42.31,22.13,7.79,10.60,-7.47,2.31,-6.93,-13.45,18.75,22.40,10.99,38.84,-6.27,2.72,33.93
BalanceReckoning_sy,,,,,,,,11.76,4.98,-0.10,9.20,0.08,1.16,,-6.72,0.24,2.76,-5.10,-1.46,9.45,2.72,4.76
BalanceReckoning_qq,,,,,22.75,1.56,-10.34,27.32,5.34,-10.36,-8.01,6.52,16.48,-18.45,-14.46,46.15,20.05,-26.05,7.01,-1.34,31.57,-3.58
BalanceReckoning_sq,,,,,14.03,-5.44,-4.57,13.66,-0.94,-2.14,0.10,,0.24,-0.64,-12.40,0.39,,-3.51,-0.35,3.77,2.44,1.01
BalanceTotalEquityAndLiabilities,0,0,0,482941000,492040000,480228000,495556000,535873000,579502000,591364000,557305000,610960000,603727000,628083000,680609000,743353000,782156000,789013000,783114000,841828000,866428000,920069000
BalanceTotalEquityAndLiabilities_yy,,,,,,,,10.96,17.78,23.14,12.46,14.01,4.18,6.21,22.13,21.67,29.55,25.62,15.06,13.25,10.77,16.61
BalanceTotalEquityAndLiabilities_sy,,,,,,,,6.86,11.17,11.22,5.96,2.44,2.53,1.64,2.66,7.27,6.26,8.96,8.70,6.18,4.45,5.71
BalanceTotalEquityAndLiabilities_qq,,,,,1.88,-2.40,3.19,8.14,8.14,2.05,-5.76,9.63,-1.18,4.03,8.36,9.22,5.22,0.88,-0.75,7.50,2.92,6.19
BalanceTotalEquityAndLiabilities_sq,,,,,1.38,3.50,2.08,-0.83,3.27,2.07,-0.54,-2.84,2.14,2.10,1.78,0.04,3.38,0.55,1.48,-1.50,3.45,1.26
CashflowOperatingCashflow,-12419000,12152000,6103000,30626000,12161000,28909000,-2282000,19721000,-19406000,14965000,34669000,39825000,11668000,60659000,1794000,11741000,3592000,-1084000,18803000,18896000,6151000,50672000
CashflowOperatingCashflow_yy,,,,,197.92,137.89,-137.38,-35.61,-259.58,-48.24,1619.52,101.94,160.13,305.34,-94.82,-70.52,-69.22,-101.79,947.81,60.94,71.24,4776.09
CashflowOperatingCashflow_sy,,,,,25.54,12.81,-91.83,19.55,-29.99,-31.39,215.68,8.68,122.35,79.96,-64.19,19.46,-38.22,-28.29,91.78,-8.21,-2.16,153.93
CashflowOperatingCashflow_qq,,197.86,-49.78,401.81,-60.29,137.73,-107.89,964.37,-198.40,177.12,131.67,14.87,-70.70,419.85,-97.04,554.30,-69.41,-130.17,1835.15,0.50,-67.45,723.81
CashflowOperatingCashflow_sq,,152.73,5.80,-34.04,-62.23,119.08,-85.26,91.64,-97.12,105.29,170.66,8.17,-35.15,193.28,-4.19,202.00,-73.42,48.63,166.12,14.38,-69.96,168.12
CashflowAmortization,3952000,4042000,4166000,4784000,4816000,4835000,4863000,4851000,4873000,5010000,5095000,5202000,5285000,5172000,5826000,6924000,6855000,6808000,7056000,7386000,7559000,7570000
CashflowAmortization_yy,,,,,21.88,19.60,16.73,1.40,1.17,3.63,4.78,7.25,8.45,3.23,14.35,33.09,29.72,31.62,21.10,6.68,10.27,11.20
CashflowAmortization_sy,,,,,2.54,1.98,3.50,5.25,5.53,7.14,5.30,3.17,6.04,2.26,8.48,7.32,5.23,6.11,7.14,1.93,2.72,7.02
CashflowAmortization_qq,,2.29,3.06,14.83,0.68,0.38,0.58,-0.25,0.46,2.82,1.69,2.10,1.59,-2.13,12.64,18.84,-0.99,-0.69,3.64,4.68,2.35,0.14
CashflowAmortization_sq,,1.22,1.61,2.23,0.49,0.81,0.66,2.44,0.71,1.32,1.00,0.14,1.38,1.23,1.82,0.80,-0.68,-0.40,0.66,1.64,-0.26,2.17
CashflowInvestingCashflow,-10092000,-12845000,-5052000,-5208000,-2808000,-2938000,-2118000,-1804000,-3341000,-6160000,-12732000,-25660000,-27630000,-41707000,-28239000,-11101000,-14337000,-6185000,-5139000,-19471000,-6447000,-13680000
CashflowInvestingCashflow_yy,,,,,72.18,77.13,58.07,65.37,-18.98,-109.67,-501.02,-1322.57,-727.11,-577.03,-121.80,56.74,48.11,85.17,81.80,-75.40,55.03,-121.17
CashflowInvestingCashflow_sy,,,,,7.42,-3.67,-55.90,10.48,-30.20,31.18,35.80,-1.00,10.90,-28.67,-5.70,3.86,-4.06,-4.90,0.32,-46.83,-46.44,-16.56
CashflowInvestingCashflow_qq,,-27.27,60.67,-3.09,46.09,-4.64,27.90,14.85,-85.20,-84.41,-106.68,-101.54,-7.68,-50.94,32.29,60.69,-29.15,56.86,16.92,-278.89,66.89,-112.18
CashflowInvestingCashflow_sq,,10.62,-34.14,-36.98,31.74,12.10,-44.65,19.98,3.02,29.27,-57.01,-25.82,-0.99,-15.88,17.76,-9.54,-2.66,-20.12,13.04,-43.79,-47.28,5.77
CashflowCapex,10188000,12857000,5112000,5373000,3031000,2717000,2325000,2706000,4197000,6029000,11942000,10455000,17576000,54268000,36930000,14272000,15446000,7717000,4639000,20644000,7224000,12517000
CashflowCapex_yy,,,,,-70.25,-78.87,-54.52,-49.64,38.46,121.87,413.69,286.40,318.82,800.16,209.25,36.51,-12.12,-85.78,-87.44,44.64,-53.23,62.20
CashflowCapex_sy,,,,,-12.46,-26.55,-19.67,-0.97,50.05,-7.04,-24.10,36.22,-16.71,78.84,-12.29,-22.04,8.28,-12.14,-25.48,62.47,-5.17,62.20
CashflowCapex_qq,,26.20,-60.24,5.12,-43.59,-10.35,-14.44,16.39,55.09,43.66,98.08,-12.45,68.10,208.76,-31.95,-61.35,8.23,-50.04,-39.89,345.00,-65.01,73.28
CashflowCapex_sq,,-17.31,34.86,-4.48,-10.44,-11.60,32.75,35.72,-10.64,-18.12,6.89,36.48,-24.75,29.00,-28.26,-10.82,-9.06,-4.04,-1.90,98.40,-23.13,11.77
CashflowFinancingCashflow,-1534000,-2572000,-2237000,-2231000,-2146000,-13101000,-12088000,-1922000,-1993000,-26990000,-2052000,1180000,16735000,-14792000,3140000,8145000,1894000,-41369000,3959000,-790000,-1461000,-2048000
CashflowFinancingCashflow_yy,,,,,-39.91,-409.42,-440.29,13.83,7.16,-106.02,83.03,161.39,939.89,45.19,253.06,590.07,-88.68,-179.66,26.06,-109.70,-177.15,95.05
CashflowFinancingCashflow_sy,,,,,-94.79,29.55,117.42,48.37,56.80,52.14,-123.04,-66.21,19.06,-62.77,103.52,-26.76,61.42,61.13,-22.32,-12.96,-57.76,22.32
CashflowFinancingCashflow_qq,,-67.64,13.00,0.29,3.79,-510.40,7.73,84.10,-3.65,-1254.57,92.40,157.53,1317.92,-188.39,121.23,159.36,-76.75,-2284.51,109.57,-119.96,-84.91,-40.15
CashflowFinancingCashflow_sq,,-68.54,-63.21,52.20,6.18,54.02,26.47,-31.42,32.06,-34.86,-230.14,54.46,49.72,-104.80,77.19,-59.08,104.24,-61.97,-76.00,-70.81,24.71,-83.12
CashflowShareCapitalCash,,,,,,,,,,4485000,0,0,,4485000,0,0,,2990000,0,0,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,-33.33,,,,-100.00
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,-33.33,,,,-53.70
CashflowShareCapitalCash_qq,,,,,,,,,,,-100.00,,,,-100.00,,,,-100.00,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,-100.00,,,,-100.00,,,,-100.00,,,
CashflowDividend,,,,,,10465000,10643000,0,,29401000,0,0,,38832000,0,0,,44907000,0,0,,
CashflowDividend_yy,,,,,,,,,,180.94,-100.00,,,32.08,,,,15.64,,,,-100.00
CashflowDividend_sy,,,,,,,,,,16.03,-21.40,,,40.66,,,,-65.00,,,,-49.98
CashflowDividend_qq,,,,,,,1.70,-100.00,,,-100.00,,,,-100.00,,,,-100.00,,,
CashflowDividend_sq,,,,,,,-49.15,-100.00,,,1600.00,,,,-100.00,,,,-100.00,,,
CashflowNetCashflow,-24045000,-3264000,-1186000,23187000,7207000,12870000,-16488000,15995000,-24739000,-18185000,19885000,15346000,773000,4160000,-23305000,8785000,-8851000,-48638000,17622000,-1365000,-1758000,34944000
CashflowNetCashflow_yy,,,,,129.97,494.29,-1290.07,-31.02,-443.28,-241.30,220.60,-4.06,103.12,122.88,-217.20,-42.75,-1245.20,-1269.16,175.62,-115.53,80.14,171.84
CashflowNetCashflow_sy,,,,,-8.58,-69.92,-102.04,-20.41,12.08,70.60,73.13,8.45,-43.68,-4.71,113.06,-27.57,-53.50,19.52,19.90,53.97,-59.17,87.89
CashflowNetCashflow_qq,,86.42,63.66,2054.83,-68.92,78.59,-228.11,197.01,-254.67,26.49,209.35,-22.83,-94.96,438.23,-660.20,137.70,-200.75,-449.49,136.23,-107.74,-28.79,2088.22
CashflowNetCashflow_sq,,89.12,81.74,109.54,-91.25,97.53,-80.40,101.16,-66.80,117.84,13.81,94.24,-106.69,87.18,64.83,-0.94,-103.66,-47.41,38.12,78.50,-165.86,151.65
