,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3
BalanceOtherCurrentAssets,199000,276000,285000,,418000,474000,559000,963000,1092000,1226000,1417000,1535000,580000,617000,4590000,715000,1013000,1024000,1605000,1994000,2141000,2841000,2382000,1973000
BalanceOtherCurrentAssets_yy,,,,,109.92,71.72,96.13,,161.09,158.42,153.76,59.49,-46.82,-49.71,223.84,-53.44,74.52,66.05,-65.04,178.98,111.31,177.45,48.44,-1.06
BalanceOtherCurrentAssets_sy,,,,,3.20,22.57,8.48,,17.69,11.78,37.16,19.34,6.21,-2.37,3.03,-8.41,17.32,24.04,10.53,20.26,20.99,-0.05,23.94,8.50
BalanceOtherCurrentAssets_qq,,38.74,3.06,-100.00,,13.49,17.71,72.37,13.38,12.33,15.59,8.33,-62.19,6.22,644.40,-84.43,41.72,1.07,56.72,24.28,7.34,32.70,-16.15,-17.16
BalanceOtherCurrentAssets_sq,,33.57,3.06,-13.46,,29.09,-2.70,-0.58,-15.14,29.37,3.04,-0.70,-16.89,28.01,4.90,-1.93,-13.75,37.09,-10.21,2.27,0.05,20.80,6.50,-8.79
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,8750000,8999000,12284000,,13994000,14124000,13595000,14942000,17032000,17774000,18547000,20418000,26686000,28070000,28674000,36290000,39985000,39327000,38372000,41736000,46209000,49127000,46966000,57545000
BalanceTotalAssets_yy,,,,,59.93,56.95,10.67,,21.71,25.84,36.43,36.65,56.68,57.93,54.60,77.73,49.84,40.10,33.82,15.01,15.57,24.92,22.40,37.88
BalanceTotalAssets_sy,,,,,5.74,11.01,2.72,,10.51,5.21,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,6.80,4.97,9.33,7.54,5.03,7.09
BalanceTotalAssets_qq,,2.85,36.50,-100.00,,0.93,-3.75,9.91,13.98,4.36,4.35,10.09,30.69,5.19,2.15,26.56,10.18,-1.64,-2.43,8.77,10.72,6.31,-4.40,22.52
BalanceTotalAssets_sq,,2.48,0.46,-1.40,,-0.09,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.78,0.67,1.04,0.55,3.07,0.48,3.35,0.82,-0.08,1.95
BalanceCapital,5177000,5298000,9337000,,10335000,10561000,10652000,11243000,13857000,12887000,13221000,14027000,17181000,18081000,19856000,20154000,21631000,23028000,23371000,24303000,26868000,28853000,29918000,33700000
BalanceCapital_yy,,,,,99.65,99.33,14.08,,34.08,22.02,24.12,24.76,23.99,40.30,50.19,43.68,25.90,27.36,17.70,20.58,24.21,25.29,28.01,38.67
BalanceCapital_sy,,,,,9.92,13.17,10.82,,16.39,11.48,8.70,8.50,9.50,12.03,9.38,8.04,3.66,4.08,3.73,2.69,6.54,5.27,4.33,5.43
BalanceCapital_qq,,2.35,76.22,-100.00,,2.19,0.86,5.55,23.24,-7.00,2.59,6.10,22.48,5.24,9.82,1.50,7.33,6.46,1.49,3.99,10.56,7.39,3.69,12.64
BalanceCapital_sq,,0.46,-1.04,-0.48,,2.25,0.69,1.72,2.74,1.50,-0.17,2.71,0.37,1.78,0.07,2.46,-1.60,1.41,1.00,1.84,2.44,0.82,-2.88,1.33
BalanceShareCapital,1650000,1650000,2100000,,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000
BalanceShareCapital_yy,,,,,27.27,27.27,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,27.27,-100.00,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,1947000,1947000,7577000,,7492000,7492000,8235000,8235000,4311000,8235000,10248000,10248000,4311000,4282000,4271000,4282000,4307000,4351000,4236000,4271000,4330000,4285000,4334000,4426000
BalanceReserve_yy,,,,,284.74,284.74,8.69,,-42.46,9.92,24.44,24.44,,-48.00,-58.32,-58.22,-0.08,1.61,-0.82,-0.25,0.53,-1.53,2.31,3.63
BalanceReserve_sy,,,,,7.79,6.03,2.30,,3.57,3.61,4.07,8.70,,2.20,10.27,12.22,10.93,10.58,2.51,2.67,8.31,6.10,4.81,3.78
BalanceReserve_qq,,,289.10,-100.00,,,9.92,,-47.65,91.03,24.44,,-57.94,-0.66,-0.25,0.24,0.60,1.02,-2.64,0.81,1.39,-1.04,1.15,2.12
BalanceReserve_sq,,,1.77,,,,1.36,,,,,,,,3.85,,0.01,,2.85,,0.27,,0.88,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,348000,442000,465000,,320000,303000,325000,325000,91000,101000,246000,291000,527000,520000,519000,1243000,1289000,1292000,1499000,2470000,2221000,2180000,2215000,3047000
BalanceNoncurrentLiabilities_yy,,,,,-8.01,-31.43,-30.03,,-71.53,-66.69,-24.53,-10.53,477.71,414.93,111.10,326.69,144.58,148.69,188.99,98.79,72.25,68.71,47.78,23.35
BalanceNoncurrentLiabilities_sy,,,,,-8.01,-12.04,-7.94,,-1.22,-0.60,14.51,5.02,5.51,-4.96,1.45,12.97,14.81,25.16,27.05,13.61,9.81,11.40,1.65,7.06
BalanceNoncurrentLiabilities_qq,,26.84,5.27,-100.00,,-5.46,7.42,,-71.96,10.59,143.40,18.55,81.04,-1.43,-0.21,139.61,3.77,0.23,15.96,64.82,-10.09,-1.83,1.57,37.58
BalanceNoncurrentLiabilities_sq,,-2.61,-1.55,-3.01,,-3.19,-0.56,,1.12,-0.40,-1.43,,-0.98,-0.79,2.42,-0.10,,-0.39,2.48,-1.49,-1.19,-1.11,-0.67,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,319000,442000,465000,,303000,303000,325000,325000,55000,101000,236000,281000,473000,452000,451000,1190000,1022000,1022000,1109000,2117000,1857000,1819000,1501000,1550000
BalanceNoncurrentBorrowings_yy,,,,,-5.01,-31.43,-30.03,,-81.92,-66.69,-27.63,-13.63,762.63,348.33,91.60,323.29,116.28,125.90,145.83,77.88,81.73,77.92,35.27,-26.75
BalanceNoncurrentBorrowings_sy,,,,,-10.32,-10.22,-7.34,,4.63,14.73,-14.58,-9.99,-14.36,-15.13,,-14.68,-3.48,-5.38,-12.24,2.92,3.66,-9.38,-9.08,-21.92
BalanceNoncurrentBorrowings_qq,,38.54,5.27,-100.00,,,7.42,,-83.17,84.21,133.39,19.34,68.13,-4.26,-0.26,163.65,-14.10,,8.54,90.78,-12.24,-2.09,-17.48,3.31
BalanceNoncurrentBorrowings_sq,,-4.68,-2.64,-6.67,,,-1.70,,1.69,-2.80,-2.94,-1.78,-8.18,-2.30,-0.26,-1.34,-3.29,,-1.65,-2.64,-5.00,-3.84,-4.06,-1.50
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,29000,,,,17000,,,,36000,,10000,10000,55000,67000,67000,53000,267000,270000,389000,354000,363000,362000,714000,1497000
BalanceNoncurrentOtherLiabilities_yy,,,,,-40.56,,,,108.57,,,,49.69,,565.81,421.44,389.56,302.08,478.57,571.08,36.00,33.88,83.43,323.32
BalanceNoncurrentOtherLiabilities_sy,,,,,6.85,,,,9.44,,,,9.15,,1.49,4.49,15.80,17.82,2.48,3.02,8.04,8.16,,10.26
BalanceNoncurrentOtherLiabilities_qq,,-100.00,,,,-100.00,,,,-100.00,,,440.37,23.11,0.09,-21.68,407.34,1.11,44.02,-9.16,2.82,-0.46,97.32,109.63
BalanceNoncurrentOtherLiabilities_sq,,0.01,,,,-2.06,,,,0.10,,,0.26,-0.06,3.24,-0.20,0.65,-0.02,1.12,-0.32,2.20,,-1.06,0.55
BalanceCurrentLiabilities,3225000,3259000,2482000,,3338000,3260000,2618000,3374000,3084000,4786000,5081000,6100000,8978000,9470000,8299000,14893000,17064000,15007000,13502000,14963000,17120000,18094000,14834000,20799000
BalanceCurrentLiabilities_yy,,,,,3.50,0.03,5.46,,-7.63,46.79,94.08,80.81,191.13,97.88,63.34,144.14,90.07,58.47,62.70,0.47,0.33,20.57,9.86,39.00
BalanceCurrentLiabilities_sy,,,,,3.67,6.62,4.48,,10.73,14.23,16.18,14.94,8.43,13.69,3.58,9.61,13.08,16.55,10.23,7.72,1.91,-1.16,6.45,4.70
BalanceCurrentLiabilities_qq,,1.05,-23.84,-100.00,,-2.35,-19.70,28.87,-8.60,55.19,6.17,20.06,47.17,5.48,-12.36,79.45,14.58,-12.06,-10.03,10.82,14.42,5.69,-18.02,40.21
BalanceCurrentLiabilities_sq,,3.18,0.16,-4.23,,-0.50,11.55,-3.02,3.88,1.20,6.17,1.22,-3.05,3.61,0.14,1.38,3.82,-0.04,2.03,0.36,2.87,-1.46,7.69,0.85
BalanceCurrentTradePayablesv,1757000,,,,2243000,,,,2575000,,4211000,5281000,7355000,7256000,7096000,9302000,11847000,10534000,9427000,12521000,14380000,15206000,12188000,17671000
BalanceCurrentTradePayablesv_yy,,,,,27.64,,,,14.82,,,,185.63,,68.48,76.14,61.08,45.18,32.85,34.60,21.38,44.34,29.29,41.14
BalanceCurrentTradePayablesv_sy,,,,,4.28,,,,14.14,,,,12.69,,1.81,13.17,11.52,18.78,22.89,17.14,18.92,11.36,5.96,8.43
BalanceCurrentTradePayablesv_qq,,-100.00,,,,-100.00,,,,-100.00,,25.39,39.27,-1.35,-2.21,31.09,27.36,-11.08,-10.51,32.82,14.85,5.74,-19.84,44.99
BalanceCurrentTradePayablesv_sq,,-1.26,,,,0.56,,,,0.06,,-0.46,3.82,1.31,-5.22,4.32,5.00,4.28,1.18,5.03,9.09,0.41,-0.28,-1.18
BalanceCurrentBorrowings,420000,,,,435000,,,,202000,,257000,207000,189000,116000,128000,4132000,3823000,3258000,2975000,1528000,1305000,1286000,1453000,1514000
BalanceCurrentBorrowings_yy,,,,,3.73,,,,-53.58,,,,-6.58,,-50.44,1900.67,1924.91,2710.90,2232.76,-63.01,-65.87,-60.52,-51.18,-0.91
BalanceCurrentBorrowings_sy,,,,,21.76,,,,-3.46,,,,-2.05,,-26.40,-6.86,-0.40,-3.47,7.15,7.76,7.37,0.73,-3.59,16.25
BalanceCurrentBorrowings_qq,,-100.00,,,,-100.00,,,,-100.00,,-19.76,-8.58,-38.61,10.05,3139.25,-7.47,-14.78,-8.67,-48.64,-14.62,-1.42,12.91,4.26
BalanceCurrentBorrowings_sq,,4.68,,,,-1.07,,,,-3.50,,-5.44,-10.98,2.54,-0.81,1.76,-6.82,0.24,3.58,-1.54,-3.16,0.67,2.96,2.05
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,687000,2961000,2247000,,552000,3151000,2595000,3113000,175000,4566000,,609000,505000,,,,5000,,,,227000,,,
BalanceCurrentOtherLiabilities_yy,,,,,-19.73,6.43,15.47,,-68.24,44.90,-100.00,-80.44,188.02,-100.00,,-100.00,-99.01,,,,4439.70,,,
BalanceCurrentOtherLiabilities_sy,,,,,7.95,-8.11,15.47,,-1.56,1.00,11.38,19.13,8.20,21.12,,1.60,18.59,,,,10.14,,,
BalanceCurrentOtherLiabilities_qq,,330.84,-24.11,-100.00,,471.24,-17.66,19.98,-94.37,2506.24,-100.00,,-17.13,-100.00,,,,-100.00,,,,-100.00,,
BalanceCurrentOtherLiabilities_sq,,,4.70,-8.82,,-7.70,9.44,-3.18,8.47,4.86,7.72,,4.28,5.13,,,,0.30,,,,-1.75,,
BalanceReckoning,361000,298000,235000,,109000,109000,23000,261000,131000,219000,612000,4000,929000,2098000,1076000,1459000,1389000,1214000,1100000,914000,1208000,1602000,1193000,1613000
BalanceReckoning_yy,,,,,-69.88,-63.50,-90.18,,20.75,101.45,2548.55,-98.56,606.90,856.41,75.81,38910.75,49.45,-42.11,2.22,-37.36,-13.04,31.93,8.48,76.48
BalanceReckoning_sy,,,,,11.72,30.48,15.55,,-6.94,,3.25,-0.55,43.84,9.46,9.11,6.30,16.85,-29.09,0.37,-3.24,-15.94,-5.46,-8.34,-4.72
BalanceReckoning_qq,,-17.47,-21.17,-100.00,,,-78.79,1027.90,-49.53,66.82,178.92,-99.39,24752.33,125.71,-48.73,35.64,-4.79,-12.58,-9.46,-16.88,32.17,32.62,-25.55,35.22
BalanceReckoning_sq,,-9.57,2.01,-12.17,,,,,-9.86,-0.50,2.44,-2.39,9.76,0.41,-2.15,-10.78,-0.66,1.26,-1.22,-1.13,-8.93,0.81,-10.52,-1.89
BalanceTotalEquityAndLiabilities,8750000,8999000,12284000,0,13994000,14124000,13595000,14942000,17032000,17774000,18547000,20418000,26686000,28070000,28674000,36290000,39985000,39327000,38372000,41736000,46209000,49127000,46966000,57545000
BalanceTotalEquityAndLiabilities_yy,,,,,59.92,56.95,10.67,,21.71,25.84,36.43,36.65,56.68,57.93,54.60,77.73,49.84,40.10,33.82,15.01,15.57,24.92,22.40,37.88
BalanceTotalEquityAndLiabilities_sy,,,,,5.74,11.01,2.72,,10.67,6.16,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,7.19,4.97,7.77,7.37,2.92,6.59
BalanceTotalEquityAndLiabilities_qq,,2.85,36.50,-100.00,,0.93,-3.75,9.91,13.98,4.36,4.35,10.09,30.69,5.19,2.15,26.56,10.18,-1.64,-2.43,8.77,10.72,6.31,-4.40,22.52
BalanceTotalEquityAndLiabilities_sq,,1.59,0.46,-1.40,,0.08,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.41,0.40,1.04,0.55,3.07,0.48,2.01,0.82,-0.08,1.95
CashflowOperatingCashflow,1736000,99000,349000,-140000,863000,217000,842000,-386000,190000,-308000,872000,453000,414000,2726000,-2834000,1821000,-1322000,595000,1841000,566000,-1019000,1980000,-1461000,1632000
CashflowOperatingCashflow_yy,,,,,-50.27,120.02,141.39,-175.37,-77.95,-241.57,3.55,217.31,117.56,985.53,-425.03,301.77,-419.18,-78.18,164.95,-68.90,22.89,232.82,-179.39,188.18
CashflowOperatingCashflow_sy,,,,,-12.48,24.83,-3.20,-27.32,17.03,62.76,3.55,34.25,5.70,13.20,36.05,17.68,-25.83,-1.96,-17.95,9.45,41.33,32.71,21.22,-16.07
CashflowOperatingCashflow_qq,,-94.31,252.99,-140.23,715.11,-74.81,287.28,-145.89,149.26,-261.72,383.26,-48.01,-8.64,558.23,-203.97,164.26,-172.58,145.00,209.49,-69.24,-279.98,294.22,-173.82,211.68
CashflowOperatingCashflow_sq,,-71.84,-18.71,9.24,60.12,-70.85,-12.84,38.28,47.86,-34.73,-28.69,27.81,71.44,-55.78,3.34,-0.76,20.72,-4.27,21.40,23.64,86.27,-47.40,-5.55,-19.73
CashflowAmortization,997000,,,,821000,224000,200000,152000,72000,83000,83000,76000,190000,264000,130000,268000,473000,412000,427000,415000,412000,420000,443000,436000
CashflowAmortization_yy,,,,,-17.69,,,,-91.22,-63.04,-58.66,-50.16,163.60,219.35,57.43,254.74,148.84,55.94,227.52,54.64,-12.88,2.05,3.90,5.26
CashflowAmortization_sy,,,,,13.37,,,,1.92,-1.46,1.75,6.69,9.38,12.75,12.88,10.43,0.41,11.04,8.15,10.24,3.32,1.41,2.87,0.77
CashflowAmortization_qq,,-100.00,,,,-72.75,-10.53,-24.23,-52.49,14.75,0.08,-8.67,151.31,39.02,-50.66,105.80,76.29,-12.88,3.62,-2.83,-0.68,2.05,5.50,-1.55
CashflowAmortization_sq,,2.08,,,,2.44,-0.20,0.51,1.24,-1.15,0.38,0.80,4.61,0.74,1.55,3.62,3.60,0.34,2.04,1.42,,-0.02,1.12,0.83
CashflowInvestingCashflow,-154000,-12000,-65000,-236000,3000,48000,-227000,-29000,219000,-337000,-154000,-361000,-638000,-195000,-54000,-6381000,185000,-33000,-294000,-552000,714000,-311000,37000,-63000
CashflowInvestingCashflow_yy,,,,,101.86,487.96,-248.86,87.90,7533.81,-802.59,32.45,-1165.28,-391.40,41.96,64.79,-1668.48,128.99,83.12,-443.98,91.35,285.77,-843.89,112.53,88.62
CashflowInvestingCashflow_sy,,,,,62.32,14.08,-17.86,66.34,17.26,-44.39,21.59,-21.06,-19.14,52.36,-83.13,-104.43,42.04,-80.88,-31.29,9.54,-17.85,14.86,34.08,-73.64
CashflowInvestingCashflow_qq,,91.98,-427.64,-261.52,101.22,1570.02,-574.46,87.46,868.01,-253.70,54.39,-134.98,-76.88,69.39,72.33,-11701.59,102.90,-117.82,-791.90,-87.66,229.32,-143.61,111.84,-270.57
CashflowInvestingCashflow_sq,,41.98,-25.68,-55.41,38.28,-19.67,40.29,25.51,-9.50,23.70,54.39,13.27,-76.88,49.03,-27.09,-49.78,-16.99,-7.41,2.85,15.25,21.28,-17.72,-26.40,-16.05
CashflowCapex,9000,12000,65000,236000,-240000,6000,227000,29000,-139000,337000,-358000,165000,1454000,195000,52000,6449000,-225000,34000,289000,466000,-606000,290000,30000,76000
CashflowCapex_yy,,,,,-2890.87,-48.10,248.86,-87.90,42.08,5151.70,-257.29,477.47,1146.07,-41.96,114.42,3816.17,-115.50,-82.55,459.86,-92.77,-169.04,749.50,-89.60,-83.72
CashflowCapex_sy,,,,,-28.86,-18.92,-4.74,-48.19,-26.79,43.89,40.42,78.34,-7.90,-1.83,18.52,28.68,-8.87,28.10,-6.18,17.64,26.49,-6.07,-52.08,14.47
CashflowCapex_qq,,43.60,427.64,261.52,-201.88,102.67,3446.47,-87.46,-587.48,342.16,-206.22,146.05,783.05,-86.56,-73.61,12405.39,-103.49,115.13,746.83,61.54,-229.98,147.78,-89.63,152.87
CashflowCapex_sq,,-52.90,20.97,14.31,50.67,-37.78,6.68,-37.40,52.88,-20.98,-20.04,-20.54,54.03,-37.33,16.52,37.67,29.06,-18.35,25.75,14.43,15.33,-19.40,-1.44,30.74
CashflowFinancingCashflow,-442000,-118000,4422000,-132000,-308000,-141000,-277000,-92000,146000,71000,-245000,-302000,163000,-63000,-93000,3507000,-486000,-698000,-765000,-504000,-529000,-414000,-392000,-397000
CashflowFinancingCashflow_yy,,,,,30.36,-19.89,-106.28,29.98,147.43,150.20,11.86,-226.97,12.00,-189.12,61.79,1259.61,-397.30,-1008.08,-718.30,-114.38,-8.98,40.72,48.74,21.20
CashflowFinancingCashflow_sy,,,,,-1.58,-20.72,-9.10,-10.18,-1.26,-8.04,6.38,13.35,-47.50,15.96,13.03,25.25,-51.57,51.02,15.74,-66.19,-5.02,-9.12,-90.01,78.09
CashflowFinancingCashflow_qq,,73.39,3862.79,-102.99,-132.81,54.19,-96.95,66.66,257.70,-51.52,-445.79,-23.67,154.02,-138.58,-48.26,3853.33,-113.85,-43.78,-9.49,34.04,-4.96,21.79,5.33,-1.40
CashflowFinancingCashflow_sq,,-33.21,59.79,-50.47,9.10,27.18,41.40,-98.67,63.77,-5.70,-36.31,-71.43,14.22,26.19,-14.43,-21.68,-15.73,54.15,-1.18,-13.02,25.24,30.83,-55.53,58.58
CashflowShareCapitalCash,,,,,4500000,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,-100.00,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,-50.00,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,-100.00,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,-100.00,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,1140000,-31000,4705000,-508000,558000,124000,337000,-507000,555000,-574000,474000,-210000,-61000,2467000,-2981000,-1053000,-1622000,-137000,782000,-490000,-835000,1254000,-1816000,1172000
CashflowNetCashflow_yy,,,,,-51.01,500.95,-92.83,0.12,-0.58,-560.99,40.59,58.56,-110.94,530.06,-728.84,-400.66,-2571.85,-105.53,126.23,53.46,48.55,1018.50,-332.27,339.14
CashflowNetCashflow_sy,,,,,-23.29,86.25,23.37,22.62,126.33,-22.23,-41.78,56.16,-25.21,86.72,-27.30,-16.13,16.21,-76.69,17.61,50.00,48.55,63.66,-29.88,-7.18
CashflowNetCashflow_qq,,-102.72,15258.87,-110.80,209.93,-77.71,170.98,-250.45,209.42,-203.33,182.64,-144.35,71.12,4163.30,-220.84,64.69,-54.12,91.58,672.65,-162.66,-70.37,250.26,-244.81,164.51
CashflowNetCashflow_sq,,-106.98,75.33,-36.49,43.61,-46.56,81.32,-37.38,143.37,-76.67,37.17,-55.58,100.00,4.18,-63.13,7.33,25.90,23.18,54.94,37.29,77.91,-80.20,25.54,50.67
