,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q3,2015/Q1,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherNoncurrentAssets_sy,,,,,,18.80,,,47.31,5.00,,1.36,1.36,79.44,,3.10,41.56,37.52,,48.78,29.17,,-7.58,24.40,15.71,,3.18,,,,,,,,,
BalanceOtherNoncurrentAssets_qq,,,-100.00,,,2228.95,-100.00,,870.50,-89.36,-100.00,,45.15,-31.00,-100.00,,3.85,-100.00,,1478.79,-83.69,-64.12,,154.10,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_sq,,,-100.00,,,10.81,-100.00,,-0.45,-0.28,-75.13,,,7.34,-100.00,,-1.49,4.28,,-5.34,1.18,1.23,,5.10,,,,,,,,,,,,
BalanceCurrentAssets,66763000,41167000,,36256000,39534000,64183000,,47374000,57524000,42148000,,59060000,80482000,63446000,,43696000,59569000,59455000,65134000,59414000,56037000,49632000,55379000,46718000,16296000,18077000,40434000,62942000,45922000,47480000,61119000,73178000,63667000,91670000,99121000,108191000
BalanceCurrentAssets_yy,,,,,-40.78,55.91,,30.67,45.51,-34.33,,24.67,39.91,50.53,,-26.01,-25.98,-6.29,,35.97,-5.93,-16.52,-14.98,-21.37,-70.57,,123.68,,,,51.16,16.26,38.64,93.07,62.18,47.85
BalanceCurrentAssets_sy,,,,,-10.87,-19.91,,-15.52,-0.98,6.26,,19.68,28.80,45.20,,71.06,33.54,36.23,,16.86,9.28,0.35,-7.47,9.34,1.95,,10.31,,,,14.38,5.63,3.38,-9.40,-1.62,-14.46
BalanceCurrentAssets_qq,,-38.34,-100.00,,9.04,62.35,-100.00,,21.43,-26.73,-100.00,,36.27,-21.17,-100.00,,36.33,-0.19,9.55,-8.78,-5.68,-11.43,11.58,-15.64,,,,55.67,-27.04,3.39,28.73,19.73,-13.00,43.98,8.13,9.15
BalanceCurrentAssets_sq,,-3.44,-100.00,,-2.67,-10.02,-74.13,,3.45,-3.64,-64.50,,19.70,3.79,-100.00,,-1.95,1.15,-7.83,-3.38,-2.06,5.58,0.95,1.39,,,,1.84,2.32,0.79,-0.21,1.37,-1.10,-0.76,1.24,-3.42
BalanceInventory,0,,,0,175000,183000,,264000,8401000,151000,,185000,7629000,150000,,722000,718000,,151000,0,6964000,,0,6465000,5096000,5453000,8267000,9560000,2160000,11318000,14655000,154000,17554000,16385000,6850000,9331000
BalanceInventory_yy,,,,,,,,,4700.57,-17.49,,-29.92,-9.19,-0.66,,290.27,-90.59,-100.00,,-100.00,869.92,,-100.00,,,,51.60,,,,77.27,-98.39,712.69,44.77,-53.26,5959.09
BalanceInventory_sy,,,,,,,,,-26.40,-90.84,,-24.64,-14.11,-9.09,,22.05,-2.02,-20.54,,-19.84,-71.43,,-64.03,,,,38.55,,,,-3.42,-70.40,-15.09,0.93,-8.56,-18.02
BalanceInventory_qq,,,,,,4.57,-100.00,,3082.20,-98.20,-100.00,,4023.78,-98.03,-100.00,,-0.55,-100.00,,-100.00,,-100.00,,,,,,15.64,-77.41,423.98,29.48,-98.95,11298.70,-6.66,-58.19,36.22
BalanceInventory_sq,,,,,,2.28,-97.96,,-13.66,,-100.00,,13.50,,-100.00,,-0.28,-20.36,,-35.90,,18.18,,,,,,11.40,-9.80,3.35,-6.28,-6.76,,6.70,-0.31,0.04
BalanceCurrentReceivables,79000,5219000,,1519000,2185000,2023000,,268000,1223000,199000,,3951000,4032000,5939000,,2714000,12307000,15362000,10481000,10759000,848000,13677000,14815000,4148000,506000,1168000,19523000,41170000,32480000,25321000,37025000,72469000,45726000,74748000,91929000,98468000
BalanceCurrentReceivables_yy,,,,,2665.82,-61.24,,-82.36,-44.03,-90.16,,1374.25,229.68,2884.42,,-31.31,205.23,158.66,,296.43,-93.11,-10.97,41.35,-61.45,-96.58,,1571.49,,,,89.65,76.02,40.78,195.20,148.29,35.88
BalanceCurrentReceivables_sy,,,,,9.29,-33.28,,-22.39,-14.42,-14.95,,29.02,25.45,53.14,,47.82,32.64,29.48,,11.07,12.08,-12.26,-36.82,7.96,9.73,,14.58,,,,9.29,27.88,16.78,8.86,8.60,6.28
BalanceCurrentReceivables_qq,,6506.33,-100.00,,43.84,-7.41,-100.00,,356.34,-83.73,-100.00,,2.05,47.30,-100.00,,353.46,24.82,-31.77,2.65,-92.12,1512.85,8.32,-72.00,,,,110.88,-21.11,-22.04,46.22,95.73,-36.90,63.47,22.99,7.11
BalanceCurrentReceivables_sq,,8.13,-100.00,,-0.26,-6.30,-85.17,,1.26,-9.01,-59.85,,7.63,1.34,-100.00,,-1.85,5.46,-4.14,-2.62,-2.29,9.30,5.38,1.01,,,,-3.63,3.94,0.03,8.02,3.10,-1.35,0.82,1.99,0.69
BalanceCurrentInvestments,65953000,35426000,,34232000,41579000,59919000,,45715000,45975000,41500000,,53431000,21699000,56265000,,38793000,49720000,41663000,53181000,47265000,48149000,34065000,38821000,34643000,9518000,10922000,10339000,10639000,10407000,10277000,9141000,234000,195000,173000,204000,32000
BalanceCurrentInvestments_yy,,,,,-36.96,69.14,,33.54,10.57,-30.74,,16.88,-52.80,35.58,,-27.40,129.13,-25.95,,21.84,-3.16,-18.24,-27.00,-26.70,-75.48,,-5.34,,,,-11.59,-97.80,-98.13,-98.32,-97.77,-86.32
BalanceCurrentInvestments_sy,,,,,-20.17,21.99,,,12.89,-15.12,,-22.72,-18.83,9.81,,-3.18,-16.20,-7.04,,21.87,25.12,-0.40,20.14,-7.60,-3.08,,-10.67,,,,-28.39,-29.15,-47.42,-15.20,-35.60,-50.76
BalanceCurrentInvestments_qq,,-46.29,-100.00,,21.46,44.11,-100.00,,0.57,-9.73,-100.00,,-59.39,159.30,-100.00,,28.17,-16.20,27.65,-11.12,1.87,-29.25,13.96,-10.76,,,,2.90,-2.18,-1.25,-11.05,-97.44,-16.67,-11.28,17.92,-84.31
BalanceCurrentInvestments_sq,,-33.16,-100.00,,,-1.16,-100.00,,1.09,-21.30,-100.00,,3.68,5.90,-100.00,,-1.70,0.59,-8.42,3.84,0.84,0.38,1.00,-0.76,,,,-2.05,-2.18,-16.08,-1.22,-1.98,-1.78,-11.65,-0.07,-19.52
BalanceCash,731000,141000,,505000,-4405000,2013000,,1108000,465000,135000,,1388000,517000,983000,,1304000,-3334000,2029000,1045000,1388000,-2141000,1161000,982000,1428000,1049000,463000,2267000,1429000,817000,524000,167000,165000,100000,117000,138000,200000
BalanceCash_yy,,,,,-702.60,1327.66,,119.41,110.56,-93.29,,25.27,11.18,628.15,,-6.05,-744.87,106.41,,6.44,35.78,-42.78,-6.03,2.88,6.82,,389.63,,,,-92.63,-88.45,-87.76,-77.67,-17.37,21.21
BalanceCash_sy,,,,,-36.80,-25.34,,17.96,-4.22,49.06,,74.64,67.54,47.03,,10.26,-0.68,2.12,,-16.31,-15.35,-31.34,15.00,59.42,-23.92,,-28.78,,,,31.34,12.38,-19.53,-25.06,-11.39,-16.07
BalanceCash_qq,,-80.71,-100.00,,-972.28,145.70,-100.00,,-58.03,-70.97,-100.00,,-62.75,90.14,-100.00,,-355.67,160.86,-48.50,32.82,-254.25,154.23,-15.42,45.42,,,,-36.97,-42.83,-35.86,-68.13,-1.20,-39.39,17.00,17.95,44.93
BalanceCash_sq,,-47.34,-100.00,,-19.89,-33.79,-100.00,,-25.22,11.75,-96.57,,-27.38,4.53,-100.00,,-8.56,-11.41,-29.34,2.46,1.16,13.14,-8.88,-4.89,,,,48.95,-9.20,-10.05,-15.06,11.73,-25.77,-0.34,6.32,22.49
BalanceOtherCurrentAssets,,381000,,0,,45000,,19000,1460000,163000,,105000,46605000,109000,,163000,158000,401000,276000,2000,2217000,729000,761000,34000,127000,71000,38000,144000,58000,40000,131000,156000,92000,247000,,160000
BalanceOtherCurrentAssets_yy,,,,,,-88.19,,,,262.22,,452.63,3092.12,-33.13,,55.24,-99.66,267.89,,-98.77,1303.16,81.80,175.72,1600.00,-83.31,,-46.48,,,,244.74,8.33,58.62,517.50,-100.00,2.56
BalanceOtherCurrentAssets_sy,,,,,,-41.94,,,,-5.87,,2.26,5.30,-11.75,,62.50,5.75,17.36,,-1.89,8.65,17.47,20.46,11.50,-15.99,,-13.06,,,,7.91,2.69,6.44,13.20,13.89,2.76
BalanceOtherCurrentAssets_qq,,,-100.00,,,,-100.00,,7584.21,-88.84,-100.00,,44285.71,-99.77,-100.00,,-3.07,153.80,-31.17,-99.28,110750.00,-67.12,4.39,-95.53,,,,278.95,-59.72,-31.03,227.50,19.08,-41.03,168.48,-100.00,
BalanceOtherCurrentAssets_sq,,,-100.00,,,,-45.72,,53.50,-19.44,-38.24,,45.76,-13.95,-100.00,,12.87,-6.74,-29.11,-38.99,49.46,-5.38,-2.04,-17.09,,,,-1.19,-4.44,-29.67,9.91,-1.52,-0.46,-3.58,19.38,
BalanceAssetsForSale,,,,,0,,,0,7477000,0,,573000,573000,713000,,0,,200000,0,67000,,1142000,1142000,1097000,5000,76000,11395000,5686000,5649000,5844000,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,-92.34,,,-100.00,-100.00,-71.95,,,,471.00,,1537.31,-99.56,,14893.42,,,,-100.00,-100.00,-100.00,-100.00,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,-4.89,,,-100.00,-100.00,-83.09,,,,-87.51,,376.79,-99.56,,-31.12,,,,-100.00,-100.00,-100.00,-100.00,,
BalanceAssetsForSale_qq,,,,,,,,,,-100.00,,,,24.43,-100.00,,,,-100.00,,-100.00,,,-3.94,,,,-50.10,-0.65,3.45,-100.00,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,-42.45,,,,0.96,-100.00,,,,-100.00,,-95.06,,,,,,,-99.45,-0.70,-19.00,-50.00,,,,,
BalanceTotalAssets,69683000,51486000,,42200000,52345000,80853000,,66819000,89160000,60923000,,73203000,87128000,76410000,,54656000,68897000,66706000,75711000,69008000,65564000,59050000,64786000,49261000,17627000,21631000,66795000,94083000,77507000,61567000,76367000,88226000,78637000,108863000,119187000,128191000
BalanceTotalAssets_yy,,,,,-24.88,57.04,,58.34,70.33,-24.65,,9.55,-2.28,25.42,,-25.34,-20.92,-12.70,,26.26,-4.84,-11.48,-14.43,-28.62,-72.79,,208.79,,,,14.33,-6.23,1.46,76.82,56.07,45.30
BalanceTotalAssets_sy,,,,,0.05,-6.40,,-5.41,3.85,-3.46,,17.84,23.18,27.33,,17.60,36.20,26.40,,5.74,4.70,4.81,5.21,11.46,7.80,,4.88,,,,-1.81,2.75,1.48,0.54,3.92,-0.73
BalanceTotalAssets_qq,,-26.11,-100.00,,24.04,54.46,-100.00,,33.44,-31.67,-100.00,,19.02,-12.30,-100.00,,26.06,-3.18,13.50,-8.85,-4.99,-9.94,9.71,-23.96,,,,40.85,-17.62,-20.57,24.04,15.53,-10.87,38.44,9.48,7.55
BalanceTotalAssets_sq,,-2.16,-100.00,,-0.43,-0.31,-73.29,,4.03,-4.18,-56.88,,4.33,1.04,-100.00,,2.71,2.56,-2.03,-0.86,-0.18,2.20,2.29,2.80,,,,-1.46,0.74,-0.16,-0.45,-0.86,,-0.94,0.92,-1.21
BalanceCapital,69589000,39639000,,42079000,42562000,72609000,,64113000,66695000,52426000,,71370000,74077000,74175000,,53273000,67462000,62351000,63053000,58031000,51091000,38754000,44505000,35476000,11530000,14922000,17444000,17811000,19052000,12155000,21145000,22211000,25775000,31408000,35553000,38342000
BalanceCapital_yy,,,,,-38.84,83.18,,52.36,56.70,-27.80,,11.32,11.07,41.49,,-25.36,-8.93,-15.94,,8.93,-24.27,-37.85,-29.42,-38.87,-74.09,,16.90,,,,21.22,24.70,35.29,158.40,68.14,72.63
BalanceCapital_sy,,,,,1.75,-4.30,,2.21,2.12,-0.19,,19.22,25.47,22.95,,29.43,27.70,14.82,,8.87,9.40,4.13,1.18,10.70,7.99,,-2.42,,,,-2.39,3.28,3.40,2.90,1.12,-0.99
BalanceCapital_qq,,-43.04,-100.00,,1.15,70.60,-100.00,,4.03,-21.39,-100.00,,3.79,0.13,-100.00,,26.63,-7.58,1.13,-7.96,-11.96,-24.15,14.84,-20.29,,,,2.10,6.97,-36.20,73.96,5.04,16.05,21.85,13.20,7.84
BalanceCapital_sq,,-2.09,-100.00,,-1.80,0.98,-24.22,,2.48,-3.88,-3.78,,0.78,1.67,-100.00,,7.46,3.28,-1.89,-1.60,1.80,0.44,1.60,2.95,,,,-1.43,0.70,-1.40,0.65,-0.93,1.49,-2.32,0.24,-2.89
BalanceShareCapital,5471000,5470000,,5470000,5470000,5470000,,5470000,5470000,5470000,,5470000,5470000,5471000,,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000
BalanceShareCapital_yy,,,,,-0.02,,,,,,,,,0.02,,,,-0.02,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,-0.02,-100.00,,,,-100.00,,,,-100.00,,,0.02,-100.00,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,-100.00,,,,-50.00,,,,-50.02,,,,-100.00,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,-40631000,-40631000,,-40630000,-40631000,-40631000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,100.00,100.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,50.00,100.00,75.00,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,100.00,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,100.00,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,150460000,150461000,,178033000,178033000,178034000,,144434000,144556000,58647000,,58649000,58649000,65899000,,65899000,65899000,65899000,65909000,65899000,65910000,65887000,65890000,66563000,65002000,65704000,65068000,65536000,65539000,66108000,66296000,66061000,66073000,66060000,66028000,78561000
BalanceReserve_yy,,,,,18.33,18.33,,-18.87,-18.80,-67.06,,-59.39,-59.43,12.37,,12.36,12.36,,,,0.02,-0.02,-0.03,1.01,-1.35,,-0.97,,,,1.89,0.80,0.81,-0.07,-0.40,18.92
BalanceReserve_sy,,,,,13.03,1.75,,0.02,0.80,3.05,,2.01,4.88,11.06,,12.36,6.67,,,,11.48,3.88,0.60,2.75,5.18,,-0.20,,,,0.14,0.09,0.98,0.84,3.55,1.24
BalanceReserve_qq,,,-100.00,,,,-100.00,,0.08,-59.43,-100.00,,,12.36,-100.00,,,,0.02,-0.02,0.02,-0.03,,1.02,,,,0.72,,0.87,0.28,-0.35,0.02,-0.02,-0.05,18.98
BalanceReserve_sq,,,-100.00,,,,-83.24,,,0.16,-50.00,,,3.48,-100.00,,,,-0.88,,,0.60,,,,,,0.01,,,,,,,,0.25
BalanceNonshareCapital,0,4205000,,,4883000,,,,1977000,,,,,,,,,,,0,,,,-707000,-1114000,-828000,94000,307000,310000,-16000,4000,19000,20000,20000,64000,13000
BalanceNonshareCapital_yy,,,,,,-100.00,,,-59.51,,,,-100.00,,,,,,,,,,,,,,111.35,,,,-95.74,-93.81,-93.55,225.00,1500.00,-31.58
BalanceNonshareCapital_sy,,,,,,-12.50,,,13.36,,,,-14.08,,,,,,,,,,,,,,-42.92,,,,-6.38,,-20.25,1.78,8.40,5.09
BalanceNonshareCapital_qq,,,-100.00,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,226.60,0.98,-105.16,125.00,375.00,5.26,,220.00,-79.69
BalanceNonshareCapital_sq,,,-100.00,,,,,,,-7.28,,,,,,,,,,,,,,,,,,16.16,,-0.50,,,1.08,,,0.24
BalanceNoncurrentLiabilities,0,57000,,4000,0,746000,,208000,10000000,261000,,130000,10558000,174000,,14000,82000,0,14000,179000,0,184000,183000,183000,183000,183000,,1751000,10738000,1861000,1737000,1612000,1485000,1468000,4543000,4168000
BalanceNoncurrentLiabilities_yy,,,,,,1208.77,,5100.00,,-65.01,,-37.50,5.58,-33.33,,-89.23,-99.22,-100.00,,1178.57,-100.00,,1207.14,2.23,,,-100.00,,,,,-7.94,-86.17,-21.12,161.54,158.56
BalanceNoncurrentLiabilities_sy,,,,,,-21.30,,19.13,,-5.40,,-30.91,6.16,66.10,,29.17,83.90,5.61,,6.98,-9.51,,23.13,24.07,,,-6.66,,,,,-6.70,6.95,1.00,-4.76,10.70
BalanceNoncurrentLiabilities_qq,,,-100.00,,-100.00,,-100.00,,4707.69,-97.39,-100.00,,8021.54,-98.35,-100.00,,485.71,-100.00,,1178.57,-100.00,,-0.54,,,,,,513.25,-82.67,-6.66,-7.20,-7.88,-1.14,209.47,-8.25
BalanceNoncurrentLiabilities_sq,,,-100.00,,-3.00,,-51.00,,-1.01,-6.20,-64.13,,-1.35,4.98,-100.00,,-0.62,-11.86,,1.76,6.10,,0.54,,,,,,7.05,-3.78,0.06,,0.37,-0.56,0.17,0.18
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,0,0,0,,1000,10000000,44000,,35000,35000,35000,,14000,15000,,14000,,0,,0,,,,,1751000,10738000,1861000,1737000,1612000,1485000,1468000,4543000,4168000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,3400.00,-99.65,-20.45,,-60.00,-57.14,-100.00,,-100.00,-100.00,,-100.00,,,,,,,,,-7.94,-86.17,-21.12,161.54,158.56
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,-52.20,-9.47,14.66,,94.72,52.58,-36.13,,-28.52,-21.16,,7.70,,,,,,,,,-1.82,-16.20,3.66,-2.20,-5.56
BalanceNoncurrentBorrowings_qq,,,,,,,,,999900.00,-99.56,-100.00,,,,-100.00,,7.14,-100.00,,-100.00,,,,,,,,,513.25,-82.67,-6.66,-7.20,-7.88,-1.14,209.47,-8.25
BalanceNoncurrentBorrowings_sq,,,,,,,,,-22.49,-60.88,-100.00,,,,-100.00,,-0.06,-27.90,,-0.16,,,,,,,,,0.71,-8.68,,-0.37,-2.81,-1.14,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,0,57000,,4000,,746000,,207000,0,217000,,95000,10523000,139000,,0,67000,0,0,179000,0,184000,183000,183000,183000,183000,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_yy,,,,,,1208.77,,5075.00,,-70.91,,-54.11,,-35.94,,-100.00,-99.36,-100.00,,,-100.00,,,2.23,,,-100.00,,,,,,,,,
BalanceNoncurrentOtherLiabilities_sy,,,,,,-34.09,,,,-3.70,,-2.66,,20.91,,12.10,14.37,3.87,,,24.22,,,13.41,,,-3.05,,,,,,,,,
BalanceNoncurrentOtherLiabilities_qq,,,-100.00,,-100.00,,-100.00,,-100.00,,-100.00,,10976.84,-98.68,-100.00,,,-100.00,,,-100.00,,-0.54,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_sq,,,-100.00,,-4.29,,-20.89,,-1.61,,-100.00,,-32.40,2.21,-100.00,,,-4.18,,,0.30,,0.13,,,,,,,,,,,,,
BalanceCurrentLiabilities,94000,7585000,,117000,4900000,7498000,,2498000,10488000,8236000,,1703000,2493000,2061000,,1369000,1353000,4355000,12644000,10798000,14473000,20112000,20098000,14309000,7028000,7354000,48957000,73974000,47155000,47190000,53481000,64384000,51357000,75967000,79027000,85668000
BalanceCurrentLiabilities_yy,,,,,5112.77,-1.15,,2035.04,114.04,9.84,,-31.83,-76.23,-74.98,,-19.61,-45.73,111.31,,688.75,969.70,361.81,58.95,32.52,-65.03,,565.72,,,,9.24,-12.96,8.91,60.98,47.77,33.06
BalanceCurrentLiabilities_sy,,,,,8.17,-4.00,,-23.05,3.10,6.80,,29.19,4.62,27.59,,62.36,6.69,58.18,,27.51,10.22,-9.40,3.91,-1.30,0.17,,51.15,,,,2.64,-1.18,0.18,11.86,18.31,9.68
BalanceCurrentLiabilities_qq,,7969.15,-100.00,,4088.03,53.02,-100.00,,319.86,-21.47,-100.00,,46.39,-17.33,-100.00,,-1.17,221.88,190.33,-14.60,34.03,38.96,-0.07,-28.80,,,,51.10,-36.25,0.07,13.33,20.39,-20.23,47.92,4.03,8.40
BalanceCurrentLiabilities_sq,,4.73,-100.00,,-1.87,-5.66,-91.70,,6.79,-1.71,-93.00,,6.84,-6.19,-100.00,,-5.26,30.64,-4.03,-2.99,-6.52,-2.34,-0.57,4.09,,,,2.92,-1.61,2.13,2.72,1.11,-11.20,9.70,2.83,0.22
BalanceCurrentTradePayablesv,57000,5755000,,117000,3388000,1510000,,1587000,4539000,1225000,,819000,1129000,1272000,,896000,1038000,4046000,651000,1207000,843000,551000,785000,736000,121000,246000,31934000,35678000,16326000,17151000,24571000,38274000,26764000,44611000,46210000,48168000
BalanceCurrentTradePayablesv_yy,,,,,5843.86,-73.76,,1256.41,33.97,-18.87,,-48.39,-75.13,3.84,,9.40,-8.06,218.08,,34.71,-18.79,-86.38,20.58,-39.02,-84.59,,12881.30,,,,-23.06,7.28,63.93,160.11,88.07,25.85
BalanceCurrentTradePayablesv_sy,,,,,10.20,-7.69,,-49.52,-25.17,-23.56,,-5.06,-14.41,4.64,,48.31,-8.06,10.50,,19.69,11.13,-55.03,11.28,-14.04,-32.07,,16.21,,,,-0.76,-8.26,-11.66,12.60,6.89,0.42
BalanceCurrentTradePayablesv_qq,,9996.49,-100.00,,2795.73,-55.43,-100.00,,186.01,-73.01,-100.00,,37.85,12.67,-100.00,,15.85,289.79,-83.91,85.41,-30.16,-34.64,42.47,-6.24,,,,11.72,-54.24,5.05,43.26,55.77,-30.07,66.68,3.58,4.24
BalanceCurrentTradePayablesv_sq,,-4.00,-100.00,,0.70,-22.51,-99.42,,9.34,-17.86,-98.04,,14.67,-2.52,-100.00,,-19.55,-0.76,-8.83,2.93,-31.46,-6.13,15.77,-10.11,,,,-0.76,0.10,1.04,1.68,4.57,-0.35,17.56,-4.34,1.44
BalanceCurrentBorrowings,,1250000,,0,,4274000,,60000,3304000,6057000,,19000,286000,7000,,22000,17000,24000,5000,8997000,8684000,17565000,17467000,12115000,5278000,5428000,16729000,37948000,30488000,29567000,28380000,25531000,24094000,28020000,32383000,36483000
BalanceCurrentBorrowings_yy,,,,,,241.92,,,,41.72,,-68.33,-91.34,-99.88,,15.79,-94.06,242.86,,40795.45,50982.35,73087.50,349239.99,34.66,-69.78,,208.20,,,,69.65,-32.72,-20.97,-5.23,14.11,42.90
BalanceCurrentBorrowings_sy,,,,,,19.98,,,,14.75,,97.18,3.23,-17.98,,17.75,-26.77,109.42,,78.57,30.86,-4.64,42.16,-0.05,7.23,,4.95,,,,6.45,-16.52,-15.57,-7.69,-9.96,3.87
BalanceCurrentBorrowings_qq,,,-100.00,,,,-100.00,,5406.67,83.32,-100.00,,1405.26,-97.55,-100.00,,-22.73,41.18,-79.17,179840.00,-3.48,102.27,-0.56,-30.64,,,,126.84,-19.66,-3.02,-4.01,-10.04,-5.63,16.29,15.57,12.66
BalanceCurrentBorrowings_sq,,,-100.00,,,,-100.00,,1.64,-5.90,-100.00,,1.52,-3.69,-100.00,,-14.84,29.68,-11.73,0.90,-25.41,1.05,-3.23,0.44,,,,0.48,-4.20,-3.02,-0.98,-2.24,-2.13,-1.30,2.32,8.00
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,37000,580000,,0,1512000,1700000,,755000,2645000,858000,,769000,917000,782000,,304000,249000,242000,11889000,594000,4946000,1996000,1846000,1423000,1629000,1680000,594000,588000,593000,849000,530000,579000,499000,3336000,434000,1017000
BalanceCurrentOtherLiabilities_yy,,,,,3986.49,193.10,,,74.93,-49.53,,1.85,-65.33,-8.86,,-60.47,-72.85,-69.05,,95.39,1886.35,724.79,-84.47,139.56,-11.76,,-64.64,,,,-10.77,-1.53,-15.85,292.93,-18.11,75.65
BalanceCurrentOtherLiabilities_sy,,,,,-7.54,37.08,,,41.75,5.33,,16.69,-3.30,19.57,,10.64,13.47,1.28,,11.11,-3.72,16.46,-24.84,5.58,-2.57,,11.90,,,,7.49,4.80,4.80,12.12,1.57,1.07
BalanceCurrentOtherLiabilities_qq,,1467.57,-100.00,,,12.43,-100.00,,250.33,-67.56,-100.00,,19.25,-14.72,-100.00,,-18.09,-2.81,4812.81,-95.00,732.66,-59.64,-7.52,-22.91,,,,-1.01,0.85,43.17,-37.57,9.25,-13.82,568.54,-86.99,134.33
BalanceCurrentOtherLiabilities_sq,,19.39,-100.00,,,9.83,-100.00,,-19.84,-8.15,-99.94,,-33.95,-1.61,-100.00,,-1.02,-0.99,-12.68,1.58,-2.34,10.74,-1.17,8.02,,,,3.75,-3.68,2.22,-1.99,2.58,-5.71,2.96,6.01,-0.37
