,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentBorrowings_sq,,-2.70,-7.10,-12.97,-9.55,3.47,0.13,-14.28,-9.25,-7.40,-8.33,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,2855000,3106000,2417000,2177000,3039000,2902000,2749000,3447000,3127000,3205000,5217000,7797000,9354000,9782000,6876000,6566000,4877000,5861000
BalanceNoncurrentOtherLiabilities_yy,,,,,6.45,-6.56,13.74,58.36,2.89,10.43,89.77,126.17,199.14,205.21,31.80,-15.79,-47.86,-40.08
BalanceNoncurrentOtherLiabilities_sy,,,,,6.94,4.66,13.34,4.77,6.75,10.43,8.17,5.89,1.64,0.74,-1.33,-5.11,-4.78,-6.94
BalanceNoncurrentOtherLiabilities_qq,,8.79,-22.18,-9.93,39.61,-4.51,-5.28,25.40,-9.29,2.49,62.78,49.45,19.97,4.58,-29.71,-4.51,-25.72,20.18
BalanceNoncurrentOtherLiabilities_sq,,0.17,-1.56,9.44,-0.26,,-0.96,3.69,-0.61,0.15,-1.77,0.18,-0.26,0.58,-3.02,-0.95,-0.54,
BalanceCurrentLiabilities,4506000,4474000,4559000,4653000,5682000,5578000,5517000,5436000,6484000,4740000,5158000,4895000,4683000,5223000,7664000,8653000,11020000,10872000
BalanceCurrentLiabilities_yy,,,,,26.09,24.68,21.01,16.82,14.12,-15.02,-6.51,-9.95,-27.78,10.18,48.58,76.77,135.32,108.16
BalanceCurrentLiabilities_sy,,,,,-0.88,10.62,2.28,4.71,6.99,3.99,-0.93,8.17,8.14,5.61,15.74,5.35,5.93,7.42
BalanceCurrentLiabilities_qq,,-0.71,1.90,2.06,22.11,-1.82,-1.10,-1.47,19.28,-26.89,8.81,-5.10,-4.33,11.53,46.74,12.90,27.35,-1.34
BalanceCurrentLiabilities_sq,,6.60,1.46,-11.20,8.09,5.65,-2.42,-1.00,-1.43,5.66,0.82,3.27,-3.15,7.03,1.94,-1.07,-0.05,6.04
BalanceCurrentTradePayablesv,1862000,1689000,1772000,595000,894000,503000,348000,548000,1086000,161000,292000,554000,561000,669000,484000,862000,505000,536000
BalanceCurrentTradePayablesv_yy,,,,,-51.98,-70.23,-80.37,-7.83,21.46,-67.91,-16.07,1.02,-48.34,314.69,65.75,55.60,-9.98,-19.88
BalanceCurrentTradePayablesv_sy,,,,,6.19,1.78,5.58,-0.46,-0.92,-1.07,1.12,14.06,13.96,11.49,9.88,-0.14,5.98,4.20
BalanceCurrentTradePayablesv_qq,,-9.29,4.91,-66.42,50.27,-43.76,-30.80,57.62,98.02,-85.14,81.00,89.73,1.26,19.25,-27.65,78.10,-41.42,6.14
BalanceCurrentTradePayablesv_sq,,8.48,2.46,-6.03,13.78,2.38,-2.79,1.28,0.36,11.08,0.89,13.94,0.99,9.92,1.42,12.02,2.51,5.86
BalanceCurrentBorrowings,,,,1176000,1264000,1298000,1278000,1036000,791000,570000,586000,460000,234000,59000,,,31000,182000
BalanceCurrentBorrowings_yy,,,,,,,,-11.92,-37.44,-56.10,-54.14,-55.59,-70.42,-89.65,-100.00,-100.00,-86.75,208.47
BalanceCurrentBorrowings_sy,,,,,,,,20.51,21.16,9.35,5.95,8.46,7.83,-4.23,3.02,17.80,-5.31,-2.88
BalanceCurrentBorrowings_qq,,,,,7.51,2.68,-1.58,-18.92,-23.64,-27.95,2.83,-21.50,-49.13,-74.79,-100.00,,,487.10
BalanceCurrentBorrowings_sq,,,,,16.64,2.90,5.31,-5.89,-7.61,1.28,-0.83,1.64,-2.22,0.68,3.39,,,3.04
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,337000,428000,73000,122000,634000,766000,633000,691000,795000,848000,1055000,1452000,1551000,1703000,1387000,1220000,1330000,2247000
BalanceCurrentOtherLiabilities_yy,,,,,88.20,78.97,767.22,466.68,25.35,10.69,66.65,110.02,95.09,100.85,31.47,-15.98,-14.25,31.94
BalanceCurrentOtherLiabilities_sy,,,,,12.28,4.86,0.48,0.57,2.93,11.43,5.31,12.17,17.51,10.34,10.98,16.18,10.77,6.75
BalanceCurrentOtherLiabilities_qq,,27.00,-82.94,67.12,419.85,20.78,-17.35,9.21,14.99,6.65,24.43,37.63,6.82,9.80,-18.56,-12.04,9.02,68.95
BalanceCurrentOtherLiabilities_sq,,8.59,4.50,-4.16,2.68,4.52,0.42,-12.09,,9.88,0.85,8.74,-0.02,9.53,-1.01,6.58,-0.17,-7.08
BalanceReckoning,2307000,2357000,2714000,2760000,2889000,3011000,3258000,3160000,3812000,3161000,3225000,2429000,2337000,2792000,5793000,6571000,9154000,7907000
BalanceReckoning_yy,,,,,25.23,27.76,20.06,14.50,31.94,4.98,-1.02,-23.14,-38.69,-11.68,79.63,170.52,291.70,183.20
BalanceReckoning_sy,,,,,-0.10,,-0.32,11.62,0.64,-1.12,-9.16,-15.78,-16.24,-11.68,0.38,-1.69,,30.45
BalanceReckoning_qq,,2.17,15.15,1.69,4.68,4.23,8.20,-3.01,20.63,-17.07,2.01,-24.68,-3.79,19.47,107.49,13.43,39.31,-13.62
BalanceReckoning_sq,,,7.43,-9.62,1.09,-0.44,1.31,0.61,-0.43,-0.28,-0.72,-9.09,-2.73,,-3.98,-3.99,-1.33,18.90
BalanceTotalEquityAndLiabilities,30952000,26207000,27274000,33226000,36125000,35299000,38414000,41777000,43364000,37814000,44879000,50362000,54152000,52875000,55212000,56422000,60732000,65105000
BalanceTotalEquityAndLiabilities_yy,,,,,16.71,34.69,40.84,25.73,20.04,7.12,16.83,20.55,24.88,39.83,23.02,12.03,12.15,23.13
BalanceTotalEquityAndLiabilities_sy,,,,,4.30,8.30,5.32,6.36,4.02,3.25,-0.19,3.07,2.74,1.77,3.71,2.11,4.32,4.65
BalanceTotalEquityAndLiabilities_qq,,-15.33,4.07,21.82,8.73,-2.29,8.82,8.75,3.80,-12.80,18.68,12.22,7.53,-2.36,4.42,2.19,7.64,7.20
BalanceTotalEquityAndLiabilities_sq,,0.38,1.42,-0.38,3.42,1.93,1.70,1.07,1.09,0.89,0.50,0.93,-0.45,0.63,-0.33,-0.14,1.11,1.75
CashflowOperatingCashflow,1723000,1828000,1367000,688000,362000,3196000,2699000,3690000,1311000,1164000,3967000,2633000,2185000,2152000,5657000,963000,1114000,2922000
CashflowOperatingCashflow_yy,,,,,-79.00,74.85,97.41,436.27,262.40,-63.58,47.00,-28.64,66.67,84.88,42.60,-63.43,-49.02,35.78
CashflowOperatingCashflow_sy,,,,,-19.09,2.57,13.83,39.04,-37.11,9.68,-19.18,-10.05,11.47,10.53,-33.56,-3.87,-0.23,33.98
CashflowOperatingCashflow_qq,,6.09,-25.22,-49.67,-47.42,783.56,-15.57,36.72,-64.47,-11.21,240.81,-33.63,-17.01,-1.51,162.87,-82.98,15.68,162.30
CashflowOperatingCashflow_sq,,60.84,7.88,117.05,-63.70,8.25,78.06,191.37,-84.17,51.35,110.06,24.82,-41.64,-1.51,12.24,92.35,-55.34,-15.25
CashflowAmortization,343000,340000,402000,422000,440000,463000,501000,295000,475000,556000,588000,546000,618000,714000,698000,785000,791000,885000
CashflowAmortization_yy,,,,,28.24,36.13,24.72,-30.01,7.99,20.13,17.28,84.85,30.11,28.42,18.71,43.77,27.99,23.95
CashflowAmortization_sy,,,,,5.06,3.70,5.60,6.44,7.99,11.95,10.10,6.49,2.23,3.80,8.65,3.71,3.10,4.57
CashflowAmortization_qq,,-0.87,18.24,4.98,4.23,5.23,8.33,-41.09,60.82,17.05,5.76,-7.14,13.19,15.53,-2.24,12.46,0.76,11.88
CashflowAmortization_sq,,1.40,-0.62,3.10,1.10,2.50,3.31,1.05,0.61,0.76,-2.05,0.53,0.86,0.80,-0.05,0.81,0.51,1.12
CashflowInvestingCashflow,-36000,-172000,-1002000,-1257000,-1174000,-292000,-1707000,774000,-4290000,-2498000,-1587000,-1528000,-2441000,-2161000,-2175000,-2271000,-2995000,-4479000
CashflowInvestingCashflow_yy,,,,,-3162.29,-69.59,-70.33,161.56,-265.29,-756.37,7.01,-297.46,43.10,13.49,-37.05,-48.63,-22.70,-107.27
CashflowInvestingCashflow_sy,,,,,6.69,-37.30,-70.19,17.63,15.57,13.78,21.59,-35.08,28.64,-48.40,36.83,1.30,21.25,53.71
CashflowInvestingCashflow_qq,,-377.78,-482.56,-25.45,6.57,75.16,-485.10,145.34,-654.37,41.77,36.47,3.72,-59.75,11.47,-0.65,-4.41,-31.88,-49.55
CashflowInvestingCashflow_sq,,-26.45,15.26,-82.65,46.20,-43.82,-33.14,15.79,44.52,-8.76,-35.83,-35.53,55.91,-1.08,42.20,-32.15,21.10,3.69
CashflowCapex,36000,192000,1002000,429000,672000,856000,724000,3792000,3217000,1577000,691000,515000,663000,649000,839000,1004000,1650000,3431000
CashflowCapex_yy,,,,,1765.60,345.87,-27.78,783.84,378.99,84.21,-4.50,-86.42,-79.39,-58.85,21.42,94.95,148.87,428.66
CashflowCapex_sy,,,,,24.57,6.09,77.54,4.11,-19.84,-9.64,-23.30,-14.84,3.92,19.81,-11.69,-12.24,38.63,-29.08
CashflowCapex_qq,,433.33,421.88,-57.19,56.55,27.46,-15.47,424.00,-15.16,-50.98,-56.18,-25.47,28.74,-2.11,29.28,19.67,64.34,107.94
CashflowCapex_sq,,19.58,-29.16,49.64,-20.88,24.56,-8.81,-7.61,-42.56,60.00,2.10,40.45,-29.67,56.74,-16.98,19.67,-21.30,10.27
CashflowFinancingCashflow,356000,-7102000,307000,4812000,878000,-4105000,156000,104000,76000,-4411000,1645000,2266000,1986000,-5004000,536000,899000,1472000,233000
CashflowFinancingCashflow_yy,,,,,146.69,42.21,-49.13,-97.84,-91.35,-7.47,953.29,2084.26,2513.16,-13.44,-67.42,-60.33,-25.88,104.66
CashflowFinancingCashflow_sy,,,,,-3.76,69.70,0.66,2.55,10.65,-83.06,-41.55,2.92,-18.00,24.22,-12.91,-15.70,-15.57,-10.86
CashflowFinancingCashflow_qq,,-2094.94,104.32,1467.43,-81.75,-567.37,103.80,-33.57,-26.74,-5903.95,137.29,37.75,-12.36,-351.96,110.71,67.72,63.74,-84.17
CashflowFinancingCashflow_sq,,-115.17,26.48,-109.22,75.74,-33.14,-33.63,29.72,71.60,-85.84,-116.25,11.29,12.33,,-34.66,-0.92,62.22,-8.46
CashflowShareCapitalCash,,,,5023000,,,,-10000,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,-100.19,,,,100.00,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,-100.00,,,,-95.56,,,,,,
CashflowShareCapitalCash_qq,,,,,-100.00,,,,100.00,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,-100.00,,,,,,,,,,,,,
CashflowDividend,,6933000,0,0,,4090000,0,0,,4731000,0,0,,6007000,0,0,,
CashflowDividend_yy,,,,,,-41.01,,,,15.68,,,,26.97,,,,-100.00
CashflowDividend_sy,,,,,,-54.15,,,,1.43,,,,-100.00,,,,-99.58
CashflowDividend_qq,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,
CashflowDividend_sq,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,
CashflowNetCashflow,2043000,-5446000,671000,4244000,66000,-1200000,1148000,4567000,-2903000,-5745000,4025000,3371000,1730000,-5013000,4018000,-409000,-409000,-1324000
CashflowNetCashflow_yy,,,,,-96.79,77.97,71.11,7.61,-4528.00,-378.78,250.57,-26.19,159.59,12.74,-0.17,-112.13,-123.64,73.59
CashflowNetCashflow_sy,,,,,50.59,38.00,57.18,111.96,-5.14,-36.19,40.51,-56.11,-6.34,63.05,-0.17,-59.53,-10.70,11.95
CashflowNetCashflow_qq,,-366.57,112.32,532.49,-98.46,-1930.28,195.68,297.79,-163.56,-97.90,170.06,-16.25,-48.68,-389.77,180.15,-110.18,,-223.72
CashflowNetCashflow_sq,,23.41,65.46,80.18,-13.64,73.66,-22.75,142.00,-100.95,42.62,62.26,169.93,-108.66,107.50,-65.27,101.53,,28.90
