,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentLiabilities_yy,,,,,-41.96,-1.24,7.21,11.01,9.96,9.48,-1.17,6.52,5.78,6.69,31.82,13.92,9.81,0.77,-19.61,-16.49
BalanceNoncurrentLiabilities_sy,,,,,-7.10,-2.17,-7.51,2.77,9.96,20.10,37.57,3.31,-3.86,1.87,-2.47,-4.68,-2.92,-5.26,-4.97,0.48
BalanceNoncurrentLiabilities_qq,,-40.26,-0.54,-1.71,-0.62,1.65,7.97,1.77,-1.56,1.21,-2.54,9.70,-2.25,2.08,20.42,-5.20,-5.77,-6.32,-3.93,-1.52
BalanceNoncurrentLiabilities_sq,,-7.01,-0.54,0.54,0.02,-4.22,-1.60,-1.82,-0.06,-3.02,-0.56,-0.23,0.58,-4.63,,-4.13,-0.98,-1.24,-2.14,-1.50
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,24235000,14327000,14244000,14005000,13921000,,,,,14340000,13969000,14271000,13700000,13899000,17551000,16798000,15975000,14885000,14455000,14612000
BalanceNoncurrentBorrowings_yy,,,,,-42.56,-100.00,-100.00,-100.00,-100.00,,,,,-3.08,25.64,17.71,16.61,7.09,-17.64,-13.01
BalanceNoncurrentBorrowings_sy,,,,,0.56,-22.80,-16.88,-12.82,-11.04,,,,,-4.69,-5.60,-7.19,-15.04,-25.70,-14.02,-17.06
BalanceNoncurrentBorrowings_qq,,-40.88,-0.58,-1.68,-0.60,-100.00,,,,,-2.59,2.16,-4.00,1.45,26.28,-4.29,-4.90,-6.82,-2.89,1.09
BalanceNoncurrentBorrowings_sq,,-10.56,-0.29,0.23,-2.04,-10.93,,,,,-2.86,-7.03,-1.90,-2.44,-0.52,-7.11,-5.93,-7.30,-4.51,-8.20
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,14141000,15290000,15568000,15324000,1106000,1086000,2246000,2395000,2363000,2149000,1831000,1550000,1434000,1213000,820000
BalanceNoncurrentLeasing_yy,,,,,,,,,,-92.18,-92.90,-85.57,-84.37,113.65,97.88,-18.48,-35.28,-39.31,-43.56,-55.22
BalanceNoncurrentLeasing_sy,,,,,,,,,,121.22,-4.98,-5.92,-20.34,-24.40,-12.30,-11.21,5.03,-5.72,-7.81,-6.32
BalanceNoncurrentLeasing_qq,,,,,,,8.13,1.82,-1.57,-92.78,-1.81,106.81,6.63,-1.34,-9.06,-14.80,-15.35,-7.48,-15.41,-32.40
BalanceNoncurrentLeasing_sq,,,,,,,-10.42,-0.47,-1.57,2.25,-5.94,2.49,-6.92,-5.85,-5.36,0.73,-3.48,-0.97,-10.48,-18.51
BalanceNoncurrentOtherLiabilities,144000,236000,241000,232000,228000,242000,239000,236000,234000,301000,292000,318000,362000,538000,531000,550000,547000,610000,595000,584000
BalanceNoncurrentOtherLiabilities_yy,,,,,58.33,2.54,-0.83,1.72,2.63,24.38,22.18,34.75,54.70,78.74,81.85,72.96,51.10,13.38,12.05,6.18
BalanceNoncurrentOtherLiabilities_sy,,,,,4.02,4.18,0.29,6.17,3.67,4.02,7.83,9.31,7.78,9.07,14.50,2.34,1.53,-4.67,-10.86,-5.53
BalanceNoncurrentOtherLiabilities_qq,,63.89,2.12,-3.73,-1.72,6.14,-1.24,-1.26,-0.85,28.63,-2.99,8.90,13.84,48.62,-1.30,3.58,-0.55,11.52,-2.46,-1.85
BalanceNoncurrentOtherLiabilities_sq,,-0.76,,2.10,1.40,4.71,0.10,1.46,2.49,-1.09,0.36,5.97,2.56,2.82,2.26,-1.27,-1.09,-1.51,-3.00,3.90
BalanceCurrentLiabilities,36361000,35287000,47704000,34983000,59147000,42152000,47097000,46557000,53918000,43511000,54098000,58472000,51825000,43864000,41589000,57349000,59672000,59725000,55302000,63839000
BalanceCurrentLiabilities_yy,,,,,62.67,19.45,-1.27,33.08,-8.84,3.22,14.87,25.59,-3.88,0.81,-23.12,-1.92,15.14,36.16,32.97,11.32
BalanceCurrentLiabilities_sy,,,,,25.23,23.44,22.48,16.38,0.70,-3.49,-2.27,12.29,19.37,14.52,13.81,8.53,6.49,14.70,17.58,12.72
BalanceCurrentLiabilities_qq,,-2.95,35.19,-26.67,69.07,-28.73,11.73,-1.15,15.81,-19.30,24.33,8.09,-11.37,-15.36,-5.19,37.89,4.05,0.09,-7.41,15.44
BalanceCurrentLiabilities_sq,,0.22,3.86,10.28,1.36,6.70,2.37,-0.96,-2.37,-0.40,4.82,8.09,3.42,0.63,-1.27,3.33,4.29,2.93,2.03,-0.86
BalanceCurrentTradePayablesv,20201000,20779000,21925000,16866000,26244000,20649000,19582000,17591000,21952000,21402000,19530000,30827000,19661000,23036000,19503000,22299000,26464000,27425000,20187000,27062000
BalanceCurrentTradePayablesv_yy,,,,,29.91,-0.63,-10.69,4.30,-16.35,3.65,-0.27,75.24,-10.44,7.63,-0.14,-27.66,34.60,19.05,3.51,21.36
BalanceCurrentTradePayablesv_sy,,,,,9.42,13.14,15.53,5.86,5.19,5.96,-5.99,8.51,7.38,18.24,30.21,16.01,19.06,19.05,9.20,12.22
BalanceCurrentTradePayablesv_qq,,2.86,5.52,-23.07,55.60,-21.32,-5.17,-10.17,24.79,-2.51,-8.75,57.84,-36.22,17.17,-15.34,14.34,18.68,3.63,-26.39,34.06
BalanceCurrentTradePayablesv_sq,,5.25,1.32,12.56,,7.70,-3.59,9.88,-2.82,-2.51,-7.24,8.35,7.41,15.59,-0.03,3.82,11.22,6.17,-4.10,6.34
BalanceCurrentBorrowings,13010000,10989000,22199000,14121000,28653000,14582000,22750000,23729000,25870000,16456000,28137000,21464000,26638000,13965000,15277000,25437000,23367000,20818000,27041000,29635000
BalanceCurrentBorrowings_yy,,,,,120.24,32.70,2.48,68.04,-9.71,12.85,23.68,-9.55,2.97,-15.14,-45.70,18.51,-12.28,49.07,77.00,16.50
BalanceCurrentBorrowings_sy,,,,,27.61,32.70,25.07,10.15,23.28,11.06,0.30,12.26,19.49,8.74,7.38,-0.91,-9.01,5.84,18.61,14.56
BalanceCurrentBorrowings_qq,,-15.53,102.01,-36.39,102.91,-49.11,56.01,4.30,9.02,-36.39,70.98,-23.72,24.11,-47.57,9.39,66.51,-8.14,-10.91,29.89,9.59
BalanceCurrentBorrowings_sq,,-10.89,7.62,-8.14,-3.11,11.94,27.02,-3.43,-5.68,-5.62,26.72,-3.03,3.38,-37.45,25.12,-6.69,-2.34,-9.93,25.61,-1.79
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,1316000,1426000,1513000,1858000,762000,806000,1289000,1449000,1556000,1647000,1637000,1573000,1477000,1319000,1526000
BalanceCurrentLeasing_yy,,,,,,,,,,-42.10,-43.48,-14.81,-22.01,104.20,104.34,27.00,8.56,-5.08,-19.91,-6.78
BalanceCurrentLeasing_sy,,,,,,,,,,24.50,-8.93,-1.58,-22.01,12.64,38.29,27.00,19.83,7.87,8.73,-2.28
BalanceCurrentLeasing_qq,,,,,,,8.36,6.10,22.80,-58.99,5.77,59.93,12.41,7.38,5.85,-0.61,-3.91,-6.10,-10.70,15.69
BalanceCurrentLeasing_sq,,,,,,,3.74,3.44,12.85,-5.64,5.77,-8.57,1.80,6.72,0.95,6.55,-0.19,2.24,,-5.10
BalanceCurrentOtherLiabilities,2996000,3391000,3435000,3866000,4098000,5430000,3196000,3714000,4228000,4881000,5609000,4845000,4027000,5255000,5117000,7891000,8183000,9961000,6705000,5558000
BalanceCurrentOtherLiabilities_yy,,,,,36.78,60.13,-6.96,-3.93,3.17,-10.11,75.50,30.45,-4.75,7.66,-8.77,62.87,103.20,89.55,31.03,-29.57
BalanceCurrentOtherLiabilities_sy,,,,,19.97,24.98,19.42,-0.26,3.17,1.30,18.90,6.52,21.48,9.08,-4.81,8.45,3.28,24.66,17.72,6.99
BalanceCurrentOtherLiabilities_qq,,13.18,1.30,12.55,6.00,32.50,-41.14,16.21,13.84,15.44,14.91,-13.62,-16.88,30.49,-2.63,54.21,3.70,21.73,-32.69,-17.11
BalanceCurrentOtherLiabilities_sq,,13.72,-7.77,10.29,-3.10,35.20,-18.45,16.01,-5.05,30.26,-1.34,-0.25,-7.62,16.37,-11.32,14.60,-9.82,39.60,-8.99,4.22
BalanceReckoning,154000,128000,145000,130000,152000,175000,143000,10000,10000,10000,16000,47000,50000,52000,45000,85000,85000,44000,50000,58000
BalanceReckoning_yy,,,,,-1.30,36.72,-1.38,-92.31,-93.42,-94.29,-88.81,370.00,400.00,420.00,181.25,80.85,70.00,-15.38,11.11,-31.76
BalanceReckoning_sy,,,,,,10.00,27.24,,,-5.12,,23.40,27.18,8.76,22.09,8.04,-1.50,2.74,11.11,2.93
BalanceReckoning_qq,,-16.88,13.28,-10.34,16.92,15.13,-18.29,-93.01,,,60.00,193.75,6.38,4.00,-13.46,88.89,,-48.24,13.64,16.00
BalanceReckoning_sq,,9.80,-1.10,12.80,,2.73,,-8.62,,,-0.04,,2.84,-3.93,,,,6.42,0.12,13.19
BalanceTotalEquityAndLiabilities,89671000,78830000,93477000,84266000,112151000,111001000,117774000,118613000,130253000,122542000,133605000,139547000,135043000,133672000,134893000,144348000,151202000,155738000,149843000,160158000
BalanceTotalEquityAndLiabilities_yy,,,,,25.07,40.81,25.99,40.76,16.14,10.40,13.44,17.65,3.68,9.08,0.96,3.44,11.97,16.51,11.08,10.95
BalanceTotalEquityAndLiabilities_sy,,,,,12.45,11.20,16.44,11.88,8.28,10.28,10.08,9.38,10.92,10.79,9.32,5.02,8.57,1.06,2.42,5.85
BalanceTotalEquityAndLiabilities_qq,,-12.09,18.58,-9.85,33.09,-1.03,6.10,0.71,9.81,-5.92,9.03,4.45,-3.23,-1.02,0.91,7.01,4.75,3.00,-3.79,6.88
BalanceTotalEquityAndLiabilities_sq,,3.98,1.05,3.12,2.43,1.58,0.83,1.16,0.74,1.30,3.48,2.30,2.86,2.80,-0.57,0.38,1.00,3.00,-0.71,0.36
CashflowOperatingCashflow,5136000,10558000,-7448000,6042000,-2234000,-4185000,-11592000,8031000,-2121000,12986000,-6473000,12846000,4582000,13424000,-7490000,8662000,-921000,16615000,-9429000,4772000
CashflowOperatingCashflow_yy,,,,,-143.50,-139.64,-55.64,32.92,5.06,410.30,44.16,59.96,316.03,3.37,-15.71,-32.57,-120.10,23.77,-25.89,-44.91
CashflowOperatingCashflow_sy,,,,,13.67,22.18,-3.46,38.14,-29.01,26.40,0.39,50.00,18.46,-4.64,-15.71,-19.11,1.57,21.75,18.23,10.68
CashflowOperatingCashflow_qq,,105.57,-170.54,181.12,-136.97,-87.33,-176.99,169.28,-126.41,712.26,-149.85,298.46,-64.33,192.97,-155.80,215.65,-110.63,1904.02,-156.75,150.61
CashflowOperatingCashflow_sq,,105.57,-142.45,149.18,-33.20,164.97,-158.74,186.60,-112.92,329.36,-137.76,182.27,-63.73,192.97,-152.68,134.90,-53.62,315.39,-138.22,196.10
CashflowAmortization,626000,608000,617000,656000,591000,597000,607000,601000,657000,735000,736000,788000,864000,985000,1018000,1050000,972000,1076000,1147000,1179000
CashflowAmortization_yy,,,,,-5.59,-1.81,-1.62,-8.38,11.17,23.12,21.25,31.11,31.51,34.01,38.32,33.25,12.50,9.24,12.67,12.29
CashflowAmortization_sy,,,,,11.49,-1.70,5.15,7.73,10.14,20.80,16.24,6.72,12.73,11.62,15.26,13.84,7.81,6.82,4.66,8.74
CashflowAmortization_qq,,-2.88,1.48,6.32,-9.91,1.02,1.68,-0.99,9.32,11.87,0.14,7.07,9.64,14.00,3.35,3.14,-7.43,10.70,6.60,2.79
CashflowAmortization_sq,,3.63,1.14,3.99,-0.07,0.12,1.20,6.00,1.03,10.52,-0.68,1.54,2.68,5.52,-1.24,-0.44,-0.20,3.91,-0.38,5.14
CashflowInvestingCashflow,-212000,-50000,-91000,-217000,-223000,103000,-94000,159000,-606000,-3852000,-473000,-5894000,-2311000,-1345000,-972000,-1146000,-3469000,-83000,-2601000,-2366000
CashflowInvestingCashflow_yy,,,,,-5.19,306.00,-3.30,173.27,-171.75,-3839.81,-403.19,-3806.92,-281.35,65.08,-105.50,80.56,-50.11,93.83,-167.59,-106.46
CashflowInvestingCashflow_sy,,,,,-3.50,-9.52,2.42,41.62,-21.95,-89.57,-57.72,6.82,-18.68,-19.66,-18.40,-26.15,-43.31,-34.42,-21.72,-52.34
CashflowInvestingCashflow_qq,,76.42,-82.00,-138.46,-2.76,146.19,-191.26,269.15,-481.13,-535.64,87.72,-1146.09,60.79,41.80,27.73,-17.90,-202.71,97.61,-3033.73,9.03
CashflowInvestingCashflow_sq,,-34.65,20.88,-32.63,0.49,5.92,20.31,5.04,-41.48,-47.13,39.78,7.75,-33.26,-25.25,44.76,-5.52,-24.91,-10.81,28.08,-35.39
CashflowCapex,227000,56000,177000,221000,268000,-83000,160000,270000,686000,4437000,500000,5992000,2475000,1334000,1000000,1073000,899000,980000,626000,3172000
CashflowCapex_yy,,,,,18.06,-248.21,-9.60,22.17,155.97,5445.78,212.50,2119.26,260.79,-69.93,100.00,-82.09,-63.68,-26.54,-37.40,195.62
CashflowCapex_sy,,,,,13.56,-23.48,9.77,-20.60,1.10,105.50,19.68,5.89,23.11,-18.34,0.64,5.40,-1.40,22.32,-5.59,79.69
CashflowCapex_qq,,-75.33,216.07,24.86,21.27,-130.97,292.77,68.75,154.07,546.79,-88.73,1098.40,-58.69,-46.10,-25.04,7.30,-16.22,9.01,-36.12,406.71
CashflowCapex_sq,,54.67,-36.20,40.49,-3.48,20.82,-13.76,24.54,-4.43,53.79,-24.71,-6.90,5.38,17.31,-40.84,-7.40,20.30,9.67,-21.70,34.17
CashflowFinancingCashflow,-2986000,-12870000,10479000,-8816000,13297000,453000,6598000,-3711000,1401000,-11811000,11837000,-7851000,-267000,-14723000,5141000,1831000,-3136000,-3761000,5784000,-5577000
CashflowFinancingCashflow_yy,,,,,545.31,103.52,-37.04,57.91,-89.46,-2707.28,79.40,-111.56,-119.06,-24.65,-56.57,123.32,-1074.53,74.45,12.51,-404.59
CashflowFinancingCashflow_sy,,,,,19.74,7.15,-28.60,-4.55,69.38,33.20,49.17,-67.62,-31.31,-4.05,-11.59,-31.49,21.92,0.48,-32.65,27.59
CashflowFinancingCashflow_qq,,-331.01,181.42,-184.13,250.83,-96.59,1356.51,-156.24,137.75,-943.04,200.22,-166.33,96.60,-5414.23,134.92,-64.38,-271.27,-19.93,253.79,-196.42
CashflowFinancingCashflow_sq,,-41.31,100.00,-125.77,55.92,18.57,82.06,-95.64,49.78,-130.42,129.87,-151.07,71.29,-38.70,88.58,-106.09,65.87,-68.88,110.78,-142.80
CashflowShareCapitalCash,,,,,,14900000,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,-100.00,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,100.00,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,-100.00,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,-100.00,,,,,,,,,,,,,
CashflowDividend,,,,,,,,4522000,0,0,,,4743000,403000,,7265000,0,0,,6055000
CashflowDividend_yy,,,,,,,,,,,,-100.00,,,,,-100.00,-100.00,,-16.66
CashflowDividend_sy,,,,,,,,,,,,26.95,,,,,-45.33,-100.00,,0.68
CashflowDividend_qq,,,,,,,,,-100.00,,,,,-91.50,-100.00,,-100.00,,,
CashflowDividend_sq,,,,,,,,,-98.57,,,,,-100.00,-100.00,,-95.23,,,
CashflowNetCashflow,1738000,-2162000,2940000,-2991000,10840000,-3629000,-5088000,4479000,-1326000,-2677000,4891000,-899000,2004000,-2644000,-3321000,9347000,-7526000,12771000,-6246000,-3171000
CashflowNetCashflow_yy,,,,,523.71,-67.85,-273.06,249.75,-112.23,26.23,196.13,-120.07,251.13,1.23,-167.90,1139.71,-475.55,583.02,-88.08,-133.93
CashflowNetCashflow_sy,,,,,-6.06,14.96,5.21,41.77,-2.70,23.25,45.57,-26.62,7.02,41.39,-52.58,-35.22,30.19,56.84,-11.26,6.54
CashflowNetCashflow_qq,,-224.40,235.99,-201.73,462.42,-133.48,-40.20,188.03,-129.60,-101.89,282.70,-118.38,322.91,-231.94,-25.61,381.45,-180.52,269.69,-148.91,49.23
CashflowNetCashflow_sq,,105.75,-213.26,99.75,-3.86,181.03,-189.31,132.66,-126.03,285.50,-143.65,117.92,-74.16,210.25,-169.75,107.20,-43.89,301.02,-195.24,124.03
