,2009/Q1,2009/Q2,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceProperty_sy,,,,,,,8.48,4.68,,5.10,5.12,7.40,,-4.17,-2.89,1.33,3.22,1.06,,0.66,-2.42,-1.99,-0.17,3.62,-1.67,-4.75,-1.38,-2.75,-0.20,,,,,5.73,4.13
BalanceProperty_qq,,,,0.75,-100.00,,3.71,11.03,-100.00,,-1.51,0.76,-0.96,-4.64,-100.00,,1.83,-32.86,-0.45,1.01,-0.24,-9.12,5.17,-3.63,-1.94,-6.26,-100.00,,,,2.52,5.05,-2.92,1.13,5.26
BalanceProperty_sq,,,,7.45,-100.00,,0.65,0.88,-100.00,,-1.28,2.26,-6.66,-1.65,0.04,,-0.26,-1.06,0.11,0.08,0.42,-0.12,-0.85,0.01,-0.31,0.14,-0.02,,,,0.73,0.33,0.28,0.67,3.25
BalanceNoncurrentReceivables,,,2058942000,2830236000,,3089713000,3013363000,3284347000,,1492348000,1541592000,1534279000,1543923000,1618231000,,1536600000,1573522000,1750743000,1694940000,967545000,1045668000,1533859000,1532431000,1486983000,1332129000,1082110000,,,,853290000,860989000,823921000,495365000,427870000,472104000
BalanceNoncurrentReceivables_yy,,,,,,,46.35,16.04,,-51.70,-48.84,-53.29,,8.44,-100.00,0.15,1.92,8.19,,-37.03,-33.55,-12.39,-9.59,53.69,27.40,-29.45,-100.00,-100.00,-100.00,,,,,-49.86,-45.17
BalanceNoncurrentReceivables_sy,,,,,,,3.00,82.92,,-11.68,5.79,-48.58,,1.28,-0.03,0.06,-23.18,-82.63,,-86.42,-47.93,-12.39,-4.80,6.46,2.56,,-31.54,-8.55,-7.84,,,,,5.34,-1.90
BalanceNoncurrentReceivables_qq,,,,37.46,-100.00,,-2.47,8.99,-100.00,,3.30,-0.47,0.63,4.81,-100.00,,2.40,11.26,-3.19,-42.92,8.07,46.69,-0.09,-2.97,-10.41,-18.77,-100.00,,,,0.90,-4.31,-39.88,-13.63,10.34
BalanceNoncurrentReceivables_sq,,,,1.84,-100.00,,1.24,0.82,-100.00,,,0.11,-5.54,2.45,,,0.90,-13.11,,-6.94,,,,,,,,,,,0.27,-0.96,-0.91,-0.54,1.08
BalanceNoncurrInvestments,,,1998433000,2009423000,,1389941000,1382138000,1498577000,,1362270000,1355982000,1260269000,1275503000,1185614000,,1194015000,1202120000,4274408000,4255715000,4124194000,4065037000,3578711000,3647942000,3097969000,3320471000,2240101000,,,,3270986000,3297782000,3419491000,2994702000,2988578000,70374000
BalanceNoncurrInvestments_yy,,,,,,,-30.84,-25.42,,-1.99,-1.89,-15.90,,-12.97,-100.00,-5.26,-5.75,260.52,,245.41,238.16,-16.28,-14.28,-24.88,-18.32,-37.40,-100.00,-100.00,-100.00,,,,,-8.63,-97.87
BalanceNoncurrInvestments_sy,,,,,,,,-16.56,,3.32,-1.89,5.88,,-8.53,,,0.10,4.40,,5.96,11.74,-1.96,6.64,8.75,-3.86,6.28,1.63,-5.89,-8.04,,,,,-1.79,-1.50
BalanceNoncurrInvestments_qq,,,,0.55,-100.00,,-0.56,8.42,-100.00,,-0.46,-7.06,1.21,-7.05,-100.00,,0.68,255.57,-0.44,-3.09,-1.43,-11.96,1.93,-15.08,7.18,-32.54,-100.00,,,,0.82,3.69,-12.42,-0.20,-97.65
BalanceNoncurrInvestments_sq,,,,0.55,-100.00,,-0.11,,-100.00,,-0.23,-0.75,-3.98,-11.15,0.82,,,0.50,,0.14,0.49,-4.96,1.48,0.80,1.21,-2.49,0.14,,,,,,-0.30,0.32,-2.02
BalanceOtherNoncurrentAssets,,,1068946000,1608465000,,243588000,157093000,258413000,,323438000,214954000,266414000,194704000,256426000,,254464000,247870000,130057000,143114000,147127000,121953000,106119000,109824000,85850000,85869000,27796000,,,,21082000,18732000,35149000,22068000,24872000,21529000
BalanceOtherNoncurrentAssets_yy,,,,,,,-85.30,-83.93,,32.78,36.83,3.10,,-20.72,-100.00,-4.49,27.31,-49.28,,-42.18,-50.80,-18.41,-23.26,-41.65,-29.59,-73.81,-100.00,-100.00,-100.00,,,,,17.98,14.93
BalanceOtherNoncurrentAssets_sy,,,,,,,5.04,-12.14,,21.14,17.27,-7.05,,18.24,-3.91,-2.32,1.64,-0.91,,10.74,-0.38,-1.74,11.50,-26.17,-0.05,1.52,0.93,6.21,15.42,,,,,-1.94,2.36
BalanceOtherNoncurrentAssets_qq,,,,50.47,-100.00,,-35.51,64.50,-100.00,,-33.54,23.94,-26.92,31.70,-100.00,,-2.59,-47.53,10.04,2.80,-17.11,-12.98,3.49,-21.83,0.02,-67.63,-100.00,,,,-11.15,87.64,-37.22,12.71,-13.44
BalanceOtherNoncurrentAssets_sq,,,,6.18,-100.00,,3.12,8.40,-100.00,,-1.58,3.29,-7.38,-5.80,-0.98,,1.11,-6.88,0.44,6.16,-3.51,2.50,1.58,-2.94,0.02,8.40,-0.37,,,,-1.84,2.45,1.15,-0.37,3.86
BalanceCurrentAssets,,,6333590000,4718309000,,4134882000,4576974000,4769656000,,4210629000,5579692000,4964150000,5308325000,5477672000,,4910583000,4557022000,3718943000,3653661000,5230753000,4898002000,3252167000,3683544000,3037341000,2734732000,3016412000,,,,3019183000,2221672000,1973430000,3316287000,3419814000,3584764000
BalanceCurrentAssets_yy,,,,,,,-27.73,1.09,,1.83,21.91,4.08,,30.09,-100.00,-1.08,-14.15,-32.11,,6.52,7.48,-12.55,0.82,-41.93,-44.17,-7.25,-100.00,-100.00,-100.00,,,,,13.27,61.35
BalanceCurrentAssets_sy,,,,,,,-9.62,-1.74,,3.78,1.92,0.94,,-8.23,-12.76,-12.17,-6.03,0.13,,-1.21,1.93,4.26,4.28,10.76,7.03,1.12,-1.91,-3.57,1.18,,,,,13.37,13.97
BalanceCurrentAssets_qq,,,,-25.50,-100.00,,10.69,4.21,-100.00,,32.51,-11.03,6.93,3.19,-100.00,,-7.20,-18.39,-1.76,43.16,-6.36,-33.60,13.26,-17.54,-9.96,10.30,-100.00,,,,-26.41,-11.17,68.05,3.12,4.82
BalanceCurrentAssets_sq,,,,1.86,-100.00,,-0.23,2.92,-100.00,,-0.13,0.61,-26.86,-3.32,-3.09,,-0.68,,-1.76,-2.30,3.40,2.88,0.87,1.06,-1.20,-5.39,0.03,,,,4.15,3.30,0.85,2.58,1.20
BalanceInventory,,,1004581000,814410000,,844544000,899005000,973238000,,618747000,644175000,930251000,1099272000,1088131000,,1159804000,1327271000,654171000,643347000,686643000,686686000,597113000,588914000,563994000,531920000,494229000,,,,344724000,252766000,250018000,255347000,179000000,184308000
BalanceInventory_yy,,,,,,,-10.51,19.50,,-26.74,-28.35,-4.42,,75.86,-100.00,24.68,20.74,-39.88,,-40.80,-48.26,-8.72,-8.46,-17.86,-22.54,-17.23,-100.00,-100.00,-100.00,,,,,-48.07,-27.08
BalanceInventory_sy,,,,,,,-8.97,-1.94,,1.76,1.14,-2.46,,-1.32,-8.68,-12.92,-8.90,-9.10,,-8.50,-12.60,-8.72,-2.13,-2.06,-3.43,-3.72,-10.98,-5.84,-1.44,,,,,3.72,5.89
BalanceInventory_qq,,,,-18.93,-100.00,,6.45,8.26,-100.00,,4.11,44.41,18.17,-1.01,-100.00,,14.44,-50.71,-1.65,6.73,0.01,-13.04,-1.37,-4.23,-5.69,-7.09,-100.00,,,,-26.68,-1.09,2.13,-29.90,2.97
BalanceInventory_sq,,,,-0.75,-100.00,,1.77,5.31,-100.00,,-1.54,0.45,-37.68,-3.61,-3.30,,0.14,-4.61,-1.70,0.26,-0.21,-5.56,0.45,-0.09,0.11,-6.19,-0.50,,,,3.42,1.78,-1.52,0.12,1.45
BalanceCurrentReceivables,,,2939423000,1567594000,,1056746000,1230951000,1551409000,,1258998000,1484618000,1744184000,1523515000,1330196000,,1064862000,1120371000,972505000,891252000,1723581000,1572001000,1079075000,1050257000,948432000,1226755000,884147000,,,,695191000,657762000,679631000,1067713000,1096946000,941739000
BalanceCurrentReceivables_yy,,,,,,,-58.12,-1.03,,19.14,20.61,12.43,,5.66,-100.00,-38.95,-26.46,-26.89,,61.86,40.31,10.96,17.84,-44.97,-21.96,-18.06,-100.00,-100.00,-100.00,,,,,57.79,43.17
BalanceCurrentReceivables_sy,,,,,,,15.58,1.14,,-9.96,-10.77,-6.49,,-7.28,-13.60,-14.29,12.70,16.64,,-2.60,19.57,-10.19,5.94,27.92,4.52,-4.14,-14.17,-2.48,-2.41,,,,,14.28,19.21
BalanceCurrentReceivables_qq,,,,-46.67,-100.00,,16.49,26.03,-100.00,,17.92,17.48,-12.65,-12.69,-100.00,,5.21,-13.20,-8.36,93.39,-8.79,-31.36,-2.67,-9.70,29.35,-27.93,-100.00,,,,-5.38,3.32,57.10,2.74,-14.15
BalanceCurrentReceivables_sq,,,,9.77,-100.00,,6.40,-0.06,-100.00,,-3.63,-0.40,-54.69,-6.54,-1.90,,2.12,8.59,-0.09,-5.40,12.25,-4.64,9.95,5.15,-1.89,-6.97,0.75,,,,-3.16,10.31,-3.49,7.13,2.39
BalanceCurrentInvestments,,,292800000,44258000,,163855000,279081000,47242000,,,494901000,124000,417155000,,,,,1101780000,1093575000,1104050000,,,,,,,,,,,943000,34000,,,
BalanceCurrentInvestments_yy,,,,,,,-4.69,6.74,,-100.00,77.33,-99.74,,,-100.00,-100.00,-100.00,,,,,-100.00,-100.00,-100.00,,,,,,,,,,,-100.00
BalanceCurrentInvestments_sy,,,,,,,14.66,34.22,,-89.29,-13.64,-80.19,,,30.90,8.33,8.78,,,,,0.61,-7.90,-13.21,,,,,,,,,,,19.34
BalanceCurrentInvestments_qq,,,,-84.88,-100.00,,70.32,-83.07,-100.00,,,-99.97,336179.71,-100.00,,,,,-0.74,0.96,-100.00,,,,,,,,,,,-96.34,-100.00,,
BalanceCurrentInvestments_sq,,,,-34.13,-100.00,,,,-100.00,,,-1.67,-14.42,19.55,,,,,1.46,0.98,-1.28,,,,,,,,,,,0.14,-3.00,,
BalanceCash,,,2096785000,2292047000,,2069736000,2167938000,2197766000,,2332884000,2955998000,2289591000,2268383000,3059345000,,2685917000,2109380000,990487000,1025487000,1716478000,2639315000,1575979000,2044372000,1524914000,976057000,1638035000,,,,1979268000,1310202000,1043746000,1993227000,2143869000,2458717000
BalanceCash_yy,,,,,,,3.39,-4.11,,12.71,36.35,4.18,,31.14,-100.00,17.31,-7.01,-67.62,,-36.09,25.12,59.11,99.36,-11.16,-63.02,3.94,-100.00,-100.00,-100.00,,,,,8.32,87.66
BalanceCash_sy,,,,,,,3.39,-6.26,,0.13,-6.94,10.34,,-13.20,-27.90,-27.90,10.88,16.34,,6.73,-2.98,7.76,-12.40,-5.70,-5.60,-3.37,3.56,5.38,10.24,,,,,17.00,23.06
BalanceCash_qq,,,,9.31,-100.00,,4.74,1.38,-100.00,,26.71,-22.54,-0.93,34.87,-100.00,,-21.47,-53.04,3.53,67.38,53.76,-40.29,29.72,-25.41,-35.99,67.82,-100.00,,,,-33.80,-20.34,90.97,7.56,14.69
BalanceCash_sq,,,,9.31,-100.00,,-9.78,0.15,-100.00,,-9.84,2.33,-73.59,5.14,-6.67,,-5.14,4.76,1.70,1.67,-0.04,27.72,-7.48,-2.46,-1.93,11.28,-15.98,,,,-0.77,-12.91,21.11,9.24,5.57
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,1199338000,171470000,230881000,,176083000,19882000,238230000,944926000,2416981000,,208830000,383155000,735174000,460508000,,32508000,1074941000,506464000,2829673000,2819775000,1424416000,,,,6487238000,6262405000,4834345000,1105906000,1029790000,3772130000
BalanceAssetsForSale_yy,,,,,,,,,,-85.32,-88.41,3.18,,1272.63,-100.00,-12.34,-59.45,-69.58,,-100.00,-91.52,46.22,9.98,,8574.21,32.51,-100.00,-100.00,-100.00,,,,,-84.13,-39.77
BalanceAssetsForSale_sy,,,,,,,,,,-88.66,-90.52,-93.97,,22.35,-80.29,7.41,-59.45,-65.96,,-29.37,-65.91,-10.71,-62.28,,-42.02,-38.54,-90.79,-24.00,-51.94,,,,,-87.33,-62.10
BalanceAssetsForSale_qq,,,,,,,-85.70,34.65,-100.00,,-88.71,1098.25,296.64,155.79,-100.00,,83.48,91.87,-37.36,-100.00,,3206.74,-52.88,458.71,-0.35,-49.48,-100.00,,,,-3.47,-22.80,-77.12,-6.88,266.30
BalanceAssetsForSale_sq,,,,,,,-38.90,18.52,-100.00,,-46.70,-17.15,-100.00,72.78,-2.20,,-34.57,-15.69,-20.06,-1.28,,3.30,,,-73.44,-35.28,-4.10,,,,-26.75,-22.80,-0.06,0.14,
BalanceTotalAssets,,,48097042000,48080553000,,46290138000,46876517000,51750524000,,51449578000,51792609000,51701997000,52418255000,52120600000,,50103964000,50757012000,39423802000,38912423000,39405099000,38864553000,35688778000,36910346000,36935625000,36164515000,31942361000,,,,30259055000,29681750000,28962500000,25286765000,25439503000,26389843000
BalanceTotalAssets_yy,,,,,,,-2.54,7.63,,11.15,10.49,-0.09,,1.30,-100.00,-3.09,-3.17,-24.36,,-21.35,-23.43,-9.47,-5.15,-6.27,-6.95,-10.50,-100.00,-100.00,-100.00,,,,,-15.93,-11.09
BalanceTotalAssets_sy,,,,,,,5.56,5.01,,4.51,2.50,-0.09,,-4.77,-3.06,-3.40,-3.17,-1.75,,0.01,0.77,1.13,-2.17,5.92,6.88,0.10,2.38,0.75,1.64,,,,,8.82,8.67
BalanceTotalAssets_qq,,,,-0.03,-100.00,,1.27,10.40,-100.00,,0.67,-0.17,1.39,-0.57,-100.00,,1.30,-22.33,-1.30,1.27,-1.37,-8.17,3.42,0.07,-2.09,-11.67,-100.00,,,,-1.91,-2.42,-12.69,0.60,3.74
BalanceTotalAssets_sq,,,,4.70,-100.00,,0.74,2.00,-100.00,,-0.58,1.45,-4.28,-1.85,-0.26,,1.10,-0.52,0.37,-0.61,1.18,1.07,0.20,0.96,0.23,-0.28,0.20,,,,1.87,2.10,1.34,2.38,3.62
BalanceCapital,,,19573397000,19011035000,,20301640000,21074051000,23667454000,,21820041000,22829925000,22588298000,22987392000,22024962000,,21995767000,22413388000,17675980000,17802069000,17572114000,16837615000,14143495000,15498305000,15507858000,14682168000,12745312000,,,,12153167000,11840426000,11273463000,11768282000,11894429000,12124153000
BalanceCapital_yy,,,,,,,7.67,24.49,,7.48,8.33,-4.56,,0.94,-100.00,-2.62,-2.50,-19.75,,-20.11,-24.88,-19.98,-12.94,-11.75,-12.80,-9.89,-100.00,-100.00,-100.00,,,,,-2.13,2.40
BalanceCapital_sy,,,,,,,9.72,8.24,,7.30,4.63,3.00,,-1.00,0.83,0.04,-2.50,0.79,,-1.94,2.54,0.17,-0.14,2.80,0.67,2.69,3.44,3.49,2.52,,,,,6.00,5.53
BalanceCapital_qq,,,,-2.87,-100.00,,3.80,12.31,-100.00,,4.63,-1.06,1.77,-4.19,-100.00,,1.90,-21.14,0.71,-1.29,-4.18,-16.00,9.58,0.06,-5.32,-13.19,-100.00,,,,-2.57,-4.79,4.39,1.07,1.93
BalanceCapital_sq,,,,1.08,-100.00,,1.19,,-100.00,,-0.30,0.66,-4.82,-2.96,0.44,,0.10,0.74,0.71,-1.29,0.87,-0.57,-0.45,0.06,1.01,2.44,0.47,,,,-1.20,1.99,2.84,1.14,-1.17
BalanceShareCapital,,,4345029000,4330281000,,4273434000,4431790000,5142580000,,4939875000,4864689000,4846468000,4907415000,4855727000,,4895226000,4965784000,4921948000,4880457000,4927691000,4883107000,4494236000,4622476000,4752166000,4765517000,4301819000,,,,4386431000,4448497000,4535435000,4655450000,4717106000,488870000
BalanceShareCapital_yy,,,,,,,2.00,18.76,,15.59,9.77,-5.76,,-1.70,-100.00,1.01,1.19,1.36,,0.66,-1.66,-8.69,-5.29,-3.56,-2.41,-4.28,-100.00,-100.00,-100.00,,,,,7.54,-89.01
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,-0.34,-100.00,,3.71,16.04,-100.00,,-1.52,-0.37,1.26,-1.05,-100.00,,1.44,-0.88,-0.84,0.97,-0.90,-7.96,2.85,2.81,0.28,-9.73,-100.00,,,,1.41,1.95,2.65,1.32,-89.64
BalanceShareCapital_sq,,,,,-100.00,,,,-100.00,,,,-3.46,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,-626562000,,-1191577000,-1214243000,-1314348000,,-1262540000,-1243324000,-1175006000,-1331424000,-1365104000,,-1376206000,-1396043000,-1383721000,-1372057000,-1384380000,-1296326000,-875196000,-1072564000,-1102656000,-1147970000,-80284000,,,,-84037000,-30596000,-116940000,,-13316000,-137713000
BalanceOwnShares_yy,,,,,,,,-109.77,,-5.96,-2.40,10.60,,-8.12,100.00,-17.12,-4.85,-1.36,,-0.59,7.14,36.75,21.83,20.35,11.44,90.83,100.00,100.00,100.00,,,,,84.16,-350.11
BalanceOwnShares_sy,,,,,,,,-19.43,,-8.74,48.80,10.60,,49.92,,-0.86,-1.30,-0.17,,,,,0.98,,-0.04,45.42,50.00,63.16,26.33,,,,,,
BalanceOwnShares_qq,,,,,100.00,,-1.90,-8.24,100.00,,1.52,5.49,-13.31,-2.53,100.00,,-1.44,0.88,0.84,-0.90,6.36,32.49,-22.55,-2.81,-4.11,93.01,100.00,,,,63.59,-282.21,100.00,,-934.22
BalanceOwnShares_sq,,,,,100.00,,-0.65,,100.00,,52.87,,51.73,,,,,,,,,,,-1.29,,,,,,,,,,,-1.82
BalanceReserve,,,17702362000,17642294000,,17505333000,17909709000,19688969000,,18948602000,18660201000,18682869000,18917816000,18718600000,,18870864000,19142807000,15068462000,15114265000,15260542000,15174200000,14011339000,14411146000,14815469000,15606350000,14780513000,,,,14431826000,14266678000,14541903000,14399298000,14546903000,19475870000
BalanceReserve_yy,,,,,,,1.17,11.60,,8.24,4.19,-5.11,,-1.21,-100.00,1.01,1.19,-19.50,,-19.13,-20.73,-7.02,-4.65,-2.92,2.85,5.49,-100.00,-100.00,-100.00,,,,,0.80,36.51
BalanceReserve_sy,,,,,,,3.98,,,9.37,4.75,4.23,,,3.06,1.01,0.46,,,0.04,3.01,1.74,0.15,0.34,0.87,2.89,2.35,1.93,1.64,,,,,0.69,0.74
BalanceReserve_qq,,,,-0.34,-100.00,,2.31,9.93,-100.00,,-1.52,0.12,1.26,-1.05,-100.00,,1.44,-21.28,0.30,0.97,-0.57,-7.66,2.85,2.81,5.34,-5.29,-100.00,,,,-1.14,1.93,-0.98,1.03,33.88
BalanceReserve_sq,,,,7.30,-100.00,,0.03,2.57,-100.00,,,2.40,-3.14,,,,,,,0.32,,,,1.20,,,,,,,0.20,,,,0.10
BalanceNonshareCapital,,,179442000,154935000,,56193000,39969000,55112000,,1199671000,48219000,40618000,39287000,44543000,,59629000,76567000,34266000,35109000,8063000,-2185000,-9088000,-8989000,-14444000,-25163000,-24441000,,,,51524000,-5888000,-42126000,-56215000,-67159000,-79159000
BalanceNonshareCapital_yy,,,,,,,-77.73,-64.43,,2034.89,20.64,-26.30,,-96.29,-100.00,46.80,94.89,-23.07,,-86.48,-102.85,-126.52,-125.60,-279.13,-1051.71,-168.94,100.00,100.00,100.00,,,,,-230.35,-1244.52
BalanceNonshareCapital_sy,,,,,,,3.13,-11.32,,-0.26,3.28,-4.13,,-4.10,-6.28,-0.24,11.52,-12.46,,-9.15,-2.28,-77.65,-55.77,-39.70,-16.94,-11.20,-1.72,,7.20,,,,,9.82,11.82
BalanceNonshareCapital_qq,,,,-13.66,-100.00,,-28.87,37.89,-100.00,,-95.98,-15.76,-3.28,13.38,-100.00,,28.41,-55.25,2.46,-77.03,-127.10,-315.95,1.09,-60.69,-74.21,2.87,100.00,,,,-111.43,-615.51,-33.45,-19.47,-17.87
BalanceNonshareCapital_sq,,,,-2.93,-100.00,,,-0.82,-100.00,,-0.90,-2.80,-26.90,11.45,-1.39,,-1.27,-2.56,-0.25,0.50,-1.11,-5.45,-1.99,-4.62,-0.55,-0.90,-1.88,,,,,,-0.04,0.57,0.66
BalanceNoncurrentLiabilities,,,23687420000,23523277000,,20193611000,20047561000,22613678000,,22008291000,23026546000,23220109000,23011036000,22815209000,,22951152000,21989988000,14812125000,14533267000,15046548000,14069271000,12621080000,12936551000,13244352000,13020000000,15104742000,,,,8226369000,8196363000,9167080000,10089787000,10107790000,10383413000
BalanceNoncurrentLiabilities_yy,,,,,,,-15.37,-3.87,,8.99,14.86,2.68,,3.67,-100.00,-1.16,-4.44,-35.08,,-34.44,-36.02,-14.79,-10.99,-11.98,-7.46,19.68,-100.00,-100.00,-100.00,,,,,22.87,26.68
BalanceNoncurrentLiabilities_sy,,,,,,,8.25,1.75,,2.24,6.13,3.18,,-1.69,1.56,1.39,-4.44,1.33,,5.36,7.42,6.52,-11.09,-3.68,5.18,-14.27,-18.92,-0.34,1.28,,,,,7.00,9.06
BalanceNoncurrentLiabilities_qq,,,,-0.69,-100.00,,-0.72,12.80,-100.00,,4.63,0.84,-0.90,-0.85,-100.00,,-4.19,-32.64,-1.88,3.53,-6.50,-10.29,2.50,2.38,-1.69,16.01,-100.00,,,,-0.36,11.84,10.07,0.18,2.73
BalanceNoncurrentLiabilities_sq,,,,4.37,-100.00,,0.98,1.21,-100.00,,-1.55,2.99,-10.54,-1.23,0.30,,-0.48,-2.52,1.93,1.00,0.40,2.94,-4.28,2.70,-0.04,-2.61,0.65,,,,-0.42,0.89,-0.47,1.57,1.42
BalanceNoncurrentTradeLiabilities,,,1049359000,1005770000,,663517000,786033000,960860000,,1452867000,1610169000,1536508000,954108000,1010633000,,754937000,913789000,617289000,511726000,628900000,401173000,388824000,350878000,325191000,351445000,312557000,,,,180219000,169825000,187709000,169672000,151039000,163656000
BalanceNoncurrentTradeLiabilities_yy,,,,,,,-25.09,-4.47,,118.96,104.85,59.91,,-30.44,-100.00,-50.87,-4.23,-38.92,,-16.70,-56.10,-37.01,-31.43,-48.29,-12.40,-19.61,-100.00,-100.00,-100.00,,,,,-16.19,-3.63
BalanceNoncurrentTradeLiabilities_sy,,,,,,,-60.40,-23.83,,14.69,10.76,34.89,,-26.96,-30.52,-4.67,-4.61,-17.60,,-9.12,-61.37,16.06,-1.86,-8.74,10.80,16.54,-11.84,0.20,-22.74,,,,,-4.42,-3.63
BalanceNoncurrentTradeLiabilities_qq,,,,-4.15,-100.00,,18.46,22.24,-100.00,,10.83,-4.57,-37.90,5.92,-100.00,,21.04,-32.45,-17.10,22.90,-36.21,-3.08,-9.76,-7.32,8.07,-11.07,-100.00,,,,-5.77,10.53,-9.61,-10.98,8.35
BalanceNoncurrentTradeLiabilities_sq,,,,-15.62,-100.00,,,7.12,-100.00,,5.80,6.86,-100.00,1.06,-0.47,,1.58,-44.82,-8.33,9.11,-4.30,-1.64,-9.76,6.15,0.27,-9.59,-1.26,,,,1.04,0.38,-9.61,3.99,0.75
BalanceNoncurrentBorrowings,,,19020697000,18369934000,,17651406000,17464057000,19570475000,,18130841000,19035127000,19213282000,19532682000,19190705000,,19508059000,18386534000,12101943000,11845895000,12292538000,11498641000,9592957000,10646077000,10882835000,11147544000,10432319000,,,,5557510000,5456661000,6308811000,7397875000,7358390000,7471486000
BalanceNoncurrentBorrowings_yy,,,,,,,-8.18,6.54,,2.72,9.00,-1.83,,5.85,-100.00,1.53,-5.87,-36.94,,-36.99,-37.46,-20.73,-10.13,-11.47,-3.05,8.75,-100.00,-100.00,-100.00,,,,,32.40,36.92
BalanceNoncurrentBorrowings_sy,,,,,,,1.51,-1.38,,-6.98,-5.01,-1.97,,5.85,0.22,3.95,-16.81,0.80,,-4.59,4.53,-4.61,-10.13,8.58,6.63,-16.66,-21.01,-9.84,-8.64,,,,,5.46,7.64
BalanceNoncurrentBorrowings_qq,,,,-3.42,-100.00,,-1.06,12.06,-100.00,,4.99,0.94,1.66,-1.75,-100.00,,-5.75,-34.18,-2.12,3.77,-6.46,-16.57,10.98,2.22,2.43,-6.42,-100.00,,,,-1.81,15.62,17.26,-0.53,1.54
BalanceNoncurrentBorrowings_sq,,,,3.76,-100.00,,0.53,,-100.00,,-1.11,0.93,-13.00,-6.14,-0.73,,-2.99,-3.64,0.98,1.43,,-3.07,0.17,1.03,-0.10,-6.42,0.09,,,,-2.11,0.80,-3.38,0.64,1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,98047000,,,,2278890000,,,,1153520000,1155352000,1177931000,1157258000,1166045000,1205189000
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,2224.28,,,,,,,,1.09,4.31
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,34.31,,,,,,,,10.02,14.06
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-100.00,,,,0.16,1.95,-1.76,0.76,3.36
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,0.05,,,,0.08,0.06,-1.76,0.76,3.36
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,3617364000,4147573000,,1878688000,1797472000,2082343000,,2424583000,2381250000,2470319000,2524246000,2613871000,,2688156000,2689665000,2092893000,2175645000,2125110000,2169457000,2541251000,1939596000,2036327000,1521011000,2080975000,,,,1335119000,1414525000,1492629000,1364981000,1432317000,1543082000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,-50.31,-49.79,,29.06,32.48,18.63,,7.81,-100.00,8.82,6.55,-19.93,,-20.95,-19.34,21.42,-10.85,-4.18,-29.89,-18.11,-100.00,-100.00,-100.00,,,,,7.28,9.09
BalanceNoncurrentOtherLiabilities_sy,,,,,,,12.42,18.02,,17.97,-2.92,11.29,,-7.60,6.07,1.56,-2.16,-4.72,,-13.52,-19.00,-1.77,-3.40,0.97,4.37,-1.29,-3.52,3.02,1.85,,,,,21.41,15.39
BalanceNoncurrentOtherLiabilities_qq,,,,14.66,-100.00,,-4.32,15.85,-100.00,,-1.79,3.74,2.18,3.55,-100.00,,0.06,-22.19,3.95,-2.32,2.09,17.14,-23.68,4.99,-25.31,36.82,-100.00,,,,5.95,5.52,-8.55,4.93,7.73
BalanceNoncurrentOtherLiabilities_sq,,,,6.68,-100.00,,2.82,-1.64,-100.00,,-4.18,5.84,-29.16,-3.56,0.11,,-0.48,-1.85,1.49,-2.82,-0.15,1.14,-0.10,2.45,0.96,-0.36,1.89,,,,5.25,2.97,3.28,2.22,3.31
