,2006/Q3,2006/Q4,2007/Q3,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
IncomeShareholderNetProfit_sq,,-3.03,,,10.48,1.82,6.07,30.54,5.98,-36.22,-5.67,52.28,-10.16,44.14,-15.71,-15.74,8.96,-14.65,-27.88,54.41,-55.94,22.50,-1.34,1.36,19.56,-9.17,12.65,0.18,20.67,-2.69,-7.84,-3.27,-14.16,1.32,17.52,44.92,-21.56,2.27,-10.61,38.34,-12.14,28.05,-80.34,74.91
BalanceNoncurrentAssets,,27000,885000,1541000,1487000,,2026000,2025000,,,1910000,,2263000,,8977000,9552000,13854000,,16717000,16860000,18484000,18693000,30543000,34290000,38217000,38382000,39778000,39316000,39203000,57826000,75672000,77911000,83047000,105917000,137953000,130673000,121133000,120478000,113310000,113887000,115468000,118170000,117220000,109534000
BalanceNoncurrentAssets_yy,,,,,,-100.00,,31.41,-100.00,,-5.73,-100.00,,,370.00,,512.20,,86.22,76.51,33.42,,82.71,103.38,106.76,105.33,30.24,14.66,2.58,50.66,90.24,98.17,111.84,83.17,82.30,67.72,45.86,13.75,-17.86,-12.85,-4.68,-1.92,3.45,-3.82
BalanceNoncurrentAssets_sy,,,,,,-3.79,,4.64,2.47,,-3.53,26.18,,,17.12,,9.54,,1.36,37.50,33.42,,8.53,10.72,17.37,19.95,14.68,5.49,2.43,4.11,8.16,3.16,14.15,5.65,8.12,3.47,-1.29,-0.77,-7.56,-0.52,-3.75,0.14,5.01,2.44
BalanceNoncurrentAssets_qq,,,,,-3.50,-100.00,,-0.05,-100.00,,,-100.00,,-100.00,,6.41,45.04,-100.00,,0.86,9.63,1.13,63.39,12.27,11.45,0.43,3.64,-1.16,-0.29,47.50,30.86,2.96,6.59,27.54,30.25,-5.28,-7.30,-0.54,-5.95,0.51,1.39,2.34,-0.80,-6.56
BalanceNoncurrentAssets_sq,,,,,-1.33,-100.00,,-0.28,0.65,,,-0.15,,-67.81,,-1.06,2.92,-100.00,,5.91,3.35,-0.61,-1.00,7.68,1.90,1.55,0.38,1.39,-0.16,0.36,2.46,2.02,0.50,-0.70,-0.98,1.26,-1.99,-0.54,-3.05,-0.07,-0.84,0.02,0.28,-0.07
BalanceIntangibleAssets,,2000,66000,188000,182000,,627000,687000,,,778000,,1004000,,7102000,7212000,7104000,,7303000,7211000,7140000,7096000,8006000,8291000,13387000,13545000,13840000,13628000,13742000,13938000,13835000,14202000,14052000,14133000,13995000,14460000,14642000,14365000,14206000,14776000,15321000,15841000,16902000,16938000
BalanceIntangibleAssets_yy,,,,,,-100.00,,265.43,-100.00,,24.08,-100.00,,,812.85,,607.57,,2.83,-0.01,0.51,,9.63,14.98,87.49,90.88,72.87,64.37,2.65,2.90,-0.04,4.21,2.26,1.40,1.16,1.82,4.20,1.64,1.51,2.19,4.64,10.27,18.98,14.63
BalanceIntangibleAssets_sy,,,,,,-23.81,,-6.28,,,-10.00,-30.15,,,-28.07,,10.43,,2.83,-0.01,-0.85,,-2.00,-1.44,-1.11,-5.34,0.70,-0.15,-0.44,-0.15,0.22,1.09,0.80,-3.79,-6.99,-2.23,-21.23,-28.29,-27.84,-32.32,-4.49,-0.40,,-0.18
BalanceIntangibleAssets_qq,,,,,-3.19,-100.00,,9.57,-100.00,,,-100.00,,-100.00,,1.55,-1.50,-100.00,,-1.26,-0.98,-0.62,12.82,3.56,61.46,1.18,2.18,-1.53,0.84,1.43,-0.74,2.65,-1.06,0.58,-0.98,3.32,1.26,-1.89,-1.11,4.01,3.69,3.39,6.70,0.21
BalanceIntangibleAssets_sq,,,,,-8.02,-100.00,,-2.50,-4.99,,,-6.27,,-100.00,,-3.12,-0.68,-100.00,,-2.08,-0.87,-0.76,-0.04,-0.62,-0.02,-0.10,-0.03,-0.88,,-0.05,-0.16,-0.87,,-0.06,-0.46,-0.05,-0.92,-0.61,-7.06,-1.50,-0.04,0.98,-0.04,-0.10
BalanceProperty,,25000,819000,1353000,1305000,,1399000,1338000,,,1132000,,1259000,,1875000,1997000,6021000,,7660000,8227000,8569000,9098000,20818000,23967000,23179000,23429000,23492000,22927000,22033000,22087000,22658000,23704000,23234000,24239000,25980000,26743000,24124000,24644000,21784000,22017000,23281000,22818000,23685000,22722000
BalanceProperty_yy,,,,,,-100.00,,-1.11,-100.00,,-19.09,-100.00,,,65.64,,378.24,,308.53,311.97,42.32,,171.78,191.32,170.50,157.52,12.84,-4.34,-4.94,-5.73,-3.55,3.39,5.45,9.74,14.66,12.82,3.83,1.67,-16.15,-17.67,-3.49,-7.41,8.73,3.20
BalanceProperty_sy,,,,,,-3.46,,-1.11,-4.58,,-7.13,-8.91,,,-11.53,,-6.94,,0.12,7.68,3.48,,-2.16,-1.71,2.10,11.06,14.02,-0.50,5.90,-2.82,-2.53,-2.78,-2.77,-2.96,-1.51,-1.75,3.83,0.24,-7.78,-7.34,-3.59,-6.75,0.88,-7.66
BalanceProperty_qq,,,,,-3.55,-100.00,,-4.36,-100.00,,,-100.00,,-100.00,,6.51,201.50,-100.00,,7.40,4.16,6.17,128.82,15.13,-3.29,1.08,0.27,-2.41,-3.90,0.25,2.59,4.62,-1.98,4.33,7.18,2.94,-9.79,2.16,-11.61,1.07,5.74,-1.99,3.80,-4.07
BalanceProperty_sq,,,,,-0.90,-100.00,,-1.94,-2.61,,,-1.61,,-95.90,,-0.88,-2.36,-100.00,,-0.12,-1.04,-0.90,-0.34,-1.66,0.35,-0.47,0.27,-0.51,-0.11,-0.65,-0.76,-1.15,-0.54,-0.91,-0.40,-1.47,-1.26,-1.13,-5.01,-1.58,-3.02,-2.12,-1.79,-1.96
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,418000,418000,878000,878000,1724000,1724000,2002000,2327000,4119000,4450000,4645000,3016000,2425000,2660000,2293000,2233000,269000,269000,269000,269000,276000,273000
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,312.44,312.44,128.02,165.03,138.92,158.12,132.02,29.61,-41.13,-40.22,-50.64,-25.96,-88.91,-89.89,-88.27,-87.95,2.60,1.49
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,-2.34,-11.21,-10.12,-56.91,-16.50,-26.75,-18.03,,,0.20,5.70,-26.18,4.99,-4.26,-4.36,-5.58,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,110.05,,96.36,,16.13,16.23,77.01,8.04,4.38,-35.07,-19.60,9.69,-13.80,-2.62,-87.95,,,,2.60,-1.09
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,-0.07,,0.79,0.21,,-0.20,0.70,,-19.60,,2.42,0.57,-4.17,,,,-0.58,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,0,,,55000,,,,,,,502000,18366000,33623000,34053000,38879000,61877000,93721000,83140000,74176000,73497000,74031000,73095000,73347000,75180000,71601000,65285000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,7644.82,236.91,178.74,144.15,90.79,18.78,-21.01,-12.08,-1.12,2.29,-3.28,-10.68
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,19.10,,,,,,,25.24,9.42,-3.30,3.20,,-2.08,-19.64,-9.05,-6.96,-0.99,,9.88
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,3558.57,83.07,1.28,14.17,59.15,51.46,-11.29,-10.78,-0.92,0.73,-1.26,0.34,2.50,-4.76,-8.82
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,-5.47,,,,,,,2.02,8.58,1.28,0.76,,-2.31,,,-2.04,0.16,-1.34,,,,
BalanceOtherNoncurrentAssets,,,,,,,,,,,,,,,0,343000,729000,,1754000,1422000,2775000,2444000,1301000,1614000,773000,530000,722000,1037000,924000,1108000,1437000,1502000,2237000,2652000,1832000,3670000,5898000,5739000,3020000,3730000,3250000,4062000,4756000,4316000
BalanceOtherNoncurrentAssets_yy,,,,,,,,,,,,,,,,,,,,314.58,280.66,,-25.83,13.50,-72.14,-78.31,-44.50,-35.75,19.53,109.06,99.03,44.84,142.10,139.35,27.49,144.34,163.66,116.40,64.85,1.63,-44.90,-29.22,57.48,15.71
BalanceOtherNoncurrentAssets_sy,,,,,,,,,,,,,,,,,,,,41.56,37.52,,48.78,29.17,13.07,-7.58,24.40,14.13,19.53,15.71,10.99,12.18,6.91,1.62,6.75,3.18,-4.43,12.98,-0.50,4.45,-2.23,18.59,2.58,-2.24
BalanceOtherNoncurrentAssets_qq,,,,,,,,,,,,,,,,,112.54,-100.00,,-18.93,95.15,-11.93,-46.77,24.06,-52.11,-31.44,36.23,43.63,-10.90,19.91,29.69,4.52,48.93,18.55,-30.92,100.33,60.71,-2.70,-47.38,23.51,-12.87,24.98,17.09,-9.25
BalanceOtherNoncurrentAssets_sq,,,,,,,,,,,,,,,,,7.34,-100.00,,-1.49,4.28,-5.33,-5.34,1.18,1.23,0.04,5.10,2.81,0.36,0.70,1.79,,0.71,1.04,0.24,8.57,4.17,-0.40,-7.14,1.08,0.96,3.56,-2.61,
BalanceCurrentAssets,8249000,8349000,47514000,107731000,104027000,,124568000,132477000,,,143709000,,141347000,,259823000,373041000,354470000,,870368000,832479000,765986000,759461000,422637000,411796000,434793000,445480000,458436000,533030000,502745000,500665000,515372000,530630000,532983000,579521000,520752000,510382000,468617000,606254000,718902000,680361000,631230000,700743000,711495000,785428000
BalanceCurrentAssets_yy,,,476.00,,,-100.00,,22.97,-100.00,,15.37,-100.00,,,80.80,,150.78,,234.98,123.16,116.09,,-51.44,-50.53,-43.24,-41.34,8.47,29.44,15.63,12.39,12.42,-0.45,6.01,15.75,1.04,-3.82,-12.08,4.61,38.05,33.30,34.70,15.59,-1.03,15.44
BalanceCurrentAssets_sy,,,396.68,,,1.72,,-10.87,-19.91,,-15.52,-0.98,,,19.68,,45.20,,71.06,33.54,36.23,,16.86,9.28,0.35,-7.47,9.34,6.98,8.34,1.95,-4.26,-14.56,-21.39,-12.98,2.81,10.31,2.47,6.77,12.16,14.38,5.63,3.38,-9.40,-1.62
BalanceCurrentAssets_qq,,1.21,,,-3.44,-100.00,,6.35,-100.00,,,-100.00,,-100.00,,43.58,-4.98,-100.00,,-4.35,-7.99,-0.85,-44.35,-2.57,5.58,2.46,2.91,16.27,-5.68,-0.41,2.94,2.96,0.44,8.73,-10.14,-1.99,-8.18,29.37,18.58,-5.36,-7.22,11.01,1.53,10.39
BalanceCurrentAssets_sq,,0.88,,,-3.44,-100.00,,-2.67,-10.02,,,3.45,,-64.50,,19.70,3.79,-100.00,,-1.95,1.15,-7.83,-3.38,-2.06,5.58,0.95,1.39,-0.62,-2.71,0.23,-1.06,-3.90,0.36,0.95,6.08,-1.03,1.84,2.32,0.79,-0.21,1.37,-1.10,-0.76,1.24
BalanceInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentReceivables,805000,791000,1098000,100215000,98481000,,119292000,128000000,,,137940000,,136182000,,252364000,249463000,252795000,,823664000,795456000,721928000,710920000,370436000,370019000,411738000,425537000,420751000,436286000,438164000,454539000,456235000,457545000,474505000,479371000,450833000,469986000,431496000,531524000,551558000,568107000,589853000,622672000,633167000,678703000
BalanceCurrentReceivables_yy,,,36.40,,,-100.00,,27.73,-100.00,,15.63,-100.00,,,82.95,,85.63,,226.38,218.87,185.58,,-55.03,-53.48,-42.97,-40.14,13.58,17.91,6.42,6.82,8.43,4.87,8.29,5.46,-1.18,2.72,-9.06,10.88,22.34,20.88,36.70,17.15,14.80,19.47
BalanceCurrentReceivables_sy,,,273.65,,,1.04,,9.29,-33.28,,-22.39,-14.42,,,29.02,,53.14,,47.82,32.64,29.48,,11.07,12.08,-12.26,-36.82,7.96,12.47,7.77,9.73,-0.18,-14.47,-5.19,-1.83,-8.90,14.58,1.40,3.95,17.58,9.29,27.88,16.78,8.86,8.60
BalanceCurrentReceivables_qq,,-1.74,,,-1.73,-100.00,,7.30,-100.00,,,-100.00,,-100.00,,-1.15,1.34,-100.00,,-3.42,-9.24,-1.52,-47.89,-0.11,11.27,3.35,-1.12,3.69,0.43,3.74,0.37,0.29,3.71,1.03,-5.95,4.25,-8.19,23.18,3.77,3.00,3.83,5.56,1.69,7.19
BalanceCurrentReceivables_sq,,16.92,,,8.13,-100.00,,-0.26,-6.30,,,1.26,,-59.85,,7.63,1.34,-100.00,,-1.85,5.46,-4.14,-2.62,-2.29,9.30,5.38,1.01,-0.18,0.04,1.18,-1.35,1.54,6.19,2.20,-2.70,4.25,-3.63,3.94,0.03,8.02,3.10,-1.35,0.82,1.99
BalanceCurrentInvestments,7258000,6763000,46024000,,10000,,4000,1000,,,0,,,,,22129000,10841000,,0,,3954000,7401000,7719000,5528000,3425000,2816000,3425000,2852000,3716000,3436000,3424000,8000000,8000000,,360000,360000,360000,7488000,235000,235000,235000,235000,5744000,5736000
BalanceCurrentInvestments_yy,,,534.11,,,-100.00,,,-100.00,,-100.00,-100.00,,,,,,,,-100.00,-63.53,,,,-13.38,-61.95,-55.63,-48.41,8.50,22.02,-0.03,180.50,115.29,-100.00,-89.49,-95.50,-95.50,,-34.72,-34.72,-34.72,-96.86,2344.26,2340.85
BalanceCurrentInvestments_sy,,,534.11,,,42.23,,,21.99,,,12.89,,,,,,,,-16.20,-7.04,,,,-0.40,20.14,-7.60,-12.85,-8.93,-3.08,-39.71,-39.73,-19.86,-30.71,-23.19,-10.67,-8.51,,-21.43,-28.39,-29.15,-47.42,-15.20,-35.60
BalanceCurrentInvestments_qq,,-6.82,,,,-100.00,,-75.00,-100.00,,,,,,,,-51.01,-100.00,,,,87.18,4.30,-28.38,-38.04,-17.78,21.63,-16.73,30.29,-7.53,-0.35,133.64,,-100.00,,,,1980.00,-96.86,,,,2344.26,-0.14
BalanceCurrentInvestments_sq,,-14.81,,,,-100.00,,,-1.16,,,,,,,,5.90,-100.00,,,,-8.42,3.84,0.84,0.38,1.00,-0.76,-2.51,-1.92,-2.63,-0.55,-4.79,,1.10,,,,-2.18,-16.08,,,,-11.65,-0.07
BalanceCash,165000,724000,349000,3694000,378000,,613000,12000,,,521000,,2013000,,1927000,99283000,85900000,,41895000,32801000,35745000,36057000,42790000,33311000,19146000,14732000,33860000,93729000,60276000,41997000,54053000,63712000,49683000,98923000,68270000,38668000,35450000,65822000,165767000,110551000,39839000,76152000,70591000,97957000
BalanceCash_yy,,,111.52,,,-100.00,,-99.68,-100.00,,-15.01,-100.00,,,269.87,,4167.26,,2074.10,-66.96,-58.39,,2.14,1.55,-46.44,-59.14,-20.87,181.38,214.82,185.07,59.64,-32.03,-17.57,135.55,26.30,-39.31,-28.65,-33.46,142.81,185.90,12.38,15.69,-57.42,-11.39
BalanceCash_sy,,,52.39,,,-56.81,,-36.80,-25.34,,17.96,-4.22,,,74.64,,47.03,,10.26,-0.68,2.12,,-16.31,-15.35,-31.34,15.00,59.42,0.43,10.16,-23.92,21.56,-20.59,-12.10,2.40,26.30,-28.78,21.88,23.36,-27.85,31.34,12.38,-19.53,-25.06,-11.39
BalanceCash_qq,,338.79,,,-89.77,-100.00,,-98.04,-100.00,,,-100.00,,-100.00,,5052.21,-13.48,-100.00,,-21.71,8.98,0.87,18.67,-22.15,-42.52,-23.05,129.84,176.81,-35.69,-30.33,28.71,17.87,-22.02,99.11,-30.99,-43.36,-8.32,85.68,151.84,-33.31,-63.96,91.15,-7.30,38.77
BalanceCash_sq,,130.81,,,-47.34,-100.00,,-19.89,-33.79,,,-25.22,,-96.57,,-27.38,4.53,-100.00,,-8.56,-11.41,-29.34,2.46,1.16,13.14,-8.88,-4.89,-15.98,0.36,-4.74,-4.71,-7.70,-14.40,-5.11,7.88,-49.70,48.95,-9.20,-10.05,-15.06,11.73,-25.77,-0.34,6.32
BalanceOtherCurrentAssets,21000,71000,43000,3822000,5158000,,4659000,4464000,,,5248000,,3152000,,5532000,2166000,4934000,,4809000,4222000,4359000,5083000,1692000,2938000,484000,2395000,400000,163000,589000,693000,1660000,1373000,795000,1227000,1289000,1368000,1311000,1420000,1342000,1468000,1303000,1684000,1993000,3032000
BalanceOtherCurrentAssets_yy,,,104.76,,,-100.00,,16.80,-100.00,,12.64,-100.00,,,5.41,,56.54,,-13.07,94.92,-11.65,,-64.82,-30.41,-88.90,-52.88,-76.36,-94.45,21.69,-71.06,315.00,742.33,34.97,77.06,-22.35,-0.36,64.91,15.73,4.11,7.31,-0.61,18.59,48.51,106.54
BalanceOtherCurrentAssets_sy,,,-21.80,,,-31.47,,-30.88,-41.94,,-31.14,-21.12,,,2.26,,-11.75,,62.50,5.75,17.36,,-1.89,8.65,17.47,20.46,11.50,7.04,-2.02,-15.99,-7.52,1.27,-1.21,-19.54,-4.14,-13.06,3.81,15.73,-11.67,7.91,2.69,6.44,13.20,13.89
BalanceOtherCurrentAssets_qq,,238.10,,,34.96,-100.00,,-4.19,-100.00,,,-100.00,,-100.00,,-60.85,127.79,-100.00,,-12.21,3.24,16.61,-66.71,73.64,-83.53,394.83,-83.30,-59.25,261.35,17.66,139.54,-17.29,-42.10,54.34,5.05,6.13,-4.17,8.31,-5.49,9.39,-11.24,29.24,18.35,52.13
BalanceOtherCurrentAssets_sq,,103.67,,,-6.63,-100.00,,26.23,-14.29,,,53.50,,-38.24,,45.76,-13.95,-100.00,,12.87,-6.74,-29.11,-38.99,49.46,-5.38,-2.04,-17.09,22.68,-13.43,-1.25,-5.95,22.62,-20.30,-13.79,-1.13,28.03,-1.19,-4.44,-29.67,9.91,-1.52,-0.46,-3.58,19.38
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521000,,340000,340000,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,-100.00
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,-100.00
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-100.00,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.70,,,-100.00,,,
BalanceTotalAssets,8249000,8376000,48399000,109272000,105514000,,126594000,134502000,,,145619000,,143610000,,268800000,382593000,368324000,,887085000,849339000,784470000,778154000,453180000,446086000,473010000,483862000,498214000,572346000,541948000,558491000,591044000,608541000,616030000,685438000,658705000,641055000,591271000,726732000,832552000,794588000,746698000,818913000,828715000,894962000
BalanceTotalAssets_yy,,,486.73,,,-100.00,,23.09,-100.00,,15.03,-100.00,,,84.59,,156.48,,230.02,122.00,112.98,,-48.91,-47.48,-39.70,-37.82,9.94,28.30,14.57,15.42,18.63,6.32,13.67,22.73,11.45,5.34,-4.02,6.02,26.39,23.95,26.29,12.68,-0.46,12.63
BalanceTotalAssets_sy,,,204.55,,,-5.64,,0.05,-6.40,,-5.41,3.85,,,17.84,,27.33,,17.60,36.20,26.40,,5.74,4.70,4.81,5.21,11.46,11.66,9.00,7.80,-0.08,-3.06,-2.68,-1.38,3.60,4.88,-2.82,-1.42,-1.61,-1.81,2.75,1.48,0.54,3.92
BalanceTotalAssets_qq,,1.54,,,-3.44,-100.00,,6.25,-100.00,,,-100.00,,-100.00,,42.33,-3.73,-100.00,,-4.26,-7.64,-0.81,-41.76,-1.57,6.04,2.29,2.97,14.88,-5.31,3.05,5.83,2.96,1.23,11.27,-3.90,-2.68,-7.77,22.91,14.56,-4.56,-6.03,9.67,1.20,7.99
BalanceTotalAssets_sq,,1.04,,,-2.16,-100.00,,-0.43,-0.31,,,4.03,,-56.88,,4.33,1.04,-100.00,,2.71,2.56,-2.03,-0.86,-0.18,2.20,2.29,2.80,0.24,-0.79,0.91,-0.51,1.02,1.48,-0.01,0.60,0.12,-1.46,0.74,-0.16,-0.45,-0.86,,-0.94,0.92
BalanceCapital,7667000,8004000,38815000,76170000,74876000,,88239000,94904000,,,98615000,,91484000,,213287000,255906000,252330000,,587939000,549863000,495319000,497617000,157036000,168603000,174671000,182195000,189667000,197062000,205772000,216097000,227029000,237970000,247384000,258477000,264071000,273150000,257939000,261520000,261219000,262912000,269495000,267998000,260658000,256174000
BalanceCapital_yy,,,406.26,,,-100.00,,24.59,-100.00,,11.76,-100.00,,,116.28,,175.82,,175.66,114.87,96.30,,-73.29,-69.34,-64.74,-63.39,20.78,16.88,17.81,18.61,19.70,20.76,20.22,19.61,16.32,14.78,4.27,1.18,-1.08,-3.75,4.48,2.48,-0.21,-2.56
BalanceCapital_sy,,,164.30,,,-11.81,,1.75,-4.30,,2.21,2.12,,,19.22,,22.95,,29.43,27.70,14.82,,8.87,9.40,4.13,1.18,10.70,6.63,9.17,7.99,4.98,3.68,-0.20,-4.14,3.64,-2.42,-1.66,-0.54,-2.53,-2.39,3.28,3.40,2.90,1.12
BalanceCapital_qq,,4.40,,,-1.70,-100.00,,7.55,-100.00,,,-100.00,,-100.00,,19.98,-1.40,-100.00,,-6.48,-9.92,0.46,-68.44,7.37,3.60,4.31,4.10,3.90,4.42,5.02,5.06,4.82,3.96,4.48,2.16,3.44,-5.57,1.39,-0.12,0.65,2.50,-0.56,-2.74,-1.72
BalanceCapital_sq,,3.56,,,-2.09,-100.00,,-1.80,0.98,,,2.48,,-3.78,,0.78,1.67,-100.00,,7.46,3.28,-1.89,-1.60,1.80,0.44,1.60,2.95,1.84,0.37,2.26,-0.36,2.10,-0.46,-0.38,1.88,3.14,-1.43,0.70,-1.40,0.65,-0.93,1.49,-2.32,0.24
BalanceShareCapital,279000,279000,4995000,5494000,5494000,,5494000,5494000,,,5494000,,5494000,,9169000,12937000,12937000,,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12937000,12897000,12897000
BalanceShareCapital_yy,,,1690.32,,,-100.00,,,-100.00,,,-100.00,,,66.89,,135.48,,41.09,,,,,,,,,,,,,,,,,,,,,,,,-0.31,-0.31
BalanceShareCapital_sy,,,466.45,,,3.80,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,-100.00,,,-100.00,,,-100.00,,-100.00,,41.09,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,
BalanceShareCapital_sq,,,,,,-100.00,,,,,,,,-50.02,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,0,,,,-382000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,-500000,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.89,,,,,,,,,,,,,,,,100.00,100.00
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,97.54,66.75
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,-30.89,,,,,,,,,,,,,,,,,,,100.00,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,5745000,5304000,32002000,65761000,64701000,,76841000,81923000,,,82178000,,73457000,,190514000,226482000,223384000,,547209000,505567000,451352000,447982000,101510000,101704000,101526000,101353000,101217000,101325000,101260000,101261000,101008000,101108000,101002000,100883000,107405000,105389000,99997000,99940000,99055000,95627000,97133000,92974000,92903000,88140000
BalanceReserve_yy,,,457.04,,,-100.00,,24.58,-100.00,,6.95,-100.00,,,131.83,,204.10,,187.23,123.23,102.05,,-81.45,-79.88,-77.51,-77.38,-0.29,-0.37,-0.26,-0.09,-0.21,-0.21,-0.25,-0.37,6.33,4.23,-1.00,-0.93,-7.77,-9.26,-2.86,-6.97,-6.21,-7.83
BalanceReserve_sy,,,228.52,,,17.32,,13.03,1.75,,0.02,0.80,,,2.01,,11.06,,12.36,6.67,,,13.61,11.48,3.88,0.60,2.75,1.04,3.48,5.18,3.50,3.11,,-0.57,-0.10,-0.20,0.11,0.46,,0.14,0.09,0.98,0.84,3.55
BalanceReserve_qq,,-7.68,,,-1.61,-100.00,,6.61,-100.00,,,-100.00,,-100.00,,18.88,-1.37,-100.00,,-7.61,-10.72,-0.75,-77.34,0.19,-0.18,-0.17,-0.13,0.11,-0.06,,-0.25,0.10,-0.10,-0.12,6.46,-1.88,-5.12,-0.06,-0.89,-3.46,1.57,-4.28,-0.08,-5.13
BalanceReserve_sq,,,,,,-100.00,,,,,,,,-50.00,,0.27,3.48,-100.00,,,3.90,-0.88,,,0.60,,,,0.24,,,,,,,,0.01,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,216000,314000,387000,,326000,148000,168000,218000,262000,324000,248000,198000,516000,544000,527000,491000,138000,315000,397000,553000,1346000,1471000,1908000,14198000,10278000,6839000,6123000,6321000,3560000,2733000
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,50.93,-52.87,-56.59,,-19.63,118.92,47.62,-9.17,96.95,67.90,112.50,147.98,-73.26,-42.10,-24.67,12.63,875.36,366.98,380.60,2467.45,663.60,364.92,220.91,-55.48,-65.36,-60.04
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,4.22,-49.24,-2.28,,-17.02,0.68,-0.33,-9.17,-6.66,-5.96,-0.26,-10.16,-41.82,-42.10,-32.56,-42.82,-28.52,-42.92,-8.92,6.48,-7.00,-6.38,,-20.25,1.78,8.40
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,45.37,23.25,-100.00,,-54.60,13.51,29.76,20.18,23.66,-23.46,-20.16,160.61,5.43,-3.12,-6.83,-71.89,128.26,26.03,39.29,143.40,9.29,29.71,644.13,-27.61,-33.46,-10.47,3.23,-43.68,-23.23
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,-9.28,6.82,-100.00,,4.29,1.13,0.14,-3.91,1.84,-3.60,-2.34,9.92,0.13,0.83,3.97,-7.50,2.53,-0.13,23.08,2.16,9.28,16.16,,-0.50,,,1.08,,
BalanceNoncurrentLiabilities,,,4608000,12368000,12324000,,7442000,6400000,,,36130000,,28054000,,16852000,93937000,86131000,,260729000,248206000,247823000,244029000,234474000,175271000,194140000,187323000,247864000,230359000,229707000,234533000,188073000,255516000,223362000,240582000,262911000,232260000,176074000,291893000,394860000,389647000,389179000,390605000,420870000,432303000
