,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrInvestments_yy,,,,,,,,,14415.69,,,-1.92,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,6.17,6.29,3.86,4.00,0.16
BalanceNoncurrInvestments_sy,,,,,,,,,751.08,,,,0.10,4.40,1.22,5.96,,,,,,,,,,,,-25.50,-17.26,-3.65,-1.79,-1.50
BalanceNoncurrInvestments_qq,,,,,,-100.00,,,14136.54,-99.31,,,-100.00,,,,,,,,,,,,,2.14,-0.08,4.03,0.11,-0.19,0.05,0.19
BalanceNoncurrInvestments_sq,,,,,,-4.78,,,-3.98,-11.15,,,,,,,,,,,,,,,,-9.68,-1.03,,,-0.30,0.32,-2.02
BalanceOtherNoncurrentAssets,145000,746000,305000,452000,457000,333000,439000,373000,451000,463000,342000,334000,184000,774000,415000,744000,558000,573000,474000,473000,320000,619000,546000,583000,431000,1080000,1197000,955000,1180000,1790000,1734000,1759000
BalanceOtherNoncurrentAssets_yy,,,,,215.17,-55.36,43.93,-17.48,-1.31,39.04,-22.10,-10.46,-59.20,67.17,21.35,122.75,203.26,-25.97,14.22,-36.42,-42.65,8.03,15.19,23.26,34.69,74.47,119.23,63.81,173.78,65.74,44.86,84.19
BalanceOtherNoncurrentAssets_sy,,,,,39.25,21.14,17.27,-7.05,-1.31,18.24,-3.91,-2.32,1.64,-0.91,6.12,10.74,-0.38,-1.74,11.50,-26.17,-0.05,1.52,0.93,6.21,15.42,-5.84,-1.08,-10.93,0.76,2.62,-1.94,2.36
BalanceOtherNoncurrentAssets_qq,,414.45,-59.11,48.20,1.11,-27.13,31.83,-15.03,20.91,2.66,-26.13,-2.34,-44.91,320.65,-46.38,79.28,-25.00,2.69,-17.28,-0.21,-32.35,93.44,-11.79,6.78,-26.07,150.58,10.83,-20.22,23.56,51.69,-3.13,1.44
BalanceOtherNoncurrentAssets_sq,,54.47,3.12,8.40,-100.00,2.21,-1.58,3.29,-7.38,-5.80,-0.98,1.44,1.11,-6.88,0.44,6.16,-3.51,2.50,1.58,-2.94,0.02,8.40,-0.37,2.50,-1.56,-4.90,0.42,-1.84,2.45,1.15,-0.37,3.86
BalanceCurrentAssets,180198000,175254000,177456000,181282000,193588000,212177000,218352000,223824000,226879000,219354000,217475000,219154000,214123000,216280000,215063000,205955000,195414000,184578000,183305000,184104000,181889000,188560000,193208000,198827000,214061000,205882000,212422000,199635000,198753000,196361000,192078000,189097000
BalanceCurrentAssets_yy,,,,,7.43,21.07,23.05,23.47,17.20,3.38,-0.40,-2.09,-5.62,-1.40,-1.11,-6.02,-8.74,-14.66,-14.77,-10.61,-6.92,2.16,5.40,8.00,17.69,9.19,9.94,0.41,-7.15,-4.62,-9.58,-5.28
BalanceCurrentAssets_sy,,,,,7.43,3.78,1.92,0.94,-8.85,-8.23,-12.76,-12.17,-6.03,0.13,-2.58,-1.21,1.93,4.26,4.28,10.76,7.03,1.12,-1.91,-3.57,1.18,5.70,14.16,12.40,13.98,13.28,13.37,13.97
BalanceCurrentAssets_qq,,-2.74,1.26,2.16,6.79,9.60,2.91,2.51,1.36,-3.32,-0.86,0.77,-2.30,1.01,-0.56,-4.24,-5.12,-5.55,-0.69,0.44,-1.20,3.67,2.46,2.91,7.66,-3.82,3.18,-6.02,-0.44,-1.20,-2.18,-1.55
BalanceCurrentAssets_sq,,-2.74,-0.23,2.92,-100.00,-4.21,-0.13,0.61,-26.86,-3.32,-3.09,0.77,-0.68,,-1.76,-2.30,3.40,2.88,0.87,1.06,-1.20,-5.39,0.03,3.98,2.05,-3.88,5.43,4.15,3.30,0.85,2.58,1.20
BalanceInventory,174461000,159813000,164153000,172867000,186924000,203516000,210198000,210894000,218119000,206743000,208060000,209758000,203967000,206785000,200110000,190368000,174505000,164805000,158906000,155092000,157254000,162567000,174319000,184702000,197273000,188614000,198014000,189021000,176105000,160953000,153299000,147053000
BalanceInventory_yy,,,,,7.14,27.35,28.05,22.00,16.69,1.59,-1.02,-0.54,-6.49,0.02,-3.82,-9.24,-14.44,-20.30,-20.59,-18.53,-9.89,-1.36,9.70,19.09,25.45,16.02,13.59,2.34,-10.73,-14.67,-22.58,-22.20
BalanceInventory_sy,,,,,7.14,1.76,1.14,-2.46,-10.37,-1.32,-8.68,-12.92,-8.90,-9.10,-9.58,-8.50,-12.60,-8.72,-2.13,-2.06,-3.43,-3.72,-10.98,-5.84,-1.44,10.48,6.00,8.83,2.22,-0.09,3.72,5.89
BalanceInventory_qq,,-8.40,2.72,5.31,8.13,8.88,3.28,0.33,3.43,-5.22,0.64,0.82,-2.76,1.38,-3.23,-4.87,-8.33,-5.56,-3.58,-2.40,1.39,3.38,7.23,5.96,6.81,-4.39,4.98,-4.54,-6.83,-8.60,-4.76,-4.07
BalanceInventory_sq,,-8.40,1.77,5.31,-100.00,-6.35,-1.54,0.45,-37.68,-3.61,-3.30,0.09,0.14,-4.61,-1.70,0.26,-0.21,-5.56,0.45,-0.09,0.11,-6.19,-0.50,2.90,3.36,-3.38,0.12,3.42,1.78,-1.52,0.12,1.45
BalanceCurrentReceivables,4579000,10797000,6851000,3113000,3626000,5442000,3717000,6767000,4887000,5313000,4908000,4391000,3915000,4659000,6201000,5932000,16017000,15183000,15833000,22968000,18053000,15416000,13352000,8824000,6410000,5321000,5536000,5466000,16551000,19947000,18204000,19801000
BalanceCurrentReceivables_yy,,,,,-20.81,-49.60,-45.75,117.38,34.78,-2.37,32.04,-35.11,-19.89,-12.31,26.34,35.09,309.12,225.89,155.33,287.19,12.71,1.53,-15.67,-61.58,-64.49,-65.48,-58.54,-38.06,158.21,274.87,228.83,262.26
BalanceCurrentReceivables_sy,,,,,-20.28,-9.96,-10.77,-6.49,34.78,-7.28,-13.60,-14.29,12.70,16.64,11.89,-2.60,19.57,-10.19,5.94,27.92,4.52,-4.14,-14.17,-2.48,-2.41,-6.18,7.62,-3.14,10.40,7.54,14.28,19.21
BalanceCurrentReceivables_qq,,135.79,-36.55,-54.56,16.48,50.08,-31.70,82.06,-27.78,8.72,-7.62,-10.53,-10.84,19.00,33.10,-4.34,170.01,-5.21,4.28,45.06,-21.40,-14.61,-13.39,-33.91,-27.36,-16.99,4.04,-1.26,202.80,20.52,-8.74,8.77
BalanceCurrentReceivables_sq,,65.40,6.40,-0.06,-100.00,9.91,-3.63,-0.40,-54.69,-6.54,-1.90,9.86,2.12,8.59,-0.09,-5.40,12.25,-4.64,9.95,5.15,-1.89,-6.97,0.75,-1.98,-1.46,-10.90,4.85,-3.16,10.31,-3.49,7.13,2.39
BalanceCurrentInvestments,,0,,,,,,,,,34000,,,,,0,,0,,12000,,506000,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,-100.00,,,,,,,,,-100.00,,,,,,,,,-100.00,,-100.00,,,,,,
BalanceCurrentInvestments_sy,,,,,,-89.29,,,,,,,,,12.26,,,,,,,,,-1.61,,-38.65,,,,,,
BalanceCurrentInvestments_qq,,,-100.00,,,,,,,,,-100.00,,,,,,,,,-100.00,,-100.00,,,,,,,,,
BalanceCurrentInvestments_sq,,,,,,,,,,,,1.80,,,,,,,,,-2.17,,-2.08,,,,,,,,,
BalanceCash,1073000,4388000,5038000,3890000,2402000,2935000,2631000,4759000,2687000,6590000,2502000,3689000,4993000,4231000,6157000,8027000,3606000,3940000,6059000,4536000,5415000,9481000,3382000,3823000,9307000,11534000,6846000,3679000,4983000,14645000,17822000,20348000
BalanceCash_yy,,,,,123.86,-33.11,-47.78,22.34,11.87,124.53,-4.90,-22.48,85.82,-35.80,146.08,117.59,-27.78,-6.88,-1.59,-43.49,50.17,140.63,-44.18,-15.72,71.87,21.65,102.42,-3.77,-46.46,26.97,160.33,453.09
BalanceCash_sy,,,,,38.54,0.13,-6.94,10.34,11.87,-13.20,-27.90,-27.90,10.88,16.34,24.49,6.73,-2.98,7.76,-12.40,-5.70,-5.60,-3.37,3.56,5.38,10.24,-18.20,27.96,12.58,16.66,10.20,17.00,23.06
BalanceCash_qq,,308.95,14.81,-22.79,-38.25,22.19,-10.36,80.88,-43.54,145.25,-62.03,47.44,35.35,-15.26,45.52,30.37,-55.08,9.26,53.78,-25.14,19.38,75.09,-64.33,13.04,143.45,23.93,-40.65,-46.26,35.44,193.90,21.69,14.17
BalanceCash_sq,,37.98,-9.78,0.15,-100.00,0.85,-9.84,2.33,-73.59,5.14,-6.67,-1.98,-5.14,4.76,1.70,1.67,-0.04,27.72,-7.48,-2.46,-1.93,11.28,-15.98,10.42,4.48,5.33,0.32,-0.77,-12.91,21.11,9.24,5.57
BalanceOtherCurrentAssets,85000,256000,1414000,1412000,636000,284000,1806000,1404000,1186000,708000,1971000,1316000,1248000,605000,2595000,1628000,1286000,650000,2507000,1496000,1167000,590000,2155000,1478000,1071000,413000,2026000,1469000,1114000,816000,2753000,1895000
BalanceOtherCurrentAssets_yy,,,,,648.24,11.02,27.72,-0.57,86.48,149.30,9.14,-6.27,5.23,-14.55,31.66,23.71,3.04,7.44,-3.39,-8.11,-9.25,-9.23,-14.04,-1.20,-8.23,-30.00,-5.99,-0.61,4.01,97.58,35.88,29.00
BalanceOtherCurrentAssets_sy,,,,,23.61,65.66,9.92,0.26,-22.41,-24.66,-6.95,-5.18,3.70,-14.34,-5.06,-18.12,-10.82,-23.43,-32.76,-9.50,5.94,16.62,12.04,6.93,-5.26,-0.12,-8.68,-8.64,2.50,23.05,0.07,-9.55
BalanceOtherCurrentAssets_qq,,200.94,452.78,-0.14,-54.96,-55.35,535.92,-22.26,-15.53,-40.30,178.39,-33.23,-5.17,-51.52,328.93,-37.26,-21.01,-49.46,285.69,-40.33,-21.99,-49.44,265.25,-31.42,-27.54,-61.44,390.56,-27.49,-24.17,-26.75,237.38,-31.17
BalanceOtherCurrentAssets_sq,,-0.35,24.08,-26.24,-100.00,-10.46,4.84,-11.40,-47.28,-28.98,34.21,-22.10,-25.85,-30.35,61.20,-27.85,-23.20,-39.88,63.36,-25.04,-11.75,-25.60,106.66,-9.66,-21.12,-16.77,45.41,-7.35,-8.62,-20.65,71.39,-16.97
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,194279000,300949000,302175000,310308000,323505000,344830000,354396000,374515000,388985000,392792000,392203000,394129000,395086000,394852000,393872000,386839000,374269000,372684000,372350000,375637000,376703000,391540000,398270000,406346000,420908000,422736000,431713000,423076000,436605000,454093000,450689000,446323000
BalanceTotalAssets_yy,,,,,66.52,14.58,17.28,20.69,20.24,13.91,10.67,5.24,1.57,0.52,0.43,-1.85,-5.27,-5.61,-5.46,-2.90,0.65,5.06,6.96,8.18,11.73,7.97,8.40,4.12,3.73,7.42,4.40,5.49
BalanceTotalAssets_sy,,,,,19.85,4.51,2.50,-0.09,15.98,-4.77,-3.06,-3.40,-3.17,-1.75,-2.26,0.01,0.77,1.13,-2.17,5.92,6.88,0.10,2.38,0.75,1.64,5.60,6.24,5.49,4.88,6.00,8.82,8.67
BalanceTotalAssets_qq,,54.91,0.41,2.69,4.25,6.59,2.77,5.68,3.86,0.98,-0.15,0.49,0.24,-0.06,-0.25,-1.79,-3.25,-0.42,-0.09,0.88,0.28,3.94,1.72,2.03,3.58,0.43,2.12,-2.00,3.20,4.01,-0.75,-0.97
BalanceTotalAssets_sq,,37.33,0.74,2.00,-100.00,2.00,-0.58,1.45,-4.28,-1.85,-0.26,1.13,1.10,-0.52,0.37,-0.61,1.18,1.07,0.20,0.96,0.23,-0.28,0.20,2.08,0.62,0.43,0.34,1.87,2.10,1.34,2.38,3.62
BalanceCapital,96271000,114357000,157790000,158028000,158821000,159372000,159636000,160647000,161693000,168536000,169540000,170955000,172642000,174637000,175935000,178310000,291809000,297313000,299342000,301784000,303453000,304640000,306412000,305079000,307370000,316987000,319844000,324665000,328618000,333790000,337966000,340344000
BalanceCapital_yy,,,,,64.97,39.36,1.17,1.66,1.81,5.75,6.20,6.42,6.77,3.62,3.77,4.30,69.03,70.25,70.14,69.25,3.99,2.46,2.36,1.09,1.29,4.05,4.38,6.42,6.91,5.30,5.67,4.83
BalanceCapital_sy,,,,,28.62,7.30,4.63,3.00,2.57,-1.00,0.83,0.04,-2.50,0.79,3.10,-1.94,2.54,0.17,-0.14,2.80,0.67,2.69,3.44,3.49,2.52,4.20,4.89,3.44,6.36,4.34,6.00,5.53
BalanceCapital_qq,,18.79,37.98,0.15,0.50,0.35,0.17,0.63,0.65,4.23,0.60,0.83,0.99,1.16,0.74,1.35,63.65,1.89,0.68,0.82,0.55,0.39,0.58,-0.44,0.75,3.13,0.90,1.51,1.22,1.57,1.25,0.70
BalanceCapital_sq,,0.57,1.19,,-100.00,0.91,-0.30,0.66,-4.82,-2.96,0.44,-0.17,0.10,0.74,0.71,-1.29,0.87,-0.57,-0.45,0.06,1.01,2.44,0.47,-0.36,0.14,1.89,-0.09,-1.20,1.99,2.84,1.14,-1.17
BalanceShareCapital,90000000,95670000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,125000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000,173000000
BalanceShareCapital_yy,,,,,38.89,30.66,,,,,,,,,,,38.40,38.40,38.40,38.40,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,6.30,30.66,,,,,,,,,,,,,,38.40,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,8505000,5943000,17281000,30024000,29424000,29424000,29424000,34571000,34571000,34571000,34571000,43536000,43536000,43536000,46044000,49637000,113791000,117499000,117415000,124228000,124228000,124228000,129290000,130258000,130258000,130258000,143987000,143987000,152833000,143986000,160790000,158717000
BalanceReserve_yy,,,,,245.96,395.07,70.27,15.14,17.49,17.49,17.49,25.93,25.93,25.93,33.19,14.01,161.37,169.89,155.01,150.27,9.17,5.73,10.11,4.85,4.85,4.85,11.37,10.54,17.33,10.54,11.67,10.23
BalanceReserve_sy,,,,,9.88,9.37,4.75,4.23,7.99,,3.06,1.01,0.46,,0.04,0.04,3.01,1.74,0.15,0.34,0.87,2.89,2.35,1.93,1.64,1.89,1.24,0.52,0.82,0.60,0.69,0.74
BalanceReserve_qq,,-30.12,190.76,73.74,-2.00,,,17.49,,,,25.93,,,5.76,7.80,129.25,3.26,-0.07,5.80,,,4.07,0.75,,,10.54,,6.14,-5.79,11.67,-1.29
BalanceReserve_sq,,-9.85,0.03,2.57,-100.00,,,2.40,,,,0.42,,,,0.32,,,,1.20,,,,0.07,,,,,,,,0.10
BalanceNonshareCapital,,4086000,4203000,4237000,4370000,4437000,4461000,4304000,4380000,4423000,4499000,4569000,4642000,4695000,4774000,4861000,4944000,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,8.59,6.14,1.58,0.23,-0.32,0.85,6.16,5.98,6.15,6.11,6.39,6.51,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,-0.26,3.28,-4.13,0.23,-4.10,-6.28,-0.24,11.52,-12.46,-2.46,-9.15,-2.28,-77.65,-55.77,-39.70,-16.94,,,,,,,,,,,
BalanceNonshareCapital_qq,,,2.87,0.81,3.14,1.53,0.54,-3.52,1.77,0.98,1.72,1.56,1.60,1.14,1.68,1.82,1.71,-100.00,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,-0.82,-100.00,1.53,-0.90,-2.80,-26.90,11.45,-1.39,-1.68,-1.27,-2.56,-0.25,0.50,-1.11,-5.45,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,49860000,87547000,95631000,100768000,101844000,122233000,133981000,150841000,155166000,153255000,159537000,141714000,136198000,139462000,133619000,128457000,33030000,37574000,36077000,45503000,43700000,55082000,55031000,53317000,65979000,75406000,69110000,54948000,60778000,56974000,59068000,59928000
BalanceNoncurrentLiabilities_yy,,,,,104.26,39.62,40.10,49.69,52.36,25.38,19.07,-6.05,-12.22,-9.00,-16.25,-9.35,-75.75,-73.06,-73.00,-64.58,32.30,46.60,52.54,17.17,50.98,36.90,25.58,3.06,-7.88,-24.44,-14.53,9.06
BalanceNoncurrentLiabilities_sy,,,,,24.32,2.24,6.13,3.18,21.94,-1.69,1.56,1.39,-4.44,1.33,3.33,5.36,7.42,6.52,-11.09,-3.68,5.18,-14.27,-18.92,-0.34,1.28,4.04,2.92,0.25,-3.30,-3.30,7.00,9.06
BalanceNoncurrentLiabilities_qq,,75.59,9.23,5.37,1.07,20.02,9.61,12.58,2.87,-1.23,4.10,-11.17,-3.89,2.40,-4.19,-3.86,-74.29,13.76,-3.98,26.13,-3.96,26.05,-0.09,-3.11,23.75,14.29,-8.35,-20.49,10.61,-6.26,3.68,1.46
BalanceNoncurrentLiabilities_sq,,24.28,0.98,1.21,-100.00,10.23,-1.55,2.99,-10.54,-1.23,0.30,-1.42,-0.48,-2.52,1.93,1.00,0.40,2.94,-4.28,2.70,-0.04,-2.61,0.65,-0.17,2.90,1.10,-3.36,-0.42,0.89,-0.47,1.57,1.42
BalanceNoncurrentTradeLiabilities,14700000,,27342000,32350000,33296000,29643000,30058000,43636000,,,,,,,,,,,,,,,,,,6214000,5159000,4630000,,2519000,3601000,3647000
BalanceNoncurrentTradeLiabilities_yy,,,,,126.50,,9.93,34.89,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,-59.46,-30.20,-21.23
BalanceNoncurrentTradeLiabilities_sy,,,,,126.50,,10.76,34.89,-100.00,-26.96,-30.52,-4.67,,,,,,,,,,,,,,,,,,-4.48,-4.42,-3.63
BalanceNoncurrentTradeLiabilities_qq,,-100.00,,18.32,2.92,-10.97,1.40,45.17,-100.00,,,,,,,,,,,,,,,,,,-16.98,-10.25,-100.00,,42.95,1.28
BalanceNoncurrentTradeLiabilities_sq,,-100.00,,7.12,-100.00,-10.97,5.80,6.86,-100.00,,,,,,,,,,,,,,,,,,0.11,1.04,0.38,,3.99,0.75
BalanceNoncurrentBorrowings,35160000,87547000,68289000,68289000,68289000,92129000,103329000,106479000,47835000,53180000,62821000,42878000,39464000,45901000,39944000,37187000,30349000,34270000,32564000,41814000,39854000,45423000,45433000,43549000,57013000,62301000,56845000,43081000,51959000,46808000,47602000,48196000
BalanceNoncurrentBorrowings_yy,,,,,94.22,5.23,51.31,55.92,-29.95,-42.28,-39.20,-59.73,-17.50,-13.69,-36.42,-13.27,-23.10,-25.34,-18.48,12.44,31.32,32.54,39.52,4.15,43.05,37.16,25.12,-1.07,-8.86,-24.87,-16.26,11.87
BalanceNoncurrentBorrowings_sy,,,,,35.56,-6.98,-5.01,-1.97,-9.40,5.85,0.22,3.95,-16.81,0.80,2.47,-4.59,4.53,-4.61,-10.13,8.58,6.63,-16.66,-21.01,-9.84,-8.64,4.67,2.66,-1.07,-2.00,-9.24,5.46,7.64
BalanceNoncurrentBorrowings_qq,,149.00,-22.00,,,34.91,12.16,3.05,-55.08,11.17,18.13,-31.75,-7.96,16.31,-12.98,-6.90,-18.39,12.92,-4.98,28.41,-4.69,13.97,0.02,-4.15,30.92,9.28,-8.76,-24.21,20.61,-9.91,1.70,1.25
BalanceNoncurrentBorrowings_sq,,19.54,0.53,,,23.44,-1.11,0.93,-13.00,-6.14,-0.73,-2.83,-2.99,-3.64,0.98,1.43,,-3.07,0.17,1.03,-0.10,-6.42,0.09,-1.13,3.40,2.08,-3.71,-2.11,0.80,-3.38,0.64,1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,129000,259000,461000,594000,726000,107331000,100075000,96716000,98836000,96734000,93561000,93675000,91270000,2681000,3304000,3513000,3689000,3846000,9659000,9598000,9768000,8966000,6891000,7106000,7237000,8819000,7647000,7865000,8085000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,462.79,41340.54,21608.24,16182.15,13513.77,-9.87,-6.51,-3.14,-7.66,-97.23,-96.47,-96.25,-95.96,43.45,192.34,173.21,164.79,133.13,-28.66,-25.96,-25.91,-1.64,10.97,10.68,11.72
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,11.29,-1.70,-7.60,6.07,1.56,-2.16,-4.72,-3.14,-13.52,-19.00,-1.77,-3.40,0.97,4.37,-1.29,-3.52,3.02,1.85,4.66,2.20,6.55,5.62,25.84,21.41,15.39
BalanceNoncurrentOtherLiabilities_qq,,,,,100.78,77.99,28.85,22.22,14683.88,-6.76,-3.36,2.19,-2.13,-3.28,0.12,-2.57,-97.06,23.24,6.33,5.01,4.26,151.14,-0.63,1.77,-8.21,-23.14,3.12,1.84,21.86,-13.29,2.85,2.80
BalanceNoncurrentOtherLiabilities_sq,,,,,-100.00,1.37,-4.18,5.84,-29.16,-3.56,0.11,-2.16,-0.48,-1.85,1.49,-2.82,-0.15,1.14,-0.10,2.45,0.96,-0.36,1.89,3.29,2.06,-2.78,-0.04,5.25,2.97,3.28,2.22,3.31
BalanceCurrentLiabilities,48148000,94960000,44551000,47275000,58470000,58788000,56318000,58723000,67746000,66578000,58627000,76891000,81604000,76058000,79544000,75211000,44486000,37797000,36931000,28350000,29550000,31818000,37120000,47950000,47559000,30343000,42759000,43463000,47209000,63329000,53655000,46051000
BalanceCurrentLiabilities_yy,,,,,21.44,-38.09,26.41,24.22,15.86,13.25,4.10,30.94,20.46,14.24,35.68,-2.18,-45.49,-50.31,-53.57,-62.31,-33.57,-15.82,0.51,69.14,60.94,-4.64,15.19,-9.36,-0.74,108.71,25.48,5.95
BalanceCurrentLiabilities_sy,,,,,27.79,8.91,16.86,14.61,15.86,-7.97,-14.04,-2.90,-1.62,-4.62,7.78,-2.18,10.21,1.44,12.62,8.96,-7.62,0.32,0.51,21.58,12.61,-4.84,-5.28,-7.27,16.88,17.42,15.40,9.42
BalanceCurrentLiabilities_qq,,97.22,-53.08,6.11,23.68,0.54,-4.20,4.27,15.37,-1.72,-11.94,31.15,6.13,-6.80,4.58,-5.45,-40.85,-15.04,-2.29,-23.24,4.23,7.68,16.66,29.18,-0.82,-36.20,40.92,1.65,8.62,34.15,-15.28,-14.17
BalanceCurrentLiabilities_sq,,49.90,-9.20,4.18,-100.00,0.54,-5.40,2.68,-16.66,6.47,-14.98,13.92,6.70,0.05,-2.55,3.94,1.74,-3.11,3.73,6.02,-0.58,1.41,4.57,9.98,-5.45,-7.26,5.34,6.44,-0.94,9.29,0.56,10.26
BalanceCurrentTradePayablesv,18131000,37221000,41790000,45467000,56754000,55968000,51275000,56855000,48358000,57589000,45844000,59469000,58799000,58546000,62005000,52945000,38536000,33371000,-341000,25871000,16317000,,16026000,35769000,19794000,23698000,34716000,34378000,16088000,54512000,45532000,37285000
BalanceCurrentTradePayablesv_yy,,,,,213.02,50.37,22.70,25.05,-14.79,2.90,-10.59,4.60,21.59,1.66,35.25,-10.97,-34.46,-43.00,-100.55,-51.14,-57.66,-100.00,4799.71,38.26,21.31,,116.62,-3.89,-18.72,130.03,31.16,8.46
BalanceCurrentTradePayablesv_sy,,,,,-39.76,18.67,3.30,-2.94,-14.79,-1.51,-22.82,0.91,-1.35,-14.18,10.17,-1.52,5.16,-5.00,12.66,14.06,5.32,-4.27,-13.78,-3.52,-3.52,,7.76,15.49,27.16,23.08,17.70,11.54
BalanceCurrentTradePayablesv_qq,,105.29,12.28,8.80,24.82,-1.38,-8.39,10.88,-14.95,19.09,-20.39,29.72,-1.13,-0.43,5.91,-14.61,-27.22,-13.40,-101.02,7686.80,-36.93,-100.00,,123.19,-44.66,19.72,46.49,-0.97,-53.20,238.84,-16.47,-18.11
BalanceCurrentTradePayablesv_sq,,-20.37,0.59,8.81,-100.00,0.84,-10.78,0.52,-32.32,19.09,-16.34,16.71,-1.06,0.86,-3.69,-0.02,-2.20,0.12,3.38,6.73,-8.43,-13.68,,10.87,-3.36,11.69,5.44,3.35,-0.36,-1.09,0.96,12.55
BalanceCurrentBorrowings,,12557000,,,,,,,,,,,,,,,,,32838000,299000,12167000,,10144000,,17159000,6066000,6063000,8387000,8746000,8426000,6608000,6650000
BalanceCurrentBorrowings_yy,,,,,,-100.00,,,,,,,,,,,,,,,,,-69.11,-100.00,41.03,,-40.23,,-49.03,38.91,8.99,-20.71
BalanceCurrentBorrowings_sy,,,,,,20.60,,,,,,,,,,,,,,,,,-54.64,-32.94,-33.41,,-28.91,,4.11,30.83,16.05,-7.80
BalanceCurrentBorrowings_qq,,,-100.00,,,,,,,,,,,,,,,,,-99.09,3969.23,-100.00,,-100.00,,-64.65,-0.05,38.33,4.28,-3.66,-21.58,0.64
BalanceCurrentBorrowings_sq,,,-0.33,,,,,,,,,,,,,,,,,2.38,-0.09,-24.42,,1.36,,0.28,0.14,5.80,1.72,5.06,-3.13,2.46
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
