,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentInvestments_qq,,,6740.00,-92.67,15.38,,,,,10.83,7975.34,-92.12,-3.43,744.16,-7.28,-80.22,2384.10,-90.30,-83.27,1936.99,-7.98,183.63,-98.20,6310.21,26.76,-94.68
BalanceCurrentInvestments_sq,,,-80.02,-10.84,15.38,,,,,0.78,,-47.30,-2.04,-2.08,-1.06,-4.70,-5.56,0.01,,-0.10,-19.61,10.71,1.08,-13.08,-0.48,-26.65
BalanceCash,2149000,1226000,,637000,473000,1519000,4029000,2429000,709000,14878000,,7610000,13759000,24482000,14765000,5973000,14951000,33017000,21057000,47953000,35933000,35829000,22585000,36532000,23331000,42074000
BalanceCash_yy,,,,,-78.00,23.86,,281.20,49.97,879.72,-100.00,213.29,1840.82,64.55,,-21.51,8.66,34.86,42.61,702.83,140.34,8.52,7.26,-23.82,-35.07,17.43
BalanceCash_sy,,,,,-2.22,22.26,,19.18,2.40,-0.96,13.94,39.20,41.56,7.61,,25.21,17.68,38.32,30.02,1.02,13.44,12.30,27.21,20.04,32.46,16.56
BalanceCash_qq,,-42.95,-100.00,,-25.82,221.25,165.34,-39.72,-70.81,1998.63,-100.00,,80.80,77.93,-39.69,-59.55,150.31,120.83,-36.22,127.73,-25.07,-0.29,-36.96,61.75,-36.14,80.34
BalanceCash_sq,,6.82,-21.36,,0.18,30.26,6.53,-7.78,3.06,25.23,5.76,,3.92,-2.38,0.42,12.30,1.37,8.79,-12.46,39.34,-18.65,16.04,18.69,0.85,-6.44,8.25
BalanceOtherCurrentAssets,167000,132000,181000,107000,1157000,545000,473000,415000,1235000,5132000,576000,431000,1041000,1274000,1015000,1308000,2304000,1748000,955000,1190000,2112000,2907000,3618000,5619000,4131000,8150000
BalanceOtherCurrentAssets_yy,,,,,594.32,312.79,161.17,287.96,6.70,841.87,21.75,3.93,-15.70,-75.18,76.36,203.48,121.33,37.21,-5.91,-9.02,-8.33,66.30,278.85,372.18,95.60,180.36
BalanceOtherCurrentAssets_sy,,,,,15.59,-1.64,11.83,-1.52,-11.11,-4.41,-10.69,-8.56,-10.61,-5.40,0.39,10.64,12.10,4.00,9.40,1.92,-6.94,7.20,4.92,-11.72,4.58,7.28
BalanceOtherCurrentAssets_qq,,-20.81,37.12,-40.94,982.76,-52.92,-13.24,-12.28,197.79,315.59,-88.79,-25.11,141.53,22.38,-20.33,28.87,76.15,-24.13,-45.37,24.61,77.48,37.64,24.46,55.31,-26.48,97.29
BalanceOtherCurrentAssets_sq,,-12.29,-27.20,-18.08,43.54,-28.91,-16.97,-12.28,35.04,-27.65,-7.45,-24.71,76.04,-25.35,-12.68,3.76,47.89,-23.15,-7.88,-7.73,50.19,-15.36,1.14,-12.30,25.17,2.49
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,25199000,27451000,36834000,35405000,34831000,42435000,31859000,36418000,39991000,115259000,158403000,120600000,225505000,186178000,211727000,216201000,361381000,371354000,406731000,580291000,554997000,533661000,512410000,618520000,621346000,690518000
BalanceTotalAssets_yy,,,,,38.22,54.58,-13.51,2.86,14.81,171.61,397.20,231.15,463.89,61.53,33.66,79.27,60.25,99.46,92.10,168.40,53.58,43.71,25.98,6.59,11.95,29.39
BalanceTotalAssets_sy,,,,,-0.88,1.55,-1.76,2.24,4.62,1.81,5.44,3.38,4.51,2.10,1.84,0.83,-0.12,0.37,1.28,7.30,7.78,8.20,4.73,8.16,10.77,10.52
BalanceTotalAssets_qq,,8.93,34.18,-3.88,-1.62,21.83,-24.92,14.31,9.81,188.21,37.43,-23.87,86.99,-17.44,13.72,2.11,67.15,2.76,9.53,42.67,-4.36,-3.84,-3.98,20.71,0.46,11.13
BalanceTotalAssets_sq,,-0.50,-1.34,-3.26,-1.21,1.60,-1.08,-2.42,5.66,2.76,0.28,-2.80,3.23,0.79,0.66,-4.10,1.42,2.91,1.26,-0.75,3.34,2.38,1.46,3.56,1.52,1.25
BalanceCapital,13047000,13189000,14187000,14140000,14273000,14499000,14210000,14505000,14667000,16358000,17396000,41444000,43540000,43975000,48453000,52668000,60505000,59066000,69231000,85588000,188435000,181399000,192070000,192400000,190696000,164614000
BalanceCapital_yy,,,,,9.40,9.93,0.16,2.59,2.76,12.82,22.42,185.72,196.86,168.82,178.53,27.08,38.96,34.32,42.88,62.50,211.44,207.11,177.43,124.80,1.20,-9.25
BalanceCapital_sy,,,,,5.50,6.89,3.86,9.52,8.73,7.44,7.37,6.68,4.18,4.54,3.97,3.88,2.74,3.72,5.19,10.92,4.69,8.93,6.38,8.30,8.72,8.86
BalanceCapital_qq,,1.09,7.57,-0.33,0.94,1.59,-1.99,2.08,1.11,11.53,6.34,138.24,5.06,1.00,10.18,8.70,14.88,-2.38,17.21,23.63,120.17,-3.73,5.88,0.17,-0.89,-13.68
BalanceCapital_sq,,-0.57,0.80,0.99,1.39,-0.23,3.12,1.52,1.46,-0.66,2.01,1.96,2.92,-0.42,2.22,2.08,1.26,0.54,2.38,1.00,1.86,0.40,2.63,1.60,2.07,-0.93
BalanceShareCapital,3100000,3100000,3204000,3204000,3204000,3204000,3204000,3204000,3204000,3204000,3204000,5832000,5832000,5832000,5832000,5832000,5832000,5832000,5832000,5832000,8032000,8198000,8198000,8198000,8198000,8198000
BalanceShareCapital_yy,,,,,3.35,3.35,-0.01,,,,,82.03,82.03,82.03,82.03,,,,,,37.72,40.57,40.57,40.57,2.07,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,3.35,-0.01,,,,,,,,82.03,,,,,,,,,37.72,2.07,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,9600000,9600000,9792000,9720000,9720000,10167000,10167000,10167000,10167000,10981000,10981000,30998000,30998000,34092000,34092000,34092000,34092000,43193000,43193000,50151000,142463000,163112000,163112000,163100000,163100000,174437000
BalanceReserve_yy,,,,,1.25,5.90,3.83,4.59,4.59,8.01,8.01,204.89,204.89,210.46,210.46,9.98,9.98,26.70,26.70,47.10,317.88,277.64,277.64,225.22,14.49,6.94
BalanceReserve_sy,,,,,3.64,1.92,2.84,2.04,3.26,4.98,6.46,8.33,3.76,3.40,3.17,3.88,3.38,4.02,3.42,6.13,4.20,8.71,6.46,9.10,6.46,2.78
BalanceReserve_qq,,,2.00,-0.73,,4.59,,,,8.01,,182.28,,9.98,,,,26.70,,16.11,184.07,14.49,,-0.01,,6.95
BalanceReserve_sq,,,,,,1.95,,,,1.52,,,,0.76,,,,2.02,,,,8.14,,,,0.59
BalanceNonshareCapital,,,,,,,,,,3502000,3427000,6266000,10704000,10616000,10614000,10618000,10613000,10692000,10432000,10332000,9933000,9692000,9665000,9019000,8757000,8440000
BalanceNonshareCapital_yy,,,,,,,,,,,,,,203.18,209.70,69.45,-0.85,0.72,-1.71,-2.69,-6.41,-9.35,-7.35,-12.71,-11.84,-12.92
BalanceNonshareCapital_sy,,,,,,,,,,,,,,3.18,4.92,2.44,-1.02,-3.70,-2.98,-1.34,-0.10,9.89,14.29,-8.49,-9.75,-17.64
BalanceNonshareCapital_qq,,,,,,,,,,,-2.12,82.83,70.83,-0.82,-0.02,0.04,-0.05,0.74,-2.43,-0.96,-3.86,-2.43,-0.28,-6.68,-2.90,-3.62
BalanceNonshareCapital_sq,,,,,,,,,,,0.26,1.46,0.56,-0.11,0.26,-0.19,-0.12,0.28,0.32,-0.96,-2.25,0.41,-0.18,-6.68,-2.79,-3.68
BalanceNoncurrentLiabilities,1233000,2058000,819000,2275000,12240000,20840000,3331000,4590000,4590000,7002000,8826000,15393000,26188000,25101000,22291000,24722000,29053000,32103000,26509000,37275000,24333000,21471000,12409000,23218000,30412000,28354000
BalanceNoncurrentLiabilities_yy,,,,,892.73,912.65,306.75,101.74,-62.50,-66.40,164.96,235.35,470.53,258.49,152.55,60.61,10.94,27.90,18.92,50.78,-16.25,-33.12,-53.19,-37.71,24.98,32.06
BalanceNoncurrentLiabilities_sy,,,,,-11.42,-12.52,-9.27,-1.19,-2.02,2.89,1.26,5.22,9.25,5.46,-0.25,-2.81,-7.26,-10.84,-2.15,8.91,-3.81,-3.60,0.62,-1.50,-0.05,
BalanceNoncurrentLiabilities_qq,,66.92,-60.20,177.81,437.96,70.27,-84.02,37.79,,52.54,26.06,74.40,70.13,-4.15,-11.19,10.91,17.52,10.50,-17.43,40.61,-34.72,-11.76,-42.21,87.11,30.98,-6.77
BalanceNoncurrentLiabilities_sq,,-0.76,-5.20,-5.66,,-0.84,-2.31,-0.41,,0.94,-2.42,-0.49,0.41,-0.35,-1.81,-2.66,-1.90,-0.24,-1.33,1.00,-1.23,,-1.45,-0.65,-1.24,
BalanceNoncurrentTradeLiabilities,,865000,819000,,8910000,17387000,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,1910.07,-100.00,,-100.00,-100.00,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,-100.00,-100.00,,-100.00,-100.00,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,-5.32,-100.00,,95.15,-100.00,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,-52.66,-100.00,,-100.00,-100.00,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,40000,,,892000,1912000,2070000,1948000,2671000,2671000,5082000,8826000,13968000,24510000,23467000,22216000,24624000,28936000,31981000,26383000,37117000,23756000,21156000,12119000,11674000,11546000,10982000
BalanceNoncurrentBorrowings_yy,,,,,4634.43,,,199.54,39.70,145.56,353.17,422.98,817.69,361.73,151.70,76.29,18.06,36.28,18.76,50.74,-17.90,-33.85,-54.07,-68.55,-51.40,-48.09
BalanceNoncurrentBorrowings_sy,,,,,-35.70,,,-15.81,-11.04,8.44,-5.99,14.65,15.62,-2.31,-4.08,-4.35,-19.76,-20.98,-10.93,7.10,-10.89,-6.37,-3.79,-6.50,-2.58,-9.40
BalanceNoncurrentBorrowings_qq,,-100.00,,,114.41,8.26,-5.90,37.13,,90.30,73.67,58.25,75.47,-4.26,-5.33,10.84,17.51,10.52,-17.50,40.69,-36.00,-10.94,-42.72,-3.67,-1.10,-4.88
BalanceNoncurrentBorrowings_sq,,-4.94,,,-2.83,-2.18,-3.59,-7.10,,0.16,-5.34,-3.08,-0.46,-3.62,-5.64,-3.22,-2.01,-2.62,-2.26,-1.06,-3.75,,-6.57,-2.76,-4.11,-2.42
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,1193000,1193000,,1384000,1418000,1384000,1384000,1919000,1919000,1919000,,1425000,1678000,1634000,75000,98000,117000,122000,126000,158000,577000,315000,290000,11544000,18866000,17372000
BalanceNoncurrentOtherLiabilities_yy,,,,,18.93,15.98,,38.72,35.32,38.72,-100.00,-25.76,-12.57,-14.87,,-93.12,-93.03,-92.53,68.00,61.22,393.16,158.20,130.16,7206.33,3169.67,5414.92
BalanceNoncurrentOtherLiabilities_sy,,,,,18.04,19.33,,12.90,1.58,2.89,3.63,1.14,1.96,5.16,,-4.27,-7.44,-8.18,4.88,5.86,5.10,-1.97,-1.52,0.84,-0.36,-1.65
BalanceNoncurrentOtherLiabilities_qq,,0.04,-100.00,,2.51,-2.45,,38.72,,,-100.00,,17.75,-2.62,-95.41,30.67,19.39,4.27,3.28,25.40,265.19,-45.41,-7.94,3880.69,63.43,-7.92
BalanceNoncurrentOtherLiabilities_sq,,0.04,-1.30,,0.74,0.04,,2.14,,,0.38,,-0.07,-0.24,-0.09,-2.10,-2.47,0.43,2.57,3.92,-0.94,,,5.35,-1.75,2.25
BalanceCurrentLiabilities,10920000,12205000,20037000,18990000,8319000,7095000,14317000,17323000,20734000,88397000,128754000,57497000,145073000,106486000,130369000,128193000,261210000,269493000,300559000,447096000,332296000,321099000,298266000,393883000,391481000,489110000
BalanceCurrentLiabilities_yy,,,,,-23.82,-41.87,-28.55,-8.78,149.25,1145.91,799.30,231.92,599.68,20.46,1.25,122.96,80.05,153.08,130.54,248.77,27.21,19.15,-0.76,-11.90,17.81,52.32
BalanceCurrentLiabilities_sy,,,,,-3.81,5.26,3.09,-0.92,1.32,-1.78,0.24,7.73,10.21,0.80,1.47,8.74,1.80,3.50,-0.52,8.75,9.91,5.25,5.88,5.92,15.56,15.42
BalanceCurrentLiabilities_qq,,11.77,64.17,-5.23,-56.19,-14.71,101.79,20.99,19.69,326.33,45.65,-55.34,152.31,-26.60,22.43,-1.67,103.76,3.17,11.53,48.75,-25.68,-3.37,-7.11,32.06,-0.61,24.94
BalanceCurrentLiabilities_sq,,-0.76,-2.41,-4.69,-3.24,5.99,-0.11,-6.69,6.60,5.37,1.62,-7.80,10.88,4.85,2.06,-6.33,2.95,3.84,0.04,-1.00,8.26,-2.22,0.04,2.95,2.41,0.28
BalanceCurrentTradePayablesv,4460000,12194000,20037000,8866000,24000,578000,4967000,8028000,10646000,38402000,125324000,36851000,107513000,65142000,64052000,93043000,114384000,99823000,150621000,209677000,148609000,155500000,110635000,217703000,186007000,171769000
BalanceCurrentTradePayablesv_yy,,,,,-99.47,-95.26,-75.21,-9.46,44518.29,6539.09,2423.19,359.05,909.86,69.63,-48.89,152.48,6.39,53.24,135.15,125.35,29.92,55.78,-26.55,3.83,25.17,10.46
BalanceCurrentTradePayablesv_sy,,,,,-2.54,5.02,6.28,0.24,9.29,5.71,3.20,7.15,6.84,1.67,4.66,9.53,2.70,0.92,-2.37,4.37,6.05,8.28,11.60,5.50,14.87,8.81
BalanceCurrentTradePayablesv_qq,,173.40,64.32,-55.75,-99.73,2324.13,758.70,61.62,32.62,260.70,226.35,-70.60,191.75,-39.41,-1.67,45.26,22.94,-12.73,50.89,39.21,-29.12,4.64,-28.85,96.78,-14.56,-7.65
BalanceCurrentTradePayablesv_sq,,7.14,-10.29,-9.95,1.80,7.40,4.47,-8.08,14.10,16.72,-2.64,-17.69,6.44,-0.37,2.62,-17.94,3.27,2.49,-0.37,-0.46,12.39,2.14,-2.44,2.30,1.45,0.98
BalanceCurrentBorrowings,5644000,,,9422000,,,7376000,8574000,9313000,36665000,,18974000,33272000,35906000,57529000,24177000,129090000,153389000,128325000,214096000,160033000,140091000,170066000,144672000,144409000,272483000
BalanceCurrentBorrowings_yy,,,,,-100.00,,,-9.01,,,-100.00,121.31,257.27,-2.07,,27.42,287.98,327.20,123.06,785.54,23.97,-8.67,32.53,-32.43,-9.76,94.50
BalanceCurrentBorrowings_sy,,,,,-11.44,,,-9.29,,,-13.37,-12.16,-2.14,-6.48,,1.81,-2.26,-15.96,8.21,4.53,16.10,7.72,2.98,-5.37,8.52,15.71
BalanceCurrentBorrowings_qq,,-100.00,,,-100.00,,,16.24,8.62,293.70,-100.00,,75.36,7.92,60.22,-57.97,433.94,18.82,-16.34,66.84,-25.25,-12.46,21.40,-14.93,-0.18,88.69
BalanceCurrentBorrowings_sq,,-1.97,,,-4.12,,,-5.32,-2.66,1.64,-7.96,,1.98,-1.86,-11.26,-21.19,-1.65,3.49,4.12,-9.68,-2.82,-7.73,8.39,2.85,1.25,-0.19
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,816000,11000,,696000,8280000,6503000,1973000,713000,774000,12823000,2843000,1672000,4288000,5438000,8788000,10973000,17736000,16281000,21613000,23323000,23654000,25508000,17565000,31508000,37469000,26344000
BalanceCurrentOtherLiabilities_yy,,,,,915.01,59014.56,,2.54,-90.65,97.20,44.06,134.34,453.99,-57.59,209.16,556.28,313.62,199.39,145.94,112.55,33.37,56.67,-18.73,35.09,58.40,3.28
BalanceCurrentOtherLiabilities_sy,,,,,2.82,3.98,,2.54,15.27,0.86,19.04,29.94,25.61,-0.84,-1.90,-18.50,-1.12,9.94,10.90,33.68,28.25,13.12,13.29,13.38,14.12,1.95
BalanceCurrentOtherLiabilities_qq,,-98.65,-100.00,,1089.87,-21.46,-69.66,-63.84,8.48,1556.70,-77.83,-41.18,156.46,26.82,61.60,24.86,61.63,-8.20,32.75,7.91,1.42,7.84,-31.14,79.38,18.92,-29.69
BalanceCurrentOtherLiabilities_sq,,-9.04,-4.42,,3.01,5.15,-0.85,16.98,7.64,3.58,-8.52,-0.46,-3.44,1.12,-1.14,7.26,-1.33,4.04,0.76,7.91,2.56,0.67,-1.40,15.47,4.31,-5.73
BalanceReckoning,0,,,6000,15000,14000,2000,8000,1000,507000,587000,,,,,,,,,,,,,,23596000,18514000
BalanceReckoning_yy,,,,,,,,34.62,-93.98,3539.95,37419.44,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,-6.14,-7.83,-2.70,-7.40,-9.51,,,-0.85,,,,,,,,,,,
BalanceReckoning_qq,,,,,155.63,-8.39,-88.78,412.15,-88.58,55330.60,15.70,-100.00,,,,,,,,,,,,,,-21.54
BalanceReckoning_sq,,,,,,,-1.64,-6.25,,0.86,,-1.16,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,25199000,27452000,35043000,35405000,34831000,42435000,31859000,36418000,39991000,115259000,158403000,120600000,225505000,186178000,211727000,216201000,361381000,371354000,406731000,580291000,554997000,533661000,512410000,618520000,621346000,690518000
BalanceTotalEquityAndLiabilities_yy,,,,,38.22,54.58,-9.09,2.86,14.81,171.61,397.20,231.15,463.89,61.53,33.66,79.27,60.25,99.46,92.10,168.40,53.58,43.71,25.98,6.59,11.95,29.39
BalanceTotalEquityAndLiabilities_sy,,,,,-0.88,1.55,-1.76,2.24,4.62,1.81,5.44,3.38,4.51,2.10,1.83,0.83,0.34,0.37,1.28,7.30,7.78,8.20,4.73,8.16,10.77,10.52
BalanceTotalEquityAndLiabilities_qq,,8.94,27.65,1.03,-1.62,21.83,-24.92,14.31,9.81,188.21,37.43,-23.87,86.99,-17.44,13.72,2.11,67.15,2.76,9.53,42.67,-4.36,-3.84,-3.98,20.71,0.46,11.13
BalanceTotalEquityAndLiabilities_sq,,-0.50,-1.34,-3.06,-1.21,1.60,-1.08,-2.42,5.66,2.76,0.28,-2.80,3.23,0.79,0.66,-4.10,1.42,2.91,1.26,-0.75,3.34,2.38,1.46,3.56,1.52,1.25
CashflowOperatingCashflow,,,1516000,-7174000,2132000,4845000,880000,-1963000,-2366000,-14099000,4702000,7573000,-17484000,18107000,-32396000,23545000,-99325000,2867000,21351000,-65830000,-37715000,31332000,-14648000,41148000,-9151000,-82828000
CashflowOperatingCashflow_yy,,,,,,,-41.94,72.64,-210.98,-391.03,434.27,485.80,-638.88,228.43,-788.94,210.91,-468.09,-84.17,165.91,-379.59,62.03,992.85,-168.61,162.51,75.74,-364.36
CashflowOperatingCashflow_sy,,,,,,,10.84,9.00,-27.30,-47.96,48.67,68.98,-11.46,-20.91,0.72,25.76,35.91,-18.98,-39.77,-49.98,-15.92,18.63,-8.02,-51.37,18.04,21.78
CashflowOperatingCashflow_qq,,,,-573.21,129.72,127.22,-81.83,-323.03,-20.55,-495.82,133.35,61.05,-330.88,203.56,-278.91,172.68,-521.85,102.89,644.72,-408.32,42.71,183.08,-146.75,380.91,-122.24,-805.13
CashflowOperatingCashflow_sq,,,,74.28,-48.96,77.86,-4.50,-81.04,-45.82,82.40,45.16,78.88,-40.20,-10.12,159.00,18.70,-63.89,-2.22,-9.54,78.53,-52.19,1.33,-7.99,-27.22,-64.33,81.48
CashflowAmortization,,,,527000,189000,226000,249000,285000,322000,346000,,1552000,558000,572000,599000,601000,670000,913000,995000,1137000,1120000,1180000,1256000,1317000,1375000,1403000
CashflowAmortization_yy,,,,,,,,-45.89,70.49,53.04,-100.00,444.36,73.32,65.50,,-61.28,20.07,59.62,66.11,89.18,67.16,29.24,26.23,15.83,22.77,18.90
CashflowAmortization_sy,,,,,,,,-3.74,1.92,-1.57,-1.92,-2.48,0.82,7.43,,7.83,1.94,1.16,4.78,11.82,11.60,12.06,7.28,7.34,8.15,6.89
CashflowAmortization_qq,,,,,-64.16,19.60,10.34,14.42,12.92,7.35,-100.00,,-64.05,2.51,4.72,0.33,11.48,36.27,8.98,14.27,-1.50,5.36,6.44,4.86,4.40,2.04
CashflowAmortization_sq,,,,,-7.96,-0.58,0.87,0.38,-2.03,-0.24,0.02,,0.94,1.64,1.29,1.35,-0.16,2.94,2.64,2.84,2.33,1.82,1.11,1.58,1.17,2.44
CashflowInvestingCashflow,,,-114000,-1914000,-11000,7000,-621000,-273000,44000,-3151000,-4743000,-1277000,-2195000,-7055000,3151000,2342000,-1701000,-5334000,-2695000,-164000,-391000,-727000,-1162000,-734000,-1448000,-469000
CashflowInvestingCashflow_yy,,,,,,,-444.71,85.72,518.61,-45626.52,-663.79,-367.51,-5034.14,-123.87,166.44,283.37,22.51,24.39,-185.53,-107.00,77.01,86.37,56.88,-347.56,-270.33,35.49
CashflowInvestingCashflow_sy,,,,,,,-70.20,18.52,-8.62,-132.45,-48.88,-122.48,11.68,-59.95,-106.14,-30.78,-78.06,26.82,26.55,44.78,43.61,19.74,18.73,-15.85,-64.53,2.81
CashflowInvestingCashflow_qq,,,,-1578.55,99.44,165.14,-9070.92,56.00,116.28,-7183.91,-50.50,73.07,-71.86,-221.41,144.66,-25.67,-172.63,-213.58,49.48,93.91,-138.41,-85.93,-59.83,36.83,-97.28,67.61
CashflowInvestingCashflow_sq,,,,9.20,32.28,22.00,-32.04,-48.65,13.38,-35.70,16.14,39.10,-68.82,-133.14,40.38,-58.35,24.98,14.80,24.80,-34.74,-9.29,-64.29,20.84,-61.28,18.77,12.84
CashflowCapex,,,,2188000,200000,156000,690000,366000,95000,1134000,6920000,1450000,670000,1776000,605000,803000,2540000,3435000,3027000,1845000,651000,757000,1255000,913000,1234000,774000
CashflowCapex_yy,,,,,,,,-83.26,-52.43,626.00,902.47,295.94,604.70,56.65,-91.26,-44.63,279.10,93.41,400.33,129.76,-74.37,-77.96,-58.54,-50.51,89.55,2.25
CashflowCapex_sy,,,,,,,,0.25,61.56,142.56,171.45,101.35,7.41,-8.64,3.46,33.98,29.12,-14.10,-21.74,-44.62,-24.66,-33.36,-1.22,-28.02,24.23,12.68
CashflowCapex_qq,,,,,-90.87,-21.86,342.03,-46.94,-74.04,1092.44,510.37,-79.04,-53.80,165.07,-65.93,32.73,216.31,35.24,-11.88,-39.05,-64.72,16.28,65.79,-27.25,35.16,-37.28
CashflowCapex_sq,,,,,-24.58,56.12,-12.02,9.24,13.31,86.22,-18.50,-34.70,-16.64,78.40,-35.34,63.29,-31.69,-5.75,-21.58,32.14,-40.09,-5.29,58.16,-14.10,-25.63,9.83
CashflowFinancingCashflow,,,11859000,-4403000,-2286000,-3806000,2252000,636000,602000,31419000,-9720000,-12522000,11725000,-2887000,-1109000,-883000,4191000,-1057000,-5133000,6661000,79595000,-5612000,-20272000,-3507000,-3483000,-14858000
CashflowFinancingCashflow_yy,,,,,,,-81.01,114.44,126.32,925.61,-531.71,-2069.66,1848.65,-109.19,88.59,92.95,-64.26,63.39,-362.85,854.36,1799.19,-430.94,-294.93,-152.65,-104.38,-164.75
CashflowFinancingCashflow_sy,,,,,,,-77.42,22.65,52.24,19.24,1.32,-26.46,38.84,32.00,-4.34,-26.08,-76.67,1.28,45.58,54.96,26.13,13.32,-46.35,-38.47,52.57,-48.20
CashflowFinancingCashflow_qq,,,,-137.13,48.08,-66.47,159.17,-71.76,-5.36,5121.71,-130.94,-28.82,193.63,-124.62,61.59,20.38,574.63,-125.22,-385.62,229.77,1094.94,-107.05,-261.23,82.70,0.68,-326.59
CashflowFinancingCashflow_sq,,,,-47.57,40.08,-9.37,-34.54,51.20,83.74,27.32,-102.24,21.44,59.14,-6.04,-39.14,28.43,46.26,-13.06,-1.26,-57.57,12.92,23.18,-77.08,70.15,29.52,-87.88
CashflowShareCapitalCash,,,,224000,,,,,,,,,,,,,,,,,99000000,0,0,0,,
CashflowShareCapitalCash_yy,,,,,,,,-100.00,,,,,,,,,,,,,,,,,-100.00,
CashflowShareCapitalCash_sy,,,,,,,,-100.00,,,,,,,,,,,,,,,,,-100.00,
CashflowShareCapitalCash_qq,,,,,-100.00,,,,,,,,,,,,,,,,,-100.00,,,,
CashflowShareCapitalCash_sq,,,,,-100.00,,,,,,,,,,,,,,,,,-78.56,,,,
CashflowDividend,,,,,,,769000,0,,320000,,321000,,1400000,0,0,,3967000,0,0,,,9837000,0,,13936000
CashflowDividend_yy,,,,,,,,,,,-100.00,,,336.98,,-100.00,,183.36,,,,-100.00,,,,
CashflowDividend_sy,,,,,,,,,,,,,,11.38,,7.69,,14.92,,,,-100.00,,,,
CashflowDividend_qq,,,,,,,,-100.00,,,-100.00,,-100.00,,-100.00,,,,-100.00,,,,,-100.00,,
CashflowDividend_sq,,,,,,,,-100.00,,,-100.00,,-100.00,,-100.00,,,,-100.00,,,,,-100.00,,
CashflowNetCashflow,,,-213000,-17000,-165000,1046000,2511000,-1600000,-1720000,14169000,-9761000,-6227000,-7954000,8165000,-30354000,25004000,-96835000,-3524000,13523000,-59333000,41489000,24993000,-36082000,36907000,-14082000,-98155000
