,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,0,0,0,0,-138000,-116000,-140000,-160000,-188000,-177000,-188000,-200000,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.23,-52.59,-34.29,-25.00,100.00,100.00,100.00,100.00,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,20.77,-86.37,-34.29,74.21,100.00,100.00,100.00,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,15.94,-20.69,-14.29,-17.50,5.85,-6.21,-6.38,100.00,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,15.94,-20.69,-14.29,35.77,47.44,-500.53,325.79,,,,,,,,,,,,,,
IncomeNetProfit,12727000,6649000,27644000,14212000,26486000,4628000,22630000,155000,-28009000,1484000,14197000,15585000,13234000,357742000,92777000,95091000,115565000,195508000,179593000,92951000,20262000,22495000,410309000,360209000,213000,-61964000,150618000,90417000,9154000,14866000,305837000,151798000,82060000,138524000,306991000,47471000,5434000,-44653000,255260000,122411000,75491000,35664000,187978000,-63505000
IncomeNetProfit_yy,,,,,108.11,-30.40,-18.14,-98.91,-205.75,-67.93,-37.26,9954.84,147.25,24006.60,553.50,510.14,773.24,-45.35,93.57,-2.25,-82.47,-88.49,128.47,287.53,-98.95,-375.46,-63.29,-74.90,4197.65,123.99,103.05,67.89,796.44,831.82,0.38,-68.73,-93.38,-132.23,-16.85,157.86,1289.23,179.87,-26.36,-151.88
IncomeNetProfit_sy,,,,,16.74,-47.86,-119.92,-121.44,-120.98,51.70,29.50,137.54,124.28,177.59,456.21,425.81,447.52,-14.40,33.55,-42.58,-38.19,-100.38,105.39,-3.42,-39.84,-29.98,-41.83,33.36,41.94,123.99,102.46,67.89,238.99,42.01,16.92,51.48,-7.58,-15.40,-20.24,-28.16,21.98,-20.84,-15.76,-37.15
IncomeNetProfit_qq,,-47.76,315.76,-48.59,86.36,-82.53,388.98,-99.32,-18170.32,105.30,856.67,9.78,-15.09,2603.20,-74.07,2.49,21.53,69.18,-8.14,-48.24,-78.20,11.02,1724.00,-12.21,-99.94,-29191.08,343.07,-39.97,-89.88,62.40,1957.29,-50.37,-45.94,68.81,121.62,-84.54,-88.55,-921.73,671.65,-52.04,-38.33,-52.76,427.08,-133.78
IncomeNetProfit_sq,,-43.70,104.38,-44.51,29.59,-267.27,68.10,61.66,-141.15,0.89,96.88,-338.69,61.32,1505.34,-38.69,-13.14,50.74,69.18,-8.14,-48.24,18.00,-101.97,392.33,-27.15,-55.88,-49.28,125.95,1.75,34.06,12.83,20.91,-18.15,17.26,19.79,28.46,22.04,-19.61,-21.49,-26.78,17.35,2.79,-31.74,29.04,-61.10
IncomeShareholderNetProfit,12632000,6558000,27535000,14082000,26311000,4617000,22556000,-1000,-28206000,1402000,14161000,15482000,13138000,348172000,68286000,62268000,99983000,230990000,161742000,89434000,11644000,31556000,379158000,348675000,-3676000,-47209000,136492000,104543000,-24366000,14681000,276135000,126623000,73590000,128204000,272371000,43663000,3460000,-17624000,231052000,104450000,67043000,54118000,171931000,-48293000
IncomeShareholderNetProfit_yy,,,,,108.29,-29.60,-18.08,-100.01,-207.20,-69.63,-37.22,1548300.00,146.58,24733.95,382.21,302.20,661.02,-33.66,136.86,43.63,-88.35,-86.34,134.42,289.87,-131.57,-249.60,-64.00,-70.02,-562.84,131.10,102.31,21.12,402.02,773.26,-1.36,-65.52,-95.30,-113.75,-15.17,139.22,1837.66,407.07,-25.59,-146.24
IncomeShareholderNetProfit_sy,,,,,16.82,-47.46,-120.80,-121.96,-108.98,52.81,31.64,138.71,124.08,178.18,370.29,323.10,394.57,-8.58,55.18,-41.52,-38.20,-99.62,105.39,-7.92,-39.89,-30.81,-41.36,31.29,20.35,131.10,100.64,21.12,216.17,42.02,14.32,47.93,-7.58,-15.40,-19.38,-28.16,21.98,-18.92,-15.42,-23.43
IncomeShareholderNetProfit_qq,,-48.08,319.87,-48.86,86.84,-82.45,388.54,-100.00,-2820500.00,104.97,910.06,9.33,-15.14,2550.11,-80.39,-8.81,60.57,131.03,-29.98,-44.71,-86.98,171.01,1101.54,-8.04,-101.05,-1184.25,389.12,-23.41,-123.31,160.25,1780.90,-54.14,-41.88,74.21,112.45,-83.97,-92.08,-609.36,1411.01,-54.79,-35.81,-19.28,217.70,-128.09
IncomeShareholderNetProfit_sq,,-43.86,103.57,-45.50,29.84,-264.34,67.70,61.94,-134.21,1.01,97.10,-360.38,57.24,1475.76,-41.86,-18.77,69.87,131.03,-29.98,-44.71,12.55,-98.02,392.33,-27.17,-58.57,-51.03,134.41,1.75,41.28,30.67,18.44,-19.46,16.80,19.79,22.00,22.04,-24.65,-21.49,-26.78,17.74,-1.78,-15.81,27.65,-58.96
BalanceNoncurrentAssets,,927859000,929875000,940218000,,1047354000,980380000,986250000,,989463000,1012263000,1040112000,1031972000,2272354000,2293180000,2357108000,3375628000,3308229000,3263958000,3253393000,3535379000,3552652000,5646148000,5947052000,6225970000,6629942000,6613138000,6596727000,6659742000,6719453000,6768026000,6788666000,7020039000,6942663000,7352481000,7518490000,7696648000,7655038000,7713993000,7802203000,7844065000,8069981000,8055542000,8145189000
BalanceNoncurrentAssets_yy,,,,,,12.88,5.43,4.90,,-5.53,3.25,5.46,,129.66,126.54,126.62,227.10,45.59,42.33,38.02,4.73,7.39,72.98,82.80,76.10,86.62,17.13,10.92,6.97,1.35,2.34,2.91,5.41,3.32,8.64,10.75,9.64,10.26,4.92,3.77,1.92,5.42,4.43,4.40
BalanceNoncurrentAssets_sy,,,,,,15.47,8.96,6.64,,-3.03,-7.37,-7.13,,9.96,9.30,9.96,16.43,13.20,15.29,12.90,5.61,4.57,8.69,6.66,21.60,8.83,3.15,10.92,2.95,7.80,10.37,14.31,14.08,6.28,8.13,6.80,8.34,9.35,5.70,4.29,4.28,7.50,7.53,8.84
BalanceNoncurrentAssets_qq,,,0.22,1.11,-100.00,,-6.39,0.60,-100.00,,2.30,2.75,-0.78,120.20,0.92,2.79,43.21,-2.00,-1.34,-0.32,8.67,0.49,58.93,5.33,4.69,6.49,-0.25,-0.25,0.96,0.90,0.72,0.30,3.41,-1.10,5.90,2.26,2.37,-0.54,0.77,1.14,0.54,2.88,-0.18,1.11
BalanceNoncurrentAssets_sq,,,-0.28,1.43,2.60,,-3.96,-1.65,-2.65,,0.42,0.62,-1.10,9.32,0.66,1.20,5.74,3.84,-0.49,-2.63,0.73,2.58,1.75,0.44,0.68,0.44,-0.01,0.15,1.68,3.91,1.27,1.32,2.72,1.42,-0.04,1.94,1.66,2.78,0.62,0.58,1.73,4.36,0.66,1.70
BalanceIntangibleAssets,,16865000,16315000,17962000,,16728000,21488000,22785000,,22219000,21598000,21361000,21862000,182954000,216117000,183092000,343679000,292124000,284214000,288414000,274146000,191971000,310615000,558289000,542702000,531248000,511452000,498351000,493658000,522564000,516957000,511191000,536838000,534992000,551203000,560761000,547248000,507431000,533640000,499778000,489537000,428223000,408525000,407671000
BalanceIntangibleAssets_yy,,,,,,-0.81,31.71,26.85,,32.83,0.51,-6.25,,723.41,900.63,757.13,1472.04,59.67,31.51,57.52,-20.23,-34.28,9.29,93.57,97.96,176.73,64.66,-10.74,-9.04,-1.63,1.08,2.58,8.75,2.38,6.62,9.70,1.94,-5.15,-3.19,-10.88,-10.55,-15.61,-23.45,-18.43
BalanceIntangibleAssets_sy,,,,,,14.84,17.10,-1.60,,9.16,-0.29,-6.25,,37.84,28.42,30.50,49.00,6.08,4.43,-2.27,-16.42,-11.03,9.29,42.96,43.09,10.24,6.18,-10.74,-9.04,1.01,2.03,2.39,2.68,2.38,9.88,10.62,5.04,-3.92,2.62,-2.00,0.08,-1.92,0.60,1.73
BalanceIntangibleAssets_qq,,,-3.26,10.10,-100.00,,28.46,6.04,-100.00,,-2.79,-1.10,2.35,736.86,18.13,-15.28,87.71,-15.00,-2.71,1.48,-4.95,-29.97,61.80,79.74,-2.79,-2.11,-3.73,-2.56,-0.94,5.86,-1.07,-1.12,5.02,-0.34,3.03,1.73,-2.41,-7.28,5.17,-6.35,-2.05,-12.52,-4.60,-0.21
BalanceIntangibleAssets_sq,,,-2.40,13.59,1.25,,-1.52,-6.10,-9.56,,-1.22,0.56,-4.93,46.06,-0.84,-0.28,9.06,-7.85,-2.71,-4.87,-4.62,-11.76,11.31,2.99,-3.14,-0.46,-3.73,-2.56,-0.42,5.86,-1.07,-1.28,5.70,3.98,-0.67,0.19,-0.34,0.26,0.76,-4.69,3.16,-1.50,-1.04,0.30
BalanceProperty,,870693000,870992000,881908000,,930936000,912764000,917740000,,914774000,938159000,967256000,959777000,2064753000,2052696000,2093789000,2844644000,2796753000,2775700000,2757813000,2815833000,2874594000,5074571000,5143971000,5428696000,5834298000,5840264000,5858246000,5923778000,5960074000,6032393000,6072110000,6282623000,6208712000,6607394000,6768844000,6964518000,6913851000,7001563000,7132699000,7190889000,7306013000,7337349000,7443149000
BalanceProperty_yy,,,,,,6.92,4.80,4.06,,-1.74,2.78,5.40,,125.71,118.80,116.47,196.39,35.45,35.22,31.71,-1.01,2.78,82.82,86.52,92.79,102.96,15.09,13.89,9.12,2.16,3.29,3.65,6.06,4.17,9.53,11.47,10.85,11.36,5.97,5.38,3.25,5.67,4.80,4.35
BalanceProperty_sy,,,,,,14.22,6.66,2.49,,-0.74,-6.69,-4.84,,9.63,8.96,10.37,15.52,12.00,14.34,10.10,-0.24,2.78,5.92,9.02,25.91,7.20,4.08,13.89,4.00,5.50,11.19,13.33,14.11,4.17,8.54,7.06,8.44,9.96,6.60,5.28,4.98,7.30,6.68,7.99
BalanceProperty_qq,,,0.03,1.25,-100.00,,-1.95,0.55,-100.00,,2.56,3.10,-0.77,115.13,-0.58,2.00,35.86,-1.68,-0.75,-0.64,2.10,2.09,76.53,1.37,5.54,7.47,0.10,0.31,1.12,0.61,1.21,0.66,3.47,-1.18,6.42,2.44,2.89,-0.73,1.27,1.87,0.82,1.60,0.43,1.44
BalanceProperty_sq,,,-0.24,1.68,2.94,,-1.48,-1.08,-2.47,,0.36,1.62,-0.64,7.56,-0.02,0.68,5.27,2.70,-0.21,-2.10,1.32,2.98,1.86,1.16,1.12,0.74,0.39,0.73,1.99,3.22,1.47,1.87,2.66,0.20,0.07,2.38,1.86,2.44,0.84,1.37,1.71,3.46,0.74,2.26
BalanceNoncurrentReceivables,,2000,2000,2000,,594000,594000,577000,,1355000,1355000,1355000,1355000,3501000,3177000,2787000,3167000,1201000,5192000,4665000,4665000,4890000,3468000,3483000,3410000,3408000,2516000,1895000,1897000,2932000,1101000,1830000,1830000,7023000,7422000,7638000,7569000,57445000,5870000,3463000,3431000,137850000,147867000,139516000
BalanceNoncurrentReceivables_yy,,,,,,29600.00,29600.00,28750.00,,128.11,128.11,134.84,,158.38,134.46,105.68,133.73,-65.70,63.42,67.38,47.30,307.16,-33.20,-25.34,-26.90,-30.31,-27.45,-45.59,-44.37,-13.97,-56.24,-3.43,-3.53,139.53,574.11,317.38,313.61,717.96,-20.91,-54.66,-54.67,139.97,2419.03,3928.76
BalanceNoncurrentReceivables_sy,,,,,,-29.17,8904.55,14333.73,,138641.17,506.42,925.75,,1.16,-24.60,44.30,45.37,-46.04,60.28,14.70,20.73,15.42,-15.84,-1.09,82.16,22.18,-10.16,2.16,-13.02,2.55,-6.54,2.18,-4.26,262.94,574.11,93.96,94.04,142.06,-13.50,-54.66,-54.67,139.97,159.75,548.87
BalanceNoncurrentReceivables_qq,,,,,-100.00,,,-2.86,-100.00,,,,,158.38,-9.25,-12.28,13.63,-62.08,332.31,-10.15,,4.82,-29.08,0.43,-2.10,-0.06,-26.17,-24.68,0.11,54.56,-62.45,66.21,,283.77,5.68,2.91,-0.90,658.95,-89.78,-41.01,-0.92,3917.78,7.27,-5.65
BalanceNoncurrentReceivables_sq,,,,,-97.16,,,-9.32,-49.22,,,,,-6.62,-11.52,35.99,-3.90,-33.98,60.35,-21.44,,0.64,10.01,5.19,7.41,-12.50,3.57,,1.56,4.78,-5.10,0.13,,181.98,5.68,2.91,-2.27,658.95,-3.46,-41.01,,477.18,5.07,-4.72
BalanceNoncurrInvestments,,10962000,11027000,10827000,,62872000,12911000,12833000,,13251000,13097000,13260000,13099000,21021000,21117000,20228000,49071000,93275000,81113000,89031000,333571000,363899000,152469000,144477000,152097000,152986000,153509000,143110000,146876000,142267000,138260000,130744000,130215000,127812000,128528000,121739000,123673000,125710000,129952000,118274000,124995000,127975000,106404000,93673000
BalanceNoncurrInvestments_yy,,,,,,473.54,17.09,18.53,,-78.92,1.44,3.33,,58.64,61.24,52.55,274.62,343.72,284.11,340.14,579.77,290.14,87.97,62.28,-54.40,-57.96,0.68,-0.95,-3.43,-7.01,-9.93,-8.64,-11.34,-10.16,-7.04,-6.89,-5.02,-1.64,1.11,-2.85,1.07,1.80,-18.12,-20.80
BalanceNoncurrInvestments_sy,,,,,,-1.96,4.30,1.52,,5.70,1.44,3.33,,11.86,9.81,-5.70,17.30,32.66,28.64,69.32,10.36,6.81,2.88,0.40,-5.82,-42.36,4.70,1.61,-3.43,6.00,8.46,7.87,30.08,-10.16,-2.38,-1.40,-1.83,-2.74,0.34,-7.64,-10.69,0.03,-10.66,-9.74
BalanceNoncurrInvestments_qq,,,0.59,-1.81,-100.00,,-79.46,-0.60,-100.00,,-1.16,1.24,-1.21,60.48,0.46,-4.21,142.59,90.08,-13.04,9.76,274.67,9.09,-58.10,-5.24,5.27,0.58,0.34,-6.77,2.63,-3.14,-2.82,-5.44,-0.40,-1.85,0.56,-5.28,1.59,1.65,3.37,-8.99,5.68,2.38,-16.86,-11.96
BalanceNoncurrInvestments_sq,,,-0.52,-0.30,0.43,,-38.19,-0.60,3.85,,3.66,-4.24,0.84,4.96,0.54,-16.03,28.16,16.34,-1.08,0.84,1.02,8.70,-12.56,-5.24,-1.65,0.58,2.71,-1.52,2.63,,-0.19,,-0.20,-8.26,-1.21,-0.38,5.61,0.32,1.92,-13.36,3.62,1.75,-5.94,-11.77
BalanceOtherNoncurrentAssets,,29337000,31539000,29519000,,36224000,32623000,32315000,,37864000,38054000,36880000,35879000,125000,73000,57212000,135067000,124876000,117739000,113470000,107164000,117298000,105025000,96832000,99065000,108002000,105397000,95125000,93533000,91616000,79315000,72791000,68533000,64124000,57934000,59508000,53640000,50601000,42968000,47989000,35213000,69920000,55397000,61180000
BalanceOtherNoncurrentAssets_yy,,,,,,23.48,3.44,9.47,,4.53,16.65,14.13,,-99.67,-99.81,55.13,276.45,99800.80,161186.30,98.33,-20.66,-6.07,-10.80,-14.66,-7.56,-7.93,0.35,-1.76,-5.58,-15.17,-24.75,-23.48,-26.73,-30.01,-26.96,-18.25,-21.73,-21.09,-25.83,-19.36,-34.35,38.18,28.93,27.49
BalanceOtherNoncurrentAssets_sy,,,,,,131.07,182.40,59.94,,-26.41,-16.32,-46.38,,4.83,0.98,35.95,31.88,132.51,257.42,98.33,52.22,12.06,38.80,4.58,-6.39,28.00,-0.86,-0.92,-5.24,8.11,14.38,33.46,29.78,22.30,-10.92,-14.50,-23.76,-12.68,-14.18,-7.92,-17.28,24.20,19.57,18.62
BalanceOtherNoncurrentAssets_qq,,,7.51,-6.40,-100.00,,-9.94,-0.94,-100.00,,0.50,-3.09,-2.71,-99.65,-41.60,78272.60,136.08,-7.55,-5.72,-3.63,-5.56,9.46,-10.46,-7.80,2.31,9.02,-2.41,-9.75,-1.67,-2.05,-13.43,-8.23,-5.85,-6.43,-9.65,2.72,-9.86,-5.67,-15.08,11.69,-26.62,98.56,-20.77,10.44
BalanceOtherNoncurrentAssets_sq,,,-8.04,26.98,17.23,,-9.94,-0.94,-35.33,,-15.11,1.12,21.50,-21.46,-37.90,57.36,66.76,-1.16,-0.89,-2.44,-5.40,4.74,20.86,-5.11,2.30,8.21,0.05,-7.07,-0.84,16.13,-3.62,1.32,6.56,9.76,-7.99,-1.69,-6.98,-1.74,-1.32,7.82,-2.48,5.54,-2.16,16.04
BalanceCurrentAssets,,328653000,334925000,628771000,,556885000,643739000,627575000,,591242000,608730000,619538000,650529000,974222000,1023551000,1496632000,1738233000,1637875000,1855104000,1834028000,1804968000,1804042000,3078755000,3117451000,3103261000,3320039000,3278664000,3070092000,3097422000,3228772000,3419575000,3411107000,3433402000,3549288000,3792074000,3432977000,3387152000,3337866000,3627313000,3353317000,3360896000,3657508000,3872386000,3797288000
BalanceCurrentAssets_yy,,,,,,69.44,92.20,-0.19,,6.17,-5.44,-1.28,,64.78,68.15,141.57,167.20,68.12,81.24,22.54,3.84,10.15,65.96,69.98,71.93,84.03,6.49,-1.52,-0.19,-2.75,4.30,11.11,10.85,9.93,10.89,0.64,-1.35,-5.96,-4.34,-2.32,-0.78,9.58,6.76,13.24
BalanceCurrentAssets_sy,,,,,,38.42,1.18,-24.69,,-25.42,-15.15,-3.37,,18.72,29.87,35.94,37.98,41.80,38.90,20.92,1.40,-0.05,-2.83,-3.78,1.16,8.33,4.70,2.16,-0.19,0.39,4.30,-0.38,-3.66,1.15,14.88,7.16,13.62,10.20,6.64,13.32,4.36,8.36,13.74,11.94
BalanceCurrentAssets_qq,,,1.91,87.73,-100.00,,15.60,-2.51,-100.00,,2.96,1.78,5.00,49.76,5.06,46.22,16.14,-5.77,13.26,-1.14,-1.58,-0.05,70.66,1.26,-0.46,6.99,-1.25,-6.36,0.89,4.24,5.91,-0.25,0.65,3.38,6.84,-9.47,-1.33,-1.46,8.67,-7.55,0.23,8.83,5.87,-1.94
BalanceCurrentAssets_sq,,,8.41,17.06,4.54,,-6.58,-7.58,-15.96,,3.16,5.94,2.22,4.98,5.47,10.48,12.97,0.94,4.64,-1.14,-5.98,-1.06,19.57,-1.99,0.14,6.99,-1.25,1.34,5.26,4.24,1.40,1.66,1.72,4.60,6.46,-2.54,7.04,-0.44,3.76,-1.07,3.32,5.60,5.03,-2.17
BalanceInventory,,119198000,118497000,122207000,,136791000,127596000,154423000,,180874000,185407000,187535000,182962000,269787000,246120000,272836000,592713000,653171000,688505000,669467000,640977000,839561000,1009467000,1020020000,1063006000,1165507000,1135564000,1272045000,1222799000,1343513000,1055940000,1244478000,1066259000,958769000,911850000,912334000,841452000,858043000,850324000,952899000,923705000,1003214000,1084068000,1048788000
BalanceInventory_yy,,,,,,14.76,7.68,26.36,,32.23,45.31,21.44,,49.16,32.75,45.49,223.95,142.11,179.74,145.37,8.14,28.54,46.62,52.36,65.84,38.82,12.49,24.71,15.03,15.27,-7.01,-2.17,-12.80,-28.64,-13.65,-26.69,-21.08,-10.51,-6.75,4.45,9.78,16.92,27.49,10.06
BalanceInventory_sy,,,,,,36.11,23.04,-7.62,,-1.64,-21.09,-12.47,,26.16,19.68,29.90,69.78,33.60,20.10,25.65,-3.50,5.92,8.62,-12.84,5.46,5.02,12.49,24.71,10.83,18.60,-7.01,-2.17,5.11,-15.25,7.61,-0.28,-7.80,-2.76,0.83,9.70,10.88,19.57,21.28,8.74
BalanceInventory_qq,,,-0.59,3.13,-100.00,,-6.72,21.02,-100.00,,2.51,1.15,-2.44,47.46,-8.77,10.85,117.24,10.20,5.41,-2.77,-4.26,30.98,20.24,1.05,4.21,9.64,-2.57,12.02,-3.87,9.87,-21.40,17.85,-14.32,-10.08,-4.89,0.05,-7.77,1.97,-0.90,12.06,-3.06,8.61,8.06,-3.25
BalanceInventory_sq,,,2.03,21.75,-4.96,,-21.73,-18.37,-4.06,,3.78,-4.16,1.54,38.62,0.96,4.62,23.55,8.16,-6.22,-2.86,-0.23,17.50,-3.83,-2.85,4.20,2.83,-2.57,8.40,-1.73,12.05,-17.20,5.92,0.78,-1.94,-3.65,2.49,-7.08,5.14,2.28,11.52,1.31,7.10,6.58,-0.54
BalanceCurrentReceivables,,147883000,156389000,170716000,,166661000,190866000,188117000,,154182000,178959000,185708000,208579000,417326000,448479000,444569000,786888000,722958000,755855000,718526000,816186000,682068000,1301574000,1302902000,1294250000,1313670000,1361618000,1126077000,1112064000,1234054000,1252052000,1216526000,1135366000,1098442000,1147174000,1195816000,1087028000,1025877000,1309525000,1263218000,1272803000,1112672000,1361265000,1405769000
BalanceCurrentReceivables_yy,,,,,,12.70,22.05,10.19,,-7.49,-6.24,-1.28,,170.67,150.60,139.39,277.26,73.24,68.54,61.62,3.72,-5.66,72.20,81.33,58.57,92.60,4.61,-13.57,-14.08,-6.06,-8.05,8.03,2.10,-10.99,-8.38,-1.70,-4.26,-6.61,14.15,5.64,17.09,8.46,3.95,11.28
BalanceCurrentReceivables_sy,,,,,,5.33,-5.41,-30.24,,-11.16,-17.87,-2.61,,17.74,31.88,22.39,14.79,18.05,40.18,24.79,-1.14,-5.66,1.54,6.92,6.28,33.25,-0.39,-13.57,-7.74,-10.27,-6.11,1.73,1.04,-0.87,1.18,5.24,6.16,1.34,16.78,12.64,6.14,3.29,8.83,10.68
BalanceCurrentReceivables_qq,,,5.75,9.16,-100.00,,14.52,-1.44,-100.00,,16.07,3.77,12.32,100.08,7.46,-0.87,77.00,-8.12,4.55,-4.94,13.59,-16.43,90.83,0.10,-0.66,1.50,3.65,-17.30,-1.24,10.97,1.46,-2.84,-6.67,-3.25,4.44,4.24,-9.10,-5.63,27.65,-3.54,0.76,-12.58,22.34,3.27
BalanceCurrentReceivables_sq,,,13.98,9.91,-9.28,,12.12,-10.34,-18.67,,-4.52,15.74,15.90,-0.22,-0.28,2.30,14.01,-3.30,4.49,-4.94,-4.36,-12.42,35.50,6.34,-3.86,-1.32,2.05,-1.95,9.02,-2.58,2.99,3.96,0.09,-3.62,6.75,5.68,7.90,-6.94,11.77,-2.60,1.24,-15.54,21.31,1.60
BalanceCurrentInvestments,,189000,175000,1218000,,202466000,201606000,202964000,,340000,92390000,27636000,41048000,1908000,94000,746000,271000,253000,2302000,256000,1343000,19079000,4156000,35011000,58891000,106822000,24619000,33948000,134472000,68484000,114328000,131346000,410971000,729816000,877184000,670916000,778629000,803959000,712758000,465757000,497625000,444855000,377369000,239949000
BalanceCurrentInvestments_yy,,,,,,107024.87,115103.43,16563.71,,-99.83,-54.17,-86.38,,461.18,-99.90,-97.30,-99.34,-86.74,2348.94,-65.68,395.57,7441.11,80.54,13576.17,4285.03,459.89,492.37,-3.04,128.34,-35.89,364.39,286.90,205.62,965.67,667.25,410.80,89.46,10.16,-18.74,-30.58,-36.09,-44.67,-47.06,-48.48
BalanceCurrentInvestments_sy,,,,,,524.89,-90.41,-42.51,,-98.20,-54.17,-86.38,,52.95,-82.29,-80.95,-83.15,-93.37,207.46,-65.68,77.99,3701.98,86.14,6806.87,4285.03,1118.66,492.37,-3.04,29.66,-5.98,199.21,149.18,-93.79,596.41,585.73,282.63,136.97,14.13,-20.28,-69.08,-73.12,-51.14,-88.29,-36.53
BalanceCurrentInvestments_qq,,,-7.41,596.00,-100.00,,-0.42,0.67,-100.00,,27073.53,-70.09,48.53,-95.35,-95.07,693.62,-63.67,-6.64,809.88,-88.88,424.61,1320.63,-78.22,742.42,68.21,81.39,-76.95,37.89,296.11,-49.07,66.94,14.89,212.89,77.58,20.19,-23.51,16.05,3.25,-11.34,-34.65,6.84,-10.60,-15.17,-36.42
BalanceCurrentInvestments_sq,,,38.74,323.55,-42.82,,-72.41,0.67,-64.29,,4662.02,-66.51,36.27,-81.24,42.55,3.42,15.77,-6.64,383.65,-94.44,208.26,-0.84,2866.24,114.20,55.44,-60.70,30.73,30.66,149.31,-93.10,66.94,2.66,212.89,48.78,12.49,-18.93,26.04,-40.88,-1.40,-34.65,-3.20,-10.60,-15.17,-21.66
BalanceCash,,54413000,55100000,32158000,,45333000,120240000,77470000,,246485000,146986000,214674000,211319000,279450000,315811000,767876000,334820000,244791000,370638000,419209000,325983000,243440000,710513000,721962000,652614000,713024000,711837000,606853000,581171000,558603000,948917000,780418000,768012000,753144000,855866000,644919000,672101000,641895000,745428000,660718000,655600000,1085885000,1037353000,1088796000
BalanceCash_yy,,,,,,-16.69,118.22,140.90,,443.72,22.24,177.11,,13.37,114.86,257.69,58.44,-12.40,17.36,-45.41,-2.64,-0.55,91.70,72.22,100.20,192.90,0.19,-15.94,-10.95,-21.66,33.31,28.60,32.15,34.83,-9.81,-17.36,-12.49,-14.77,-12.90,2.45,-2.46,69.17,39.16,64.79
BalanceCash_sy,,,,,,-13.66,-52.27,20.10,,-23.72,22.24,46.63,,3.88,75.46,199.22,56.80,13.74,4.70,-4.12,6.18,1.27,26.90,10.70,41.61,30.08,0.19,29.49,-10.95,-33.02,-8.33,-5.71,-1.14,38.49,-9.88,-10.12,56.36,31.23,-2.95,59.55,4.36,34.78,34.89,14.49
BalanceCash_qq,,,1.26,-41.64,-100.00,,165.24,-35.57,-100.00,,-40.37,46.05,-1.56,32.24,13.01,143.14,-56.40,-26.89,51.41,13.10,-22.24,-25.32,191.86,1.61,-9.61,9.26,-0.17,-14.75,-4.23,-3.88,69.87,-17.76,-1.59,-1.94,13.64,-24.65,4.21,-4.49,16.13,-11.36,-0.77,65.63,-4.47,4.96
BalanceCash_sq,,,30.68,-32.76,7.91,,-10.74,-35.57,-48.20,,-10.36,43.66,2.84,-8.84,63.88,60.80,-14.00,-10.84,11.52,-0.58,-22.44,-24.34,-4.89,-3.85,-7.51,7.94,-0.17,-18.22,-4.23,-2.00,-4.48,-15.08,-9.81,77.18,-17.18,-16.14,10.82,33.65,4.95,-2.03,-10.40,56.19,-15.98,1.79
BalanceOtherCurrentAssets,,6970000,4764000,302472000,,5634000,3431000,4601000,,9361000,4988000,3985000,6621000,5751000,13047000,10605000,23541000,16702000,37804000,26570000,20479000,19894000,53045000,37556000,34500000,21016000,45026000,31169000,46916000,24118000,48338000,38339000,52794000,9117000,,8992000,7942000,8092000,9278000,10725000,11163000,10882000,12331000,13986000
BalanceOtherCurrentAssets_yy,,,,,,-19.17,-27.98,-98.48,,66.15,45.38,-13.39,,-38.56,161.57,166.12,255.55,190.42,189.75,150.54,-13.01,19.11,40.32,41.35,68.47,5.64,-15.12,-17.01,35.99,14.76,7.36,23.00,12.53,-62.20,-100.00,-76.55,-84.96,-11.24,,19.27,40.56,34.48,32.91,30.41
BalanceOtherCurrentAssets_sy,,,,,,-59.58,-63.99,-99.24,,66.15,45.38,-13.39,,-38.56,161.57,166.12,255.55,141.26,148.38,150.54,-13.01,19.11,27.90,34.61,92.78,5.64,-24.16,-16.62,29.25,14.70,12.83,-2.94,-1.48,14.02,15.08,-8.43,25.94,33.87,,19.27,40.56,-11.79,45.54,50.19
BalanceOtherCurrentAssets_qq,,,-31.65,6249.12,-100.00,,-39.10,34.10,-100.00,,-46.72,-20.11,66.15,-13.14,126.86,-18.72,121.98,-29.05,126.34,-29.72,-22.92,-2.86,166.64,-29.20,-8.14,-39.08,114.25,-30.78,50.52,-48.59,100.42,-20.69,37.70,-82.73,-100.00,,-11.68,1.89,14.66,15.60,4.08,-2.52,13.32,13.42
