,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeShareholderNetProfit_yy,,,,,-36.04,-96.60,-79.58,66.47,2671.83,2541.94,142.60,-24.29,-4.52,22.83,-15.72,-72.95,-6.44,-199.01,-57.45,11.81,-84.02,277.81,-77.87,1116.98,1039.15,-39.84,-221.30,707.07,-37.36,-72.88,1483.97,-95.13,-38.55,-500.35,-41.48,-93.05,864.77,-390.92,-846.47,-16437.50,-123.18,-6.40
IncomeShareholderNetProfit_sy,,,,,7.08,-14.28,-22.51,5.95,-45.38,6.59,27.09,29.64,41.65,32.10,112.42,22.96,84.84,67.90,-7.08,-2.89,-15.56,-2.23,-5.29,19.54,21.99,17.85,5.78,0.49,-1.08,0.10,-16.38,-13.05,-21.34,-0.74,-28.52,-8.74,27.51,-17.73,11.85,-42.07,27.89,5.03
IncomeShareholderNetProfit_qq,,1540.54,50.85,-49.40,-94.89,-12.68,804.84,312.48,-14.95,-16.77,-16.91,28.73,7.25,7.08,-42.99,-58.67,270.89,-213.31,124.50,8.61,-46.98,1160.50,-96.95,5872.22,-50.37,-33.43,-106.15,39837.40,-96.15,-71.17,213.67,39.77,-51.38,-287.82,145.85,-83.41,6653.41,-195.57,30.28,-263.06,90.42,-338.73
IncomeShareholderNetProfit_sq,,-46.70,55.18,-47.04,38.41,-31.90,12.43,10.06,-22.29,69.64,-17.77,31.29,-33.03,63.07,34.53,-24.42,22.34,46.60,-7.47,-8.46,-15.12,18.12,2.85,-17.42,-28.48,42.50,-4.51,-27.08,-16.13,-3.74,30.73,-25.32,-32.79,32.09,-4.94,-31.30,1.20,16.36,17.84,-74.79,81.54,-2.91
BalanceNoncurrentAssets,1973000,5578000,5522000,15288000,19685000,24124000,23953000,24660000,23095000,37053000,38902000,48914000,56398000,55484000,51923000,63423000,66291000,72753000,79724000,87707000,104990000,104130000,105394000,70286000,94550000,92195000,87626000,150226000,141394000,146747000,143495000,147747000,134907000,143451000,143844000,158622000,144350000,153632000,119867000,84490000,79091000,76082000
BalanceNoncurrentAssets_yy,,,,,897.72,332.48,333.77,61.30,17.32,53.59,62.41,98.35,144.20,49.74,33.47,29.66,17.54,31.12,53.54,38.29,58.38,43.13,32.20,-19.86,-9.94,-11.46,-16.86,113.74,49.54,59.17,63.76,-1.65,-4.59,-2.25,0.24,7.36,7.00,7.10,-16.67,-46.74,-45.21,-50.48
BalanceNoncurrentAssets_sy,,,,,16.80,9.32,5.30,4.14,2.02,7.08,22.10,11.82,10.75,9.73,15.60,4.08,8.00,11.08,2.24,5.93,7.88,6.80,5.74,3.57,5.68,3.82,6.35,4.77,4.76,6.90,6.33,3.58,4.73,2.42,1.08,4.57,1.90,3.62,2.71,-1.13,-0.78,-2.37
BalanceNoncurrentAssets_qq,,182.72,-1.00,176.86,28.76,22.55,-0.71,2.95,-6.35,60.44,4.99,25.74,15.30,-1.62,-6.42,22.15,4.52,9.75,9.58,10.01,19.71,-0.82,1.21,-33.31,34.52,-2.49,-4.96,71.44,-5.88,3.79,-2.22,2.96,-8.69,6.33,0.27,10.27,-9.00,6.43,-21.98,-29.51,-6.39,-3.80
BalanceNoncurrentAssets_sq,,4.58,-100.00,2.97,1.60,-1.20,-100.00,2.30,0.69,2.85,-100.00,5.72,0.01,0.18,-100.00,0.42,-0.20,0.88,0.37,2.37,0.34,2.73,-0.18,0.88,-0.13,-0.20,0.28,2.36,0.65,1.14,1.04,0.21,-0.55,-0.12,-0.23,1.56,0.33,0.27,-0.62,-1.20,0.14,0.89
BalanceIntangibleAssets,96000,85000,71000,221000,508000,490000,462000,433000,421000,392000,380000,673000,1443000,1620000,1537000,1442000,1348000,1333000,1272000,332000,459000,411000,345000,6256000,257000,265000,245000,6415000,6403000,11385000,11083000,14049000,14519000,9911000,13213000,12915000,12634000,12283000,11945000,6433000,6140000,5902000
BalanceIntangibleAssets_yy,,,,,429.17,476.47,550.70,95.93,-17.13,-20.00,-17.75,55.43,242.76,313.27,304.47,114.26,-6.58,-17.72,-17.24,-76.98,-65.95,-69.17,-72.88,1784.34,-44.01,-35.52,-28.99,2.54,2391.44,4196.23,4423.67,119.00,126.75,-12.95,19.22,-8.07,-12.98,23.93,-9.60,-50.19,-51.40,-51.95
BalanceIntangibleAssets_sy,,,,,12.86,7.86,-8.33,4.80,8.62,12.54,27.60,16.15,9.30,0.61,19.75,3.07,1.65,2.91,-18.15,-1.19,-0.39,-0.78,0.32,2.66,0.98,2.90,1.03,5.36,5.61,3.97,10.05,-2.23,2.29,0.37,-2.22,-1.84,-3.78,0.19,-1.37,0.92,3.92,-0.18
BalanceIntangibleAssets_qq,,-11.46,-16.47,211.27,129.86,-3.54,-5.71,-6.28,-2.77,-6.89,-3.06,77.11,114.41,12.27,-5.12,-6.18,-6.52,-1.11,-4.58,-73.90,38.25,-10.46,-16.06,1713.33,-95.89,3.11,-7.55,2518.37,-0.19,77.81,-2.65,26.76,3.35,-31.74,33.32,-2.26,-2.18,-2.78,-2.75,-46.14,-4.55,-3.88
BalanceIntangibleAssets_sq,,-0.76,-100.00,-3.74,3.14,-0.40,-100.00,-7.97,0.21,0.08,-100.00,2.64,-0.96,-1.30,-100.00,-5.44,-1.64,-0.53,-6.69,0.22,-1.04,-0.54,-0.12,0.78,-0.66,0.53,-0.86,0.80,-2.02,0.21,-0.65,-1.48,-1.14,-1.46,-1.85,-0.50,-2.00,-0.80,-0.62,-1.23,-1.32,-1.11
BalanceProperty,1763000,5110000,5092000,14710000,17328000,21984000,22002000,23279000,22424000,36368000,38240000,45442000,54826000,53614000,50071000,61383000,64248000,70118000,76770000,84920000,102442000,98770000,99416000,52265000,85651000,82035000,76757000,133250000,123852000,126203000,124575000,123007000,109500000,124809000,121653000,134920000,121304000,133225000,99417000,70323000,65627000,63034000
BalanceProperty_yy,,,,,882.87,330.22,332.09,58.25,29.41,65.43,73.80,95.21,144.50,47.42,30.94,35.08,17.19,30.78,53.32,38.34,59.45,40.86,29.50,-38.45,-16.39,-16.94,-22.79,154.95,44.60,53.84,62.30,-7.69,-11.59,-1.10,-2.35,9.68,10.78,6.74,-18.28,-47.88,-45.90,-52.69
BalanceProperty_sy,,,,,12.74,6.72,-4.39,1.22,-1.90,3.48,-4.26,13.71,9.59,9.38,26.97,1.94,4.03,7.69,9.29,7.86,7.16,7.32,4.54,-0.68,2.88,1.95,5.19,6.25,5.18,6.04,4.72,4.28,2.27,2.50,1.84,0.53,0.29,0.86,0.97,-1.83,-2.68,-1.61
BalanceProperty_qq,,189.85,-0.35,188.88,17.80,26.87,0.08,5.80,-3.67,62.18,5.15,18.83,20.65,-2.21,-6.61,22.59,4.67,9.14,9.49,10.62,20.63,-3.58,0.65,-47.43,63.88,-4.22,-6.43,73.60,-7.05,1.90,-1.29,-1.26,-10.98,13.98,-2.53,10.91,-10.09,9.83,-25.38,-29.26,-6.68,-3.95
BalanceProperty_sq,,2.79,-100.00,2.09,0.20,-0.80,-100.00,-0.64,-0.58,1.80,-100.00,7.38,-0.42,-0.16,-100.00,4.16,-0.19,1.30,-0.64,0.92,-0.39,0.56,-0.61,0.55,0.09,-0.68,-0.28,2.16,0.66,0.42,0.34,0.56,-1.14,0.21,-0.64,0.41,-0.33,-0.71,-0.99,-1.15,-0.89,-0.35
BalanceNoncurrentReceivables,,,,,,,,,,,,,,0,,0,0,617000,617000,744000,567000,744000,744000,,128000,,,64000,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,20.58,20.58,-100.00,-77.43,-100.00,-100.00,,-100.00,,,-100.00,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,-14.07,-50.91,-20.46,-10.08,-10.50,-28.12,,-28.83,,,-10.20,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,20.58,-23.79,31.22,,-100.00,,-100.00,,,-100.00,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,-3.05,-12.18,-0.89,,-2.65,,-0.24,,,-18.28,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,1237000,1000000,1000000,624000,,,,2498000,,,,,,,,,,,,10957000,,,,1311000,1242000,1192000,93000,92000,92000,51000,51000,46000,46000,46000,46000,5000,5000,
BalanceNoncurrInvestments_yy,,,,,,,,,-100.00,-100.00,-100.00,300.32,,,,-100.00,,,,,,,,,,,,-88.04,,,,-92.98,-92.59,-95.72,-45.16,-50.00,-50.00,-9.80,-9.80,-89.13,-89.13,-100.00
BalanceNoncurrInvestments_sy,,,,,,,,,2.90,,-17.27,0.46,,,,-1.01,,,,,,,,,,,,,,,,-1.05,-1.05,-3.08,-8.82,,,,,-22.74,-23.74,-0.77
BalanceNoncurrInvestments_qq,,,,,,-19.16,,-37.60,-100.00,,,,-100.00,,,,,,,,,,,,-100.00,,,,-5.26,-4.03,-92.20,-1.08,,-44.57,,-9.80,,,,-89.13,,-100.00
BalanceNoncurrInvestments_sq,,,,,,,,-17.27,,,,,,,,,,,,,,,,,,,,,,,,-0.26,,,,,,,,-29.33,,
BalanceOtherNoncurrentAssets,114000,383000,359000,357000,612000,650000,489000,324000,250000,293000,282000,301000,129000,250000,315000,598000,695000,685000,1065000,1711000,1522000,4205000,4889000,808000,8514000,9895000,10624000,9186000,9897000,7967000,7744000,10599000,10796000,8680000,8927000,10741000,10366000,8078000,8459000,7729000,7319000,7146000
BalanceOtherNoncurrentAssets_yy,,,,,436.84,69.71,36.21,-9.24,-59.15,-54.92,-42.33,-7.10,-48.40,-14.68,11.70,98.67,438.76,174.00,238.10,186.12,118.99,513.87,359.06,-52.78,459.40,135.32,117.30,1036.88,16.24,-19.48,-27.11,15.38,9.08,8.95,15.28,1.34,-3.98,-6.94,-5.24,-28.04,-29.39,-11.54
BalanceOtherNoncurrentAssets_sy,,,,,56.77,6.46,-9.55,-19.69,-39.85,-7.08,-34.24,0.27,11.17,5.10,5.77,4.02,24.08,24.95,64.14,8.49,1.36,13.71,11.88,20.32,33.40,13.92,13.66,-0.02,6.36,-5.24,1.38,-0.12,9.08,3.50,7.19,11.68,9.52,13.38,8.49,-4.70,-4.82,-2.76
BalanceOtherNoncurrentAssets_qq,,235.96,-6.27,-0.56,71.43,6.21,-24.77,-33.74,-22.84,17.20,-3.75,6.74,-57.14,93.80,26.00,89.84,16.22,-1.44,55.47,60.66,-11.05,176.28,16.27,-83.47,953.71,16.22,7.37,-13.54,7.74,-19.50,-2.80,36.87,1.86,-19.60,2.85,20.32,-3.49,-22.07,4.72,-8.63,-5.30,-2.36
BalanceOtherNoncurrentAssets_sq,,8.66,-100.00,21.40,2.27,-16.68,-100.00,-6.22,-3.49,17.58,-100.00,6.74,-0.95,1.37,-100.00,25.62,-1.66,0.39,-2.12,-0.38,-0.40,9.08,-0.02,2.39,1.02,1.44,-0.06,-3.76,1.85,0.51,1.49,-4.24,8.83,-0.14,2.96,5.02,-1.99,2.60,-1.58,-2.80,2.80,-0.68
BalanceCurrentAssets,13912000,15930000,22458000,26219000,26908000,27516000,28116000,37888000,49869000,55046000,61902000,51190000,73428000,68310000,72512000,82599000,90164000,80765000,77960000,71558000,72491000,76081000,76276000,19320000,88195000,89794000,82387000,82451000,73857000,81388000,76281000,54281000,64157000,61950000,62593000,60946000,66840000,59207000,69610000,41746000,40063000,51122000
BalanceCurrentAssets_yy,,,,,93.42,72.73,25.19,44.51,85.33,100.05,120.17,35.11,47.24,24.10,17.14,61.36,22.79,18.23,7.51,-13.37,-19.60,-5.80,-2.16,-73.00,21.66,18.02,8.01,326.77,-16.26,-9.36,-7.41,-34.17,-13.13,-23.88,-17.94,12.28,4.18,-4.43,11.21,-31.50,-40.06,-13.66
BalanceCurrentAssets_sy,,,,,5.64,-5.48,25.19,-3.70,-0.20,8.27,-12.44,10.75,11.23,11.18,17.27,20.14,16.02,17.68,7.51,4.24,1.76,1.93,-1.12,1.71,4.04,2.97,5.22,1.97,8.87,10.94,5.41,6.60,4.73,2.03,-4.06,3.75,2.33,-0.62,2.77,0.90,6.13,7.19
BalanceCurrentAssets_qq,,14.51,40.98,16.75,2.63,2.26,2.18,34.76,31.62,10.38,12.46,-17.30,43.44,-6.97,6.15,13.91,9.16,-10.42,-3.47,-8.21,1.30,4.95,0.26,-74.67,356.50,1.81,-8.25,0.08,-10.42,10.20,-6.27,-28.84,18.19,-3.44,1.04,-2.63,9.67,-11.42,17.57,-40.03,-4.03,27.60
BalanceCurrentAssets_sq,,7.21,-100.00,16.75,-2.61,-0.22,-100.00,-4.02,0.55,4.69,-100.00,1.12,5.78,4.88,-100.00,18.64,0.80,3.32,-2.42,-0.50,-1.97,0.72,2.95,-2.64,0.26,0.87,4.69,-1.67,6.48,3.18,0.86,2.12,1.75,1.10,1.43,-1.17,-0.62,0.47,2.75,-0.66,3.14,2.90
BalanceInventory,3420000,5757000,7171000,10144000,15566000,11545000,10411000,10143000,11890000,18434000,19174000,19326000,26039000,30532000,35309000,43045000,43312000,43162000,35041000,30419000,29338000,32059000,35600000,2088000,34615000,33197000,32982000,32220000,33122000,33227000,32567000,21282000,20907000,20416000,25801000,16920000,16566000,16386000,20976000,14040000,13261000,26799000
BalanceInventory_yy,,,,,355.15,100.54,45.18,-0.01,-23.62,59.67,84.17,90.54,119.00,65.63,84.15,122.73,66.34,41.37,-0.76,-29.33,-32.26,-25.72,1.60,-93.14,17.99,3.55,-7.35,1443.10,-4.31,0.09,-1.26,-33.95,-36.88,-38.56,-20.78,-20.50,-20.76,-19.74,-18.70,-17.02,-19.95,63.55
BalanceInventory_sy,,,,,1.48,-10.44,8.21,-5.53,-9.24,1.39,55.29,9.10,19.15,21.19,50.73,24.18,15.01,8.50,-8.86,-0.58,-0.54,0.88,0.72,4.91,8.64,11.78,2.60,10.48,3.81,6.55,6.42,4.72,5.34,1.84,3.02,5.03,4.77,8.37,7.60,6.45,7.75,8.12
BalanceInventory_qq,,68.33,24.56,41.46,53.45,-25.83,-9.82,-2.57,17.22,55.04,4.01,0.79,34.74,17.25,15.65,21.91,0.62,-0.35,-18.82,-13.19,-3.55,9.27,11.05,-94.13,1557.81,-4.10,-0.65,-2.31,2.80,0.32,-1.99,-34.65,-1.76,-2.35,26.38,-34.42,-2.09,-1.09,28.01,-33.07,-5.55,102.09
BalanceInventory_sq,,6.28,-100.00,12.44,-1.05,-3.86,-100.00,-4.72,1.45,5.58,-100.00,0.79,12.98,3.09,-100.00,8.46,2.56,-0.48,-5.74,-6.24,3.52,0.31,0.70,-4.84,6.35,-2.11,2.10,-8.73,6.49,2.06,5.27,-8.59,5.03,1.50,1.39,-7.15,1.79,2.27,-1.23,-0.46,12.29,5.71
BalanceCurrentReceivables,3160000,8473000,14687000,8925000,10598000,14586000,16570000,18547000,28556000,35829000,33643000,27190000,42954000,32880000,30286000,32172000,38029000,33061000,37074000,38886000,36842000,36020000,30658000,11777000,45018000,43711000,39720000,39780000,31991000,41167000,34230000,25072000,33438000,30405000,31206000,35529000,45283000,38394000,34009000,22180000,21580000,20842000
BalanceCurrentReceivables_yy,,,,,235.38,72.15,12.82,107.81,169.45,145.64,103.04,46.60,50.42,-8.23,-9.98,18.32,-11.47,0.55,22.41,20.87,-3.12,8.95,-17.31,-69.71,22.19,21.35,29.56,237.78,-28.94,-5.82,-13.82,-36.97,4.52,-26.14,-8.83,41.71,35.42,26.28,8.98,-37.57,-52.34,-45.72
BalanceCurrentReceivables_sy,,,,,5.90,-7.80,12.82,-11.14,-1.84,15.08,9.24,31.19,17.76,14.04,-3.43,29.55,18.74,14.16,22.43,1.05,6.65,-1.83,-5.66,0.58,-1.86,8.91,9.70,5.78,8.26,11.86,7.75,7.88,-4.14,-0.21,-0.45,8.12,3.80,-0.61,0.70,-7.52,6.31,4.64
BalanceCurrentReceivables_qq,,168.13,73.34,-39.23,18.75,37.63,13.60,11.93,53.97,25.47,-6.10,-19.18,57.98,-23.45,-7.89,6.23,18.21,-13.06,12.14,4.89,-5.26,-2.23,-14.89,-61.59,282.25,-2.90,-9.13,0.15,-19.58,28.68,-16.85,-26.75,33.37,-9.07,2.63,13.85,27.45,-15.21,-11.42,-34.78,-2.71,-3.42
BalanceCurrentReceivables_sq,,7.00,-100.00,9.73,-7.77,-10.65,-100.00,4.58,4.82,3.09,-100.00,-1.97,-1.26,7.36,-100.00,31.44,-1.06,2.95,1.15,-6.27,-3.62,-1.16,0.30,0.60,-2.73,8.37,5.23,-2.03,4.26,1.61,2.66,0.56,0.92,4.58,0.73,-0.30,-7.61,4.63,2.36,-4.43,-2.71,1.27
BalanceCurrentInvestments,,,,,,,,,,,,,4110000,,,,,,,,,,,,,,,,,192000,99000,135000,,97000,361000,76000,76000,76000,76000,,,
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,-49.48,264.65,-43.70,,-21.65,-78.95,-100.00,-100.00,-100.00
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,-22.63,,,,,,,,,,,,,,,,,-49.74,-20.82,18.48,,30.67,-15.32,5.13,-11.24,-24.30
BalanceCurrentInvestments_qq,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,-48.44,36.36,-100.00,,272.16,-78.95,,,,-100.00,,
BalanceCurrentInvestments_sq,,,,,,,,,,,,,,-0.26,,,,,,,,,,,,,,,,,-22.22,-3.33,-1.88,,-2.99,-13.56,,,,10.03,,
BalanceCash,7144000,1228000,177000,6497000,539000,1085000,921000,9043000,8922000,424000,6868000,1126000,325000,866000,1210000,862000,1175000,631000,1083000,492000,1540000,1720000,2176000,4134000,741000,4190000,137000,5573000,3563000,1525000,3908000,560000,502000,369000,406000,4227000,394000,368000,627000,680000,2198000,2013000
BalanceCash_yy,,,,,-92.46,-11.64,420.34,39.19,1555.29,-60.92,645.71,-87.55,-96.36,104.25,-82.38,-23.45,261.54,-27.14,-10.50,-42.92,31.06,172.58,100.92,740.24,-51.88,143.60,-93.70,34.81,380.84,-63.60,2752.55,-89.95,-85.91,-75.80,-89.61,654.82,-21.51,-0.27,54.43,-83.91,457.87,447.01
BalanceCash_sy,,,,,3.41,4.58,6.43,23.38,5.58,6.79,16.38,-22.52,-20.24,-28.54,-54.95,-0.24,5.48,5.45,-34.66,7.48,21.12,15.59,21.13,-5.84,-19.68,11.30,-4.19,-23.01,-7.99,-14.05,-1.46,25.35,-2.28,-11.90,8.02,0.33,-3.14,-18.37,-8.63,8.10,-1.92,3.69
BalanceCash_qq,,-82.81,-85.59,3570.62,-91.70,101.30,-15.12,881.87,-1.34,-95.25,1519.81,-83.61,-71.14,166.46,39.72,-28.76,36.31,-46.30,71.63,-54.57,213.01,11.69,26.51,89.98,-82.08,465.45,-96.73,3967.88,-36.07,-57.20,156.26,-85.67,-10.36,-26.49,10.03,941.13,-90.68,-6.60,70.38,8.45,223.24,-8.42
BalanceCash_sq,,5.92,-100.00,25.52,-7.24,15.56,-100.00,14.16,-1.42,3.56,-100.00,-11.31,-24.38,-8.70,-100.00,9.46,-2.34,10.87,-21.41,21.25,-19.38,9.99,2.37,-7.33,-13.13,0.50,-4.60,8.28,-2.43,13.22,-6.76,23.11,-10.36,-10.05,-6.84,25.48,-15.13,1.19,-17.50,8.45,-10.92,17.34
BalanceOtherCurrentAssets,188000,472000,423000,653000,205000,300000,214000,155000,501000,359000,2217000,3548000,,4032000,5707000,6520000,7648000,3911000,4762000,1761000,4771000,6282000,7842000,1321000,7821000,8696000,9548000,4878000,5181000,5277000,5477000,7232000,9310000,10663000,4819000,4194000,4521000,3983000,13922000,4846000,3024000,1468000
BalanceOtherCurrentAssets_yy,,,,,9.04,-36.44,-49.41,-76.26,144.39,19.67,935.98,2189.03,-100.00,1023.12,157.42,83.77,,-3.00,-16.56,-72.99,-37.62,60.62,64.68,-24.99,63.93,38.43,21.75,269.27,-33.76,-39.32,-42.64,48.26,79.70,102.07,-12.01,-42.01,-51.44,-62.65,188.90,15.55,-33.11,-63.14
BalanceOtherCurrentAssets_sy,,,,,-10.25,-21.98,-18.23,-0.57,6.49,9.21,1.32,-12.61,4.70,18.79,11.74,19.72,,12.45,24.29,5.76,1.26,5.26,19.43,-2.49,29.62,3.32,12.85,4.24,5.96,10.20,-7.80,-5.42,-7.65,-2.51,0.78,10.39,5.72,-1.70,20.73,22.38,9.06,14.84
BalanceOtherCurrentAssets_qq,,151.06,-10.38,54.37,-68.61,46.34,-28.67,-27.57,223.23,-28.34,517.55,60.04,-100.00,,41.54,14.25,17.30,-48.86,21.76,-63.02,170.93,31.67,24.83,-83.15,492.05,11.19,9.80,-48.91,6.21,1.85,3.79,32.04,28.73,14.53,-54.81,-12.97,7.80,-11.90,249.54,-65.19,-37.60,-51.46
BalanceOtherCurrentAssets_sq,,-2.54,-100.00,14.19,32.72,-11.78,-100.00,-5.60,34.05,-19.99,-100.00,8.48,42.88,,-100.00,17.92,52.14,-8.26,-27.54,-12.26,45.55,-7.18,-12.06,-15.97,41.08,-16.41,7.07,-6.72,26.83,-10.19,-19.78,-11.65,32.08,-2.64,-3.36,-18.44,49.29,-5.43,-13.51,0.84,19.98,1.00
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280000,9119000,,,,13365000,2291000,2291000,,15688000,,,32492000,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,46.56,,,,17.38,-100.00,-100.00,,-100.00,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.25,1.31,,,,17.38,-68.32,-29.03,,-10.75,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.42,-100.00,,,,-82.86,,-100.00,,-100.00,,,-100.00,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.63,,,,2.25,,0.81,,,,,-1.07,
BalanceTotalAssets,15885000,21508000,27980000,41507000,46593000,51640000,52069000,62548000,72964000,92099000,100804000,100104000,129826000,123794000,124435000,146022000,156455000,153518000,157684000,159265000,177481000,180211000,181670000,89606000,182745000,181989000,170013000,233957000,224370000,228135000,219776000,202028000,212429000,207692000,208728000,219568000,226878000,212839000,189477000,158728000,119154000,127204000
BalanceTotalAssets_yy,,,,,193.31,140.10,86.09,50.69,56.60,78.35,93.60,60.04,77.93,34.41,23.44,45.87,20.51,24.01,26.72,9.07,13.44,17.39,15.21,-43.74,2.97,0.99,-6.42,161.10,22.78,25.36,29.27,-13.65,-5.32,-8.96,-5.03,8.68,6.80,2.48,-9.22,-27.71,-47.48,-40.23
BalanceTotalAssets_sy,,,,,9.82,0.39,4.47,-0.17,-3.18,6.18,2.54,14.67,8.62,15.40,15.13,13.26,10.74,12.14,1.60,4.93,7.00,3.60,1.59,2.41,3.16,5.85,6.89,2.54,4.30,8.30,5.32,6.36,4.02,3.25,-0.19,3.07,2.74,0.78,3.71,2.11,4.32,4.65
BalanceTotalAssets_qq,,35.40,30.09,48.35,12.25,10.83,0.83,20.13,16.65,26.23,9.45,-0.69,29.69,-4.65,0.52,17.35,7.14,-1.88,2.71,1.00,11.44,1.54,0.81,-50.68,103.94,-0.41,-6.58,37.61,-4.10,1.68,-3.66,-8.08,5.15,-2.23,0.50,5.19,3.33,-6.19,-10.98,-16.23,-24.93,6.76
BalanceTotalAssets_sq,,4.57,-100.00,5.69,-0.04,-1.46,-100.00,1.48,1.02,3.73,-100.00,2.84,2.42,3.99,-100.00,8.63,0.94,3.75,0.40,0.32,1.56,1.12,1.88,1.34,1.28,0.38,1.42,-0.38,3.42,1.93,1.70,1.07,1.09,0.89,0.49,0.93,-0.45,0.63,-0.33,-0.14,1.11,1.85
BalanceCapital,11459000,13280000,16027000,22925000,22489000,22413000,22974000,25288000,31108000,32508000,40131000,41853000,43732000,45744000,46891000,47342000,49099000,47107000,56289000,51835000,63237000,66779000,66887000,27417000,63614000,63333000,63394000,83053000,85058000,87885000,89499000,76950000,79314000,75160000,72492000,82035000,91229000,83817000,75897000,48562000,35545000,31295000
BalanceCapital_yy,,,,,96.26,68.77,43.35,10.31,38.33,45.04,74.68,65.51,40.58,40.72,16.84,13.11,12.27,2.98,20.04,9.49,28.79,41.76,18.83,-47.11,0.60,-5.16,-5.22,202.93,33.71,38.77,41.18,-7.35,-6.75,-14.48,-19.00,6.61,15.02,11.52,4.70,-40.80,-61.04,-62.66
BalanceCapital_sy,,,,,7.39,6.18,4.36,9.82,9.82,9.87,5.48,6.10,5.75,3.53,2.66,7.92,7.32,8.92,1.56,7.28,7.68,4.56,3.66,2.24,2.22,5.87,6.05,6.08,6.74,5.26,6.32,5.25,4.71,5.87,3.39,1.46,1.01,0.07,2.17,1.14,1.67,2.00
BalanceCapital_qq,,15.89,20.69,43.04,-1.90,-0.34,2.50,10.07,23.01,4.50,23.45,4.29,4.49,4.60,2.51,0.96,3.71,-4.06,19.49,-7.91,22.00,5.60,0.16,-59.01,132.02,-0.44,0.10,31.01,2.41,3.32,1.84,-14.02,3.07,-5.24,-3.55,13.16,11.21,-8.12,-9.45,-36.02,-26.80,-11.96
BalanceCapital_sq,,0.95,-100.00,6.54,1.34,0.66,-100.00,4.22,1.81,1.09,-100.00,2.13,1.28,0.27,-100.00,0.96,2.46,0.55,1.74,1.91,1.52,-0.03,2.25,1.78,2.03,-0.68,3.44,2.35,2.16,-0.60,2.73,1.34,1.71,-2.80,1.18,1.16,1.46,-1.04,0.94,0.08,1.35,-0.20
BalanceShareCapital,3875000,3875000,3875000,3875000,4280000,4280000,4280000,4280000,4280000,4708000,5308000,5308000,5308000,5308000,5308000,5308000,5308000,5308000,6378000,6378000,8308000,8308000,8308000,2808000,8308000,8308000,8308000,12570000,12570000,64468000,64468000,64468000,64468000,64468000,64468000,48351000,53185000,59055000,59055000,59055000,59055000,59055000
BalanceShareCapital_yy,,,,,10.45,10.45,10.45,10.45,,10.00,24.02,24.02,24.02,12.74,,,,,20.16,20.16,56.52,56.52,30.26,-55.97,,,,347.65,51.30,675.97,675.97,412.87,412.87,,,-25.00,-17.50,-8.40,-8.40,22.14,11.04,
BalanceShareCapital_sy,,,,,,,,,,,0.54,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,10.45,,,,,10.00,12.74,,,,,,,,20.16,,30.26,,,-66.20,195.87,,,51.30,,412.87,,,,,,-25.00,10.00,11.04,,,,
BalanceShareCapital_sq,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11383000,-11383000,-11383000,-11383000,-1700000,-1700000,-1700000,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.07,85.07,85.07,100.00,100.00,100.00,100.00,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,4.14,9.07,14.76,0.57,33.41,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.07,,,100.00,,,,,,,
