,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentAssets_yy,,,,,,,,-0.76,3.69,3.94,7.20,27.72,25.38,25.78,23.17,8.77,9.40,8.74,9.57,8.23,7.13,7.79,6.34,2.16,2.62,2.64,3.13,-0.14,0.03,-2.74,-2.33,3.64,3.70,6.14,5.06,6.52,5.63,4.92
BalanceNoncurrentAssets_sy,,,,,,,,4.76,5.10,4.12,7.20,12.89,6.29,7.22,2.92,1.52,1.82,0.54,-0.93,6.18,1.68,4.15,5.26,5.60,4.84,3.37,3.16,0.77,1.76,4.40,2.17,3.00,0.41,-1.36,1.94,-2.85,,
BalanceNoncurrentAssets_qq,,,,,-2.39,1.16,0.77,-0.26,1.99,1.40,3.93,18.83,0.13,1.72,1.78,4.94,0.71,1.10,2.56,3.65,-0.32,1.73,1.17,-0.42,0.13,1.74,1.65,-3.57,0.29,-1.07,2.09,2.32,0.35,1.25,1.05,3.75,-0.49,0.57
BalanceNoncurrentAssets_sq,,,,,-1.24,1.43,-100.00,1.31,0.04,0.82,-100.00,3.28,-1.66,-0.19,1.02,-0.40,-0.14,-0.02,-1.16,2.16,0.28,0.41,1.29,3.26,0.36,1.98,1.30,0.96,-0.14,0.78,-1.03,2.63,-0.93,,,0.36,-0.49,0.57
BalanceIntangibleAssets,,,,824751000,550581000,660828000,790551000,346340000,785201000,866286000,1058422000,560344000,986863000,1015259000,1022305000,1429313000,614055000,1487687000,1518253000,1407062000,1449249000,1509967000,1530628000,1799789000,1442243000,1466184000,1490614000,1785664000,1356825000,1332280000,1371757000,1390843000,1277005000,1285400000,1285207000,1597363000,1332275000,1359035000
BalanceIntangibleAssets_yy,,,,,,,,-58.01,42.61,31.09,33.88,61.79,25.68,17.20,-3.41,155.08,-37.78,46.53,48.51,-1.56,136.01,1.50,0.82,27.91,-0.48,-2.90,-2.61,-0.78,-5.92,-9.13,-7.97,-22.11,-5.88,-3.52,-6.31,14.85,4.33,5.73
BalanceIntangibleAssets_sy,,,,,,,,-7.14,15.41,4.13,33.88,-0.17,-0.30,15.84,-5.15,19.68,-11.24,-8.61,-15.32,-1.70,2.24,-9.33,-4.23,9.84,-1.59,-1.25,-1.29,-3.82,-6.96,-9.56,-7.97,-4.30,-5.88,-4.13,-5.08,-5.60,-9.24,2.17
BalanceIntangibleAssets_qq,,,,,-33.24,20.02,19.63,-56.19,126.71,10.33,22.18,-47.06,76.12,2.88,0.69,39.81,-57.04,142.27,2.05,-7.32,3.00,4.19,1.37,17.59,-19.87,1.66,1.67,19.79,-24.02,-1.81,2.96,1.39,-8.18,0.66,-0.02,24.29,-16.60,2.01
BalanceIntangibleAssets_sq,,,,,-4.64,2.50,-100.00,1.12,2.34,-1.98,-100.00,-33.63,-2.50,0.81,-0.62,-0.09,-1.83,-0.68,-1.74,-1.09,-0.86,-0.64,-0.94,2.72,-1.48,0.26,0.04,-0.22,-1.13,-1.22,-1.17,0.24,-0.50,-1.70,-0.47,2.50,-2.09,-2.66
BalanceProperty,,,,17260573000,17108018000,17123302000,17113632000,17524936000,17402446000,17600406000,18040324000,22475647000,22013708000,22298453000,22639534000,23300643000,24223173000,23575461000,24147608000,25127639000,25237787000,25446259000,25740388000,24850942000,25198531000,25738123000,26239783000,24882817000,25330290000,25066173000,25637117000,26355189000,26577498000,26988492000,27287025000,28079886000,28233340000,28402897000
BalanceProperty_yy,,,,,,,,1.53,1.72,2.79,5.41,28.25,26.50,26.69,25.49,3.67,10.04,5.73,6.66,7.84,4.19,7.94,6.60,-1.10,-0.16,1.15,1.94,0.13,0.52,-2.61,-2.30,5.92,4.92,7.67,6.44,6.54,6.23,5.24
BalanceProperty_sy,,,,,,,,5.92,4.72,4.98,5.41,15.14,9.26,9.52,2.72,2.56,2.68,2.64,2.42,3.31,1.20,4.82,5.61,5.40,5.60,1.30,2.98,0.48,2.08,2.60,2.38,4.73,-0.14,0.08,1.32,-0.11,3.26,0.62
BalanceProperty_qq,,,,,-0.88,0.09,-0.06,2.40,-0.70,1.14,2.50,24.59,-2.06,1.29,1.53,2.92,3.96,-2.67,2.43,4.06,0.44,0.83,1.16,-3.46,1.40,2.14,1.95,-5.17,1.80,-1.04,2.28,2.80,0.84,1.55,1.11,2.91,0.55,0.60
BalanceProperty_sq,,,,,-0.29,1.36,-100.00,2.40,-0.20,0.98,-100.00,1.63,-1.55,0.28,1.50,3.16,-0.64,-0.69,-0.78,2.52,-0.04,0.83,1.49,2.96,0.69,1.83,1.55,1.40,-0.44,1.30,1.08,1.92,-1.10,0.22,0.76,0.39,-0.39,0.48
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240951000,,,,240767000,185777000,199521000
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.66,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-22.84,7.40
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.45,,,,-3.10,3.40
BalanceNoncurrInvestments,,,,179746000,176028000,208162000,207431000,178216000,207146000,198309000,329805000,215784000,219660000,293646000,300987000,357430000,393837000,425256000,426851000,631564000,402142000,400061000,413353000,791967000,831621000,819051000,822573000,851145000,902863000,925621000,946048000,688488000,957808000,932026000,959663000,737299000,744767000,770140000
BalanceNoncurrInvestments_yy,,,,,,,,-0.85,17.68,-4.73,59.00,21.08,6.04,48.07,-8.74,65.64,79.29,44.82,41.82,76.70,2.11,-5.92,-3.16,25.40,106.80,104.73,99.00,7.47,8.57,13.01,15.01,-19.11,6.09,0.69,1.44,7.09,-22.24,-17.37
BalanceNoncurrInvestments_sy,,,,,,,,-0.42,5.98,-2.88,,,,-3.90,,-37.10,-78.79,-33.05,-59.99,-31.87,-12.25,-4.26,,25.40,2.08,15.81,2.08,,,2.00,-7.54,-13.17,,,1.44,7.09,10.63,15.67
BalanceNoncurrInvestments_qq,,,,,-2.07,18.26,-0.35,-14.08,16.23,-4.27,66.31,-34.57,1.80,33.68,2.50,18.75,10.19,7.98,0.38,47.96,-36.33,-0.52,3.32,91.60,5.01,-1.51,0.43,3.47,6.08,2.52,2.21,-27.22,39.12,-2.69,2.97,-23.17,1.01,3.41
BalanceNoncurrInvestments_sq,,,,,,6.48,-100.00,,4.41,-4.27,-100.00,,4.26,-7.29,-1.79,-13.71,,,-4.60,,3.20,,,,,,0.37,-0.30,1.02,2.62,-1.50,,4.15,3.26,,-2.15,2.25,7.10
BalanceOtherNoncurrentAssets,,,,210768000,199773000,250432000,270871000,285419000,305750000,296610000,278222000,165002000,226050000,241839000,310124000,383844000,419822000,444693000,503238000,400743000,389416000,597727000,597424000,720051000,727510000,668121000,612978000,604559000,617034000,580048000,531545000,472782000,438717000,410595000,395161000,393812000,402068000,342994000
BalanceOtherNoncurrentAssets_yy,,,,,,,,35.42,53.05,18.44,2.71,-42.19,-26.07,-18.47,11.47,132.63,85.72,83.88,62.27,4.40,-7.24,34.41,18.72,79.68,86.82,11.78,2.60,-16.04,-15.19,-13.18,-13.28,-21.80,-28.90,-29.21,-25.66,-16.70,-8.35,-16.46
BalanceOtherNoncurrentAssets_sy,,,,,,,,29.96,22.48,20.61,29.50,16.89,9.60,0.84,10.41,3.15,6.70,5.90,19.98,3.52,2.00,-4.28,-2.22,-2.10,8.60,11.78,5.80,-4.22,13.47,-4.78,2.94,-3.27,3.62,-0.21,5.70,-13.08,5.70,-4.68
BalanceOtherNoncurrentAssets_qq,,,,,-5.22,25.36,8.16,5.37,7.12,-2.99,-6.20,-40.69,37.00,6.98,28.24,23.77,9.37,5.92,13.17,-20.37,-2.83,53.49,-0.05,20.53,1.04,-8.16,-8.25,-1.37,2.06,-5.99,-8.36,-11.06,-7.21,-6.41,-3.76,-0.34,2.10,-14.69
BalanceOtherNoncurrentAssets_sq,,,,,8.15,1.22,-100.00,35.38,-1.58,6.20,-100.00,-40.69,-9.42,4.34,1.55,11.74,-1.66,3.63,2.05,3.49,-6.70,,0.55,5.18,-0.08,-2.82,0.54,-1.37,-3.37,-0.62,0.96,,-2.36,2.41,-1.20,-0.68,-2.31,0.02
BalanceCurrentAssets,,,,3673704000,3767763000,3768200000,4128486000,5090976000,4085042000,4438467000,3750341000,5101268000,5395360000,5105776000,5390527000,5766232000,5064557000,4720751000,4793258000,4755521000,4165321000,3609555000,3841613000,5058739000,4626664000,4286648000,4386063000,3929350000,4025281000,3744417000,3416306000,4289029000,3949551000,3590013000,5675590000,4726984000,4566841000,3965033000
BalanceCurrentAssets_yy,,,,,,,,38.58,8.42,17.79,-9.16,0.20,32.08,15.03,43.73,13.04,-6.13,-7.54,-11.08,-17.53,-17.76,-23.54,-19.85,6.38,11.08,18.76,14.17,-22.33,-13.00,-12.65,-22.11,9.15,-1.88,-4.12,66.13,10.21,15.63,10.45
BalanceCurrentAssets_sy,,,,,,,,18.76,7.45,10.12,-2.11,25.01,10.03,15.32,13.62,-9.74,-6.13,-6.56,-1.06,5.38,-22.41,-16.20,-1.32,-0.26,11.43,8.33,12.14,-3.62,0.36,-7.67,-17.67,-6.26,-1.88,-4.12,1.40,6.77,15.20,10.45
BalanceCurrentAssets_qq,,,,,2.56,0.01,9.56,23.31,-19.76,8.65,-15.50,36.02,5.77,-5.37,5.58,6.97,-12.17,-6.79,1.54,-0.79,-12.41,-13.34,6.43,31.68,-8.54,-7.35,2.32,-10.41,2.44,-6.98,-8.76,25.55,-7.92,-9.10,58.09,-16.71,-3.39,-13.18
BalanceCurrentAssets_sq,,,,,2.11,-1.40,-100.00,23.31,14.66,-0.95,-100.00,21.75,1.54,2.44,-16.91,-1.19,3.40,-4.65,-3.04,1.73,-9.01,-1.43,-0.14,4.98,-2.56,-4.71,3.24,-4.27,-3.26,-6.88,-8.76,9.48,-7.89,-6.27,3.40,3.95,0.99,-10.94
BalanceInventory,,,,536201000,445805000,439363000,439203000,1032750000,352719000,388935000,405237000,1445744000,1282181000,1201276000,1132297000,1419381000,825550000,894167000,1103999000,1665774000,1250927000,978626000,1235553000,1260644000,1095043000,1051067000,1098983000,433279000,1152050000,404983000,425213000,486120000,346459000,356911000,334677000,295463000,321813000,364456000
BalanceInventory_yy,,,,,,,,92.61,-20.88,-11.48,-7.73,39.99,263.51,208.86,179.42,-1.82,-35.61,-25.57,-2.50,17.36,51.53,9.45,11.92,-24.32,-12.46,7.40,-11.05,-65.63,5.21,-61.47,-61.31,12.20,-69.93,-11.87,-21.29,-39.22,-7.11,2.11
BalanceInventory_sy,,,,,,,,6.52,2.42,39.82,40.29,62.31,31.50,-1.84,-8.48,2.87,-41.74,-24.85,-2.73,-4.78,7.99,3.64,11.07,-3.66,17.98,-4.86,-8.68,9.48,-0.20,-19.18,-14.84,-18.53,-11.76,-10.53,-16.62,-15.57,-0.49,22.00
BalanceInventory_qq,,,,,-16.86,-1.45,-0.04,135.14,-65.85,10.27,4.19,256.77,-11.31,-6.31,-5.74,25.35,-41.84,8.31,23.47,50.89,-24.90,-21.77,26.25,2.03,-13.14,-4.02,4.56,-60.57,165.89,-64.85,5.00,14.32,-28.73,3.02,-6.23,-11.72,8.92,13.25
BalanceInventory_sq,,,,,-12.76,-5.13,-100.00,7.97,5.52,5.49,-100.00,19.22,-16.77,-9.07,2.09,11.66,-29.50,5.37,14.65,3.60,-2.38,11.94,16.82,-8.38,5.52,-11.14,9.40,-18.25,-3.46,-7.98,3.86,2.19,-6.03,-1.80,-2.20,8.60,9.32,7.30
BalanceCurrentReceivables,,,,1927922000,2207083000,2052138000,2087802000,2347894000,2549318000,2437050000,2263879000,2807610000,3237854000,2893686000,2869929000,3038129000,2962311000,2608635000,2138436000,2166531000,2230868000,2025322000,1994199000,2076504000,1974808000,1933571000,1812626000,2058378000,2075217000,1810217000,1687606000,2173035000,2457571000,2252299000,2353607000,2606604000,2552253000,2070970000
BalanceCurrentReceivables_yy,,,,,,,,21.78,15.51,18.76,8.43,19.58,27.01,18.74,26.77,8.21,-8.51,-9.85,-25.49,-28.69,-24.69,-22.36,-6.74,-4.16,-11.48,-4.53,-9.11,-0.87,5.08,-6.38,-6.90,5.57,18.42,24.42,39.46,19.95,3.85,-8.05
BalanceCurrentReceivables_sy,,,,,,,,10.14,12.00,14.75,8.50,26.09,27.01,18.74,19.95,-5.84,-4.87,0.02,-1.09,-4.00,-17.93,-29.75,4.05,12.36,14.49,6.44,7.58,-0.42,-9.35,-4.07,-7.67,-3.57,9.05,-0.32,3.21,2.16,3.85,-8.05
BalanceCurrentReceivables_qq,,,,,14.48,-7.02,1.74,12.46,8.58,-4.40,-7.11,24.02,15.32,-10.63,-0.82,5.86,-2.50,-11.94,-18.02,1.31,2.97,-9.21,-1.54,4.13,-4.90,-2.09,-6.26,13.56,0.82,-12.77,-6.77,28.76,13.09,-8.35,4.50,10.75,-2.09,-18.86
BalanceCurrentReceivables_sq,,,,,10.92,-7.32,-100.00,12.46,4.59,-4.40,-100.00,36.24,-7.88,-10.63,1.22,5.86,2.10,-10.96,-8.48,-3.54,-10.62,-2.81,0.21,15.39,2.97,-4.72,-1.86,4.13,-3.67,-10.38,-6.77,18.04,-1.62,-8.35,0.01,8.34,-2.09,-7.63
BalanceCurrentInvestments,,,,18753000,100201000,185158000,157067000,28193000,18874000,9745000,9306000,108024000,4762000,9070000,12640000,5422000,9065000,11180000,6596000,15878000,16103000,16510000,18525000,79648000,27458000,6359000,7518000,34334000,175292000,253372000,193216000,79637000,119984000,160822000,200908000,171910000,292137000,491439000
BalanceCurrentInvestments_yy,,,,,,,,50.34,-81.16,-94.74,-94.08,283.16,-74.77,-6.93,35.83,-94.98,90.36,23.26,-47.82,192.84,77.64,47.67,180.85,401.62,70.51,-61.48,-59.42,-56.89,538.40,3884.46,2470.05,131.95,-31.55,-36.53,3.98,115.87,143.48,205.58
BalanceCurrentInvestments_sy,,,,,,,,-36.19,-32.16,-20.54,-51.48,-38.25,-37.54,-35.15,-69.33,-80.36,-74.37,-54.53,-47.82,-38.16,-0.15,-3.97,-4.60,47.36,-1.86,,-58.22,-55.54,,-11.62,-12.24,,-32.10,-22.28,,19.85,143.48,205.58
BalanceCurrentInvestments_qq,,,,,434.32,84.79,-15.17,-82.05,-33.05,-48.37,-4.50,1060.80,-95.59,90.47,39.36,-57.10,67.19,23.33,-41.00,140.72,1.42,2.53,12.20,329.95,-65.53,-76.84,18.23,356.69,410.55,44.54,-23.74,-58.78,50.66,34.04,24.93,-14.43,69.94,68.22
BalanceCurrentInvestments_sq,,,,,8.05,-10.12,-100.00,-37.12,-7.20,-5.20,-100.00,-26.94,-47.60,28.53,13.75,-57.10,14.98,23.33,-26.24,-5.13,10.31,-4.72,12.20,,-9.04,7.72,0.65,,1.61,11.90,-13.84,,,,,,,68.22
BalanceCash,,,,1032103000,758148000,1049221000,1387071000,1473981000,850022000,1376104000,884604000,505670000,546203000,705020000,1149481000,1030929000,1007246000,912712000,1346190000,636909000,347699000,246144000,303515000,1420909000,1124268000,915135000,1114760000,364912000,360118000,422123000,261017000,384881000,229386000,210379000,2141776000,909249000,457909000,491378000
BalanceCash_yy,,,,,,,,42.81,12.12,31.15,-36.23,-65.69,-35.74,-48.77,29.94,103.87,84.41,29.46,17.11,-38.22,-65.48,-73.03,-77.45,123.09,223.35,271.79,267.28,-74.32,-67.97,-53.87,-76.59,5.47,-36.30,-50.16,720.55,136.24,99.62,133.57
BalanceCash_sy,,,,,,,,-2.22,4.46,13.05,-9.03,7.80,-5.06,40.54,48.50,9.52,-14.01,-15.07,-1.48,10.34,-0.68,-27.30,-19.75,-17.62,-3.53,2.69,20.98,-13.37,-8.44,-13.99,-14.70,5.18,-18.92,-9.19,7.38,5.22,32.30,9.14
BalanceCash_qq,,,,,-26.54,38.39,32.20,6.27,-42.33,61.89,-35.72,-42.84,8.02,29.08,63.04,-10.31,-2.30,-9.39,47.49,-52.69,-45.41,-29.21,23.31,368.15,-20.88,-18.60,21.81,-67.27,-1.31,17.22,-38.17,47.45,-40.40,-8.29,918.06,-57.55,-49.64,7.31
BalanceCash_sq,,,,,2.90,24.58,-100.00,6.27,1.48,13.95,-100.00,-1.00,12.52,31.89,-39.99,-0.60,-7.38,17.94,-17.34,0.73,-13.28,-10.31,15.07,-12.86,-6.36,-4.53,10.22,-24.32,-5.91,2.26,-5.60,14.68,-11.54,5.90,9.50,-10.54,-8.26,-1.49
BalanceOtherCurrentAssets,,,,158725000,256526000,42320000,57343000,208158000,314109000,226633000,187315000,234220000,324360000,296724000,226180000,272371000,260385000,294057000,198037000,270429000,319724000,342953000,289821000,221034000,405087000,380516000,352176000,1038447000,262604000,853722000,849254000,1165356000,796151000,609602000,644622000,743758000,942729000,546790000
BalanceOtherCurrentAssets_yy,,,,,,,,31.14,22.45,435.52,226.66,12.52,3.26,30.93,20.75,16.29,-19.72,-0.90,-12.44,-0.71,22.79,16.63,46.35,-18.27,26.70,10.95,21.52,369.81,-35.17,124.36,141.14,12.22,203.18,-28.59,-24.10,-36.18,18.41,-10.30
BalanceOtherCurrentAssets_sy,,,,,,,,53.19,22.45,56.59,116.24,13.20,-4.28,-5.66,-12.39,-22.76,-12.82,-1.66,-8.32,-1.40,7.81,23.99,8.66,-1.37,17.37,-2.12,14.54,47.34,11.87,-4.63,3.42,-16.34,-0.74,-6.16,6.26,2.14,-1.85,1.32
BalanceOtherCurrentAssets_qq,,,,,61.62,-83.50,35.50,263.01,50.90,-27.85,-17.35,25.04,38.49,-8.52,-23.77,20.42,-4.40,12.93,-32.65,36.55,18.23,7.27,-15.49,-23.73,83.27,-6.07,-7.45,194.87,-74.71,225.10,-0.52,37.22,-31.68,-23.43,5.74,15.38,26.75,-42.00
BalanceOtherCurrentAssets_sq,,,,,61.62,-19.08,-100.00,98.98,33.16,-3.68,-65.62,-60.91,-2.82,-4.72,-18.00,-10.14,16.62,-1.10,-1.68,4.76,13.21,7.27,-7.16,-4.78,9.21,-1.07,-0.48,5.78,-1.19,-5.42,-8.19,9.67,3.74,-21.63,1.66,6.49,13.86,-23.59
BalanceAssetsForSale,,,,5951000,5820000,5778000,4205000,4397000,4397000,4397000,4397000,8951000,10846000,13133000,13181000,36215000,34229000,35833000,36069000,33041000,26162000,13668000,13683000,1337705000,1346423000,1343947000,1397917000,17898000,18258000,13283000,10913000,19612000,15552000,19368000,17262000,15910000,15727000,13062000
BalanceAssetsForSale_yy,,,,,,,,-26.11,-24.45,-23.90,4.57,103.57,146.67,198.68,199.77,304.59,215.59,172.85,173.64,-8.76,-23.57,-61.86,-62.06,3948.62,5046.48,9732.80,10116.45,-98.66,-98.64,-99.01,-99.22,9.58,-14.82,45.81,58.18,-18.88,1.13,-32.56
BalanceAssetsForSale_sy,,,,,,,,-26.11,-22.60,-23.90,4.57,82.70,93.05,-98.20,199.77,-59.82,-58.80,-40.72,-38.11,-8.76,-11.80,-61.86,-62.06,0.20,,-5.88,35.57,-49.33,-98.64,-43.49,-8.25,-39.20,-46.70,-40.00,4.56,-29.02,-8.33,-32.56
BalanceAssetsForSale_qq,,,,,-2.20,-0.72,-27.22,4.57,,,,103.57,21.17,21.09,0.37,174.75,-5.48,4.69,0.66,-8.40,-20.82,-47.76,0.11,9676.40,0.65,-0.18,4.02,-98.72,2.01,-27.25,-17.84,79.71,-20.70,24.54,-10.87,-7.83,-1.15,-16.95
BalanceAssetsForSale_sq,,,,,-2.20,8.20,-100.00,4.57,,,,103.57,-4.32,-74.60,-12.20,-18.36,-5.48,6.64,-0.45,-23.60,-9.41,-47.76,,-3.24,0.32,-0.18,,-10.03,,,-0.37,-46.70,-20.70,0.11,-10.87,-77.82,-1.15,-0.68
BalanceTotalAssets,,,,22155493000,21807983000,22016702000,22515176000,23430284000,22789982000,23404475000,23461511000,28526996000,28852487000,28968106000,29676658000,31273677000,30749673000,30689681000,31425277000,32355570000,31670077000,31577237000,32137089000,34559193000,34172992000,34322074000,34949928000,32071433000,32250551000,31661822000,31913686000,33456894000,33216131000,33225894000,35619908000,35792021000,35480795000,35052682000
BalanceTotalAssets_yy,,,,,,,,5.75,4.50,6.30,4.20,21.75,26.60,23.77,26.49,9.63,6.58,5.94,5.89,3.46,2.99,2.89,2.27,6.81,7.90,8.69,8.75,-7.20,-5.63,-7.75,-8.69,4.32,2.99,4.94,11.61,6.98,6.82,5.50
BalanceTotalAssets_sy,,,,,,,,4.85,10.04,6.37,4.65,10.33,7.20,5.76,5.06,-0.16,-7.56,-0.38,1.85,3.42,-1.80,0.92,5.67,6.47,7.78,3.69,6.46,0.18,1.45,5.84,-2.53,1.49,2.02,3.45,3.37,3.54,5.02,5.50
BalanceTotalAssets_qq,,,,,-1.57,0.96,2.26,4.06,-2.73,2.70,0.24,21.59,1.14,0.40,2.45,5.38,-1.68,-0.20,2.40,2.96,-2.12,-0.29,1.77,7.54,-1.12,0.44,1.83,-8.24,0.56,-1.83,0.80,4.84,-0.72,0.03,7.21,0.48,-0.87,-1.21
BalanceTotalAssets_sq,,,,,-1.29,0.34,-100.00,4.06,4.05,2.24,-100.00,9.00,0.26,-1.53,-3.72,1.41,0.84,-1.10,-0.84,2.96,-0.61,0.77,1.77,4.00,0.14,0.16,1.22,1.51,-0.80,-1.44,-2.92,4.13,-0.72,-0.70,1.07,0.72,0.11,-1.10
BalanceCapital,,,,11858566000,12144911000,12507950000,12722949000,14704825000,15091762000,15157415000,15459848000,15632321000,16054855000,15964308000,16336651000,16306681000,16800448000,16766721000,17143926000,17327165000,17814332000,17793054000,18106785000,17966448000,18482673000,18462754000,18837494000,16018328000,16349738000,16056107000,16348985000,16649266000,17273527000,17637954000,17844827000,18036446000,18744706000,18686055000
BalanceCapital_yy,,,,,,,,24.00,24.26,21.18,21.51,6.31,6.38,5.32,5.67,4.31,4.64,5.03,4.94,6.26,6.03,6.12,5.62,3.69,3.75,3.76,4.04,-10.84,-11.54,-13.04,-13.21,3.94,5.65,9.85,9.15,8.33,8.52,5.94
BalanceCapital_sy,,,,,,,,15.48,17.50,15.80,6.43,6.68,6.17,5.47,5.32,4.26,-0.04,4.52,4.94,5.78,4.60,3.32,5.20,4.48,4.91,3.76,4.87,-1.32,-3.10,-0.77,-5.12,3.94,5.65,7.27,6.08,5.63,3.76,1.44
BalanceCapital_qq,,,,,2.41,2.99,1.72,15.58,2.63,0.44,2.00,1.12,2.70,-0.56,2.33,-0.18,3.03,-0.20,2.25,1.07,2.81,-0.12,1.76,-0.78,2.87,-0.11,2.03,-14.97,2.07,-1.80,1.82,1.84,3.75,2.11,1.17,1.07,3.93,-0.31
BalanceCapital_sq,,,,,6.22,-1.92,-100.00,2.48,11.13,-0.30,-100.00,0.92,5.05,-3.14,1.77,-0.11,4.15,-1.19,0.54,0.54,3.03,-0.16,0.94,1.31,3.42,-1.40,1.66,0.92,2.17,-1.82,1.37,1.79,2.68,0.31,1.17,2.11,3.93,-0.91
BalanceShareCapital,,,,13986284000,13986284000,14304949000,14304949000,15772945000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000,8762747000
BalanceShareCapital_yy,,,,,,,,12.77,-37.35,-38.74,-38.74,-44.44,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,2.10,0.83,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,2.28,,10.26,-44.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,63284000,233971000,234014000,230843000,474817000,7485136000,7412762000,7413380000,7412969000,7403236000,7929569000,7880287000,7798948000,7801574000,8913829000,8919244000,8909417000,8915657000,10247251000,10234297000,10249281000,10261339000,11172259000,11183393000,11203042000,11223409000,7798621000,7819667000,7862199000,7844918000,7675920000,7691346000,7686913000,7680833000,8539456000
BalanceReserve_yy,,,,,,,,650.30,3099.17,3067.66,3111.44,1461.23,-1.09,6.97,6.30,5.21,5.38,12.41,13.18,14.24,14.28,14.96,14.74,15.04,15.09,9.03,9.27,9.31,9.38,-30.20,-30.08,-29.82,-30.10,-1.57,-1.64,-2.23,-2.09,11.25
BalanceReserve_sy,,,,,,,,22.48,22.48,15.66,10.52,21.34,7.00,12.01,3.22,13.16,12.60,14.66,6.43,14.24,13.06,9.22,6.37,-11.39,-4.41,5.46,6.27,6.26,6.13,-0.51,3.23,3.93,4.18,6.70,6.64,6.62,6.58,1.58
BalanceReserve_qq,,,,,269.72,0.02,-1.36,105.69,1476.43,-0.97,0.01,-0.01,-0.13,7.11,-0.62,-1.03,0.03,14.26,0.06,-0.11,0.07,14.94,-0.13,0.15,0.12,8.88,0.10,0.18,0.18,-30.51,0.27,0.54,-0.22,-2.15,0.20,-0.06,-0.08,11.18
BalanceReserve_sq,,,,,,2.35,-100.00,0.18,8.14,14.81,-0.05,,-0.02,12.60,-0.05,,0.02,12.89,0.07,0.04,,1.25,-0.24,-0.17,,6.09,-0.02,,,3.92,0.19,0.34,-0.20,6.46,0.05,,-0.04,1.60
BalanceNonshareCapital,,,,2375100000,2441911000,2289945000,2321695000,507246000,485227000,479419000,462626000,454897000,474598000,474902000,502763000,493339000,515613000,526444000,531410000,466334000,54808000,29574000,30306000,30116000,30662000,29040000,29207000,29829000,30344000,28016000,28534000,30052000,30761000,30804000,31315000,31367000,32282000,33180000
BalanceNonshareCapital_yy,,,,,,,,-78.64,-80.13,-79.06,-80.07,-10.32,-2.19,-0.94,8.68,8.45,8.64,10.85,5.70,-5.47,-89.37,-94.38,-94.30,-93.54,-44.06,-1.81,-3.63,-0.95,-1.04,-3.53,-2.30,0.75,1.37,9.95,9.75,4.38,4.94,7.71
BalanceNonshareCapital_sy,,,,,,,,0.50,-0.51,-12.30,-30.30,4.18,-2.19,1.76,1.83,-3.83,-11.20,-9.36,-4.10,-11.96,-41.59,-47.37,-17.66,-1.60,-4.39,3.16,1.56,0.53,-1.08,5.90,3.68,0.75,1.37,1.53,5.85,10.26,8.52,7.71
BalanceNonshareCapital_qq,,,,,2.81,-6.22,1.39,-78.15,-4.34,-1.20,-3.50,-1.67,4.33,0.06,5.87,-1.87,4.51,2.10,0.94,-12.25,-88.25,-46.04,2.48,-0.63,1.81,-5.29,0.58,2.13,1.73,-7.67,1.85,5.32,2.36,0.14,1.66,0.17,2.92,2.78
