,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherCurrentAssets_yy,,,,,,-34.47,,31.22,-20.89,48.10,-17.14,-19.79,23.25,-41.85,34.81,51.57,-48.97,-36.22,259.86,-100.00,804.85,619.22,6.26,,-100.00,12.16
BalanceOtherCurrentAssets_sy,,,,,,-1.66,,-1.40,7.81,23.99,8.66,-1.37,17.37,-2.12,14.54,47.34,11.87,-4.63,3.42,-16.34,-0.74,-6.16,6.26,,-1.85,1.32
BalanceOtherCurrentAssets_qq,,,-100.00,,11.03,16.12,-2.61,4.50,-33.07,117.39,-45.51,1.17,2.84,2.58,26.32,13.75,-65.38,28.22,612.72,-100.00,,1.91,5.30,-100.00,,
BalanceOtherCurrentAssets_sq,,,-18.00,,16.62,-1.10,-1.68,4.76,13.21,7.27,-7.16,-4.78,9.21,-1.07,-0.48,5.78,-1.19,-5.42,-8.19,9.67,,-21.63,1.66,6.49,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,,254905000,,247358000,309380000,253941000,245017000,243351000,227020000,237842000,252734000,277139000,238679000,238582000,282371000,288440000,262784000,256192000,231455000,228738000,206319000,202817000,219988000,202009000,211132000,184046000
BalanceTotalAssets_yy,,,,,,-0.38,,-1.62,-26.62,-6.34,3.15,13.88,5.14,0.31,11.73,4.08,10.10,7.38,-18.03,-20.70,-21.49,-20.83,-4.95,-11.69,2.33,-9.25
BalanceTotalAssets_sy,,,,,,-0.38,,3.42,-1.80,0.92,5.67,6.47,7.78,3.69,6.46,0.18,1.45,5.84,-2.53,1.49,2.02,3.45,3.37,3.54,5.02,5.50
BalanceTotalAssets_qq,,,-100.00,,25.07,-17.92,-3.51,-0.68,-6.71,4.77,6.26,9.66,-13.88,-0.04,18.35,2.15,-8.89,-2.51,-9.66,-1.17,-9.80,-1.70,8.47,-8.17,4.52,-12.83
BalanceTotalAssets_sq,,,-3.72,,0.84,-1.10,-0.84,2.96,-0.61,0.77,1.77,4.00,0.14,0.16,1.22,1.51,-0.80,-1.44,-2.92,4.13,-0.72,-0.70,1.07,0.72,0.11,-1.10
BalanceCapital,,38139000,,67003000,79452000,55084000,29579000,39989000,55962000,48047000,57072000,76351000,93683000,63558000,82331000,106529000,121030000,65723000,70475000,84158000,89975000,57371000,65085000,74964000,85475000,41562000
BalanceCapital_yy,,,,,,44.43,,-40.32,-29.57,-12.78,92.95,90.93,67.41,32.28,44.26,39.53,29.19,3.41,-14.40,-21.00,-25.66,-12.71,-7.65,-10.92,-5.00,-27.56
BalanceCapital_sy,,,,,,4.52,,5.78,4.60,3.32,5.20,4.48,4.91,3.76,4.87,-1.32,-3.10,-0.77,-5.12,3.94,5.65,7.27,6.08,5.63,3.76,1.44
BalanceCapital_qq,,,-100.00,,18.58,-30.67,-46.30,35.20,39.94,-14.14,18.78,33.78,22.70,-32.16,29.54,29.39,13.61,-45.70,7.23,19.41,6.91,-36.24,13.45,15.18,14.02,-51.38
BalanceCapital_sq,,,1.77,,4.15,-1.19,0.54,0.54,3.03,-0.16,0.94,1.31,3.42,-1.40,1.66,0.92,2.17,-1.82,1.37,1.79,2.68,0.31,1.17,2.11,3.93,-0.91
BalanceShareCapital,,1234000,,23680000,24198000,25076000,24422000,24022000,24162000,24102000,24186000,24687000,23716000,24328000,24584000,24717000,24757000,25668000,25010000,25659000,24475000,24514000,24993000,24191000,24409000,25297000
BalanceShareCapital_yy,,,,,,1931.93,,1.44,-0.15,-3.88,-0.97,2.77,-1.85,0.94,1.65,0.12,4.39,5.51,1.73,3.81,-1.14,-4.50,-0.07,-5.72,-0.27,3.20
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,-100.00,,2.19,3.63,-2.61,-1.64,0.58,-0.25,0.35,2.07,-3.93,2.58,1.05,0.54,0.16,3.68,-2.56,2.60,-4.62,0.16,1.95,-3.21,0.90,3.64
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,123000,,-1836000,-2175000,1159000,1101000,1644000,1417000,1406000,1146000,1309000,572000,562000,-1903000,-822000,-2591000,-181000,1915000,3340000,2004000,2832000,3615000,3883000,2967000,-11916000
BalanceReserve_yy,,,,,,838.75,,189.54,165.14,21.39,4.08,-20.42,-59.60,-60.03,-266.01,-162.85,-552.59,-132.28,200.60,506.11,177.36,1660.66,88.84,16.26,48.02,-520.80
BalanceReserve_sy,,,,,,14.66,,14.24,13.06,9.22,6.37,-11.39,-4.41,5.46,6.27,6.26,6.13,-0.51,3.23,3.93,4.18,6.70,6.64,6.62,6.58,1.58
BalanceReserve_qq,,,-100.00,,-18.46,153.26,-4.93,49.29,-13.82,-0.76,-18.48,14.14,-56.25,-1.82,-438.61,56.78,-215.02,93.00,1155.15,74.46,-39.99,41.28,27.67,7.41,-23.59,-501.62
BalanceReserve_sq,,,-0.05,,0.02,12.89,0.07,0.04,,1.25,-0.24,-0.17,,6.09,-0.02,,,3.92,0.19,0.34,-0.20,6.46,0.05,,-0.04,1.60
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,123262000,,113400000,113841000,114893000,103734000,91178000,87384000,85615000,83050000,81269000,75070000,73956000,71014000,67877000,65191000,63528000,57902000,55561000,48895000,45638000,43229000,38389000,35027000,30684000
BalanceNoncurrentLiabilities_yy,,,,,,-6.79,,-19.60,-23.24,-25.48,-19.94,-10.87,-14.09,-13.62,-14.49,-16.48,-13.16,-14.10,-18.46,-18.14,-25.00,-28.16,-25.34,-30.91,-28.36,-32.77
BalanceNoncurrentLiabilities_sy,,,,,,7.81,,5.90,-0.94,2.85,9.81,12.58,18.06,2.02,2.57,-2.16,-1.28,-2.82,-6.85,0.20,-4.08,-4.64,-3.80,-0.50,-0.52,3.25
BalanceNoncurrentLiabilities_qq,,,-100.00,,0.39,0.92,-9.71,-12.10,-4.16,-2.02,-3.00,-2.14,-7.63,-1.48,-3.98,-4.42,-3.96,-2.55,-8.86,-4.04,-12.00,-6.66,-5.28,-11.20,-8.76,-12.40
BalanceNoncurrentLiabilities_sq,,,0.34,,0.38,0.69,-1.40,-1.47,0.96,1.98,1.65,2.94,-0.81,-0.76,1.14,0.48,1.08,-0.20,-4.14,-1.42,-0.29,-1.54,1.18,-3.64,-2.84,0.18
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,113579000,,101823000,101663000,102948000,91894000,87501000,83632000,80691000,77765000,72672000,69239000,67563000,64779000,58596000,55169000,53549000,48618000,46231000,40616000,37193000,34365000,29822000,26619000,23989000
BalanceNoncurrentBorrowings_yy,,,,,,-9.36,,-14.07,-17.74,-21.62,-15.37,-16.95,-17.21,-16.27,-16.70,-19.37,-20.32,-20.74,-24.95,-21.10,-26.38,-30.54,-29.32,-35.49,-34.46,-35.50
BalanceNoncurrentBorrowings_sy,,,,,,-10.48,,5.65,-4.08,2.67,12.26,35.16,26.01,15.64,2.10,-2.80,-2.14,-3.56,-8.11,-9.32,-6.74,-15.02,-6.58,-11.52,-11.79,-17.04
BalanceNoncurrentBorrowings_qq,,,-100.00,,-0.16,1.26,-10.74,-4.78,-4.42,-3.52,-3.63,-6.55,-4.72,-2.42,-4.12,-9.54,-5.85,-2.94,-9.21,-4.91,-12.15,-8.43,-7.60,-13.22,-10.74,-9.88
BalanceNoncurrentBorrowings_sq,,,-4.40,,-0.09,-0.14,-2.61,-1.65,2.60,2.98,2.90,0.53,-0.36,0.18,0.70,-3.36,0.85,0.45,-3.57,-2.74,-1.13,-5.75,0.36,-9.38,-0.62,-8.02
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,3018000,,,,3098000,2967000,2952000,2880000,3057000,2781000,2785000,2840000,2728000,2609000,2704000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,2.66,,,,-1.33,-6.26,-5.64,-1.41,-10.77,-6.17,-2.91
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,12.26,,,,100.39,55.37,58.36,73.05,-27.84,-27.87,-4.72
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,-100.00,,,,-4.25,-0.50,-2.42,6.13,-9.03,0.16,1.95,-3.94,-4.34,3.64
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,-57.31,,,,8.06,-7.54,-9.84,130.61,-11.29,-6.16,-2.97,-12.46,-12.59,32.92
BalanceNoncurrentOtherLiabilities,,9683000,,11577000,12178000,11945000,11840000,3677000,3752000,4924000,5285000,5579000,5831000,6392000,6235000,6183000,7056000,7028000,6403000,6273000,5498000,5659000,6024000,5839000,5799000,3991000
BalanceNoncurrentOtherLiabilities_yy,,,,,,23.36,,-68.24,-69.19,-58.78,-55.37,51.75,55.39,29.82,17.98,10.83,21.00,9.94,2.70,1.45,-22.07,-19.47,-5.92,-6.92,5.47,-29.48
BalanceNoncurrentOtherLiabilities_sy,,,,,,17.56,,-0.82,-0.88,-0.14,0.79,13.42,8.24,5.50,3.96,-1.42,7.34,3.86,1.17,-6.90,-4.65,-1.96,-1.96,0.22,4.70,-4.20
BalanceNoncurrentOtherLiabilities_qq,,,-100.00,,5.19,-1.91,-0.88,-68.95,2.06,31.23,7.32,5.58,4.51,9.63,-2.46,-0.83,14.11,-0.40,-8.88,-2.03,-12.35,2.93,6.45,-3.07,-0.68,-31.18
BalanceNoncurrentOtherLiabilities_sq,,,-0.69,,1.07,-0.32,-0.96,-2.19,0.70,-0.20,-0.66,6.86,-0.11,0.04,-0.80,2.42,2.98,-0.94,-1.06,-4.48,0.62,1.57,1.92,1.54,-2.46,1.11
BalanceCurrentLiabilities,,93504000,,66955000,116087000,83963000,111705000,112184000,83674000,104180000,112612000,119519000,69926000,101068000,129027000,114033000,76562000,126941000,103078000,89020000,67449000,99809000,111675000,88657000,90630000,111801000
BalanceCurrentLiabilities_yy,,,,,,-10.20,,67.55,-27.92,24.08,0.81,6.54,-16.43,-2.99,14.58,-4.59,9.49,25.60,-20.11,-21.94,-11.90,-21.37,8.34,-0.41,34.37,12.02
BalanceCurrentLiabilities_sy,,,,,,-9.71,,-0.37,-11.42,-7.98,-4.91,-8.28,-2.47,-1.72,9.87,11.59,8.56,5.96,2.24,0.64,0.86,4.56,8.34,3.69,14.47,12.02
BalanceCurrentLiabilities_qq,,,-100.00,,73.38,-27.67,33.04,0.43,-25.41,24.51,8.09,6.13,-41.49,44.54,27.66,-11.62,-32.86,65.80,-18.80,-13.64,-24.23,47.98,11.89,-20.61,2.23,23.36
BalanceCurrentLiabilities_sq,,,-19.89,,-8.72,-6.52,-8.08,13.94,-22.68,0.50,2.20,8.96,-5.64,4.04,3.46,4.46,-15.51,4.72,-5.16,12.41,-10.29,0.87,0.13,9.28,-4.19,4.18
BalanceCurrentTradePayablesv,,31815000,,46766000,94227000,37578000,69435000,62703000,57240000,64769000,72709000,69322000,37770000,31865000,51978000,47754000,38347000,41308000,33802000,55030000,39409000,38389000,48339000,43261000,60535000,60072000
BalanceCurrentTradePayablesv_yy,,,,,,18.11,,34.08,-39.25,72.36,4.71,10.56,-34.01,-50.80,-28.51,-31.11,1.53,29.63,-34.97,15.24,2.77,-7.06,43.01,-21.39,53.61,56.48
BalanceCurrentTradePayablesv_sy,,,,,,-11.41,,-19.81,-15.27,5.42,4.71,10.56,15.06,1.73,8.73,-1.01,-9.52,-18.14,-22.15,-6.82,2.20,3.17,16.73,1.25,13.02,10.01
BalanceCurrentTradePayablesv_qq,,,-100.00,,101.49,-60.12,84.78,-9.70,-8.71,13.15,12.26,-4.66,-45.52,-15.63,63.12,-8.13,-19.70,7.72,-18.17,62.80,-28.39,-2.59,25.92,-10.51,39.93,-0.76
BalanceCurrentTradePayablesv_sq,,,-19.32,,-11.28,-2.38,-11.26,22.35,-21.40,19.76,-4.20,15.32,-12.77,2.09,12.95,-6.88,-24.01,0.19,2.03,29.68,-21.05,0.62,2.80,19.75,-9.62,1.16
BalanceCurrentBorrowings,,10287000,,9973000,9983000,31657000,33787000,35030000,13707000,25613000,26011000,27070000,13616000,51625000,52389000,40898000,14086000,71675000,57048000,20134000,13925000,48482000,49542000,29593000,13888000,41082000
BalanceCurrentBorrowings_yy,,,,,,207.73,,251.26,37.31,-19.09,-23.01,-22.72,-0.66,101.55,101.41,51.08,3.45,38.84,8.89,-50.77,-1.14,-32.36,-13.16,46.98,-0.27,-15.26
BalanceCurrentBorrowings_sy,,,,,,44.96,,-5.86,-12.73,-33.49,-2.33,-22.72,-18.66,19.73,-18.06,41.49,21.20,32.33,54.76,4.03,1.51,3.49,-0.51,14.67,-1.14,-2.11
BalanceCurrentBorrowings_qq,,,-100.00,,0.10,217.11,6.73,3.68,-60.87,86.86,1.55,4.07,-49.70,279.14,1.48,-21.93,-65.56,408.85,-20.41,-64.71,-30.84,248.16,2.19,-40.27,-53.07,195.81
BalanceCurrentBorrowings_sq,,,-2.22,,-0.39,0.90,-5.85,5.48,-34.22,-2.43,3.84,3.06,-32.53,15.74,0.01,25.98,-0.90,6.57,-8.51,2.42,-1.70,25.13,0.27,0.91,-6.82,10.66
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,290000,,,,141000,73000,186000,220000,155000,80000,59000,99000,154000,84000,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,-51.48,,,,10.10,10.49,-68.17,-54.93,-0.33,4.98,-100.00
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,-46.49,,,,59.49,20.21,-8.28,7.28,-4.81,0.60,-43.28
BalanceCurrentLeasing_qq,,,,,,,,,,,,,-100.00,,,,-48.40,156.15,18.31,-29.59,-48.22,-26.20,67.50,55.71,-45.46,-100.00
BalanceCurrentLeasing_sq,,,,,,,,,,,,,-58.54,,,,-4.44,72.66,5.31,26.16,-30.72,-11.08,35.35,26.52,-26.70,-38.67
BalanceCurrentOtherLiabilities,,51401000,,10217000,11878000,14728000,8483000,14450000,12727000,13797000,13892000,22837000,18540000,17579000,24660000,25241000,24057000,13772000,12009000,13701000,14035000,12878000,13694000,15649000,16123000,10647000
BalanceCurrentOtherLiabilities_yy,,,,,,-71.35,,41.44,7.15,-6.32,63.77,58.04,45.67,27.41,77.51,10.52,29.76,-21.65,-51.30,-45.72,-41.66,-6.49,14.03,14.22,14.87,-17.33
BalanceCurrentOtherLiabilities_sy,,,,,,-1.67,,20.37,12.46,-14.92,-13.06,-4.72,0.86,11.77,24.32,9.79,-5.78,0.14,6.36,13.96,8.02,-2.47,-8.32,-5.50,20.93,5.76
BalanceCurrentOtherLiabilities_qq,,,-100.00,,16.26,24.00,-42.40,70.35,-11.92,8.41,0.69,64.39,-18.82,-5.18,40.28,2.35,-4.69,-42.75,-12.80,14.09,2.44,-8.24,6.34,14.28,3.03,-33.97
BalanceCurrentOtherLiabilities_sq,,,-12.80,,-6.62,-7.76,-9.92,34.28,-17.04,-12.59,0.69,24.88,-4.43,-5.73,17.36,20.68,-8.74,-4.37,16.94,27.26,-0.56,-18.37,6.34,30.69,12.79,-22.29
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,0,254905000,0,247358000,309380000,253941000,245017000,243351000,227020000,237842000,252734000,277139000,238679000,238582000,282371000,288440000,262784000,256192000,231455000,228738000,206319000,202817000,219988000,202009000,211132000,184046000
BalanceTotalEquityAndLiabilities_yy,,,,,,-0.38,,-1.62,-26.62,-6.34,3.15,13.88,5.14,0.31,11.73,4.08,10.10,7.38,-18.03,-20.70,-21.49,-20.83,-4.95,-11.69,2.33,-9.25
BalanceTotalEquityAndLiabilities_sy,,,,,,-0.38,,3.42,-1.90,0.92,5.92,6.47,7.73,3.69,6.46,0.26,1.53,5.84,-2.53,1.49,2.02,3.45,3.37,3.54,5.02,5.50
BalanceTotalEquityAndLiabilities_qq,,,-100.00,,25.07,-17.92,-3.51,-0.68,-6.71,4.77,6.26,9.66,-13.88,-0.04,18.35,2.15,-8.89,-2.51,-9.66,-1.17,-9.80,-1.70,8.47,-8.17,4.52,-12.83
BalanceTotalEquityAndLiabilities_sq,,,-3.72,,0.80,-1.10,-0.83,2.68,-0.61,1.79,1.77,4.00,0.14,0.16,1.22,1.51,-0.80,-1.44,-2.92,4.13,-0.72,-0.70,1.07,0.72,0.11,-1.10
CashflowOperatingCashflow,,50615000,,69033000,7817000,29108000,-9382000,5955000,9405000,2141000,1809000,63498000,7769000,6086000,43073000,29541000,24791000,-1903000,8279000,23943000,6579000,14510000,9053000,12404000,35057000,14912000
CashflowOperatingCashflow_yy,,,,,,-42.49,,-91.37,20.31,-92.64,119.28,966.30,-17.39,184.20,2280.87,-53.48,219.10,-131.27,-80.78,-18.95,-73.46,862.47,9.35,-48.19,432.89,2.78
CashflowOperatingCashflow_sy,,,,,,7.19,,12.62,-43.46,-24.45,12.48,-8.46,33.08,26.93,56.18,-14.32,-7.40,5.56,17.35,2.56,-2.96,2.04,2.58,-4.38,44.06,-54.70
CashflowOperatingCashflow_qq,,,-100.00,,-88.68,272.36,-132.23,163.48,57.93,-77.23,-15.52,3409.92,-87.76,-21.66,607.72,-31.42,-16.08,-107.68,535.06,189.20,-72.52,120.55,-37.60,37.01,182.62,-57.46
CashflowOperatingCashflow_sq,,,-27.41,,-12.32,9.28,-36.71,20.87,-34.86,-1.04,-14.76,22.38,13.16,-14.20,9.21,-9.02,-27.26,24.50,8.11,-8.82,-4.95,34.04,1.61,10.78,16.26,-40.39
CashflowAmortization,,6543000,,10400000,2589000,2688000,2613000,2543000,747000,745000,747000,8644000,2543000,2575000,2679000,2638000,2659000,2744000,2669000,2730000,2599000,2595000,2646000,2561000,2550000,2630000
CashflowAmortization_yy,,,,,,-58.92,,-75.55,-71.16,-72.29,-71.40,239.94,240.66,245.80,258.44,-69.48,4.56,6.54,-0.36,3.48,-2.25,-5.42,-0.87,-6.18,-1.89,1.35
CashflowAmortization_sy,,,,,,5.44,,-2.30,-1.58,-1.34,7.75,5.23,3.69,17.36,5.25,10.14,4.51,1.48,-0.16,6.30,1.48,2.12,2.53,-5.06,0.04,1.36
CashflowAmortization_qq,,,-100.00,,-75.10,3.82,-2.79,-2.70,-70.64,-0.25,0.35,1056.61,-70.58,1.26,4.02,-1.53,0.81,3.18,-2.72,2.27,-4.77,-0.17,1.95,-3.21,-0.41,3.12
CashflowAmortization_sq,,,2.10,,-2.75,-1.06,-1.89,-0.06,0.30,1.58,-0.46,3.92,0.90,1.30,0.44,9.06,-2.14,0.54,,2.27,-3.76,0.10,2.28,-0.38,-0.69,0.12
CashflowInvestingCashflow,,-3805000,,-2927000,-407000,1147000,-68000,-17000,-8127000,7633000,599000,-2679000,0,315000,4000,724000,55000,-49000,4000,-173000,-72000,4000,-4000,-2094000,-67000,35000
CashflowInvestingCashflow_yy,,,,,,130.15,,99.43,-1899.10,565.35,975.39,-15829.14,100.00,-95.88,-99.29,127.05,,-115.47,1.73,-123.82,-229.28,108.68,-199.93,-1113.54,6.13,725.57
CashflowInvestingCashflow_sy,,,,,,1.57,,16.74,-6.24,-59.95,-8.36,-33.58,-27.81,6.88,-9.44,11.14,,-18.58,7.40,32.80,10.14,50.03,18.02,-14.58,0.25,-1.94
CashflowInvestingCashflow_qq,,,100.00,,86.11,382.20,-105.96,75.41,-48230.03,193.92,-92.16,-547.47,100.00,,-98.65,16991.85,-92.34,-187.73,108.86,-4101.30,58.42,105.89,-201.95,-48490.00,96.78,151.82
CashflowInvestingCashflow_sq,,,-107.79,,25.62,44.36,-56.44,8.02,28.26,-43.42,19.66,-39.95,14.94,,-19.72,-29.31,39.87,6.71,18.34,-37.45,29.14,63.58,-35.73,-23.04,-11.48,61.33
CashflowCapex,,4920000,,5097000,48000,262000,107000,30000,28000,30000,5000,296000,20000,0,21000,17000,17000,27000,13000,-9000,72000,4000,4000,-8000,13000,26000
CashflowCapex_yy,,,,,,-94.67,,-99.41,-42.59,-88.50,-95.50,887.18,-26.42,-100.00,338.13,-94.25,-16.49,,-38.96,-151.91,320.16,-84.08,-66.69,5.72,-82.40,519.18
CashflowCapex_sy,,,,,,-28.81,,6.34,-15.50,16.77,4.45,18.66,22.99,-12.24,-8.68,-15.63,-17.62,,-23.50,-25.39,0.73,-56.24,-7.86,-6.70,-12.61,-10.84
CashflowCapex_qq,,,-100.00,,-99.05,441.46,-58.99,-72.06,-7.46,8.43,-83.94,6028.05,-93.10,-100.00,,-19.57,0.16,55.52,-51.28,-168.40,910.77,-94.11,1.95,-293.59,251.35,107.28
CashflowCapex_sq,,,14.75,,-36.22,-42.60,45.06,24.06,-38.04,14.14,-14.12,31.75,-26.70,3.82,,32.40,-40.13,43.23,-27.94,2.46,-11.85,-36.19,53.62,-9.74,15.65,-45.09
CashflowFinancingCashflow,,-54345000,,-92944000,-3913000,-16261000,-7847000,-1019000,-384000,-9584000,-1132000,-33723000,-16896000,-13695000,-4260000,-16032000,-31420000,-18653000,-17132000,-42776000,-9566000,-12688000,-4055000,-22348000,-20146000,-34958000
CashflowFinancingCashflow_yy,,,,,,70.08,,98.90,90.18,41.06,85.57,-3210.97,-4297.92,-42.89,-276.34,52.46,-85.96,-36.21,-302.17,-166.82,69.55,31.98,76.33,47.76,-110.59,-175.52
CashflowFinancingCashflow_sy,,,,,,-97.80,,13.19,58.67,81.64,-14.90,28.62,-7.79,-28.36,25.20,23.62,-83.28,30.12,-143.58,6.57,-100.00,-83.99,40.07,47.73,-77.02,45.53
CashflowFinancingCashflow_qq,,,100.00,,95.79,-315.57,51.74,87.02,62.28,-2394.73,88.19,-2879.34,49.90,18.95,68.89,-276.35,-95.98,40.63,8.16,-149.69,77.64,-32.63,68.04,-451.13,9.85,-73.52
CashflowFinancingCashflow_sq,,,-183.58,,57.82,-42.79,66.34,52.84,62.28,52.06,6.41,-69.85,-132.00,18.48,-11.66,-84.62,-60.88,22.18,-91.30,48.01,18.37,-67.56,63.60,-37.36,9.85,-8.66
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,46221000,,75803000,,12538000,0,0,,907000,0,2441000,,9395000,0,11421000,,14250000,0,0,,8622000,0,0,,30967000
CashflowDividend_yy,,,,,,-72.87,,-100.00,,-92.76,,,,935.38,,367.90,,51.67,,-100.00,,-39.49,,,,259.16
CashflowDividend_sy,,,,,,-60.16,,-57.40,,-92.76,,,,47.07,,45.60,,-34.15,,-100.00,,-5.36,,,,78.21
CashflowDividend_qq,,,-100.00,,-100.00,,-100.00,,,,-100.00,,-100.00,,-100.00,,-100.00,,-100.00,,,,-100.00,,,
CashflowDividend_sq,,,101799.05,,-80.11,,-96.59,,,,-97.81,,-100.00,,100.00,,-100.00,,79448.61,,,,17070.23,,,
CashflowNetCashflow,,-7534000,,-26838000,3498000,13995000,-17297000,4920000,894000,190000,1276000,27097000,-9127000,-7294000,38817000,14233000,-6573000,-20605000,-8848000,-19006000,-3059000,1826000,4994000,-12037000,14843000,-20011000
CashflowNetCashflow_yy,,,,,,285.75,,118.33,-74.44,-98.64,107.38,450.78,-1120.88,-3930.80,2942.54,-47.47,27.98,-182.49,-122.79,-233.53,53.46,108.86,156.44,36.66,585.18,-1195.99
CashflowNetCashflow_sy,,,,,,-45.01,,56.05,-93.00,-78.50,107.38,4.76,-10.80,-96.47,5.52,-45.82,22.61,49.06,-106.87,-0.52,-23.58,103.00,79.38,33.82,-35.06,-100.00
CashflowNetCashflow_qq,,,100.00,,113.03,300.10,-223.59,128.44,-81.83,-78.70,570.05,2023.87,-133.68,20.08,632.17,-63.33,-146.18,-213.47,57.06,-114.79,83.90,159.68,173.53,-341.02,223.31,-234.81
CashflowNetCashflow_sq,,,-197.04,,63.32,121.32,-14.54,68.18,-155.97,64.24,-84.87,-20.22,-48.93,-5.22,248.91,-21.58,67.98,105.70,32.46,91.48,33.40,-18.87,4.07,-111.81,77.54,-19.01
