,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceProperty_yy,,,,,,123.85,58.60,6.77,,-2.39,1.16,0.10,,0.44,-1.96,-2.29,-2.88,-4.36,-2.41,-3.95,-4.46,-4.19,-8.29,-6.42,-7.31,-2.79,-1.61,-3.87,-2.77,-6.71,-5.48,-3.14,-3.42,-3.94,-5.35,-6.59
BalanceProperty_sy,,,,,,0.33,3.60,4.08,,4.66,10.57,3.65,,2.33,-1.50,0.66,-0.26,3.59,6.39,3.39,7.66,1.70,-0.17,10.79,6.54,7.53,8.49,2.55,1.34,0.21,0.96,-2.66,-0.12,0.53,-1.37,-1.10
BalanceProperty_qq,,,39.05,49.53,-100.00,,-1.49,0.67,-100.00,,2.09,-0.39,-0.69,-0.55,-0.35,-0.72,-1.28,-2.07,1.68,-2.29,-1.81,-1.79,-2.67,-0.30,-2.75,3.01,-1.49,-2.60,-1.63,-1.16,-0.19,-0.19,-1.92,-1.69,-1.65,-1.49
BalanceProperty_sq,,,-1.28,-0.94,-100.00,,-1.04,0.27,-100.00,,-0.50,-0.47,-1.34,-0.90,-0.54,-0.58,-0.13,0.66,1.70,-0.57,1.29,0.20,-1.50,1.82,0.42,2.12,-0.20,0.20,-0.16,,-0.77,-0.56,-0.83,-0.39,-0.24,-1.23
BalanceNoncurrentReceivables,,84000,0,80000,,56000,1000000,72000,,73000,49000,55000,65000,47000,59000,51000,90000,71000,62000,49000,251000,150000,148000,118000,134000,99000,96000,98000,102000,103000,102000,104000,120000,101000,95000,95000
BalanceNoncurrentReceivables_yy,,,,,,-33.33,,-10.00,,30.36,-95.10,-23.61,,-35.62,20.41,-6.39,38.47,51.48,4.30,-4.01,179.13,110.28,141.00,138.47,-46.80,-34.20,-35.40,-16.67,-23.44,4.84,6.52,6.26,17.74,-2.63,-7.17,-9.22
BalanceNoncurrentReceivables_sy,,,,,,,,9.75,,20.30,0.17,-1.28,,-14.53,5.04,-11.93,15.34,-3.41,,-14.24,-17.38,-30.77,-10.89,,-12.20,,,,,,0.58,-3.67,0.58,1.40,1.15,3.88
BalanceNoncurrentReceivables_qq,,,-100.00,,-100.00,,1685.71,-92.80,-100.00,,-32.88,12.24,18.18,-27.69,25.53,-12.73,74.82,-20.90,-13.57,-19.69,408.38,-40.41,-0.94,-20.54,13.42,-26.30,-2.74,2.51,4.20,0.92,-1.18,2.25,15.46,-16.54,-5.79,
BalanceNoncurrentReceivables_sq,,,,,-100.00,,0.84,7.22,-100.00,,-0.63,,,-14.42,-8.41,,2.66,,-0.40,,,-9.69,-0.94,-0.17,,-2.17,,,,,,0.48,0.48,0.96,,
BalanceNoncurrInvestments,,0,3995000,3994000,,3995000,3995000,4744000,,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,6695000,6695000,6695000,6695000,6695000,6695000,7195000,3646000,3646000,4634000,4742000,12328000,12328000,10618000,10618000,11726000
BalanceNoncurrInvestments_yy,,,,,,,,18.78,,50.06,50.06,26.37,,,,-0.01,-0.01,-0.01,-0.01,,11.68,11.68,11.68,11.68,,,7.47,-45.54,-45.54,-30.79,-34.10,238.12,238.12,129.15,123.93,-4.88
BalanceNoncurrInvestments_sy,,,,,,,,-1.28,,-23.71,-8.51,-4.90,,,,-5.74,0.66,-3.02,12.52,,7.32,-6.04,-8.19,-2.94,,,-7.94,-9.34,-17.20,-0.15,-14.67,-2.63,-12.10,-4.96,-0.58,-3.77
BalanceNoncurrInvestments_qq,,,,-0.03,-100.00,,,18.75,-100.00,,,,,,,-0.01,,,,,11.68,,,,,,7.47,-49.32,,27.09,2.33,159.99,,-13.87,,10.44
BalanceNoncurrInvestments_sq,,,,1.40,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,-1.65,,,,,,,,
BalanceOtherNoncurrentAssets,,3996000,1720000,2068000,,3331000,3664000,1006000,,155000,155000,144000,248000,202000,199000,179000,180000,282000,289000,267000,286000,496000,879000,1082000,1718000,175000,181000,1867000,2049000,491000,496000,408000,387000,295000,288000,396000
BalanceOtherNoncurrentAssets_yy,,,,,,-16.64,113.02,-51.35,,-95.35,-95.77,-85.69,,30.32,28.39,24.59,-27.39,39.68,45.28,49.07,58.75,75.85,204.18,304.45,501.05,-64.83,-79.41,72.56,19.26,181.32,173.77,-78.15,-81.12,-39.96,-41.86,-2.95
BalanceOtherNoncurrentAssets_sy,,,,,,15.16,13.48,7.05,,32.27,15.76,10.08,,14.45,19.05,6.27,-3.75,5.86,13.81,4.67,9.07,25.42,20.96,8.88,31.29,7.46,17.98,24.42,16.06,26.03,9.53,8.29,9.59,-3.00,-5.31,2.28
BalanceOtherNoncurrentAssets_qq,,,-56.96,20.23,-100.00,,10.00,-72.54,-100.00,,,-7.10,72.22,-18.55,-1.49,-9.84,0.37,56.69,2.46,-7.49,6.88,73.58,77.23,23.01,58.83,-89.84,3.76,930.80,9.77,-76.04,0.98,-17.73,-5.16,-23.79,-2.22,37.32
BalanceOtherNoncurrentAssets_sq,,,-3.80,-3.24,-100.00,,0.08,-4.55,-100.00,,,2.94,-4.85,7.65,-0.22,1.77,-0.47,5.11,,1.00,1.41,21.50,0.54,1.49,1.54,17.48,,2.96,0.64,11.08,0.18,1.82,-1.56,-3.42,-2.08,0.60
BalanceCurrentAssets,,19161000,10896000,11771000,,23578000,12291000,11997000,,30374000,10000000,18492000,17605000,34459000,19217000,22766000,14979000,29206000,19049000,28252000,22094000,28191000,21673000,20146000,18608000,20744000,17040000,56051000,41198000,32878000,24571000,18441000,12863000,16138000,13493000,14946000
BalanceCurrentAssets_yy,,,,,,23.05,12.80,1.92,,28.82,-18.64,54.14,,13.45,92.17,23.11,-14.92,-15.25,-0.88,24.09,47.50,-3.47,13.78,-28.69,-15.78,-26.42,-21.37,178.22,121.40,58.50,44.19,-67.10,-68.78,-50.92,-45.08,-18.95
BalanceCurrentAssets_sy,,,,,,16.74,12.98,8.31,,10.23,12.29,14.31,,1.82,13.38,16.50,6.02,10.63,6.40,9.18,9.22,8.68,8.78,6.21,10.38,10.86,7.48,6.80,7.32,7.48,13.43,8.04,10.42,0.67,4.17,11.28
BalanceCurrentAssets_qq,,,-43.13,8.03,-100.00,,-47.87,-2.39,-100.00,,-67.08,84.92,-4.80,95.73,-44.23,18.47,-34.21,94.98,-34.78,48.31,-21.80,27.60,-23.12,-7.04,-7.64,11.48,-17.85,228.93,-26.50,-20.19,-25.27,-24.95,-30.25,25.46,-16.39,10.77
BalanceCurrentAssets_sq,,,-5.94,3.94,-100.00,,-9.84,0.82,-100.00,,-10.22,3.01,1.11,13.65,-3.81,-0.12,0.43,14.65,3.31,1.40,-0.19,16.79,1.06,-3.00,0.06,9.30,-5.14,2.46,0.40,14.26,-2.30,1.36,-1.09,4.77,-6.50,4.63
BalanceInventory,,1495000,1732000,2607000,,1787000,4398000,2817000,,3956000,2913000,4329000,4093000,3604000,4315000,4684000,4196000,4185000,3972000,4438000,5345000,2702000,4022000,5264000,3160000,2481000,5578000,5918000,4486000,2128000,4422000,5431000,3220000,3447000,2449000,2617000
BalanceInventory_yy,,,,,,19.53,153.93,8.06,,121.38,-33.77,53.67,,-8.90,48.13,8.20,2.53,16.11,-7.94,-5.26,27.37,-35.43,1.24,18.61,-40.88,-8.19,38.69,12.43,41.96,-14.24,-20.72,-8.23,-28.22,62.02,-44.62,-51.81
BalanceInventory_sy,,,,,,43.56,9.92,15.24,,8.20,2.85,11.23,,-0.27,-6.94,-11.47,8.44,10.43,11.86,20.69,-5.97,-9.02,-0.22,3.19,3.60,2.14,-6.36,-8.70,-8.44,-14.39,-17.05,3.46,6.47,21.03,8.52,4.53
BalanceInventory_qq,,,15.85,50.52,-100.00,,146.11,-35.95,-100.00,,-26.37,48.61,-5.45,-11.95,19.73,8.55,-10.41,-0.28,-5.07,11.72,20.44,-49.45,48.85,30.88,-39.97,-21.49,124.84,6.11,-24.21,-52.57,107.85,22.81,-40.72,7.06,-28.96,6.87
BalanceInventory_sq,,,10.47,2.56,-100.00,,6.63,-6.15,-100.00,,6.47,-4.37,-1.92,-9.62,13.19,-3.56,9.59,-14.78,7.74,8.48,0.15,-20.54,19.98,0.29,2.50,-18.10,17.14,5.77,1.30,-20.56,10.20,6.66,0.08,-4.89,11.69,
BalanceCurrentReceivables,,16494000,8359000,7437000,,21122000,6570000,7992000,,25858000,6418000,13360000,12814000,30088000,13575000,17128000,9861000,24385000,13957000,23117000,15545000,24598000,16629000,13929000,14854000,15380000,10866000,13693000,11995000,16151000,10540000,11111000,8645000,12048000,10104000,10079000
BalanceCurrentReceivables_yy,,,,,,28.06,-21.40,7.46,,22.42,-2.31,67.17,,16.36,111.51,28.20,-23.05,-18.95,2.82,34.97,57.64,0.87,19.14,-39.75,-4.45,-37.48,-34.65,-1.69,-19.25,5.01,-3.00,-18.86,-27.92,-25.40,-4.14,-9.29
BalanceCurrentReceivables_sy,,,,,,32.17,12.95,16.40,,22.25,12.45,16.46,,0.70,13.30,12.30,20.40,22.30,10.19,8.59,15.77,21.23,15.24,15.24,25.05,-9.84,-6.52,5.10,-10.19,5.68,4.19,2.75,1.68,7.46,8.87,8.31
BalanceCurrentReceivables_qq,,,-49.32,-11.03,-100.00,,-68.89,21.64,-100.00,,-75.18,108.16,-4.09,134.81,-54.88,26.17,-42.43,147.29,-42.76,65.63,-32.75,58.24,-32.40,-16.24,6.64,3.54,-29.35,26.02,-12.41,34.65,-34.74,5.41,-22.19,39.36,-16.14,-0.25
BalanceCurrentReceivables_sq,,,-8.05,6.28,-100.00,,-14.16,7.60,-100.00,,-25.05,6.57,-2.98,12.38,-10.62,9.93,-2.54,13.58,-4.57,8.94,3.03,20.24,-8.30,-1.24,5.34,3.42,-5.30,9.86,-7.28,16.28,-3.65,4.61,-1.48,26.60,-13.90,9.65
BalanceCurrentInvestments,,9000,9000,9000,,0,0,250000,,,,,,,,,,,,,,,,,,,,35357000,23858000,12831000,354000,204000,102000,,,
BalanceCurrentInvestments_yy,,,,,,-100.00,-100.00,2677.78,,,,-100.00,,,,,,,,,,,,,,,,,,,,-99.42,-99.57,-100.00,-100.00,-100.00
BalanceCurrentInvestments_sy,,,,,,-20.01,-12.99,-5.34,,,,-14.61,,,,,,,,,,,,,,,,,,,,-27.67,-20.03,-25.00,-37.32,-4.45
BalanceCurrentInvestments_qq,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,-32.52,-46.22,-97.24,-42.36,-50.05,-100.00,,
BalanceCurrentInvestments_sq,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,-22.12,0.81,-3.50,-2.83,-0.40,,
BalanceCash,,743000,180000,762000,,511000,895000,586000,,378000,233000,278000,352000,542000,822000,494000,601000,399000,607000,243000,897000,707000,507000,502000,294000,2713000,116000,626000,543000,1552000,8780000,1255000,541000,383000,481000,940000
BalanceCash_yy,,,,,,-31.22,397.22,-23.10,,-26.03,-73.97,-52.56,,43.39,252.79,77.60,70.81,-26.46,-26.21,-50.76,49.12,77.31,-16.39,106.42,-67.17,283.85,-77.08,24.77,84.45,-42.78,7453.33,100.54,-0.36,-75.34,-94.53,-25.11
BalanceCash_sy,,,,,,-4.34,10.79,-6.29,,2.22,-3.03,-2.80,,15.20,17.04,8.81,-2.40,0.91,10.41,10.48,2.10,15.77,-13.33,29.94,2.23,43.00,6.95,-0.50,10.48,-5.74,23.39,20.09,7.03,-3.22,-1.97,3.29
BalanceCash_qq,,,-75.77,323.33,-100.00,,75.15,-34.53,-100.00,,-38.36,19.31,26.62,53.98,51.66,-39.94,21.78,-33.71,52.19,-59.92,268.84,-21.18,-28.23,-1.06,-41.34,821.63,-95.71,438.57,-13.29,185.90,465.69,-85.70,-56.92,-29.24,25.57,95.61
BalanceCash_sq,,,-7.12,4.75,-100.00,,-2.91,0.43,-100.00,,-7.74,-6.56,-0.76,24.92,2.46,-14.45,4.15,17.41,5.46,-29.15,-5.80,23.59,-0.76,2.00,-17.96,46.15,-28.09,-1.18,4.28,26.30,13.46,-8.78,-14.68,7.76,-4.11,3.09
BalanceOtherCurrentAssets,,420000,616000,956000,,158000,428000,352000,,182000,436000,525000,346000,225000,505000,461000,320000,237000,513000,454000,308000,184000,515000,452000,300000,170000,480000,456000,316000,216000,474000,440000,355000,260000,460000,1310000
BalanceOtherCurrentAssets_yy,,,,,,-62.38,-30.52,-63.18,,15.19,1.87,49.15,,23.63,15.83,-12.22,-7.39,5.45,1.49,-1.53,-4.02,-22.39,0.51,-0.37,-2.44,-7.44,-6.78,0.92,5.49,26.90,-1.32,-3.66,12.09,20.18,-2.90,198.03
BalanceOtherCurrentAssets_sy,,,,,,17.67,28.45,3.48,,13.19,24.00,30.84,,18.51,14.38,-12.22,-0.51,8.12,24.82,5.11,29.55,15.80,4.91,-7.48,-1.99,-0.40,-5.64,7.62,29.59,22.24,21.04,22.77,8.31,-0.62,-2.60,4.72
BalanceOtherCurrentAssets_qq,,,46.67,55.19,-100.00,,170.89,-17.76,-100.00,,139.56,20.41,-34.10,-34.97,124.44,-8.74,-30.47,-25.95,116.02,-11.46,-32.23,-40.12,179.76,-12.23,-33.64,-43.19,181.74,-4.98,-30.64,-31.66,119.09,-7.22,-19.30,-26.73,77.01,184.74
BalanceOtherCurrentAssets_sq,,,26.97,4.11,-100.00,,24.40,-6.98,-100.00,,19.78,-4.24,-6.52,-2.77,12.94,-8.66,-7.97,-11.27,19.48,-0.86,-10.29,,24.03,-5.60,-13.65,-4.08,13.70,9.03,1.77,-0.76,10.00,6.26,-4.91,-9.40,8.52,7.99
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,,33578000,30416000,37964000,,52356000,42352000,42104000,,60313000,40113000,48318000,47211000,63699000,48415000,51606000,43438000,57098000,47196000,55993000,50911000,57005000,50409000,49095000,47331000,50206000,46463000,82771000,67451000,60287000,52129000,53580000,47335000,48102000,45090000,47125000
BalanceTotalAssets_yy,,,,,,55.92,39.24,10.91,,15.20,-5.29,14.76,,5.61,20.70,6.80,-7.99,-10.36,-2.52,8.50,17.20,-0.16,6.81,-12.32,-7.03,-11.93,-7.83,68.59,42.51,20.08,12.20,-35.27,-29.82,-20.21,-13.50,-12.05
BalanceTotalAssets_sy,,,,,,9.51,9.90,6.68,,9.75,11.99,8.10,,7.56,12.27,11.01,6.42,7.75,8.03,3.34,7.55,11.16,7.96,7.01,12.37,6.62,5.23,7.30,5.08,6.36,8.83,6.76,6.43,5.64,4.20,5.78
BalanceTotalAssets_qq,,,-9.42,24.82,-100.00,,-19.11,-0.59,-100.00,,-33.49,20.45,-2.29,34.92,-23.99,6.59,-15.83,31.45,-17.34,18.64,-9.08,11.97,-11.57,-2.61,-3.59,6.07,-7.46,78.15,-18.51,-10.62,-13.53,2.78,-11.66,1.62,-6.26,4.51
BalanceTotalAssets_sq,,,-3.08,2.09,-100.00,,-5.24,1.78,-100.00,,-3.24,2.41,1.13,6.64,1.00,2.23,1.09,5.24,1.56,1.48,-0.19,8.93,0.94,-0.07,0.38,4.84,-2.34,3.15,2.67,7.55,-0.39,0.63,-0.74,5.36,-2.04,2.11
BalanceCapital,,12108000,12387000,11175000,,17094000,18658000,18994000,,19855000,19657000,19397000,20956000,21950000,22302000,21676000,21850000,23860000,24233000,23470000,24707000,25414000,26413000,25127000,25712000,26197000,26152000,50003000,49832000,33890000,33163000,31433000,30363000,28430000,27762000,27820000
BalanceCapital_yy,,,,,,41.18,50.63,69.97,,16.15,5.35,2.12,,10.55,13.46,11.75,4.26,8.70,8.66,8.27,13.08,6.51,9.00,7.06,4.07,3.08,-0.99,99.00,93.81,29.37,26.81,-37.14,-39.07,-16.11,-16.29,-11.49
BalanceCapital_sy,,,,,,3.64,6.76,6.07,,8.08,6.88,6.80,,3.30,6.16,6.00,6.50,8.77,5.77,4.26,2.34,3.92,4.15,3.20,3.52,2.46,3.04,4.00,3.32,8.54,2.47,3.48,5.23,4.69,6.73,3.21
BalanceCapital_qq,,,2.30,-9.78,-100.00,,9.15,1.80,-100.00,,-1.00,-1.32,8.04,4.74,1.60,-2.80,0.80,9.20,1.56,-3.15,5.27,2.86,3.93,-4.87,2.33,1.88,-0.17,91.20,-0.34,-31.99,-2.14,-5.22,-3.41,-6.37,-2.35,0.21
BalanceCapital_sq,,,0.63,-0.18,-100.00,,2.64,0.93,-100.00,,1.14,-0.15,1.16,2.92,2.90,-1.04,1.68,3.20,1.68,-1.62,1.05,3.02,1.79,-2.35,2.49,1.92,1.16,-1.28,1.12,3.86,0.68,-2.14,2.54,2.59,0.62,
BalanceShareCapital,,630000,630000,630000,,730000,730000,730000,,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000,730000
BalanceShareCapital_yy,,,,,,15.87,15.87,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,0,0,-1312000,,-1195000,-1000,-1000,,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000
BalanceOwnShares_yy,,,,,,,,99.92,,99.92,,,,,,-9.60,-9.60,-9.60,-9.60,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,10.16,,10.16,,,,,,2.42,,,-3.84,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,100.00,,99.92,,100.00,,,,,,,-9.60,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,100.00,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,9330000,9100000,11478000,,15699000,15786000,17485000,,17173000,17173000,19126000,19126000,19126000,19126000,20637000,20637000,20637000,20637000,22328000,22328000,22328000,22328000,24188000,24188000,24188000,24188000,24790000,24790000,24790000,24790000,33161000,33161000,33161000,33161000,27701000
BalanceReserve_yy,,,,,,68.26,73.47,52.33,,9.39,8.79,9.39,,11.37,11.37,7.90,7.90,7.90,7.90,8.19,8.19,8.19,8.19,8.33,8.33,8.33,8.33,2.49,2.49,2.49,2.49,33.77,33.77,33.77,33.77,-16.47
BalanceReserve_sy,,,,,,0.02,1.08,0.78,,0.42,0.15,1.00,,2.78,1.60,0.38,0.75,0.75,1.02,1.99,1.46,5.27,1.84,1.86,2.26,0.76,1.80,5.04,3.01,4.18,3.15,3.19,3.47,3.54,3.46,1.36
BalanceReserve_qq,,,-2.47,26.13,-100.00,,0.55,10.76,-100.00,,,11.37,,,,7.90,,,,8.19,,,,8.33,,,,2.49,,,,33.77,,,,-16.47
BalanceReserve_sq,,,,0.26,-100.00,,,0.15,-100.00,,,0.21,,,,0.56,,,,0.68,,,,0.96,,,,3.15,,,,2.21,,,,1.36
BalanceNonshareCapital,,697000,812000,804000,,770000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,10.47,-100.00,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,-0.60,-9.30,2.80,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,16.50,-0.99,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,-2.86,2.39,-100.00,,-4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,1538000,1485000,9743000,,11359000,10970000,10957000,,10410000,10617000,9818000,9652000,9382000,9246000,8997000,8675000,8544000,8593000,8220000,8072000,8132000,7785000,8121000,8106000,8889000,8594000,8355000,8069000,8129000,7917000,7818000,7530000,7113000,6962000,6706000
BalanceNoncurrentLiabilities_yy,,,,,,638.56,638.72,12.46,,-8.35,-3.22,-10.40,,-9.88,-12.91,-8.36,-10.13,-8.93,-7.06,-8.64,-6.95,-4.82,-9.41,-1.21,0.42,9.30,10.40,2.88,-0.45,-8.55,-7.88,-6.43,-6.68,-12.49,-12.06,-14.23
BalanceNoncurrentLiabilities_sy,,,,,,10.00,25.06,-3.32,,-5.11,1.36,-7.62,,-2.88,6.79,3.84,8.23,-3.51,-4.61,-4.66,3.26,18.03,-3.28,6.70,21.27,9.98,9.88,9.70,-2.03,3.00,5.85,-9.98,-7.76,11.57,10.22,13.08
BalanceNoncurrentLiabilities_qq,,,-3.45,556.09,-100.00,,-3.42,-0.12,-100.00,,1.99,-7.53,-1.69,-2.80,-1.45,-2.69,-3.59,-1.51,0.57,-4.34,-1.81,0.75,-4.27,4.32,-0.19,9.66,-3.31,-2.78,-3.42,0.74,-2.61,-1.25,-3.68,-5.54,-2.13,-3.68
BalanceNoncurrentLiabilities_sq,,,-1.40,-0.09,-100.00,,-5.08,-0.12,-100.00,,-2.63,-5.44,-0.16,-0.66,1.51,-0.75,-0.88,-5.15,7.86,-7.07,-0.77,6.80,-0.92,0.92,0.04,2.18,-0.64,-0.26,-2.10,3.54,-2.39,-5.00,-0.89,-0.46,1.36,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,480000,434000,2512000,,1931000,1633000,1333000,,736000,1117000,963000,997000,948000,1013000,965000,845000,907000,883000,672000,589000,482000,331000,494000,412000,1030000,919000,774000,668000,549000,472000,375000,326000,286000,260000,233000
BalanceNoncurrentBorrowings_yy,,,,,,302.29,276.27,-46.93,,-61.89,-31.60,-27.76,,28.80,-9.31,0.25,-15.29,-4.34,-12.83,-30.38,-30.20,-46.87,-62.52,-26.43,-30.18,113.87,177.81,56.50,62.42,-46.71,-48.70,-51.54,-51.16,-47.87,-44.97,-37.94
BalanceNoncurrentBorrowings_sy,,,,,,6.73,-8.53,-13.08,,-15.08,-17.39,-21.14,,7.96,-9.31,-0.40,12.75,-4.34,2.61,-16.89,-9.60,26.72,-11.35,-3.16,10.22,0.94,-0.74,-4.78,-8.90,-9.00,-4.18,-17.93,-14.96,-6.78,-8.50,1.11
BalanceNoncurrentBorrowings_qq,,,-9.58,478.80,-100.00,,-15.43,-18.37,-100.00,,51.77,-13.79,3.53,-4.91,6.86,-4.70,-12.52,7.38,-2.63,-23.88,-12.30,-18.26,-31.32,49.42,-16.77,150.37,-10.78,-15.83,-13.62,-17.85,-14.12,-20.48,-12.94,-12.33,-9.33,-10.34
BalanceNoncurrentBorrowings_sq,,,-1.61,-5.50,-100.00,,-4.11,-7.50,-100.00,,-1.94,-9.51,-0.03,-10.62,-1.22,-2.29,-1.01,-10.02,0.80,-10.96,1.73,-7.06,-4.20,-0.60,-4.96,-1.28,-6.10,-12.67,-5.20,-2.30,-4.57,-11.75,-1.46,-9.30,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,1058000,1051000,7231000,,9428000,9337000,9624000,,9674000,9500000,8855000,8655000,8434000,8233000,8032000,7830000,7637000,7710000,7548000,7482000,7650000,7454000,7627000,7694000,7858000,7675000,7581000,7401000,7580000,7445000,7443000,7204000,6827000,6702000,6473000
BalanceNoncurrentOtherLiabilities_yy,,,,,,791.12,788.39,33.09,,2.61,1.75,-7.99,,-12.82,-13.34,-9.29,-9.53,-9.45,-6.35,-6.02,-4.44,0.17,-3.32,1.04,2.83,2.72,2.97,-0.60,-3.81,-3.55,-2.99,-1.82,-2.66,-9.93,-9.98,-13.03
BalanceNoncurrentOtherLiabilities_sy,,,,,,8.79,32.72,13.39,,12.44,12.54,-12.11,,-7.51,8.98,-6.14,-4.50,-11.73,-9.88,-1.73,-9.07,0.17,-1.89,5.21,16.50,5.20,6.79,10.40,13.16,2.13,4.21,-1.12,-2.32,28.32,14.77,17.71
BalanceNoncurrentOtherLiabilities_qq,,,-0.66,588.01,-100.00,,-0.97,3.07,-100.00,,-1.80,-6.79,-2.26,-2.55,-2.38,-2.44,-2.52,-2.46,0.95,-2.10,-0.88,2.25,-2.57,2.32,0.88,2.13,-2.34,-1.22,-2.38,2.41,-1.77,-0.03,-3.21,-5.23,-1.83,-3.42
BalanceNoncurrentOtherLiabilities_sq,,,-1.80,0.34,-100.00,,-3.63,4.99,-100.00,,-0.64,-5.49,-2.82,-2.88,-2.01,-2.30,-0.96,-5.20,6.35,-2.10,-0.77,8.34,0.20,-0.12,-0.52,3.66,-0.20,3.85,-1.87,0.24,-1.01,-2.86,-2.82,3.74,-0.61,
BalanceCurrentLiabilities,,19235000,15732000,16242000,,23133000,12724000,12153000,,30048000,9839000,19103000,16603000,32367000,16867000,20932000,12913000,24695000,14370000,24303000,18132000,23460000,16211000,15847000,13513000,15120000,11716000,24413000,9549000,18268000,11048000,14329000,9441000,12559000,10367000,12599000
BalanceCurrentLiabilities_yy,,,,,,20.27,-19.12,-25.18,,29.89,-22.67,57.19,,7.72,71.43,9.57,-22.22,-23.70,-14.80,16.11,40.42,-5.00,12.81,-34.79,-25.48,-35.55,-27.73,54.05,-29.33,20.82,-5.70,-41.31,-1.13,-31.25,-6.17,-12.07
