,2005/Q3,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q3,2008/Q4,2009/Q3,2009/Q4,2010/Q3,2010/Q4,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
BalanceNoncurrentAssets_qq,,47.51,,-1.57,-0.09,2.88,-0.05,12.51,,20.89,,0.02,,-4.65,,-1.02,-0.65,-1.19,0.85,-3.15,-12.83,-0.47,2.43,-10.08,-2.37,2.74,-1.89,11.10,-3.29,-5.56,30.54,5.52,-7.40,73.36,-27.68,3.43,-4.47,-8.39,-14.44,3.62,18.03
BalanceNoncurrentAssets_sq,,3.93,,4.54,-0.29,3.00,-100.00,6.58,,12.16,,1.69,,1.77,,2.25,0.01,-0.37,-0.22,0.24,-0.62,1.18,-0.06,0.36,1.44,0.56,1.22,1.19,-0.30,1.67,1.16,1.82,-0.24,1.35,0.48,2.20,0.31,-0.61,0.25,2.70,0.26
BalanceIntangibleAssets,932000,1322000,1497000,1374000,1348000,1231000,1231000,3663000,2300000,4684000,3717000,4684000,4743000,4662000,4147000,3879000,3612000,3497000,3225000,2950000,2685000,2419000,2153000,1894000,1635000,1659000,1396000,2515000,2086000,1773000,1565000,1311000,1191000,1083000,986000,1454000,1625000,1938000,2297000,2633000,2815000
BalanceIntangibleAssets_yy,,,60.62,3.93,,,-17.77,166.59,86.84,27.87,61.61,,27.60,-0.47,-12.57,-16.80,,,-22.23,-23.95,-25.66,-30.83,-33.24,-35.80,-39.11,-31.42,-35.16,32.79,27.58,6.87,12.11,-47.87,-42.91,-38.92,-37.00,10.91,36.44,78.95,132.96,81.09,73.23
BalanceIntangibleAssets_sy,,,-3.40,6.77,,,-79.03,8.33,54.96,27.87,-64.41,,16.08,9.10,46.04,4.80,,,-17.62,0.24,0.20,0.04,-0.28,0.78,1.04,-1.83,-0.13,2.14,4.74,3.87,3.13,4.82,2.59,3.92,4.58,3.62,-0.06,6.73,6.44,5.18,-0.12
BalanceIntangibleAssets_qq,,41.85,,-8.22,-1.89,-8.68,,197.56,,103.65,,26.02,,-1.71,,-6.46,-6.88,-3.18,-7.78,-8.53,-8.98,-9.91,-11.00,-12.03,-13.67,1.47,-15.85,80.16,-17.06,-15.00,-11.73,-16.23,-9.15,-9.07,-8.96,47.46,11.76,19.26,18.52,14.63,6.91
BalanceIntangibleAssets_sq,,-0.16,,1.47,-1.33,-0.76,,17.10,,11.65,,31.30,,8.94,,-3.54,-0.93,-0.23,-1.82,-0.22,-1.51,-0.02,-0.55,-0.20,-0.16,-0.05,0.03,1.00,-0.12,0.14,-0.12,0.13,-0.51,-0.12,-0.24,1.42,-0.20,-0.05,-0.18,1.13,0.04
BalanceProperty,2903000,4611000,6337000,6199000,5866000,5865000,5865000,4180000,3973000,2515000,3056000,2515000,3534000,3300000,2533000,2782000,2687000,2859000,2594000,2449000,2199000,1941000,1987000,1780000,1537000,1255000,1050000,1110000,1321000,1609000,2515000,3093000,3071000,2881000,2719000,3325000,3121000,2777000,2534000,2336000,2063000
BalanceProperty_yy,,,118.29,34.44,,,-7.45,-32.57,-32.26,-39.83,-23.08,,15.64,31.21,-28.32,-15.70,,,2.41,-11.97,-18.16,-32.11,-23.40,-27.32,-30.10,-35.34,-47.16,-37.64,-14.05,28.21,139.52,178.65,132.48,79.06,8.11,7.50,1.63,-3.61,-6.80,-29.74,-33.90
BalanceProperty_sy,,,6.06,32.14,,,-53.72,28.99,20.28,17.68,-18.40,,0.06,0.33,20.04,4.66,,,16.78,2.33,-1.50,0.66,-0.26,3.59,6.39,3.39,7.66,1.70,-0.17,10.79,6.54,7.53,8.49,2.55,1.34,0.21,0.96,-2.66,-0.12,0.53,-1.37
BalanceProperty_qq,,58.84,,-2.18,-5.37,-0.02,,-28.73,,-36.70,,-17.70,,-6.62,,9.83,-3.41,6.40,-9.27,-5.59,-10.21,-11.73,2.37,-10.42,-13.65,-18.35,-16.33,5.71,19.01,21.80,56.31,22.98,-0.71,-6.19,-5.62,22.29,-6.14,-11.02,-8.75,-7.81,-11.69
BalanceProperty_sq,,5.13,,-1.08,1.11,3.94,,0.64,,9.89,,0.10,,2.58,,11.72,-0.50,-0.47,-1.34,-0.90,-0.54,-0.58,-0.13,0.66,1.70,-0.57,1.29,0.20,-1.50,1.82,0.42,2.12,-0.20,0.20,-0.16,,-0.77,-0.56,-0.83,-0.39,-0.24
BalanceNoncurrentReceivables,,,,,,,,62000,,795000,889000,795000,895000,665000,661000,800000,800000,629000,1415000,1714000,1237000,1197000,2348000,1794000,1586000,1257000,1541000,1016000,795000,555000,958000,1140000,981000,779000,620000,543000,430000,291000,179000,17000,17000
BalanceNoncurrentReceivables_yy,,,,,,,,,,1182.26,,,0.67,-16.35,-26.15,20.30,,,114.07,114.25,54.62,90.30,65.94,4.67,28.21,5.01,-34.37,-43.37,-49.87,-55.85,-37.83,12.20,23.40,40.36,-35.28,-52.37,-56.17,-62.64,-71.13,-96.87,-96.05
BalanceNoncurrentReceivables_sy,,,,,,,,,,28.50,,,18.76,,-11.70,20.30,,,-8.74,-14.53,5.04,-11.93,15.34,-3.41,,-14.24,-17.38,-30.77,-10.89,,-12.20,,,,,,0.58,-3.67,0.58,1.40,1.15
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,-10.57,,-25.70,,21.03,,-21.38,124.96,21.13,-27.83,-3.23,96.16,-23.59,-11.59,-20.74,22.59,-34.07,-21.75,-30.19,72.61,19.00,-13.95,-20.59,-20.41,-12.42,-20.81,-32.33,-38.49,-90.50,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,-7.79,,-0.76,,-3.62,,,,-14.42,-8.41,,2.66,,-0.40,,,-9.69,-0.94,-0.17,,-2.17,,,,,,0.48,0.48,0.96,
BalanceNoncurrInvestments,388000,375000,854000,859000,859000,1106000,1106000,815000,926000,1133000,1209000,1133000,998000,781000,772000,781000,781000,666000,666000,554000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,,1000000,2640000
BalanceNoncurrInvestments_yy,,,120.10,129.07,,,29.51,-5.12,-16.27,39.02,30.56,,-17.45,-31.07,-22.65,,,,-13.73,-29.07,-37.26,-26.43,-26.43,-11.55,,,,,,,,,,,,,,,-100.00,104.08,438.78
BalanceNoncurrInvestments_sy,,,114.28,19.06,,,-100.00,-24.12,-54.74,,-100.00,,533.99,,-11.32,,,,-26.09,-9.62,-1.50,-5.74,0.66,-3.02,,,,,,,,,,,,,,,-12.10,-4.96,-0.58
BalanceNoncurrInvestments_qq,,-3.35,,0.59,,28.75,,-26.31,,22.35,,-6.29,,-21.74,,1.17,,-14.72,,-16.82,-11.55,,,,,,,,,,,,,,,,,,-100.00,,164.00
BalanceNoncurrInvestments_sq,,-1.68,,0.59,,,,-62.60,,-50.00,,-19.55,,-10.87,,-9.50,,,,,,,,,,,,,,,,,,,,,,,-0.10,,
BalanceOtherNoncurrentAssets,397000,507000,599000,709000,1060000,1194000,1189000,1846000,1967000,1954000,2208000,1954000,2492000,2665000,1847000,1616000,1914000,2026000,1859000,1785000,1628000,2153000,1421000,1594000,2125000,2914000,2955000,3126000,3293000,3114000,4316000,4353000,3885000,11441000,7243000,6660000,6248000,5419000,4329000,3691000,3887000
BalanceOtherNoncurrentAssets_yy,,,50.88,39.84,,,98.50,160.37,65.43,5.85,12.25,,12.86,36.39,-25.88,-39.36,,,0.65,10.46,-14.94,6.27,-23.56,-10.70,30.53,35.35,107.95,96.11,54.96,6.86,46.06,39.25,17.98,267.41,67.82,53.00,60.82,-52.64,-40.23,-44.58,-37.79
BalanceOtherNoncurrentAssets_sy,,,-23.80,12.14,,,-56.53,52.95,26.59,36.73,-63.12,,16.78,15.16,-3.97,32.27,,,17.34,14.45,19.05,6.27,-3.75,5.86,13.81,4.67,9.07,25.42,20.96,8.88,31.29,7.46,17.98,24.42,16.06,26.03,9.53,8.29,9.59,-3.00,-5.31
BalanceOtherNoncurrentAssets_qq,,27.71,,18.36,49.51,12.64,-0.42,55.26,,-0.66,,-11.50,,6.94,,-12.51,18.44,5.85,-8.24,-3.98,-8.80,32.25,-34.00,12.17,33.31,37.13,1.41,5.79,5.34,-5.44,38.60,0.86,-10.75,194.49,-36.69,-8.05,-6.19,-13.27,-20.11,-14.74,5.31
BalanceOtherNoncurrentAssets_sq,,27.85,,16.91,,5.69,-100.00,22.95,,30.08,,11.88,,15.12,,37.08,-4.51,2.94,-4.85,7.65,-0.22,1.77,-0.47,5.11,,1.00,1.41,21.50,0.54,1.49,1.54,17.48,,2.96,0.64,11.08,0.18,1.82,-1.56,-3.42,-2.08
BalanceCurrentAssets,43320000,32570000,34965000,26627000,62741000,24182000,24182000,31626000,38340000,24856000,45371000,24856000,36800000,24814000,34896000,24964000,22324000,23450000,36444000,30239000,26082000,58613000,36362000,34282000,34991000,43546000,40787000,47964000,48175000,42839000,65950000,44587000,51707000,59897000,59942000,39829000,59987000,46840000,81273000,48082000,41509000
BalanceCurrentAssets_yy,,,-19.29,-18.25,,,-30.84,18.77,58.55,-21.41,18.34,,-18.89,-0.17,-5.17,0.60,,,4.44,21.13,16.83,149.95,-0.23,13.37,34.16,-25.71,12.17,39.91,37.68,-1.62,61.69,-7.04,7.33,39.82,-9.11,-10.67,16.01,-21.80,35.59,20.72,-30.80
BalanceCurrentAssets_sy,,,-8.57,9.20,,,-65.42,50.62,42.24,8.40,-41.40,,-5.47,16.74,6.15,10.23,,,12.44,1.82,13.38,16.50,6.02,10.63,6.40,9.18,9.22,8.68,8.78,6.21,10.38,10.86,7.48,6.80,7.32,7.48,13.43,8.04,10.42,0.67,4.17
BalanceCurrentAssets_qq,,-24.82,,-23.85,135.63,-61.46,,30.78,,-35.17,,-45.22,,-32.57,,-28.46,-10.58,5.04,55.41,-17.03,-13.75,124.73,-37.96,-5.72,2.07,24.45,-6.34,17.60,0.44,-11.08,53.95,-32.39,15.97,15.84,0.08,-33.55,50.61,-21.92,73.51,-40.84,-13.67
BalanceCurrentAssets_sq,,6.10,,21.46,-7.06,4.14,,27.77,,11.54,,7.70,,16.68,,18.31,-10.22,3.01,1.11,13.65,-3.81,-0.12,0.43,14.65,3.31,1.40,-0.19,16.79,1.06,-3.00,0.06,9.30,-5.14,2.46,0.40,14.26,-2.30,1.36,-1.09,4.77,-6.50
BalanceInventory,4622000,3059000,3512000,2390000,18402000,1584000,1584000,2798000,2630000,817000,1574000,817000,2701000,1678000,3815000,485000,863000,1284000,8932000,1697000,4144000,1017000,449000,364000,2030000,855000,7321000,425000,758000,606000,4094000,6860000,718000,1109000,1050000,252000,102000,448000,2391000,2462000,277000
BalanceInventory_yy,,,-24.02,-21.87,,,-54.90,17.07,66.04,-70.80,-40.15,,71.60,105.39,41.24,-71.10,,,134.13,249.90,380.19,-20.79,-94.97,-78.55,-51.01,-15.93,1530.51,16.76,-62.66,-29.12,-44.08,1514.12,-5.28,83.00,-74.35,-96.33,-85.79,-59.60,127.71,876.98,171.57
BalanceInventory_sy,,,-24.02,-16.22,,,-77.45,39.04,-17.26,,-46.87,,63.58,43.56,41.24,8.20,,,0.06,-0.27,-6.94,-11.47,8.44,10.43,11.86,20.69,-5.97,-9.02,-0.22,3.19,3.60,2.14,-6.36,-8.70,-8.44,-14.39,-17.05,3.46,6.47,21.03,8.52
BalanceInventory_qq,,-33.82,,-31.95,669.96,-91.39,,76.64,,-68.94,,-48.09,,-37.87,,-87.29,77.94,48.78,595.64,-81.00,144.20,-75.46,-55.85,-18.93,457.69,-57.88,756.26,-94.19,78.35,-20.05,575.58,67.56,-89.53,54.46,-5.32,-76.00,-59.52,339.22,433.71,2.97,-88.75
BalanceInventory_sq,,-0.80,,-2.12,16.70,31.13,,-15.19,,-47.88,,-43.01,,-17.60,,-35.64,6.47,-4.37,-1.92,-9.62,13.19,-3.56,9.59,-14.78,7.74,8.48,0.15,-20.54,19.98,0.29,2.50,-18.10,17.14,5.77,1.30,-20.56,10.20,6.66,0.08,-4.89,11.69
BalanceCurrentReceivables,32006000,23950000,25688000,16693000,19328000,11368000,11368000,12357000,21558000,8639000,27562000,8639000,18112000,11625000,16875000,14192000,9220000,9599000,15102000,11748000,11935000,37427000,18168000,16876000,14727000,18102000,15226000,21529000,22681000,18920000,27397000,16881000,30528000,33537000,22677000,11621000,32937000,17658000,48989000,22345000,23319000
BalanceCurrentReceivables_yy,,,-19.74,-30.30,,,-55.75,-25.97,89.64,-30.09,27.85,,-34.29,34.56,-6.83,22.08,,,-10.51,-17.22,29.45,289.91,20.30,43.65,23.39,-51.63,-16.19,27.57,54.01,4.52,79.94,-21.59,34.60,77.26,-17.23,-31.16,7.89,-47.35,116.03,92.28,-29.20
BalanceCurrentReceivables_sy,,,-11.26,-11.40,,,-77.88,64.81,1.36,16.27,-64.72,,24.68,32.17,7.06,22.25,,,8.00,0.70,13.30,12.30,20.40,22.30,10.19,8.59,15.77,21.23,15.24,15.24,25.05,-9.84,-6.52,5.10,-10.19,5.68,4.19,2.75,1.68,7.46,8.87
BalanceCurrentReceivables_qq,,-25.17,,-35.02,15.79,-41.18,,8.70,,-59.93,,-68.66,,-35.82,,-15.90,-35.03,4.11,57.33,-22.21,1.59,213.59,-51.46,-7.11,-12.73,22.92,-15.89,41.40,5.35,-16.58,44.80,-38.38,80.84,9.86,-32.38,-48.75,183.43,-46.39,177.43,-54.39,4.36
BalanceCurrentReceivables_sq,,24.72,,5.24,0.29,-1.03,,8.08,,27.18,,18.79,,21.88,,18.05,-25.05,6.57,-2.98,12.38,-10.62,9.93,-2.54,13.58,-4.57,8.94,3.03,20.24,-8.30,-1.24,5.34,3.42,-5.30,9.86,-7.28,16.28,-3.65,4.61,-1.48,26.60,-13.90
BalanceCurrentInvestments,,18000,32000,30000,50000,56000,56000,,296000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,354000,
BalanceCurrentInvestments_yy,,,,66.67,,,75.00,-100.00,428.57,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,-16.24,,,5.64,-11.34,-2.21,,-54.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,,,-6.25,66.67,12.00,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00
BalanceCurrentInvestments_sq,,,,-6.25,45.36,-39.15,,-80.46,,-26.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.39
BalanceCash,3277000,5205000,4778000,4195000,20396000,4422000,4422000,5309000,5065000,4899000,5782000,4899000,5347000,511000,7584000,3524000,3546000,3773000,4210000,7279000,1011000,7300000,11020000,10138000,6709000,5093000,5899000,8779000,8620000,8228000,20437000,7425000,8892000,6069000,13116000,3605000,2255000,4210000,14246000,5121000,2473000
BalanceCash_yy,,,45.80,-19.40,,,-7.45,26.56,14.54,-7.72,14.16,,-7.52,-89.57,41.84,589.63,,,-44.49,106.56,-71.49,93.48,161.76,39.28,563.60,-30.23,-46.47,-13.41,28.48,61.56,246.45,-15.42,3.16,-26.24,-35.82,-51.45,-74.64,-30.63,8.62,42.05,9.67
BalanceCash_sy,,,6.94,0.78,,,-76.79,26.56,117.23,-4.06,-54.45,,-7.39,-4.34,8.21,2.22,,,-5.67,15.20,17.04,8.81,-2.40,0.91,10.41,10.48,2.10,15.77,-13.33,29.94,2.23,43.00,6.95,-0.50,10.48,-5.74,23.39,20.09,7.03,-3.22,-1.97
BalanceCash_qq,,58.83,,-12.20,386.20,-78.32,,20.06,,-3.28,,-15.27,,-90.44,,-53.53,0.62,6.40,11.58,72.90,-86.11,622.06,50.96,-8.00,-33.82,-24.09,15.83,48.82,-1.81,-4.55,148.38,-63.67,19.76,-31.75,116.11,-72.51,-37.45,86.70,238.38,-64.05,-51.71
BalanceCash_sq,,58.83,,43.06,-11.23,-28.92,,76.64,,14.87,,15.50,,18.64,,7.04,-7.74,-6.56,-0.76,24.92,2.46,-14.45,4.15,17.41,5.46,-29.15,-5.80,23.59,-0.76,2.00,-17.96,46.15,-28.09,-1.18,4.28,26.30,13.46,-8.78,-14.68,7.76,-4.11
BalanceOtherCurrentAssets,3415000,338000,955000,3319000,4565000,6752000,6752000,11162000,8791000,10501000,10453000,10501000,10640000,11000000,6622000,6763000,8695000,8794000,8200000,9515000,8992000,12869000,6725000,6904000,11525000,19496000,12341000,17231000,16116000,15085000,14022000,13421000,11569000,19182000,23099000,24351000,24693000,24524000,15647000,17800000,15440000
BalanceOtherCurrentAssets_yy,,,-72.04,881.95,,,607.02,236.31,30.20,-5.92,18.91,,1.79,4.75,-37.76,-38.52,,,23.83,40.69,3.42,46.34,-17.99,-27.44,28.17,51.50,83.51,149.58,39.84,-22.63,13.62,-22.11,-28.21,27.16,64.73,81.44,113.44,27.85,-32.26,-26.90,-37.47
BalanceOtherCurrentAssets_sy,,,-10.90,92.76,,,-100.00,52.83,30.20,-1.44,-39.76,,1.79,17.67,-4.66,13.19,,,34.37,18.51,14.38,-12.22,-0.51,8.12,24.82,5.11,29.55,15.80,4.91,-7.48,-1.99,-0.40,-5.64,7.62,29.59,22.24,21.04,22.77,8.31,-0.62,-2.60
BalanceOtherCurrentAssets_qq,,-90.10,,247.54,37.54,47.91,,65.31,,19.45,,0.46,,3.38,,2.13,28.57,1.14,-6.75,16.04,-5.50,43.12,-47.74,2.66,66.93,69.16,-36.70,39.62,-6.47,-6.40,-7.05,-4.29,-13.80,65.81,20.42,5.42,1.40,-0.68,-36.20,13.76,-13.26
BalanceOtherCurrentAssets_sq,,-45.92,,1.55,31.06,8.86,,0.66,,11.09,,-12.50,,6.63,,-3.30,19.78,-4.24,-6.52,-2.77,12.94,-8.66,-7.97,-11.27,19.48,-0.86,-10.29,,24.03,-5.60,-13.65,-4.08,13.70,9.03,1.77,-0.76,10.00,6.26,-4.91,-9.40,8.52
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,47940000,39385000,44252000,35768000,71874000,33578000,33573000,42192000,47506000,35937000,56450000,35937000,49462000,36887000,44856000,34822000,32118000,33127000,46203000,39691000,34321000,66813000,44761000,41834000,42364000,51121000,48219000,56221000,56160000,50380000,75794000,54974000,61325000,76571000,72000000,52301000,71901000,57755000,90612000,57759000,52931000
BalanceTotalAssets_yy,,,-7.69,-9.18,,,-24.13,17.96,41.50,-14.83,18.83,,-12.38,2.64,-9.31,-5.60,,,3.00,13.98,6.86,101.69,-3.12,5.40,23.43,-23.49,7.73,34.39,32.57,-1.45,57.19,-2.22,9.20,51.99,-5.01,-4.86,17.25,-24.57,25.85,10.44,-26.38
BalanceTotalAssets_sy,,,-3.60,8.70,,,-62.07,47.98,28.03,6.81,-35.48,,7.68,9.51,21.54,9.75,,,29.12,7.56,12.27,11.01,6.42,7.75,8.03,3.34,7.55,11.16,7.96,7.01,12.37,6.62,5.23,7.30,5.08,6.36,8.83,6.76,6.43,5.64,4.20
BalanceTotalAssets_qq,,-17.85,,-19.17,100.94,-53.28,-0.01,25.67,,-24.35,,-36.34,,-25.42,,-22.37,-7.77,3.14,39.47,-14.09,-13.53,94.67,-33.01,-6.54,1.27,20.67,-5.68,16.60,-0.11,-10.29,50.44,-27.47,11.55,24.86,-5.97,-27.36,37.48,-19.67,56.89,-36.26,-8.36
BalanceTotalAssets_sq,,5.12,,15.67,-2.61,4.15,-100.00,20.32,,15.22,,8.51,,8.98,,13.90,-3.24,2.41,1.13,6.64,1.00,2.23,1.09,5.24,1.56,1.48,-0.19,8.93,0.94,-0.07,0.38,4.84,-2.34,3.15,2.67,7.55,-0.39,0.63,-0.74,5.36,-2.04
BalanceCapital,22989000,21559000,21798000,22008000,22426000,21080000,21103000,22945000,23193000,19481000,21085000,19481000,18194000,16712000,18732000,18337000,18674000,17195000,17860000,1179000,18975000,18519000,19718000,19805000,20019000,18618000,19989000,19488000,19806000,18853000,19940000,19796000,19890000,18841000,19803000,18607000,18919000,19332000,20532000,21063000,21037000
BalanceCapital_yy,,,-5.18,2.08,,,-3.19,4.26,9.90,-15.10,-9.09,,-13.71,-14.21,2.96,9.72,,,-4.66,-93.57,1.61,7.70,10.40,1579.81,5.50,0.53,1.37,-1.60,-1.06,1.26,-0.25,1.58,0.42,-0.06,-0.69,-6.01,-4.88,2.61,3.68,13.20,11.20
BalanceCapital_sy,,,-1.48,19.93,,,-51.60,25.46,14.52,6.32,-30.76,,-8.09,3.64,9.25,8.08,,,14.49,3.30,6.16,6.00,6.50,8.77,5.77,4.26,2.34,3.92,4.15,3.20,3.52,2.46,3.04,4.00,3.32,8.54,2.47,3.48,5.23,4.69,6.73
BalanceCapital_qq,,-6.22,,0.96,1.90,-6.00,0.11,8.73,,-16.00,,-7.61,,-8.15,,-2.11,1.84,-7.92,3.87,-93.40,1509.41,-2.40,6.47,0.44,1.08,-7.00,7.36,-2.51,1.63,-4.81,5.77,-0.72,0.47,-5.27,5.11,-6.04,1.68,2.18,6.21,2.59,-0.12
BalanceCapital_sq,,3.47,,5.80,3.34,-0.87,-100.00,7.58,,4.74,,1.00,,5.55,,6.78,1.14,-0.15,1.16,2.92,2.90,-1.04,1.68,3.20,1.68,-1.62,1.05,3.02,1.79,-2.35,2.49,1.92,1.16,-1.28,1.12,3.86,0.68,-2.14,2.54,2.59,0.62
BalanceShareCapital,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000,2020000
BalanceShareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,18942000,18942000,18996000,18996000,18996000,18877000,18877000,20382000,20382000,20419000,20419000,20419000,20419000,20419000,17650000,17650000,17650000,17650000,17650000,,17650000,17650000,17650000,17650000,17650000,17650000,17650000,17650000,17650000,17650000,17650000,17650000,17650000,16160000,16160000,16160000,16160000,16486000,16486000,16486000,16486000
BalanceReserve_yy,,,0.29,0.29,,,-0.63,7.30,7.97,0.18,0.18,,,,-13.56,-13.56,,,,-100.00,,,,,,,,,,,,,,-8.44,-8.44,-8.44,-8.44,2.02,2.02,2.02,2.02
BalanceReserve_sy,,,0.29,0.29,,,-67.41,29.76,10.90,6.49,1.36,,,,0.06,0.42,,,,2.78,,,,,,,,,,,,,,5.04,3.01,4.18,3.15,3.19,3.47,3.54,3.46
BalanceReserve_qq,,,,,,-0.63,,7.97,,0.18,,,,,,,,,,-100.00,,,,,,,,,,,,,,-8.44,,,,2.02,,,
BalanceReserve_sq,,,,,,0.17,,0.06,,0.10,,,,,,,,,,,,,,,,,,,,,,,,3.15,,,,2.21,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,40000,1788000,2083000,2204000,2637000,2745000,2745000,3160000,2815000,2385000,2743000,2385000,2319000,2072000,1243000,1520000,1936000,1872000,1857000,3132000,3016000,3420000,3478000,2416000,2877000,4693000,3636000,7376000,6790000,6103000,6570000,5827000,10212000,8629000,13464000,10495000,9164000,7872000,6742000,4436000,4372000
BalanceNoncurrentLiabilities_yy,,,5107.50,23.27,,,31.78,43.38,2.55,-24.53,-2.56,,-15.46,-13.12,-46.40,-26.64,,,49.40,106.05,55.79,82.69,87.29,-22.86,-4.61,37.22,4.54,205.30,136.01,30.04,80.69,-21.00,50.40,41.39,104.93,80.11,-10.26,-8.77,-49.93,-57.73,-52.29
BalanceNoncurrentLiabilities_sy,,,-20.58,23.27,,,-51.37,9.62,-4.66,26.92,-43.28,,36.30,10.00,5.72,-5.11,,,49.40,-2.88,6.79,3.84,8.23,-3.51,-4.61,-4.66,3.26,18.03,-3.28,6.70,21.27,9.98,9.88,9.70,-2.03,3.00,5.85,-9.98,-7.76,11.57,10.22
BalanceNoncurrentLiabilities_qq,,4370.00,,5.81,19.65,4.10,,15.12,,-15.28,,-13.05,,-10.65,,22.28,27.37,-3.31,-0.80,68.66,-3.70,13.40,1.70,-30.53,19.08,63.12,-22.52,102.86,-7.94,-10.12,7.65,-11.31,75.25,-15.50,56.03,-22.05,-12.68,-14.10,-14.35,-34.20,-1.44
BalanceNoncurrentLiabilities_sq,,1.42,,-0.11,-0.61,-1.70,,4.64,,40.20,,11.32,,37.56,,22.51,-2.63,-5.44,-0.16,-0.66,1.51,-0.75,-0.88,-5.15,7.86,-7.07,-0.77,6.80,-0.92,0.92,0.04,2.18,-0.64,-0.26,-2.10,3.54,-2.39,-5.00,-0.89,-0.46,1.36
BalanceNoncurrentTradeLiabilities,,1469000,1697000,1615000,1701000,1858000,1858000,1662000,1573000,771000,1378000,771000,631000,405000,265000,499000,499000,374000,374000,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,9.94,,,9.49,2.91,-15.34,-53.61,-12.40,,-54.21,-47.47,-58.00,23.21,,,41.13,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,774.57,,,-100.00,-54.30,-15.34,1.20,-12.40,,105.55,29.38,-58.00,4.49,,,49.04,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,-4.83,5.33,9.23,,-10.55,,-50.99,,-44.05,,-35.82,,88.30,,-25.05,,-100.00,,,,,,,,,,,,,,,,,,,,,
