,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeBeforeTaxProfit_sq,,95.86,-1.12,82.22,-9.31,47.88,-37.08,27.11,-53.22,27.32,-40.88,-25.04,8.34,89.56,-53.54,47.44,-67.15,166.42,19.51,69.16,-82.87,142.35,-56.87,93.97,-86.35,77.08,-35.20,44.40,-85.36,104.95,-6.98,64.12,-98.22,149.36,-28.10,37.46,-82.12,129.04,-43.45,33.18,-86.70,147.44,-33.58,23.45,-101.26,101.80,-26.02,13.97,-84.28,119.02
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272000,-1967000,1636000,,-14713000,-6731000,-25693000
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5509.19,-242.20,-1670.48
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5509.19,-242.20,-1670.48
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-823.16,183.17,-100.00,,54.25,-281.71
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-823.16,183.17,-100.00,,54.25,-281.71
IncomeNetProfit,2747000,-277000,1987000,4707000,3105000,-551000,2006000,2592000,5013000,-2874000,2136000,-12758000,-6994000,1020000,-3773000,-15419000,184000,518000,4127000,1208000,-299000,-5549000,-4430000,1640000,23000,2260000,949000,999000,-1391000,1486000,312000,1618000,186000,2229000,258000,-3700000,-865000,2860000,-199000,1882000,-540000,3962000,-3411000,5856000,-2138000,4412000,-3318000,-17844000,-11670000,-39392000
IncomeNetProfit_yy,,,,,13.03,-98.92,0.96,-44.93,61.45,-421.60,6.48,-592.21,-239.52,135.49,-276.64,-20.86,102.63,-49.22,209.38,107.83,-262.50,-1171.24,-207.34,35.76,107.69,140.73,121.42,-39.09,-6147.83,-34.25,-67.12,61.96,113.37,50.00,-17.31,-328.68,-565.05,28.31,-177.13,150.86,37.57,38.53,-1614.07,211.16,-295.93,11.36,2.73,-404.71,-445.84,-992.84
IncomeNetProfit_sy,,,,,68.89,52.44,104.00,27.31,52.72,-5.78,-11.16,-78.49,-201.64,-24.30,-53.12,22.88,72.17,26.23,134.96,74.28,-3.00,39.92,-10.96,2.60,-3.99,-8.63,9.48,-8.52,-4.82,54.55,26.10,59.66,23.60,8.93,4.74,14.34,-2.86,35.62,8.75,-9.20,-2.36,24.68,-19.17,-3.50,-93.75,2.61,22.30,16.46,-14.01,27.94
IncomeNetProfit_qq,,-110.08,817.33,136.89,-34.03,-117.75,464.07,29.21,93.40,-157.33,174.32,-697.28,45.18,114.58,-469.90,-308.67,101.19,181.52,696.72,-70.73,-124.75,-1755.85,20.17,137.02,-98.60,9726.09,-58.01,5.27,-239.24,206.83,-79.00,418.59,-88.50,1098.39,-88.43,-1534.11,76.62,430.64,-106.96,1045.73,-128.69,833.70,-186.09,271.68,-136.51,306.36,-175.20,-437.79,34.60,-237.55
IncomeNetProfit_sq,,88.68,-8.09,136.89,-31.08,54.40,-31.61,34.49,-53.72,26.94,-56.06,-14.46,-4.87,87.74,-64.30,37.86,-67.34,163.54,20.84,66.99,-83.87,159.34,-57.83,118.61,-90.87,99.77,-54.16,40.08,-86.16,134.81,-7.77,63.97,-90.54,155.80,-30.72,32.35,-84.14,177.16,-30.50,34.70,-79.16,147.44,-41.18,18.69,-87.98,145.54,-28.24,-26.81,-67.35,112.20
IncomeShareholderNetProfit,2747000,-297000,2097000,4667000,3105000,-551000,2006000,2592000,5013000,-2874000,2136000,-12758000,-6994000,1020000,-3773000,-15419000,184000,518000,4127000,1208000,-299000,-5549000,-4430000,1552000,23000,2260000,949000,999000,-1391000,1486000,312000,1618000,186000,2229000,258000,-3700000,-865000,2860000,-199000,1882000,-540000,3962000,-3411000,5856000,-2138000,4412000,-3318000,-17844000,-11670000,-39392000
IncomeShareholderNetProfit_yy,,,,,13.03,-85.52,-4.34,-44.46,61.45,-421.60,6.48,-592.21,-239.52,135.49,-276.64,-20.86,102.63,-49.22,209.38,107.83,-262.50,-1171.24,-207.34,28.48,107.69,140.73,121.42,-35.63,-6147.83,-34.25,-67.12,61.96,113.37,50.00,-17.31,-328.68,-565.05,28.31,-177.13,150.86,37.57,38.53,-1614.07,211.16,-295.93,11.36,2.73,-404.71,-445.84,-992.84
IncomeShareholderNetProfit_sy,,,,,68.89,50.97,110.50,27.32,52.72,-5.78,-7.09,-68.44,-193.87,-13.54,-55.30,20.65,72.16,26.23,134.95,74.28,-3.00,39.92,-12.25,5.63,-2.30,-8.63,8.20,-10.79,-16.70,54.65,40.18,58.76,23.66,13.28,5.76,13.74,-34.90,35.62,8.75,-9.20,-2.36,22.74,-19.17,-4.68,-78.45,2.61,22.30,21.35,-14.01,27.03
IncomeShareholderNetProfit_qq,,-110.81,806.06,122.56,-33.47,-117.75,464.07,29.21,93.40,-157.33,174.32,-697.28,45.18,114.58,-469.90,-308.67,101.19,181.52,696.72,-70.73,-124.75,-1755.85,20.17,135.03,-98.52,9726.09,-58.01,5.27,-239.24,206.83,-79.00,418.59,-88.50,1098.39,-88.43,-1534.11,76.62,430.64,-106.96,1045.73,-128.69,833.70,-186.09,271.68,-136.51,306.36,-175.20,-437.79,34.60,-237.55
IncomeShareholderNetProfit_sq,,88.65,-8.08,122.56,-31.08,54.40,-31.61,34.49,-51.42,22.71,-52.66,-14.46,-4.87,78.03,-64.30,37.86,-67.34,162.72,20.84,66.99,-83.87,160.36,-57.69,118.26,-90.87,100.42,-54.16,40.08,-86.16,134.81,-7.84,62.27,-85.31,124.06,-31.87,32.35,-84.14,169.73,-43.90,34.70,-72.46,139.28,-41.18,14.05,-102.63,156.75,-27.60,-26.81,-71.97,122.96
BalanceNoncurrentAssets,12797000,16537000,,62210000,64112000,69503000,,75185000,75998000,77198000,,82055000,80197000,78339000,,75902000,74500000,75209000,,74163000,73643000,72681000,,74665000,74295000,73652000,72999000,72937000,72753000,72474000,72528000,79866000,83404000,83128000,83236000,84954000,89799000,91987000,93110000,96497000,96408000,97742000,98902000,95371000,96010000,94164000,105101000,54903000,55602000,54062000
BalanceNoncurrentAssets_yy,,,,,400.99,320.29,,20.86,18.54,11.07,,9.14,5.53,1.48,,-7.50,-7.10,-4.00,,-2.29,-1.15,-3.36,,0.68,0.89,1.34,,-2.31,-2.08,-1.60,-0.65,9.50,14.64,14.70,14.76,6.37,7.67,10.66,11.86,13.59,7.36,6.26,6.22,-1.17,-0.41,-3.66,6.27,-42.43,-42.09,-42.59
BalanceNoncurrentAssets_sy,,,,,108.31,118.58,,36.78,42.29,37.52,,42.77,38.87,7.75,,-3.48,2.07,0.17,,-2.23,0.60,-2.86,,2.65,6.36,0.48,,-1.20,0.59,2.07,0.71,4.28,2.45,6.46,4.92,2.30,4.36,-0.42,1.68,4.28,5.83,5.53,7.12,7.67,7.68,3.42,3.23,1.21,-1.09,2.59
BalanceNoncurrentAssets_qq,,29.23,-100.00,,3.06,8.41,-100.00,,1.08,1.58,-100.00,,-2.26,-2.32,-100.00,,-1.85,0.95,-100.00,,-0.70,-1.31,-100.00,,-0.50,-0.87,-0.89,-0.08,-0.25,-0.38,0.07,10.12,4.43,-0.33,0.13,2.06,5.70,2.44,1.22,3.64,-0.09,1.38,1.19,-3.57,0.67,-1.92,11.61,-47.76,1.27,-2.77
BalanceNoncurrentAssets_sq,,-0.40,-100.00,,3.46,4.96,-100.00,,3.71,7.57,-100.00,,1.41,-0.46,-100.00,,-0.64,-0.44,-100.00,,-0.13,-1.08,-100.00,,-0.32,-0.38,-0.15,-0.01,0.06,-0.14,0.66,3.16,0.62,0.32,0.38,-0.13,0.70,0.60,0.46,3.64,0.02,0.20,1.11,1.00,0.81,-0.10,0.68,-0.22,-0.10,0.04
BalanceIntangibleAssets,189000,447000,,38824000,38642000,38688000,,38358000,38306000,38172000,,38270000,37944000,35274000,,34965000,34734000,34642000,,34467000,34311000,34168000,,33780000,33644000,33526000,33580000,33318000,33092000,32869000,32236000,34811000,35472000,36026000,36433000,36857000,36645000,36812000,36494000,37737000,38288000,38426000,39241000,36381000,36355000,36770000,40822000,2624000,2506000,2413000
BalanceIntangibleAssets_yy,,,,,20345.50,8555.03,,-1.20,-0.87,-1.33,,-0.23,-0.95,-7.59,,-8.64,-8.46,-1.79,,-1.42,-1.22,-1.37,,-1.99,-1.94,-1.88,,-1.37,-1.64,-1.96,-4.00,4.48,7.19,9.60,13.02,5.88,3.31,2.18,0.17,2.39,4.48,4.38,7.53,-3.59,-5.05,-4.31,4.03,-92.79,-93.11,-93.44
BalanceIntangibleAssets_sy,,,,,388.81,32.19,,38.57,37.76,31.57,,39.14,40.76,-7.95,,-0.15,3.70,-0.90,,-1.42,-2.16,-0.54,,-0.08,0.04,0.15,,-0.68,0.23,-0.21,-4.00,-0.15,0.66,1.85,3.79,0.56,0.57,1.63,0.17,1.80,0.55,0.77,0.78,-0.03,0.31,2.31,1.30,3.71,1.48,1.42
BalanceIntangibleAssets_qq,,136.51,-100.00,,-0.47,0.12,-100.00,,-0.14,-0.35,-100.00,,-0.85,-7.04,-100.00,,-0.66,-0.26,-100.00,,-0.45,-0.42,-100.00,,-0.40,-0.35,0.16,-0.78,-0.68,-0.67,-1.93,7.99,1.90,1.56,1.13,1.16,-0.58,0.46,-0.86,3.41,1.46,0.36,2.12,-7.29,-0.07,1.14,11.02,-93.57,-4.50,-3.71
BalanceIntangibleAssets_sq,,,-100.00,,0.90,0.06,-100.00,,-0.49,4.27,-100.00,,0.76,-1.05,-100.00,,-0.33,-0.26,-100.00,,-1.54,,-100.00,,-2.22,-0.27,-0.10,-0.08,-1.52,-0.42,-0.19,0.41,-0.14,-0.14,-0.21,-0.27,-0.18,-0.08,-0.13,2.05,-0.02,-0.07,-0.12,0.11,-0.06,,-0.02,0.53,0.06,0.60
BalanceProperty,12004000,14996000,,21948000,24105000,29121000,,34126000,34923000,35595000,,38561000,35962000,35857000,,36193000,34299000,35936000,,34057000,33969000,32960000,,34850000,34279000,33434000,32929000,31826000,31867000,31423000,31987000,35832000,37800000,37755000,40118000,42993000,46122000,48220000,49670000,53340000,52508000,54215000,54553000,55790000,56652000,53192000,58482000,47575000,47844000,47552000
BalanceProperty_yy,,,,,100.81,94.19,,55.49,44.88,22.23,,13.00,2.98,0.74,,-6.14,-4.62,0.22,,-5.90,-0.96,-8.28,,2.33,0.91,1.44,,-8.68,-7.04,-6.01,-2.86,12.59,18.62,20.15,25.42,19.98,22.02,27.72,23.81,24.07,13.85,12.43,9.83,4.59,7.89,-1.89,7.20,-14.72,-15.55,-10.60
BalanceProperty_sy,,,,,72.04,75.50,,38.22,32.17,30.92,,38.16,36.72,2.88,,-5.75,-4.62,-6.56,,2.07,8.66,-1.47,,2.33,0.36,0.11,,-4.00,-4.84,-5.24,-3.50,6.46,0.57,4.60,11.85,5.11,14.26,1.94,7.18,12.00,12.06,11.82,9.57,6.90,8.49,6.17,4.97,-1.46,-0.53,4.48
BalanceProperty_qq,,24.93,-100.00,,9.83,20.81,-100.00,,2.34,1.92,-100.00,,-6.74,-0.29,-100.00,,-5.23,4.77,-100.00,,-0.26,-2.97,-100.00,,-1.64,-2.47,-1.51,-3.35,0.13,-1.39,1.79,12.02,5.49,-0.12,6.26,7.17,7.28,4.55,3.01,7.39,-1.56,3.25,0.62,2.27,1.55,-6.11,9.95,-18.65,0.57,-0.61
BalanceProperty_sq,,3.33,-100.00,,3.60,7.57,-100.00,,3.98,7.40,-100.00,,1.56,-0.63,-100.00,,-3.55,-0.25,-100.00,,-0.66,-1.06,-100.00,,-1.49,-1.89,-1.17,-0.66,-0.47,-1.71,1.40,4.02,0.29,2.14,1.96,-0.06,0.82,0.84,1.97,4.36,0.16,0.96,0.20,3.35,0.74,0.24,0.51,-0.60,,1.81
BalanceNoncurrentReceivables,107000,164000,,601000,353000,761000,,1075000,1085000,1587000,,1550000,1720000,1434000,,2801000,2635000,2598000,,2792000,2578000,2879000,,2696000,3112000,3074000,2985000,3687000,3736000,3578000,3894000,4051000,4782000,4260000,1557000,707000,754000,729000,720000,767000,850000,832000,848000,961000,873000,826000,701000,516000,477000,926000
BalanceNoncurrentReceivables_yy,,,,,229.91,364.02,,78.87,207.37,108.54,,44.19,58.53,-9.64,,80.71,53.20,81.17,,-0.32,-2.16,10.82,,-3.44,20.71,6.77,,36.76,20.05,16.40,30.45,9.87,28.00,19.06,-60.02,-82.55,-84.23,-82.89,-53.76,8.49,12.73,14.13,17.78,25.29,2.71,-0.72,-17.33,-46.31,-45.36,12.11
BalanceNoncurrentReceivables_sy,,,,,179.23,188.10,,53.48,26.93,108.54,,16.10,1.14,-20.30,,-18.74,-3.98,2.32,,-11.26,-2.16,-17.70,,-5.88,-36.83,-30.72,,-23.49,-13.23,16.40,12.09,,0.51,13.25,-2.07,-27.02,4.28,0.45,-19.31,-9.61,1.37,-17.77,2.55,-9.76,-16.63,-10.68,-18.41,-18.22,-2.65,8.48
BalanceNoncurrentReceivables_qq,,53.27,-100.00,,-41.26,115.58,-100.00,,0.93,46.27,-100.00,,10.97,-16.63,-100.00,,-5.93,-1.40,-100.00,,-7.66,11.68,-100.00,,15.43,-1.22,-2.90,23.52,1.33,-4.23,8.83,4.03,18.04,-10.92,-63.45,-54.59,6.65,-3.32,-1.23,6.53,10.82,-2.12,1.92,13.33,-9.16,-5.38,-15.13,-26.39,-7.56,94.13
BalanceNoncurrentReceivables_sq,,52.26,-100.00,,7.78,6.98,-100.00,,1.88,6.59,-100.00,,2.14,-16.63,-100.00,,-4.56,-1.07,-100.00,,-0.81,-1.94,-100.00,,-7.40,-1.22,-2.90,5.14,-0.85,-4.23,,2.02,0.27,0.71,-4.04,-27.62,-0.03,,-0.62,3.30,0.14,-0.39,1.92,-2.82,0.02,-0.05,0.70,-4.46,-1.06,1.34
BalanceNoncurrInvestments,141000,141000,,0,178000,66000,,202000,341000,202000,,820000,1360000,928000,,2000,2000,0,,,0,,,,,,,,,,,,,,,,1848000,1848000,1848000,,,10000,10000,,,,,15000,15000,
BalanceNoncurrInvestments_yy,,,,,26.24,-53.19,,,91.57,206.06,,305.94,298.83,359.41,,-99.76,-99.85,-100.00,,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,-100.00,-99.46,-99.46,,,-100.00,-100.00,,,
BalanceNoncurrInvestments_sy,,,,,-15.36,,,,15.44,0.88,,2.47,-8.05,-25.01,,-23.94,-25.22,-2.87,,-39.37,-44.78,,,,,,,,,,,,,,,,,,,,-18.82,,,,,,,,,
BalanceNoncurrInvestments_qq,,,-100.00,,,-62.92,-100.00,,68.81,-40.76,-100.00,,65.85,-31.76,-100.00,,,-100.00,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-100.00,,,,,,-100.00
BalanceNoncurrInvestments_sq,,,-100.00,,,,-100.00,,9.56,,-100.00,,4.39,-4.50,-100.00,,,-5.30,,,,,,,,,,,,,,,,,,,,,,,,,,-1.12,,,,,,
BalanceOtherNoncurrentAssets,356000,789000,,837000,834000,867000,,1424000,1343000,1642000,,2854000,3211000,4846000,,1941000,2830000,2033000,,2847000,2785000,2674000,,3339000,3260000,3618000,3505000,4106000,4058000,4604000,4411000,5172000,5350000,5087000,5128000,4397000,4430000,4378000,4378000,4653000,4762000,4259000,4250000,2239000,2130000,3376000,5096000,4173000,4760000,3171000
BalanceOtherNoncurrentAssets_yy,,,,,134.27,9.89,,70.13,61.03,89.39,,100.42,139.09,195.13,,-31.99,-11.87,-58.05,,46.68,-1.59,31.53,,17.28,17.06,35.30,,22.97,24.48,27.25,25.85,25.96,31.84,10.49,16.25,-14.98,-17.20,-13.94,-14.63,5.82,7.49,-2.72,-2.92,-51.88,-55.27,-20.73,19.91,86.38,123.47,-6.07
BalanceOtherNoncurrentAssets_sy,,,,,109.92,76.64,,50.99,61.03,46.56,,65.60,16.72,14.41,,3.37,4.20,10.98,,28.45,1.35,-0.98,,7.02,7.41,6.22,,3.52,11.38,22.54,24.86,3.58,1.94,9.54,8.64,23.36,11.07,14.87,3.91,-7.10,4.08,-0.27,1.66,2.07,5.66,15.61,9.24,-13.54,-17.64,-6.47
BalanceOtherNoncurrentAssets_qq,,121.63,-100.00,,-0.36,3.96,-100.00,,-5.69,22.26,-100.00,,12.51,50.92,-100.00,,45.80,-28.16,-100.00,,-2.18,-3.99,-100.00,,-2.37,10.98,-3.12,17.15,-1.17,13.45,-4.19,17.25,3.44,-4.92,0.81,-14.26,0.75,-1.17,,6.28,2.34,-10.56,-0.21,-47.32,-4.87,58.50,50.95,-18.11,14.07,-33.38
BalanceOtherNoncurrentAssets_sq,,-38.66,-100.00,,5.46,4.55,-100.00,,0.13,22.26,-100.00,,-4.33,9.02,-100.00,,-0.30,2.13,-100.00,,,-3.99,-100.00,,-0.23,-4.79,,9.05,0.54,-1.85,-0.82,1.92,,-4.38,1.40,7.13,-0.10,-0.80,,-3.90,1.19,-5.24,0.16,2.11,5.14,0.98,-2.60,-2.78,-0.30,-4.47
BalanceCurrentAssets,50365000,45795000,,68778000,88676000,82618000,,93411000,108871000,98720000,,88048000,96182000,77550000,,63579000,62009000,59590000,,62463000,60399000,67036000,,67536000,73215000,82524000,91170000,85396000,90908000,92228000,97201000,105804000,110249000,117427000,128266000,128834000,141522000,131901000,130804000,124793000,135338000,145801000,151214000,156303000,158530000,156185000,163455000,115602000,118498000,98129000
BalanceCurrentAssets_yy,,,,,76.07,80.41,,35.82,22.77,19.49,,-5.74,-11.66,-21.44,,-27.79,-35.53,-23.16,,-1.76,-2.60,12.50,,8.12,21.22,23.10,,26.45,24.17,11.76,6.62,23.90,21.28,27.32,31.96,21.77,28.37,12.33,1.98,-3.14,-4.37,10.54,15.60,25.25,17.14,7.12,8.10,-26.04,-25.25,-37.17
BalanceCurrentAssets_sy,,,,,78.84,48.47,,27.91,22.77,45.48,,13.04,9.49,-11.60,,-5.75,-8.69,-6.99,,3.82,11.48,10.97,,21.28,21.22,13.34,,-0.82,2.20,1.35,3.80,3.42,4.90,8.78,14.69,12.22,16.68,12.76,7.28,11.42,7.36,10.54,15.70,15.37,14.46,7.46,8.23,-0.56,2.02,7.16
BalanceCurrentAssets_qq,,-9.07,-100.00,,28.93,-6.83,-100.00,,16.55,-9.32,-100.00,,9.24,-19.37,-100.00,,-2.47,-3.90,-100.00,,-3.30,10.99,-100.00,,8.41,12.71,10.48,-6.33,6.45,1.45,5.39,8.85,4.20,6.51,9.23,0.44,9.85,-6.80,-0.83,-4.60,8.45,7.73,3.71,3.37,1.42,-1.48,4.65,-29.28,2.51,-17.19
BalanceCurrentAssets_sq,,2.10,-100.00,,3.91,-4.60,-100.00,,-0.65,6.99,-100.00,,-3.11,-10.40,-100.00,,-7.89,,-100.00,,-0.43,0.41,-100.00,,-3.55,-1.08,1.93,-4.98,2.85,-0.18,1.80,1.96,-0.32,4.86,2.56,0.44,1.13,1.77,1.38,-1.13,3.86,4.64,4.42,2.47,-2.24,0.96,1.32,3.56,-4.29,0.30
BalanceInventory,25426000,29435000,,41785000,47796000,53129000,,57867000,64151000,66404000,,62180000,67089000,55237000,,41010000,41890000,44163000,,42378000,41362000,48209000,,50880000,58040000,64102000,66764000,66466000,69003000,72692000,73408000,76998000,82303000,90989000,94417000,94395000,101182000,95349000,91229000,89863000,93146000,98255000,103979000,110692000,116796000,114225000,113607000,90671000,90789000,83240000
BalanceInventory_yy,,,,,87.98,80.50,,38.49,34.22,24.99,,7.45,4.58,-16.82,,-34.05,-37.56,-20.05,,3.34,-1.26,9.16,,20.06,40.32,32.97,,30.63,18.89,13.40,9.95,15.85,19.27,25.17,28.62,22.59,22.94,4.79,-3.38,-4.80,-7.94,3.05,13.98,23.18,25.39,16.25,9.26,-18.09,-22.27,-27.13
BalanceInventory_sy,,,,,44.28,48.91,,40.42,22.34,26.07,,43.62,24.88,-4.84,,-11.50,-12.65,-6.22,,0.71,9.35,8.97,,34.11,32.01,19.32,,-4.88,1.25,2.43,-0.07,6.82,17.01,15.32,21.27,21.65,22.04,20.17,15.72,13.26,12.12,13.56,15.00,19.65,23.00,14.97,12.25,9.27,2.24,6.26
BalanceInventory_qq,,15.77,-100.00,,14.39,11.16,-100.00,,10.86,3.51,-100.00,,7.89,-17.67,-100.00,,2.15,5.43,-100.00,,-2.40,16.55,-100.00,,14.07,10.44,4.15,-0.45,3.82,5.35,0.98,4.89,6.89,10.55,3.77,-0.02,7.19,-5.76,-4.32,-1.50,3.65,5.48,5.83,6.46,5.51,-2.20,-0.54,-20.19,0.13,-8.31
BalanceInventory_sq,,-2.63,-100.00,,15.77,5.74,-100.00,,4.20,7.01,-100.00,,2.21,-5.39,-100.00,,-1.57,-0.14,-100.00,,1.64,1.10,-100.00,,-0.79,-2.99,9.89,-9.58,4.71,-6.31,5.35,-0.79,7.34,-0.06,7.88,0.42,7.61,-4.06,13.05,-2.68,5.20,0.82,8.07,-0.22,6.13,,2.95,-4.43,2.53,-1.76
BalanceCurrentReceivables,22755000,12484000,,19406000,34969000,24667000,,28479000,39326000,27568000,,20550000,26494000,17659000,,9417000,11211000,7861000,,10773000,12154000,10403000,,9329000,11570000,13974000,21026000,14684000,19070000,12604000,17750000,15706000,23090000,21226000,28959000,27373000,35852000,32253000,36091000,29957000,38499000,38474000,42351000,36085000,36980000,36988000,42998000,20130000,24407000,11097000
BalanceCurrentReceivables_yy,,,,,53.68,97.59,,46.75,12.46,11.76,,-27.84,-32.63,-35.94,,-54.18,-57.68,-55.48,,14.40,8.41,32.34,,-13.40,-4.81,34.33,,57.40,64.82,-9.80,-15.58,6.96,21.08,68.41,63.15,74.28,55.27,51.95,24.63,9.44,7.38,19.29,17.35,20.46,-3.95,-3.86,1.53,-44.22,-34.00,-70.00
BalanceCurrentReceivables_sy,,,,,78.84,61.22,,13.06,17.25,24.09,,9.46,-1.08,-19.59,,-38.43,-21.32,-10.96,,9.69,7.62,10.76,,8.22,16.76,-1.14,,7.27,-1.90,1.56,0.56,-1.66,-0.08,3.26,11.45,-0.67,9.39,8.48,9.23,1.15,-0.74,2.15,1.50,19.01,1.79,12.14,2.02,-3.52,-0.08,11.46
BalanceCurrentReceivables_qq,,-45.14,-100.00,,80.20,-29.46,-100.00,,38.09,-29.90,-100.00,,28.92,-33.35,-100.00,,19.05,-29.88,-100.00,,12.82,-14.41,-100.00,,24.02,20.78,50.47,-30.16,29.87,-33.91,40.83,-11.52,47.01,-8.07,36.43,-5.48,30.98,-10.04,11.90,-17.00,28.51,-0.06,10.08,-14.80,2.48,0.02,16.25,-53.18,21.25,-54.53
BalanceCurrentReceivables_sq,,1.38,-100.00,,13.68,-8.22,-100.00,,17.00,-6.41,-100.00,,1.76,-14.96,-100.00,,3.28,-2.41,-100.00,,4.35,-5.96,-100.00,,2.00,2.37,1.64,-3.98,7.48,4.49,0.24,-5.92,7.27,5.06,3.96,-12.20,16.48,-5.29,5.26,-14.66,9.46,-2.18,4.20,9.47,-8.44,0.02,-8.72,-0.22,-3.74,1.68
BalanceCurrentInvestments,212000,311000,,121000,857000,471000,,892000,1019000,271000,,122000,,0,,5218000,5370000,2505000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,304.25,51.45,,637.19,18.90,-42.46,,-86.32,-100.00,-100.00,,4177.05,,,,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,577.26,-24.28,,26.29,-35.21,-42.46,,-99.80,-100.00,-99.79,,-56.73,,,,-90.00,-41.23,-77.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,46.70,-100.00,,608.26,-45.04,-100.00,,14.24,-73.41,-100.00,,-100.00,,,,2.91,-53.35,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sq,,-28.82,-100.00,,0.72,-27.77,-100.00,,-38.35,-66.19,-100.00,,-17.31,,,,-8.73,-8.89,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCash,1304000,1377000,,6926000,4398000,3777000,,5482000,3654000,3815000,,4258000,1954000,3966000,,7293000,3339000,4646000,,7523000,5146000,7544000,,6070000,2567000,2251000,2477000,3067000,1918000,5332000,3190000,11984000,3210000,3863000,3071000,5882000,2337000,2242000,1147000,3374000,1169000,5833000,1406000,6851000,1855000,1945000,2201000,3062000,1393000,2184000
BalanceCash_yy,,,,,237.27,174.29,,-20.85,-16.92,1.01,,-22.33,-46.52,3.96,,71.28,70.88,17.15,,3.15,54.12,62.38,,-19.31,-50.12,-70.16,,-49.47,-25.28,136.87,28.78,290.74,67.36,-27.55,-3.73,-50.92,-27.20,-41.96,-62.65,-42.64,-49.98,160.17,22.58,103.05,58.68,-66.66,56.54,-55.31,-24.91,12.29
BalanceCash_sy,,,,,57.12,36.60,,17.49,4.92,24.14,,-25.54,-23.78,-27.96,,1.20,22.81,18.05,,-4.44,2.40,6.02,,21.25,36.22,-10.63,,-19.06,-14.48,12.48,8.89,22.60,-2.56,-1.85,-3.73,-12.50,-16.54,-5.88,-1.74,1.67,31.26,7.72,27.47,28.23,33.10,14.24,15.41,12.76,8.82,12.70
BalanceCash_qq,,5.60,-100.00,,-36.50,-14.12,-100.00,,-33.35,4.41,-100.00,,-54.11,102.97,-100.00,,-54.22,39.14,-100.00,,-31.60,46.60,-100.00,,-57.71,-12.31,10.04,23.82,-37.46,178.00,-40.17,275.67,-73.21,20.34,-20.50,91.53,-60.27,-4.07,-48.84,194.16,-65.35,398.97,-75.90,387.27,-72.92,4.85,13.16,39.12,-54.51,56.78
BalanceCash_sq,,-0.52,-100.00,,-36.50,-4.63,-100.00,,-33.74,20.50,-100.00,,-47.47,1.18,-100.00,,-30.38,5.38,-100.00,,-42.63,19.58,-100.00,,-30.12,-10.93,-0.54,13.37,-25.56,30.41,-10.74,13.37,-31.41,5.74,-14.30,54.66,-40.07,31.26,-11.40,62.10,-26.62,21.87,-7.00,60.72,-40.71,16.36,1.37,83.89,-46.29,19.92
BalanceOtherCurrentAssets,668000,2188000,,540000,656000,574000,,691000,721000,662000,,938000,645000,688000,,641000,199000,415000,,1789000,1737000,880000,,1257000,1038000,2197000,903000,1179000,917000,1600000,2853000,1116000,1646000,1349000,1819000,1184000,2151000,2057000,2337000,1599000,2524000,3239000,3478000,2675000,2899000,3027000,4649000,1739000,1909000,1608000
BalanceOtherCurrentAssets_yy,,,,,-1.80,-73.77,,27.96,9.91,15.33,,35.75,-10.54,3.93,,-31.66,-69.15,-39.68,,179.10,772.86,112.05,,-29.74,-40.24,149.66,,-6.21,-11.66,-27.17,215.95,-5.34,79.50,-15.69,-36.24,6.09,30.68,52.48,28.48,35.05,17.34,57.46,48.82,67.29,14.86,-6.55,33.67,-34.99,-34.15,-46.88
