,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeShareholderNetProfit_qq,,551.74,-130.84,340.35,-76.26,727.98,-144.35,123.51,293.47,-74.78,-70.89,-48.70,484.75,18.84,-661.71,91.66,268.23,291.02,-210.93,195.43,-109.50,984.25,-68.12,-282.16,27.46,-1295.99,102.30,-508.01,343.52,-188.44,-220.96,37.90,57.32,-87.68,37.72,260.01,-38.43,2193.86,-93.18,727.91,3.74,-119.42,523.33,-199.03
IncomeShareholderNetProfit_sq,,2.28,-66.00,146.30,-3.92,-100.13,112.24,142.09,-15.30,-43.42,26.00,-32.14,42.24,-16.43,-30.52,79.72,-0.69,15.63,-48.21,-11.85,33.33,-54.78,-26.66,1.17,65.95,-24.38,-12.57,19.58,6.76,-33.49,-8.38,25.93,18.69,-33.34,-1.51,29.06,-17.16,6.33,14.78,-29.22,43.74,-24.98,17.54,-4.30
BalanceNoncurrentAssets,2949000,2871000,3291000,,,7007000,7857000,7978000,,11124000,11997000,14530000,,14438000,14299000,15398000,,15538000,16685000,17063000,17941000,17491000,18439000,18570000,19834000,19469000,31256000,31005000,31377000,33214000,32643000,34333000,28921000,28503000,26667000,31298000,30187000,97320000,99780000,128084000,151091000,146235000,165458000,147109000
BalanceNoncurrentAssets_yy,,,,,-100.00,144.06,138.74,,,58.76,52.69,82.13,,29.79,19.19,5.97,,7.62,16.69,10.81,,12.57,10.51,8.83,10.55,11.31,69.51,66.96,58.20,70.60,4.44,10.74,-7.83,-14.18,-18.31,-8.84,4.38,241.43,274.17,309.24,400.52,50.26,65.82,14.85
BalanceNoncurrentAssets_sy,,,,,-4.10,20.78,24.44,,,6.13,13.58,13.00,,11.40,16.58,9.59,,9.52,16.69,10.72,,3.30,1.00,-0.92,-2.20,3.70,0.96,2.54,10.33,9.70,3.98,6.29,6.63,6.82,13.71,8.31,9.99,9.71,6.71,1.32,2.24,-0.52,3.24,6.48
BalanceNoncurrentAssets_qq,,-2.64,14.63,-100.00,,,12.13,1.54,-100.00,,7.85,21.11,-100.00,,-0.96,7.69,-100.00,,7.38,2.27,5.15,-2.51,5.42,0.71,6.80,-1.84,60.54,-0.80,1.20,5.86,-1.72,5.18,-15.76,-1.44,-6.44,17.37,-3.55,222.39,2.53,28.37,17.96,-3.21,13.15,-11.09
BalanceNoncurrentAssets_sq,,-1.86,1.45,5.27,,,1.92,1.38,-100.00,,0.92,0.69,-100.00,,1.05,2.73,-100.00,,1.23,0.70,-0.37,0.54,-0.71,-0.34,-0.84,2.52,-0.28,0.51,0.88,-0.03,-0.67,2.72,1.14,2.24,0.62,0.90,0.26,0.10,-0.21,1.04,0.37,-0.23,0.68,-0.24
BalanceIntangibleAssets,168000,158000,149000,,,190000,190000,787000,,4228000,4212000,3958000,,4165000,4150000,4198000,,4194000,4188000,4169000,4146000,5287000,5149000,5786000,5725000,5666000,6901000,6398000,6659000,7737000,7618000,7616000,3519000,3870000,3718000,3812000,3609000,354000,318000,296000,261000,226000,207000,200000
BalanceIntangibleAssets_yy,,,,,-100.00,20.25,27.52,,,2125.26,2116.84,402.92,,-1.49,-1.47,6.06,,0.70,0.92,-0.69,,26.06,22.95,38.78,38.09,7.17,34.03,10.58,16.31,36.55,10.39,19.04,-47.16,-49.98,-51.20,-49.96,2.56,-90.85,-91.44,-92.24,-92.78,-36.29,-35.12,-32.42
BalanceIntangibleAssets_sy,,,,,-25.81,5.36,17.30,,,9.30,14.00,6.10,,2.10,0.42,0.64,,-3.19,0.40,6.07,,7.14,-0.08,-1.52,0.16,0.80,-0.30,-0.57,6.02,0.39,2.34,-0.04,-0.10,4.20,6.62,5.03,6.01,0.82,0.06,-0.66,0.02,-1.84,0.04,0.66
BalanceIntangibleAssets_qq,,-5.95,-5.70,-100.00,,,,314.21,-100.00,,-0.38,-6.03,-100.00,,-0.36,1.16,-100.00,,-0.14,-0.45,-0.55,27.52,-2.61,12.37,-1.04,-1.04,21.81,-7.29,4.08,16.19,-1.53,-0.03,-53.80,9.98,-3.92,2.51,-5.32,-90.19,-10.06,-7.12,-11.87,-13.47,-8.41,-3.25
BalanceIntangibleAssets_sq,,0.98,-4.38,-3.65,,,,3.10,-100.00,,-1.03,-0.24,-100.00,,-0.53,-1.62,-100.00,,0.01,-0.29,-1.89,0.48,-1.67,-0.28,-1.68,-1.04,-0.72,-0.32,-0.73,0.26,-1.40,-0.79,-0.19,1.67,-0.53,0.18,-0.29,0.35,-0.77,-0.22,-0.27,-0.54,-0.14,-0.11
BalanceProperty,2519000,2467000,2471000,,,6390000,6380000,6367000,,6646000,7215000,10078000,,9944000,9805000,9819000,,9884000,10504000,11060000,11711000,11591000,11709000,11796000,11572000,11497000,22858000,23961000,24467000,24824000,24237000,26165000,25016000,23698000,21844000,25549000,24039000,7600000,7488000,7390000,7280000,4709000,4661000,4613000
BalanceProperty_yy,,,,,-100.00,159.02,158.20,,,4.01,13.09,58.28,,49.62,35.90,-2.57,,-0.60,7.13,12.64,,17.27,11.47,6.66,-1.19,-0.81,95.22,103.12,111.44,115.91,6.03,9.20,2.24,-4.54,-9.87,-2.35,-3.90,-67.93,-65.72,-71.07,-69.72,-38.04,-37.75,-37.58
BalanceProperty_sy,,,,,-27.33,26.10,24.72,,,-3.09,0.46,-1.75,,9.04,15.40,9.55,,17.19,17.22,8.62,,3.28,-0.18,0.82,-1.40,1.27,7.60,8.52,3.40,4.90,5.25,5.88,4.68,5.72,5.57,4.03,3.33,3.26,1.03,-0.23,2.01,-0.04,2.24,2.38
BalanceProperty_qq,,-2.06,0.16,-100.00,,,-0.16,-0.20,-100.00,,8.56,39.68,-100.00,,-1.40,0.14,-100.00,,6.27,5.29,5.89,-1.02,1.02,0.75,-1.91,-0.64,98.81,4.82,2.11,1.46,-2.36,7.95,-4.39,-5.27,-7.83,16.96,-5.91,-68.39,-1.48,-1.30,-1.50,-35.32,-1.02,-1.02
BalanceProperty_sq,,-9.28,0.72,5.38,,,-0.67,0.42,-100.00,,-0.13,0.40,-100.00,,-0.90,2.25,-100.00,,-0.14,-0.46,-1.18,0.26,-1.01,0.41,-0.99,0.08,-0.64,-0.40,0.06,1.11,-0.27,1.00,-0.16,0.83,0.09,0.58,-0.08,0.16,-0.62,-0.30,-0.30,0.23,-0.60,-0.37
BalanceNoncurrentReceivables,28000,12000,28000,,,40000,43000,323000,,249000,249000,49000,,40000,40000,40000,,39000,40000,39000,40000,40000,40000,40000,40000,40000,187000,174000,142000,135000,199000,202000,186000,94000,100000,100000,100000,43000,43000,43000,43000,43000,43000,43000
BalanceNoncurrentReceivables_yy,,,,,-100.00,233.33,53.57,,,522.50,479.07,-84.83,,-83.94,-83.94,-18.37,,-2.50,,-2.50,,2.56,,1.57,-1.02,-1.08,368.34,340.40,259.70,241.94,6.46,15.83,30.78,-30.36,-49.98,-50.64,-46.44,-54.62,-57.14,-57.14,-57.14,,,
BalanceNoncurrentReceivables_sy,,,,,-36.43,8.04,7.21,,,-36.14,-25.87,-8.29,,,3.55,,,-2.50,,-0.94,,,,-29.13,-1.02,-5.60,-6.89,-13.45,,4.97,5.03,15.83,23.86,9.97,7.14,,-14.81,-3.68,-2.94,-25.38,-33.09,,,
BalanceNoncurrentReceivables_qq,,-57.14,133.33,-100.00,,,7.50,651.16,-100.00,,,-80.32,-100.00,,,,-100.00,,2.56,-2.50,2.56,,,-0.96,-0.06,-0.06,373.43,-6.87,-18.37,-4.99,47.40,1.33,-7.84,-49.41,5.87,,,-57.14,,,,,,
BalanceNoncurrentReceivables_sq,,-40.82,10.27,-13.72,,,-0.32,10.22,-100.00,,,0.38,-100.00,,,,-100.00,,0.01,-1.43,,,,-0.72,,-0.03,,-2.52,-0.12,,7.14,0.61,1.18,,0.34,,,-5.13,,,,,,
BalanceNoncurrInvestments,,,,,,1000,664000,,,1000,204000,204000,,209000,217000,1217000,,1421000,1630000,1605000,1624000,219000,853000,269000,1602000,1669000,623000,91000,1000,1000,1000,6000,12000,17000,10000,970000,1696000,88574000,91849000,120355000,143508000,141258000,160548000,142252000
BalanceNoncurrInvestments_yy,,,,,,,,,,,-69.28,,,20800.00,6.37,496.57,,579.90,651.15,31.88,,-84.59,-47.67,-83.25,-1.38,661.96,-26.97,-66.01,-99.92,-99.93,-99.81,-93.20,920.79,1333.33,725.08,15520.61,13607.49,509764.79,918386.62,12303.28,8362.12,59.48,74.80,18.19
BalanceNoncurrInvestments_sy,,,,,,,,,,,1.40,,,23.66,0.97,,,1.86,5.12,24.48,,11.35,7.38,7.88,-1.38,0.38,-0.18,3.04,46.15,-3.46,-3.46,-12.19,12.48,10.85,10.79,17.34,23.56,2.43,,,2.13,,,-7.72
BalanceNoncurrInvestments_qq,,,,,,,66300.00,-100.00,,,20300.00,,-100.00,,3.83,460.83,-100.00,,14.71,-1.53,1.18,-86.51,289.50,-68.49,495.87,4.19,-62.67,-85.33,-98.67,,,412.54,99.16,40.41,-42.44,9603.52,74.77,5122.84,3.70,31.04,19.24,-1.57,13.66,-11.40
BalanceNoncurrInvestments_sq,,,,,,,-3.14,-1.32,,,0.18,,-100.00,,,,-100.00,,1.50,1.68,1.32,-1.86,0.32,-0.56,-0.16,4.19,0.21,0.03,0.41,,,0.01,1.40,0.51,,,,-0.80,,1.32,,,,-0.78
BalanceOtherNoncurrentAssets,234000,234000,643000,,,386000,580000,501000,,0,117000,241000,,80000,87000,124000,,0,323000,190000,420000,354000,688000,680000,896000,598000,686000,380000,107000,517000,587000,344000,188000,824000,995000,868000,743000,750000,83000,,,,,
BalanceOtherNoncurrentAssets_yy,,,,,-100.00,64.96,-9.80,,,-100.00,-79.83,-51.90,,,-25.64,-48.55,,-100.00,271.26,53.23,,,113.00,257.78,113.26,68.79,-0.33,-44.03,-88.01,-13.49,-14.35,-9.64,75.18,59.36,69.46,152.35,295.32,-8.98,-91.66,-100.00,-100.00,-100.00,-100.00,
BalanceOtherNoncurrentAssets_sy,,,,,-64.24,18.24,31.07,,,32.70,4.87,-1.59,,,3.37,32.13,,10.04,42.43,13.29,,,16.49,14.68,21.52,13.46,26.02,46.99,10.07,10.19,2.99,7.90,8.65,9.75,19.78,7.27,12.63,-3.12,7.50,8.73,13.39,2.03,9.50,
BalanceOtherNoncurrentAssets_qq,,,174.79,-100.00,,,50.26,-13.62,-100.00,,,105.98,-100.00,,8.75,42.53,-100.00,,,-41.18,121.05,-15.71,94.35,-1.19,31.76,-33.29,14.76,-44.52,-71.78,381.53,13.62,-41.47,-45.30,338.06,20.82,-12.84,-14.30,0.86,-88.93,-100.00,,,,
BalanceOtherNoncurrentAssets_sq,,,19.50,-0.76,,,-0.69,-12.36,-100.00,,,-0.19,-100.00,,0.15,1.98,-100.00,,,,1.86,3.36,0.22,,,3.30,-0.06,1.26,0.48,-0.58,-1.45,0.34,0.10,0.25,,2.21,-1.46,-0.46,1.32,5.30,,,,
BalanceCurrentAssets,8100000,9202000,8980000,,,31616000,29187000,29642000,,32364000,28917000,28886000,,34211000,29165000,31741000,,36392000,29027000,36969000,32980000,38494000,36162000,34294000,39957000,26371000,29235000,28998000,36382000,25650000,28484000,21636000,21202000,20971000,23876000,24271000,27553000,4883000,4467000,8004000,6837000,6069000,5011000,2643000
BalanceCurrentAssets_yy,,,,,-100.00,243.58,225.02,,,2.37,-0.93,-2.55,,5.71,0.86,9.88,,6.38,-0.47,16.47,,5.78,24.58,-7.24,21.15,-31.49,-19.16,-15.44,-8.95,-2.74,-2.57,-25.39,-41.73,-18.24,-16.18,12.18,29.96,-76.71,-81.29,-67.02,-75.18,24.27,12.18,-66.97
BalanceCurrentAssets_sy,,,,,13.97,8.04,-0.96,,,4.46,10.91,16.28,,25.25,4.94,11.88,,13.19,9.30,-0.12,,3.02,9.15,15.91,6.42,15.68,11.34,9.53,14.73,6.89,11.38,10.18,12.21,6.48,9.94,11.56,8.24,9.60,10.55,-0.44,10.25,15.14,15.11,12.91
BalanceCurrentAssets_qq,,13.60,-2.41,-100.00,,,-7.68,1.56,-100.00,,-10.65,-0.11,-100.00,,-14.75,8.83,-100.00,,-20.24,27.36,-10.79,16.72,-6.06,-5.17,16.51,-34.00,10.86,-0.81,25.47,-29.50,11.05,-24.04,-2.01,-1.09,13.85,1.65,13.52,-82.28,-8.54,79.19,-14.57,-11.24,-17.43,-47.25
BalanceCurrentAssets_sq,,14.27,2.78,-5.24,,,-2.97,1.09,-100.00,,-1.00,-1.02,-100.00,,0.94,8.67,-100.00,,1.37,-5.62,-1.62,-1.28,3.65,6.32,0.98,-0.19,1.18,3.47,0.12,1.98,6.60,-0.17,-0.95,-1.09,1.79,3.80,-1.29,2.94,0.48,-0.18,1.88,5.23,-1.04,-0.16
BalanceInventory,48000,179000,2147000,,,,,,,,,,,,,5000,,,,,,,,,,,,139000,,,,1302000,971000,1064000,1153000,1420000,1882000,,,,,,,
BalanceInventory_yy,,,,,-100.00,-100.00,-100.00,,,,,,,,,,,,,-100.00,,,,,,,,,,,,836.04,,,,9.07,93.77,-100.00,-100.00,-100.00,-100.00,,,
BalanceInventory_sy,,,,,-24.07,4.38,-0.32,,,,,,,,,,,,,21.40,,,,,,,,,,,,10.16,,,,10.75,12.41,3.67,18.37,6.66,5.07,,,
BalanceInventory_qq,,272.92,1099.44,-100.00,,,,,,,,,,,,,-100.00,,,,,,,,,,,,-100.00,,,,-25.41,9.56,8.36,23.18,32.51,-100.00,,,,,,
BalanceInventory_sq,,28.75,2.42,-1.12,,,,,,,,,,,,,-100.00,,,,,,,,,,,,1.39,,,,,-6.31,2.65,5.18,3.24,-1.95,,,,,,
BalanceCurrentReceivables,4925000,5632000,2473000,,,15598000,9615000,9064000,,14283000,14416000,16560000,,21028000,15353000,19196000,,23635000,18842000,26643000,18599000,25198000,19338000,20304000,20895000,18884000,21599000,22368000,29206000,16955000,14419000,13177000,15505000,14919000,18883000,18391000,18552000,2129000,1873000,1812000,2134000,1920000,1412000,1412000
BalanceCurrentReceivables_yy,,,,,-100.00,176.95,288.80,,,-8.43,49.93,82.70,,47.22,6.50,15.92,,12.40,22.73,38.79,,6.61,2.63,-23.79,12.35,-25.06,11.69,10.17,39.77,-10.21,-33.24,-41.09,-46.91,-12.01,30.96,39.57,19.65,-85.73,-90.08,-90.15,-88.50,-9.81,-24.60,-22.06
BalanceCurrentReceivables_sy,,,,,19.27,13.04,-4.71,,,-5.56,13.53,10.01,,17.50,12.18,23.75,,8.28,17.93,9.02,,3.50,8.91,20.59,8.20,12.62,11.69,12.16,17.51,12.51,9.14,16.49,14.16,10.18,14.29,12.03,19.65,17.36,12.25,9.77,11.50,9.35,7.57,11.40
BalanceCurrentReceivables_qq,,14.36,-56.09,-100.00,,,-38.36,-5.73,-100.00,,0.93,14.87,-100.00,,-26.99,25.03,-100.00,,-20.28,41.40,-30.19,35.48,-23.26,5.00,2.91,-9.63,14.38,3.56,30.57,-41.95,-14.96,-8.61,17.67,-3.78,26.57,-2.61,0.88,-88.52,-12.05,-3.26,17.80,-10.01,-26.48,
BalanceCurrentReceivables_sq,,13.22,0.58,-4.92,,,-2.04,0.94,-100.00,,2.38,-5.09,-100.00,,-8.39,8.02,-100.00,,5.64,-0.86,-3.80,-3.22,4.38,5.73,0.07,-3.24,4.98,3.56,4.00,-0.60,2.11,6.84,4.12,-1.27,7.50,7.37,3.02,1.86,0.73,3.86,4.98,-2.55,1.94,
BalanceCurrentInvestments,,101000,61000,,,,8381000,7692000,,,2189000,2646000,,,588000,582000,,,0,0,0,0,2810000,610000,4777000,1374000,1582000,355000,472000,562000,2647000,317000,357000,263000,266000,485000,444000,2343000,2516000,3131000,3168000,3204000,3392000,1003000
BalanceCurrentInvestments_yy,,,,,,-100.00,13639.34,,,,-73.88,-65.60,,,-73.14,-78.00,,,-100.00,-100.00,,,,,,,-43.70,-41.73,-90.12,-59.08,67.31,-10.94,-24.43,-53.21,-89.94,53.21,24.41,790.82,844.93,545.52,613.69,36.77,34.81,-67.96
BalanceCurrentInvestments_sy,,,,,,-1.34,-9.94,,,,-33.39,-48.28,,,3.98,12.62,,,0.41,-14.94,,,,,,,-3.69,-37.42,-26.20,-16.96,,-28.96,-9.51,-8.82,-4.30,4.30,2.72,-2.94,-8.59,-1.56,-0.76,-4.13,-6.78,-8.87
BalanceCurrentInvestments_qq,,,-39.60,-100.00,,,,-8.22,-100.00,,,20.88,-100.00,,,-1.02,-100.00,,,,,,,-78.29,683.17,-71.24,15.16,-77.53,32.83,19.06,370.90,-88.04,12.70,-26.29,1.27,82.12,-8.49,427.80,7.42,24.41,1.18,1.14,5.88,-70.43
BalanceCurrentInvestments_sq,,,13.64,-35.22,,,,1.78,-100.00,,,-1.00,-100.00,,,-0.46,-100.00,,,,,,,0.66,,-6.94,-2.99,-2.69,,-4.45,1.31,-8.28,0.34,-4.66,,0.48,,,,-0.74,1.18,0.80,-0.10,
BalanceCash,9000,3000,95000,,,5313000,6967000,6972000,,14059000,6828000,4467000,,6952000,6838000,5015000,,3793000,3974000,3503000,3723000,3076000,3118000,2706000,1910000,2091000,1374000,1520000,1704000,4588000,7267000,3137000,1832000,3536000,1466000,810000,1677000,253000,77000,2815000,1338000,790000,207000,228000
BalanceCash_yy,,,,,-100.00,177000.00,7233.68,,,164.62,-2.00,-35.93,,-50.55,0.15,12.27,,-45.44,-41.88,-30.15,,-18.90,-21.54,-22.76,-48.70,-32.01,-55.92,-43.84,-10.81,119.37,428.74,106.42,7.54,-22.93,-79.83,-74.17,-8.47,-92.86,-94.73,247.35,-20.20,213.01,167.40,-91.89
BalanceCash_sy,,,,,-60.75,66.19,30.48,,,-9.52,-5.40,-21.24,,44.37,33.57,12.65,,-32.51,-35.40,-22.10,,0.05,-11.14,19.93,6.84,40.26,20.00,22.72,36.25,31.28,57.12,36.03,28.67,13.45,-6.24,-9.07,3.46,-4.79,-0.76,-0.14,-11.52,5.80,-1.73,-14.94
BalanceCash_qq,,-66.67,3066.67,-100.00,,,31.13,0.07,-100.00,,-51.43,-34.58,-100.00,,-1.64,-26.66,-100.00,,4.77,-11.85,6.28,-17.38,1.37,-13.22,-29.41,9.50,-34.29,10.57,12.09,169.33,58.39,-56.83,-41.60,93.03,-58.56,-44.70,106.92,-84.94,-69.40,3543.23,-52.46,-40.93,-73.86,10.52
BalanceCash_sq,,-18.62,-8.18,-6.53,,,-8.03,-4.84,-100.00,,-22.07,-17.97,-100.00,,-26.34,-20.90,-100.00,,-14.02,-11.85,-13.33,5.94,-9.75,0.20,-13.28,24.60,-13.94,-3.00,-0.86,22.85,15.80,-9.28,-12.22,9.84,-4.11,-3.84,-1.74,11.07,-1.49,-13.85,-1.81,10.86,-19.30,-15.65
BalanceOtherCurrentAssets,3118000,3287000,4204000,,,10705000,4224000,5914000,,4022000,5484000,5213000,,6231000,6386000,6943000,,8964000,6211000,6823000,10658000,10220000,10896000,10674000,12374000,4022000,4679000,4615000,5001000,3544000,4151000,3703000,2537000,1189000,2108000,3165000,4998000,159000,0,247000,198000,154000,,
BalanceOtherCurrentAssets_yy,,,,,-100.00,225.68,0.48,,,-62.43,29.83,-11.85,,54.92,16.45,33.19,,43.86,-2.74,-1.73,,14.01,75.43,56.44,16.10,-60.64,-57.06,-56.76,-59.59,-11.89,-11.28,-19.76,-49.27,-66.45,-49.21,-14.54,97.02,-86.61,-99.98,-92.20,-96.05,-3.25,-100.00,-100.00
BalanceOtherCurrentAssets_sy,,,,,11.93,64.21,-3.59,,,-23.17,-6.75,-11.93,,10.69,17.36,13.76,,31.30,11.32,9.73,,3.20,22.57,8.48,27.75,17.69,11.78,37.16,19.34,6.21,-2.37,3.03,-8.41,17.32,24.04,10.53,20.26,20.99,-0.05,23.94,8.50,12.08,-0.81,4.88
BalanceOtherCurrentAssets_qq,,5.42,27.90,-100.00,,,-60.54,40.01,-100.00,,36.35,-4.94,-100.00,,2.49,8.72,-100.00,,-30.71,9.85,56.21,-4.11,6.61,-2.04,15.93,-67.50,16.34,-1.37,8.36,-29.13,17.14,-10.80,-31.50,-53.13,77.32,50.10,57.93,-96.82,-99.77,68254.29,-19.95,-22.03,-100.00,
BalanceOtherCurrentAssets_sq,,-7.16,27.90,-6.06,,,16.38,-3.41,-100.00,,13.00,-6.87,-100.00,,24.30,4.75,-100.00,,33.57,3.06,-13.46,-25.60,29.09,-2.70,-0.58,-15.14,29.37,3.04,-0.70,-16.89,28.01,4.90,-1.93,-13.75,37.09,-10.21,2.27,0.05,20.80,6.50,-8.79,-5.42,13.45,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2581000,,,,,,,,,,,,190000
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.88,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.64,,,,,,,,,,,
BalanceTotalAssets,11049000,12073000,12271000,,,38623000,37044000,37620000,,43488000,40914000,43416000,,48649000,43464000,47139000,,51930000,45712000,54032000,50921000,55985000,54601000,52864000,59791000,45840000,60490000,60002000,67759000,58864000,61127000,58550000,50123000,49475000,50543000,55569000,57740000,102204000,104247000,136088000,157929000,152304000,170469000,149942000
BalanceTotalAssets_yy,,,,,-100.00,219.91,201.88,,,12.60,10.45,15.41,,11.87,6.23,8.58,,6.74,5.17,14.62,,7.81,19.45,-2.16,17.42,-18.12,10.79,13.50,13.33,28.41,1.05,-2.42,-26.03,-15.95,-17.32,-5.09,15.20,106.58,106.25,144.90,173.52,49.02,63.52,10.18
BalanceTotalAssets_sy,,,,,10.41,6.58,10.22,,,12.10,16.80,15.41,,21.48,17.72,23.47,,10.99,11.62,5.88,,5.74,11.01,2.72,3.24,10.51,5.21,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,6.80,4.97,9.33,7.54,5.03,7.09,7.08,9.50,11.96
BalanceTotalAssets_qq,,9.27,1.64,-100.00,,,-4.09,1.55,-100.00,,-5.92,6.12,-100.00,,-10.66,8.46,-100.00,,-11.97,18.20,-5.76,9.94,-2.47,-3.18,13.10,-23.33,31.96,-0.81,12.93,-13.13,3.85,-4.22,-14.39,-1.29,2.16,9.94,3.91,77.01,2.00,30.54,16.05,-3.56,11.93,-12.04
BalanceTotalAssets_sq,,8.47,1.43,0.34,,,-1.06,1.55,-100.00,,-1.12,1.77,-100.00,,-0.03,4.76,-100.00,,2.48,0.46,-1.40,0.23,-0.09,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.78,0.67,1.04,0.55,3.07,0.48,3.35,0.82,-0.08,1.95,3.53,0.54,0.06
BalanceCapital,3305000,6358000,5245000,,,28748000,26129000,27251000,,30197000,30667000,30673000,,32014000,29728000,29456000,,31167000,29814000,31036000,30867000,32129000,32634000,31454000,30936000,24385000,25366000,23918000,25960000,24592000,19788000,17159000,16433000,14588000,13267000,15391000,16930000,93742000,96421000,106820000,124351000,136439000,151436000,133764000
BalanceCapital_yy,,,,,-100.00,352.15,398.17,,,5.04,17.37,12.56,,6.02,-3.06,-3.97,,-2.65,0.29,5.36,,3.09,9.46,1.35,0.22,-24.10,-22.27,-23.96,-16.09,0.85,-21.99,-28.26,-36.70,-40.68,-32.95,-10.30,3.02,542.58,626.77,594.03,634.49,45.55,57.06,25.22
BalanceCapital_sy,,,,,18.88,8.02,6.43,,,8.68,23.20,8.04,,13.63,9.28,18.28,,10.47,10.30,9.33,,9.92,13.17,10.82,3.97,16.39,11.48,8.70,8.50,9.50,12.03,9.38,8.04,3.66,4.08,3.73,2.69,6.54,5.27,4.33,5.43,1.67,4.20,4.61
BalanceCapital_qq,,92.38,-17.51,-100.00,,,-9.11,4.29,-100.00,,1.56,0.02,-100.00,,-7.14,-0.91,-100.00,,-4.34,4.10,-0.54,4.09,1.57,-3.61,-1.65,-21.18,4.02,-5.71,8.54,-5.27,-19.54,-13.29,-4.23,-11.23,-9.06,16.01,10.00,453.70,2.86,10.78,16.41,9.72,10.99,-11.67
BalanceCapital_sq,,5.86,0.27,2.42,,,1.57,5.28,-100.00,,1.85,0.41,-100.00,,2.07,1.86,-100.00,,0.46,-1.04,-0.48,-0.52,2.25,0.69,1.72,2.74,1.50,-0.17,2.71,0.37,1.78,0.07,2.46,-1.60,1.41,1.00,1.84,2.44,0.82,-2.88,1.33,0.57,1.34,-1.93
BalanceShareCapital,98000,528000,528000,,,728000,728000,728000,,728000,728000,728000,,728000,728000,728000,,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,728000,733000,733000,733000,770000,777000,777000,777000,777000
BalanceShareCapital_yy,,,,,-100.00,37.88,37.88,,,,,,,,,,,,,,,,,0.06,0.06,0.06,0.06,,,,,,,,,,0.69,0.69,0.69,5.77,5.91,5.91,5.91,0.82
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,438.78,,-100.00,,,,,-100.00,,,,-100.00,,,,-100.00,,,,,,,0.06,,,,,,,,,,,,,0.69,,,5.04,0.82,,,
BalanceShareCapital_sq,,0.42,,,,,,,-100.00,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,2978000,2979000,2978000,,,16869000,15943000,16667000,,17652000,18007000,17971000,,18186000,18186000,18186000,,18186000,18186000,18186000,18186000,18186000,18186000,18185000,18185000,18185000,18185000,18185000,18185000,18185000,18185000,18185000,18430000,18453000,18461000,18458000,18682000,18957000,19587000,28786000,28717000,28424000,28960000,31801000
BalanceReserve_yy,,,,,-100.00,466.26,435.36,,,4.64,12.95,7.82,,3.03,0.99,1.20,,,,,,,,,,,,,,,,,1.34,1.47,1.51,1.50,1.37,2.74,6.10,55.96,53.71,49.94,47.85,10.47
BalanceReserve_sy,,,,,59.10,18.56,11.59,,,13.15,12.21,7.52,,6.89,12.40,30.06,,,,,,,,,,,,,,,,,12.22,10.93,10.58,2.51,2.67,8.31,6.10,4.81,3.78,1.29,2.16,3.31
BalanceReserve_qq,,0.03,-0.03,-100.00,,,-5.49,4.54,-100.00,,2.01,-0.20,-100.00,,,,-100.00,,,,,,,,,,,,,,,,1.34,0.12,0.04,-0.02,1.22,1.47,3.32,46.96,-0.24,-1.02,1.88,9.81
