,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceTotalAssets_sy,,,,,,2.85,,0.90,-3.06,-0.67,0.08,0.59,-0.39,1.79,-1.01,1.46,0.84,-0.84,1.91,0.08,1.48,1.47
BalanceTotalAssets_qq,,,-100.00,,3.62,-6.41,5.26,11.25,3.59,12.57,-5.13,3.46,4.81,9.78,2.93,3.27,-0.35,-13.36,-8.30,-42.05,-6.56,-2.07
BalanceTotalAssets_sq,,,2.86,,-2.04,0.07,0.41,0.33,-2.57,1.14,2.56,-0.01,-3.03,2.08,0.84,0.43,-3.83,2.61,1.59,-0.58,-3.78,3.10
BalanceCapital,,85925000,,149819000,153239000,157800000,159880000,185920000,193857000,194314000,195588000,206448000,211900000,213068000,215686000,210655000,217094000,108068000,32804000,-238041000,-257439000,-270296000
BalanceCapital_yy,,,,,,83.65,,24.10,26.51,23.14,22.33,11.04,9.31,9.65,10.28,2.04,2.45,-49.28,-84.79,-213.00,-218.58,-350.12
BalanceCapital_sy,,,,,,2.61,,3.82,3.78,2.62,2.08,4.48,5.02,2.62,3.66,1.16,2.45,0.37,1.44,2.83,2.34,-2.50
BalanceCapital_qq,,,-100.00,,2.28,2.98,1.32,16.29,4.27,0.24,0.66,5.55,2.64,0.55,1.23,-2.33,3.06,-50.22,-69.65,-825.65,-8.15,-4.99
BalanceCapital_sq,,,0.79,,0.33,-0.43,1.12,2.07,0.72,0.05,1.72,1.55,0.57,-0.38,1.65,0.28,1.07,-0.02,1.76,1.65,-0.01,-2.17
BalanceShareCapital,,500000,,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000,711000
BalanceShareCapital_yy,,,,,,42.20,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,-100.00,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,18286000,,66870000,66242000,111647000,111107000,133335000,135525000,137012000,136003000,145949000,155395000,154711000,154509000,154075000,155303000,164251000,164100000,135066000,134538000,134365000
BalanceReserve_yy,,,,,,510.56,,99.39,104.59,22.72,22.41,9.46,14.66,12.92,13.61,5.57,-0.06,6.17,6.21,-12.34,-13.37,-18.20
BalanceReserve_sy,,,,,,,,,,,,,0.02,0.97,2.07,2.32,1.08,1.17,,,,
BalanceReserve_qq,,,-100.00,,-0.94,68.54,-0.48,20.01,1.64,1.10,-0.74,7.31,6.47,-0.44,-0.13,-0.28,0.80,5.76,-0.09,-17.69,-0.39,-0.13
BalanceReserve_sq,,,,,,-0.02,,,,0.24,,,,0.14,,,,0.14,,-0.01,,
BalanceNonshareCapital,,131000,,135000,135000,138000,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,5.34,,-100.00,-100.00,-100.00,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,-9.52,,-25.08,-1.56,-7.83,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,-100.00,,,2.22,-100.00,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,-1.21,,,0.89,0.93,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,93146000,,121611000,127579000,136420000,139013000,141352000,138886000,137243000,130837000,128594000,126729000,125853000,120286000,104845000,115161000,17815000,25718000,2354000,2145000,1934000
BalanceNoncurrentLiabilities_yy,,,,,,46.46,,16.23,8.86,0.60,-5.88,-9.03,-8.75,-8.30,-8.06,-18.47,-9.13,-85.84,-78.62,-97.75,-98.14,-89.14
BalanceNoncurrentLiabilities_sy,,,,,,3.78,,6.41,0.08,1.38,0.28,-1.48,6.95,0.58,-2.23,0.23,-2.34,-0.83,-0.83,-9.98,-8.03,-2.55
BalanceNoncurrentLiabilities_qq,,,-100.00,,4.91,6.93,1.90,1.68,-1.74,-1.18,-4.67,-1.71,-1.45,-0.69,-4.42,-12.84,9.84,-84.53,44.36,-90.85,-8.88,-9.84
BalanceNoncurrentLiabilities_sq,,,0.78,,0.57,-0.49,-0.63,-2.59,-0.34,7.15,0.80,-1.04,0.88,-0.49,-0.09,-0.25,-0.64,-1.53,3.75,-4.96,1.23,2.81
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,79616000,,106894000,111393000,121464000,120619000,120474000,115175000,114073000,110436000,104755000,101063000,104981000,99803000,82735000,92518000,7336000,3815000,2225000,2017000,1807000
BalanceNoncurrentBorrowings_yy,,,,,,52.56,,12.70,3.40,-6.08,-8.44,-13.05,-12.25,-7.97,-9.63,-21.02,-8.46,-93.01,-96.18,-97.31,-97.82,-75.37
BalanceNoncurrentBorrowings_sy,,,,,,-14.28,,10.59,-39.82,-0.81,-23.65,-6.15,-7.35,-12.95,4.82,2.92,-1.21,-5.86,-5.60,-15.18,-16.44,-7.85
BalanceNoncurrentBorrowings_qq,,,-100.00,,4.21,9.04,-0.70,-0.12,-4.40,-0.96,-3.19,-5.14,-3.52,3.88,-4.93,-17.10,11.82,-92.07,-48.00,-41.68,-9.35,-10.41
BalanceNoncurrentBorrowings_sq,,,-4.20,,4.21,-7.10,-0.70,-42.71,-5.84,,-3.19,-3.40,-1.96,-1.15,-1.66,-3.82,-5.27,-7.50,-0.52,-7.00,-2.64,2.23
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,13530000,,14717000,16186000,14956000,18394000,20878000,23711000,23170000,20401000,23839000,25666000,20872000,20483000,22110000,22643000,10479000,21903000,129000,128000,127000
BalanceNoncurrentOtherLiabilities_yy,,,,,,10.54,,41.86,46.49,54.92,10.91,14.18,8.25,-9.92,0.40,-7.25,-11.78,-49.79,6.93,-99.42,-99.43,-98.79
BalanceNoncurrentOtherLiabilities_sy,,,,,,5.78,,-0.85,3.59,2.01,6.00,-2.18,6.14,3.78,-3.53,-7.25,-1.33,-13.82,-1.42,-7.28,-2.89,3.41
BalanceNoncurrentOtherLiabilities_qq,,,-100.00,,9.98,-7.60,22.99,13.50,13.57,-2.28,-11.95,16.85,7.66,-18.68,-1.86,7.94,2.41,-53.72,109.02,-99.41,-0.78,-0.78
BalanceNoncurrentOtherLiabilities_sq,,,0.86,,-0.50,0.50,0.28,-4.37,,0.82,0.88,-5.73,2.20,-1.65,-2.24,-3.80,0.22,-1.19,4.40,-5.52,1.68,-0.03
BalanceCurrentLiabilities,,142877000,,150078000,155959000,114546000,131530000,151568000,163303000,226832000,203301000,213005000,235760000,291621000,313051000,354739000,335624000,452757000,472080000,543157000,542608000,549716000
BalanceCurrentLiabilities_yy,,,,,,-19.83,,0.99,4.71,98.03,54.57,40.53,44.37,28.56,53.98,66.54,42.36,55.26,50.80,53.11,61.67,21.42
BalanceCurrentLiabilities_sy,,,,,,-0.69,,5.63,2.37,-0.87,2.10,-3.08,-5.11,1.20,-0.83,1.68,-1.57,3.62,7.28,5.59,17.19,15.02
BalanceCurrentLiabilities_qq,,,-100.00,,3.92,-26.55,14.83,15.23,7.74,38.90,-10.37,4.77,10.68,23.69,7.35,13.32,-5.39,34.90,4.27,15.06,-0.10,1.31
BalanceCurrentLiabilities_sq,,,4.09,,-5.19,5.68,2.52,1.48,-5.24,5.06,2.69,-1.49,-7.26,9.99,1.86,3.35,-9.72,12.42,4.27,3.41,-7.30,9.47
BalanceCurrentTradePayablesv,,53062000,,66380000,52336000,43634000,45719000,68063000,55332000,78466000,64879000,76668000,59350000,76730000,90804000,113694000,83565000,116073000,142512000,165256000,164070000,166122000
BalanceCurrentTradePayablesv_yy,,,,,,-17.77,,2.54,5.72,79.83,41.91,12.64,7.26,-2.21,39.96,48.29,40.80,51.27,56.94,45.35,96.34,43.12
BalanceCurrentTradePayablesv_sy,,,,,,2.21,,-8.46,3.04,-1.94,6.33,-4.35,-8.39,-3.65,-1.80,-2.29,-5.56,-1.53,4.36,10.61,21.88,13.85
BalanceCurrentTradePayablesv_qq,,,-100.00,,-21.16,-16.63,4.78,48.87,-18.70,41.81,-17.32,18.17,-22.59,29.28,18.34,25.21,-26.50,38.90,22.78,15.96,-0.72,1.25
BalanceCurrentTradePayablesv_sq,,,5.46,,-8.91,8.00,3.90,1.57,-19.20,10.01,6.48,-1.48,-21.33,11.70,3.95,4.49,-17.38,10.98,3.98,13.84,-10.52,9.57
BalanceCurrentBorrowings,,78570000,,66885000,85033000,62337000,74677000,72733000,94417000,125760000,122691000,118082000,163854000,191399000,209969000,221659000,232692000,320621000,311993000,300114000,285868000,294996000
BalanceCurrentBorrowings_yy,,,,,,-20.66,,8.74,11.04,101.74,64.30,62.35,73.54,52.19,71.14,87.72,42.01,67.51,48.59,35.39,22.85,-7.99
BalanceCurrentBorrowings_sy,,,,,,-13.64,,-36.49,-2.20,-4.00,-7.51,-13.56,-9.08,-4.46,17.39,4.53,8.60,17.75,10.61,3.72,29.98,0.67
BalanceCurrentBorrowings_qq,,,-100.00,,27.13,-26.69,19.80,-2.60,29.81,33.20,-2.44,-3.76,38.76,16.81,9.70,5.57,4.98,37.79,-2.69,-3.81,-4.75,3.19
BalanceCurrentBorrowings_sq,,,-0.42,,-1.57,-0.69,1.15,0.12,-2.30,1.34,-2.44,-5.66,0.52,1.32,1.38,0.14,-0.06,31.84,-0.54,-9.26,7.64,3.98
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,10779000,,15383000,16594000,6580000,9139000,9746000,12756000,22606000,15048000,18027000,12328000,23264000,12050000,19158000,19139000,15835000,17347000,77559000,92670000,88598000
BalanceCurrentOtherLiabilities_yy,,,,,,-38.96,,-36.64,-23.13,243.56,64.66,84.97,-3.36,2.91,-19.92,6.27,55.25,-31.93,43.96,304.84,384.19,459.51
BalanceCurrentOtherLiabilities_sy,,,,,,3.42,,24.00,0.74,8.38,11.37,2.56,-3.36,2.58,-11.71,-1.70,0.77,-10.82,7.13,1.93,,
BalanceCurrentOtherLiabilities_qq,,,-100.00,,7.87,-60.35,38.89,6.64,30.88,77.22,-33.43,19.80,-31.61,88.71,-48.20,58.99,-0.10,-17.26,9.55,347.10,19.48,-4.39
BalanceCurrentOtherLiabilities_sq,,,0.13,,-5.15,5.22,-0.21,5.34,-1.92,2.35,-0.64,-1.56,-6.10,1.85,-3.85,11.84,,-4.77,-1.37,2.97,0.15,2.15
BalanceReckoning,,466000,,1430000,1996000,1995000,1995000,1026000,798000,,683000,228000,228000,228000,228000,228000,228000,228000,228000,228000,,
BalanceReckoning_yy,,,,,,328.11,,-28.25,-60.02,-100.00,-65.76,-77.78,-71.43,,-66.62,,,,,,-100.00,-100.00
BalanceReckoning_sy,,,,,,8.43,,39.54,4.75,-8.82,8.24,-14.62,27.96,,-10.00,,,,,,-10.18,-14.36
BalanceReckoning_qq,,,-100.00,,39.58,-0.05,,-48.57,-22.22,-100.00,,-66.62,,,,,,,,,-100.00,
BalanceReckoning_sq,,,6.87,,-1.40,,,9.97,-28.29,-9.04,,4.02,,,,,,,,,-15.81,
BalanceTotalEquityAndLiabilities,0,322079000,0,421643000,436912000,408904000,430423000,478840000,496046000,558389000,529726000,548047000,574389000,630542000,649023000,670239000,667879000,578640000,530602000,307470000,287314000,281354000
BalanceTotalEquityAndLiabilities_yy,,,,,,26.96,,13.57,13.53,36.56,23.07,14.45,15.79,12.92,22.52,22.30,16.28,-8.23,-18.25,-54.13,-56.98,-51.38
BalanceTotalEquityAndLiabilities_sy,,,,,,-0.12,,0.90,-3.06,-0.67,-0.19,0.93,1.24,1.41,-1.10,1.39,0.84,-0.84,1.91,0.08,1.48,3.18
BalanceTotalEquityAndLiabilities_qq,,,-100.00,,3.62,-6.41,5.26,11.25,3.59,12.57,-5.13,3.46,4.81,9.78,2.93,3.27,-0.35,-13.36,-8.30,-42.05,-6.56,-2.07
BalanceTotalEquityAndLiabilities_sq,,,2.86,,-1.85,-0.25,0.41,0.10,-2.54,1.14,2.56,-0.01,-3.09,1.37,0.84,0.43,-3.83,2.61,1.59,-0.58,-3.78,3.10
CashflowOperatingCashflow,-11297000,3095000,12026000,21850000,-37117000,10338000,9828000,15890000,-25345000,-23941000,27002000,26213000,-54217000,-3083000,-9641000,32131000,-40425000,-5730000,17832000,15329000,-291000,662000
CashflowOperatingCashflow_yy,,,,,-228.56,234.02,-18.28,-27.28,31.72,-331.58,174.75,64.97,-113.92,87.12,-135.70,22.58,25.44,-85.86,284.96,-52.29,99.28,111.55
CashflowOperatingCashflow_sy,,,,,40.03,28.24,-18.30,-6.09,10.36,-5.42,59.12,26.71,-56.15,-18.46,-23.76,-51.97,20.91,42.95,3.96,-10.72,-8.14,-16.27
CashflowOperatingCashflow_qq,,127.40,288.56,81.69,-269.87,127.85,-4.93,61.68,-259.50,5.54,212.79,-2.92,-306.83,94.31,-212.71,433.27,-225.81,85.83,411.20,-14.04,-101.90,327.49
CashflowOperatingCashflow_sq,,31.72,132.20,54.30,-66.17,11.06,-6.98,84.95,-114.86,17.22,82.62,152.64,-137.87,36.21,32.81,95.18,-66.31,-16.34,71.64,82.91,-91.06,46.47
CashflowAmortization,2577000,2600000,2667000,2889000,3159000,3364000,3067000,2879000,3689000,3754000,3758000,2909000,3842000,4067000,4035000,3985000,4151000,4047000,2942000,1605000,1929000,2179000
CashflowAmortization_yy,,,,,22.58,29.38,15.00,-0.35,16.78,11.59,22.53,1.04,4.15,8.34,7.37,36.99,8.04,-0.49,-27.09,-59.72,-53.53,-46.16
CashflowAmortization_sy,,,,,-5.77,-2.44,-10.90,-0.85,3.41,3.95,5.59,-1.72,3.04,0.04,-1.79,3.12,-1.05,1.32,-1.22,-1.10,4.55,7.15
CashflowAmortization_qq,,0.89,2.58,8.32,9.35,6.49,-8.83,-6.13,28.13,1.76,0.11,-22.59,32.07,5.86,-0.79,-1.24,4.17,-2.51,-27.30,-45.45,20.19,12.96
CashflowAmortization_sq,,0.88,-0.30,-1.78,-3.97,0.38,-0.27,-0.85,-1.60,1.66,-0.96,-0.57,-1.88,3.44,0.31,0.10,-2.76,2.99,1.51,,-0.63,3.99
CashflowInvestingCashflow,-16527000,-21225000,-22367000,-18005000,-15689000,-9906000,-9880000,-8138000,-2267000,294000,-5673000,-6721000,-2589000,-3443000,-5928000,-1147000,-1187000,4481000,-1375000,-6126000,38580000,-1345000
CashflowInvestingCashflow_yy,,,,,5.07,53.33,55.83,54.80,85.55,102.97,42.58,17.41,-14.20,-1271.09,-4.49,82.93,54.15,230.15,76.80,-434.09,3350.21,-130.02
CashflowInvestingCashflow_sy,,,,,15.95,-48.29,-42.27,-39.24,-51.80,-53.62,-4.98,-81.38,1.96,-1.42,-14.07,47.42,-32.78,27.49,6.25,-29.79,-16.40,29.50
CashflowInvestingCashflow_qq,,-28.43,-5.38,19.50,12.86,36.86,0.26,17.63,72.14,112.97,-2029.59,-18.47,61.48,-32.99,-72.18,80.65,-3.49,477.51,-130.69,-345.53,729.77,-103.49
CashflowInvestingCashflow_sq,,16.69,-43.30,72.45,-28.42,0.80,-38.12,18.75,-76.84,-57.21,-23.14,-17.90,61.48,-46.13,-28.61,11.20,-3.49,67.77,-70.95,-32.26,22.89,67.67
CashflowCapex,16677000,21528000,22554000,19948000,15809000,13755000,10158000,9551000,2293000,5293000,6030000,6401000,2717000,3743000,5938000,1256000,1312000,4308000,1499000,6787000,81000,1376000
CashflowCapex_yy,,,,,-5.20,-36.11,-54.96,-52.12,-85.50,-61.52,-40.64,-32.98,18.49,-29.28,-1.53,-80.38,-51.71,15.09,-74.76,440.37,-93.83,-68.06
CashflowCapex_sy,,,,,-5.39,12.04,-23.02,-28.30,-32.75,-18.20,-26.72,36.62,-23.92,8.87,0.74,90.32,32.65,8.48,-4.87,38.00,11.25,42.26
CashflowCapex_qq,,29.09,4.77,-11.55,-20.75,-12.99,-26.15,-5.98,-75.99,130.83,13.92,6.15,-57.55,37.76,58.64,-78.85,4.46,228.35,-65.20,352.77,-98.81,1598.77
CashflowCapex_sq,,-7.96,9.98,9.08,-28.79,-2.81,-25.06,3.99,48.89,26.73,8.95,-16.96,-33.55,43.44,45.83,58.13,-44.11,-29.46,63.98,55.62,-45.16,8.40
CashflowFinancingCashflow,17878000,11522000,15163000,42882000,20354000,-14404000,3285000,-4362000,17907000,23213000,-14398000,-10431000,41025000,17296000,7852000,-10190000,23162000,-2106000,-11972000,-11610000,-18887000,-575000
CashflowFinancingCashflow_yy,,,,,13.85,-225.01,-78.34,-110.17,-12.02,261.16,-538.30,-139.13,129.10,-25.49,154.54,2.31,-43.54,-112.18,-252.47,-13.94,-181.54,72.70
CashflowFinancingCashflow_sy,,,,,11.84,-29.89,60.82,28.99,-10.43,46.58,-41.94,56.25,32.78,-9.44,76.58,3.86,-28.04,44.75,-19.20,-13.94,53.93,-31.89
CashflowFinancingCashflow_qq,,-35.55,31.60,182.81,-52.53,-170.77,122.81,-232.79,510.52,29.63,-162.03,27.55,493.30,-57.84,-54.60,-229.78,327.30,-109.09,-468.47,3.02,-62.68,96.96
CashflowFinancingCashflow_sq,,-23.74,-67.60,45.77,41.56,-39.19,36.92,-40.20,27.31,0.33,-20.23,27.55,20.22,-32.20,41.04,2.26,-48.63,44.50,-33.88,-53.08,52.14,13.04
CashflowShareCapitalCash,,,,47410000,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,64.80,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,-100.00,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,4263000,0,,,5684000,0,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,33.33,,,,-100.00,,,
CashflowDividend_sy,,,,,,,,,,,,,,,-49.48,,,,-100.00,,,
CashflowDividend_qq,,,,,,,,,,,,-100.00,,,,-100.00,,,,,,
CashflowDividend_sq,,,,,,,,,,,,-100.00,,,,-100.00,,,,,,
CashflowNetCashflow,-9946000,-6608000,4822000,46727000,-32452000,-13972000,3233000,3390000,-9705000,-434000,6931000,9061000,-15781000,10770000,-7717000,20794000,-18450000,-3355000,4485000,-2407000,19402000,-1258000
CashflowNetCashflow_yy,,,,,-226.28,-111.44,-32.95,-92.75,70.09,96.89,114.38,167.29,-62.61,2581.57,-211.34,129.49,-16.91,-131.15,158.12,-111.58,205.16,62.50
CashflowNetCashflow_sy,,,,,13.39,-69.66,-14.44,29.72,-12.26,71.66,7.28,68.96,-60.41,-91.50,9.64,-44.43,11.83,60.12,8.32,-25.90,13.57,35.93
CashflowNetCashflow_qq,,33.56,172.97,869.04,-169.45,56.95,123.14,4.86,-386.28,95.53,1697.00,30.73,-274.16,168.25,-171.65,369.46,-188.73,81.82,233.68,-153.67,906.07,-106.48
CashflowNetCashflow_sq,,33.56,121.16,102.64,-118.49,-14.98,67.40,125.30,-142.57,57.36,-37.67,117.48,-135.92,-10.67,63.27,88.92,-105.09,81.82,-27.88,157.23,-126.49,65.28
