,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceInventory_sq,,,0.22,,-0.66,,-1.27,-2.52,1.12,3.78,1.54,1.90,-0.36,7.95,0.57,3.82,1.46,6.49,0.05,1.80,1.44,3.12,-1.66,-0.08,1.65,8.21
BalanceCurrentReceivables,,1988638000,,1742898000,1925598000,2206598000,1874331000,1999129000,2098106000,2172959000,2039569000,2201282000,2278317000,2333127000,1985263000,2139499000,2283359000,2636770000,2037618000,2449233000,2426748000,2381574000,2208284000,2208337000,2236031000,2347622000
BalanceCurrentReceivables_yy,,,,,,10.96,,14.70,8.96,-1.52,8.82,10.11,8.59,7.37,-2.66,-2.81,0.22,13.01,2.64,14.48,6.28,-9.68,8.38,-9.84,-7.86,-1.43
BalanceCurrentReceivables_sy,,,,,,-10.03,,12.48,8.96,-1.52,-1.74,8.31,0.62,7.37,5.78,6.01,5.49,2.39,-10.30,4.55,-7.45,-4.17,3.31,20.54,4.99,18.62
BalanceCurrentReceivables_qq,,,-100.00,,10.48,14.59,-15.06,6.66,4.95,3.57,-6.14,7.93,3.50,2.41,-14.91,7.77,6.72,15.48,-22.72,20.20,-0.92,-1.86,-7.28,,1.25,4.99
BalanceCurrentReceivables_sq,,,-54.80,,10.99,1.98,5.97,-0.58,1.89,3.57,13.74,-3.41,-2.08,2.41,6.70,-11.70,6.36,2.03,4.84,-5.73,-3.84,0.77,5.25,,0.56,4.88
BalanceCurrentInvestments,,,,,,,,,,,,,,,,,,,,341000,,42874000,,,26269000,24708000
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-42.37
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-42.37
BalanceCurrentInvestments_qq,,,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,,,-5.94
BalanceCurrentInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,-5.94
BalanceCash,,101244000,,96780000,79437000,97463000,97970000,282287000,272286000,475429000,152251000,102977000,86098000,150675000,125208000,202992000,333733000,239986000,241839000,170899000,166577000,224123000,133306000,191645000,322085000,375848000
BalanceCash_yy,,,,,,-3.73,,191.68,242.77,387.80,55.41,-63.52,-68.38,-68.31,-17.76,97.12,287.62,59.27,93.15,-15.81,-50.09,-6.61,-44.88,12.14,93.36,67.70
BalanceCash_sy,,,,,,-0.54,,3.32,77.13,228.32,42.67,0.06,-16.18,-71.88,-17.76,-12.45,3.46,16.12,-49.15,13.36,16.32,-8.96,11.44,12.14,-14.90,6.96
BalanceCash_qq,,,-100.00,,-17.92,22.69,0.52,188.14,-3.54,74.61,-67.98,-32.36,-16.39,75.00,-16.90,62.12,64.41,-28.09,0.77,-29.33,-2.53,34.55,-40.52,43.76,68.06,16.69
BalanceCash_sq,,,-43.70,,-65.27,4.51,-29.29,24.90,-2.46,-5.70,3.00,-17.36,-8.23,14.01,-10.56,-10.70,-23.56,-8.86,-33.64,24.66,-3.97,-5.86,-6.08,4.97,-3.05,-31.08
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,175000,168000,172000,174000,175000,175000,181000,194000,2066000,1975000,1974000,1995000,171000,173000,179000
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,-0.02,4.39,5.51,11.66,1082.46,1028.47,987.81,928.20,-91.72,-91.26,-90.94
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,248.94,4.39,5.51,11.66,182.08,595.58,443.90,414.10,-100.00,-100.00,-94.40
BalanceAssetsForSale_qq,,,,,,,,,,,,,-4.07,2.58,1.05,0.54,0.16,3.68,6.94,964.73,-4.41,-0.06,1.08,-91.43,0.90,3.64
BalanceAssetsForSale_sq,,,,,,,,,,,,,-0.90,,,248.94,-3.94,4.70,2.03,575.35,,1.90,2.08,-100.00,0.45,1.82
BalanceTotalAssets,,6870306000,,6650471000,7014678000,7603759000,7205513000,7298591000,7458397000,7896735000,7523295000,7654004000,7613661000,7927710000,7554478000,7709923000,7983240000,8535121000,7846559000,8456556000,8216124000,8304756000,8113152000,8004503000,8289272000,8641856000
BalanceTotalAssets_yy,,,,,,10.68,,9.75,6.33,3.85,4.41,4.87,2.08,0.39,0.41,0.73,4.85,7.66,3.87,9.68,2.92,-2.70,3.40,-5.35,0.89,4.06
BalanceTotalAssets_sy,,,,,,11.16,,9.88,6.33,8.93,6.02,6.01,2.65,5.17,4.13,0.73,4.85,22.63,18.82,9.12,6.00,-1.74,5.64,-5.35,0.62,6.11
BalanceTotalAssets_qq,,,-100.00,,5.48,8.40,-5.24,1.29,2.19,5.88,-4.73,1.74,-0.53,4.12,-4.71,2.06,3.55,6.91,-8.07,7.77,-2.84,1.08,-2.31,-1.34,3.56,4.25
BalanceTotalAssets_sq,,,-2.63,,-1.03,3.62,-0.44,1.12,2.02,5.88,6.51,1.61,-0.53,4.42,3.06,0.34,-0.14,5.82,-1.02,-0.83,-0.83,2.47,-0.51,-1.34,1.63,2.70
BalanceCapital,,5218507000,,5065619000,5381239000,5736731000,5446502000,5520931000,5680601000,5956324000,5730949000,5756624000,5808146000,6187264000,5911228000,5986282000,6188173000,6569610000,6080489000,6385549000,6310133000,6443113000,6242205000,6200994000,6438618000,6867649000
BalanceCapital_yy,,,,,,9.93,,8.99,5.56,3.83,5.22,4.27,2.25,3.88,3.15,3.99,6.54,6.18,2.86,6.67,1.97,-1.93,2.66,-2.89,2.04,6.59
BalanceCapital_sy,,,,,,9.93,,18.32,5.56,24.99,3.28,5.00,3.24,3.88,3.15,1.13,9.43,16.54,5.98,18.12,7.44,0.27,2.51,5.47,4.17,18.70
BalanceCapital_qq,,,-100.00,,6.23,6.61,-5.06,1.37,2.89,4.85,-3.78,0.45,0.90,6.53,-4.46,1.27,3.37,6.16,-7.45,5.02,-1.18,2.11,-3.12,-0.66,3.83,6.66
BalanceCapital_sq,,,-3.10,,0.60,3.37,2.48,2.53,1.36,1.87,-1.44,2.33,1.20,-0.60,-0.67,-1.92,2.04,5.36,-0.04,-0.58,-1.11,-0.96,-0.07,-0.66,1.90,0.82
BalanceShareCapital,,251954000,,241719000,246993000,255968000,249293000,245207000,246632000,246017000,228533000,233284000,223799000,229568000,231987000,233240000,233618000,242216000,236004000,242134000,230958000,231325000,235846000,228282000,230340000,238719000
BalanceShareCapital_yy,,,,,,1.59,,1.44,-0.15,-3.89,-8.33,-4.86,-9.26,-6.69,1.51,-0.02,4.39,5.51,1.73,3.81,-1.14,-4.50,-0.07,-5.72,-0.27,3.20
BalanceShareCapital_sy,,,,,,1.59,,1.44,1.69,2.38,,0.28,,,3.66,2.10,3.33,5.51,2.12,4.77,4.12,,,,,3.20
BalanceShareCapital_qq,,,-100.00,,2.18,3.63,-2.61,-1.64,0.58,-0.25,-7.11,2.08,-4.07,2.58,1.05,0.54,0.16,3.68,-2.56,2.60,-4.62,0.16,1.95,-3.21,0.90,3.64
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,1.25,,,,,,,,
BalanceOwnShares,,-203626000,,-227533000,-243542000,-266644000,-269818000,-287700000,-302657000,-307220000,-16284000,-45509000,-53402000,-59279000,-70166000,-85533000,-93529000,-99645000,-107985000,-131349000,-133671000,-140290000,-161789000,-169288000,-187131000,-202971000
BalanceOwnShares_yy,,,,,,-30.95,,-26.44,-24.27,-15.22,93.96,84.18,82.36,80.70,-330.88,-87.95,-75.14,-68.09,-53.90,-53.57,-42.92,-40.79,-49.83,-28.88,-39.99,-44.68
BalanceOwnShares_sy,,,,,,-30.95,,-13.22,-12.14,-7.61,-3.02,-7.91,41.18,-9.65,-330.88,-43.98,-87.57,-109.04,-39.45,-26.78,-21.46,-20.40,-24.92,15.56,10.00,7.66
BalanceOwnShares_qq,,,100.00,,-7.04,-9.49,-1.19,-6.63,-5.20,-1.51,94.70,-179.46,-17.35,-11.01,-18.36,-21.90,-9.35,-6.54,-8.37,-21.64,-1.77,-4.95,-15.32,-4.64,-10.54,-8.46
BalanceOwnShares_sq,,,100.00,,-3.52,-4.74,-0.60,-3.32,-2.60,-0.76,-2.65,-179.46,41.32,-55.50,-59.18,-23.45,-4.68,-3.27,-4.18,-10.82,-0.88,-2.48,-7.66,27.68,-5.27,-4.23
BalanceReserve,,771862000,,785216000,814890000,821002000,799756000,806460000,787850000,819822000,519766000,329437000,395738000,404462000,347239000,312739000,352134000,391820000,409170000,485215000,518808000,448389000,470541000,464959000,475220000,477307000
BalanceReserve_yy,,,,,,6.37,,2.71,-3.32,-0.14,-35.01,-59.15,-49.77,-50.66,-33.19,-5.07,-11.02,-3.13,17.84,55.15,47.33,14.44,15.00,-4.17,-8.40,6.45
BalanceReserve_sy,,,,,,6.37,,2.71,-1.37,-0.98,2.25,6.86,8.96,13.45,7.05,25.15,17.06,13.88,11.91,34.11,17.12,5.38,3.96,3.78,2.83,7.07
BalanceReserve_qq,,,-100.00,,3.78,0.75,-2.59,0.84,-2.31,4.06,-36.60,-36.62,20.13,2.20,-14.15,-9.94,12.60,11.27,4.43,18.59,6.92,-13.57,4.94,-1.19,2.21,0.44
BalanceReserve_sq,,,-39.65,,,3.89,,,-0.99,,,,,7.56,,0.81,,10.54,,0.35,,0.20,,0.51,0.14,0.94
BalanceNonshareCapital,,6405000,,5879000,5957000,6130000,5894000,5673000,5698000,5626000,5570000,5575000,5336000,5407000,5400000,5318000,5609000,5926000,5455000,4672000,4511000,4467000,4516000,4050000,13686000,14441000
BalanceNonshareCapital_yy,,,,,,-4.29,,-3.49,-4.35,-8.23,-5.50,-1.73,-6.35,-3.89,-3.05,-4.61,5.11,9.60,1.01,-12.16,-19.57,-24.61,-17.21,-13.31,203.39,223.26
BalanceNonshareCapital_sy,,,,,,5.90,,8.88,2.74,-0.44,7.60,6.38,-14.90,-14.12,-16.98,-14.21,-18.32,-4.38,-5.90,-17.04,-15.10,-19.38,-1.27,-7.13,5.76,39.49
BalanceNonshareCapital_qq,,,-100.00,,1.33,2.91,-3.85,-3.75,0.43,-1.27,-0.99,0.09,-4.29,1.32,-0.12,-1.51,5.46,5.65,-7.95,-14.35,-3.44,-0.97,1.09,-10.32,237.93,5.52
BalanceNonshareCapital_sq,,,-51.53,,11.26,-1.87,-1.88,-1.27,4.29,-3.35,5.73,-3.99,-4.29,-3.01,-1.33,1.36,-0.30,-14.81,-0.28,-5.07,-0.64,-0.97,1.05,-5.39,0.95,4.96
BalanceNoncurrentLiabilities,,650308000,,594269000,607924000,630496000,551631000,534296000,538915000,622957000,625185000,534582000,513080000,524887000,447609000,472950000,473310000,486637000,474497000,510145000,490324000,489353000,501773000,505438000,513626000,531278000
BalanceNoncurrentLiabilities_yy,,,,,,-3.05,,-10.09,-11.35,-1.20,13.33,0.05,-4.79,-15.74,-28.40,-11.53,-7.75,-7.29,6.01,7.86,3.59,0.56,5.75,-0.92,4.75,8.57
BalanceNoncurrentLiabilities_sy,,,,,,40.16,,9.66,-11.35,33.28,21.73,0.36,-3.31,-10.32,-5.11,-10.35,8.18,7.91,-15.54,-6.85,-1.68,-15.00,6.60,-0.92,3.65,16.57
BalanceNoncurrentLiabilities_qq,,,-100.00,,2.30,3.71,-12.51,-3.14,0.86,15.59,0.36,-14.49,-4.02,2.30,-14.72,5.66,0.08,2.82,-2.49,7.51,-3.89,-0.20,2.54,0.73,1.62,3.44
BalanceNoncurrentLiabilities_sq,,,-1.21,,1.42,-1.93,-12.51,-2.12,0.52,15.59,-0.26,-8.97,-3.10,3.57,7.29,-2.12,3.46,1.45,-1.60,-0.66,-1.64,-0.81,2.54,0.73,0.72,1.09
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,108663000,,52738000,53888000,55847000,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_yy,,,,,,-48.61,,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_sy,,,,,,-7.32,,-1.37,-1.27,49.76,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_qq,,,-100.00,,2.18,3.63,-100.00,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_sq,,,-7.55,,-5.51,1.29,-8.72,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,541645000,,541531000,554036000,574649000,551631000,534296000,538915000,622957000,625185000,534582000,513080000,524887000,447609000,472950000,473310000,486637000,474497000,510145000,490324000,489353000,501773000,505438000,513626000,531278000
BalanceNoncurrentOtherLiabilities_yy,,,,,,6.09,,-1.34,-2.73,8.41,13.33,0.05,-4.79,-15.74,-28.40,-11.53,-7.75,-7.29,6.01,7.86,3.59,0.56,5.75,-0.92,4.75,8.57
BalanceNoncurrentOtherLiabilities_sy,,,,,,15.06,,7.35,3.75,17.06,13.33,12.54,5.87,2.88,-1.75,-11.53,-7.75,12.74,24.35,33.47,20.18,3.98,17.76,11.90,9.66,16.92
BalanceNoncurrentOtherLiabilities_qq,,,-100.00,,2.31,3.72,-4.01,-3.14,0.86,15.59,0.36,-14.49,-4.02,2.30,-14.72,5.66,0.08,2.82,-2.49,7.51,-3.89,-0.20,2.54,0.73,1.62,3.44
BalanceNoncurrentOtherLiabilities_sq,,,-9.31,,1.09,7.69,0.40,0.21,1.10,2.88,0.37,-3.27,0.35,2.16,-0.48,-9.12,3.06,3.78,-0.15,0.31,-1.01,,1.92,-1.06,0.64,0.31
BalanceCurrentLiabilities,,995086000,,984704000,1019557000,1230402000,1201485000,1237690000,1233182000,1311828000,1161591000,1357223000,1287099000,1210152000,1190241000,1245372000,1316148000,1472948000,1286119000,1556191000,1411156000,1367822000,1364657000,1294022000,1323342000,1228488000
BalanceCurrentLiabilities_yy,,,,,,23.65,,25.69,20.95,6.62,-3.32,9.66,4.37,-7.75,2.47,-8.24,2.26,21.72,8.06,24.96,7.22,-7.14,6.11,-16.85,-6.22,-10.19
BalanceCurrentLiabilities_sy,,,,,,30.47,,-2.22,17.91,6.62,-6.32,22.38,5.80,9.63,6.25,-1.64,2.26,1.69,14.04,2.09,8.93,12.78,7.85,19.32,26.78,1.34
BalanceCurrentLiabilities_qq,,,-100.00,,3.54,20.68,-2.35,3.01,-0.36,6.38,-11.45,16.84,-5.17,-5.98,-1.65,4.63,5.68,11.91,-12.68,21.00,-9.32,-3.07,-0.23,-5.18,2.27,-7.17
BalanceCurrentLiabilities_sq,,,18.87,,3.06,8.35,-6.12,-1.91,2.94,4.66,13.86,1.71,1.50,4.42,-3.05,5.65,-9.06,9.62,0.10,9.23,2.06,4.88,-0.23,9.65,-0.70,5.96
BalanceCurrentTradePayablesv,,374180000,,430958000,466085000,539172000,545998000,544225000,553844000,633281000,484487000,490382000,437216000,433852000,415226000,442646000,423007000,485761000,489339000,568205000,493003000,542708000,525564000,451875000,504991000,481608000
BalanceCurrentTradePayablesv_yy,,,,,,44.09,,26.28,18.83,17.45,-11.27,-9.89,-21.06,-31.49,-14.30,-9.73,-3.25,11.96,17.85,28.37,16.55,11.72,7.40,-20.47,2.43,-11.26
BalanceCurrentTradePayablesv_sy,,,,,,24.02,,-29.36,9.44,8.72,8.38,41.99,0.47,35.33,28.51,5.45,18.59,0.79,13.82,5.36,12.20,10.24,7.40,9.97,7.44,-5.81
BalanceCurrentTradePayablesv_qq,,,-100.00,,8.15,15.68,1.27,-0.32,1.77,14.34,-23.50,1.22,-10.84,-0.77,-4.29,6.60,-4.44,14.84,0.74,16.12,-13.23,10.08,-3.16,-14.02,11.75,-4.63
BalanceCurrentTradePayablesv_sq,,,-11.46,,-4.91,8.88,1.61,-6.28,8.84,-7.30,24.24,4.84,-10.84,2.50,2.60,-5.78,-2.94,9.86,2.38,4.35,-3.31,0.27,-4.67,9.37,2.90,6.22
BalanceCurrentBorrowings,,113457000,,54598000,34581000,38673000,5363000,,5594000,,,162048000,114750000,151000,136000,,,,,,84396000,,,,,4000
BalanceCurrentBorrowings_yy,,,,,,-65.91,,-100.00,-83.82,-100.00,-100.00,,1951.40,,,-100.00,-100.00,-100.00,-100.00,,,,,,-100.00,
BalanceCurrentBorrowings_sy,,,,,,15.33,,-2.38,-1.72,-39.28,5.15,,-11.54,,,-34.10,-24.83,-8.09,9.23,,,,,,11.42,
BalanceCurrentBorrowings_qq,,,-100.00,,-36.66,11.83,-86.13,-100.00,,-100.00,,,-29.19,-99.87,-10.17,-100.00,,,,,,-100.00,,,,
BalanceCurrentBorrowings_sq,,,-44.46,,-68.33,11.83,-30.49,-4.06,,-5.66,,,10.45,-5.48,-14.41,-17.08,,,,,,10.10,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,507448000,,499149000,518892000,652558000,650124000,693466000,673744000,678547000,677103000,704793000,735133000,776149000,774880000,802726000,893141000,987187000,796780000,987985000,833757000,825114000,839094000,842146000,818351000,746876000
BalanceCurrentOtherLiabilities_yy,,,,,,28.60,,38.93,29.84,3.98,4.15,1.63,9.11,14.38,14.44,13.90,21.49,27.19,2.83,23.08,-6.65,-16.42,5.31,-14.76,-1.85,-9.48
BalanceCurrentOtherLiabilities_sy,,,,,,14.83,,16.54,-35.17,4.35,-31.36,34.45,11.25,-3.88,-16.00,8.02,-0.70,18.68,24.94,8.05,73.11,23.34,18.91,21.34,28.57,14.99
BalanceCurrentOtherLiabilities_qq,,,-100.00,,3.96,25.76,-0.37,6.67,-2.84,0.71,-0.21,4.09,4.30,5.58,-0.16,3.59,11.26,10.53,-19.29,24.00,-15.61,-1.04,1.69,0.36,-2.83,-8.73
BalanceCurrentOtherLiabilities_sq,,,-28.26,,20.71,-5.54,-1.15,-1.94,-12.46,50.87,-5.93,4.09,2.27,3.49,-9.54,8.00,-23.47,20.65,-12.17,40.07,-9.51,13.36,-2.86,4.86,-3.73,5.51
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,0,6870306000,0,6650471000,7014678000,7603759000,7205513000,7298591000,7458397000,7896735000,7523295000,7654004000,7613661000,7927710000,7554478000,7709923000,7983240000,8535121000,7846559000,8456556000,8216124000,8304756000,8113152000,8004503000,8289272000,8641856000
BalanceTotalEquityAndLiabilities_yy,,,,,,10.68,,9.75,6.33,3.85,4.41,4.87,2.08,0.39,0.41,0.73,4.85,7.66,3.87,9.68,2.92,-2.70,3.40,-5.35,0.89,4.06
BalanceTotalEquityAndLiabilities_sy,,,,,,11.16,,9.88,6.33,8.93,6.02,6.01,2.66,6.22,4.13,0.73,4.85,22.63,18.82,9.12,6.00,-1.74,5.64,-5.35,0.62,6.11
BalanceTotalEquityAndLiabilities_qq,,,-100.00,,5.48,8.40,-5.24,1.29,2.19,5.88,-4.73,1.74,-0.53,4.12,-4.71,2.06,3.55,6.91,-8.07,7.77,-2.84,1.08,-2.31,-1.34,3.56,4.25
BalanceTotalEquityAndLiabilities_sq,,,-2.63,,-1.03,3.62,-0.44,1.12,2.02,5.88,6.51,1.61,-0.53,4.42,3.06,0.34,,5.82,-1.02,-1.27,-0.83,2.47,-0.51,-1.34,1.63,2.70
CashflowOperatingCashflow,249692000,321694000,328339000,257655000,176558000,460332000,348658000,296363000,127767000,361333000,163270000,60942000,120834000,463615000,257809000,328280000,237899000,250802000,311214000,127902000,134970000,362756000,254922000,212107000,320128000,237978000
CashflowOperatingCashflow_yy,,,,,-29.29,43.10,6.19,15.02,-27.63,-21.51,-53.17,-79.44,-5.43,28.31,57.90,438.67,96.88,-45.90,20.72,-61.04,-43.27,44.64,-18.09,65.84,137.18,-34.40
CashflowOperatingCashflow_sy,,,,,-5.62,43.10,96.55,49.54,39.88,-33.67,-51.12,44.82,-14.46,56.66,-47.92,-60.17,-49.29,-24.02,14.84,-30.22,5.90,-46.34,-1.73,-50.69,25.31,32.58
CashflowOperatingCashflow_qq,,28.84,2.07,-21.53,-31.48,160.73,-24.26,-15.00,-56.89,182.81,-54.81,-62.67,98.28,283.68,-44.39,27.33,-27.53,5.42,24.09,-58.90,5.53,168.77,-29.73,-16.80,50.93,-25.66
CashflowOperatingCashflow_sq,,122.26,-127.90,29.03,56.08,74.80,-15.28,13.84,-13.76,-45.50,-54.81,100.21,-8.01,52.18,-3.73,27.33,-27.96,24.74,6.99,74.32,-86.35,1.98,2.06,-16.80,11.10,-7.91
CashflowAmortization,91647000,94839000,93577000,93796000,94890000,99615000,101187000,101275000,98822000,98742000,102650000,109013000,107373000,111839000,113624000,117524000,112690000,116820000,113630000,117913000,120505000,104158000,114333000,117465000,119892000,117689000
CashflowAmortization_yy,,,,,3.54,5.04,8.13,7.97,4.14,-0.88,1.45,7.64,8.65,13.26,10.69,7.81,4.95,4.45,,0.33,6.93,-10.84,0.62,-0.38,-0.51,12.99
CashflowAmortization_sy,,,,,8.23,-22.08,-17.97,13.17,10.82,16.10,9.74,4.37,7.60,37.72,9.98,6.72,7.60,4.60,,10.26,7.32,10.69,0.35,24.24,-0.51,12.99
CashflowAmortization_qq,,3.48,-1.33,0.23,1.17,4.98,1.58,0.09,-2.42,-0.08,3.96,6.20,-1.50,4.16,1.60,3.43,-4.11,3.66,-2.73,3.77,2.20,-13.57,9.77,2.74,2.07,-1.84
CashflowAmortization_sq,,3.48,-6.64,-2.60,-5.50,2.34,2.51,2.98,-4.18,7.41,5.74,5.31,0.43,20.24,0.62,2.18,-2.93,3.66,2.88,-1.34,2.20,5.75,-4.41,5.17,-11.35,9.11
CashflowInvestingCashflow,-124931000,-338160000,-58165000,-177407000,-162522000,-430149000,-25669000,-81750000,-129481000,-146813000,-181267000,-240730000,-82209000,-276214000,70492000,-281583000,-50004000,-351217000,78082000,-186604000,-208002000,-212859000,51438000,-135196000,-183520000,-182912000
CashflowInvestingCashflow_yy,,,,,-30.09,-27.20,55.87,53.92,20.33,65.87,-606.17,-194.47,36.51,-88.14,138.89,-16.97,39.17,-27.15,10.77,33.73,-315.97,39.39,-34.12,27.55,11.77,14.07
CashflowInvestingCashflow_sy,,,,,10.72,42.44,50.74,20.73,0.91,-134.07,-43.69,-127.02,-4.84,-68.21,-14.81,-43.08,-12.93,-27.15,15.99,25.40,4.68,42.87,-16.37,34.14,10.76,0.01
CashflowInvestingCashflow_qq,,-170.68,82.80,-205.01,8.39,-164.67,94.03,-218.48,-58.39,-13.39,-23.47,-32.80,65.85,-235.99,125.52,-499.45,82.24,-602.37,122.23,-338.99,-11.47,-2.33,124.17,-362.83,-35.74,0.33
CashflowInvestingCashflow_sq,,-162.67,82.80,-20.63,6.48,-57.78,-58.90,-52.08,-18.93,-13.39,-23.47,-60.95,53.64,-13.56,-53.93,-27.67,38.11,-44.49,-6.90,-13.05,-11.47,-2.33,42.05,4.08,-24.16,-76.06
CashflowCapex,104868000,145788000,194570000,190424000,123668000,178272000,163517000,197834000,156611000,200755000,185630000,241626000,89946000,133306000,77994000,156312000,104439000,156362000,118563000,151097000,104832000,104014000,132962000,132021000,78531000,104247000
CashflowCapex_yy,,,,,17.93,22.28,-15.96,3.89,26.64,12.61,13.52,22.14,-42.57,-33.60,-57.98,-35.31,16.11,17.29,52.01,-3.34,0.38,-33.48,12.14,-12.62,-25.09,0.22
CashflowCapex_sy,,,,,-21.35,-36.76,-44.64,3.89,17.48,-2.36,35.01,0.43,36.99,-28.94,-2.12,81.82,-7.85,32.51,-30.33,-49.45,-9.64,-63.54,54.51,-12.62,4.30,1.20
CashflowCapex_qq,,39.02,33.46,-2.13,-35.06,44.15,-8.28,20.99,-20.84,28.19,-7.53,30.16,-62.77,48.21,-41.49,100.41,-33.19,49.72,-24.17,27.44,-30.62,-0.78,27.83,-0.71,-40.52,32.75
CashflowCapex_sq,,60.01,-28.88,-23.72,-35.06,35.48,-37.63,65.79,-39.68,28.19,-0.84,30.16,-50.09,2.40,-41.49,88.63,-49.23,46.48,-31.50,85.37,-30.62,-15.19,16.87,23.89,-35.44,13.13
CashflowFinancingCashflow,-70839000,-25193000,-279804000,-69753000,-33453000,-12576000,-320198000,-28313000,-8071000,-11060000,-302958000,131820000,-51562000,-122485000,-353453000,-17357000,-8460000,-5704000,-380732000,-19240000,75374000,-91390000,-401220000,-13430000,-6569000,-11013000
CashflowFinancingCashflow_yy,,,,,52.78,50.08,-14.44,59.41,75.87,12.06,5.38,565.58,-538.82,-1007.49,-16.67,-113.17,83.59,95.34,-7.72,-10.85,990.95,-1502.07,-5.38,30.20,-108.72,87.95
CashflowFinancingCashflow_sy,,,,,67.49,50.08,-14.44,-66.30,131.49,-0.17,-11.82,-22.04,-23.72,7.51,-16.67,29.41,8.22,21.36,-69.72,21.06,40.37,-41.52,-32.53,30.20,-47.52,-6.88
