,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceTotalAssets,819294000,798332000,876433000,901273000,987578000,1010456000,1021354000,908579000,999547000,1054820000,1057455000,919716000,906437000,884406000,880066000,869043000,856536000,950752000,1017165000,1001771000,1012371000,1009182000
BalanceTotalAssets_yy,,,,,20.54,26.57,16.54,0.81,1.21,4.39,3.53,1.23,-9.32,-16.16,-16.78,-5.51,-5.51,7.50,15.58,15.27,18.19,6.15
BalanceTotalAssets_sy,,,,,3.16,5.85,6.89,2.54,4.30,8.30,5.32,6.36,4.02,3.25,-0.19,3.07,2.74,0.78,3.71,2.11,4.32,4.65
BalanceTotalAssets_qq,,-2.56,9.78,2.83,9.58,2.32,1.08,-11.04,10.01,5.53,0.25,-13.03,-1.44,-2.43,-0.49,-1.25,-1.44,11.00,6.99,-1.51,1.06,-0.32
BalanceTotalAssets_sq,,1.12,1.88,1.34,1.28,0.38,1.42,-0.38,3.42,1.93,1.70,1.07,1.09,0.89,0.49,0.93,-0.45,0.63,-0.33,-0.14,1.11,1.85
BalanceCapital,307582000,310396000,312276000,333174000,337121000,348716000,385456000,395883000,403568000,357746000,359960000,416711000,401468000,390192000,389812000,405345000,415155000,373361000,375369000,403486000,400997000,415849000
BalanceCapital_yy,,,,,9.60,12.35,23.43,18.82,19.71,2.59,-6.61,5.26,-0.52,9.07,8.29,-2.73,3.41,-4.31,-3.71,-0.46,-3.41,11.38
BalanceCapital_sy,,,,,2.22,5.87,6.05,6.08,6.74,5.26,6.32,5.25,4.71,5.87,3.39,1.46,1.01,0.07,2.17,1.14,1.67,2.00
BalanceCapital_qq,,0.91,0.61,6.69,1.18,3.44,10.54,2.71,1.94,-11.35,0.62,15.77,-3.66,-2.81,-0.10,3.98,2.42,-10.07,0.54,7.49,-0.62,3.70
BalanceCapital_sq,,-0.03,2.25,1.78,2.03,-0.68,3.44,2.35,2.16,-0.60,2.73,1.34,1.71,-2.80,1.18,1.16,1.46,-1.04,0.94,0.08,1.35,-0.20
BalanceShareCapital,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000,11250000
BalanceShareCapital_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,245397000,291505000,290501000,290298000,289776000,310837000,310837000,315405000,315403000,350573000,350542000,351234000,351234000,358151000,365286000,365176000,365020000,382551000,381787000,380973000,372929000,395233000
BalanceReserve_yy,,,,,18.08,6.63,7.00,8.65,8.84,12.78,12.77,11.36,11.36,2.16,4.21,3.97,3.93,6.81,4.52,4.33,2.17,3.32
BalanceReserve_sy,,,,,6.14,5.36,6.06,8.43,5.66,3.57,3.74,6.73,5.69,3.28,4.21,3.97,4.57,4.96,4.12,3.29,3.50,2.05
BalanceReserve_qq,,18.79,-0.34,-0.07,-0.18,7.27,,1.47,,11.15,-0.01,0.20,,1.97,1.99,-0.03,-0.04,4.80,-0.20,-0.21,-2.11,5.98
BalanceReserve_sq,,4.99,,,,4.65,,-0.01,,4.46,,-0.04,,1.97,0.01,0.02,,2.37,,0.01,,1.35
BalanceNonshareCapital,3111000,3001000,2224000,2441000,234000,255000,260000,336000,280000,296000,288000,433000,375000,318000,216000,240000,170000,182000,146000,114000,97000,121000
BalanceNonshareCapital_yy,,,,,-92.48,-91.50,-88.31,-86.24,19.66,16.08,10.77,28.87,33.93,7.43,-25.00,-44.57,-54.67,-42.77,-32.41,-52.50,-42.94,-33.52
BalanceNonshareCapital_sy,,,,,-4.18,2.48,-2.97,5.76,-5.72,,0.62,2.03,9.34,4.73,2.94,-17.00,-35.82,-32.54,-23.80,-1.12,-12.64,-1.83
BalanceNonshareCapital_qq,,-3.54,-25.89,9.76,-90.41,8.97,1.96,29.23,-16.67,5.71,-2.70,50.35,-13.39,-15.20,-32.08,11.11,-29.17,7.06,-19.78,-21.92,-14.91,24.74
BalanceNonshareCapital_sq,,0.40,0.54,-2.74,-1.08,2.72,1.96,1.42,-2.00,7.03,0.74,2.43,-0.79,,-4.10,-4.61,-3.24,-9.63,,,0.40,6.44
BalanceNoncurrentLiabilities,149392000,105168000,89927000,82274000,111715000,138525000,132334000,131452000,136094000,143785000,145529000,144026000,140652000,139615000,138460000,132456000,128364000,202492000,188846000,117654000,161128000,230608000
BalanceNoncurrentLiabilities_yy,,,,,-25.22,31.72,47.16,59.77,21.82,3.80,9.97,9.57,3.35,-2.90,-4.86,-8.03,-8.74,45.04,36.39,-11.18,25.52,13.88
BalanceNoncurrentLiabilities_sy,,,,,-0.49,-1.99,3.55,2.26,6.10,9.52,9.97,8.54,3.35,1.15,1.04,-1.66,-2.48,0.74,-2.26,-11.65,-9.62,-9.44
BalanceNoncurrentLiabilities_qq,,-29.60,-14.49,-8.51,35.78,24.00,-4.47,-0.67,3.53,5.65,1.21,-1.03,-2.34,-0.74,-0.83,-4.34,-3.09,57.75,-6.74,-37.70,36.95,43.12
BalanceNoncurrentLiabilities_sq,,-0.39,-4.08,-2.40,-0.79,-0.11,-2.56,1.31,-1.18,5.65,-1.06,-1.03,-2.60,-0.56,-1.77,-2.05,-2.49,-1.52,-3.92,-5.30,-0.90,0.11
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,85620000,66587000,49397000,38777000,68741000,98631000,92765000,,7267000,16775000,21029000,11415000,9990000,10765000,9331000,7790000,6252000,84713000,70827000,1617000,1504000,81381000
BalanceNoncurrentBorrowings_yy,,,,,-19.71,48.12,87.79,-100.00,-89.43,-82.99,-77.33,,37.47,-35.83,-55.63,-31.76,-37.42,686.93,659.05,-79.24,-75.94,-3.93
BalanceNoncurrentBorrowings_sy,,,,,-3.81,5.14,9.15,0.45,-16.54,2.74,11.99,,-11.95,-23.55,-22.16,-22.43,-25.53,0.32,-3.46,-31.31,-15.10,-16.66
BalanceNoncurrentBorrowings_qq,,-22.23,-25.82,-21.50,77.27,43.48,-5.95,-100.00,,130.84,25.36,-45.72,-12.48,7.76,-13.32,-16.51,-19.74,1254.97,-16.39,-97.72,-6.99,5310.97
BalanceNoncurrentBorrowings_sq,,-5.84,-5.16,-8.23,-1.78,-2.70,-7.10,-12.97,,3.47,0.13,-14.28,-9.25,-7.40,-8.33,-13.86,-8.53,-4.41,-6.43,-13.57,-3.07,-5.16
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,89160000,87384000,85434000,83689000,90351000,88386000,88524000,89456000,86300000,83846000,80892000,81521000,78350000,123795000,113275000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,1.34,1.15,3.62,6.89,-4.48,-5.14,-8.62,-8.87,-9.21,47.65,40.03
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,42.53,-21.40,3.62,-19.02,-4.22,-24.54,-36.38,-22.70,-37.25,-41.34,-7.14
BalanceNoncurrentLeasing_qq,,,,,,,,,-1.99,-2.23,-2.04,7.96,-2.17,0.16,1.05,-3.53,-2.84,-3.52,0.78,-3.89,58.00,-8.50
BalanceNoncurrentLeasing_sq,,,,,,,,,-100.00,-5.69,-100.00,-2.71,-11.86,-6.35,-2.68,-6.78,-7.69,-11.64,-15.28,-14.80,-22.54,46.88
BalanceNoncurrentOtherLiabilities,63772000,38581000,40530000,43497000,42974000,39894000,39569000,42292000,41443000,41576000,40811000,42260000,42276000,40326000,39673000,38366000,38266000,36887000,36498000,37687000,35829000,35952000
BalanceNoncurrentOtherLiabilities_yy,,,,,-32.61,3.40,-2.37,-2.77,-3.56,4.22,3.14,-0.08,2.01,-3.01,-2.79,-9.21,-9.49,-8.53,-8.00,-1.77,-6.37,-2.53
BalanceNoncurrentOtherLiabilities_sy,,,,,2.54,-1.15,0.04,1.62,6.94,4.66,13.34,4.77,6.75,10.43,8.17,5.89,1.64,0.74,-1.33,-5.11,-4.78,-6.94
BalanceNoncurrentOtherLiabilities_qq,,-39.50,5.05,7.32,-1.20,-7.17,-0.81,6.88,-2.01,0.32,-1.84,3.55,0.04,-4.61,-1.62,-3.29,-0.26,-3.60,-1.05,3.26,-4.93,0.34
BalanceNoncurrentOtherLiabilities_sq,,5.45,-1.80,0.86,-1.14,0.17,-1.56,9.44,-0.26,,-0.96,3.69,-0.61,0.15,-1.77,0.18,-0.26,0.58,-3.02,-0.95,-0.54,
BalanceCurrentLiabilities,359209000,379767000,472006000,483384000,538508000,522960000,503304000,380908000,459605000,552993000,551678000,358546000,363942000,354281000,351578000,331002000,312847000,374717000,452804000,480517000,450149000,362604000
BalanceCurrentLiabilities_yy,,,,,49.91,37.71,6.63,-21.20,-14.65,5.74,9.61,-5.87,-20.81,-35.93,-36.27,-7.68,-14.04,5.77,28.79,45.17,43.89,-3.23
BalanceCurrentLiabilities_sy,,,,,12.24,13.30,10.63,1.75,-0.88,10.62,2.28,4.71,6.99,3.99,-0.93,8.17,8.14,5.61,15.74,5.35,5.93,7.42
BalanceCurrentLiabilities_qq,,5.72,24.29,2.41,11.40,-2.89,-3.76,-24.32,20.66,20.32,-0.24,-35.01,1.50,-2.65,-0.76,-5.85,-5.48,19.78,20.84,6.12,-6.32,-19.45
BalanceCurrentLiabilities_sq,,6.44,5.69,-7.46,5.15,6.60,1.46,-11.20,8.09,5.65,-2.42,-1.00,-1.43,5.66,0.82,3.27,-3.15,7.03,1.94,-1.07,-0.05,6.04
BalanceCurrentTradePayablesv,137132000,123936000,157559000,112527000,134445000,134051000,143790000,140908000,164209000,142582000,132184000,90367000,74337000,100404000,114914000,82515000,109216000,128541000,174181000,103824000,119552000,113536000
BalanceCurrentTradePayablesv_yy,,,,,-1.96,8.16,-8.74,25.22,22.14,6.36,-8.07,-35.87,-54.73,-29.58,-13.07,-8.69,46.92,28.02,51.58,25.82,9.46,-11.67
BalanceCurrentTradePayablesv_sy,,,,,2.06,8.16,8.64,6.40,6.19,1.78,5.58,-0.46,-0.92,-1.07,1.12,14.06,13.96,11.49,9.88,-0.14,5.98,4.20
BalanceCurrentTradePayablesv_qq,,-9.62,27.13,-28.58,19.48,-0.29,7.27,-2.00,16.54,-13.17,-7.29,-31.64,-17.74,35.07,14.45,-28.19,32.36,17.69,35.51,-40.39,15.15,-5.03
BalanceCurrentTradePayablesv_sq,,5.82,5.19,0.06,-0.93,8.48,2.46,-6.03,13.78,2.38,-2.79,1.28,0.36,11.08,0.89,13.94,0.99,9.92,1.42,12.02,2.51,5.86
BalanceCurrentBorrowings,186859000,181866000,277721000,312750000,350793000,293780000,246305000,121707000,214161000,254031000,321444000,146667000,174712000,136180000,136070000,138308000,104468000,113803000,136152000,192278000,188352000,124945000
BalanceCurrentBorrowings_yy,,,,,87.73,61.54,-11.31,-61.08,-38.95,-13.53,30.51,20.51,-18.42,-46.39,-57.67,-5.70,-40.21,-16.43,0.06,39.02,80.30,9.79
BalanceCurrentBorrowings_sy,,,,,10.90,4.74,-15.94,-4.13,1.98,15.87,11.10,20.51,21.16,9.35,5.95,8.46,7.83,-4.23,3.02,17.80,-5.31,-2.88
BalanceCurrentBorrowings_qq,,-2.67,52.71,12.61,12.16,-16.25,-16.16,-50.59,75.96,18.62,26.54,-54.37,19.12,-22.05,-0.08,1.64,-24.47,8.94,19.64,41.22,-2.04,-33.66
BalanceCurrentBorrowings_sq,,-2.20,8.60,-11.61,-1.13,-1.33,7.73,-15.55,16.64,2.90,5.31,-5.89,-7.61,1.28,-0.83,1.64,-2.22,0.68,3.39,-2.27,-12.92,3.04
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,7751000,7576000,7517000,7437000,9940000,10048000,10692000,11504000,12373000,11742000,11227000,11382000,11733000,16908000,24286000
BalanceCurrentLeasing_yy,,,,,,,,,,,,28.24,32.63,42.24,54.69,24.48,16.86,5.00,-1.06,-5.17,44.00,116.32
BalanceCurrentLeasing_sy,,,,,,,,,,,,-17.14,8.53,7.19,9.22,-15.04,-35.31,-24.04,-15.39,-18.54,-5.32,9.56
BalanceCurrentLeasing_qq,,,,,,,,,-2.26,-0.78,-1.06,33.66,1.09,6.41,7.59,7.55,-5.10,-4.39,1.38,3.08,44.11,43.64
BalanceCurrentLeasing_sq,,,,,,,,,-100.00,-1.32,-100.00,13.42,-11.27,-9.09,-15.39,-5.37,-14.92,-4.33,-7.66,-1.96,-1.61,29.58
BalanceCurrentOtherLiabilities,28909000,72250000,35080000,54299000,49462000,91388000,112602000,109935000,73051000,148256000,90006000,111572000,104845000,107005000,89090000,97806000,87421000,121146000,131089000,172682000,125337000,99837000
BalanceCurrentOtherLiabilities_yy,,,,,71.10,26.49,220.99,102.46,47.69,62.23,-20.07,1.49,43.52,-27.82,-1.02,-12.34,-16.62,13.22,47.14,76.56,43.37,-17.59
BalanceCurrentOtherLiabilities_sy,,,,,4.69,5.87,9.53,4.78,12.28,4.86,0.48,0.57,2.93,11.43,5.31,12.17,17.51,10.34,10.98,16.18,10.77,6.75
BalanceCurrentOtherLiabilities_qq,,149.92,-51.45,54.79,-8.91,84.76,23.21,-2.37,-33.55,102.95,-39.29,23.96,-6.03,2.06,-16.74,9.78,-10.62,38.58,8.21,31.73,-27.42,-20.35
BalanceCurrentOtherLiabilities_sq,,6.54,-2.79,-1.73,6.15,8.59,4.50,-4.16,2.68,4.52,0.42,-12.09,,9.88,0.85,8.74,-0.02,9.53,-1.01,6.58,-0.17,-7.08
BalanceReckoning,6309000,1715000,1646000,3808000,3808000,3741000,607000,607000,608000,607000,607000,,,,,,,,,,,
BalanceReckoning_yy,,,,,-39.64,118.13,-63.12,-84.06,-84.03,-83.77,,-100.00,-100.00,-100.00,-100.00,,,,,,,
BalanceReckoning_sy,,,,,20.42,28.16,13.78,-12.81,-0.10,,,11.62,0.64,-1.12,-9.16,,,,,,,
BalanceReckoning_qq,,-72.82,-4.02,131.35,,-1.76,-83.77,,0.16,-0.16,,-100.00,,,,,,,,,,
BalanceReckoning_sq,,,-0.06,3.76,,,7.43,,1.09,-0.44,,0.61,,,,,,,,,,
BalanceTotalEquityAndLiabilities,819294000,798332000,876433000,901273000,987578000,1010456000,1021354000,908579000,999547000,1054820000,1057455000,919716000,906437000,884406000,880066000,869043000,856536000,950752000,1017165000,1001771000,1012371000,1009182000
BalanceTotalEquityAndLiabilities_yy,,,,,20.54,26.57,16.54,0.81,1.21,4.39,3.53,1.23,-9.32,-16.16,-16.78,-5.51,-5.51,7.50,15.58,15.27,18.19,6.15
BalanceTotalEquityAndLiabilities_sy,,,,,3.16,5.85,6.89,2.54,4.30,8.30,5.32,6.36,4.02,3.25,-0.19,3.07,2.74,1.77,3.71,2.11,4.32,4.65
BalanceTotalEquityAndLiabilities_qq,,-2.56,9.78,2.83,9.58,2.32,1.08,-11.04,10.01,5.53,0.25,-13.03,-1.44,-2.43,-0.49,-1.25,-1.44,11.00,6.99,-1.51,1.06,-0.32
BalanceTotalEquityAndLiabilities_sq,,1.12,1.88,1.34,1.28,0.38,1.42,-0.38,3.42,1.93,1.70,1.07,1.09,0.89,0.50,0.93,-0.45,0.63,-0.33,-0.14,1.11,1.75
CashflowOperatingCashflow,-32111000,41121000,-60335000,11853000,-27508000,85637000,51456000,152534000,-80585000,19601000,-54315000,235248000,-41220000,21648000,27693000,20597000,44925000,-68296000,38411000,29339000,10136000,-6377000
CashflowOperatingCashflow_yy,,,,,14.33,108.26,185.28,1186.88,-192.95,-77.11,-205.56,54.23,48.85,10.44,150.99,-91.24,208.99,-415.48,38.70,42.44,-77.44,90.66
CashflowOperatingCashflow_sy,,,,,35.08,10.75,-47.61,7.08,-19.09,2.57,13.83,39.04,-37.11,9.68,-19.18,-10.05,11.47,10.53,-33.56,-3.87,-0.23,33.98
CashflowOperatingCashflow_qq,,228.06,-246.73,119.65,-332.08,411.32,-39.91,196.44,-152.83,124.32,-377.10,533.12,-117.52,152.52,27.92,-25.62,118.11,-252.02,156.24,-23.62,-65.45,-162.91
CashflowOperatingCashflow_sq,,85.27,-9.41,48.98,-85.97,60.84,7.88,117.05,-63.70,8.25,78.06,191.37,-84.17,51.35,110.06,24.82,-41.64,-1.51,12.24,92.35,-55.34,-15.25
CashflowAmortization,4407000,4434000,5121000,4966000,5444000,5658000,5619000,5209000,5575000,5884000,6022000,6363000,6931000,6698000,7910000,8126000,7905000,8679000,8594000,8716000,8488000,9510000
CashflowAmortization_yy,,,,,23.53,27.60,9.72,4.89,2.41,3.99,7.17,22.15,24.32,13.83,31.35,27.71,14.05,29.58,8.65,7.26,7.38,9.57
CashflowAmortization_sy,,,,,3.10,5.71,9.07,6.50,5.06,3.70,5.60,6.44,7.99,11.95,10.10,6.49,2.23,3.80,8.65,3.71,3.10,4.57
CashflowAmortization_qq,,0.61,15.49,-3.03,9.63,3.93,-0.69,-7.30,7.03,5.54,2.35,5.66,8.93,-3.36,18.09,2.73,-2.72,9.79,-0.98,1.42,-2.62,12.04
CashflowAmortization_sq,,1.61,0.61,0.83,4.44,1.40,-0.62,3.10,1.10,2.50,3.31,1.05,0.61,0.76,-2.05,0.53,0.86,0.80,-0.05,0.81,0.51,1.12
CashflowInvestingCashflow,-6515000,-20558000,-9847000,-11846000,-5237000,-5173000,-5966000,-841588000,-9668000,-24118000,-9313000,-3764000,91000,-298000,-4945000,-9872000,-7530000,-7611000,-8321000,-10116000,-3416000,2093000
CashflowInvestingCashflow_yy,,,,,19.62,74.84,39.41,-7004.41,-84.61,-366.23,-56.10,99.55,100.94,98.76,46.90,-162.27,-8374.73,-2454.03,-68.27,-2.47,54.63,127.50
CashflowInvestingCashflow_sy,,,,,-3.65,-20.66,-39.00,-27.88,6.69,-37.30,-70.19,17.63,15.57,13.78,21.59,-35.08,28.64,-48.40,36.83,1.30,21.25,53.71
CashflowInvestingCashflow_qq,,-215.55,52.10,-20.30,55.79,1.22,-15.33,-14006.40,98.85,-149.46,61.39,59.58,102.42,-427.47,-1559.40,-99.64,23.72,-1.08,-9.33,-21.57,66.23,161.27
CashflowInvestingCashflow_sq,,-68.00,13.32,-62.65,31.43,-26.45,15.26,-82.65,46.20,-43.82,-33.14,15.79,44.52,-8.76,-35.83,-35.53,55.91,-1.08,42.20,-32.15,21.10,3.69
CashflowCapex,6090000,20736000,8515000,14183000,2485000,5298000,5782000,251942000,10580000,15415000,9269000,7522000,6024000,9663000,7975000,1135000,7671000,7632000,8337000,12540000,6578000,7879000
CashflowCapex_yy,,,,,-59.20,-74.45,-32.10,1676.37,325.75,190.96,60.31,-97.01,-43.06,-37.31,-13.96,-84.91,27.34,-21.02,4.54,1004.85,-14.25,3.24
CashflowCapex_sy,,,,,2.50,-10.74,10.72,27.15,24.57,6.09,77.54,4.11,-19.84,-9.64,-23.30,-14.84,3.92,19.81,-11.69,-12.24,38.63,-29.08
CashflowCapex_qq,,240.49,-58.94,66.56,-82.48,113.20,9.14,4257.35,-95.80,45.70,-39.87,-18.85,-19.91,60.41,-17.47,-85.77,575.86,-0.51,9.24,50.41,-47.54,19.78
CashflowCapex_sq,,56.24,-27.50,72.32,-42.92,19.58,-29.16,49.64,-20.88,24.56,-8.81,-7.61,-42.56,60.00,2.10,40.45,-29.67,56.74,-16.98,19.67,-21.30,10.27
CashflowFinancingCashflow,43213000,-28632000,69364000,13038000,24366000,-71745000,-56216000,692447000,92803000,45407000,23203000,-188508000,25026000,-39675000,-22986000,-24079000,-33877000,76007000,-30516000,-12964000,-9696000,6303000
CashflowFinancingCashflow_yy,,,,,-43.61,-150.58,-181.04,5210.99,280.87,163.29,141.27,-127.22,-73.03,-187.38,-199.06,87.23,-235.37,291.57,-32.76,46.16,71.38,-91.71
CashflowFinancingCashflow_sy,,,,,60.56,-28.26,-0.05,-9.16,-3.76,69.70,0.66,2.55,10.65,-83.06,-41.55,2.92,-18.00,24.22,-12.91,-15.70,-15.57,-10.86
CashflowFinancingCashflow_qq,,-166.26,342.26,-81.20,86.88,-394.45,21.64,1331.76,-86.60,-51.07,-48.90,-912.43,113.28,-258.54,42.06,-4.76,-40.69,324.36,-140.15,57.52,25.21,165.01
CashflowFinancingCashflow_sq,,-73.59,-8.25,68.47,83.64,-115.17,26.48,-109.22,75.74,-33.14,-33.63,29.72,71.60,-85.84,-116.25,11.29,12.33,,-34.66,-0.92,62.22,-8.46
CashflowShareCapitalCash,,,1500000,0,,,5000,539065000,,13000,0,,,,,65000,,,,,,
CashflowShareCapitalCash_yy,,,,,,,-99.67,,,,-100.00,-100.00,,-100.00,,,,,,-100.00,,
CashflowShareCapitalCash_sy,,,,,,,-44.28,,,,-100.00,-100.00,,-100.00,,,,,,-100.00,,
CashflowShareCapitalCash_qq,,,,-100.00,,,,10781200.00,-100.00,,-100.00,,,,,,-100.00,,,,,
CashflowShareCapitalCash_sq,,,,-106.52,,,,-100.08,-100.00,,-100.00,,,,,,-100.00,,,,,
CashflowDividend,,,4950000,4950000,,,,20250000,,,45000000,0,,,22500000,0,,,31500000,0,,
CashflowDividend_yy,,,,,,,-100.00,309.09,,,,-100.00,,,-50.00,,,,40.00,,,
CashflowDividend_sy,,,,,,,-71.60,-71.88,,,,-100.00,,,-50.00,,,,,,,
CashflowDividend_qq,,,,,-100.00,,,,-100.00,,,-100.00,,,,-100.00,,,,-100.00,,
CashflowDividend_sq,,,,,-100.00,,,,-100.00,,,-100.00,,,,-100.00,,,,-100.00,,
CashflowNetCashflow,4587000,-8069000,-818000,13045000,-8379000,8719000,-10726000,3393000,2550000,40890000,-40425000,42976000,-16103000,-18325000,-238000,-13476000,3518000,100000,-426000,6221000,-2976000,2019000
CashflowNetCashflow_yy,,,,,-282.67,208.06,-1211.25,-73.99,130.43,368.98,-276.89,1166.61,-731.49,-144.82,99.41,-131.36,121.85,100.55,-78.99,146.16,-184.59,1919.00
CashflowNetCashflow_sy,,,,,-15.60,-5.64,-105.51,15.57,50.59,38.00,57.18,111.96,-5.14,-36.19,40.51,-56.11,-6.34,63.05,-0.17,-59.53,-10.70,11.95
CashflowNetCashflow_qq,,-275.91,89.86,1694.74,-164.23,204.06,-223.02,131.63,-24.85,1503.53,-198.86,206.31,-137.47,-13.80,98.70,-5562.18,126.11,-97.16,-526.00,1560.33,-147.84,167.84
CashflowNetCashflow_sq,,40.49,93.13,72.75,-21.91,23.41,65.46,80.18,-13.64,73.66,-22.75,142.00,-100.95,42.62,62.26,169.93,-108.66,107.50,-65.27,101.53,-76.14,28.90
