,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherCurrentAssets_sy,,,,,,,,27.75,17.69,11.78,37.16,19.34,6.21,-2.37,3.03,-8.41,17.32,24.04,10.53,20.26,20.99,-0.05,23.94,8.50,12.08,-0.81,4.88
BalanceOtherCurrentAssets_qq,,,,,66.00,4195.78,3.73,-89.66,7953.34,56.66,35.54,7.11,59.74,10.23,6.04,35.86,19.78,1.57,15.10,14.81,-84.81,-47.24,107.64,-41.11,863.57,-19.59,41.67
BalanceOtherCurrentAssets_sq,,,,,-25.60,29.09,-2.70,-0.58,-15.14,29.37,3.04,-0.70,-16.89,28.01,4.90,-1.93,-13.75,37.09,-10.21,2.27,0.05,20.80,6.50,-8.79,-5.42,13.45,2.36
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,760000,859000,10146000,9618000,8986000,8966000,8057000,7552000,6352000,5695000,11262000,13392000,13623000,16302000,49499000,48684000,47667000,46446000,51721000,50044000,64835000,56653000,50606000,78842000,73607000,66909000,63081000
BalanceTotalAssets_yy,,,,,1082.21,943.83,-20.59,-21.48,-29.31,-36.49,39.78,77.34,114.47,186.25,339.52,263.53,249.90,184.91,4.49,2.79,36.02,21.98,-2.16,57.55,13.53,18.10,24.65
BalanceTotalAssets_sy,,,,,5.74,11.01,2.72,3.24,10.51,5.21,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,6.80,4.97,9.33,7.54,5.03,7.09,7.08,9.50,11.96
BalanceTotalAssets_qq,,13.01,1081.14,-5.20,-6.57,-0.22,-10.15,-6.27,-15.89,-10.34,97.75,18.91,1.72,19.67,203.64,-1.65,-2.09,-2.56,11.36,-3.24,29.56,-12.62,-10.67,55.80,-6.64,-9.10,-5.72
BalanceTotalAssets_sq,,2.48,0.46,-1.40,0.23,-0.09,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.78,0.67,1.04,0.55,3.07,0.48,3.35,0.82,-0.08,1.95,3.53,0.54,0.06
BalanceCapital,64000,-146000,9758000,9294000,8639000,8333000,7730000,7157000,5920000,5255000,10574000,9298000,8812000,7678000,44198000,42883000,41999000,40155000,45294000,41794000,34840000,29103000,22838000,55757000,48797000,43419000,38267000
BalanceCapital_yy,,,,,13458.33,5807.64,-20.78,-23.00,-31.48,-36.94,36.79,29.92,48.85,46.11,317.99,361.21,376.61,422.99,2.48,-2.54,-17.05,-27.52,-49.58,33.41,40.06,49.19,67.56
BalanceCapital_sy,,,,,9.92,13.17,10.82,3.97,16.39,11.48,8.70,8.50,9.50,12.03,9.38,8.04,3.66,4.08,3.73,2.69,6.54,5.27,4.33,5.43,1.67,4.20,4.61
BalanceCapital_qq,,-329.13,6783.56,-4.76,-7.04,-3.54,-7.24,-7.42,-17.28,-11.23,101.22,-12.07,-5.23,-12.87,475.64,-2.98,-2.06,-4.39,12.80,-7.73,-16.64,-16.47,-21.53,144.14,-12.48,-11.02,-11.87
BalanceCapital_sq,,0.46,-1.04,-0.48,-0.52,2.25,0.69,1.72,2.74,1.50,-0.17,2.71,0.37,1.78,0.07,2.46,-1.60,1.41,1.00,1.84,2.44,0.82,-2.88,1.33,0.57,1.34,-1.93
BalanceShareCapital,143000,,,247000,247000,247000,250000,250000,250000,250000,300000,300000,300000,301000,561000,561000,561000,561000,617000,617000,617000,617000,617000,917000,917000,917000,917000
BalanceShareCapital_yy,,,,,73.49,,,1.31,1.12,1.12,19.89,19.89,20.00,20.40,87.00,87.00,87.00,86.38,9.98,9.98,9.98,9.98,,48.62,48.62,48.62,48.62
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,-100.00,,,0.09,,1.21,,-0.09,,20.00,,,0.33,86.38,,,,9.98,,,,,48.62,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,1187000,,,11274000,11274000,11268000,11571000,11571000,11571000,11571000,17663000,17626000,17816000,17814000,54906000,54756000,54756000,54756000,61929000,61929000,61929000,61929000,61929000,100478000,100478000,100478000,100478000
BalanceReserve_yy,,,,,849.81,,,2.64,2.63,2.69,52.65,52.33,53.97,53.95,210.85,210.65,207.34,207.38,12.79,13.10,13.10,13.10,,62.25,62.25,62.25,62.25
BalanceReserve_sy,,,,,7.79,,,1.91,3.57,3.61,4.07,8.70,8.70,2.20,10.27,12.22,10.93,10.58,2.51,2.67,8.31,6.10,,3.78,1.29,2.16,3.31
BalanceReserve_qq,,-100.00,,,,-0.05,2.69,,,,52.65,-0.21,1.08,-0.01,208.22,-0.27,,,13.10,,,,,62.25,,,
BalanceReserve_sq,,,,,,,1.36,,,,,,,,3.85,,,,2.85,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,158000,,,98000,81000,213000,197000,24000,5000,105000,2000,1000,1000,0,6000,8000,7000,5282000,5412000,4000,17242000,20773000,16521000,16148000,16322000,16039000,5551000
BalanceNoncurrentLiabilities_yy,,,,,-48.48,,,-75.88,-93.86,-50.68,-98.98,-95.77,-80.00,-100.00,200.00,700.00,600.00,,90100.00,-50.00,246214.28,293.28,205.27,403600.00,-5.34,-22.79,-66.40
BalanceNoncurrentLiabilities_sy,,,,,-8.01,,,-3.10,-1.22,-0.60,14.51,5.02,5.51,-4.96,1.45,12.97,14.81,,27.05,13.61,9.81,11.40,1.65,7.06,0.42,6.62,8.91
BalanceNoncurrentLiabilities_qq,,-100.00,,,-16.85,161.23,-7.53,-87.99,-78.85,2000.00,-98.10,-50.00,,-100.00,,33.33,-12.50,75357.14,2.46,-99.93,430950.00,20.48,-20.47,-2.26,1.08,-1.73,-65.39
BalanceNoncurrentLiabilities_sq,,-2.61,,,-3.12,-3.19,-0.56,-0.52,1.12,-0.40,-1.43,,,-0.79,,-0.10,,-0.39,2.48,-1.49,-1.19,-1.11,-0.67,,-0.46,-0.67,
BalanceNoncurrentTradeLiabilities,,,,,,153000,155000,,,105000,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,-31.17,-100.00,,,-100.00,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,-29.79,-26.99,,,-34.16,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,1.28,-100.00,,,-100.00,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,1.28,-5.96,,,-7.22,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,0,,,,,,,,,,,,,,,,,,,0,11830000,11467000,11193000,11123000,11025000,10861000,410000
BalanceNoncurrentBorrowings_yy,,,,,-100.00,,,,,,,,,,,,,,,,,,,,-6.80,-5.28,-96.34
BalanceNoncurrentBorrowings_sy,,,,,-10.32,,,,,,,,,,,,,,,,,,,,-9.54,4.64,4.05
BalanceNoncurrentBorrowings_qq,,-100.00,,,,,,,,,,,,,,,,,,,,-3.07,-2.39,-0.63,-0.88,-1.49,-96.23
BalanceNoncurrentBorrowings_sq,,-4.68,,,,,,,,,,,,,,,,,,,,-3.84,-4.06,-1.50,-4.11,-4.20,-1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,158000,,,98000,81000,60000,42000,24000,5000,,2000,1000,1000,0,6000,8000,7000,5282000,5412000,4000,5412000,9306000,5328000,5025000,5297000,5178000,5141000
BalanceNoncurrentOtherLiabilities_yy,,,,,-48.34,,,-75.88,-93.86,-100.00,-95.28,-95.77,-80.00,,200.00,700.00,600.00,,90100.00,-50.00,77214.29,76.18,-1.55,125525.00,-2.12,-44.36,-3.51
BalanceNoncurrentOtherLiabilities_sy,,,,,6.85,,,0.12,9.44,1.17,12.81,0.14,9.15,,1.49,4.49,15.80,,2.48,3.02,8.04,8.16,,10.26,0.91,0.53,2.48
BalanceNoncurrentOtherLiabilities_qq,,-100.00,,,-16.85,-25.98,-29.80,-44.18,-78.85,-100.00,,-50.00,,-100.00,,33.33,-12.50,75357.14,2.46,-99.93,135200.00,71.95,-42.75,-5.69,5.41,-2.25,-0.71
BalanceNoncurrentOtherLiabilities_sq,,0.01,,,-1.01,-2.06,-0.85,-1.36,0.27,0.10,,,,-0.06,,-0.20,0.65,-0.02,1.12,-0.32,2.20,,-1.06,0.55,1.38,0.37,0.22
BalanceCurrentLiabilities,539000,785000,198000,226000,266000,420000,130000,372000,427000,335000,686000,4093000,4810000,8625000,5296000,5794000,5661000,1010000,1015000,8246000,12753000,6777000,11247000,6937000,8488000,7451000,19263000
BalanceCurrentLiabilities_yy,,,,,-50.56,-46.46,-34.35,64.41,60.29,-20.30,427.72,1001.53,1026.46,2474.63,672.01,41.56,17.69,-88.29,-80.83,42.32,125.28,570.99,1008.08,-15.87,-33.44,9.95,71.27
BalanceCurrentLiabilities_sy,,,,,3.67,6.62,4.48,9.65,10.73,14.23,16.18,14.94,8.43,13.69,3.58,9.61,13.08,16.55,10.23,7.72,1.91,-1.16,6.45,4.70,14.90,21.56,24.10
BalanceCurrentLiabilities_qq,,45.68,-74.78,14.14,17.88,57.77,-69.07,185.84,14.92,-21.55,104.78,496.65,17.52,79.31,-38.60,9.40,-2.30,-82.16,0.50,712.41,54.66,-46.86,65.96,-38.32,22.36,-12.22,158.53
BalanceCurrentLiabilities_sq,,3.18,0.16,-4.23,3.00,-0.50,11.55,-3.02,3.88,1.20,6.17,1.22,-3.05,3.61,0.14,1.38,3.82,-0.04,2.03,0.36,2.87,-1.46,7.69,0.85,6.43,-0.14,2.50
BalanceCurrentTradePayablesv,220000,,,158000,88000,,,85000,116000,,400000,146000,276000,3647000,293000,747000,322000,1003000,909000,2398000,11663000,5357000,851000,4818000,1880000,873000,790000
BalanceCurrentTradePayablesv_yy,,,,,-60.08,,,-45.91,32.04,,,70.83,137.93,,-26.75,411.64,16.67,-72.50,210.24,221.02,3522.05,434.10,-6.38,100.92,-83.88,-83.70,-7.17
BalanceCurrentTradePayablesv_sy,,,,,4.28,,,-0.10,14.14,,,16.90,12.69,,1.81,13.17,11.52,18.78,22.89,17.14,18.92,11.36,5.96,8.43,11.78,5.71,14.86
BalanceCurrentTradePayablesv_qq,,-100.00,,,-44.40,-100.00,,,35.73,-100.00,,-63.50,89.04,1221.38,-91.97,154.95,-56.89,211.49,-9.37,163.81,386.36,-54.07,-84.11,466.16,-60.98,-53.56,-9.51
BalanceCurrentTradePayablesv_sq,,-1.26,,,7.59,0.56,,,4.21,0.06,,-0.46,3.82,1.31,-5.22,4.32,5.00,4.28,1.18,5.03,9.09,0.41,-0.28,-1.18,8.84,-3.08,5.22
BalanceCurrentBorrowings,100000,,,,1000,,,,,,,,,,,,,,7000,214000,399000,678000,1355000,1369000,1446000,1446000,11855000
BalanceCurrentBorrowings_yy,,,,,-99.19,,,,-100.00,,,,,,,,,,,,,,19257.14,539.72,262.41,113.27,774.91
BalanceCurrentBorrowings_sy,,,,,21.76,,,,-3.46,,,,,,,,,,,,,,-3.59,16.25,14.46,15.32,20.92
BalanceCurrentBorrowings_qq,,-100.00,,,,-100.00,,,,,,,,,,,,,,2957.14,86.45,69.92,99.85,1.03,5.62,,719.85
BalanceCurrentBorrowings_sq,,4.68,,,,-1.07,,,,,,,,,,,,,,-1.54,-3.16,0.67,2.96,2.05,-2.69,,0.60
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,143000,,,,53000,353000,55000,39000,117000,155000,125000,0,18000,0,25000,69000,62000,7000,99000,45000,254000,279000,8717000,234000,319000,324000,521000
BalanceCurrentOtherLiabilities_yy,,,,,-62.90,,,,120.80,-56.07,129.14,-100.00,-84.62,-100.00,-80.00,,244.44,,296.00,-34.78,309.68,3885.71,8705.05,420.00,25.59,16.13,-94.02
BalanceCurrentOtherLiabilities_sy,,,,,7.95,,,,-1.56,1.00,11.38,19.13,8.20,21.12,11.48,,18.59,,10.04,0.76,10.14,5.13,22.54,17.59,13.40,18.50,23.94
BalanceCurrentOtherLiabilities_qq,,-100.00,,,,565.80,-84.54,-29.40,203.79,32.48,-19.35,-100.00,,-100.00,,176.00,-10.14,-88.71,1314.29,-54.55,464.44,9.84,3024.37,-97.32,36.32,1.57,60.80
BalanceCurrentOtherLiabilities_sq,,,,,,-7.70,9.44,-3.18,8.47,4.86,7.72,-3.26,,5.13,,-1.48,6.16,0.30,2.63,-0.16,2.03,-1.75,9.23,-0.72,3.44,-0.82,7.86
BalanceReckoning,76000,,,68000,125000,68000,75000,248000,194000,180000,161000,3947000,4516000,4978000,4978000,4978000,5277000,0,0,5589000,437000,463000,324000,516000,4843000,4808000,6097000
BalanceReckoning_yy,,,,,64.90,,,264.11,55.51,166.67,113.41,1494.14,2227.84,2665.56,2991.93,26.12,16.85,-100.00,-100.00,12.27,-91.72,,,-90.77,1008.24,938.44,1781.79
BalanceReckoning_sy,,,,,11.72,,,20.86,-6.94,,3.25,-0.55,43.84,9.46,9.11,6.30,16.85,-29.09,0.37,-3.24,-15.94,,,-4.72,36.60,10.25,2.78
BalanceReckoning_qq,,-100.00,,,83.46,-45.89,11.76,228.20,-21.65,-7.22,-10.56,2351.55,14.42,10.23,,,6.01,-100.00,,,-92.18,5.95,-30.02,59.26,838.57,-0.72,26.81
BalanceReckoning_sq,,-9.57,,,7.45,,,,-9.86,-0.50,2.44,-2.39,9.76,0.41,,,-0.66,1.26,,,-8.93,0.81,-10.52,-1.89,3.33,-0.36,4.68
BalanceTotalEquityAndLiabilities,761000,639000,9956000,9618000,8987000,8966000,8057000,7552000,6352000,5695000,11262000,13392000,13623000,16303000,49500000,48685000,47667000,46447000,51721000,50044000,64835000,56653000,50606000,78842000,73607000,66909000,63081000
BalanceTotalEquityAndLiabilities_yy,,,,,1081.34,1303.18,-19.08,-21.48,-29.32,-36.48,39.78,77.34,114.47,186.27,339.53,263.54,249.90,184.90,4.49,2.79,36.02,21.97,-2.16,57.55,13.53,18.10,24.65
BalanceTotalEquityAndLiabilities_sy,,,,,5.74,11.01,2.72,3.24,10.67,6.16,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,7.19,4.97,7.77,7.37,2.92,6.59,7.08,9.93,11.96
BalanceTotalEquityAndLiabilities_qq,,-16.01,1458.06,-3.39,-6.56,-0.23,-10.14,-6.27,-15.89,-10.34,97.75,18.91,1.72,19.67,203.63,-1.65,-2.09,-2.56,11.35,-3.24,29.56,-12.62,-10.67,55.80,-6.64,-9.10,-5.72
BalanceTotalEquityAndLiabilities_sq,,1.59,0.46,-1.40,0.44,0.08,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.41,0.40,1.04,0.55,3.07,0.48,2.01,0.82,-0.08,1.95,3.53,0.54,0.06
CashflowOperatingCashflow,-452000,-236000,-623000,-819000,-385000,-391000,-1018000,-462000,-1006000,-882000,-1184000,2318000,-950000,2228000,-4959000,-1977000,-1972000,7000,-3359000,-8265000,1949000,-8651000,-5271000,-9678000,-5330000,-4678000,-4153000
CashflowOperatingCashflow_yy,,,,,15.02,-65.74,-63.42,43.58,-161.53,-125.49,-16.29,601.66,5.53,352.61,-318.83,-185.29,-107.58,-99.69,32.26,-318.06,198.83,-123685.71,-56.92,-17.10,-373.47,45.93,21.21
CashflowOperatingCashflow_sy,,,,,-12.48,24.83,-3.20,-27.32,17.03,62.76,3.55,34.25,5.70,13.20,36.05,17.68,-25.83,-1.96,-17.95,9.45,41.33,32.71,21.22,-16.07,-40.52,-17.79,0.11
CashflowOperatingCashflow_qq,,47.84,-163.98,-31.46,53.05,-1.72,-160.29,54.62,-117.64,12.30,-34.24,295.78,-140.98,334.53,-322.58,60.13,0.25,100.35,-48085.71,-146.06,123.58,-543.87,39.07,-83.61,44.93,12.23,11.22
CashflowOperatingCashflow_sq,,-71.84,-18.71,9.24,60.12,-70.85,-12.84,38.28,47.86,-34.73,-28.69,27.81,71.44,-55.78,3.34,-0.76,20.72,-4.27,21.40,23.64,86.27,-47.40,-5.55,-19.73,29.12,-15.36,-12.02
CashflowAmortization,134000,,,104000,43000,62000,66000,67000,88000,74000,76000,77000,68000,43000,44000,56000,51000,64000,65000,63000,490000,1067000,1063000,1052000,1056000,717000,791000
CashflowAmortization_yy,,,,,-67.52,,,-35.53,102.29,19.92,14.45,14.84,-22.58,-41.89,-42.11,-27.27,-25.00,48.84,47.73,12.50,860.78,1567.19,1535.38,1569.84,115.51,-32.80,-25.59
CashflowAmortization_sy,,,,,13.37,,,0.69,1.92,-1.46,1.75,6.69,9.38,12.75,12.88,10.43,0.41,11.04,8.15,10.24,3.32,1.41,2.87,0.77,5.65,10.77,11.26
CashflowAmortization_qq,,-100.00,,,-58.25,42.12,7.60,0.98,31.00,-15.75,2.70,1.32,-11.69,-36.76,2.33,27.27,-8.93,25.49,1.56,-3.08,677.78,117.76,-0.37,-1.03,0.38,-32.10,10.32
CashflowAmortization_sq,,2.08,,,0.34,2.44,-0.20,0.51,1.24,-1.15,0.38,0.80,4.61,0.74,1.55,3.62,3.60,0.34,2.04,1.42,,-0.02,1.12,0.83,1.46,,0.21
CashflowInvestingCashflow,-17000,-24000,-230000,-714000,-483000,-598000,-126000,-236000,92000,-60000,-221000,-421000,214000,-566000,-2878000,-3962000,-5516000,-2253000,-1572000,-4521000,-9626000,-356000,-264000,-575000,-806000,-634000,-432000
CashflowInvestingCashflow_yy,,,,,-2770.65,-2391.75,45.09,66.94,119.12,89.97,-74.98,-78.34,131.65,-843.33,-1202.26,-841.09,-2677.57,-298.06,45.38,-14.11,-74.51,84.20,83.21,87.28,91.63,-78.09,-63.64
CashflowInvestingCashflow_sy,,,,,62.32,14.08,-17.86,66.34,17.26,-44.39,21.59,-21.06,-19.14,52.36,-83.13,-104.43,42.04,-80.88,-31.29,9.54,-17.85,14.86,34.08,-73.64,6.98,27.03,-27.92
CashflowInvestingCashflow_qq,,-42.60,-858.33,-210.43,32.33,-23.78,78.88,-86.91,139.13,-164.95,-268.33,-90.50,150.83,-364.49,-408.48,-37.67,-39.22,59.16,30.23,-187.60,-112.92,96.30,25.84,-117.80,-40.17,21.34,31.86
CashflowInvestingCashflow_sq,,41.98,-25.68,-55.41,38.28,-19.67,40.29,25.51,-9.50,23.70,54.39,13.27,-76.88,49.03,-27.09,-49.78,-16.99,-7.41,2.85,15.25,21.28,-17.72,-26.40,-16.05,-9.36,36.05,-6.84
CashflowCapex,17000,,,968000,483000,598000,126000,236000,-92000,60000,221000,421000,-214000,566000,2878000,3962000,5516000,2253000,1572000,4521000,9626000,356000,264000,575000,806000,634000,432000
CashflowCapex_yy,,,,,2770.65,,,-75.61,-119.12,-89.97,74.98,78.34,-131.65,843.33,1202.26,841.09,2677.57,298.06,-45.38,14.11,74.51,-84.20,-83.21,-87.28,-91.63,78.09,63.64
CashflowCapex_sy,,,,,-28.86,,,-48.19,-26.79,43.89,40.42,78.34,-7.90,-1.83,18.52,28.68,-8.87,28.10,-6.18,17.64,26.49,-6.07,-52.08,14.47,-6.02,27.56,30.28
CashflowCapex_qq,,-100.00,,,-50.09,23.78,-78.88,86.91,-139.13,164.95,268.33,90.50,-150.83,364.49,408.48,37.67,39.22,-59.16,-30.23,187.60,112.92,-96.30,-25.84,117.80,40.17,-21.34,-31.86
CashflowCapex_sq,,-52.90,,,50.67,-37.78,6.68,-37.40,52.88,-20.98,-20.04,-20.54,54.03,-37.33,16.52,37.67,29.06,-18.35,25.75,14.43,15.33,-19.40,-1.44,30.74,29.46,-24.88,-15.02
CashflowFinancingCashflow,450000,241000,9727000,123000,1000,,300000,0,,,6142000,-38000,190000,-1000,37353000,-151000,0,0,7235000,-7000,12230000,-152000,-204000,38792000,-379000,-291000,-336000
CashflowFinancingCashflow_yy,,,,,-99.83,-100.00,-96.92,-100.00,-100.00,,1947.33,,,,508.16,-297.37,-100.00,100.00,-80.63,95.36,,,-102.82,554271.44,-103.10,-91.45,-64.71
CashflowFinancingCashflow_sy,,,,,-1.58,-20.72,-9.10,-10.18,-1.26,,6.38,,,,13.03,25.25,-51.57,51.02,15.74,-66.19,,,-90.01,78.09,-12.66,1.70,23.12
CashflowFinancingCashflow_qq,,-46.44,3936.10,-98.74,-99.38,-100.00,,-100.00,,,,-100.62,600.00,-100.53,3735400.00,-100.40,100.00,,,-100.10,174814.29,-101.24,-34.21,19115.69,-100.98,23.22,-15.46
CashflowFinancingCashflow_sq,,-33.21,59.79,-50.47,9.10,27.18,,-98.67,,,,-71.43,14.22,26.19,-14.43,-21.68,-15.73,,,-13.02,25.24,30.83,-55.53,58.58,-15.72,-8.55,8.37
CashflowShareCapitalCash,450000,,,10192000,,,300000,0,,,6142000,-38000,190000,-1000,37353000,-151000,0,,7228000,0,0,,,38850000,-1000,,
CashflowShareCapitalCash_yy,,,,,-100.00,,,-100.00,,,1947.33,,,,508.16,-297.37,-100.00,100.00,-80.65,100.00,,,-100.00,,,,
CashflowShareCapitalCash_sy,,,,,-100.00,,,-100.00,,,-99.98,,,,-85.00,-62.36,-100.00,-95.75,-100.00,-100.00,,,-100.00,,,,
CashflowShareCapitalCash_qq,,-100.00,,,-100.00,,,-100.00,,,,-100.62,600.00,-100.53,3735400.00,-100.40,100.00,,,-100.00,,,,,-100.00,100.00,
CashflowShareCapitalCash_sq,,-100.00,,,-100.00,,,-100.00,,,,-100.31,31.72,-100.00,-99.83,-100.00,-100.00,,,-100.00,,,,,-100.00,-100.00,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,-19000,-19000,8874000,-1410000,-867000,-989000,-845000,-698000,-1213000,-942000,4737000,1859000,-546000,1661000,29516000,-6090000,-7488000,-2246000,2304000,-12792000,4552000,-9159000,-5739000,28539000,-5929000,-5603000,-4921000
CashflowNetCashflow_yy,,,,,-4349.15,-5104.68,-109.52,50.49,-39.92,4.74,660.78,366.28,55.00,276.33,523.09,-427.60,-1271.43,-235.22,-92.19,-110.05,160.79,-307.79,-349.09,323.10,-230.25,38.83,14.25
CashflowNetCashflow_sy,,,,,-23.29,86.25,23.37,22.62,126.33,-22.23,-41.78,56.16,-25.21,86.72,-27.30,-16.13,16.21,-76.69,17.61,50.00,48.55,63.66,-29.88,-7.18,66.23,-31.94,-2.04
CashflowNetCashflow_qq,,2.51,46805.26,-115.89,38.50,-14.04,14.58,17.35,-73.79,22.36,602.87,-60.76,-129.37,404.21,1677.00,-120.63,-22.96,70.01,202.58,-655.21,135.58,-301.21,37.34,597.28,-120.78,5.50,12.17
CashflowNetCashflow_sq,,-106.98,75.33,-36.49,43.61,-46.56,81.32,-37.38,143.37,-76.67,37.17,-55.58,100.00,4.18,-63.13,7.33,25.90,23.18,54.94,37.29,77.91,-80.20,25.54,50.67,110.95,-104.50,-0.61
