,2010/Q1,2011/Q1,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentOtherLiabilities,4685000,8664000,7806000,7356000,7528000,7487000,7962000,7628000,7603000,7712000,8269000,7564000,7940000,7454000,7659000,7972000,8095000,8079000
BalanceNoncurrentOtherLiabilities_yy,,84.93,,,,,2.00,3.70,1.00,3.01,3.86,-0.84,4.43,-3.35,-7.38,5.39,1.95,8.38
BalanceNoncurrentOtherLiabilities_sy,,10.79,,,,,3.67,4.02,7.83,9.31,7.78,9.07,14.50,2.34,1.53,-4.67,-10.86,-5.53
BalanceNoncurrentOtherLiabilities_qq,,,,-5.76,2.34,-0.54,6.34,-4.19,-0.33,1.43,7.22,-8.53,4.97,-6.12,2.75,4.09,1.54,-0.20
BalanceNoncurrentOtherLiabilities_sq,,,,4.71,0.10,1.46,2.49,-1.09,0.36,5.97,2.56,2.82,2.26,-1.27,-1.09,-1.51,-3.00,3.90
BalanceCurrentLiabilities,24194000,32235000,25417000,37191000,17629000,19504000,20873000,25196000,19452000,61666000,41245000,19709000,15252000,13801000,19872000,34646000,24257000,19862000
BalanceCurrentLiabilities_yy,,33.24,,,,,-17.88,-32.25,10.34,216.17,97.60,-21.78,-21.59,-77.62,-51.82,75.79,59.04,43.92
BalanceCurrentLiabilities_sy,,5.31,,,,,0.70,-3.49,-2.27,12.29,19.37,14.52,13.81,8.53,6.49,14.70,17.58,12.72
BalanceCurrentLiabilities_qq,,,,46.32,-52.60,10.64,7.02,20.71,-22.80,217.02,-33.12,-52.21,-22.61,-9.51,43.99,74.35,-29.99,-18.12
BalanceCurrentLiabilities_sq,,,,6.70,2.37,-0.96,-2.37,-0.40,4.82,8.09,3.42,0.63,-1.27,3.33,4.29,2.93,2.03,-0.86
BalanceCurrentTradePayablesv,6674000,8446000,24071000,21940000,5633000,7456000,8859000,13397000,8074000,9568000,9380000,15908000,9335000,9589000,15194000,21316000,10923000,11936000
BalanceCurrentTradePayablesv_yy,,26.55,,,,,-63.20,-38.94,43.33,28.33,5.88,18.74,15.62,0.22,61.98,34.00,17.01,24.48
BalanceCurrentTradePayablesv_sy,,3.28,,,,,5.19,5.96,-5.99,8.51,7.38,18.24,30.21,16.01,19.06,19.05,9.20,12.22
BalanceCurrentTradePayablesv_qq,,,,-8.85,-74.33,32.36,18.82,51.22,-39.73,18.50,-1.96,69.59,-41.32,2.72,58.45,40.29,-48.76,9.27
BalanceCurrentTradePayablesv_sq,,,,7.70,-3.59,9.88,-2.82,-2.51,-7.24,8.35,7.41,15.59,-0.03,3.82,11.22,6.17,-4.10,6.34
BalanceCurrentBorrowings,16809000,21526000,257000,13850000,10609000,10762000,10877000,10582000,10641000,51355000,30636000,453000,867000,1602000,745000,6006000,5855000,5750000
BalanceCurrentBorrowings_yy,,28.06,,,,,4132.30,-23.60,0.30,377.19,181.66,-95.72,-91.85,-96.88,-97.57,1225.83,575.32,258.93
BalanceCurrentBorrowings_sy,,16.09,,,,,23.28,11.06,0.30,12.26,19.49,8.74,7.38,-0.91,-9.01,5.84,18.61,14.56
BalanceCurrentBorrowings_qq,,,,5289.11,-23.40,1.44,1.07,-2.71,0.56,382.61,-40.34,-98.52,91.39,84.78,-53.50,706.17,-2.51,-1.79
BalanceCurrentBorrowings_sq,,,,11.94,27.02,-3.43,-5.68,-5.62,26.72,-3.03,3.38,-37.45,25.12,-6.69,-2.34,-9.93,25.61,-1.79
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,702000,1020000,540000,822000,822000,785000,611000,950000,474000,474000,908000,3070000,4780000,2321000,3647000,7067000,6662000,1899000
BalanceCurrentOtherLiabilities_yy,,45.30,,,,,13.15,15.57,-42.34,-39.62,48.61,223.16,908.44,389.66,301.65,130.20,39.37,-18.18
BalanceCurrentOtherLiabilities_sy,,1.13,,,,,3.17,1.30,18.90,6.52,21.48,9.08,-4.81,8.45,3.28,24.66,17.72,6.99
BalanceCurrentOtherLiabilities_qq,,,,52.22,,-4.50,-22.17,55.48,-50.11,,91.56,238.11,55.70,-51.44,57.13,93.78,-5.73,-71.50
BalanceCurrentOtherLiabilities_sq,,,,35.20,,16.01,-5.05,30.26,-1.34,,-7.62,16.37,-11.32,14.60,-9.82,39.60,-8.99,4.22
BalanceReckoning,9000,1243000,549000,579000,565000,501000,526000,267000,263000,269000,321000,278000,270000,289000,286000,257000,817000,277000
BalanceReckoning_yy,,13711.11,,,,,-4.19,-53.89,-53.45,-46.31,-38.97,4.12,2.66,7.43,-10.90,-7.55,202.59,-4.15
BalanceReckoning_sy,,51.00,,,,,,-5.12,,23.40,27.18,8.76,22.09,8.04,-1.50,2.74,11.11,2.93
BalanceReckoning_qq,,,,5.46,-2.42,-11.33,4.99,-49.24,-1.50,2.28,19.33,-13.40,-2.88,7.04,-1.04,-10.14,217.90,-66.10
BalanceReckoning_sq,,,,2.73,,-8.62,-1.23,,-0.04,,2.84,-3.93,,,-1.04,6.42,0.12,13.19
BalanceTotalEquityAndLiabilities,70785000,110352000,134612000,152397000,121063000,137167000,145757000,187550000,183694000,173587000,156537000,184389000,179605000,157227000,175054000,175733000,168118000,187831000
BalanceTotalEquityAndLiabilities_yy,,55.90,,,,,8.28,23.07,51.73,26.55,7.40,-1.69,-2.23,-9.42,11.83,-4.69,-6.40,19.46
BalanceTotalEquityAndLiabilities_sy,,7.92,,,,,8.28,10.28,10.08,9.38,10.92,10.79,9.32,5.02,8.57,1.06,2.42,5.85
BalanceTotalEquityAndLiabilities_qq,,,,13.21,-20.56,13.30,6.26,28.67,-2.06,-5.50,-9.82,17.79,-2.59,-12.46,11.34,0.39,-4.33,11.73
BalanceTotalEquityAndLiabilities_sq,,,,1.58,0.83,1.16,0.74,1.30,3.48,2.30,2.86,2.80,-0.57,0.38,1.00,3.00,-0.71,0.36
CashflowOperatingCashflow,1686000,-1167000,6254000,22206000,-13063000,7903000,-7267000,36678000,-5351000,-1580000,305000,27154000,-1532000,-14317000,1649000,37578000,-3632000,-12149000
CashflowOperatingCashflow_yy,,-169.22,,,,,-216.20,65.17,59.04,-119.99,104.20,-25.97,71.37,-806.14,440.66,38.39,-137.08,15.14
CashflowOperatingCashflow_sy,,-76.44,,,,,-29.01,26.40,0.39,50.00,18.46,-4.64,-15.71,-19.11,1.57,21.75,18.23,10.68
CashflowOperatingCashflow_qq,,,,255.07,-158.83,160.50,-191.95,604.72,-114.59,70.47,119.30,8802.95,-105.64,-834.53,111.52,2178.84,-109.67,-234.50
CashflowOperatingCashflow_sq,,,,164.97,-158.74,186.60,-112.92,329.36,-137.76,182.27,-63.73,192.97,-152.68,134.90,-53.62,315.39,-138.22,196.10
CashflowAmortization,999000,1792000,1088000,860000,982000,1025000,1094000,1168000,1357000,1122000,1116000,1346000,1302000,1257000,1346000,1532000,1754000,1743000
CashflowAmortization_yy,,79.38,,,,,0.55,35.81,38.19,9.46,2.01,15.24,-4.05,12.03,20.61,13.82,34.72,38.66
CashflowAmortization_sy,,2.24,,,,,10.14,20.80,16.24,6.72,12.73,11.62,15.26,13.84,7.81,6.82,4.66,8.74
CashflowAmortization_qq,,,,-20.96,14.19,4.38,6.73,6.76,16.18,-17.32,-0.53,20.61,-3.27,-3.46,7.08,13.82,14.49,-0.63
CashflowAmortization_sq,,,,0.12,1.20,6.00,1.03,10.52,-0.68,1.54,2.68,5.52,-1.24,-0.44,-0.20,3.91,-0.38,5.14
CashflowInvestingCashflow,-5584000,-1857000,-258000,-219000,-1140000,-439000,-2395000,-962000,-2644000,-2028000,-4179000,-4913000,-2087000,-6041000,-5989000,-6387000,-1890000,-5082000
CashflowInvestingCashflow_yy,,66.74,,,,,-828.29,-339.27,-131.93,-361.96,-74.49,-410.71,21.07,-197.88,-43.31,-30.00,9.44,15.87
CashflowInvestingCashflow_sy,,-11.32,,,,,-21.95,-89.57,-57.72,6.82,-18.68,-19.66,-18.40,-26.15,-43.31,-34.42,-21.72,-52.34
CashflowInvestingCashflow_qq,,,,15.12,-420.55,61.49,-445.56,59.83,-174.84,23.30,-106.07,-17.56,57.52,-189.46,0.86,-6.65,70.41,-168.89
CashflowInvestingCashflow_sq,,,,5.92,20.31,5.04,-41.48,-47.13,39.78,7.75,-33.26,-25.25,44.76,-5.52,-24.91,-10.81,28.08,-35.39
CashflowCapex,4784000,1857000,202000,71000,1141000,321000,2395000,1305000,2763000,2155000,4089000,4797000,2087000,6041000,5989000,6388000,1891000,5105000
CashflowCapex_yy,,-61.18,,,,,1085.64,1738.03,142.16,571.34,70.73,267.59,-24.47,180.32,46.47,33.17,-9.39,-15.49
CashflowCapex_sy,,-3.46,,,,,1.10,105.50,19.68,5.89,23.11,-18.34,0.64,5.40,-1.40,22.32,-5.59,79.69
CashflowCapex_qq,,,,-64.85,1507.04,-71.87,646.11,-45.51,111.72,-22.01,89.74,17.31,-56.49,189.46,-0.86,6.66,-70.40,169.96
CashflowCapex_sq,,,,20.82,-13.76,24.54,-4.43,53.79,-24.71,-6.90,5.38,17.31,-40.84,-7.40,20.30,9.67,-21.70,34.17
CashflowFinancingCashflow,3173000,753000,-5508000,6986000,-17493000,4569000,2587000,25014000,-554000,-16675000,-20998000,8720000,382000,-22433000,5509000,-25232000,-437000,18689000
CashflowFinancingCashflow_yy,,-76.27,,,,,146.97,258.06,96.83,-464.96,-911.67,-65.14,168.95,-34.53,126.24,-389.36,-214.40,183.31
CashflowFinancingCashflow_sy,,17.03,,,,,69.38,33.20,49.17,-67.62,-31.31,-4.05,-11.59,-31.49,21.92,0.48,-32.65,27.59
CashflowFinancingCashflow_qq,,,,226.83,-350.40,126.12,-43.38,866.91,-102.21,-2909.93,-25.93,141.53,-95.62,-5972.51,124.56,-558.01,98.27,4376.66
CashflowFinancingCashflow_sq,,,,18.57,82.06,-95.64,49.78,-130.42,129.87,-151.07,71.29,-38.70,88.58,-106.09,65.87,-68.88,110.78,-142.80
CashflowShareCapitalCash,,,,,3011000,,4585000,25997000,,,,,,5000,0,0,,5000
CashflowShareCapitalCash_yy,,,,,,,,,-100.00,,-100.00,-100.00,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,-100.00,,-14.26,-100.00,,,,,,
CashflowShareCapitalCash_qq,,,,,,-100.00,,467.00,-100.00,,,,,,-100.00,,,
CashflowShareCapitalCash_sq,,,,,,-100.00,,100.00,-100.00,,,,,,-100.00,,,
CashflowDividend,,,,,,9251000,0,0,,11946000,0,0,,15042000,0,0,,15246000
CashflowDividend_yy,,,,,,,,,,29.13,,,,25.92,,,,1.36
CashflowDividend_sy,,,,,,,,,,26.95,,,,-100.00,,,,0.68
CashflowDividend_qq,,,,,,,-100.00,,,,-100.00,,,,-100.00,,,
CashflowDividend_sq,,,,,,,-98.57,,,,-97.37,,,,-95.23,,,
CashflowNetCashflow,-725000,-2271000,488000,28973000,-31696000,12033000,-7075000,60730000,-8549000,-20283000,-24872000,30961000,-3237000,-42791000,1169000,5959000,-5959000,1458000
CashflowNetCashflow_yy,,-213.24,,,,,-1549.80,109.61,73.03,-268.56,-251.55,-49.02,62.14,-110.97,104.70,-80.75,-84.09,103.41
CashflowNetCashflow_sy,,4.22,,,,,-2.70,23.25,45.57,-26.62,7.02,41.39,-52.58,-35.22,30.19,56.84,-11.26,6.54
CashflowNetCashflow_qq,,,,5837.09,-209.40,137.96,-158.80,958.37,-114.08,-137.26,-22.62,224.48,-110.46,-1221.93,102.73,409.75,-200.00,124.47
CashflowNetCashflow_sq,,,,181.03,-189.31,132.66,-126.03,285.50,-143.65,117.92,-74.16,210.25,-169.75,107.20,-43.89,301.02,-195.24,124.03
