,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeNetProfit_yy,,,,,41.71,-88.78,1073.02,49.81,19.15,948.94,81.46,126.47,161.49,13.59,133.86,16.40,132.30,460.71,89.60,-14.85,1.08,-37.01,-58.88,17.72,-80.57,-170.53,11.08,-608.17,-173.96,-3824.95,-680.71,57.71,-138.39,95.69,154.88,86.15,55.03,-963.67,-109.88,48.01,-68.64,101.77,88.77,103.07
IncomeNetProfit_sy,,,,,-174.23,-217.40,-95.71,-7.93,19.15,-204.34,-9.97,193.03,57.16,108.78,-3.48,-4.40,52.70,-110.92,-7.45,10.19,-38.70,27.28,6.02,17.72,18.38,67.09,-23.96,19.86,-26.36,34.47,-58.60,-3.82,-10.79,-154.17,5.92,-81.54,-50.70,40.56,-34.21,31.99,3.74,42.67,56.61,18.97
IncomeNetProfit_qq,,-23.68,-84.96,744.44,46.24,-93.96,1472.34,7.85,16.31,-46.82,172.01,34.60,34.29,-76.90,460.00,-33.00,168.02,-44.24,89.36,-69.91,218.17,-65.25,23.61,-13.87,-47.48,-226.13,294.70,-494.04,92.36,-6593.52,71.19,71.30,56.92,-20.97,466.94,-107.24,-39.87,-2761.12,96.59,61.87,-353.68,129.95,-121.67,110.42
IncomeNetProfit_sq,,-109.80,109.20,-112.74,16.73,-327.66,101.25,-26.68,16.31,-370.71,97.24,46.49,-24.01,-68.46,48.13,-6.90,97.38,-47.95,54.58,-12.78,-5.74,-84.49,59.13,-7.56,-38.50,-39.13,76.80,5.25,-19.22,-31.42,36.31,57.80,-23.04,-69.81,67.80,-45.04,35.42,-20.66,44.72,2.59,-17.31,123.85,20.16,-50.09
IncomeShareholderNetProfit,549000,419000,63000,532000,778000,47000,739000,800000,924000,493000,1341000,1805000,2424000,560000,3136000,,10868000,2843000,5323000,1789000,6009000,2261000,2445000,372000,152000,-1164000,1617000,-9267000,-1240000,-33537000,-15772000,-4526000,-1950000,-2359000,1410000,-299000,-1346000,-10755000,-824000,-613000,-994000,410000,-117000,-92000
IncomeShareholderNetProfit_yy,,,,,41.71,-88.78,1073.02,50.38,18.77,948.94,81.46,125.63,162.34,13.59,133.86,-100.00,348.35,407.68,69.74,,-44.71,-20.47,-54.07,-79.21,-97.47,-151.48,-33.87,-2591.13,-915.79,-2781.19,-1075.39,51.16,-57.26,92.97,108.94,93.39,30.97,-355.91,-158.44,-105.02,26.15,103.81,85.80,84.99
IncomeShareholderNetProfit_sy,,,,,-178.77,-219.80,-95.71,-5.05,18.77,-181.14,-8.01,193.03,63.65,109.74,-3.99,-58.71,64.95,-110.03,-10.00,,-44.71,27.31,6.03,-14.34,19.56,52.23,-31.44,19.86,-26.35,34.47,-57.94,-3.82,-10.79,-154.17,-3.30,-84.89,-50.38,35.95,-33.12,12.77,8.40,42.67,54.86,18.90
IncomeShareholderNetProfit_qq,,-23.68,-84.96,744.44,46.24,-93.96,1472.34,8.25,15.50,-46.65,172.01,34.60,34.29,-76.90,460.00,-100.00,,-73.84,87.23,-66.39,235.89,-62.37,8.14,-84.79,-59.14,-865.79,238.92,-673.10,86.62,-2604.60,52.97,71.30,56.92,-20.97,159.77,-121.21,-350.17,-699.03,92.34,25.61,-62.15,141.25,-128.54,21.37
IncomeShareholderNetProfit_sq,,-99.83,108.37,-112.74,18.20,-327.66,101.25,-22.70,15.50,-370.62,97.22,46.49,-24.01,-62.34,25.98,-4.14,,-73.84,54.58,-12.79,-16.98,-62.37,67.04,1.34,-40.34,-39.13,76.80,5.25,-19.22,-31.42,36.22,57.80,-28.08,-62.74,67.58,-45.04,34.62,-20.66,46.36,2.59,-18.81,88.67,23.27,-47.98
BalanceNoncurrentAssets,,6575000,6714000,7052000,,8076000,7964000,7912000,,9568000,15388000,17416000,,23509000,24839000,34857000,,74215000,77602000,81716000,87151000,88746000,160278000,307369000,321402000,152874000,156514000,157895000,166091000,142589000,79461000,81269000,85376000,144722000,152673000,156380000,157278000,141658000,141021000,142175000,141549000,139301000,140225000,145612000
BalanceNoncurrentAssets_yy,,,,,,22.83,18.62,12.20,,18.47,93.22,120.12,,145.70,61.42,100.14,,215.69,212.42,134.43,,19.58,106.54,276.14,268.79,72.26,-2.35,-48.63,-48.32,-6.73,-49.23,-48.53,-48.60,1.50,92.14,92.42,84.22,-2.12,-7.63,-9.08,-10.00,-1.66,-0.56,2.42
BalanceNoncurrentAssets_sy,,,,,,22.83,18.62,14.63,,-25.89,-26.94,-27.96,,73.58,32.62,52.34,,33.28,129.16,23.18,,0.69,27.99,12.20,8.62,8.34,4.22,2.93,6.13,10.60,4.88,5.30,4.64,2.78,13.54,21.57,23.24,7.40,1.11,-2.82,0.44,2.83,3.18,0.62
BalanceNoncurrentAssets_qq,,,2.11,5.03,-100.00,,-1.39,-0.65,-100.00,,60.83,13.18,-100.00,,5.66,40.33,-100.00,,4.56,5.30,6.65,1.83,80.60,91.77,4.57,-52.44,2.38,0.88,5.19,-14.15,-44.27,2.28,5.05,69.51,5.49,2.43,0.57,-9.93,-0.45,0.82,-0.44,-1.59,0.66,3.84
BalanceNoncurrentAssets_sq,,,2.11,5.03,-100.00,,-0.62,-0.65,-100.00,,1.08,4.44,-52.10,,-2.00,22.16,2.32,,0.97,5.30,-2.43,1.83,1.35,3.65,-0.69,-0.26,2.39,0.88,1.63,2.52,-0.58,2.28,3.91,4.62,1.82,3.72,0.68,0.81,-0.10,0.82,0.67,0.33,0.56,-0.18
BalanceIntangibleAssets,,544000,536000,675000,,660000,645000,630000,,608000,5579000,5580000,,5621000,5600000,11632000,,37736000,37617000,37528000,37336000,34577000,39664000,186798000,195245000,33772000,34205000,33997000,33868000,42998000,2661000,2597000,2563000,50703000,52406000,56715000,2165000,61821000,62784000,65331000,66255000,62527000,63155000,64555000
BalanceIntangibleAssets_yy,,,,,,21.32,20.34,-6.67,,-7.88,764.96,785.71,,824.51,0.38,108.46,,571.34,571.73,222.63,,-8.37,5.44,397.76,422.94,-2.33,-13.76,-81.80,-82.65,27.32,-92.22,-92.36,-92.43,17.92,1869.41,2083.87,-15.53,21.93,19.80,15.19,2960.28,1.14,0.59,-1.19
BalanceIntangibleAssets_sy,,,,,,21.32,20.34,-1.96,,-13.32,-12.95,-16.74,,3.66,0.38,0.49,,28.11,42.87,18.88,,-5.00,4.32,-0.22,4.98,0.67,-0.76,-4.71,0.30,17.53,3.26,4.94,8.56,33.76,53.11,30.11,22.94,2.63,1.46,-1.86,-1.48,-2.28,-1.05,-0.57
BalanceIntangibleAssets_qq,,,-1.47,25.93,-100.00,,-2.27,-2.33,-100.00,,817.60,0.02,-100.00,,-0.37,107.71,-100.00,,-0.32,-0.24,-0.51,-7.39,14.71,370.95,4.52,-82.70,1.28,-0.61,-0.38,26.96,-93.81,-2.41,-1.31,1878.27,3.36,8.22,-96.18,2755.47,1.56,4.06,1.41,-5.63,1.00,2.22
BalanceIntangibleAssets_sq,,,0.45,9.99,-100.00,,-0.52,-2.33,-100.00,,-0.10,0.02,-100.00,,-1.56,34.79,-53.70,,-3.14,3.74,-2.50,-3.55,0.25,1.70,-1.01,-2.12,-0.05,-0.14,2.02,8.90,0.64,0.77,4.22,13.10,1.31,3.09,-0.28,1.93,-0.17,0.06,0.50,-0.17,-0.14,0.73
BalanceProperty,,5957000,6400000,6285000,,7193000,7125000,6942000,,8155000,8487000,9033000,,10801000,11362000,18068000,,21046000,21125000,22355000,25273000,22119000,23733000,84414000,85587000,30767000,30262000,31390000,35989000,36435000,22392000,21623000,20707000,27690000,24488000,30244000,29416000,28746000,28612000,27503000,27408000,26846000,26168000,26169000
BalanceProperty_yy,,,,,,20.75,11.33,10.45,,13.37,19.12,30.12,,32.45,33.88,100.02,,94.85,85.93,23.73,,5.10,12.35,277.61,238.65,39.10,27.51,-62.81,-57.95,18.42,-26.01,-31.12,-42.46,-24.00,9.36,39.87,42.06,3.81,16.84,-9.06,-6.83,-6.61,-8.54,-4.85
BalanceProperty_sy,,,,,,20.75,11.33,10.45,,-18.50,-29.62,-20.40,,15.38,-40.50,43.53,,18.86,65.15,18.06,,5.10,6.18,7.17,3.33,7.88,6.44,4.76,8.29,8.80,-4.91,-0.28,-1.90,5.12,10.40,8.71,16.30,10.67,1.42,-3.62,-0.53,-5.60,-0.84,1.67
BalanceProperty_qq,,,7.44,-1.80,-100.00,,-0.95,-2.57,-100.00,,4.07,6.43,-100.00,,5.19,59.02,-100.00,,0.38,5.82,13.05,-12.48,7.30,255.68,1.39,-64.05,-1.64,3.73,14.65,1.24,-38.54,-3.43,-4.24,33.72,-11.56,23.51,-2.74,-2.28,-0.47,-3.88,-0.35,-2.05,-2.53,
BalanceProperty_sq,,,7.44,-1.80,-100.00,,-0.95,-2.57,-100.00,,-1.50,-40.11,-100.00,,-15.27,39.71,-48.85,,0.72,5.82,-4.15,-0.81,2.60,2.24,-0.32,0.32,1.19,3.73,0.97,0.97,-2.55,2.64,-0.89,7.74,-0.78,1.41,-1.33,3.73,-0.72,-0.46,0.47,-0.80,-0.34,
BalanceNoncurrentReceivables,,0,0,10000,,139000,110000,265000,,590000,1100000,2567000,,5162000,5721000,4090000,,11479000,13665000,16829000,19152000,,,28240000,32236000,,,,,,,,,,,102000,,190000,83000,180000,179000,172000,176000,179000
BalanceNoncurrentReceivables_yy,,,,,,,,2550.00,,324.46,900.00,868.68,,774.92,420.09,59.33,,122.38,138.86,311.47,,-100.00,-100.00,67.81,68.32,,,-100.00,-100.00,,,,,,,,,,,76.47,,-9.47,112.05,-0.56
BalanceNoncurrentReceivables_sy,,,,,,,,2550.00,,324.46,900.00,450.34,,378.12,241.04,29.67,,0.74,10.75,-46.55,,4.41,2.24,1.47,1.96,,,-12.52,-19.24,,,,,,,,,,,-1.34,,1.11,6.94,-0.56
BalanceNoncurrentReceivables_qq,,,,,-100.00,,-20.86,140.91,-100.00,,86.44,133.36,-100.00,,10.83,-28.51,-100.00,,19.04,23.15,13.80,-100.00,,,14.15,-100.00,,,,,,,,,,,-100.00,,-56.32,116.87,-0.56,-3.91,2.33,1.70
BalanceNoncurrentReceivables_sq,,,,,-100.00,,-20.86,140.91,-100.00,,-3.46,97.68,-50.00,,-1.50,,-100.00,,,4.13,-7.60,-4.20,,,,-12.15,,,,,,,,,,,-1.54,,,7.26,-0.50,0.56,,1.55
BalanceNoncurrInvestments,,,-300000,,,,,,,0,0,,,1020000,1020000,,,,,,,26744000,90157000,,,84143000,65341000,90063000,94307000,61981000,52355000,54901000,59895000,64267000,73599000,67150000,123466000,47612000,46789000,46586000,45006000,48032000,49030000,52903000
BalanceNoncurrInvestments_yy,,,,,,,100.00,,,,,,,,,,,-100.00,-100.00,,,,,,,214.62,-27.53,,,-26.34,-19.87,-39.04,-36.49,3.69,40.58,22.31,106.14,-25.92,-36.43,-30.62,-63.55,0.88,4.79,13.56
BalanceNoncurrInvestments_sy,,,,,,,39.56,,,,,,,,,,,-30.14,-100.00,,,,,,,23.46,-14.46,,,,26.45,17.24,15.60,-31.04,-60.27,,-27.08,3.96,16.39,,,2.72,27.92,17.19
BalanceNoncurrInvestments_qq,,,,100.00,,,,,,,,,,,,-100.00,,,,,,,237.11,-100.00,,,-22.35,37.84,4.71,-34.28,-15.53,4.86,9.10,7.30,14.52,-8.76,83.87,-61.44,-1.73,-0.43,-3.39,6.72,2.08,7.90
BalanceNoncurrInvestments_sq,,,,46.56,,,,,,,,,,,,,,,,,,,28.91,-46.84,,,4.60,1.57,3.80,3.93,7.58,-1.41,9.10,-15.58,2.63,,10.00,5.10,,-0.22,,,3.27,1.10
BalanceOtherNoncurrentAssets,,74000,78000,82000,,84000,84000,75000,,215000,222000,236000,,905000,1136000,1067000,,3954000,5195000,5004000,5390000,5306000,6724000,7917000,8334000,4192000,26706000,2445000,1927000,1175000,2053000,2148000,2211000,2062000,2180000,2169000,2231000,3289000,2753000,2575000,2701000,1724000,1696000,1806000
BalanceOtherNoncurrentAssets_yy,,,,,,13.51,7.69,-8.54,,155.95,164.29,214.67,,320.93,411.71,352.12,,336.91,357.31,368.98,,34.19,29.43,58.21,54.62,-21.00,297.17,-69.12,-76.88,-71.97,-92.31,-12.15,14.74,75.49,6.19,0.98,0.90,59.51,26.28,18.72,21.07,-47.58,-38.39,-29.86
BalanceOtherNoncurrentAssets_sy,,,,,,96.46,25.86,37.37,,13.97,8.83,-8.96,,171.60,3.50,16.85,,186.94,8.80,182.90,,3.91,39.63,43.80,29.24,-4.86,6.38,9.24,5.18,23.24,3.04,11.84,11.73,12.18,17.40,57.78,16.68,39.66,35.00,21.71,31.53,-19.22,-9.25,-19.07
BalanceOtherNoncurrentAssets_qq,,,5.41,5.13,-100.00,,,-10.71,-100.00,,3.26,6.31,-100.00,,25.52,-6.07,-100.00,,31.39,-3.68,7.71,-1.56,26.72,17.74,5.27,-49.70,537.07,-90.84,-21.19,-39.02,74.72,4.63,2.93,-6.74,5.72,-0.50,2.86,47.42,-16.30,-6.47,4.89,-36.17,-1.62,6.49
BalanceOtherNoncurrentAssets_sq,,,5.41,5.13,-100.00,,,13.67,-100.00,,1.38,0.22,-100.00,,-2.96,2.23,-49.24,,1.50,6.41,-6.81,1.15,0.80,1.18,,-4.15,0.96,11.63,2.70,-6.35,7.74,-2.40,0.38,8.90,-0.86,-0.50,5.06,34.73,-0.59,4.12,3.09,-7.45,1.06,0.06
BalanceCurrentAssets,,13254000,13308000,13809000,,19752000,19631000,21320000,,41186000,44656000,48318000,,61556000,61031000,61621000,,85445000,86879000,82516000,84539000,159257000,95969000,158667000,184052000,119976000,121356000,111571000,123288000,101530000,50279000,43826000,80965000,72945000,67419000,54307000,50885000,47022000,46853000,43342000,38859000,35245000,35387000,35282000
BalanceCurrentAssets_yy,,,,,,49.03,47.51,54.39,,108.52,127.48,126.63,,49.46,36.67,27.53,,38.81,42.35,33.91,,86.39,10.46,92.29,117.71,-24.67,26.45,-29.68,-33.01,-15.37,-58.57,-60.72,-34.33,-28.15,34.09,23.92,-37.15,-35.54,-30.50,-20.19,-23.63,-25.05,-24.47,-18.60
BalanceCurrentAssets_sy,,,,,,-7.50,-23.69,-31.56,,-10.48,-21.72,-4.86,,36.80,24.88,23.44,,28.52,31.32,20.30,,11.65,6.72,10.08,13.29,8.74,16.49,3.59,15.26,14.10,4.86,0.32,2.48,-6.71,7.62,11.50,-1.94,5.00,-0.26,-4.82,-6.17,-4.98,-2.98,8.90
BalanceCurrentAssets_qq,,,0.41,3.76,-100.00,,-0.61,8.60,-100.00,,8.43,8.20,-100.00,,-0.85,0.97,-100.00,,1.68,-5.02,2.45,88.38,-39.74,65.33,16.00,-34.81,1.15,-8.06,10.50,-17.65,-50.48,-12.83,84.74,-9.91,-7.58,-19.45,-6.30,-7.59,-0.36,-7.49,-10.34,-9.30,0.40,-0.30
BalanceCurrentAssets_sq,,,8.62,2.52,-100.00,,-0.61,-3.80,-100.00,,3.85,13.58,-50.04,,-2.73,10.78,-63.54,,-3.02,-4.39,-1.45,3.88,-18.36,6.53,0.25,1.20,2.90,9.73,10.50,-2.93,0.72,5.96,-1.72,-6.68,-2.66,6.10,-0.57,-5.26,-2.92,5.00,-1.59,-1.60,-1.70,3.16
BalanceInventory,,6536000,7215000,8114000,,9079000,9525000,11513000,,12161000,15988000,21624000,,23272000,21969000,23385000,,32961000,30998000,29836000,32626000,37634000,35253000,62324000,63593000,37849000,38440000,35241000,37873000,28619000,9578000,10707000,11484000,22568000,20634000,22217000,24881000,25292000,23323000,19896000,20487000,16984000,17143000,19216000
BalanceInventory_yy,,,,,,38.91,32.02,41.89,,33.95,67.85,87.82,,91.37,37.41,8.14,,41.63,41.10,27.59,,14.18,13.73,108.89,94.92,0.57,9.04,-43.46,-40.44,-24.39,-75.08,-69.62,-69.68,-21.14,115.43,107.50,116.66,12.07,13.03,-10.45,-17.66,-32.85,-26.50,-3.42
BalanceInventory_sy,,,,,,-6.68,-10.22,-20.76,,20.43,16.16,20.38,,10.28,6.62,8.14,,29.39,41.10,26.48,,28.03,13.73,24.10,0.84,-2.72,0.63,6.07,8.76,25.32,19.58,19.11,16.52,8.30,20.29,14.59,36.92,14.78,14.43,2.51,-3.18,-6.74,15.88,14.08
BalanceInventory_qq,,,10.39,12.46,-100.00,,4.91,20.87,-100.00,,31.47,35.25,-100.00,,-5.60,6.45,-100.00,,-5.96,-3.75,9.35,15.35,-6.33,76.79,2.04,-40.48,1.56,-8.32,7.47,-24.43,-66.53,11.79,7.26,96.52,-8.57,7.67,11.99,1.65,-7.79,-14.69,2.97,-17.10,0.94,12.09
BalanceInventory_sq,,,10.39,6.66,-100.00,,3.02,-5.86,-100.00,,-0.84,-15.86,-100.00,,-6.53,4.26,-52.62,,-5.48,1.01,0.22,-15.16,-0.66,,-1.27,-2.52,1.12,3.78,1.54,1.90,-0.36,7.95,0.57,3.82,1.46,6.49,0.05,1.80,1.44,3.12,-1.66,-0.08,1.65,8.21
BalanceCurrentReceivables,,5639000,5188000,5196000,,5158000,6328000,6067000,,7015000,11964000,12868000,,12945000,17492000,15068000,,20139000,25310000,23492000,27675000,23319000,27506000,66382000,55641000,28314000,26841000,25637000,21077000,19645000,22972000,20896000,22295000,26195000,27768000,21395000,19146000,17793000,18504000,20471000,15479000,15245000,15062000,13942000
BalanceCurrentReceivables_yy,,,,,,-8.53,21.97,16.76,,36.00,89.06,112.10,,84.53,46.21,17.10,,55.57,44.69,55.91,,15.79,8.68,182.57,101.05,21.42,-2.42,-61.38,-62.12,-30.62,-14.41,-18.49,5.78,33.34,20.88,2.39,-14.12,-32.07,-33.36,-4.32,-19.15,-14.32,-18.60,-31.89
BalanceCurrentReceivables_sy,,,,,,-14.41,-20.82,-28.27,,-13.72,-52.03,-16.04,,69.14,54.10,17.10,,36.03,28.27,30.44,,2.55,4.20,-10.03,27.00,12.48,8.96,-1.52,-1.74,8.31,0.62,7.37,5.78,6.01,5.49,2.39,-10.30,4.55,-7.45,-4.17,3.31,20.54,4.99,18.62
BalanceCurrentReceivables_qq,,,-8.00,0.15,-100.00,,22.68,-4.12,-100.00,,70.55,7.56,-100.00,,35.13,-13.86,-100.00,,25.68,-7.18,17.81,-15.74,17.96,141.34,-16.18,-49.11,-5.20,-4.49,-17.79,-6.79,16.94,-9.04,6.70,17.49,6.00,-22.95,-10.51,-7.07,4.00,10.63,-24.39,-1.51,-1.20,-7.44
BalanceCurrentReceivables_sq,,,5.12,0.15,-100.00,,22.68,-4.12,-100.00,,-9.50,16.94,-5.67,,-34.74,3.38,-57.94,,12.74,13.56,-54.80,-21.76,10.99,1.98,5.97,-0.58,1.89,3.57,13.74,-3.41,-2.08,2.41,6.70,-11.70,6.36,2.03,4.84,-5.73,-3.84,0.77,5.25,-0.96,0.56,4.88
BalanceCurrentInvestments,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sq,,,-13.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCash,,1066000,905000,499000,,5515000,3778000,2480000,,20890000,15584000,12706000,,25279000,21510000,22188000,,31259000,30536000,29188000,24238000,95618000,33210000,29961000,64818000,53731000,55072000,50586000,62055000,52943000,17580000,11939000,46932000,24005000,18352000,9910000,6113000,3327000,3195000,1714000,1574000,2153000,2093000,1084000
BalanceCash_yy,,,,,,417.35,317.46,396.99,,278.79,312.49,412.34,,21.01,38.03,74.63,,23.66,41.96,31.55,,205.89,8.76,2.65,167.42,-43.81,65.83,68.84,-4.26,-1.47,-68.08,-76.40,-24.37,-54.66,4.39,-16.99,-86.97,-86.14,-82.59,-82.70,-74.25,-35.29,-34.49,-36.76
BalanceCash_sy,,,,,,151.19,-59.37,-32.03,,-9.83,186.67,4.27,,55.00,-8.16,74.63,,1.72,41.96,-6.58,,-26.32,-8.80,-0.54,-70.06,3.32,77.13,228.32,42.67,0.06,-16.18,-71.88,-17.76,-12.45,3.46,16.12,-49.15,13.36,16.32,-8.96,11.44,12.14,-14.90,6.96
BalanceCash_qq,,,-15.10,-44.86,-100.00,,-31.50,-34.36,-100.00,,-25.40,-18.47,-100.00,,-14.91,3.15,-100.00,,-2.31,-4.41,-16.96,294.50,-65.27,-9.78,116.34,-17.10,2.50,-8.15,22.67,-14.68,-66.79,-32.09,293.10,-48.85,-23.55,-46.00,-38.31,-45.58,-3.97,-46.35,-8.17,36.79,-2.79,-48.21
BalanceCash_sq,,,51.11,-26.54,-100.00,,-31.50,9.33,-100.00,,28.41,-43.40,-100.00,,-50.62,3.15,-100.00,,-32.21,-43.93,-43.70,-1.95,-65.27,4.51,-29.29,24.90,-2.46,-5.70,3.00,-17.36,-8.23,14.01,-10.56,-10.70,-23.56,-8.86,-33.64,24.66,-3.97,-5.86,-6.08,4.97,-3.05,-31.08
BalanceOtherCurrentAssets,,,,0,,0,0,1260000,,1120000,1120000,1120000,,60000,60000,980000,,1086000,35000,,,2686000,,,,82000,1003000,107000,2283000,323000,149000,284000,254000,177000,665000,785000,745000,610000,1831000,1261000,1319000,863000,1089000,1040000
BalanceOtherCurrentAssets_yy,,,,,,,,,,,,-11.11,,-94.64,-94.64,-12.50,,1710.00,-41.67,-100.00,,147.33,-100.00,,,-96.95,,,,293.90,-85.14,165.42,-88.87,-45.20,346.31,176.41,193.31,244.63,175.34,60.64,77.05,41.48,-40.52,-17.53
BalanceOtherCurrentAssets_sy,,,,,,,,,,,,-37.22,,60.97,-94.64,4.76,,9.91,2.96,-57.70,,1.60,-5.32,,,-64.35,,,,85.32,10.56,-24.97,-44.23,-37.92,-32.78,10.05,50.54,5.24,13.70,12.14,69.86,-6.07,44.31,6.44
BalanceOtherCurrentAssets_qq,,,,,,,,,-100.00,,,,-100.00,,,1533.33,-100.00,,-96.78,-100.00,,,-100.00,,,,1123.17,-89.33,2033.64,-85.85,-53.87,90.60,-10.56,-30.31,275.71,18.05,-5.10,-18.12,200.16,-31.13,4.60,-34.57,26.19,-4.50
BalanceOtherCurrentAssets_sq,,,,,,,,,-100.00,,,,-54.02,,,764.82,-87.10,,-29.30,-4.22,,,-22.95,,,,41.16,51.05,1.16,-35.76,1.48,-37.05,-10.56,-19.60,30.26,18.05,-19.20,-21.64,53.21,-5.20,-4.79,-27.37,36.84,-8.57
BalanceAssetsForSale,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,13000,1183000,1183000,1183000,1183000,4128000,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,9000.00,248.94,-100.00,-100.00,-100.00,-100.00,,,,,,
BalanceAssetsForSale_sy,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,4452.83,248.94,4.39,5.51,11.66,182.08,,,,,,
BalanceAssetsForSale_qq,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,9000.00,,,,248.94,-100.00,,,,,,,,,
BalanceAssetsForSale_sq,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,4452.91,,,,248.94,-3.94,,,,,,,,,
BalanceTotalAssets,,19829000,20034000,20861000,,27828000,27595000,29232000,,50754000,60044000,65734000,,85065000,85870000,96478000,,159660000,164481000,164232000,171690000,248003000,256247000,466036000,505454000,272850000,277870000,269466000,289392000,245302000,130923000,126278000,167524000,221795000,220092000,210687000,208163000,188680000,187874000,185517000,180408000,174546000,175612000,180894000
BalanceTotalAssets_yy,,,,,,40.34,37.74,40.13,,82.38,117.59,124.87,,67.60,43.01,46.77,,87.69,91.55,70.23,,55.33,55.79,183.77,194.40,10.02,8.44,-42.18,-42.75,-10.10,-52.88,-53.14,-42.11,-9.58,68.11,66.84,24.26,-14.93,-14.64,-11.95,-13.33,-7.49,-6.53,-2.49
BalanceTotalAssets_sy,,,,,,37.63,29.16,16.36,,-23.72,-32.05,-28.14,,34.11,30.96,255.49,,33.56,39.23,9.42,,21.99,20.33,11.16,15.18,9.88,6.33,8.93,6.02,6.01,2.65,5.17,4.13,0.73,4.85,22.63,18.82,9.12,6.00,-1.74,5.64,-5.35,0.62,6.11
BalanceTotalAssets_qq,,,1.03,4.13,-100.00,,-0.84,5.93,-100.00,,18.30,9.48,-100.00,,0.95,12.35,-100.00,,3.02,-0.15,4.54,44.45,3.32,81.87,8.46,-46.02,1.84,-3.02,7.39,-15.24,-46.63,-3.55,32.66,32.40,-0.77,-4.27,-1.20,-9.36,-0.43,-1.25,-2.75,-3.25,0.61,3.01
BalanceTotalAssets_sq,,,3.11,4.01,-100.00,,-0.84,-1.42,-100.00,,-1.80,6.69,-5.63,,-2.18,12.35,-10.95,,-1.71,0.64,-2.63,7.00,-1.03,3.62,-0.44,1.12,2.02,5.88,6.51,1.61,-0.53,4.42,3.06,0.34,-0.14,5.82,-1.02,-0.83,-0.83,2.47,-0.51,-1.34,1.63,2.70
BalanceCapital,,12933000,12707000,13496000,,18953000,19701000,20479000,,42806000,48854000,47137000,,66448000,70148000,76891000,,108208000,113738000,115588000,119658000,172534000,172520000,202940000,237954000,155993000,156484000,146913000,139346000,96011000,66594000,62382000,105208000,110638000,109001000,113292000,111321000,106078000,101118000,99384000,97962000,128889000,127481000,129580000
BalanceCapital_yy,,,,,,46.55,55.04,51.74,,125.85,147.98,130.17,,55.23,43.59,63.12,,62.85,62.14,50.33,,59.45,51.68,75.57,98.86,-9.59,-9.30,-27.61,-41.44,-38.45,-57.44,-57.54,-24.50,15.23,63.68,81.61,5.81,-4.12,-7.23,-12.28,-12.00,21.50,26.07,30.38
BalanceCapital_sy,,,,,,27.03,6.88,29.42,,-11.99,-23.03,-23.23,,104.09,46.18,300.30,,41.26,62.14,8.94,,-3.55,-5.00,9.93,6.96,18.32,5.56,24.99,3.28,5.00,3.24,3.88,3.15,1.13,9.43,16.54,5.98,18.12,7.44,0.27,2.51,5.47,4.17,18.70
BalanceCapital_qq,,,-1.75,6.21,-100.00,,3.95,3.95,-100.00,,14.13,-3.51,-100.00,,5.57,9.61,-100.00,,5.11,1.63,3.52,44.19,-0.01,17.63,17.25,-34.44,0.31,-6.12,-5.15,-31.10,-30.64,-6.32,68.65,5.16,-1.48,3.94,-1.74,-4.71,-4.68,-1.71,-1.43,31.57,-1.09,1.65
BalanceCapital_sq,,,6.22,-6.07,-100.00,,3.95,3.95,-100.00,,5.48,-11.00,-10.46,,-2.52,55.21,-7.44,,-1.90,0.15,-3.10,-8.48,0.60,3.37,2.48,2.53,1.36,1.87,-1.44,2.33,1.20,-0.60,-0.67,-1.92,2.04,5.36,-0.04,-0.58,-1.11,-0.96,-0.07,-0.66,1.90,0.82
