,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,-5.42,2.62,3.57,,-100.00,-100.00,-100.00,-29.35,,,,-100.00,-100.00,-100.00,-100.00,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,-2.71,2.62,-13.70,,360.68,4.90,52.01,-29.35,,,,-27.71,28.08,24.91,22.90,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,-5.91,2.62,-100.00,,2.08,3.57,-2.46,-100.00,,,,2.08,-4.07,2.58,-100.00,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,-1.04,,,,99.78,0.54,-4.04,-20.52,,,,-7.99,1.64,,0.42,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,40000,40000,40000,40000,40000,40000,47000,15000,15000,15000,15000,15000,15000,715000,501000,749000,424000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,16.29,-62.46,-62.46,-62.46,-67.72,,,4661.38,3235.64,4888.73,2723.55
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,-23.33,-45.70,-34.94,,,,-17.82,-6.66,8.41,-15.83
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,,,16.29,-67.72,,,,,,4661.38,-29.94,49.56,-43.40
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,-0.68,1.38,,,,,,-0.63,1.26,,-2.98
BalanceOtherNoncurrentAssets,254000,,,,55000,27000,34000,,49000,58000,71000,,124000,210000,194000,174000,380000,345000,305000,568000,1010000,1055000,1068000,1202000,942000,986000,970000,1072000,475000,236000,304000,277000,217000,326000,409000
BalanceOtherNoncurrentAssets_yy,,,,,-78.35,,,,-10.91,114.81,108.82,,153.06,262.07,173.24,,206.34,64.29,57.03,226.43,165.95,205.94,250.74,111.55,-6.77,-6.60,-9.17,-10.82,-49.53,-76.10,-68.69,-74.15,-54.43,38.19,34.77
BalanceOtherNoncurrentAssets_sy,,,,,-23.76,,,,1.48,33.21,21.42,,9.26,19.17,80.26,,26.46,11.24,36.87,40.14,120.39,88.24,1.12,19.40,5.00,-2.96,0.27,-4.37,17.15,-0.92,-5.76,-5.98,-13.28,-1.22,-5.10
BalanceOtherNoncurrentAssets_qq,,-100.00,,,,-50.91,25.93,-100.00,,18.37,22.41,-100.00,,69.35,-7.62,-10.31,118.31,-9.18,-11.70,86.45,77.86,4.48,1.23,12.46,-21.62,4.67,-1.56,10.43,-55.64,-50.44,28.97,-8.84,-21.79,50.28,25.79
BalanceOtherNoncurrentAssets_sq,,-3.29,,,,-5.04,3.57,-100.00,,8.90,-1.22,3.22,,1.13,2.12,0.72,-11.11,0.21,7.53,-8.98,24.48,4.48,-0.36,9.12,-4.69,5.40,-2.25,3.29,-5.02,-3.00,-3.34,-0.26,-9.28,-0.16,-1.29
BalanceCurrentAssets,7941000,,,,23388000,24053000,22032000,,21368000,21339000,16865000,,18136000,19467000,11793000,12163000,16294000,20490000,21979000,19047000,18348000,16048000,15817000,16509000,10714000,12402000,13871000,13004000,14127000,14438000,17296000,14431000,22485000,22005000,24909000
BalanceCurrentAssets_yy,,,,,194.52,,,,-8.64,-11.28,-23.45,,-15.13,-8.77,-30.07,,-10.15,5.26,86.37,56.59,12.60,-21.68,-28.04,-13.32,-41.61,-22.72,-12.30,-21.23,31.86,16.41,24.69,10.97,59.16,52.41,44.02
BalanceCurrentAssets_sy,,,,,3.08,,,,0.35,-3.49,-8.70,,-14.98,-8.77,-11.37,,2.90,9.46,2.23,10.39,22.36,6.08,13.49,2.85,8.39,3.04,-5.41,-2.34,3.96,9.25,16.92,10.97,4.27,0.88,12.54
BalanceCurrentAssets_qq,,-100.00,,,,2.84,-8.40,-100.00,,-0.14,-20.97,-100.00,,7.34,-39.42,3.14,33.97,25.75,7.27,-13.34,-3.67,-12.53,-1.44,4.38,-35.10,15.76,11.84,-6.25,8.64,2.20,19.79,-16.56,55.81,-2.13,13.20
BalanceCurrentAssets_sq,,-3.94,,,,0.39,-6.82,-100.00,,-5.00,-2.55,-5.73,,1.92,-2.62,0.68,2.06,5.32,3.74,-4.34,9.10,-1.12,7.17,-4.33,6.26,-6.40,-0.99,-1.56,9.61,1.63,-1.23,-3.89,6.55,2.50,1.66
BalanceInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentReceivables,3970000,,,,10120000,9753000,9845000,,9179000,10497000,10792000,,10829000,10104000,7878000,8800000,14543000,19068000,20909000,16960000,15144000,14284000,14106000,15723000,8378000,10552000,10355000,10764000,12373000,11329000,13413000,11686000,17526000,16823000,18899000
BalanceCurrentReceivables_yy,,,,,154.91,,,,-9.30,7.63,9.62,,17.98,-3.74,-27.00,,34.30,88.72,165.41,92.73,4.13,-25.09,-32.54,-7.29,-44.68,-26.13,-26.59,-31.54,47.68,7.37,29.54,8.56,41.65,48.49,40.89
BalanceCurrentReceivables_sy,,,,,8.48,,,,34.28,15.52,6.86,,10.33,4.14,-5.98,,12.33,12.45,18.32,11.43,15.48,15.01,23.38,8.95,9.49,1.04,-7.27,-4.07,6.01,6.67,10.36,8.56,15.57,0.24,-0.08
BalanceCurrentReceivables_qq,,-100.00,,,,-3.63,0.94,-100.00,,14.36,2.81,-100.00,,-6.69,-22.03,11.70,65.27,31.11,9.65,-18.89,-10.71,-5.68,-1.25,11.46,-46.72,25.94,-1.86,3.95,14.94,-8.44,18.40,-12.88,49.98,-4.02,12.34
BalanceCurrentReceivables_sq,,-2.94,,,,-3.63,3.58,-100.00,,-11.40,1.97,-5.32,,-3.14,-3.44,1.52,5.56,3.57,2.33,-8.62,17.06,2.03,4.97,-10.19,-0.51,1.83,-1.47,-2.22,8.44,-0.73,-0.16,-1.68,9.84,-4.02,8.07
BalanceCurrentInvestments,163000,,,,0,10497000,8548000,,8513000,8520000,4033000,,5562000,4542000,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,-100.00,,,,,-18.83,-52.82,,-34.66,-46.69,-100.00,,-100.00,-100.00,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,-20.61,,,,,-4.93,-24.28,,-40.17,-37.67,-7.52,,-27.39,67.88,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,-100.00,,,,,-18.57,-100.00,,0.08,-52.66,-100.00,,-18.34,-100.00,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sq,,-27.56,,,,,14.61,-100.00,,-2.24,-6.78,-0.26,,-2.10,0.63,,,,,,,,,,,,,,,,,,,,
BalanceCash,674000,,,,12436000,3507000,3413000,,3351000,2062000,1631000,,1449000,3377000,2813000,1705000,1621000,1190000,733000,1603000,2548000,1617000,1578000,497000,1769000,1495000,3061000,1765000,920000,2682000,3317000,1547000,4152000,4175000,5135000
BalanceCash_yy,,,,,1745.10,,,,-73.05,-41.20,-52.21,,-56.76,63.77,72.47,,11.88,-64.76,-73.95,-6.00,57.21,35.85,115.34,-68.97,-30.60,-7.49,93.94,255.03,-47.98,79.32,8.38,-12.37,351.31,55.69,54.79
BalanceCash_sy,,,,,-7.98,,,,-8.03,-17.97,-19.97,,-37.94,49.00,-2.91,,72.83,-7.07,-14.42,-11.16,8.65,21.81,67.24,-33.94,-12.63,-4.77,-27.10,-28.97,-31.84,22.93,30.23,22.74,2.86,-5.29,16.92
BalanceCash_qq,,-100.00,,,,-71.80,-2.68,-100.00,,-38.47,-20.90,-100.00,,133.06,-16.70,-39.39,-4.92,-26.59,-38.41,118.67,59.02,-36.57,-2.37,-68.49,255.67,-15.44,104.67,-42.32,-47.88,191.46,23.70,-53.37,168.42,0.55,22.98
BalanceCash_sq,,-62.44,,,,-28.15,-23.39,-100.00,,-25.40,-20.90,-27.27,,6.78,-16.70,-14.34,26.80,-34.19,-8.06,28.14,5.31,-14.66,0.11,-17.85,17.80,-15.44,-14.50,-18.25,21.80,14.46,-13.61,5.15,3.47,5.75,-7.46
BalanceOtherCurrentAssets,3134000,,,,832000,296000,226000,,325000,260000,409000,,296000,1444000,1102000,1658000,130000,232000,337000,484000,656000,148000,132000,289000,567000,355000,455000,474000,834000,427000,565000,1198000,806000,1007000,876000
BalanceOtherCurrentAssets_yy,,,,,-73.45,,,,-60.94,-12.16,80.97,,-8.92,455.38,169.44,,-56.13,-83.93,-69.42,-70.81,405.20,-36.19,-60.68,-40.35,-13.56,140.05,243.38,64.35,47.12,20.15,24.20,152.54,-3.42,135.95,55.04
BalanceOtherCurrentAssets_sy,,,,,-41.88,,,,-33.12,13.82,0.71,,7.24,-14.01,1.48,,-4.35,10.29,-0.63,-30.92,-15.45,-10.98,-1.99,-11.14,42.36,40.82,67.12,44.10,-10.83,-10.53,12.44,6.35,-3.42,3.18,28.34
BalanceOtherCurrentAssets_qq,,-100.00,,,,-64.42,-23.65,-100.00,,-20.00,57.31,-100.00,,387.84,-23.68,50.45,-92.17,78.64,45.24,43.61,35.58,-77.44,-10.51,117.87,96.48,-37.34,28.01,4.28,75.89,-48.83,32.33,112.03,-32.74,25.02,-13.05
BalanceOtherCurrentAssets_sq,,30.01,,,,56.31,-20.68,-100.00,,12.92,-10.11,0.46,,24.44,-9.71,0.63,-29.26,8.11,-12.31,-9.36,14.76,11.24,-9.58,6.48,80.02,9.54,-9.97,2.38,2.75,5.03,-2.61,10.00,-7.74,28.86,6.00
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,19256000,,,,38045000,39731000,39245000,,41086000,42053000,38336000,,40777000,42949000,35494000,36246000,40738000,42892000,44152000,43466000,35924000,33852000,33483000,33835000,41410000,42499000,43461000,42010000,41663000,41323000,44133000,41838000,54391000,54078000,56172000
BalanceTotalAssets_yy,,,,,97.57,,,,7.99,5.84,-2.32,,-0.75,2.13,-7.41,,-0.10,-0.13,24.39,19.92,-11.82,-21.08,-24.16,-22.16,15.27,25.54,29.80,24.16,0.61,-2.77,1.55,-0.41,30.55,30.87,27.28
BalanceTotalAssets_sy,,,,,14.50,,,,12.65,17.22,6.30,,4.15,-1.48,-3.31,,3.48,7.68,15.54,13.84,4.66,2.55,1.86,1.08,5.53,6.54,1.94,-0.24,2.70,4.62,-0.96,-0.41,-7.66,-4.28,2.62
BalanceTotalAssets_qq,,-100.00,,,,4.43,-1.22,-100.00,,2.35,-8.84,-100.00,,5.33,-17.36,2.12,12.39,5.29,2.94,-1.55,-17.35,-5.77,-1.09,1.05,22.39,2.63,2.26,-3.34,-0.83,-0.82,6.80,-5.20,30.01,-0.58,3.87
BalanceTotalAssets_sq,,-4.94,,,,4.43,0.70,-100.00,,-0.92,0.71,0.02,,-0.50,-0.68,0.20,2.12,-1.24,2.69,-1.40,0.56,-1.71,1.35,1.02,3.89,0.29,-0.52,0.21,3.59,-0.82,-3.17,-1.62,-0.08,0.50,2.78
BalanceCapital,12782000,,,,32972000,34274000,32443000,,35974000,37431000,32936000,,36649000,38253000,30047000,31031000,33690000,35316000,36782000,35856000,27293000,27846000,28444000,28452000,28429000,28556000,28974000,28655000,29685000,30510000,31782000,32615000,35724000,37072000,37745000
BalanceCapital_yy,,,,,157.96,,,,9.10,9.21,1.52,,1.88,2.20,-8.77,,-8.07,-7.68,22.41,15.55,-18.99,-21.15,-22.67,-20.65,4.16,2.55,1.86,0.71,4.42,6.85,9.69,13.82,20.34,21.51,18.76
BalanceCapital_sy,,,,,13.01,,,,12.37,19.37,2.78,,1.44,0.16,0.59,,1.90,3.23,11.98,19.83,15.40,8.66,4.35,1.96,3.40,3.58,0.56,-0.80,3.50,3.09,1.13,2.49,-9.25,-1.31,4.32
BalanceCapital_qq,,-100.00,,,,3.95,-5.34,-100.00,,4.05,-12.01,-100.00,,4.38,-21.45,3.27,8.57,4.83,4.15,-2.52,-23.88,2.03,2.15,0.03,-0.08,0.45,1.46,-1.10,3.59,2.78,4.17,2.62,9.53,3.77,1.81
BalanceCapital_sq,,1.12,,,,3.95,-0.76,-100.00,,0.77,0.18,1.82,,1.38,-0.93,2.21,1.10,2.70,0.16,0.43,-0.62,1.25,2.14,0.75,1.37,0.45,0.84,-0.34,3.59,0.82,-1.70,2.08,1.40,3.77,0.20
BalanceShareCapital,3264000,,,,4064000,4063000,4063000,,4064000,4064000,4064000,,4064000,4064000,4063000,4064000,4064000,4064000,4064000,4064000,4064000,4064000,4064000,4064000,4064000,4064000,4064000,4064000,4119000,4119000,4119000,4119000,4119000,4119000,4119000
BalanceShareCapital_yy,,,,,24.51,,,,,0.02,0.02,,,,-0.02,,-0.01,,0.01,-0.01,,-0.01,,,,,,,1.38,1.38,1.38,1.38,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,-100.00,,,,-0.02,,-100.00,,,,-100.00,,,-0.02,0.02,-0.01,0.01,-0.01,,,,,,,,,,1.38,,,,,,
BalanceShareCapital_sq,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,-5000000,,,,0,,,,-302000,-402000,-596000,,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000,-866000
BalanceOwnShares_yy,,,,,100.00,,,,,,,,-186.75,-115.42,-45.30,,0.01,,0.01,0.01,,0.01,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,100.00,,,,,,,,-63.79,-15.05,,,87.18,,56.42,8.73,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,100.00,,,,,,,,-33.11,-48.26,100.00,,,,,0.01,-0.01,0.01,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,-16.56,-24.13,-5.54,,,,,0.01,,,,,,,,,,,,,,,,,,
BalanceReserve,12036000,,,,23880000,23880000,24996000,,24995000,24996000,24999000,,24999000,24999000,26081000,26081000,26081000,26081000,32618000,32618000,32618000,32618000,32707000,32707000,31057000,31057000,27846000,28089000,28089000,28089000,28609000,28609000,28609000,28609000,30762000
BalanceReserve_yy,,,,,98.40,,,,4.67,4.67,0.01,,0.02,0.01,4.33,,4.33,4.33,25.06,25.06,25.06,25.06,0.27,0.27,-4.79,-4.79,-14.86,-14.12,-9.56,-9.56,2.74,1.85,1.85,1.85,7.53
BalanceReserve_sy,,,,,10.20,,,,4.67,0.25,6.59,,6.02,4.16,-0.25,,0.06,0.72,3.23,0.31,2.84,1.41,,0.14,0.12,,,,0.01,0.01,0.05,0.02,0.01,0.06,0.39
BalanceReserve_qq,,-100.00,,,,,4.67,-100.00,,,0.01,-100.00,,,4.33,,,,25.06,,,,0.27,,-5.04,,-10.34,0.87,,,1.85,,,,7.53
BalanceReserve_sq,,-0.04,,,,,0.15,-100.00,,,0.03,,,,,,,,1.41,,,,,,0.01,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,-448000,213000,123000,-1000,520000,344000,352000,363000,690000,796000,964000
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.01,61.85,186.91,46771.30,32.82,131.33,174.08
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.52,28.95,-3.56,15.04,20.40,0.41,1.09
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,147.43,-42.32,-100.63,66999.49,-33.83,2.25,3.11,90.39,15.25,21.14
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,-2.59,2.66,11.52,3.48,-11.30,5.26,7.26,3.50,9.45
BalanceNoncurrentLiabilities,2679000,,,,1599000,1434000,1156000,,789000,589000,357000,,553000,663000,750000,1076000,1355000,1446000,1408000,1439000,455000,628000,781000,921000,2428000,1075000,1168000,1224000,736000,725000,728000,723000,759000,904000,2770000
BalanceNoncurrentLiabilities_yy,,,,,-40.31,,,,-50.66,-58.93,-69.12,,-29.91,12.56,110.08,,145.04,118.10,87.78,33.77,-66.46,-56.54,-44.57,-35.99,434.19,71.10,49.65,32.89,-69.71,-32.57,-37.72,-40.97,3.24,24.66,280.72
BalanceNoncurrentLiabilities_sy,,,,,39.62,,,,25.87,4.04,-2.70,,-11.77,-1.65,-7.28,,-5.24,-7.85,-0.14,15.26,-7.66,-6.40,-9.53,-9.41,7.42,8.01,7.70,32.89,1.64,-14.91,-15.66,-16.79,-20.65,-16.10,-14.17
BalanceNoncurrentLiabilities_qq,,-100.00,,,,-10.32,-19.39,-100.00,,-25.35,-39.39,-100.00,,19.89,13.12,43.47,25.93,6.71,-2.61,2.20,-68.42,38.28,24.21,18.03,163.51,-55.71,8.64,4.81,-39.93,-1.42,0.34,-0.65,5.05,19.03,206.46
BalanceNoncurrentLiabilities_sq,,-3.49,,,,-0.04,-3.53,-100.00,,-0.70,-3.23,-3.09,,3.11,-0.51,-0.76,-2.68,0.92,-2.62,-1.78,-3.96,-3.12,-2.11,0.23,-5.01,1.22,0.53,-0.06,-9.34,-2.56,0.47,-2.72,5.30,-0.30,-0.01
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,2537000,,,,1521000,1268000,1014000,,506000,252000,,,,,,,,,,,,,,,,10000,,,,,,,,,
BalanceNoncurrentBorrowings_yy,,,,,-40.05,,,,-66.73,-80.13,-100.00,,-100.00,-100.00,,,,,,,,,,,,,,,,-100.00,,,,,
BalanceNoncurrentBorrowings_sy,,,,,-4.87,,,,60.41,29.54,-15.15,,-22.82,-12.80,,,,,,,,,,,,,,,,-34.83,,,,,
BalanceNoncurrentBorrowings_qq,,-100.00,,,,-16.63,-20.03,-100.00,,-50.20,-100.00,,,,,,,,,,,,,,,,-100.00,,,,,,,,
BalanceNoncurrentBorrowings_sq,,-21.01,,,,-4.60,-6.00,-100.00,,-5.36,-11.37,,,,,,,,,,,,,,,,-5.38,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,13000,11000,8000,6000,3000,0,112000,86000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.87,,,-76.32,-95.87,1234.75,1377.75
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.60,,,-23.53,-22.76,-12.78,23.06
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-17.41,-23.40,-31.04,-45.72,-85.59,24647.46,-23.65
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,130.56,,,-10.45,-3.30,-7.84,-14.21,-13.44,-1.66,-19.63
BalanceNoncurrentOtherLiabilities,142000,,,,78000,166000,142000,,283000,337000,357000,,553000,663000,750000,1076000,1355000,1446000,1408000,1439000,455000,628000,781000,921000,2408000,1066000,1168000,1211000,725000,717000,722000,720000,759000,792000,2684000
BalanceNoncurrentOtherLiabilities_yy,,,,,-45.07,,,,262.82,103.01,151.41,,95.41,96.74,110.08,,145.04,118.10,87.78,33.77,-66.46,-56.54,-44.57,-35.99,429.89,69.58,49.65,31.45,-69.91,-32.76,-38.22,-40.58,4.74,10.48,271.92
BalanceNoncurrentOtherLiabilities_sy,,,,,9.48,,,,29.85,32.72,73.11,,82.02,51.89,-4.03,,5.90,12.63,32.83,22.18,8.38,-8.78,-15.00,-14.40,0.63,33.92,7.70,24.63,8.14,-3.33,-3.37,-15.50,-24.32,-27.59,-31.74
BalanceNoncurrentOtherLiabilities_qq,,-100.00,,,,112.82,-14.46,-100.00,,19.08,5.93,-100.00,,19.89,13.12,43.47,25.93,6.71,-2.61,2.20,-68.42,38.28,24.21,18.03,161.39,-55.75,9.62,3.67,-40.17,-1.09,0.71,-0.29,5.45,4.33,239.04
BalanceNoncurrentOtherLiabilities_sq,,5.40,,,,3.74,-1.11,-100.00,,8.56,11.39,,,1.86,1.57,1.73,11.34,-1.16,2.18,4.22,-13.06,-3.38,4.61,-0.37,-7.90,3.71,3.98,1.90,-5.85,-1.16,0.48,-2.06,2.23,-0.78,3.86
BalanceCurrentLiabilities,3795000,,,,3474000,4023000,5646000,,4323000,4033000,5043000,,3575000,4033000,4697000,4139000,5693000,6130000,5962000,6171000,8176000,5378000,4258000,4461000,11001000,12655000,13197000,12131000,10723000,9743000,11272000,8137000,17218000,15306000,14693000
BalanceCurrentLiabilities_yy,,,,,-8.46,,,,24.44,0.25,-10.68,,-17.30,,-6.86,,59.23,52.00,26.93,49.08,43.63,-12.27,-28.57,-27.71,34.55,135.33,209.90,171.94,-2.53,-23.01,-14.58,-32.92,60.57,57.09,30.35
BalanceCurrentLiabilities_sy,,,,,3.92,,,,26.31,-0.62,7.91,,21.00,,-1.20,,13.78,29.27,25.00,27.35,3.33,10.29,-2.88,4.87,17.24,9.05,0.36,4.85,0.70,7.80,2.59,5.03,6.52,-8.17,13.72
BalanceCurrentLiabilities_qq,,-100.00,,,,15.80,40.34,-100.00,,-6.71,25.04,-100.00,,12.81,16.46,-11.88,37.53,7.68,-2.74,3.50,32.51,-34.23,-20.81,4.76,146.61,15.03,4.28,-8.07,-11.61,-9.14,15.69,-27.81,111.59,-11.10,-4.00
BalanceCurrentLiabilities_sq,,-11.52,,,,15.80,24.80,-100.00,,-7.65,16.79,-5.17,,-4.15,6.81,-4.48,14.50,-5.82,5.13,-5.92,13.73,-3.95,0.28,1.74,8.12,1.09,1.89,-1.39,9.00,-1.55,-0.82,3.56,11.93,-8.04,7.95
BalanceCurrentTradePayablesv,2330000,,,,1839000,2399000,3107000,,1288000,1895000,2545000,,1660000,2276000,3018000,2882000,4645000,4501000,4398000,4129000,7326000,4074000,2270000,1776000,7330000,7000000,8796000,7916000,8417000,7146000,7054000,4652000,8499000,7714000,8360000
BalanceCurrentTradePayablesv_yy,,,,,-21.07,,,,-29.96,-21.01,-18.09,,28.88,20.11,18.59,,179.81,97.76,45.71,43.27,57.72,-9.48,-48.38,-56.98,0.06,71.80,287.45,345.68,14.83,2.09,-19.80,-41.23,0.97,7.94,18.52
BalanceCurrentTradePayablesv_sy,,,,,-9.81,,,,7.32,3.87,25.95,,26.04,11.69,-1.88,,46.76,30.87,29.79,43.27,4.22,8.90,-1.87,-0.02,8.70,3.16,2.96,2.15,3.55,4.48,-6.33,4.57,1.77,-7.56,27.19
BalanceCurrentTradePayablesv_qq,,-100.00,,,,30.45,29.51,-100.00,,47.13,34.30,-100.00,,37.11,32.60,-4.51,61.17,-3.10,-2.30,-6.10,77.41,-44.38,-44.28,-21.76,312.68,-4.51,25.65,-10.00,6.32,-15.10,-1.28,-34.05,82.68,-9.23,8.38
BalanceCurrentTradePayablesv_sq,,-5.69,,,,-7.24,22.79,-100.00,,-3.50,16.09,-9.86,,-3.53,6.20,-1.00,44.09,-2.34,7.27,-7.04,5.16,-10.25,3.01,-6.87,3.75,-2.38,3.09,-6.12,16.60,-5.41,-5.47,-5.15,17.67,-10.69,11.49
BalanceCurrentBorrowings,1130000,,,,1024000,1015000,1015000,,1015000,1015000,1014000,,,,,,,295000,0,,,,,597000,525000,532000,378000,373000,99000,0,,,98000,153000,
BalanceCurrentBorrowings_yy,,,,,-9.38,,,,-0.88,,-0.10,,-100.00,-100.00,-100.00,,,,,,,-100.00,,,,,,-37.61,-81.10,-99.93,-100.00,-100.00,-1.08,39974.35,
BalanceCurrentBorrowings_sy,,,,,-2.16,,,,2.69,,14.59,,41.09,53.06,11.72,,,,,,,-28.95,,,,,,-13.23,2.09,5.27,-8.49,-10.66,-21.62,-23.15,
BalanceCurrentBorrowings_qq,,-100.00,,,,-0.88,,-100.00,,,-0.10,-100.00,,,,,,,-100.00,,,,,,-12.21,1.34,-28.83,-1.47,-73.40,-99.61,-100.00,,,56.11,-100.00
BalanceCurrentBorrowings_sq,,-20.92,,,,8.81,,-100.00,,,2.22,-3.57,,,,,,,-12.14,,,,,,-7.91,1.36,1.15,-4.16,5.20,-0.51,-13.92,,,-1.70,7.39
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,54000,,54000,20000,11000,11000,11000,11000,11000,99000,94000
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.55,,-80.55,-46.27,,841.16,793.05
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.28,,4.13,3.96,,55.92,55.58
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-63.80,-46.27,,,,,841.16,-5.11
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,4.65,,-1.10,-4.52,,,,,7.86,-5.92
BalanceCurrentOtherLiabilities,335000,,,,611000,507000,1366000,,2020000,847000,1121000,,1915000,862000,670000,359000,1048000,644000,663000,2041000,851000,307000,359000,307000,3093000,1740000,367000,503000,2196000,631000,1629000,3474000,8611000,4689000,2620000
