,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeNetGrossProfit_sy,,,,,81.41,90.50,85.54,-22.56,93.16,17.26,6.52,-27.49,23.15,-1.48,0.30,-94.66,-26.27,-23.54,37.00,21.88,8.85,11.55,1.27,46.04,-0.50,2.56,17.77,44.29,36.30,-23.69,-7.52,-12.59,-17.28,16.86,-9.38,-23.14,31.95,-9.28,-16.42,-46.84,-4.26,17.33,-6.61,19.33,-0.14,-18.92,18.17,45.38,-3.32,21.25,2.78,-14.23,30.68,98.13,195.24
IncomeNetGrossProfit_qq,,-4.77,5.77,-88.91,22.28,323.11,506.36,-100.72,7255.42,-12.85,-302.07,90.46,832.87,-69.06,13.12,-2429.49,82.36,19.67,204.56,-177.36,137.61,-376.07,161.96,-245.77,115.03,-407.06,161.21,358.01,-82.40,54.35,46.94,-77.49,461.07,-6.60,10.96,-7.85,45.34,-68.55,23.23,65.67,83.71,-32.02,-64.22,88.77,38.69,-41.50,118.20,2.52,2.45,-45.74,44.37,-72.72,853.24,-23.04,47.51
IncomeNetGrossProfit_sq,,75.95,67.88,-82.58,-2.72,249.10,77.60,-75.04,81.78,217.35,64.20,-56.16,19.46,44.00,1.78,-87.94,51.26,28.46,78.77,-107.08,82.55,65.95,116.87,-104.37,-1.01,114.39,48.44,-46.73,4.19,38.70,62.75,-71.14,-4.88,41.95,59.68,-81.82,5.79,11.20,30.18,-106.50,89.29,58.17,2.51,-85.81,139.00,-6.86,34.94,-78.95,84.15,37.83,40.72,-109.36,82.29,81.09,47.51
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,3293000,3136000,3317000,368000,450000,1904000,11545000,-83000,5939000,5176000,-10459000,-998000,7314000,2263000,2560000,-59635000,-10518000,-8449000,8834000,-6834000,2570000,-7095000,4396000,-6408000,963000,-2957000,1810000,8290000,1459000,2252000,3309000,745000,4180000,3904000,4332000,3992000,5802000,1825000,2249000,3726000,6845000,4653000,1665000,3143000,4359000,2550000,5564000,5704000,5844000,3171000,4578000,1249000,11906000,9163000,13516000
IncomeBeforeTaxProfit_yy,,,,,-86.33,-39.29,248.06,-122.55,1219.78,171.85,-190.59,-1102.41,23.15,-56.28,124.48,-5875.45,-243.81,-473.35,245.08,88.54,124.43,16.03,-50.24,6.23,-62.53,58.32,-58.83,229.37,51.51,176.16,82.82,-91.01,186.50,73.36,30.92,435.84,38.80,-53.25,-48.08,-6.66,17.98,154.96,-25.97,-15.65,-36.32,-45.20,234.17,81.48,34.07,24.35,-17.72,-78.10,103.73,188.96,195.24
IncomeBeforeTaxProfit_sy,,,,,81.41,90.50,85.54,-22.56,93.16,17.26,6.52,-27.49,23.15,-1.48,0.30,-95.45,-26.27,-23.54,37.00,21.88,8.85,11.55,1.27,46.04,-0.50,2.56,17.77,44.29,36.30,-23.69,-7.52,-12.59,-17.28,16.86,-9.38,-23.14,31.95,-9.28,-16.42,-46.84,-4.26,17.33,-6.61,19.33,-0.14,-18.92,18.17,45.38,-3.32,21.25,2.78,-14.23,30.68,98.13,195.24
IncomeBeforeTaxProfit_qq,,-4.77,5.77,-88.91,22.28,323.11,506.36,-100.72,7255.42,-12.85,-302.07,90.46,832.87,-69.06,13.12,-2429.49,82.36,19.67,204.56,-177.36,137.61,-376.07,161.96,-245.77,115.03,-407.06,161.21,358.01,-82.40,54.35,46.94,-77.49,461.07,-6.60,10.96,-7.85,45.34,-68.55,23.23,65.67,83.71,-32.02,-64.22,88.77,38.69,-41.50,118.20,2.52,2.45,-45.74,44.37,-72.72,853.24,-23.04,47.51
IncomeBeforeTaxProfit_sq,,75.95,67.88,-82.58,-2.72,249.10,77.60,-75.04,81.78,217.35,64.20,-56.16,19.46,44.00,1.78,-87.94,51.26,28.46,78.77,-107.08,82.55,65.95,116.87,-104.37,-1.01,114.39,48.44,-46.73,4.19,38.70,62.75,-71.14,-4.88,41.95,59.68,-81.82,5.79,11.20,30.18,-106.50,89.29,58.17,2.51,-85.81,139.00,-6.86,34.94,-78.95,84.15,37.83,40.72,-109.36,82.29,81.09,47.51
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,0,0,0,,-1173000,-1521000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,-29.67,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,-29.67,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,2380000,2815000,2944000,163000,123000,1773000,9264000,202000,4142000,4001000,-8192000,-1053000,4992000,2532000,1400000,-48359000,-13127000,-8932000,9745000,-8583000,657000,-8990000,693000,-7399000,152000,-3978000,1002000,7005000,908000,2450000,2627000,2779000,3030000,3145000,3330000,3261000,4815000,1134000,1412000,2736000,5314000,3857000,1793000,2187000,3350000,1889000,4477000,3782000,4750000,2382000,3708000,557000,2499000,6279000,10584000
IncomeNetProfit_yy,,,,,-94.83,-37.02,214.67,23.93,3267.48,125.66,-188.43,-621.29,20.52,-36.72,117.09,-4492.50,-362.96,-452.76,596.07,82.25,105.00,-0.65,-92.89,13.79,-76.86,55.75,44.59,194.67,497.37,161.59,162.18,-60.33,233.70,28.37,26.76,17.34,58.91,-63.94,-57.60,-16.10,10.36,240.12,26.98,-20.07,-36.96,-51.02,149.69,72.93,41.79,26.10,-17.18,-85.27,-47.39,163.60,185.44
IncomeNetProfit_sy,,,,,83.05,87.48,77.77,22.28,111.40,19.89,0.06,7.02,20.52,-17.46,-4.21,-114.38,-31.66,-21.88,36.56,54.80,9.94,-0.65,-15.40,67.62,9.96,9.88,29.45,31.26,31.26,-25.82,-2.76,-36.98,5.12,22.72,10.13,-54.10,19.30,-12.79,-14.10,-45.53,4.64,0.82,-3.70,8.62,17.18,-15.37,10.82,50.86,-11.65,24.47,13.73,-5.52,7.37,69.64,185.44
IncomeNetProfit_qq,,18.28,4.58,-94.46,-24.54,1341.46,422.50,-97.82,1950.50,-3.40,-304.75,87.15,574.07,-49.28,-44.71,-3554.21,72.86,31.96,209.10,-188.08,107.65,-1468.34,107.71,-1167.68,102.05,-2717.11,125.19,599.10,-87.04,169.82,7.22,5.79,9.03,3.80,5.88,-2.07,47.65,-76.45,24.51,93.77,94.23,-27.42,-53.51,21.97,53.18,-43.61,137.00,-15.52,25.59,-49.85,55.67,-84.98,348.65,151.26,68.56
IncomeNetProfit_sq,,75.24,65.24,-86.61,-17.30,254.38,82.15,-75.14,83.75,230.49,53.43,-58.20,17.57,37.90,-6.85,-85.15,48.35,84.66,78.77,-108.70,82.27,66.97,85.40,-96.37,-25.77,128.60,25.72,-48.00,-9.50,51.50,105.47,-60.40,-6.16,29.18,46.30,-88.50,9.50,51.94,24.51,-93.93,90.87,62.23,-5.59,-83.12,182.43,-16.23,26.82,-77.55,82.59,26.84,32.95,-101.42,81.09,104.29,68.56
IncomeShareholderNetProfit,2361000,2747000,2806000,-730000,154000,1696000,9321000,-1261000,3347000,2993000,-9197000,-1429000,4448000,2089000,1244000,-47141000,-12951000,-7822000,9775000,-9899000,1139000,-8033000,1127000,-7960000,259000,-3852000,1099000,6675000,908000,2450000,2627000,2779000,3030000,3145000,3330000,3261000,4815000,1134000,1412000,2736000,5314000,3857000,1793000,2187000,3350000,1889000,4477000,3782000,4750000,2382000,3708000,557000,2499000,6279000,10584000
IncomeShareholderNetProfit_yy,,,,,-93.48,-38.26,232.18,-72.74,2073.38,76.47,-198.67,-13.32,32.90,-30.20,113.53,-3198.88,-391.16,-474.44,685.77,79.00,108.79,-2.70,-88.47,19.59,-77.26,52.05,-2.48,183.86,250.58,163.60,139.04,-58.37,233.70,28.37,26.76,17.34,58.91,-63.94,-57.60,-16.10,10.36,240.12,26.98,-20.07,-36.96,-51.02,149.69,72.93,41.79,26.10,-17.18,-85.27,-47.39,163.60,185.44
IncomeShareholderNetProfit_sy,,,,,83.50,85.78,77.77,16.01,111.40,23.75,2.44,7.02,32.90,-17.12,-6.31,-114.48,-32.82,-21.07,37.55,36.66,9.94,-2.70,-15.26,67.62,9.93,9.88,24.32,31.26,30.66,-25.82,-2.76,-39.76,5.12,17.26,10.13,-54.10,19.30,-11.56,-12.44,-43.27,4.61,1.77,-3.70,8.62,16.92,-15.37,11.33,50.88,-7.47,24.47,13.73,-5.52,7.37,68.84,185.44
IncomeShareholderNetProfit_qq,,16.35,2.15,-126.02,121.10,1001.30,449.59,-113.53,365.42,-10.58,-407.28,84.46,411.27,-53.04,-40.45,-3889.47,72.53,39.60,224.97,-201.27,111.51,-805.27,114.03,-806.30,103.25,-1587.26,128.53,507.37,-86.40,169.82,7.22,5.79,9.03,3.80,5.88,-2.07,47.65,-76.45,24.51,93.77,94.23,-27.42,-53.51,21.97,53.18,-43.61,137.00,-15.52,25.59,-49.85,55.67,-84.98,348.65,151.26,68.56
IncomeShareholderNetProfit_sq,,72.16,64.50,-103.04,-0.46,306.38,82.15,-68.34,31.38,226.43,67.16,-59.07,17.57,37.90,-8.20,-82.47,42.79,84.66,78.77,-108.68,82.49,62.19,85.40,-96.37,-25.77,121.93,25.72,-48.00,-17.94,51.50,104.25,-60.40,-6.16,21.13,50.97,-87.58,11.41,51.95,24.51,-93.93,90.87,43.54,-5.59,-82.49,182.40,-16.23,19.93,-76.87,82.59,26.84,32.95,-99.35,81.09,109.07,68.56
BalanceNoncurrentAssets,72311000,72952000,,71911000,66519000,65985000,,75506000,81723000,81466000,,84208000,88209000,109920000,,264261000,262960000,264832000,,277286000,273677000,271834000,,264817000,262201000,172934000,,183872000,181557000,195735000,196281000,199440000,209739000,210620000,209055000,228154000,247232000,248690000,249856000,256959000,256990000,263088000,259789000,260049000,257488000,256523000,253544000,298295000,298079000,295154000,292484000,250485000,243819000,237656000,235163000
BalanceNoncurrentAssets_yy,,,,,-8.01,-9.55,,5.00,22.86,23.46,,11.52,7.94,34.93,,213.82,198.11,140.93,,4.93,4.08,2.64,,-4.50,-4.19,-36.38,,-30.57,-30.76,13.18,,8.47,15.52,7.60,6.51,14.40,17.88,18.08,19.52,12.63,3.95,5.79,3.98,1.20,0.19,-2.50,-2.40,14.71,15.76,15.06,15.36,-16.03,-18.20,-19.48,-19.60
BalanceNoncurrentAssets_sy,,,,,-7.04,-7.96,,-2.74,9.67,6.38,,58.58,35.70,56.92,,24.52,26.07,18.19,,4.93,0.86,-1.08,,-0.09,5.67,6.21,,4.43,4.78,2.34,,-3.04,-2.28,-2.00,-4.35,-2.94,-4.70,-5.12,-3.12,-4.00,3.95,0.89,1.89,1.24,0.19,1.14,0.49,-1.12,-1.53,-1.63,2.33,-0.39,0.18,0.42,-19.60
BalanceNoncurrentAssets_qq,,0.89,-100.00,,-7.50,-0.80,-100.00,,8.23,-0.31,-100.00,,4.75,24.61,-100.00,,-0.49,0.71,-100.00,,-1.30,-0.67,-100.00,,-0.99,-34.05,-100.00,,-1.26,7.81,0.28,1.61,5.16,0.42,-0.74,9.14,8.36,0.59,0.47,2.84,0.01,2.37,-1.25,0.10,-0.98,-0.37,-1.16,17.65,-0.07,-0.98,-0.90,-14.36,-2.66,-2.53,-1.05
BalanceNoncurrentAssets_sq,,3.04,-100.00,,-2.85,-0.80,-100.00,,3.80,3.56,-48.24,,2.06,4.24,-50.50,,3.09,-1.50,-51.40,,-0.62,0.06,-100.00,,0.38,1.42,-100.00,,-0.05,-0.19,-0.49,-2.00,-0.16,0.24,-1.46,-0.92,-1.35,0.59,-0.17,0.50,0.07,0.68,-0.21,0.10,-0.30,0.30,-1.23,1.48,-0.09,0.12,0.32,-1.80,0.60,0.50,-1.05
BalanceIntangibleAssets,894000,746000,,483000,364000,900000,,1658000,4331000,3441000,,1996000,1981000,1985000,,2613000,2587000,3564000,,579000,644000,179000,,157000,139000,100000,,424000,365000,668000,610000,556000,509000,492000,428000,1944000,1838000,2565000,2408000,3288000,3200000,7350000,7030000,7208000,6784000,6347000,5946000,5547000,8602000,8090000,7670000,7158000,6675000,6321000,5758000
BalanceIntangibleAssets_yy,,,,,-59.28,20.64,,243.27,1089.84,282.33,,20.39,-54.26,-42.31,,30.91,30.59,79.55,,-77.84,-75.11,-94.98,,-72.88,-78.42,-44.13,,170.06,162.59,568.00,,31.13,39.45,-26.35,-29.84,249.64,261.10,421.34,462.62,69.14,74.10,186.55,191.94,119.22,112.00,-13.65,-15.42,-23.04,26.80,27.46,28.99,29.04,-22.40,-21.87,-24.93
BalanceIntangibleAssets_sy,,,,,14.30,20.64,,4.34,65.93,91.60,,20.39,21.64,204.50,,2.94,19.42,16.93,,-6.46,6.06,11.09,,12.42,1.75,6.56,,2.62,3.03,-4.89,,-3.28,-2.95,-2.60,-2.03,-3.19,0.01,-5.33,-1.29,-1.42,-2.31,0.05,2.70,0.31,-1.34,-2.99,-1.03,-0.66,-0.06,-0.06,0.48,0.10,-0.55,-0.62,-24.93
BalanceIntangibleAssets_qq,,-16.55,-100.00,,-24.64,147.25,-100.00,,161.22,-20.55,-100.00,,-0.75,0.20,-100.00,,-1.00,37.77,-100.00,,11.23,-72.20,-100.00,,-11.46,-28.06,-100.00,,-13.92,83.01,-8.68,-8.85,-8.45,-3.34,-13.01,354.21,-5.45,39.55,-6.12,36.54,-2.68,129.69,-4.35,2.53,-5.88,-6.44,-6.32,-6.71,55.07,-5.95,-5.19,-6.68,-6.75,-5.30,-8.91
BalanceIntangibleAssets_sq,,-4.22,-100.00,,-17.12,0.80,-100.00,,0.18,-3.69,-100.00,,-5.14,1.12,-100.00,,-1.35,0.14,-100.00,,0.02,-5.13,-100.00,,-2.20,0.51,-100.00,,-4.50,-1.21,-8.54,-0.71,-0.85,-0.86,-1.30,-1.20,-1.92,-0.73,-0.12,,-0.82,1.01,-0.79,-0.78,-0.73,-0.38,-1.28,-0.06,-0.50,-0.64,0.22,0.16,,-0.04,-8.91
BalanceProperty,60944000,63870000,,62912000,60587000,59143000,,63438000,72249000,72529000,,73231000,78278000,98676000,,241787000,243570000,245160000,,260071000,258292000,257928000,,254018000,252155000,164564000,,176518000,174894000,188251000,189527000,188588000,201198000,202271000,201889000,201575000,202889000,203632000,204471000,204989000,205232000,207695000,205157000,202842000,200480000,198253000,196315000,232707000,193325000,229697000,190982000,228044000,226052000,224216000,185843000
BalanceProperty_yy,,,,,-0.59,-7.40,,0.84,19.25,22.63,,15.44,8.34,36.05,,230.17,211.16,148.45,,7.56,6.04,5.21,,-2.33,-2.38,-36.20,,-30.51,-30.64,14.39,,6.84,15.04,7.45,6.52,6.89,0.84,0.67,1.28,1.69,1.15,2.00,0.34,-1.05,-2.32,-4.55,-4.31,14.72,-3.57,15.86,-2.72,-2.00,16.93,-2.39,-2.69
BalanceProperty_sy,,,,,-0.59,-6.47,,-3.26,11.96,10.44,,45.36,34.99,33.58,,24.90,23.14,16.06,,7.56,1.93,-3.74,,-2.71,0.76,2.05,,8.57,4.53,0.81,,-4.92,-3.98,-3.34,-6.71,-2.66,-3.40,-4.56,-2.52,-3.07,-1.00,0.92,0.26,0.06,-0.29,0.38,1.54,1.81,-0.86,0.12,0.50,0.52,3.25,4.47,-2.69
BalanceProperty_qq,,4.80,-100.00,,-3.70,-2.38,-100.00,,13.89,0.39,-100.00,,6.89,26.06,-100.00,,0.74,0.65,-100.00,,-0.68,-0.14,-100.00,,-0.73,-34.74,-100.00,,-0.92,7.64,0.68,-0.50,6.69,0.53,-0.19,-0.16,0.65,0.37,0.41,0.25,0.12,1.20,-1.22,-1.13,-1.16,-1.11,-0.98,18.54,-16.92,18.81,-16.85,19.41,-0.87,-0.81,-17.11
BalanceProperty_sq,,5.32,-100.00,,-2.54,-1.98,-100.00,,3.94,4.08,-47.73,,4.36,4.58,-50.38,,1.40,-2.01,-53.50,,-1.04,-0.44,-100.00,,0.21,1.32,-100.00,,-0.49,-0.78,-0.64,-1.03,-0.10,0.48,-1.80,0.78,-1.45,-0.45,-0.06,0.10,-0.04,0.46,-0.62,-0.70,-0.66,0.41,-1.22,0.78,-0.56,-0.24,-0.04,-0.24,0.68,0.28,-17.11
BalanceNoncurrentReceivables,80000,71000,,1893000,2045000,1906000,,1619000,1680000,1619000,,819000,840000,1123000,,769000,840000,790000,,404000,420000,406000,,,,,,0,0,0,0,1165000,1233000,1261000,1192000,585000,591000,594000,643000,,,98000,,,,2123000,1887000,515000,284000,,,,,,
BalanceNoncurrentReceivables_yy,,,,,2456.25,2584.51,,-14.47,-17.85,-15.06,,-49.41,-50.00,-30.64,,-6.11,,-29.65,,-47.46,-50.00,-48.61,,-100.00,-100.00,-100.00,,,,,,,,,,-49.79,-52.07,-52.89,-46.06,-100.00,-100.00,-83.50,-100.00,,,2066.33,,,,-100.00,-100.00,-100.00,-100.00,,
BalanceNoncurrentReceivables_sy,,,,,1178.12,2584.51,,-14.47,-17.85,-15.06,,-49.41,-50.00,-30.64,,-6.11,,5.13,,-50.30,-75.00,-47.07,,-90.16,-10.60,-35.49,,,,,,,,,,-11.28,-36.70,-2.54,-21.18,-58.86,-49.02,-53.82,-43.98,,,-37.26,,,,5.34,-26.65,-79.17,-48.55,,
BalanceNoncurrentReceivables_qq,,-11.25,-100.00,,8.03,-6.80,-100.00,,3.77,-3.63,-100.00,,2.56,33.69,-100.00,,9.23,-5.95,-100.00,,3.96,-3.33,-100.00,,,,,,,,,,5.84,2.27,-5.47,-50.92,1.03,0.51,8.25,-100.00,,,-100.00,,,,-11.12,-72.71,-44.85,-100.00,,,,,
BalanceNoncurrentReceivables_sq,,-55.62,-100.00,,8.03,-6.80,-100.00,,3.77,-3.63,-100.00,,2.56,-27.33,-100.00,,-8.30,-1.30,-100.00,,-5.55,-3.33,-100.00,,,,,,,,,,,2.27,-9.50,-4.95,-19.20,31.94,-7.39,-32.74,,,-28.57,,,,-7.16,5.24,0.35,-3.63,,,,,
BalanceNoncurrInvestments,8756000,6164000,,4944000,2277000,2431000,,4729000,26000,26000,,53000,53000,26000,,26000,26000,26000,,1526000,1526000,1526000,,1526000,1526000,1527000,,1935000,1935000,1936000,1935000,3009000,1502000,1557000,1557000,5258000,1557000,1558000,1722000,7663000,7517000,7336000,7166000,9163000,9011000,8868000,8720000,49578000,49508000,49365000,49174000,7127000,6974000,2638000,2638000
BalanceNoncurrInvestments_yy,,,,,-73.99,-60.56,,-4.35,-98.86,-98.93,,-98.88,103.85,,,-50.94,-50.94,,,5769.23,5769.23,5769.23,,,,0.07,,26.80,26.80,26.78,,55.50,-22.38,-19.58,-19.53,74.74,3.66,0.06,10.60,45.74,382.79,370.86,316.14,19.57,19.87,20.88,21.69,441.07,449.42,456.66,463.92,-85.62,-85.91,-94.66,-94.64
BalanceNoncurrInvestments_sy,,,,,-25.71,8.57,,11.28,-4.24,-49.46,,-0.10,36.92,,,,,,,,,,,,,-4.98,,24.19,3.74,7.10,,,-0.74,-19.58,-19.53,-1.73,-1.62,-42.29,-40.82,,,,7.27,8.64,,,-2.13,-11.50,-1.38,-1.57,,-5.66,-7.96,-0.56,-94.64
BalanceNoncurrInvestments_qq,,-29.60,-100.00,,-53.94,6.76,-100.00,,-99.45,,-100.00,,,-50.94,-100.00,,,,-100.00,,,,-100.00,,,0.07,-100.00,,,0.05,-0.05,55.50,-50.08,3.66,,237.70,-70.39,0.06,10.53,345.01,-1.91,-2.41,-2.32,27.87,-1.66,-1.59,-1.67,468.56,-0.14,-0.29,-0.39,-85.51,-2.15,-62.17,
BalanceNoncurrInvestments_sq,,-29.60,-100.00,,3.26,6.76,-100.00,,-0.10,,-100.00,,,-17.11,-100.00,,,,-100.00,,,,-100.00,,,-0.05,-100.00,,,0.05,-1.26,-29.57,,0.20,,-20.12,,0.06,3.41,-1.60,,,,,-0.04,,,,,,,-1.43,-2.15,-1.25,
BalanceOtherNoncurrentAssets,1637000,2101000,,1679000,1246000,1605000,,4062000,3437000,3851000,,8109000,7057000,8110000,,19066000,15937000,15292000,,14706000,12795000,11795000,,9116000,8381000,6743000,,4995000,4363000,4880000,4209000,6122000,5297000,5039000,3989000,18792000,40357000,40341000,40612000,41019000,41041000,40609000,40436000,40836000,41213000,40932000,40676000,9948000,46360000,8002000,44658000,8156000,4118000,4481000,40924000
BalanceOtherNoncurrentAssets_yy,,,,,-23.89,-23.61,,141.93,175.84,139.94,,99.63,105.32,110.59,,135.12,125.83,88.56,,-22.87,-19.72,-22.87,,-38.01,-34.50,-42.83,,-45.21,-47.94,-27.63,,22.56,21.41,3.26,-5.23,206.96,661.88,700.58,918.10,118.28,1.69,0.66,-0.43,-0.45,0.42,0.80,0.59,-75.64,12.49,-80.45,9.79,-18.01,-91.12,-44.00,-8.36
BalanceOtherNoncurrentAssets_sy,,,,,-9.71,-38.71,,31.92,34.42,72.58,,99.82,57.98,46.15,,38.25,33.49,38.96,,8.32,5.73,2.14,,4.45,-1.78,24.48,,10.03,16.26,-2.04,,22.39,21.52,10.74,9.68,,-1.40,-3.72,-0.42,16.24,-4.04,0.92,7.54,-2.56,-2.53,-2.02,-5.35,-9.37,-5.06,-13.94,-1.89,-7.54,7.85,25.80,-8.36
BalanceOtherNoncurrentAssets_qq,,28.34,-100.00,,-25.79,28.81,-100.00,,-15.39,12.05,-100.00,,-12.97,14.92,-100.00,,-16.41,-4.05,-100.00,,-12.99,-7.82,-100.00,,-8.06,-19.54,-100.00,,-12.65,11.85,-13.75,45.45,-13.48,-4.87,-20.84,371.10,114.76,-0.04,0.67,1.00,0.05,-1.05,-0.43,0.99,0.92,-0.68,-0.63,-75.54,366.02,-82.74,458.09,-81.74,-49.51,8.81,813.28
BalanceOtherNoncurrentAssets_sq,,20.84,-100.00,,1.11,-12.72,-100.00,,-2.25,3.40,-100.00,,,3.32,-67.02,,,-4.05,-56.25,,2.60,-6.28,-100.00,,4.73,8.87,-100.00,,1.93,2.28,-1.67,10.96,4.36,-2.74,,-1.32,4.58,3.24,-1.54,1.28,,3.58,,-8.29,0.92,-0.26,-1.86,-11.61,-4.00,1.68,3.37,-10.55,0.19,5.16,813.28
BalanceCurrentAssets,144486000,131818000,,147697000,148185000,140509000,,156366000,179926000,186786000,,207268000,218968000,222097000,,239123000,208131000,186435000,,165480000,168564000,159707000,,132302000,137697000,117700000,,159267000,153112000,142004000,146265000,138080000,143178000,142980000,148434000,140429000,136434000,138523000,135871000,138213000,147665000,127639000,120197000,137803000,137139000,128256000,129257000,145575000,152227000,141969000,163527000,182682000,202950000,209640000,212492000
BalanceCurrentAssets_yy,,,,,2.56,6.59,,5.87,21.42,32.94,,32.55,21.70,18.90,,15.37,-4.95,-16.06,,-30.80,-19.01,-14.34,,-20.05,-18.31,-26.30,,20.38,11.19,20.65,,-13.30,-6.49,0.69,1.48,1.70,-4.71,-3.12,-8.46,-1.58,8.23,-7.86,-11.54,-0.30,-7.13,0.48,7.54,5.64,11.00,10.69,26.51,25.49,33.32,47.67,29.94
BalanceCurrentAssets_sy,,,,,11.08,12.83,,15.11,24.51,13.64,,41.12,24.34,37.30,,17.24,16.92,4.17,,-9.52,-12.38,2.44,,13.12,11.49,13.62,,9.07,10.02,3.26,,-3.12,-5.02,3.66,3.45,-0.61,7.14,-4.40,-4.80,-2.80,-5.31,6.82,2.92,1.31,3.21,3.66,5.50,8.41,11.00,7.87,6.76,8.52,7.05,3.32,29.94
BalanceCurrentAssets_qq,,-8.77,-100.00,,0.33,-5.18,-100.00,,15.07,3.81,-100.00,,5.64,1.43,-100.00,,-12.96,-10.42,-100.00,,1.86,-5.25,-100.00,,4.08,-14.52,-100.00,,-3.86,-7.25,3.00,-5.60,3.69,-0.14,3.81,-5.39,-2.84,1.53,-1.91,1.72,6.84,-13.56,-5.83,14.65,-0.48,-6.48,0.78,12.62,4.57,-6.74,15.19,11.71,11.09,3.30,1.36
BalanceCurrentAssets_sq,,14.98,-100.00,,1.20,12.48,-100.00,,8.24,9.10,-54.02,,5.23,2.46,-53.37,,1.16,-2.40,-56.96,,1.86,12.60,-100.00,,2.24,9.58,-100.00,,1.86,7.14,-5.00,-12.50,3.58,11.08,3.20,-7.16,3.47,3.50,0.48,-8.90,4.21,8.43,2.87,-9.35,12.17,4.81,0.78,-6.43,4.57,6.75,-0.19,-5.22,10.97,2.84,1.36
BalanceInventory,74791000,68765000,,69878000,63346000,63559000,,72156000,78800000,86214000,,96614000,110403000,111434000,,127316000,104727000,87944000,,70266000,67025000,63754000,,62612000,61320000,56685000,,57560000,55606000,59652000,60252000,48850000,50933000,51069000,50631000,55021000,51356000,53492000,56965000,54320000,57236000,54573000,56376000,58119000,58028000,56941000,61735000,54761000,56262000,55449000,60340000,78174000,91694000,89062000,97794000
BalanceInventory_yy,,,,,-15.30,-7.57,,3.26,24.40,35.64,,33.90,40.11,29.25,,31.78,-5.14,-21.08,,-44.81,-36.00,-27.51,,-10.89,-8.51,-11.09,,-8.07,-9.32,5.23,,-15.13,-8.40,-14.39,-15.97,12.63,0.83,4.74,12.51,-1.27,11.45,2.02,-1.03,6.99,1.38,4.34,9.51,-5.78,-3.04,-2.62,-2.26,42.75,62.98,60.62,62.07
BalanceInventory_sy,,,,,28.16,6.58,,23.55,19.51,32.24,,33.22,40.11,24.96,,14.04,5.70,-1.02,,-6.88,-9.36,-10.64,,6.61,15.88,32.13,,12.78,19.24,8.36,,-4.47,-4.46,-4.02,-13.12,-0.39,-2.35,2.07,-5.18,0.60,2.76,-0.72,3.29,7.04,2.34,5.68,5.26,4.18,9.75,4.85,5.66,14.75,19.20,18.16,62.07
BalanceInventory_qq,,-8.06,-100.00,,-9.35,0.34,-100.00,,9.21,9.41,-100.00,,14.27,0.93,-100.00,,-17.74,-16.03,-100.00,,-4.61,-4.88,-100.00,,-2.06,-7.56,-100.00,,-3.39,7.28,1.01,-18.92,4.26,0.27,-0.86,8.67,-6.66,4.16,6.49,-4.64,5.37,-4.65,3.30,3.09,-0.16,-1.87,8.42,-11.30,2.74,-1.45,8.82,29.56,17.29,-2.87,9.80
