,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeShareholderNetProfit_yy,,,,,-811.97,99.56,75.65,85.82,577.46,13.50,-28.99,-28.56,-2.70,18.56,19.45,13.69,-10.85,-11.30,3.75,-190.63,106.49,168.47,43.21,377.58,59.41,-53.63,-18.80,2.52,42.41,3.25,63.50,-72.68,-91.92,73.93,130.51,942.53,1225.71,2.75,-21.94,-44.64,88.52,59.20,22.51,-12.69,-52.24,7.66,-19.02
IncomeShareholderNetProfit_sy,,,,,10.61,51.96,-17.17,-53.95,225.25,-8.72,-36.03,-28.34,-13.15,18.56,109.30,122.24,52.94,34.45,-22.64,10.88,80.87,-53.18,26.70,-74.67,-21.73,40.24,6.10,55.91,92.64,6.48,1.48,-14.04,-36.80,-16.04,130.51,-1.81,87.62,0.82,-30.09,-34.33,20.35,7.45,-3.11,43.67,-38.16,63.24,69.89
IncomeShareholderNetProfit_qq,,2459.78,40.15,0.81,-119.69,817.50,23.35,6.65,-49.42,70.56,-22.83,7.30,-31.11,107.83,-22.25,2.12,-45.98,106.77,-9.05,-189.21,223.09,168.83,-51.49,72.92,-29.31,-21.80,-15.05,118.33,-1.81,-43.30,34.52,-63.51,-70.95,1120.00,78.28,65.02,-63.06,-5.44,35.44,17.04,25.77,-20.15,4.22,-16.59,-31.21,80.01,-21.61
IncomeShareholderNetProfit_sq,,104.09,82.50,-13.26,-35.62,71.40,9.03,-9.99,-33.00,70.56,-22.83,1.27,48.28,56.64,-7.86,17.57,-11.21,-19.42,-19.74,55.59,130.17,-86.88,71.21,-47.72,79.30,-33.10,40.36,-32.45,60.08,-1.17,24.97,-49.74,-92.25,71.10,130.56,-71.10,28.24,-5.44,25.71,-17.56,157.78,-47.29,4.22,-0.94,-46.07,84.50,98.47
BalanceNoncurrentAssets,103009000,97834000,102302000,116999000,163362000,159132000,162606000,168990000,201116000,209097000,,242013000,340910000,378649000,446526000,483250000,545224000,586547000,4123167000,4157593000,4278148000,4228956000,4425145000,4456701000,4476148000,4424849000,4428544000,4436096000,4455800000,4454352000,23391800000,23581400000,23356100000,23132000000,22867600000,22396300000,22261200000,24489500000,24377800000,24047600000,23958900000,23642100000,23454600000,23216000000,23824500000,23530600000,24924400000
BalanceNoncurrentAssets_yy,,,,,58.59,62.66,58.95,44.44,23.11,31.40,-100.00,43.21,69.51,81.09,,99.68,59.93,54.91,823.39,760.34,684.66,620.99,7.32,7.19,4.63,4.63,0.08,-0.46,-0.45,0.67,428.21,431.58,424.17,419.31,-2.24,-5.03,-4.69,5.87,6.60,7.37,7.63,-3.46,-3.79,-3.46,-0.56,-0.47,6.27
BalanceNoncurrentAssets_sy,,,,,127.66,135.20,80.06,12.71,27.43,37.80,19.14,-18.62,2.00,1.27,,-41.64,23.56,18.01,21.65,379.59,50.79,47.21,19.95,7.19,9.72,4.63,0.92,-1.69,6.69,8.29,38.46,22.73,-2.86,-2.03,-9.56,-5.14,1.71,6.17,7.34,5.48,1.36,-4.16,-6.33,-5.51,-8.14,-0.47,8.35
BalanceNoncurrentAssets_qq,,-5.02,4.57,14.37,39.63,-2.59,2.18,3.93,19.01,3.97,-100.00,,40.86,11.07,17.93,8.22,12.82,7.58,602.96,0.83,2.90,-1.15,4.64,0.71,0.44,-1.15,0.08,0.17,0.44,-0.03,425.14,0.81,-0.96,-0.96,-1.14,-2.06,-0.60,10.01,-0.46,-1.35,-0.37,-1.32,-0.79,-1.02,2.62,-1.23,5.92
BalanceNoncurrentAssets_sq,,2.70,6.77,-100.00,-1.65,3.49,9.88,-100.00,4.16,3.97,-4.62,,19.92,-1.30,4.03,-100.00,6.26,0.28,9.79,-100.00,0.86,1.34,3.65,0.71,0.44,-0.54,0.75,0.03,1.99,0.45,0.58,0.10,-2.54,-0.42,0.37,-0.73,-0.08,0.28,-0.01,-0.96,-1.09,-2.14,-1.13,-0.94,0.02,-0.30,1.67
BalanceIntangibleAssets,4409000,4153000,6180000,9826000,11465000,10771000,13620000,14237000,11876000,10610000,,12128000,14165000,16714000,72532000,72924000,75266000,73359000,3299755000,3300065000,3306479000,3332455000,3485083000,3483915000,3497213000,3498674000,3499637000,3600731000,3631000000,3630301000,14986900000,15250500000,15262600000,15142400000,15224900000,15157200000,15109200000,16738600000,16946800000,16807300000,16688100000,16566400000,16490900000,16357400000,16340300000,16237900000,16652300000
BalanceIntangibleAssets_yy,,,,,160.04,159.35,120.39,44.89,3.58,-1.49,-100.00,-14.81,19.27,57.53,,501.29,431.35,338.91,4449.38,4425.35,4293.06,4442.67,5.62,5.57,5.77,4.99,0.42,3.35,3.83,3.76,328.24,323.54,320.34,317.11,1.59,-0.61,-1.01,10.54,11.31,10.89,10.45,-1.03,-2.69,-2.68,-2.08,-1.98,0.98
BalanceIntangibleAssets_sy,,,,,160.04,159.35,148.30,43.20,35.16,26.14,1.89,-14.81,-1.59,-0.58,,8.20,28.71,11.47,7.64,2212.10,31.44,26.91,15.14,5.57,7.41,5.92,-0.12,-1.26,9.51,3.76,32.15,18.53,1.88,-2.23,-1.52,-1.44,1.60,2.07,4.67,2.18,-0.19,-1.75,-2.69,-2.68,-5.37,-4.91,1.87
BalanceIntangibleAssets_qq,,-5.81,48.81,59.00,16.68,-6.05,26.45,4.53,-16.58,-10.66,-100.00,,16.80,18.00,333.96,0.54,3.21,-2.53,4398.09,0.01,0.19,0.79,4.58,-0.03,0.38,0.04,0.03,2.89,0.84,-0.02,312.83,1.76,0.08,-0.79,0.54,-0.44,-0.32,10.78,1.24,-0.82,-0.71,-0.73,-0.46,-0.81,-0.10,-0.63,2.55
BalanceIntangibleAssets_sq,,5.42,5.30,-100.00,0.47,-0.56,24.94,-100.00,-3.91,0.26,-4.24,,-0.61,-0.14,2.00,-100.00,1.40,-0.26,1.62,-100.00,-1.16,0.79,4.17,-0.21,1.18,-0.77,0.03,0.04,1.71,-0.24,-0.32,0.49,-1.20,-0.41,1.83,-0.57,-0.32,-1.79,0.01,-0.82,-1.24,-1.14,-1.32,-0.81,-0.20,-0.63,1.27
BalanceProperty,82203000,82972000,88001000,99804000,116807000,119666000,124833000,136364000,163753000,174934000,,209439000,268685000,302743000,340365000,369774000,428256000,472990000,639681000,659009000,680327000,682427000,686383000,690489000,704824000,694482000,691320000,669226000,664000000,648886000,3400700000,3356100000,3141300000,3277600000,2947500000,2917400000,2924800000,3364100000,3289500000,3238400000,3320300000,3233200000,3242700000,3195500000,3197500000,3114600000,4744000000
BalanceProperty_yy,,,,,42.10,44.22,41.85,36.63,40.19,46.19,-100.00,53.59,64.08,73.06,,76.55,59.39,56.23,87.94,78.22,58.86,44.28,7.30,4.78,3.60,1.77,0.72,-3.08,-5.79,-6.57,391.91,401.49,373.09,405.11,-13.33,-13.07,-6.89,2.64,11.60,11.00,13.52,-3.89,-1.42,-1.32,-3.70,-3.67,46.30
BalanceProperty_sy,,,,,94.71,125.14,70.90,2.59,39.56,26.38,-1.62,-2.76,-5.78,-6.86,,22.58,15.68,24.26,26.41,38.76,18.14,17.16,7.30,4.78,9.14,-0.69,-0.07,-3.37,-3.11,-5.42,-4.15,-5.77,-10.40,-8.08,-11.44,-12.14,-6.89,2.64,-1.05,1.23,2.39,-4.07,-5.29,-4.45,-9.67,-7.35,-3.56
BalanceProperty_qq,,0.94,6.06,13.41,17.04,2.45,4.32,9.24,20.09,6.83,-100.00,,28.29,12.68,12.43,8.64,15.82,10.45,35.24,3.02,3.23,0.31,0.58,0.60,2.08,-1.47,-0.46,-3.20,-0.78,-2.28,424.08,-1.31,-6.40,4.34,-10.07,-1.02,0.25,15.02,-2.22,-1.55,2.53,-2.62,0.29,-1.46,0.06,-2.59,52.31
BalanceProperty_sq,,-1.34,8.24,-100.00,-1.00,4.85,6.98,-100.00,1.93,-1.20,-8.03,,-1.24,-3.38,0.74,-100.00,8.05,4.78,10.09,-100.00,0.62,-2.62,0.58,0.60,0.53,-3.66,-2.13,-3.41,-1.66,-3.18,-2.36,-3.40,-1.00,-1.37,-2.78,-1.77,-0.67,-0.53,-0.11,-1.55,2.53,-3.50,-1.74,-2.17,-4.44,-2.11,-1.78
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1200000,,,,6900000,181100000,,3500000,9500000,7800000,4900000,2500000,1900000,100000,1400000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.00,,,,37.68,-95.69,,-28.57,-80.00,-98.72,-71.43
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.98,,-17.82,-6.66,8.41,-15.83
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,2524.64,-100.00,,171.43,-17.89,-37.18,-48.98,-24.00,-94.74,1300.00
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,-0.01,,,,-0.32,-0.63,1.26,,-2.98
BalanceOtherNoncurrentAssets,16397000,10709000,8121000,7369000,35090000,28695000,24153000,18389000,25487000,23553000,,20446000,58060000,59192000,33629000,40552000,41702000,40198000,183731000,198519000,291342000,214074000,253679000,282297000,274111000,231693000,237587000,166139000,160800000,175165000,5004200000,4974800000,4951000000,4712000000,4695200000,4321700000,4220300000,4205700000,4141500000,3998400000,3941000000,3834700000,3716100000,3660600000,4284800000,4178000000,3526700000
BalanceOtherNoncurrentAssets_yy,,,,,114.00,167.95,197.41,149.55,-27.37,-17.92,-100.00,11.19,127.80,151.31,,98.34,-28.17,-32.09,446.35,389.54,598.63,432.55,38.07,42.20,-5.91,8.23,-6.34,-41.15,-41.34,-24.40,2006.26,2894.36,2978.98,2590.04,-6.17,-13.13,-14.76,-10.74,-11.79,-7.48,-6.62,-8.82,-10.27,-8.45,8.72,8.95,-5.10
BalanceOtherNoncurrentAssets_sy,,,,,113.70,143.06,82.47,120.91,15.09,-7.30,32.90,-42.61,62.54,51.73,,-0.78,-23.76,-25.50,-4.65,163.38,1.48,33.21,21.42,31.03,9.26,19.17,80.26,67.71,26.46,11.24,36.87,40.14,120.39,88.24,1.12,19.40,5.00,-2.96,0.27,-4.37,17.15,-0.92,-5.76,-5.98,-13.28,-1.22,-5.10
BalanceOtherNoncurrentAssets_qq,,-34.69,-24.17,-9.26,376.18,-18.22,-15.83,-23.86,38.60,-7.59,-100.00,,183.97,1.95,-43.19,20.59,2.84,-3.61,357.07,8.05,46.76,-26.52,18.50,11.28,-2.90,-15.47,2.54,-30.07,-3.21,8.93,2756.85,-0.59,-0.48,-4.83,-0.36,-7.95,-2.35,-0.35,-1.53,-3.46,-1.44,-2.70,-3.09,-1.49,17.05,-2.49,-15.59
BalanceOtherNoncurrentAssets_sq,,0.54,-0.24,-100.00,118.18,6.19,-2.22,-100.00,38.60,-0.12,-0.08,,-7.39,-3.29,-1.29,-100.00,-30.05,-5.04,3.57,-100.00,38.09,8.90,-1.22,3.22,7.12,1.13,2.12,0.72,-11.11,0.21,7.53,-8.98,24.48,4.48,-0.36,9.12,-4.69,5.40,-2.25,3.29,-5.02,-3.00,-3.34,-0.26,-9.28,-0.16,-1.29
BalanceCurrentAssets,248988000,294795000,330184000,384171000,431841000,442968000,467834000,481508000,556015000,575907000,,493709000,433936000,478111000,499149000,501622000,469971000,640307000,1124908000,1206276000,1070400000,1273798000,1172656000,1058173000,1085197000,1204625000,1164163000,1161885000,1220400000,1396842000,4435300000,3899800000,3982600000,3957200000,4274500000,3747000000,4228900000,3866000000,3203300000,3445500000,3770400000,3911100000,3862900000,3676600000,3931500000,4363800000,4827200000
BalanceCurrentAssets_yy,,,,,73.44,50.26,41.69,25.34,28.75,30.01,-100.00,2.53,-21.96,-16.98,,1.60,8.30,33.92,125.37,140.48,127.76,98.94,4.24,-12.28,1.38,-5.43,-0.72,9.80,12.46,15.96,280.99,235.64,226.34,183.30,-3.63,-3.92,6.18,-2.30,-25.06,-8.05,-10.84,1.17,20.59,6.71,4.27,11.57,24.96
BalanceCurrentAssets_sy,,,,,73.44,50.26,93.08,14.31,25.37,3.20,-1.16,-2.48,-0.99,4.30,,-54.28,3.08,11.18,6.26,85.38,0.35,-3.49,-8.70,-12.28,-14.98,-8.77,-11.37,8.66,2.90,9.46,2.23,10.39,22.36,6.08,13.49,2.85,8.39,3.04,-5.41,-2.34,3.96,9.25,16.92,10.97,4.27,0.88,12.54
BalanceCurrentAssets_qq,,18.40,12.00,16.35,12.41,2.58,5.61,2.92,15.47,3.58,-100.00,,-12.11,10.18,4.40,0.50,-6.31,36.24,75.68,7.23,-11.26,19.00,-7.94,-9.76,2.55,11.01,-3.36,-0.20,5.04,14.46,217.52,-12.07,2.12,-0.64,8.02,-12.34,12.86,-8.58,-17.14,7.56,9.43,3.73,-1.23,-4.82,6.93,11.00,10.62
BalanceCurrentAssets_sq,,5.47,12.00,-100.00,9.07,2.92,-4.39,-100.00,15.74,-5.02,-3.13,,4.94,-3.94,-0.69,-100.00,14.32,0.39,-6.82,-100.00,3.30,-5.00,-2.55,-5.73,2.03,1.92,-2.62,0.68,2.06,5.32,3.74,-4.34,9.10,-1.12,7.17,-4.33,6.26,-6.40,-0.99,-1.56,9.61,1.63,-1.23,-3.89,6.55,2.50,1.66
BalanceInventory,58009000,61146000,98281000,122232000,130009000,153647000,147115000,122035000,94999000,161703000,,155848000,122091000,133810000,142012000,167255000,173154000,155959000,332532000,362612000,315556000,361490000,352779000,348515000,303626000,306100000,328188000,364231000,328100000,392008000,542900000,489200000,301400000,416000000,432100000,519700000,281000000,260200000,270000000,281000000,278700000,237200000,279000000,295600000,283700000,305300000,362100000
BalanceInventory_yy,,,,,124.12,151.28,49.69,-0.16,-26.93,5.24,-100.00,27.71,28.52,-17.25,,7.32,41.82,16.55,134.16,116.80,82.24,131.79,6.09,-3.89,-3.78,-15.32,-6.97,4.51,8.06,28.07,65.42,34.31,-8.14,6.12,-20.41,6.23,-6.77,-37.45,-37.51,-45.93,-0.82,-8.84,3.33,5.20,1.79,28.71,29.78
BalanceInventory_sy,,,,,59.79,146.96,42.78,-0.16,36.54,27.42,14.24,27.71,3.04,-16.31,,-6.99,-5.92,13.37,-7.81,84.86,22.64,0.30,2.86,-12.18,-4.92,-5.22,-9.50,9.51,11.50,20.88,22.67,7.30,5.76,15.80,-6.28,14.32,-6.77,-26.93,10.95,-1.85,-4.45,3.96,-3.56,-9.48,1.79,1.87,11.92
BalanceInventory_qq,,5.41,60.73,24.37,6.36,18.18,-4.25,-17.05,-22.15,70.22,-100.00,,-21.66,9.60,6.13,17.78,3.53,-9.93,113.22,9.05,-12.98,14.56,-2.41,-1.21,-12.88,0.81,7.22,10.98,-9.92,19.48,38.49,-9.89,-38.39,38.02,3.87,20.27,-45.93,-7.40,3.77,4.07,-0.82,-14.89,17.62,5.95,-4.03,7.61,18.60
BalanceInventory_sq,,5.41,18.27,-100.00,2.55,22.04,1.38,-100.00,-17.75,7.56,-0.90,,-21.66,-15.00,-3.25,-100.00,14.20,2.98,4.88,-100.00,-3.62,-0.16,0.34,1.92,-13.38,1.99,7.46,2.38,-3.59,3.04,15.01,-7.66,-3.96,5.22,-3.08,6.27,-21.13,0.68,4.91,2.27,-11.00,-1.86,0.66,-1.16,6.84,1.26,-1.65
BalanceCurrentReceivables,43299000,35571000,27176000,33703000,82135000,109010000,121511000,107978000,128925000,146373000,,126746000,153165000,194009000,247243000,238219000,191840000,205129000,367567000,322848000,330628000,353382000,382628000,377270000,382153000,404965000,412854000,402698000,374600000,398954000,1402400000,1395900000,1479400000,1628400000,1990100000,1700100000,1619800000,1505800000,1542500000,1572700000,1717100000,1638800000,1744000000,1783800000,1984500000,2046500000,2230000000
BalanceCurrentReceivables_yy,,,,,89.69,206.46,347.13,220.38,56.97,34.27,-100.00,17.38,18.80,32.54,,87.95,25.25,5.73,48.67,35.53,72.35,72.27,4.10,16.86,15.58,14.60,7.90,6.74,-1.98,-1.48,239.68,246.64,294.93,308.17,41.91,21.79,9.49,-7.53,-22.49,-7.49,6.01,8.83,13.06,13.42,15.57,24.88,27.87
BalanceCurrentReceivables_sy,,,,,35.34,17.46,43.60,15.16,58.00,29.90,21.52,-10.05,18.80,13.88,,2.71,8.48,5.73,1.52,4.67,34.28,15.52,6.86,16.86,10.33,4.14,-5.98,6.74,12.33,12.45,18.32,11.43,15.48,15.01,23.38,8.95,9.49,1.04,-7.27,-4.07,6.01,6.67,10.36,8.56,15.57,0.24,-0.08
BalanceCurrentReceivables_qq,,-17.85,-23.60,24.02,143.70,32.72,11.47,-11.14,19.40,13.53,-100.00,,20.84,26.67,27.44,-3.65,-19.47,6.93,79.19,-12.17,2.41,6.88,8.28,-1.40,1.29,5.97,1.95,-2.46,-6.98,6.50,251.52,-0.46,5.98,10.07,22.21,-14.57,-4.72,-7.04,2.44,1.96,9.18,-4.56,6.42,2.28,11.25,3.12,8.97
BalanceCurrentReceivables_sq,,9.69,4.57,-100.00,39.02,4.27,4.00,-100.00,19.40,1.60,-3.02,,-0.30,-2.94,3.31,-100.00,6.97,-3.63,3.58,-100.00,4.52,-11.40,1.97,-5.32,4.87,-3.14,-3.44,1.52,5.56,3.57,2.33,-8.62,17.06,2.03,4.97,-10.19,-0.51,1.83,-1.47,-2.22,8.44,-0.73,-0.16,-1.68,9.84,-4.02,8.07
BalanceCurrentInvestments,61000,,,,,0,,,,,,,,,,,0,,,,14854000,,,,,,,,,,270000000,30000000,22200000,69000000,70400000,3800000,10500000,12600000,3600000,4800000,6700000,4900000,5300000,6400000,5100000,2700000,1600000
BalanceCurrentInvestments_yy,,,,,-100.00,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,-73.93,-87.33,-52.70,-81.74,-94.89,26.32,-36.19,-61.11,47.22,33.33,-23.88,-44.90,-69.81
BalanceCurrentInvestments_sy,,,,,2375.88,,,,,,,,,,,,,,,,,,,,-40.17,,,,,,,,,,-26.57,20.84,39.85,22.76,2.86,24.32,-36.19,-61.11,-53.77,-11.90,-17.41,-41.20,-28.07
BalanceCurrentInvestments_qq,,-100.00,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,-88.89,-26.00,210.81,2.03,-94.60,176.32,20.00,-71.43,33.33,39.58,-26.87,8.16,20.75,-20.31,-47.06,-40.74
BalanceCurrentInvestments_sq,,-12.54,,,,,,,,,,,,,,,,,,,,-2.24,,,,,,,,,,-9.26,-7.84,0.97,1.72,-8.03,33.83,11.12,1.23,0.17,3.66,4.70,-27.22,14.27,-4.80,,-24.82
BalanceCash,109833000,150430000,156246000,180421000,150726000,116723000,137291000,187665000,246422000,132794000,,156719000,99390000,86858000,47571000,34038000,27615000,156414000,298614000,364116000,277534000,422627000,309519000,225111000,270354000,324338000,265803000,215396000,342200000,428190000,1906900000,1643200000,1747900000,1491600000,1396600000,1072000000,1523700000,1570000000,955400000,1110200000,1336700000,1577300000,1362600000,1088400000,1172000000,797500000,887800000
BalanceCash_yy,,,,,37.23,-22.41,-12.13,4.02,63.49,13.77,-100.00,-16.49,-59.67,-34.59,,-78.28,-72.22,80.08,527.72,969.73,905.01,170.20,3.65,-38.18,-2.59,-23.26,-14.12,-4.32,26.57,32.02,617.41,662.87,410.78,248.35,-26.76,-34.76,-12.83,5.26,-31.59,3.56,-12.27,0.46,42.62,-1.96,-12.32,-49.44,-34.85
BalanceCash_sy,,,,,142.50,57.22,74.83,-1.33,5.09,13.77,-47.35,-53.33,-35.20,-34.59,,-78.28,-7.98,17.59,-42.16,491.89,-8.03,-17.97,-19.97,-38.18,-37.94,49.00,-2.91,-6.67,72.83,-7.07,-14.42,-11.16,8.65,21.81,67.24,-33.94,-12.63,-4.77,-27.10,-28.97,-31.84,22.93,30.23,22.74,2.86,-5.29,16.92
BalanceCash_qq,,36.96,3.87,15.47,-16.46,-22.56,17.62,36.69,31.31,-46.11,-100.00,,-36.58,-12.61,-45.23,-28.45,-18.87,466.41,90.91,21.94,-23.78,52.28,-26.76,-27.27,20.10,19.97,-18.05,-18.96,58.87,25.13,345.34,-13.83,6.37,-14.66,-6.37,-23.24,42.14,3.04,-39.15,16.20,20.40,18.00,-13.61,-20.12,7.68,-31.95,11.32
BalanceCash_sq,,20.90,-4.60,-100.00,-16.46,-21.63,2.68,-100.00,24.82,-32.27,-11.41,,-36.58,-62.44,16.50,-100.00,29.44,-28.15,-23.39,-100.00,-23.78,-25.40,-20.90,-27.27,27.80,6.78,-16.70,-14.34,26.80,-34.19,-8.06,28.14,5.31,-14.66,0.11,-17.85,17.80,-15.44,-14.50,-18.25,21.80,14.46,-13.61,5.15,3.47,5.75,-7.46
BalanceOtherCurrentAssets,37786000,47648000,48481000,47815000,68971000,63588000,61917000,63830000,85669000,135037000,,54396000,59290000,63434000,62323000,62110000,77362000,122805000,126195000,156700000,131828000,136299000,127730000,107277000,129064000,169222000,157318000,179560000,175500000,177690000,313100000,341500000,431700000,352200000,385300000,451400000,793900000,517400000,431800000,476800000,431200000,452900000,472000000,502400000,486200000,1211800000,1345700000
BalanceOtherCurrentAssets_yy,,,,,82.53,33.45,27.71,33.49,24.21,112.36,-100.00,-14.78,-30.79,-53.02,,14.18,30.48,93.59,102.49,152.29,70.40,10.99,1.22,-31.54,-2.10,24.15,23.16,67.38,35.98,5.00,99.02,90.19,145.98,98.21,23.06,32.18,83.90,46.91,12.07,5.63,-45.69,-12.47,9.31,5.37,12.76,167.56,185.11
BalanceOtherCurrentAssets_sy,,,,,181.39,473.32,63.56,82.86,24.21,3.39,-26.29,-57.39,-29.24,-7.38,,14.18,-41.88,-33.72,68.37,152.29,-33.12,13.82,0.71,11.46,7.24,-14.01,1.48,7.04,-4.35,10.29,-0.63,-30.92,-15.45,-10.98,-1.99,-11.14,42.36,40.82,67.12,44.10,-10.83,-10.53,12.44,6.35,-3.42,3.18,28.34
BalanceOtherCurrentAssets_qq,,26.10,1.75,-1.37,44.25,-7.80,-2.63,3.09,34.21,57.63,-100.00,,9.00,6.99,-1.75,-0.34,24.56,58.74,2.76,24.17,-15.87,3.39,-6.29,-16.01,20.31,31.11,-7.03,14.14,-2.26,1.25,76.21,9.07,26.41,-18.42,9.40,17.16,75.88,-34.83,-16.54,10.42,-9.56,5.03,4.22,6.44,-3.22,149.24,11.05
BalanceOtherCurrentAssets_sq,,76.96,9.19,-100.00,81.42,25.25,-2.63,-100.00,17.22,57.63,-13.28,,9.00,30.01,-40.27,-100.00,24.56,56.31,-20.68,-100.00,58.26,12.92,-10.11,0.46,-36.56,24.44,-9.71,0.63,-29.26,8.11,-12.31,-9.36,14.76,11.24,-9.58,6.48,80.02,9.54,-9.97,2.38,2.75,5.03,-2.61,10.00,-7.74,28.86,6.00
BalanceAssetsForSale,1361000,1375000,1765000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,1.03,28.36,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,1.03,28.36,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,353358000,394004000,434251000,501170000,595203000,602100000,630440000,650498000,757131000,785004000,,735722000,774846000,856760000,945675000,984872000,1015195000,1226854000,5248075000,5363869000,5348548000,5502754000,5597801000,5514874000,5561345000,5629474000,5592707000,5597981000,5676200000,5851194000,27827100000,27481200000,27338700000,27088900000,27141800000,26143500000,26490100000,28355500000,27581100000,27493100000,27729300000,27553200000,27317500000,26892600000,27756000000,27894400000,29751600000
BalanceTotalAssets_yy,,,,,68.44,52.82,45.18,29.80,27.21,30.38,-100.00,13.10,2.34,9.14,,33.86,31.02,43.20,454.96,444.63,426.85,348.53,6.66,2.82,3.98,2.30,-0.09,1.51,2.07,3.94,397.56,390.91,381.64,362.96,-2.46,-4.87,-3.10,4.68,1.62,5.16,4.68,-2.83,-0.96,-2.18,0.10,1.24,8.91
BalanceTotalAssets_sy,,,,,90.30,64.28,122.48,9.01,21.49,17.13,8.76,4.06,2.34,-1.36,,-45.69,14.50,16.43,16.79,184.13,12.65,17.22,6.30,19.74,4.15,-1.48,-3.31,-3.37,3.48,7.68,15.54,13.84,4.66,2.55,1.86,1.08,5.53,6.54,1.94,-0.24,2.70,4.62,-0.96,-0.41,-7.66,-4.28,2.62
BalanceTotalAssets_qq,,11.50,10.21,15.41,18.76,1.16,4.71,3.18,16.39,3.68,-100.00,,5.32,10.57,10.38,4.14,3.08,20.85,327.77,2.21,-0.29,2.88,1.73,-1.48,0.84,1.23,-0.65,0.09,1.40,3.08,375.58,-1.24,-0.52,-0.91,0.20,-3.68,1.33,7.04,-2.73,-0.32,0.86,-0.64,-0.86,-1.56,3.21,0.50,6.66
BalanceTotalAssets_sq,,7.93,10.21,-100.00,6.34,1.44,3.18,-100.00,15.54,-1.70,-1.66,,3.40,-4.94,-0.74,-100.00,9.22,4.43,0.70,-100.00,16.46,-0.92,0.71,0.02,0.84,-0.50,-0.68,0.20,2.12,-1.24,2.69,-1.40,0.56,-1.71,1.35,1.02,3.89,0.29,-0.52,0.21,3.59,-0.82,-3.17,-1.62,-0.08,0.50,2.78
BalanceCapital,-62688000,-30614000,14337000,59654000,61140000,125148000,204103000,250744000,293338000,365987000,,280969000,322413000,408547000,322596000,390989000,427938000,504336000,1870587000,1818814000,1896043000,2090767000,2192269000,2354915000,2468403000,2562168000,2647295000,2825576000,3001200000,3108347000,9091700000,9130700000,9078200000,9311900000,9557800000,10060000000,10250100000,10427600000,10667100000,10947400000,11299600000,11578300000,11664600000,11907400000,12074200000,12871000000,12899700000
BalanceCapital_yy,,,,,197.53,508.79,1323.61,320.33,379.78,192.44,-100.00,12.05,9.91,11.63,,39.16,32.73,23.45,479.85,365.18,343.06,314.56,17.20,29.48,30.19,22.55,20.76,19.99,21.58,21.32,243.43,223.14,202.49,199.58,5.13,10.18,12.91,11.98,11.61,8.82,10.24,11.04,9.35,8.77,6.86,11.16,10.59
