,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeNetGrossProfit_yy,,,,,2.07,-11.28,12.02,-30.31,-0.35,-40.57,-52.55,-187.06,29.07,476.75,114.14,201.52,6.69,90.76,-102.79,-82.37,-77.97,-79.71,4773.33,706.78,653.27,216.16,140.34,837.46,77.94,2.42,9.53,-69.97,2.81,30.53,18.89,-54.10,40.49,-11.40,5.01,208.35,-26.30,-11.81,21.11,40.67,129.33,98.37,5.74,-7.88,-23.09,-3.27,5.97,-27.25,17.86,26.71,30.04
IncomeNetGrossProfit_sy,,,,,48.89,80.68,99.57,-30.31,8.58,-7.22,12.11,-21.80,-4.54,-10.68,-21.16,-61.41,-61.10,-30.28,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34,19.62
IncomeNetGrossProfit_qq,,10.85,-11.93,-13.71,21.17,-3.65,11.19,-46.31,73.24,-42.53,-11.23,-198.51,356.83,156.81,-67.04,-53.30,169.92,359.15,-100.48,395.00,237.29,322.95,11.05,-49.07,214.92,77.52,-15.58,98.65,-40.23,2.17,-9.72,-45.54,104.65,29.72,-17.78,-78.97,526.45,-18.20,-2.54,-38.26,49.73,-2.11,33.85,-28.29,144.08,-15.33,-28.65,-37.53,103.80,6.49,-21.84,-57.11,230.17,14.49,-19.78
IncomeNetGrossProfit_sq,,36.86,10.67,-11.58,-4.21,24.81,11.19,-52.76,73.24,7.46,14.81,-54.41,89.12,0.64,29.74,-122.42,107.51,85.67,57.43,-52.51,38.25,70.34,11.05,-50.00,133.90,39.65,8.41,-28.92,11.98,14.78,-46.21,-65.04,120.07,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12,-1.97
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1935000,2145000,1889000,1630000,1975000,1903000,2116000,1136000,1968000,1131000,1004000,-989000,2540000,6523000,2150000,1004000,2710000,12443000,-60000,177000,597000,2525000,2804000,1428000,4497000,7983000,6739000,13387000,8002000,8176000,7381000,4020000,8227000,10672000,8775000,1845000,11558000,9455000,9215000,5689000,8518000,8338000,11160000,8003000,19534000,16540000,11801000,7372000,15024000,15999000,12505000,5363000,17707000,20272000,16262000
IncomeBeforeTaxProfit_yy,,,,,2.07,-11.28,12.02,-30.31,-0.35,-40.57,-52.55,-187.06,29.07,476.75,114.14,201.52,6.69,90.76,-102.79,-82.37,-77.97,-79.71,4773.33,706.78,653.27,216.16,140.34,837.46,77.94,2.42,9.53,-69.97,2.81,30.53,18.89,-54.10,40.49,-11.40,5.01,208.35,-26.30,-11.81,21.11,40.67,129.33,98.37,5.74,-7.88,-23.09,-3.27,5.97,-27.25,17.86,26.71,30.04
IncomeBeforeTaxProfit_sy,,,,,48.89,80.68,99.57,-30.31,8.58,-7.22,12.11,-21.80,-4.54,-10.68,-21.16,-61.41,-61.10,-30.28,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34,19.62
IncomeBeforeTaxProfit_qq,,10.85,-11.93,-13.71,21.17,-3.65,11.19,-46.31,73.24,-42.53,-11.23,-198.51,356.83,156.81,-67.04,-53.30,169.92,359.15,-100.48,395.00,237.29,322.95,11.05,-49.07,214.92,77.52,-15.58,98.65,-40.23,2.17,-9.72,-45.54,104.65,29.72,-17.78,-78.97,526.45,-18.20,-2.54,-38.26,49.73,-2.11,33.85,-28.29,144.08,-15.33,-28.65,-37.53,103.80,6.49,-21.84,-57.11,230.17,14.49,-19.78
IncomeBeforeTaxProfit_sq,,36.86,10.67,-11.58,-4.21,24.81,11.19,-52.76,73.24,7.46,14.81,-54.41,89.12,0.64,29.74,-122.42,107.51,85.67,57.43,-52.51,38.25,70.34,11.05,-50.00,133.90,39.65,8.41,-28.92,11.98,14.78,-46.21,-65.04,120.07,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12,-1.97
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,1404000,1509000,1809000,1205000,1511000,1481000,1660000,987000,1446000,889000,756000,-940000,2133000,6257000,1870000,355000,2558000,9738000,-262000,540000,107000,1994000,2183000,1231000,3759000,6246000,5657000,12330000,6443000,6936000,6072000,3432000,6925000,9299000,7394000,1960000,9323000,8193000,7557000,4784000,6987000,6482000,9870000,8601000,17023000,12766000,9534000,5684000,12015000,13744000,9675000,5644000,14388000,17165000,12853000
IncomeNetProfit_yy,,,,,7.62,-1.86,-8.24,-18.09,-4.30,-39.97,-54.46,-195.24,47.51,603.82,147.35,137.77,19.92,55.63,-114.01,52.11,-95.82,-79.52,933.21,127.96,3413.08,213.24,159.14,901.62,71.40,11.05,7.34,-72.17,7.48,34.07,21.77,-42.89,34.63,-11.89,2.20,144.08,-25.06,-20.88,30.61,79.79,143.64,96.95,-3.40,-33.91,-29.42,7.66,1.48,-0.70,19.75,24.89,32.85
IncomeNetProfit_sy,,,,,28.05,109.35,97.13,-18.09,2.84,-4.92,-1.66,-35.71,-10.37,-29.62,-17.52,-78.42,-77.10,-20.68,-5.52,52.11,-45.80,34.06,81.41,22.17,180.36,91.71,77.42,170.78,7.01,7.10,-31.56,-71.98,-57.92,-37.30,24.34,79.20,68.93,-16.53,11.49,27.62,-4.46,25.66,36.00,58.69,52.86,55.16,-0.02,-11.32,15.00,-20.58,3.94,-8.64,38.55,24.66,20.34
IncomeNetProfit_qq,,7.48,19.88,-33.39,25.39,-1.99,12.09,-40.54,46.50,-38.52,-14.96,-224.34,326.91,193.34,-70.11,-81.02,620.56,280.69,-102.69,306.11,-80.19,1763.55,9.48,-43.61,205.36,66.16,-9.43,117.96,-47.75,7.65,-12.46,-43.48,101.78,34.28,-20.49,-73.49,375.66,-12.12,-7.76,-36.69,46.05,-7.23,52.27,-12.86,97.92,-25.01,-25.32,-40.38,111.38,14.39,-29.61,-41.66,154.93,19.30,-25.12
IncomeNetProfit_sq,,41.91,19.88,-33.39,25.39,25.88,17.94,-59.08,66.44,0.31,3.58,-65.39,59.81,-21.12,9.54,-98.60,100.47,78.66,58.19,-47.74,0.85,94.47,12.65,-43.63,151.17,45.09,6.42,4.44,-12.82,4.33,-46.65,-58.26,95.15,30.70,9.95,-19.78,34.06,-16.34,28.48,-17.19,12.18,47.02,14.59,-22.69,33.20,27.42,-25.18,-40.14,71.60,10.55,7.99,-67.68,122.39,3.80,-4.57
IncomeShareholderNetProfit,1404000,1509000,1809000,1205000,1511000,1481000,1660000,987000,1446000,889000,756000,-940000,2169000,6243000,1687000,443000,2356000,9794000,-138000,436000,97000,1864000,2021000,1181000,3532000,6465000,5665000,10708000,6416000,6891000,5991000,3365000,6873000,9272000,7362000,1921000,9294000,8170000,7460000,4700000,7322000,6873000,9849000,7827000,16895000,13157000,9746000,5093000,11715000,13719000,9341000,6849000,13929000,16749000,12197000
IncomeShareholderNetProfit_yy,,,,,7.62,-1.86,-8.24,-18.09,-4.30,-39.97,-54.46,-195.24,50.00,602.25,123.15,147.13,8.62,56.88,-108.18,-1.58,-95.88,-80.97,1564.49,170.87,3541.24,246.83,180.31,806.69,81.65,6.59,5.75,-68.57,7.12,34.55,22.88,-42.91,35.22,-11.89,1.33,144.66,-21.22,-15.88,32.02,66.53,130.74,91.43,-1.05,-34.93,-30.66,4.27,-4.16,34.48,18.90,22.09,30.57
IncomeShareholderNetProfit_sy,,,,,28.05,73.74,44.06,-18.09,22.23,13.82,-1.26,-3.79,-10.37,-15.38,-22.04,-78.24,-77.10,-42.77,-0.05,38.41,-45.50,12.63,111.75,23.10,199.69,91.71,77.42,169.38,13.23,4.87,-28.08,-68.52,-65.88,-41.99,24.34,44.34,68.93,-8.82,11.49,27.62,-7.36,25.66,36.70,62.99,55.13,50.95,0.23,-5.70,7.27,-21.16,2.00,-7.15,39.28,24.65,19.11
IncomeShareholderNetProfit_qq,,7.48,19.88,-33.39,25.39,-1.99,12.09,-40.54,46.50,-38.52,-14.96,-224.34,330.74,187.83,-72.98,-73.74,431.83,315.70,-101.41,415.94,-77.75,1821.65,8.42,-41.56,199.07,83.04,-12.37,89.02,-40.08,7.40,-13.06,-43.83,104.25,34.90,-20.60,-73.91,383.81,-12.09,-8.69,-37.00,55.79,-6.13,43.30,-20.53,115.86,-22.12,-25.93,-47.74,130.02,17.11,-31.91,-26.68,103.37,20.25,-27.18
IncomeShareholderNetProfit_sq,,41.91,19.88,-33.39,25.39,25.35,17.94,-59.08,114.56,0.26,3.74,-61.48,58.49,-0.68,9.32,-103.26,98.47,112.98,57.12,-47.74,5.85,150.36,8.42,-41.56,136.38,44.70,6.49,-6.52,-4.11,4.48,-46.65,-58.26,95.15,31.01,9.95,-29.50,34.06,-16.32,28.48,-16.59,12.18,49.60,16.69,-21.98,29.06,26.72,-26.25,-42.42,71.59,9.82,4.07,-67.68,114.93,-1.92,-5.56
BalanceNoncurrentAssets,18895000,18592000,19317000,21056000,21806000,22783000,24119000,33096000,,,,50367000,79822000,85343000,85855000,86729000,86062000,106402000,107800000,107611000,106636000,106375000,105824000,107230000,106201000,105618000,105796000,124474000,123867000,123834000,124555000,126469000,125799000,125849000,129496000,133725000,135234000,135735000,137283000,155492000,160414000,166139000,216962000,373005000,357613000,370437000,376419000,388604000,398384000,412335000,418039000,420958000,419858000,429229000,433507000
BalanceNoncurrentAssets_yy,,,,,15.41,22.54,24.86,57.18,-100.00,-100.00,-100.00,52.18,,,,72.19,7.82,24.68,25.56,24.08,23.91,-0.03,-1.83,-0.35,-0.41,-0.71,-0.03,16.08,16.63,17.25,17.73,1.60,1.56,1.63,3.97,5.74,7.50,7.86,6.01,16.28,18.62,22.40,58.04,139.89,122.93,122.97,73.50,4.18,11.40,11.31,11.06,8.33,5.39,4.10,3.70
BalanceNoncurrentAssets_sy,,,,,27.07,22.54,1.95,12.41,8.89,19.39,22.07,39.20,,,,22.10,9.25,16.42,-2.10,0.36,-2.46,-1.15,-3.65,0.02,1.86,-0.71,-0.03,5.32,5.58,5.45,2.76,1.54,1.56,1.63,3.36,7.53,7.50,13.53,8.51,4.11,4.42,5.66,3.76,4.04,3.22,2.82,1.54,2.95,1.44,1.28,0.86,0.66,3.53,4.14,-6.54
BalanceNoncurrentAssets_qq,,-1.60,3.90,9.00,3.56,4.48,5.86,37.22,-100.00,,,,58.48,6.92,0.60,1.02,-0.77,23.63,1.31,-0.18,-0.91,-0.24,-0.52,1.33,-0.96,-0.55,0.17,17.65,-0.49,-0.03,0.58,1.54,-0.53,0.04,2.90,3.27,1.13,0.37,1.14,13.26,3.17,3.57,30.59,71.92,-4.13,3.59,1.61,3.24,2.52,3.50,1.38,0.70,-0.26,2.23,1.00
BalanceNoncurrentAssets_sq,,0.35,-0.96,2.64,3.56,1.88,-1.01,5.07,1.65,,,,2.75,1.91,-52.80,3.22,0.26,-0.64,-100.00,-0.10,-0.91,-0.24,-100.00,1.85,-0.79,-1.02,-100.00,2.97,-0.50,0.14,-0.43,1.40,0.96,0.95,0.63,1.92,-0.70,0.92,0.37,1.18,-0.16,0.20,0.64,2.28,-1.22,0.87,-0.24,2.20,-1.08,-0.42,-0.61,0.78,0.28,1.06,1.67
BalanceIntangibleAssets,1306000,1203000,1394000,1279000,1154000,1048000,974000,848000,,,,1014000,2008000,928000,858000,789000,767000,871000,834000,1061000,1094000,1059000,1028000,2870000,2888000,2834000,2978000,3768000,3917000,4286000,5412000,9607000,9732000,12016000,6526000,12247000,12735000,13359000,13894000,20934000,21880000,22894000,34791000,75030000,108527000,72928000,72874000,78714000,78949000,77879000,78160000,78481000,78461000,78347000,78241000
BalanceIntangibleAssets_yy,,,,,-11.64,-12.88,-30.13,-33.70,-100.00,-100.00,-100.00,19.58,,,,-22.19,-61.80,-6.14,-2.80,34.47,42.63,21.58,23.26,170.50,163.99,167.61,189.69,31.29,35.63,51.24,81.73,154.96,148.46,180.35,20.58,27.48,30.86,11.18,112.90,70.93,71.81,71.38,150.40,258.41,396.01,218.55,109.46,4.91,-27.25,6.79,7.25,-0.30,-0.62,0.60,0.10
BalanceIntangibleAssets_sy,,,,,-11.64,-6.07,-41.25,5.79,8.12,21.22,22.50,17.87,,,,7.98,25.73,6.72,-8.46,-2.32,-7.99,-4.46,-4.16,-2.22,4.24,-3.16,-3.40,-2.48,-4.97,0.86,-8.79,-0.88,-1.62,-0.09,0.23,-2.33,-1.67,-0.60,-0.90,-1.34,-1.84,0.40,0.66,-2.73,-3.86,-1.45,2.51,-0.94,-3.72,-3.64,-5.36,-5.62,-6.20,-7.91,-15.18
BalanceIntangibleAssets_qq,,-7.89,15.88,-8.25,-9.77,-9.19,-7.06,-12.94,-100.00,,,,98.03,-53.78,-7.54,-8.04,-2.79,13.56,-4.25,27.22,3.11,-3.20,-2.93,179.18,0.63,-1.87,5.08,26.53,3.95,9.42,26.27,77.51,1.30,23.47,-45.69,87.66,3.98,4.90,4.00,50.67,4.52,4.63,51.97,115.66,44.64,-32.80,-0.07,8.01,0.30,-1.36,0.36,0.41,-0.03,-0.15,-0.14
BalanceIntangibleAssets_sq,,-7.89,-9.12,-13.30,-9.62,-1.42,-13.71,6.90,-6.02,,,,-1.49,-3.94,-100.00,3.05,-1.16,-1.96,-100.00,-0.74,-1.92,-1.81,-100.00,-2.58,0.63,-1.87,-100.00,-3.20,-0.47,-1.04,-2.08,-0.19,-0.62,-1.32,-1.46,-0.19,-0.64,-1.01,-0.86,-0.50,-1.04,-0.66,-1.00,-0.70,-0.54,-0.78,-0.62,-3.30,-1.62,-1.54,-1.38,-1.75,-1.06,-2.22,-1.96
BalanceProperty,17491000,17295000,17834000,19692000,20572000,21659000,23074000,32163000,,,,49278000,76276000,84027000,84579000,85500000,84814000,105024000,106476000,106056000,105046000,104819000,104295000,103871000,102814000,102279000,102286000,120135000,119206000,118810000,118426000,116148000,115347000,113116000,122252000,119104000,120048000,120021000,121018000,133798000,137130000,142909000,180811000,295798000,246911000,293450000,298448000,304519000,314052000,328834000,334575000,336498000,336506000,345698000,347338000
BalanceProperty_yy,,,,,17.61,25.23,29.38,63.33,-100.00,-100.00,-100.00,53.21,,,,73.51,11.19,24.99,25.89,24.04,23.85,-0.20,-2.05,-2.06,-2.12,-2.42,-1.93,15.66,15.94,16.16,15.78,-3.32,-3.24,-4.79,3.23,2.55,4.08,6.10,-1.01,12.34,14.23,19.07,49.41,121.08,80.06,105.34,65.06,2.95,27.19,12.06,12.10,10.50,7.15,5.13,3.81
BalanceProperty_sy,,,,,17.61,25.23,1.58,9.17,3.11,13.30,11.98,29.87,,,,21.69,13.76,16.45,-5.18,0.89,-1.34,-0.32,,-1.03,1.12,,-1.93,5.79,5.65,6.44,-2.55,-0.72,1.19,0.73,2.40,3.92,4.08,7.40,5.75,0.64,0.76,-1.55,-1.51,4.78,3.84,2.36,2.34,1.57,-0.70,0.92,1.04,0.73,3.18,5.26,6.16
BalanceProperty_qq,,-1.12,3.12,10.42,4.47,5.28,6.53,39.39,-100.00,,,,54.79,10.16,0.66,1.09,-0.80,23.83,1.38,-0.39,-0.95,-0.22,-0.50,-0.41,-1.02,-0.52,0.01,17.45,-0.77,-0.33,-0.32,-1.92,-0.69,-1.93,8.08,-2.58,0.79,-0.02,0.83,10.56,2.49,4.21,26.52,63.60,-16.53,18.85,1.70,2.03,3.13,4.71,1.75,0.57,,2.73,0.47
BalanceProperty_sq,,3.44,3.12,7.85,3.11,0.14,-0.77,1.81,1.27,,,,1.80,1.94,-51.54,4.03,-0.30,-0.74,-100.00,0.08,-1.34,,-100.00,2.60,-0.91,-0.66,-100.00,1.59,-0.60,-0.04,-0.42,-0.06,1.11,0.46,-0.11,1.41,-0.88,-0.12,-0.08,-0.20,-0.81,-0.04,0.06,4.48,-0.58,1.16,-0.96,1.68,-0.92,0.14,0.04,0.60,,1.48,-0.08
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1654000,1720000,1748000,1755000,139000,158000,216000,1103000,197000,166000,169000,169000,328000,328000,1072000,254000,1215000,387000,83000,2997000
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.60,-90.81,-87.64,-37.15,41.73,5.06,-21.76,-84.68,66.50,97.59,534.32,50.30,270.43,17.99,-92.26,1079.92
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.63,-20.36,-23.91,14.92,5.58,17.32,,-30.21,-47.43,-36.70,,5.17,14.16,,613.42
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,1.63,0.40,-92.08,13.67,36.71,410.65,-82.14,-15.74,1.81,,94.08,,226.83,-76.31,378.35,-68.15,-78.55,3510.84
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.98,,7.05,,0.23,-5.98,,,,,,5.29,,-0.51,,1749.36
BalanceNoncurrInvestments,56000,56000,56000,56000,56000,56000,56000,75000,,,,75000,309000,388000,418000,440000,481000,507000,490000,494000,496000,497000,501000,489000,499000,505000,532000,571000,744000,738000,717000,714000,720000,717000,718000,720000,731000,607000,616000,584000,584000,115000,152000,105000,105000,878000,1193000,105000,105000,107000,111000,105000,105000,102000,119000
BalanceNoncurrInvestments_yy,,,,,,,,33.93,-100.00,-100.00,-100.00,,,,,486.67,55.66,30.67,17.22,12.27,3.12,-1.97,2.24,-1.01,0.60,1.61,6.19,16.77,49.10,46.14,34.77,25.04,-3.23,-2.85,0.14,0.84,1.53,-15.34,-14.21,-18.89,-20.11,-81.05,-75.32,-82.02,-82.02,663.48,684.87,,,-87.81,-90.70,,,-4.67,7.21
BalanceNoncurrInvestments_sy,,,,,,,,71.26,7.64,-1.52,-17.84,,,,,17.99,55.66,6.78,15.78,-4.18,-7.46,-1.97,-13.21,2.60,2.22,6.68,5.84,0.88,4.98,-1.81,43.38,9.20,2.81,-2.85,-2.36,,-1.57,-16.58,-14.21,,-3.99,-7.07,-11.67,2.44,3.63,19.47,22.63,,,,-2.30,,,-2.78,7.21
BalanceNoncurrInvestments_qq,,,,,,,,33.93,-100.00,,,,312.00,25.57,7.73,5.26,9.32,5.41,-3.35,0.82,0.40,0.20,0.80,-2.40,2.04,1.20,5.35,7.33,30.30,-0.81,-2.85,-0.42,0.84,-0.42,0.14,0.28,1.53,-16.96,1.48,-5.19,,-80.31,32.17,-30.92,,736.19,35.88,-91.20,,1.90,3.74,-5.41,,-2.86,16.67
BalanceNoncurrInvestments_sq,,,,,,,,33.93,-0.15,,,,,,-100.00,-11.46,0.04,-1.67,-100.00,-0.76,,,-100.00,1.29,2.22,-0.02,-100.00,4.78,,-0.95,,-0.33,,1.46,-1.96,0.10,,-0.96,3.72,-8.66,,-0.23,,-3.88,,,,-3.36,,1.04,-0.86,-0.16,,-1.76,5.06
BalanceOtherNoncurrentAssets,42000,38000,33000,29000,24000,20000,15000,10000,,,,,1229000,,,,,,,,,,,,,,,,,,,,,,,,,,,37000,662000,5000,105000,1875000,1904000,3012000,3735000,4938000,4950000,4443000,4939000,4659000,4399000,4999000,4812000
BalanceOtherNoncurrentAssets_yy,,,,,-42.86,-47.37,-54.55,-65.52,-100.00,-100.00,-100.00,-100.00,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,4967.57,187.61,60140.00,3457.14,163.36,159.98,47.51,32.24,-5.65,-11.13,12.51,-2.57
BalanceOtherNoncurrentAssets_sy,,,,,18.72,-20.31,-35.33,2.38,30.54,29.38,-18.94,-12.06,,,,,-1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,12.86,23.44,0.55,35.83,32.59,23.20,19.86,3.54,-6.94,-0.17,-21.30
BalanceOtherNoncurrentAssets_qq,,-9.52,-13.16,-12.12,-17.24,-16.67,-25.00,-33.33,-100.00,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.19,-99.24,2000.00,1685.71,1.55,58.19,24.00,32.21,0.24,-10.24,11.16,-5.67,-5.58,13.64,-3.74
BalanceOtherNoncurrentAssets_sq,,0.92,-3.34,7.57,-19.14,4.56,-25.00,-3.64,-4.85,,,,,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,-2.37,0.66,1.13,,1.14,0.73,12.59,-1.25,-0.71,-1.27,1.19,,3.69,-1.60
BalanceCurrentAssets,35329000,35645000,34902000,31094000,34484000,33360000,31416000,27492000,,,,31304000,63070000,79178000,77258000,76140000,71624000,67639000,66837000,56091000,67648000,61179000,65273000,64507000,75323000,78232000,79649000,89548000,105466000,104892000,108943000,98615000,110969000,109599000,111794000,103808000,108792000,118929000,121250000,142357000,145990000,135123000,149061000,206916000,209120000,245520000,243384000,233195000,264247000,271129000,273908000,272438000,290295000,297994000,284001000
BalanceCurrentAssets_yy,,,,,-2.39,-6.41,-9.99,-11.58,-100.00,-100.00,-100.00,13.87,,,,143.23,13.56,-14.57,-13.49,-26.33,-5.55,-9.55,-2.34,15.00,11.35,27.87,22.02,38.82,40.02,34.08,36.78,10.13,5.22,4.49,2.62,5.27,-1.96,8.51,8.46,37.13,34.19,13.62,22.94,45.35,43.24,81.70,63.28,12.70,26.36,10.43,12.54,16.83,9.86,9.91,3.68
BalanceCurrentAssets_sy,,,,,18.63,20.00,1.87,26.74,23.91,21.84,11.88,14.12,,,,2.40,-0.06,-15.23,-15.41,-12.32,-4.85,5.05,11.12,19.62,21.25,10.72,21.56,17.20,9.55,12.31,9.12,1.18,4.72,1.29,2.65,3.45,-3.81,1.76,6.83,11.13,14.68,13.69,7.67,1.96,-3.85,-9.56,4.83,12.40,15.46,17.24,13.91,14.14,9.86,13.70,5.96
BalanceCurrentAssets_qq,,0.89,-2.08,-10.91,10.90,-3.26,-5.83,-12.49,-100.00,,,,101.48,25.54,-2.42,-1.45,-5.93,-5.56,-1.19,-16.08,20.60,-9.56,6.69,-1.17,16.77,3.86,1.81,12.43,17.78,-0.54,3.86,-9.48,12.53,-1.23,2.00,-7.14,4.80,9.32,1.95,17.41,2.55,-7.44,10.32,38.81,1.07,17.41,-0.87,-4.19,13.32,2.60,1.02,-0.54,6.55,2.65,-4.70
BalanceCurrentAssets_sq,,-0.90,-2.08,0.67,7.67,3.98,-5.83,-4.58,6.57,,,,2.80,4.03,-58.88,-3.21,-2.77,-4.37,-100.00,-2.19,4.24,8.21,-100.00,-1.17,10.04,1.62,-100.00,-3.22,5.44,2.15,-0.62,-3.78,7.22,1.11,0.80,-6.72,3.47,3.24,3.70,-3.81,6.16,3.26,-1.08,-6.78,6.31,,3.56,-1.24,10.80,1.88,0.62,-2.65,7.88,-1.14,-1.54
BalanceInventory,7020000,7849000,7468000,8065000,9287000,9287000,7730000,9119000,,,,11549000,23173000,29697000,30135000,33175000,28857000,24759000,25410000,25951000,27419000,26481000,26807000,31981000,30822000,32191000,32539000,34107000,36950000,34254000,32946000,36122000,36766000,36482000,34283000,38426000,37797000,39015000,38949000,42960000,44000000,44322000,53561000,78767000,78953000,81363000,80110000,87002000,86528000,90342000,97733000,106728000,106640000,111622000,119461000
BalanceInventory_yy,,,,,32.29,18.32,3.51,13.07,-100.00,-100.00,-100.00,26.65,,,,187.25,24.53,-16.63,-15.68,-21.78,-4.98,6.96,5.50,23.24,12.41,21.56,21.38,6.65,19.88,6.41,1.25,5.91,-0.50,6.50,4.06,6.38,2.80,6.94,13.61,11.80,16.41,13.60,37.52,83.35,79.44,83.57,49.57,10.45,9.59,11.04,22.00,22.67,23.24,23.55,22.23
BalanceInventory_sy,,,,,32.29,33.19,3.51,36.61,49.90,28.71,23.05,26.65,,,,3.05,2.81,-16.30,-15.66,-17.74,-12.42,-2.40,3.12,17.27,29.74,21.56,21.38,16.98,14.99,12.78,9.05,2.80,0.68,-4.33,-0.78,2.89,4.13,9.50,14.11,9.32,6.83,5.28,-2.90,,-6.00,-1.46,7.32,17.23,9.22,11.38,10.30,9.97,5.60,16.33,-0.23
BalanceInventory_qq,,11.81,-4.85,7.99,15.15,,-16.77,17.97,-100.00,,,,100.65,28.15,1.47,10.09,-13.02,-14.20,2.63,2.13,5.66,-3.42,1.23,19.30,-3.62,4.44,1.08,4.82,8.34,-7.30,-3.82,9.64,1.78,-0.77,-6.03,12.08,-1.64,3.22,-0.17,10.30,2.42,0.73,20.85,47.06,0.24,3.05,-1.54,8.60,-0.54,4.41,8.18,9.20,-0.08,4.67,7.02
BalanceInventory_sq,,8.36,-9.17,13.44,-2.81,,-16.77,8.85,2.67,,,,1.25,0.88,-59.31,-7.40,-2.13,-9.18,-100.00,-2.26,0.98,6.48,-100.00,10.51,9.01,1.68,-100.00,4.82,1.42,3.04,-1.58,0.10,1.78,-0.77,-1.14,2.48,0.88,1.30,0.34,1.80,0.29,-1.46,-6.14,-1.32,1.29,2.25,-1.73,6.13,-0.88,2.84,-1.61,5.03,2.16,-1.84,1.70
