,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentInvestments_qq,,,-100.00,,-26.82,-20.54,-5.71,7.07,-45.35,25.79,83.32,-59.10,13238.29,-3.10,7.44,8.34,4.70,3.05,-9.89,2.95,-5.55,-38.42,-15.75,-14.98
BalanceCurrentInvestments_sq,,,-1.96,,,-6.94,-2.99,-2.69,,-4.45,1.31,-8.28,0.34,-4.66,,0.48,,,,-0.74,1.18,0.80,-0.10,
BalanceCash,,33846000,,23859000,50196000,47713000,66162000,74667000,37148000,73761000,77720000,68855000,21044000,31067000,43464000,35135000,45689000,48478000,46255000,35350000,29737000,63393000,24052000,19444000
BalanceCash_yy,,,,,,40.97,,212.96,-25.99,54.59,17.47,-7.78,-43.35,-57.88,-44.08,-48.97,117.11,56.04,6.42,0.61,-34.91,30.77,-48.00,-45.00
BalanceCash_sy,,,,,,40.26,,22.72,36.25,31.28,57.12,36.03,28.67,13.45,-6.24,-9.07,3.46,-4.79,-0.76,-0.14,-11.52,5.80,-1.73,-14.94
BalanceCash_qq,,,-100.00,,110.39,-4.95,38.67,12.86,-50.25,98.56,5.37,-11.41,-69.44,47.63,39.90,-19.16,30.04,6.11,-4.59,-23.58,-15.88,113.18,-62.06,-19.16
BalanceCash_sq,,,-9.75,,-13.28,24.60,-13.94,-3.00,-0.86,22.85,15.80,-9.28,-12.22,9.84,-4.11,-3.84,-1.74,11.07,-1.49,-13.85,-1.81,10.86,-19.30,-15.65
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,5389000,,,,,,,,4250000,4250000,,,,,,,4500000,,,,8885000,,26734000
BalanceAssetsForSale_yy,,,,,,-100.00,,,,,,,,-100.00,-100.00,,,,,,,97.43,,
BalanceAssetsForSale_sy,,,,,,-100.00,,,,,,,,-100.00,-95.00,,,,,,,-67.93,,
BalanceAssetsForSale_qq,,,-100.00,,,,,,,,,-100.00,,,,,,,-100.00,,,,-100.00,
BalanceAssetsForSale_sq,,,-100.00,,,,,,,,,-0.04,,,,,,,,,,,-0.08,
BalanceTotalAssets,,454140000,,447226000,484326000,501181000,607744000,609488000,648976000,711690000,713437000,688383000,722848000,715707000,761655000,738344000,774425000,932109000,901102000,928568000,1306896000,1365385000,1331004000,1386900000
BalanceTotalAssets_yy,,,,,,10.36,,36.28,34.00,42.00,17.39,12.94,11.38,0.56,6.76,7.26,7.14,30.24,18.31,25.76,68.76,46.48,47.71,49.36
BalanceTotalAssets_sy,,,,,,10.51,,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,6.80,4.97,9.33,7.54,5.03,7.09,7.08,9.50,11.96
BalanceTotalAssets_qq,,,-100.00,,8.30,3.48,21.26,0.29,6.48,9.66,0.25,-3.51,5.01,-0.99,6.42,-3.06,4.89,20.36,-3.33,3.05,40.74,4.48,-2.52,4.20
BalanceTotalAssets_sq,,,-0.09,,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.78,0.67,1.04,0.55,3.07,0.48,3.35,0.82,-0.08,1.95,3.53,0.54,0.06
BalanceCapital,,173187000,,178744000,208019000,225538000,224236000,218461000,226007000,244736000,249020000,240192000,246767000,253694000,255578000,252820000,253406000,280119000,275854000,268160000,162908000,130716000,131755000,124535000
BalanceCapital_yy,,,,,,30.23,,22.22,8.65,8.51,11.05,9.95,9.19,3.66,2.63,5.26,2.69,10.42,7.93,6.07,-35.71,-53.34,-52.24,-53.56
BalanceCapital_sy,,,,,,16.39,,8.70,8.50,9.50,12.03,9.38,8.04,3.66,4.08,3.73,2.69,6.54,5.27,4.33,5.43,1.67,4.20,4.61
BalanceCapital_qq,,,-100.00,,16.38,8.42,-0.58,-2.58,3.45,8.29,1.75,-3.55,2.74,2.81,0.74,-1.08,0.23,10.54,-1.52,-2.79,-39.25,-19.76,0.79,-5.48
BalanceCapital_sq,,,2.25,,1.72,2.74,1.50,-0.17,2.71,0.37,1.78,0.07,2.46,-1.60,1.41,1.00,1.84,2.44,0.82,-2.88,1.33,0.57,1.34,-1.93
BalanceShareCapital,,2453000,,2453000,2741000,2741000,2741000,2741000,2741000,2741000,2741000,2741000,2741000,2741000,2741000,2741000,2741000,2741000,2880000,2880000,2880000,2880000,2880000,2880000
BalanceShareCapital_yy,,,,,,11.75,,11.74,,,,,,,,,,,5.06,5.06,5.06,5.06,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,-100.00,,11.74,,,,,,,,,,,,,,5.06,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,10208000,,10188000,37219000,38988000,36812000,36590000,36561000,38150000,36298000,35981000,41581000,36839000,37932000,39521000,38289000,56614000,54441000,54462000,-61229000,-130969000,-125262000,-120036000
BalanceReserve_yy,,,,,,281.93,,259.15,-1.77,-2.15,-1.40,-1.66,13.73,-3.44,4.50,9.84,-7.92,53.68,43.52,37.81,-259.91,-331.34,-330.09,-320.40
BalanceReserve_sy,,,,,,3.57,,4.07,8.70,8.70,2.20,10.27,12.22,10.93,10.58,2.51,2.67,8.31,6.10,4.81,3.78,1.29,2.16,3.31
BalanceReserve_qq,,,-100.00,,265.32,4.75,-5.58,-0.60,-0.08,4.35,-4.86,-0.87,15.57,-11.40,2.96,4.19,-3.12,47.86,-3.84,0.04,-212.42,-113.90,4.36,4.17
BalanceReserve_sq,,,,,,,,,,,,3.85,,0.01,,2.85,,0.27,,0.88,,,,3.33
BalanceNonshareCapital,,26013000,,24380000,23847000,23605000,24398000,24354000,24956000,26647000,26003000,26733000,26691000,26156000,26645000,27737000,25916000,23407000,25001000,22643000,298274000,331794000,329649000,368108000
BalanceNonshareCapital_yy,,,,,,-9.26,,-0.10,4.65,12.89,6.58,9.76,6.95,-1.84,2.47,3.76,-2.90,-10.51,-6.17,-18.37,1050.93,1317.50,1218.52,1525.72
BalanceNonshareCapital_sy,,,,,,-6.77,,19.55,4.45,27.19,8.39,19.18,8.84,10.87,10.22,0.39,-1.87,-0.06,-5.72,-15.73,5.39,6.38,4.73,4.46
BalanceNonshareCapital_qq,,,-100.00,,-2.18,-1.01,3.36,-0.18,2.47,6.77,-2.42,2.81,-0.16,-2.00,1.87,4.10,-6.56,-9.68,6.81,-9.43,1217.30,11.24,-0.65,11.67
BalanceNonshareCapital_sq,,,-2.03,,-0.98,,-0.31,0.35,1.56,2.35,-4.04,2.04,0.53,4.80,,-0.52,0.32,-9.68,0.84,-0.08,2.65,8.95,,2.44
BalanceNoncurrentLiabilities,,146135000,,149560000,146460000,79283000,116198000,132859000,151227000,258637000,253010000,252663000,259909000,255725000,207179000,205763000,223264000,272632000,283682000,278940000,453390000,367308000,329632000,340800000
BalanceNoncurrentLiabilities_yy,,,,,,-45.75,,-11.17,3.25,226.22,117.74,90.17,71.87,-1.13,-18.11,-18.56,-14.10,6.61,36.93,35.56,103.07,34.73,16.20,22.18
BalanceNoncurrentLiabilities_sy,,,,,,-1.22,,14.51,5.02,5.51,-4.96,1.45,12.97,14.81,25.16,27.05,13.61,9.81,11.40,1.65,7.06,0.42,6.62,8.91
BalanceNoncurrentLiabilities_qq,,,-100.00,,-2.07,-45.87,46.56,14.34,13.82,71.03,-2.18,-0.14,2.87,-1.61,-18.98,-0.68,8.51,22.11,4.05,-1.67,62.54,-18.99,-10.26,3.39
BalanceNoncurrentLiabilities_sq,,,-3.19,,-0.52,1.12,-0.40,-1.43,,-0.98,-0.79,2.42,-0.10,,-0.39,2.48,-1.49,-1.19,-1.11,-0.67,,-0.46,-0.67,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,113314000,,113182000,111070000,45380000,80244000,95928000,106510000,203526000,197917000,196646000,202697000,196446000,148009000,145741000,141889000,184588000,203802000,195384000,243356000,132484000,92173000,98584000
BalanceNoncurrentBorrowings_yy,,,,,,-59.95,,-15.24,-4.11,348.50,146.64,104.99,90.31,-3.48,-25.22,-25.89,-30.00,-6.04,37.70,34.06,71.51,-28.23,-54.77,-49.54
BalanceNoncurrentBorrowings_sy,,,,,,4.63,,-14.58,-9.99,-14.36,-15.13,,-14.68,-3.48,-5.38,-12.24,2.92,3.66,-9.38,-9.08,-21.92,-9.54,4.64,4.05
BalanceNoncurrentBorrowings_qq,,,-100.00,,-1.87,-59.14,76.83,19.55,11.03,91.09,-2.76,-0.64,3.08,-3.08,-24.66,-1.53,-2.64,30.09,10.41,-4.13,24.55,-45.56,-30.43,6.96
BalanceNoncurrentBorrowings_sq,,,-5.58,,-1.30,1.69,-2.80,-2.94,-1.78,-8.18,-2.30,-0.26,-1.34,-3.29,-2.58,-1.65,-2.64,-5.00,-3.84,-4.06,-1.50,-4.11,-4.20,-1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,32821000,,36379000,35390000,33903000,35954000,36932000,44717000,55112000,55093000,56016000,57211000,59279000,59170000,60021000,81375000,88044000,79880000,83556000,210034000,234824000,237460000,242216000
BalanceNoncurrentOtherLiabilities_yy,,,,,,3.30,,1.52,26.35,62.56,53.23,51.68,27.94,7.56,7.40,7.15,42.24,48.53,35.00,39.21,158.11,166.71,197.27,189.88
BalanceNoncurrentOtherLiabilities_sy,,,,,,9.44,,12.81,0.14,9.15,1.66,1.49,4.49,15.80,17.82,2.48,3.02,8.04,8.16,,10.26,0.91,0.53,2.48
BalanceNoncurrentOtherLiabilities_qq,,,-100.00,,-2.72,-4.20,6.05,2.72,21.08,23.25,-0.03,1.68,2.13,3.61,-0.18,1.44,35.58,8.20,-9.27,4.60,151.37,11.80,1.12,2.00
BalanceNoncurrentOtherLiabilities_sq,,,-2.06,,-1.36,0.27,0.10,1.26,,0.26,-0.06,3.24,-0.20,0.65,-0.02,1.12,-0.32,2.20,,-1.06,0.55,1.38,0.37,0.22
BalanceCurrentLiabilities,,104970000,,94542000,106000000,172755000,242912000,233813000,246786000,181670000,185403000,168796000,189482000,180132000,272253000,252025000,271839000,355952000,316565000,358826000,392324000,535567000,539968000,553457000
BalanceCurrentLiabilities_yy,,,,,,64.58,,147.31,132.82,5.16,-23.67,-27.81,-23.22,-0.85,46.84,49.31,43.46,97.61,16.28,42.38,44.32,50.46,70.57,54.24
BalanceCurrentLiabilities_sy,,,,,,10.73,,16.18,14.94,8.43,13.69,3.58,9.61,13.08,16.55,10.23,7.72,1.91,-1.16,6.45,4.70,14.90,21.56,24.10
BalanceCurrentLiabilities_qq,,,-100.00,,12.12,62.98,40.61,-3.75,5.55,-26.39,2.05,-8.96,12.25,-4.93,51.14,-7.43,7.86,30.94,-11.07,13.35,9.34,36.51,0.82,2.50
BalanceCurrentLiabilities_sq,,,-0.50,,-3.02,3.88,1.20,6.17,1.22,-3.05,3.61,0.14,1.38,3.82,-0.04,2.03,0.36,2.87,-1.46,7.69,0.85,6.43,-0.14,2.50
BalanceCurrentTradePayablesv,,58344000,,54166000,58413000,72189000,113502000,106113000,105620000,126066000,120377000,110214000,116708000,112616000,146833000,118856000,96843000,148476000,179938000,167675000,164078000,173794000,178260000,204304000
BalanceCurrentTradePayablesv_yy,,,,,,23.73,,95.90,80.82,74.63,6.06,3.86,10.50,-10.67,21.98,7.84,-17.02,31.84,22.55,41.07,69.43,17.05,-0.93,21.85
BalanceCurrentTradePayablesv_sy,,,,,,14.14,,18.32,16.90,12.69,4.22,1.81,13.17,11.52,18.78,22.89,17.14,18.92,11.36,5.96,8.43,11.78,5.71,14.86
BalanceCurrentTradePayablesv_qq,,,-100.00,,7.84,23.58,57.23,-6.51,-0.46,19.36,-4.51,-8.44,5.89,-3.51,30.38,-19.05,-18.52,53.32,21.19,-6.82,-2.15,5.92,2.57,14.61
BalanceCurrentTradePayablesv_sq,,,0.56,,-7.93,4.21,0.06,4.98,-0.46,3.82,1.31,-5.22,4.32,5.00,4.28,1.18,5.03,9.09,0.41,-0.28,-1.18,8.84,-3.08,5.22
BalanceCurrentBorrowings,,37808000,,27371000,31393000,91935000,119416000,111475000,121874000,39618000,46871000,43046000,56575000,54991000,112127000,119114000,164279000,173043000,115000000,171160000,210969000,333447000,335164000,325994000
BalanceCurrentBorrowings_yy,,,,,,143.16,,307.28,288.22,-56.91,-60.75,-61.38,-53.58,38.80,139.22,176.71,190.37,214.68,2.56,43.69,28.42,92.70,191.45,90.46
BalanceCurrentBorrowings_sy,,,,,,-3.46,,29.07,21.10,-2.05,8.92,-26.40,-6.86,-0.40,-3.47,7.15,7.76,7.37,0.73,-3.59,16.25,14.46,15.32,20.92
BalanceCurrentBorrowings_qq,,,-100.00,,14.70,192.85,29.89,-6.65,9.33,-67.49,18.31,-8.16,31.43,-2.80,103.90,6.23,37.92,5.34,-33.54,48.83,23.26,58.05,0.51,-2.74
BalanceCurrentBorrowings_sq,,,-1.07,,1.53,3.30,-3.50,4.31,-5.44,-10.98,2.54,-0.81,1.76,-6.82,0.24,3.58,-1.54,-3.16,0.67,2.96,2.05,-2.69,,0.60
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,12653000,,13005000,16194000,8631000,9994000,16225000,19292000,15987000,18155000,15536000,16198000,12525000,13293000,14055000,10718000,34433000,21627000,19990000,17276000,28325000,26544000,23159000
BalanceCurrentOtherLiabilities_yy,,,,,,-31.79,,24.76,19.13,85.23,81.66,-4.25,-16.03,-21.65,-26.78,-9.54,-33.83,174.91,62.69,42.24,61.19,-17.74,22.73,15.85
BalanceCurrentOtherLiabilities_sy,,,,,,-1.56,,11.38,19.13,8.20,21.12,11.48,1.60,18.59,19.82,10.04,0.76,10.14,5.13,22.54,17.59,13.40,18.50,23.94
BalanceCurrentOtherLiabilities_qq,,,-100.00,,24.52,-46.71,15.80,62.35,18.90,-17.13,13.56,-14.43,4.26,-22.68,6.13,5.73,-23.74,221.26,-37.19,-7.57,-13.58,63.96,-6.29,-12.75
BalanceCurrentOtherLiabilities_sq,,,-7.70,,-3.18,8.47,4.86,7.72,-3.26,4.28,5.13,2.77,-1.48,6.16,0.30,2.63,-0.16,2.03,-1.75,9.23,-0.72,3.44,-0.82,7.86
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,0,450305000,0,447226000,484326000,501181000,607744000,609488000,648976000,711690000,713437000,688383000,722848000,715707000,761655000,738344000,774425000,932109000,901102000,928568000,1306896000,1365385000,1331004000,1386900000
BalanceTotalEquityAndLiabilities_yy,,,,,,11.30,,36.28,34.00,42.00,17.39,12.94,11.38,0.56,6.76,7.26,7.14,30.24,18.31,25.76,68.76,46.48,47.71,49.36
BalanceTotalEquityAndLiabilities_sy,,,,,,10.67,,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,7.19,4.97,7.77,7.37,2.92,6.59,7.08,9.93,11.96
BalanceTotalEquityAndLiabilities_qq,,,-100.00,,8.30,3.48,21.26,0.29,6.48,9.66,0.25,-3.51,5.01,-0.99,6.42,-3.06,4.89,20.36,-3.33,3.05,40.74,4.48,-2.52,4.20
BalanceTotalEquityAndLiabilities_sq,,,0.08,,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.41,0.40,1.04,0.55,3.07,0.48,2.01,0.82,-0.08,1.95,3.53,0.54,0.06
CashflowOperatingCashflow,20663000,-467000,7596000,13851000,5530000,16457000,-12784000,13918000,13144000,32133000,6836000,15234000,8412000,23832000,20949000,1477000,9483000,25797000,3734000,10517000,-8300000,10555000,10118000,27481000
CashflowOperatingCashflow_yy,,,,,-73.24,3623.91,-268.29,0.48,137.67,95.26,153.48,9.46,-36.00,-25.83,206.45,-90.30,12.72,8.24,-82.18,611.96,-187.53,-59.09,171.00,161.30
CashflowOperatingCashflow_sy,,,,,-27.32,17.03,62.76,3.55,34.25,5.70,13.20,36.05,17.68,-25.83,-1.96,-17.95,9.45,41.33,32.71,21.22,-16.07,-40.52,-17.79,0.11
CashflowOperatingCashflow_qq,,-102.26,1726.55,82.35,-60.07,197.57,-177.68,208.87,-5.56,144.47,-78.73,122.85,-44.78,183.30,-12.10,-92.95,541.92,172.05,-85.53,181.70,-178.92,227.16,-4.14,171.61
CashflowOperatingCashflow_sq,,60.12,-70.85,-12.84,38.28,47.86,-34.73,-28.69,27.81,71.44,-55.78,3.34,-0.76,20.72,-4.27,21.40,23.64,86.27,-47.40,-5.55,-19.73,29.12,-15.36,-12.02
CashflowAmortization,6626000,7446000,6205000,7349000,7142000,7608000,5297000,6687000,7760000,9381000,7877000,8153000,8112000,9151000,8820000,8939000,9615000,10405000,9630000,17291000,13880000,23880000,14980000,16002000
CashflowAmortization_yy,,,,,7.79,2.17,-14.64,-9.01,8.66,23.31,48.72,21.92,4.53,-2.45,11.96,9.65,18.52,13.71,9.19,93.43,44.36,129.50,55.55,-7.46
CashflowAmortization_sy,,,,,0.69,1.92,-1.46,1.75,6.69,9.38,12.75,12.88,10.43,0.41,11.04,8.15,10.24,3.32,1.41,2.87,0.77,5.65,10.77,11.26
CashflowAmortization_qq,,12.38,-16.67,18.44,-2.81,6.52,-30.38,26.25,16.05,20.89,-16.03,3.50,-0.50,12.81,-3.62,1.36,7.56,8.23,-7.45,79.55,-19.73,72.05,-37.27,6.82
CashflowAmortization_sq,,0.34,2.44,-0.20,0.51,1.24,-1.15,0.38,0.80,4.61,0.74,1.55,3.62,3.60,0.34,2.04,1.42,,-0.02,1.12,0.83,1.46,,0.21
CashflowInvestingCashflow,-5589000,12498000,-4654000,-1982000,-1220000,-13681000,-6907000,379000,-50710000,-4086000,-2653000,-364000,-70607000,-712000,-13653000,-8282000,-27907000,-9370000,-12463000,-18605000,-48641000,-22616000,-5967000,-12340000
CashflowInvestingCashflow_yy,,,,,78.18,-209.47,-48.42,119.10,-4058.03,70.13,61.59,-196.11,-39.24,82.57,-414.57,-2175.43,60.48,-1215.56,8.71,-124.64,-74.30,-141.36,52.12,33.68
CashflowInvestingCashflow_sy,,,,,66.34,17.26,-44.39,21.59,-21.06,-19.14,52.36,-83.13,-104.43,42.04,-80.88,-31.29,9.54,-17.85,14.86,34.08,-73.64,6.98,27.03,-27.92
CashflowInvestingCashflow_qq,,323.62,-137.24,57.40,38.48,-1021.80,49.51,105.48,-13489.89,91.94,35.06,86.28,-19298.84,98.99,-1816.77,39.34,-236.96,66.42,-33.01,-49.28,-161.45,53.50,73.62,-106.79
CashflowInvestingCashflow_sq,,38.28,-19.67,40.29,25.51,-9.50,23.70,54.39,13.27,-76.88,49.03,-27.09,-49.78,-16.99,-7.41,2.85,15.25,21.28,-17.72,-26.40,-16.05,-9.36,36.05,-6.84
CashflowCapex,6966000,-10133000,5058000,3575000,1657000,19233000,7497000,5204000,52987000,6272000,2877000,4634000,6237000,3466000,6833000,8593000,32524000,5593000,13134000,17805000,49651000,53356000,22598000,14113000
CashflowCapex_yy,,,,,-76.21,289.81,48.21,45.55,3097.20,-67.39,-61.63,-10.96,-88.23,-44.74,137.54,85.44,421.42,61.36,92.21,107.21,52.66,854.01,72.06,-20.73
CashflowCapex_sy,,,,,-48.19,-26.79,43.89,40.42,78.34,-7.90,-1.83,18.52,28.68,-8.87,28.10,-6.18,17.64,26.49,-6.07,-52.08,14.47,-6.02,27.56,30.28
CashflowCapex_qq,,-245.47,149.92,-29.31,-53.65,1060.53,-61.02,-30.58,918.21,-88.16,-54.14,61.08,34.62,-44.43,97.14,25.75,278.51,-82.80,134.83,35.56,178.86,7.46,-57.65,-37.54
CashflowCapex_sq,,50.67,-37.78,6.68,-37.40,52.88,-20.98,-20.04,-20.54,54.03,-37.33,16.52,37.67,29.06,-18.35,25.75,14.43,15.33,-19.40,-1.44,30.74,29.46,-24.88,-15.02
CashflowFinancingCashflow,-4034000,-16255000,-3622000,-21382000,22080000,-5211000,38136000,-5916000,111000,8428000,-40000,-23985000,14338000,-13040000,5120000,-1676000,29075000,-13695000,6780000,-2681000,51272000,46282000,-43577000,-20140000
CashflowFinancingCashflow_yy,,,,,647.31,67.94,1152.90,72.33,-99.50,261.75,-100.10,-305.39,12774.48,-254.71,13060.48,93.01,102.79,-5.02,32.41,-59.93,76.34,437.96,-742.70,-651.28
CashflowFinancingCashflow_sy,,,,,-10.18,-1.26,-8.04,6.38,13.35,-47.50,15.96,13.03,25.25,-51.57,51.02,15.74,-66.19,-5.02,-9.12,-90.01,78.09,-12.66,1.70,23.12
CashflowFinancingCashflow_qq,,-302.91,77.72,-490.33,203.27,-123.60,831.86,-115.51,101.88,7468.30,-100.47,-60609.41,159.78,-190.95,139.27,-132.74,1834.55,-147.10,149.51,-139.54,2012.58,-9.73,-194.15,53.78
CashflowFinancingCashflow_sq,,9.10,27.18,41.40,-98.67,63.77,-5.70,-36.31,-71.43,14.22,26.19,-14.43,-21.68,-15.73,54.15,-1.18,-13.02,25.24,30.83,-55.53,58.58,-15.72,-8.55,8.37
CashflowShareCapitalCash,0,0,,,,28604000,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,-100.00,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,-100.00,,,,,,,,,,,,,,,,,
CashflowDividend,-103000,1207000,1698000,2327000,894000,461000,,10651000,21000,-200000,,10385000,2000,5000,,,10110000,0,,,,,,
CashflowDividend_yy,,,,,966.56,-61.79,-100.00,357.78,-97.67,-143.36,,-2.50,-90.91,102.28,,-100.00,532565.97,-100.00,,,-100.00,,,
CashflowDividend_sy,,,,,-55.61,-11.61,-100.00,-44.44,-97.67,-50.12,,9.48,-66.01,,,-100.00,-33.34,-64.06,,,-100.00,,,
CashflowDividend_qq,,1269.81,40.68,37.02,-61.57,-48.42,-100.00,,-99.80,-1057.93,100.00,,-99.98,140.46,-100.00,,,-100.00,,,,,,
CashflowDividend_sq,,-99.94,-100.00,37.02,-80.78,-100.00,-100.00,,-99.94,-99.99,-100.00,,-100.00,-100.00,-100.00,,,-100.00,,,,,,
CashflowNetCashflow,11040000,-4224000,-680000,-9513000,26391000,-2435000,18445000,8380000,-37455000,36475000,4143000,-9115000,-47857000,10080000,12417000,-8481000,10651000,2732000,-1949000,-10768000,-5670000,34221000,-39426000,-4998000
CashflowNetCashflow_yy,,,,,139.05,42.34,2812.48,188.09,-241.92,1597.75,-77.54,-208.77,-27.77,-72.36,199.68,6.95,122.26,-72.89,-115.70,-26.97,-153.23,1152.43,-1922.52,53.58
CashflowNetCashflow_sy,,,,,22.62,126.33,-22.23,-41.78,56.16,-25.21,86.72,-27.30,-16.13,16.21,-76.69,17.61,50.00,48.55,63.66,-29.88,-7.18,66.23,-31.94,-2.04
CashflowNetCashflow_qq,,-138.26,83.90,-1298.94,377.43,-109.23,857.38,-54.57,-546.97,197.39,-88.64,-319.99,-425.04,121.06,23.18,-168.30,225.59,-74.35,-171.34,-452.40,47.35,703.58,-215.21,87.32
CashflowNetCashflow_sq,,43.61,-46.56,81.32,-37.38,143.37,-76.67,37.17,-55.58,100.00,4.18,-63.13,7.33,25.90,23.18,54.94,37.29,77.91,-80.20,25.54,50.67,110.95,-104.50,-0.61
