,2013/Q3,2013/Q4,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentOtherLiabilities_yy,,,,39.35,,,,98.16,,-18.08,189.57,-55.21,-62.67,-13.77,-44.67,196.87,273.83,138.92
BalanceNoncurrentOtherLiabilities_sy,,,,-1.77,,,,-1.29,,3.02,1.85,4.66,2.20,6.55,5.62,25.84,21.41,15.39
BalanceNoncurrentOtherLiabilities_qq,,,,,-100.00,,-31.49,17.53,23.94,-17.92,142.18,-81.82,3.28,89.62,55.41,-2.46,30.06,21.19
BalanceNoncurrentOtherLiabilities_sq,,,,,-0.10,,0.96,-0.36,1.89,3.29,2.06,-2.78,-0.04,5.25,2.97,3.28,2.22,3.31
BalanceCurrentLiabilities,313679000,313679000,106090000,189717000,,250084000,353262000,442988000,480952000,535632000,398931000,515898000,590925000,677395000,590110000,690255000,675758000,831219000
BalanceCurrentLiabilities_yy,,,-66.18,-39.52,,,232.98,133.50,,114.18,12.93,16.46,22.87,26.47,47.92,33.80,14.36,22.71
BalanceCurrentLiabilities_sy,,,10.21,1.44,,,-7.62,0.32,,21.58,12.61,-4.84,-5.28,-7.27,16.88,17.42,15.40,9.42
BalanceCurrentLiabilities_qq,,,,78.83,-100.00,,41.26,25.40,8.57,11.37,-25.52,29.32,14.54,14.63,-12.89,16.97,-2.10,23.01
BalanceCurrentLiabilities_sq,,,,-3.11,3.73,,-0.58,1.41,4.57,9.98,-5.45,-7.26,5.34,6.44,-0.94,9.29,0.56,10.26
BalanceCurrentTradePayablesv,,19581000,,22774000,,32075000,28462000,34101000,84759000,38853000,51945000,52250000,50064000,62196000,59487000,58459000,70750000,66260000
BalanceCurrentTradePayablesv_yy,,,,16.31,,,,49.74,,21.13,82.51,53.22,-40.93,60.08,14.52,11.88,41.32,6.53
BalanceCurrentTradePayablesv_sy,,,,-5.00,,,,-4.27,,-3.52,-3.52,6.47,7.76,15.49,27.16,23.08,17.70,11.54
BalanceCurrentTradePayablesv_qq,,,,,-100.00,,-11.26,19.81,148.55,-54.16,33.70,0.59,-4.18,24.23,-4.36,-1.73,21.02,-6.35
BalanceCurrentTradePayablesv_sq,,,,,3.38,,-8.43,-13.68,-7.76,10.87,-3.36,11.69,5.44,3.35,-0.36,-1.09,0.96,12.55
BalanceCurrentBorrowings,,99810000,,98722000,,145705000,197480000,219863000,180231000,254118000,219647000,217256000,221930000,292079000,193401000,236256000,254940000,311325000
BalanceCurrentBorrowings_yy,,,,-1.09,,,,122.71,,74.41,11.22,-1.19,23.14,14.94,-11.95,8.75,14.87,6.59
BalanceCurrentBorrowings_sy,,,,-20.88,,,,-30.69,,-32.94,-33.41,-16.00,-28.91,-6.35,4.11,30.83,16.05,-7.80
BalanceCurrentBorrowings_qq,,,,,-100.00,,35.53,11.33,-18.03,41.00,-13.56,-1.09,2.15,31.61,-33.78,22.16,7.91,22.12
BalanceCurrentBorrowings_sq,,,,,3.96,,-0.09,-24.42,-1.88,1.36,-12.66,0.28,0.14,5.80,1.72,5.06,-3.13,2.46
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,191303000,,66335000,,71412000,126344000,188035000,214167000,217653000,102449000,243874000,316090000,319983000,333787000,392624000,347408000,309592000
BalanceCurrentOtherLiabilities_yy,,,,-65.32,,,,183.46,,204.78,-18.91,29.70,47.59,47.02,225.81,60.99,9.91,-3.25
BalanceCurrentOtherLiabilities_sy,,,,,,,,13.62,,8.82,-0.37,-4.53,-11.48,-9.45,-3.86,-4.74,11.18,11.08
BalanceCurrentOtherLiabilities_qq,,,,,-100.00,,76.92,48.83,13.90,1.63,-52.93,138.04,29.61,1.23,4.31,17.63,-11.52,-10.89
BalanceCurrentOtherLiabilities_sq,,,,,-0.65,,-1.32,3.15,0.12,1.80,-0.98,-6.49,-2.72,-0.38,2.73,7.43,-2.84,-3.99
BalanceReckoning,,2985000,,1886000,,892000,976000,989000,1795000,25008000,24890000,2518000,2841000,3137000,3435000,2916000,2660000,144042000
BalanceReckoning_yy,,,,-36.82,,,,-47.56,,2703.59,2450.20,154.60,58.27,-87.46,-86.20,15.81,-6.37,4491.71
BalanceReckoning_sy,,,,-26.57,,,,0.89,,27.34,35.85,-11.68,2.06,-40.12,-9.30,14.06,18.26,22.10
BalanceReckoning_qq,,,,,-100.00,,9.42,1.33,81.50,1293.20,-0.47,-89.88,12.83,10.42,9.50,-15.11,-8.78,5315.11
BalanceReckoning_sq,,,,,26.73,,1.24,-16.69,13.42,30.61,27.07,-73.61,13.56,12.87,11.59,-16.44,1.78,9.52
BalanceTotalEquityAndLiabilities,761016000,761016000,731182000,786868000,0,1014197000,1114103000,1209992000,1361058000,1404793000,1417472000,1513553000,1654220000,1734254000,1698209000,1789736000,1847850000,1910053000
BalanceTotalEquityAndLiabilities_yy,,,-3.92,3.40,,,52.37,53.77,,38.51,27.23,25.09,21.54,23.45,19.81,18.25,11.71,10.14
BalanceTotalEquityAndLiabilities_sy,,,0.77,1.17,,,6.88,0.65,,0.75,1.64,4.90,5.80,5.49,5.22,5.78,8.82,8.67
BalanceTotalEquityAndLiabilities_qq,,,,7.62,-100.00,,9.85,8.61,12.48,3.21,0.90,6.78,9.29,4.84,-2.08,5.39,3.25,3.37
BalanceTotalEquityAndLiabilities_sq,,,,1.01,0.20,,0.28,-0.28,0.67,2.04,0.53,0.17,0.34,2.05,2.10,1.34,2.38,3.62
CashflowOperatingCashflow,27980000,40650000,13336000,-27040000,-60471000,-19739000,-47090000,-26354000,-28802000,-11230000,-22170000,-15536000,52606000,-5825000,85520000,65772000,44162000,22125000
CashflowOperatingCashflow_yy,,,-52.34,-166.52,,,-453.10,2.54,52.37,43.11,52.92,41.05,282.65,48.13,485.75,523.35,-16.05,479.83
CashflowOperatingCashflow_sy,,,6.62,4.22,,,-17.38,20.34,-5.85,-29.66,10.13,-33.73,12.50,-19.86,46.54,73.28,10.88,14.68
CashflowOperatingCashflow_qq,,45.28,,-302.76,-123.64,67.36,-138.56,44.03,-9.29,61.01,-97.42,29.92,438.61,-111.07,1568.15,-23.09,-32.86,-49.90
CashflowOperatingCashflow_sq,,1.46,,-23.72,-38.14,35.88,53.35,33.23,-61.87,5.06,-5.77,-7.15,-1.50,-17.14,34.73,4.93,-16.48,-1.85
CashflowAmortization,,873000,213000,220000,236000,254000,231000,250000,334000,315000,374000,331000,313000,356000,349000,371000,367000,391000
CashflowAmortization_yy,,,,-74.80,,,8.45,13.64,41.53,24.02,61.90,32.40,-6.29,13.02,-6.68,12.08,17.25,9.83
CashflowAmortization_sy,,,,-6.88,,,8.67,2.86,7.52,0.95,3.57,-2.34,0.96,1.16,,3.80,14.18,8.89
CashflowAmortization_qq,,,,3.29,7.27,7.63,-9.06,8.23,33.60,-5.69,18.73,-11.50,-5.44,13.74,-1.97,6.30,-1.08,6.54
CashflowAmortization_sq,,,,3.45,-0.65,2.32,1.47,-1.76,-1.11,0.54,0.82,-1.34,,2.00,,,4.08,2.69
CashflowInvestingCashflow,152000,-61000,-413000,-112000,-182000,1097000,249000,-194000,120000,67000,-119000,48000,190000,898000,152000,-311000,-24996000,-4574000
CashflowInvestingCashflow_yy,,,-371.82,-83.61,,,160.29,-73.21,165.93,-93.89,-147.79,124.74,58.33,1240.30,227.73,-747.92,-13255.79,-609.35
CashflowInvestingCashflow_sy,,,-90.86,-15.46,,,-6.28,30.63,18.30,-21.99,42.84,37.74,24.48,-11.76,-12.84,-75.57,-49.84,-42.74
CashflowInvestingCashflow_qq,,-140.15,,72.88,-62.50,702.75,-77.30,-177.91,161.86,-44.17,-277.61,140.34,295.83,372.63,-83.07,-304.61,-7937.30,81.70
CashflowInvestingCashflow_sq,,-22.49,,10.66,8.47,27.74,-58.18,37.54,-6.64,38.72,0.60,-40.34,6.77,-62.79,21.04,-22.88,-22.70,-46.74
CashflowCapex,,634000,500000,256000,342000,225000,29000,434000,106000,178000,730000,191000,73000,107000,204000,692000,301000,73000
CashflowCapex_yy,,,,-59.62,,,-94.20,69.53,-69.01,-20.89,2417.24,-55.99,-31.13,-39.89,-72.05,262.30,312.33,-31.78
CashflowCapex_sy,,,,-1.06,,,-14.95,-22.84,-46.20,-10.96,-59.22,-35.67,-24.50,91.61,65.46,-18.98,22.33,-33.54
CashflowCapex_qq,,,,-48.80,33.59,-34.21,-87.11,1396.55,-75.58,67.92,310.11,-73.84,-61.78,46.58,90.65,239.22,-56.50,-75.75
CashflowCapex_sq,,,,14.40,-45.46,-26.20,13.93,-27.16,-52.88,4.38,-49.17,-7.69,-53.40,84.62,-17.44,-24.73,-50.00,33.22
CashflowFinancingCashflow,-14329000,-20212000,8889000,42923000,65158000,94886000,50714000,-2290000,37250000,54442000,19801000,23944000,22018000,-11800000,-118395000,-12443000,8621000,10974000
CashflowFinancingCashflow_yy,,,162.04,312.36,,,470.53,-105.34,-42.83,-42.62,-60.96,1145.59,-40.89,-121.67,-697.92,-151.97,-60.85,193.00
CashflowFinancingCashflow_sy,,,52.92,60.33,,,-64.98,-75.63,-24.61,-32.62,15.07,29.30,11.04,-85.92,-87.87,29.55,-37.04,59.11
CashflowFinancingCashflow_qq,,-41.06,,382.88,51.80,45.62,-46.55,-104.52,1726.64,46.15,-63.63,20.92,-8.04,-153.59,-903.35,89.49,169.28,27.29
CashflowFinancingCashflow_sq,,-6.88,,53.97,-33.39,-24.37,-46.55,-4.14,-10.16,60.34,-12.19,20.92,-8.04,-79.97,-4.86,53.62,5.68,22.06
CashflowShareCapitalCash,,,,21000,32000,143000000,0,0,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,-100.00,-100.00,-100.00,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,-100.00,-100.00,51.11,,,,,,,,
CashflowShareCapitalCash_qq,,,,,52.38,446775.00,-100.00,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,52.38,446775.00,-100.00,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,13803000,20377000,21812000,15771000,4505000,76244000,3873000,-28838000,8568000,43279000,-2488000,8456000,74814000,-16727000,-32723000,53018000,27787000,28525000
CashflowNetCashflow_yy,,,58.02,-22.60,,,-82.24,-282.85,90.19,-43.24,-164.24,129.32,773.18,-138.65,-1215.23,526.99,-62.86,270.53
CashflowNetCashflow_sy,,,89.60,76.19,,,32.93,85.18,-99.42,-43.24,51.55,-18.19,79.72,-31.68,-51.41,37.38,-11.62,50.17
CashflowNetCashflow_qq,,47.63,,-27.70,-71.43,1592.43,-94.92,-844.59,129.71,405.12,-105.75,439.87,784.74,-122.36,-95.63,262.02,-47.59,2.66
CashflowNetCashflow_sq,,18.69,,95.41,-77.89,65.58,-53.40,132.93,-95.48,63.85,29.16,66.67,-2.18,-39.60,-31.58,97.18,-15.99,18.08
