,2005/Q1,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentLiabilities_qq,,,-2.91,-8.90,4.96,-0.70,200.45,9.83,2.90,62.67,-8.77,-1.86,1.99,-2.53,14.76,-5.30,-7.48,-3.46,19.46
BalanceNoncurrentLiabilities_sq,,,-0.91,-1.80,-3.00,-0.62,-1.84,-2.98,3.12,-1.76,5.74,-1.86,0.61,-2.53,2.46,2.16,-3.16,8.42,6.30
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,5555000,4329000,3409000,943000,,16000000,19030000,19345000,49410000,43984000,43415000,42723000,41771000,52245000,49398000,43871000,43050000,59914000
BalanceNoncurrentBorrowings_yy,,,,,,-100.00,269.60,458.23,1951.43,,174.90,128.14,120.85,-15.46,18.78,13.78,2.69,3.06,14.68
BalanceNoncurrentBorrowings_sy,,,,,,-4.88,-12.68,-10.05,-15.44,,9.08,-8.60,-2.56,-19.40,-6.91,2.56,2.69,12.54,15.92
BalanceNoncurrentBorrowings_qq,,,-22.07,-21.25,-72.34,-100.00,,18.94,1.66,155.41,-10.98,-1.29,-1.59,-2.23,25.07,-5.45,-11.19,-1.87,39.17
BalanceNoncurrentBorrowings_sq,,,-6.92,-7.69,-7.84,0.16,,-2.82,-0.35,-4.32,-0.54,-11.49,-6.16,-2.23,1.28,11.95,-11.19,23.29,-14.54
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,1439000,1650000,3735000,5060000,4880000,4983000,4767000,6319000,6776000,6433000,6038000,5278000,6450000,7096000,7472000
BalanceNoncurrentLeasing_yy,,,,,,,,,239.12,202.00,27.63,24.88,38.85,29.10,26.66,-16.47,-4.81,10.31,23.75
BalanceNoncurrentLeasing_sy,,,,,,,,,106.55,202.00,0.79,24.88,10.98,27.22,71.20,29.92,5.71,33.28,23.75
BalanceNoncurrentLeasing_qq,,,,,,14.66,126.36,35.48,-3.56,2.11,-4.33,32.56,7.23,-5.06,-6.14,-12.59,22.21,10.02,5.30
BalanceNoncurrentLeasing_sq,,,,,,-42.67,126.36,-32.26,-3.56,2.62,-8.64,36.52,-13.44,2.77,-6.14,-12.59,2.67,10.02,-4.23
BalanceNoncurrentOtherLiabilities,,11506000,12235000,11681000,13457000,14078000,27519000,27811000,29182000,32482000,30507000,28052000,29837000,29122000,30455000,29359000,27432000,24920000,22289000
BalanceNoncurrentOtherLiabilities_yy,,,,,,22.35,124.92,138.09,116.85,130.73,10.86,0.87,2.24,-10.34,-0.17,4.66,-8.06,-14.43,-26.81
BalanceNoncurrentOtherLiabilities_sy,,,,,,6.84,0.68,-9.12,-1.67,-0.17,-1.77,-5.22,9.59,-4.17,-5.33,0.64,-3.65,-4.72,-0.38
BalanceNoncurrentOtherLiabilities_qq,,,6.34,-4.53,15.20,4.61,95.48,1.06,4.93,11.31,-6.08,-8.05,6.36,-2.40,4.58,-3.60,-6.56,-9.16,-10.56
BalanceNoncurrentOtherLiabilities_sq,,,2.26,0.62,0.72,-3.04,-0.12,-0.63,1.77,0.57,-0.60,-2.55,6.36,-5.21,-2.22,-0.58,-0.34,-4.83,0.41
BalanceCurrentLiabilities,28788000,68014000,72001000,67008000,111465000,106293000,108363000,94860000,81163000,121582000,145216000,162493000,150655000,147597000,146065000,155993000,164397000,185058000,246925000
BalanceCurrentLiabilities_yy,,,,,,56.28,50.50,41.57,-27.19,14.38,34.01,71.30,85.62,21.40,0.58,-4.00,9.12,25.38,69.05
BalanceCurrentLiabilities_sy,,,,,,-4.22,4.58,23.59,6.86,0.15,6.54,-1.90,14.51,10.25,1.73,11.26,23.48,21.06,29.63
BalanceCurrentLiabilities_qq,,,5.86,-6.93,66.35,-4.64,1.95,-12.46,-14.44,49.80,19.44,11.90,-7.29,-2.03,-1.04,6.80,5.39,12.57,33.43
BalanceCurrentLiabilities_sq,,,9.16,-6.93,-4.22,5.58,26.30,-8.32,-14.44,10.88,13.82,-6.82,-7.29,8.66,15.85,-7.73,5.39,5.12,14.96
BalanceCurrentTradePayablesv,,43785000,53534000,49200000,92693000,75527000,85832000,73430000,65147000,86477000,102042000,112008000,121107000,102255000,107110000,125192000,131569000,104869000,163472000
BalanceCurrentTradePayablesv_yy,,,,,,72.50,60.33,49.25,-29.72,14.50,18.89,52.54,85.90,18.25,4.97,11.77,8.64,2.56,52.62
BalanceCurrentTradePayablesv_sy,,,,,,-5.75,-3.78,16.01,21.40,12.48,16.95,-1.18,2.00,11.58,8.96,15.56,5.42,15.36,-5.58
BalanceCurrentTradePayablesv_qq,,,22.27,-8.10,88.40,-18.52,13.64,-14.45,-11.28,32.74,18.00,9.77,8.12,-15.57,4.75,16.88,5.09,-20.29,55.88
BalanceCurrentTradePayablesv_sq,,,18.40,-13.18,-8.21,15.40,22.76,-2.48,-9.10,8.58,20.31,-10.46,-2.56,16.48,19.28,-2.64,-5.98,17.58,2.65
BalanceCurrentBorrowings,,6039000,5707000,5510000,5591000,16091000,6048000,5505000,3958000,13916000,24781000,28850000,7240000,9949000,5438000,5481000,7746000,20822000,10777000
BalanceCurrentBorrowings_yy,,,,,,166.45,5.98,-0.09,-29.21,-13.52,309.74,424.07,82.92,-28.51,-78.06,-81.00,6.99,109.29,98.18
BalanceCurrentBorrowings_sy,,,,,,7.39,7.00,6.20,-15.69,-11.98,-2.65,5.34,19.59,-1.18,2.42,5.90,66.97,24.57,71.23
BalanceCurrentBorrowings_qq,,,-5.50,-3.45,1.47,187.80,-62.41,-8.98,-28.10,251.59,78.08,16.42,-74.90,37.42,-45.34,0.79,41.32,168.81,-48.24
BalanceCurrentBorrowings_sq,,,1.84,-6.06,5.16,-5.98,2.17,-8.98,-12.41,12.53,6.06,10.18,-20.24,6.03,5.52,13.40,23.55,3.64,17.21
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,1244000,1289000,1723000,2381000,2924000,3073000,2966000,3521000,3749000,3837000,3938000,3856000,4183000,4169000,4327000
BalanceCurrentLeasing_yy,,,,,,,,,135.05,138.40,72.14,47.88,28.21,24.86,32.77,9.51,11.58,8.65,9.88
BalanceCurrentLeasing_sy,,,,,,,,,51.62,138.40,20.16,47.88,1070.77,15.77,19.72,8.09,11.58,8.65,1733.06
BalanceCurrentLeasing_qq,,,,,,3.62,33.67,38.19,22.81,5.10,-3.48,18.71,6.48,2.35,2.63,-2.08,8.48,-0.33,3.79
BalanceCurrentLeasing_sq,,,,,,-48.19,33.67,-30.91,22.81,2.55,-1.74,9.35,1059.91,-9.69,,-1.04,1672.99,-0.33,3.79
BalanceCurrentOtherLiabilities,,18063000,11774000,12183000,11809000,13266000,14650000,13436000,9008000,17990000,15339000,18032000,18475000,20008000,16629000,21405000,20819000,35744000,38644000
BalanceCurrentOtherLiabilities_yy,,,,,,-26.56,24.43,10.28,-23.72,35.61,4.70,34.21,105.10,11.22,8.41,18.71,12.69,78.65,132.39
BalanceCurrentOtherLiabilities_sy,,,,,,-20.76,,1.50,-8.04,7.11,27.50,2.63,38.88,6.15,-1.23,38.36,37.09,53.93,31.66
BalanceCurrentOtherLiabilities_qq,,,-34.82,3.47,-3.07,12.34,10.43,-8.29,-32.96,99.71,-14.74,17.56,2.46,8.30,-16.89,28.72,-2.74,71.69,8.11
BalanceCurrentOtherLiabilities_sq,,,1.78,3.47,-3.07,5.45,3.32,4.17,-21.97,31.55,11.00,-2.30,0.93,13.59,23.70,21.46,-5.63,13.53,16.21
BalanceReckoning,,127000,986000,115000,128000,120000,110000,108000,126000,126000,88000,82000,84000,11548000,12950000,59000,80000,19454000,29705000
BalanceReckoning_yy,,,,,,-5.51,-88.84,-6.09,-1.56,5.00,-20.00,-24.07,-33.33,9065.08,14615.91,-28.05,-4.76,68.46,129.38
BalanceReckoning_sy,,,,,,-5.51,-0.10,-0.10,25.00,2.50,6.04,0.34,0.34,0.35,-0.34,2.19,-2.17,,18.20
BalanceReckoning_qq,,,676.38,-88.34,11.30,-6.25,-8.33,-1.82,16.67,,-30.16,-6.82,2.44,13647.62,12.14,-99.54,35.59,24217.50,52.69
BalanceReckoning_sq,,,,,,,0.84,,-0.53,,,-1.18,2.44,-0.95,-0.34,27.07,-1.18,,9.34
BalanceTotalEquityAndLiabilities,17838000,186318000,193035000,206674000,255441000,256871000,298858000,322149000,313728000,398576000,420056000,440144000,442213000,441237000,455118000,467952000,479720000,506769000,592480000
BalanceTotalEquityAndLiabilities_yy,,,,,,37.87,54.82,55.87,22.82,55.17,40.55,36.63,40.95,10.70,8.35,6.32,8.48,14.85,30.18
BalanceTotalEquityAndLiabilities_sy,,,,,,0.03,-0.81,3.99,1.32,1.33,4.11,2.45,6.36,8.77,1.92,3.85,2.38,3.15,2.70
BalanceTotalEquityAndLiabilities_qq,,,3.61,7.07,23.60,0.56,16.35,7.79,-2.61,27.05,5.39,4.78,0.47,-0.22,3.15,2.82,2.51,5.64,16.91
BalanceTotalEquityAndLiabilities_sq,,,2.23,-0.38,-1.66,2.40,4.43,0.13,-4.01,5.63,2.59,-0.51,-4.37,1.45,3.47,0.07,-2.76,4.83,1.36
CashflowOperatingCashflow,1700000,-15611000,-621000,6291000,24501000,-19366000,22747000,-1955000,9010000,-25449000,15926000,-11606000,39459000,-12380000,4298000,2058000,14337000,-15952000,22729000
CashflowOperatingCashflow_yy,,,,,,-24.05,3762.96,-131.08,-63.23,-31.41,-29.99,-493.66,337.95,51.35,-73.01,117.73,-63.67,-28.85,428.83
CashflowOperatingCashflow_sy,,,,,,-64.36,72.49,-4.55,68.52,-68.06,-35.55,-37.19,-14.60,6.39,19.11,-19.20,-46.54,3.79,48.98
CashflowOperatingCashflow_qq,,,96.02,1113.04,289.46,-179.04,217.46,-108.59,560.87,-382.45,162.58,-172.87,439.99,-131.37,134.72,-52.12,596.65,-211.26,242.48
CashflowOperatingCashflow_sq,,,96.02,119.35,-57.68,-112.00,235.63,5.18,5.24,-106.74,162.58,-49.93,71.22,-180.25,134.72,-84.24,73.60,-153.82,239.89
CashflowAmortization,49000,923000,1063000,976000,1125000,1392000,1682000,1749000,1973000,2423000,2698000,2773000,3085000,3108000,3159000,3429000,3191000,3365000,3262000
CashflowAmortization_yy,,,,,,50.81,58.23,79.20,75.38,74.07,60.40,58.55,56.36,28.27,17.09,23.66,3.44,8.27,3.26
CashflowAmortization_sy,,,,,,1.08,0.43,5.66,8.12,7.62,5.51,1.74,-0.51,1.24,-1.17,-2.77,0.66,6.19,4.60
CashflowAmortization_qq,,,15.17,-8.18,15.27,23.73,20.83,3.98,12.81,22.81,11.35,2.78,11.25,0.75,1.64,8.55,-6.94,5.45,-3.06
CashflowAmortization_sq,,,2.22,-0.38,1.04,-0.46,4.10,3.04,4.70,-2.26,1.32,1.12,-0.08,-4.48,1.89,0.42,1.48,2.38,2.24
CashflowInvestingCashflow,,29000,317000,-17331000,-201000,-480000,-22785000,-15310000,-3738000,-47960000,-8322000,-854000,-488000,-1116000,-2048000,-2725000,-1196000,-2016000,-3156000
CashflowInvestingCashflow_yy,,,,,,-1755.17,-7287.70,11.66,-1759.70,-9891.67,63.48,94.42,86.94,97.67,75.39,-219.09,-145.08,-80.65,-54.10
CashflowInvestingCashflow_sy,,,,,,-8.09,-54.14,31.19,7.75,46.11,47.10,-40.81,16.79,-16.18,27.84,-49.03,38.88,-80.65,-76.95
CashflowInvestingCashflow_qq,,,993.10,-5567.19,98.84,-138.81,-4646.88,32.81,75.58,-1183.04,82.65,89.74,42.86,-128.69,-83.51,-33.06,56.11,-68.56,-56.55
CashflowInvestingCashflow_sq,,,-24.98,-88.90,40.80,1.30,-56.26,39.52,-20.77,-9.90,-87.71,48.22,-18.25,10.78,-8.68,-46.50,36.34,-95.44,21.04
CashflowCapex,,578000,208000,17247000,157000,982000,4979000,33598000,4582000,48345000,8498000,1098000,3671000,1264000,1981000,1721000,2352000,2211000,3157000
CashflowCapex_yy,,,,,,69.90,2293.75,94.80,2818.47,4823.12,70.68,-96.73,-19.88,-97.39,-76.69,56.74,-35.93,74.92,59.36
CashflowCapex_sy,,,,,,14.06,-4.35,-31.19,-4.61,-30.24,-1.52,47.21,9.20,54.83,-8.65,65.50,-15.90,16.42,76.89
CashflowCapex_qq,,,-64.01,8191.83,-99.09,525.48,407.03,574.79,-86.36,955.11,-82.42,-87.08,234.34,-65.57,56.72,-13.12,36.66,-5.99,42.79
CashflowCapex_sq,,,20.00,15.26,-58.20,100.00,-11.72,-17.64,45.40,-44.78,66.36,-35.44,37.62,-15.56,13.61,32.86,-26.42,5.60,4.34
CashflowFinancingCashflow,,-1603000,-1699000,15301000,-3597000,9051000,5113000,27789000,-2514000,38762000,3921000,-538000,-24435000,220000,4198000,-7108000,-5243000,10544000,5028000
CashflowFinancingCashflow_yy,,,,,,664.63,400.94,81.62,30.11,328.26,-23.31,-101.94,-871.96,-99.43,7.06,-1221.19,78.54,4692.73,19.77
CashflowFinancingCashflow_sy,,,,,,88.53,-92.27,11.66,-41.22,23.65,66.09,-21.22,30.32,6.02,73.85,26.09,43.56,20.44,40.31
CashflowFinancingCashflow_qq,,,-5.99,1000.59,-123.51,351.63,-43.51,443.50,-109.05,1641.85,-89.88,-113.72,-4441.82,100.90,1808.18,-269.32,26.24,301.11,-52.31
CashflowFinancingCashflow_sq,,,13.65,-57.25,67.26,64.68,-102.33,17.27,28.53,149.89,-83.86,-106.67,44.35,118.28,-54.64,-100.00,17.86,181.80,-70.21
CashflowShareCapitalCash,,,,17000000,0,,,28245000,0,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,66.15,,,,-100.00,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,66.15,,,,-100.00,,,,,,,
CashflowShareCapitalCash_qq,,,,,-100.00,,,,-100.00,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,-100.00,,,,-100.00,,,,,,,,,,
CashflowDividend,,,,,1500000,,,1937000,0,,,2179000,0,,,2663000,0,,
CashflowDividend_yy,,,,,,,,,-100.00,,,12.49,,,,22.21,,,
CashflowDividend_sy,,,,,,,,,-100.00,,,1.32,,,,22.21,,,
CashflowDividend_qq,,,,,,-100.00,,,-100.00,,,,-100.00,,,,-100.00,,
CashflowDividend_sq,,,,,,-100.00,,,-100.00,,,,-100.00,,,,-100.00,,
CashflowNetCashflow,1700000,-17185000,-2003000,4263000,20701000,-10795000,5075000,10524000,2758000,-34647000,11525000,-12998000,14536000,-13276000,6448000,-7775000,7898000,-7424000,24601000
CashflowNetCashflow_yy,,,,,,37.18,353.37,146.87,-86.68,-220.95,127.09,-223.51,427.05,61.68,-44.05,40.18,-45.67,44.08,281.53
CashflowNetCashflow_sy,,,,,,5.68,40.07,17.17,67.67,-28.62,61.55,-119.85,85.92,36.33,67.70,6.35,-29.26,-61.84,49.05
CashflowNetCashflow_qq,,,88.34,312.83,385.60,-152.15,147.01,107.37,-73.79,-1356.24,133.26,-212.78,211.83,-191.33,148.57,-220.58,201.58,-194.00,431.37
CashflowNetCashflow_sq,,,100.61,15.48,-36.70,88.11,112.50,85.54,-1.59,-56.12,133.26,-136.36,154.87,-116.14,138.64,-143.70,113.12,-188.38,139.46
