,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,53000,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,-0.94,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,51000,,51000,51000,51000,51000,51000,51000,,,,,,,,51000,51000,51000,51000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,-100.00,-100.00,-100.00,-100.00,,,,,,,,5.13,5.13,5.76,5.13,,0.60,,0.60,0.60,,,,,,,
BalanceNoncurrInvestments_sy,,,,,,,,,,,,-23.71,-8.51,-4.90,-26.09,,,,,,,,7.32,-6.04,-8.19,-2.94,,-4.83,,-9.34,-17.20,,,,,,,
BalanceNoncurrInvestments_qq,,,,,-100.00,,,,,,,-100.00,,,,,,,,,,,5.13,,0.60,-0.60,,0.60,,,,,,,,,,
BalanceNoncurrInvestments_sq,,,,,0.12,,,,,,,-9.50,,,,,,,,,,,,,,,,-1.39,,,,,,,,,,
BalanceOtherNoncurrentAssets,,41000,97000,111000,196000,132000,115000,110000,117000,93000,80000,152000,143000,134000,134000,310000,282000,366000,197000,195000,211000,178000,197000,331000,244000,139000,163000,300000,364000,464000,371000,486000,754000,787000,842000,939000,1006000,1496000
BalanceOtherNoncurrentAssets_yy,,,,,,222.61,18.30,-0.88,-40.24,-29.89,-30.41,37.86,22.10,44.51,67.34,103.91,97.52,172.82,47.14,-37.01,-25.46,-51.43,0.09,69.60,15.89,-21.44,-17.22,-9.40,49.18,232.65,127.75,62.00,107.14,69.61,126.95,93.21,33.42,90.09
BalanceOtherNoncurrentAssets_sy,,,,,,6.58,16.78,15.16,13.48,7.05,-3.97,32.27,15.76,10.08,17.34,14.45,19.05,6.27,-3.75,5.86,13.81,4.67,9.07,25.42,20.96,8.88,31.29,7.46,17.98,24.42,16.06,26.03,9.53,8.29,9.59,-3.00,-5.31,2.28
BalanceOtherNoncurrentAssets_qq,,,136.59,14.68,76.20,-32.52,-13.25,-3.91,6.22,-20.82,-13.89,90.36,-5.92,-6.29,-0.28,131.96,-8.87,29.43,-46.22,-0.70,7.85,-15.67,10.83,68.26,-26.31,-42.83,16.79,84.16,21.33,27.47,-20.04,31.00,55.14,4.38,6.99,11.52,7.14,48.71
BalanceOtherNoncurrentAssets_sq,,,-100.00,11.88,-3.80,-3.24,-100.00,15.12,0.08,-4.55,-100.00,37.08,-4.51,2.94,-4.85,7.65,-0.22,1.77,-0.47,5.11,,1.00,1.41,21.50,0.54,1.49,1.54,17.48,,2.96,0.64,11.08,0.18,1.82,-1.56,-3.42,-2.08,0.60
BalanceCurrentAssets,2517000,3134000,3335000,2993000,3280000,3813000,3119000,3639000,4309000,5381000,5803000,7131000,8651000,7625000,8202000,18814000,30166000,8354000,8779000,10753000,13332000,15876000,12017000,11619000,14366000,18452000,18084000,19089000,23297000,26138000,22470000,24509000,31141000,35263000,30278000,30086000,32634000,38174000
BalanceCurrentAssets_yy,,,,,30.31,21.66,-6.49,21.58,31.37,41.12,86.09,95.98,100.77,41.71,41.32,163.84,248.70,9.57,7.04,-42.85,-55.80,90.03,36.88,8.06,7.75,16.23,50.48,64.29,62.17,41.65,24.25,28.39,33.67,34.91,34.75,22.75,4.79,8.26
BalanceCurrentAssets_sy,,,,,-7.02,10.17,-5.47,16.74,12.98,8.31,6.15,10.23,12.29,14.31,12.44,1.82,13.38,16.50,6.02,10.63,6.40,9.18,9.22,8.68,8.78,6.21,10.38,10.86,7.48,6.80,7.32,7.48,13.43,8.04,10.42,0.67,4.17,11.28
BalanceCurrentAssets_qq,,24.51,6.41,-10.26,9.60,16.25,-18.21,16.68,18.42,24.88,7.86,22.88,21.32,-11.86,7.56,129.40,60.34,-72.31,5.09,22.48,23.99,19.08,-24.30,-3.31,23.64,28.44,-1.99,5.55,22.04,12.19,-14.03,9.07,27.06,13.24,-14.14,-0.63,8.47,16.98
BalanceCurrentAssets_sq,,-7.18,-100.00,7.70,-5.94,3.94,-100.00,16.68,-9.84,0.82,-100.00,18.31,-10.22,3.01,1.11,13.65,-3.81,-0.12,0.43,14.65,3.31,1.40,-0.19,16.79,1.06,-3.00,0.06,9.30,-5.14,2.46,0.40,14.26,-2.30,1.36,-1.09,4.77,-6.50,4.63
BalanceInventory,39000,25000,14000,13000,11000,11000,26000,22000,60000,13000,62000,119000,39000,15000,18000,2000,6000,3000,24000,7000,50000,228000,249000,,,12000,59000,,,,,,,,,,,
BalanceInventory_yy,,,,,-71.79,-54.20,86.21,77.55,441.82,15.55,139.16,433.63,-34.56,13.38,-71.47,-98.55,-83.38,-83.13,36.95,319.71,674.51,8906.76,922.64,-100.00,-100.00,-94.52,-76.35,,,-100.00,-100.00,,,,,,,
BalanceInventory_sy,,,,,-25.02,-4.02,63.58,43.56,9.92,15.24,41.24,8.20,2.85,11.23,0.06,-0.27,-6.94,-11.47,8.44,10.43,11.86,20.69,-5.97,-9.02,-0.22,3.19,3.60,,,-8.70,-8.44,,,,,,,
BalanceInventory_qq,,-35.90,-44.00,-10.29,-12.42,4.09,127.69,-14.46,167.26,-77.80,371.28,90.86,-67.23,-61.54,18.60,-90.28,274.57,-60.96,862.96,-70.20,591.20,354.03,9.34,-100.00,,,371.94,-100.00,,,,,,,,,,
BalanceInventory_sq,,-13.04,-100.00,-43.01,10.47,2.56,-100.00,-17.60,6.63,-6.15,-100.00,-35.64,6.47,-4.37,-1.92,-9.62,13.19,-3.56,9.59,-14.78,7.74,8.48,0.15,-20.54,,,2.50,-18.10,,,,,,,,,,
BalanceCurrentReceivables,1725000,1846000,1926000,1452000,1428000,1808000,1839000,2312000,2773000,2990000,4115000,3640000,4317000,4911000,4422000,4632000,5332000,5639000,5778000,5195000,6971000,6763000,6977000,7273000,8766000,9666000,10901000,10620000,12099000,11745000,12841000,13366000,15841000,16000000,19294000,15356000,16308000,20328000
BalanceCurrentReceivables_yy,,,,,-17.22,-2.06,-4.54,59.19,94.19,65.36,123.84,57.46,55.67,64.26,7.44,27.26,23.51,14.83,30.69,12.15,30.74,19.93,20.75,40.00,25.76,42.92,56.23,46.02,38.02,21.51,17.80,25.86,30.93,36.23,50.25,14.89,2.95,27.05
BalanceCurrentReceivables_sy,,,,,-3.27,7.29,24.68,32.17,12.95,16.40,7.06,22.25,12.45,16.46,8.00,0.70,13.30,12.30,20.40,22.30,10.19,8.59,15.77,21.23,15.24,15.24,25.05,-9.84,-6.52,5.10,-10.19,5.68,4.19,2.75,1.68,7.46,8.87,8.31
BalanceCurrentReceivables_qq,,7.01,4.33,-24.60,-1.66,26.61,1.69,25.74,19.96,7.81,37.65,-11.55,18.60,13.76,-9.96,4.76,15.10,5.77,2.47,-10.10,34.18,-2.98,3.17,4.24,20.53,10.26,12.78,-2.58,13.93,-2.93,9.33,4.09,18.52,1.00,20.59,-20.41,6.20,24.65
BalanceCurrentReceivables_sq,,,-100.00,18.79,-8.05,6.28,-100.00,21.88,-14.16,7.60,-100.00,18.05,-25.05,6.57,-2.98,12.38,-10.62,9.93,-2.54,13.58,-4.57,8.94,3.03,20.24,-8.30,-1.24,5.34,3.42,-5.30,9.86,-7.28,16.28,-3.65,4.61,-1.48,26.60,-13.90,9.65
BalanceCurrentInvestments,15000,2000,2000,2000,,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,9223000,18643000,2000,87000,383000,366000,436000,323000,318000,931000,201000,2000,1851000,4780000,3159000,2600000,,2371000,2285000,856000,1868000,1317000,4009000
BalanceCurrentInvestments_yy,,,,,-100.00,5.50,5.50,-0.40,,,0.47,-18.70,-5.66,-5.21,,461040.48,932060.55,5.50,4014.29,-95.85,-98.04,20549.86,270.20,-17.05,154.53,-53.81,-99.35,482.71,413.43,1469.67,122831.45,-100.00,-50.40,-27.67,-67.08,,-44.45,75.45
BalanceCurrentInvestments_sy,,,,,-18.86,5.50,-83.56,-20.01,,,0.47,-22.76,6.66,-14.61,,22.66,-18.90,-9.31,-81.85,-42.57,-40.58,-7.15,40.42,,-23.32,-35.25,-24.87,45.10,23.12,2.92,-8.84,-24.14,-20.18,-27.67,-20.03,,-37.32,-4.45
BalanceCurrentInvestments_qq,,-86.67,,23.50,-100.00,,,16.59,-13.82,-0.47,0.47,-5.66,,,6.00,434938.23,102.14,-99.99,4033.79,339.03,-4.48,19.12,-25.89,-1.62,193.09,-78.38,-98.95,87417.73,158.24,-33.91,-17.70,-100.00,,-3.63,-62.54,118.22,-29.50,204.40
BalanceCurrentInvestments_sq,,-14.86,,12.05,-6.41,,,-1.84,0.06,-2.08,-100.00,-15.82,,,,,2.05,-45.75,-3.50,21.30,1.29,-10.46,-0.56,-2.15,3.00,-18.26,-3.00,4.24,0.41,-5.84,,-22.12,,-3.50,-2.83,-0.40,-1.39,-14.42
BalanceCash,668000,1187000,1318000,1486000,1794000,1905000,1163000,1231000,1395000,2287000,1548000,3268000,4178000,2581000,3659000,4885000,6072000,2610000,2719000,4990000,5777000,8193000,4229000,3777000,4545000,8323000,6900000,6474000,6270000,11072000,6813000,10879000,12628000,16450000,9338000,12242000,14386000,13291000
BalanceCash_yy,,,,,168.56,60.46,-11.72,-17.16,-22.26,20.05,33.06,165.40,199.58,12.88,136.32,49.48,45.33,1.10,-25.68,2.15,-4.86,213.95,55.54,-24.32,-21.32,1.59,63.15,71.41,37.95,33.03,-1.27,68.04,101.40,48.57,37.06,12.53,13.92,-19.20
BalanceCash_sy,,,,,-9.73,10.59,-7.39,-4.34,10.79,-6.29,8.21,2.22,-3.03,-2.80,-5.67,15.20,17.04,8.81,-2.40,0.91,10.41,10.48,2.10,15.77,-13.33,29.94,2.23,43.00,6.95,-0.50,10.48,-5.74,23.39,20.09,7.03,-3.22,-1.97,3.29
BalanceCash_qq,,77.69,11.04,12.77,20.70,6.17,-38.91,5.83,13.26,63.95,-32.29,111.09,27.85,-38.22,41.75,33.53,24.29,-57.02,4.20,83.52,15.76,41.82,-48.38,-10.70,20.34,83.12,-17.09,-6.18,-3.15,76.59,-38.47,59.68,16.08,30.27,-43.23,31.10,17.51,-7.61
BalanceCash_sq,,-16.60,-100.00,15.50,-7.12,4.75,-100.00,18.64,-2.91,0.43,-100.00,7.04,-7.74,-6.56,-0.76,24.92,2.46,-14.45,4.15,17.41,5.46,-29.15,-5.80,23.59,-0.76,2.00,-17.96,46.15,-28.09,-1.18,4.28,26.30,13.46,-8.78,-14.68,7.76,-4.11,3.09
BalanceOtherCurrentAssets,70000,74000,75000,39000,47000,87000,88000,71000,79000,89000,75000,102000,115000,116000,101000,72000,113000,101000,170000,177000,169000,256000,239000,252000,124000,250000,222000,144000,148000,162000,216000,264000,301000,528000,790000,620000,623000,546000
BalanceOtherCurrentAssets_yy,,,,,-32.86,17.24,17.79,80.61,68.94,2.73,-14.56,44.11,44.84,30.15,34.37,-28.99,-1.77,-12.92,67.63,144.60,49.74,153.88,40.32,41.98,-26.70,-2.54,-6.82,-42.75,19.35,-35.18,-2.82,83.33,103.38,225.93,265.74,134.85,106.98,3.41
BalanceOtherCurrentAssets_sy,,,,,8.65,28.06,1.79,17.67,28.45,3.48,-4.66,13.19,24.00,30.84,34.37,18.51,14.38,-12.22,-0.51,8.12,24.82,5.11,29.55,15.80,4.91,-7.48,-1.99,-0.40,-5.64,7.62,29.59,22.24,21.04,22.77,8.31,-0.62,-2.60,4.72
BalanceOtherCurrentAssets_qq,,5.71,1.35,-47.75,19.93,84.60,1.82,-19.88,12.18,12.25,-15.31,35.14,12.75,0.87,-12.57,-28.58,55.97,-10.59,68.31,4.21,-4.51,51.60,-6.98,5.44,-50.70,101.56,-11.07,-35.21,2.78,9.46,33.33,22.22,14.02,75.42,49.62,-21.52,0.48,-12.36
BalanceOtherCurrentAssets_sq,,-3.04,-100.00,-12.50,26.97,4.11,-100.00,6.63,24.40,-6.98,-100.00,-3.30,19.78,-4.24,-6.52,-2.77,12.94,-8.66,-7.97,-11.27,19.48,-0.86,-10.29,,24.03,-5.60,-13.65,-4.08,13.70,9.03,1.77,-0.76,10.00,6.26,-4.91,-9.40,8.52,7.99
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,2768000,3558000,3739000,3408000,3709000,4216000,3513000,4040000,4941000,6013000,6419000,7799000,9275000,8187000,8863000,19961000,31279000,9556000,9831000,11809000,14488000,17039000,13165000,13217000,15714000,19738000,19414000,20982000,25349000,28275000,25044000,27286000,34135000,38488000,33926000,34297000,37487000,43435000
BalanceTotalAssets_yy,,,,,34.00,18.49,-6.04,18.53,33.23,42.63,82.71,93.05,87.70,36.15,38.08,155.94,237.24,16.72,10.93,-40.84,-53.68,78.30,33.92,11.93,8.46,15.84,47.46,58.75,61.31,43.25,29.00,30.04,34.66,36.12,35.47,25.69,9.82,12.85
BalanceTotalAssets_sy,,,,,2.02,6.26,7.68,9.51,9.90,6.68,21.54,9.75,11.99,8.10,29.12,7.56,12.27,11.01,6.42,7.75,8.03,3.34,7.55,11.16,7.96,7.01,12.37,6.62,5.23,7.30,5.08,6.36,8.83,6.76,6.43,5.64,4.20,5.78
BalanceTotalAssets_qq,,28.54,5.09,-8.84,8.82,13.67,-16.67,15.00,22.31,21.69,6.74,21.51,18.93,-11.73,8.25,125.23,56.70,-69.45,2.88,20.12,22.69,17.61,-22.73,0.40,18.89,25.60,-1.64,8.08,20.81,11.54,-11.43,8.95,25.10,12.75,-11.85,1.09,9.30,15.87
BalanceTotalAssets_sq,,-3.42,-100.00,8.51,-3.08,2.09,-100.00,8.98,-5.24,1.78,-100.00,13.90,-3.24,2.41,1.13,6.64,1.00,2.23,1.09,5.24,1.56,1.48,-0.19,8.93,0.94,-0.07,0.38,4.84,-2.34,3.15,2.67,7.55,-0.39,0.63,-0.74,5.36,-2.04,2.11
BalanceCapital,2612000,2869000,3111000,2992000,3123000,3566000,2859000,3190000,3957000,4876000,4866000,6177000,7398000,6043000,7142000,8793000,10431000,6648000,7372000,9462000,11447000,8332000,10127000,9007000,11779000,10274000,13931000,14809000,19381000,12742000,17466000,18529000,25785000,18335000,23817000,23467000,27520000,18022000
BalanceCapital_yy,,,,,19.56,24.29,-8.09,6.60,26.70,36.73,70.17,93.63,86.96,23.94,46.79,42.36,40.99,10.00,3.22,7.61,9.74,25.33,37.37,-4.81,2.90,23.31,37.56,64.42,64.54,24.03,25.37,25.12,33.04,43.89,36.36,26.65,6.73,-1.71
BalanceCapital_sy,,,,,3.92,3.44,-8.09,3.64,6.76,6.07,9.25,8.08,6.88,6.80,14.49,3.30,6.16,6.00,6.50,8.77,5.77,4.26,2.34,3.92,4.15,3.20,3.52,2.46,3.04,4.00,3.32,8.54,2.47,3.48,5.23,4.69,6.73,3.21
BalanceCapital_qq,,9.84,8.43,-3.81,4.36,14.18,-19.82,11.57,24.04,23.22,-0.21,26.95,19.77,-18.32,18.19,23.12,18.62,-36.27,10.90,28.35,20.97,-27.22,21.55,-11.06,30.78,-12.78,35.60,6.30,30.87,-34.26,37.07,6.09,39.16,-28.89,29.90,-1.47,17.27,-34.51
BalanceCapital_sq,,-2.79,-100.00,1.00,0.63,-0.18,-100.00,5.55,2.64,0.93,-100.00,6.78,1.14,-0.15,1.16,2.92,2.90,-1.04,1.68,3.20,1.68,-1.62,1.05,3.02,1.79,-2.35,2.49,1.92,1.16,-1.28,1.12,3.86,0.68,-2.14,2.54,2.59,0.62,
BalanceShareCapital,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,549000,548000,549000,553000,553000,553000,553000,553000,556000,556000,556000,556000,558000,558000,558000,563000,563000,563000,563000,563000,565000,565000,565000,565000,565000,565000,565000,565000
BalanceShareCapital_yy,,,,,,,,,,,2.53,2.43,2.62,3.36,0.78,0.88,0.70,-0.03,0.58,0.58,0.58,0.58,0.29,0.29,0.35,1.22,0.93,0.96,0.90,0.03,0.38,0.36,0.36,0.36,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,,,,,,2.53,-0.10,0.18,0.73,-0.03,,,,0.58,,,,0.29,,0.06,0.87,,0.03,,,0.36,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,809000,809000,1692000,1692000,2457000,1692000,1387000,1387000,1387000,1387000,1570000,1570000,1570000,2599000,2599000,2599000,2599000,3261000,3261000,3261000,3261000,3346000,3346000,3346000,4379000,3614000,3614000,4966000,5072000,6849000,6880000,6911000,6942000,8348000,8360000,8372000,8384000,10989000
BalanceReserve_yy,,,,,203.71,109.12,-18.00,-17.99,-43.53,-17.99,13.16,13.15,13.15,87.32,65.52,65.53,65.53,25.48,25.49,25.49,25.49,2.60,2.60,2.60,34.28,8.00,8.00,48.42,15.83,89.54,90.39,39.17,36.87,21.89,21.51,21.14,20.77,31.64
BalanceReserve_sy,,,,,0.06,0.58,-3.36,0.02,1.08,0.78,0.06,0.42,0.15,1.00,3.04,2.78,1.60,0.38,0.75,0.75,1.02,1.99,1.46,5.27,1.84,1.86,2.26,0.76,1.80,5.04,3.01,4.18,3.15,3.19,3.47,3.54,3.46,1.36
BalanceReserve_qq,,,109.15,-0.01,45.23,-31.15,-17.99,,,,13.16,-0.01,,65.54,-0.01,,,25.49,,,,2.60,,,30.88,-17.48,,37.43,2.13,35.04,0.45,0.45,0.45,20.25,0.14,0.14,0.14,31.07
BalanceReserve_sq,,,-100.00,,,0.26,-100.00,,,,-100.00,,,0.21,,,,0.56,,,,0.68,,,,0.96,,,,3.15,,0.01,,2.21,,,,1.36
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,2000,10000,8000,3000,,0,0,2000,5000,9000,40000,9000,4000,7000,105000,487000,324000,312000,273000,281000,239000,216000,164000,327000,476000,295000,250000,476000,697000,499000,590000,418000,811000,958000,994000,1262000,1436000,1411000
BalanceNoncurrentLiabilities_yy,,,,,-100.00,-100.00,-100.00,-42.99,,,,381.28,-19.68,-17.84,160.63,5311.89,7998.50,4359.71,159.68,-42.37,-26.37,-30.84,-40.01,16.53,99.56,36.77,52.39,45.54,46.43,68.98,135.98,-12.18,16.36,91.98,68.47,201.91,77.07,47.29
BalanceNoncurrentLiabilities_sy,,,,,-23.68,,36.30,10.00,,,,-5.11,1.36,-7.62,49.40,-2.88,6.79,3.84,8.23,-3.51,-4.61,-4.66,3.26,18.03,-3.28,6.70,21.27,9.98,9.88,9.70,-2.03,3.00,5.85,-9.98,-7.76,11.57,10.22,13.08
BalanceNoncurrentLiabilities_qq,,400.00,-20.00,-59.00,-100.00,,,,166.31,71.08,374.30,-77.73,-55.56,75.00,1404.57,362.47,-33.49,-3.63,-12.39,2.63,-15.02,-9.48,-24.01,99.35,45.54,-37.96,-15.34,90.39,46.43,-28.41,18.24,-29.15,94.02,18.13,3.76,26.96,13.79,-1.74
BalanceNoncurrentLiabilities_sq,,-9.78,-100.00,11.32,-1.40,,,,-5.08,-0.12,-100.00,22.51,-2.63,-5.44,-0.16,-0.66,1.51,-0.75,-0.88,-5.15,7.86,-7.07,-0.77,6.80,-0.92,0.92,0.04,2.18,-0.64,-0.26,-2.10,3.54,-2.39,-5.00,-0.89,-0.46,1.36,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,0,,,,103000,0,236000,217000,178000,140000,105000,76000,48000,202000,,170000,157000,,,,,,,,,,,
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,73.34,82006.47,-55.54,-65.13,-72.80,44.53,-100.00,124.38,225.01,-100.00,,-100.00,-100.00,,,,,,,
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,12.75,-4.34,2.61,-16.89,-9.60,26.72,-11.35,-3.16,10.22,0.94,,-4.78,-8.90,,,,,,,
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,,,,,-99.83,138541.17,-7.85,-18.09,-21.54,-24.93,-27.73,-36.11,316.98,-100.00,,-7.46,-100.00,,,,,,,,,,
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,,,,,-10.62,-1.22,-2.29,-1.01,-10.02,0.80,-10.96,1.73,-7.06,-4.20,,-4.96,-1.28,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,330000,,346000,,297000,,424000,,685000,,1098000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.00,,22.54,,130.64,,158.96
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.72,,-0.94,,-15.61,,17.99
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,,-100.00,,-100.00,,-100.00,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.96,,-11.00,,-13.72,,-9.12,,8.98,
BalanceNoncurrentOtherLiabilities,2000,10000,8000,3000,,,,2000,5000,9000,40000,9000,4000,7000,3000,487000,88000,95000,96000,141000,134000,140000,116000,125000,476000,125000,93000,146000,697000,153000,590000,121000,811000,534000,994000,577000,1436000,313000
BalanceNoncurrentOtherLiabilities_yy,,,,,-100.00,-100.00,-100.00,-42.99,,,,381.28,-19.68,-17.84,-93.34,5310.00,2106.25,1257.14,3453.83,-71.02,51.55,47.57,21.01,-11.18,255.91,-10.55,-19.81,16.49,46.43,22.01,535.95,-17.12,16.36,249.02,68.47,376.86,77.07,-41.39
BalanceNoncurrentOtherLiabilities_sy,,,,,-9.82,-11.98,16.76,8.79,,,,12.44,12.54,-12.11,24.62,-7.51,8.98,-6.14,-4.50,-11.73,-9.88,-1.73,-9.07,0.17,-1.89,5.21,16.50,5.20,6.79,10.40,13.16,2.13,4.21,-1.12,-2.32,28.32,14.77,17.71
BalanceNoncurrentOtherLiabilities_qq,,400.00,-20.00,-59.00,-100.00,,,,166.31,71.08,374.30,-77.73,-55.56,75.00,-61.57,18000.37,-81.88,7.65,0.63,47.60,-5.22,4.82,-17.48,8.34,279.79,-73.66,-26.02,57.37,377.40,-78.05,285.62,-79.49,570.25,-34.16,86.14,-41.95,148.87,-78.20
BalanceNoncurrentOtherLiabilities_sq,,-1.28,-100.00,4.57,-1.80,,,,-3.63,4.99,-100.00,29.37,-0.64,-5.49,-2.82,-2.88,-2.01,-2.30,-0.96,-5.20,6.35,-2.10,-0.77,8.34,0.20,-0.12,-0.52,3.66,-0.20,3.85,-1.87,0.24,-1.01,-2.86,-2.82,3.74,-0.61,
BalanceCurrentLiabilities,154000,679000,620000,413000,586000,650000,654000,848000,979000,1129000,1513000,1611000,1875000,2137000,1615000,10680000,20524000,2596000,2185000,2066000,2803000,8492000,2874000,3883000,3459000,9169000,5233000,5697000,5271000,15034000,6988000,8339000,7539000,19195000,9115000,9568000,8531000,24002000
BalanceCurrentLiabilities_yy,,,,,280.52,-4.26,5.46,105.58,67.14,73.66,131.32,89.91,91.44,89.30,6.78,562.92,994.64,21.50,35.32,-80.66,-86.35,227.05,31.52,88.01,23.42,7.97,82.07,46.71,52.39,63.97,33.54,46.38,43.03,27.68,30.44,14.74,13.16,25.04
BalanceCurrentLiabilities_sy,,,,,1.61,18.11,21.57,28.65,29.30,7.47,34.52,10.57,10.36,14.02,26.25,4.70,12.97,26.84,15.40,16.92,23.89,20.38,20.20,7.84,11.04,1.22,15.82,7.64,5.82,17.40,10.17,4.88,15.36,13.12,8.78,2.76,-0.38,5.29
BalanceCurrentLiabilities_qq,,340.91,-8.69,-33.45,42.02,10.94,0.58,29.74,15.46,15.26,33.98,6.51,16.39,13.97,-24.43,561.27,92.18,-87.35,-15.83,-5.49,35.68,202.99,-66.15,35.11,-10.93,165.07,-42.93,8.87,-7.48,185.22,-53.52,19.33,-9.59,154.61,-52.51,4.97,-10.84,181.35
BalanceCurrentLiabilities_sq,,-3.60,-100.00,30.65,-11.01,10.94,-100.00,29.74,-22.68,-2.46,-100.00,18.45,-19.16,4.73,-3.95,25.45,-14.74,9.62,-1.98,25.12,-2.44,15.90,-3.93,26.92,-3.22,3.54,-3.85,12.48,-9.18,12.45,-4.36,11.92,-4.94,10.97,-10.76,14.91,-17.80,13.58
