,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
BalanceNoncurrentAssets_sy,,,,,-0.95,22.29,360.32,67.58,43.07,34.40,41.42,5.22,20.69,13.73,13.05,14.51,8.60,-3.32,-15.14,5.63,-16.37,-12.54,-2.56,-13.35,0.58,6.42,1.38,10.87,26.06,4.99,4.32,0.04,-1.50,-21.20,-16.94,-9.92,-18.28,-22.73,169.24
BalanceNoncurrentAssets_qq,,208.80,-74.82,277.76,-79.10,515.18,-5.24,37.75,8.78,-5.35,-0.29,-0.18,1.70,12.35,-0.88,1.10,-3.54,0.02,-13.00,42.54,-34.54,1.35,8.12,3.21,-3.46,0.31,1.79,11.89,-0.16,-4.40,-0.81,4.16,1.02,14.31,7.79,-30.40,-4.70,-4.79,326.35
BalanceNoncurrentAssets_sq,,2.14,-100.00,277.76,-3.12,4.35,-5.24,3.92,8.78,-0.48,-11.45,-0.18,3.35,12.35,-3.47,-1.20,-0.48,-1.77,-2.82,0.50,-4.66,-0.61,0.12,1.72,-0.22,1.08,0.08,3.42,0.28,-0.90,-0.16,0.56,-0.24,0.10,-0.40,-5.20,-4.70,-0.37,326.35
BalanceIntangibleAssets,159000,105000,53000,8000,3000,361000,318000,477000,680000,770000,681000,609000,568000,423000,341000,233000,150000,70000,44000,130000,128000,106000,94000,78000,62000,46000,30000,22000,7000,12000,10000,18000,35000,37000,53000,69000,64000,53000,42000
BalanceIntangibleAssets_yy,,,,,-98.11,243.81,500.00,5862.50,22566.67,113.30,114.15,27.67,-16.47,-45.06,-49.93,-61.74,-73.59,-83.45,-87.10,-44.21,-14.67,51.43,113.64,-40.00,-51.56,-56.60,-68.09,-71.79,-88.71,-73.91,-66.67,-18.18,400.00,208.33,430.00,283.33,82.86,43.24,-20.75
BalanceIntangibleAssets_sy,,,,,-3.74,18.00,500.00,25.17,49.80,30.76,66.10,0.75,-3.35,13.89,258.90,35.23,29.13,-43.98,0.75,-44.21,-14.67,-7.77,-10.39,-40.00,-30.79,-15.90,-13.41,0.10,-1.12,-20.04,-0.49,-9.41,0.24,0.01,,-2.13,-13.48,-10.36,-20.75
BalanceIntangibleAssets_qq,,-33.96,-49.52,-84.91,-62.50,11933.33,-11.91,50.00,42.56,13.24,-11.56,-10.57,-6.73,-25.53,-19.39,-31.67,-35.62,-53.33,-37.14,195.45,-1.54,-17.19,-11.32,-17.02,-20.51,-25.81,-34.78,-26.67,-68.18,71.43,-16.67,80.00,94.44,5.71,43.24,30.19,-7.25,-17.19,-20.75
BalanceIntangibleAssets_sq,,-33.96,-100.00,-84.91,-2.41,-0.08,-11.91,50.00,0.80,0.42,-25.00,-10.57,-0.04,1.77,-13.33,-2.30,-2.90,-0.98,-2.20,-1.19,-1.54,-10.04,-0.06,-0.19,-0.05,,-3.87,-3.94,-5.69,-4.37,-0.04,,,-0.41,-0.91,-0.34,-4.84,-5.03,-20.75
BalanceProperty,807000,753000,698000,644000,590000,713000,652000,753000,699000,634000,737000,668000,785000,711000,687000,625000,618000,583000,524000,472000,426000,443000,723000,677000,597000,531000,577000,810000,903000,838000,772000,714000,776000,780000,1110000,1025000,964000,872000,788000
BalanceProperty_yy,,,,,-26.89,-5.31,-6.59,16.93,18.47,-11.08,13.04,-11.29,12.30,12.15,-6.78,-6.44,-21.27,-18.00,-23.73,-24.48,-31.07,-24.01,37.98,43.43,40.14,19.86,-20.19,19.65,51.26,57.82,33.80,-11.85,-14.06,-6.92,43.78,43.56,24.23,11.79,-29.01
BalanceProperty_sy,,,,,-13.38,-5.31,-6.59,16.93,35.60,-2.21,13.04,8.88,10.35,14.06,-1.03,3.45,1.43,-4.94,-9.89,-14.34,-7.73,-8.62,-9.81,4.03,14.60,-7.37,-6.24,-2.71,-3.52,-1.52,2.20,-6.83,-8.04,-6.66,-8.94,-15.04,-19.27,-21.75,-29.01
BalanceProperty_qq,,-6.69,-7.30,-7.74,-8.39,20.85,-8.56,15.49,-7.17,-9.30,16.25,-9.36,17.51,-9.43,-3.38,-9.02,-1.12,-5.66,-10.12,-9.92,-9.75,3.99,63.21,-6.36,-11.82,-11.06,8.66,40.38,11.48,-7.20,-7.88,-7.51,8.68,0.52,42.31,-7.66,-5.95,-9.54,-9.63
BalanceProperty_sq,,-6.69,-100.00,-7.74,-1.81,-1.41,-8.56,1.18,6.01,-9.30,4.34,1.49,0.51,-0.65,-0.58,-0.56,-1.12,-1.65,-3.70,-3.16,-2.35,,-3.22,-0.66,-2.67,-2.00,-2.22,-0.12,-2.18,-0.76,-1.27,-3.26,-5.08,-1.26,-6.39,-7.24,-5.95,-1.74,-9.63
BalanceNoncurrentReceivables,,,,,,,,,,,,,,44000,47000,47000,47000,47000,47000,47000,57000,57000,57000,57000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,6.82,,,21.28,21.28,21.28,21.28,12.28,12.28,12.28,12.28,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,-45.23,,,10.64,-17.48,-10.64,-6.68,-37.42,-0.79,-2.60,12.50,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,6.82,,,,,,21.28,,,,12.28,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,-5.62,,,,,,-4.00,,,,3.90,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,2125000,,2185000,,2454000,2487000,2522000,3407000,3432000,3369000,3413000,3512000,4314000,4342000,4413000,4500000,4589000,3952000,5035000,3695000,3700000,3710000,3739000,3868000,3912000,3926000,3933000,3958000,3978000,4018000,4052000,4072000,5107000,5169000,2926000,2979000,2996000,16721000
BalanceNoncurrInvestments_yy,,,,,,15.48,,15.42,,39.85,35.46,35.33,3.08,25.70,28.88,29.30,28.13,6.37,-8.98,14.09,-17.89,-19.37,-6.12,-25.74,4.68,5.73,5.82,5.19,2.33,1.69,2.34,3.03,2.88,28.38,28.65,-27.79,-26.84,-41.34,223.49
BalanceNoncurrInvestments_sy,,,,,,0.57,,36.20,,28.18,-21.49,4.51,-9.60,-22.16,1.81,-44.42,1.63,-40.82,-25.88,10.53,-17.89,-6.71,-1.11,-14.54,0.12,5.73,5.82,5.19,2.33,0.76,2.34,4.59,0.74,5.30,4.68,-87.18,-62.16,-0.86,223.49
BalanceNoncurrInvestments_qq,,,-100.00,,-100.00,,1.34,1.41,35.09,0.73,-1.84,1.31,2.90,22.84,0.65,1.64,1.97,1.98,-13.88,27.40,-26.61,0.14,0.27,0.78,3.45,1.14,0.36,0.18,0.64,0.51,1.01,0.85,0.49,25.42,1.21,-43.39,1.81,0.57,458.11
BalanceNoncurrInvestments_sq,,,-100.00,,-59.08,,0.77,1.03,12.60,1.08,-28.93,1.31,2.66,-3.42,1.04,-21.84,2.35,-0.69,0.17,2.90,-6.30,0.27,0.27,-3.19,3.45,1.14,0.36,0.18,1.59,-2.78,1.01,0.85,,1.52,1.21,-43.39,-1.86,1.29,458.11
BalanceOtherNoncurrentAssets,,,,,,120000,,1010000,394000,67000,102000,190000,98000,84000,110000,270000,75000,102000,123000,1001000,70000,129000,211000,398000,187000,240000,282000,630000,518000,318000,304000,535000,491000,228000,304000,579000,373000,246000,424000
BalanceOtherNoncurrentAssets_yy,,,,,,,,,,-44.17,,-81.19,-75.13,25.37,7.84,42.11,-23.47,21.43,11.82,270.74,-6.67,26.47,71.54,-60.24,167.14,86.05,33.65,58.29,177.01,32.50,7.80,-15.08,-5.21,-28.30,,8.22,-24.03,7.89,39.47
BalanceOtherNoncurrentAssets_sy,,,,,,,,,,-17.12,,11.24,87.24,143.48,36.13,42.11,1.74,-12.98,-40.26,-46.33,-52.74,-32.96,-3.90,-30.19,-26.50,-14.06,25.25,28.05,14.23,46.74,34.28,19.62,12.91,-0.37,,-13.58,-15.26,-22.31,39.47
BalanceOtherNoncurrentAssets_qq,,,,,,,-100.00,,-60.99,-82.99,52.24,86.27,-48.42,-14.29,30.95,145.45,-72.22,36.00,20.59,713.82,-93.01,84.29,63.57,88.63,-53.02,28.34,17.50,123.40,-17.78,-38.61,-4.40,75.99,-8.22,-53.56,33.33,90.46,-35.58,-34.05,72.36
BalanceOtherNoncurrentAssets_sq,,,,,,,-50.34,,-27.16,-23.58,18.98,67.53,7.16,5.90,1.00,-3.35,-4.79,-18.95,-2.14,17.36,-9.76,-5.17,10.58,28.51,-3.37,5.07,15.56,21.46,-0.64,10.44,-1.39,9.44,-3.44,-0.54,-1.53,-2.26,,-7.06,72.36
BalanceCurrentAssets,8739000,6079000,7982000,7602000,10591000,8933000,10908000,25105000,24085000,22216000,24856000,29569000,30751000,19710000,21691000,30542000,31386000,25764000,34643000,73919000,67970000,38418000,44157000,53075000,56075000,32301000,38042000,56722000,57215000,32232000,38195000,54299000,58983000,35578000,45394000,62497000,64700000,69032000,30179000
BalanceCurrentAssets_yy,,,,,21.19,46.95,36.66,230.24,127.41,148.70,127.87,17.78,27.68,-11.28,-12.73,3.29,2.06,30.72,59.71,142.02,116.56,49.12,27.46,-28.20,-17.50,-15.92,-13.85,6.87,2.03,-0.21,0.40,-4.27,3.09,10.38,18.85,15.10,9.69,94.03,-33.52
BalanceCurrentAssets_sy,,,,,61.97,46.95,36.66,13.74,21.38,12.29,49.23,17.78,6.98,-26.46,-4.71,7.14,-0.92,23.91,7.23,-20.05,11.02,2.26,22.64,-9.25,-18.02,-20.91,-29.90,8.90,2.75,4.89,0.28,-2.74,3.48,11.88,14.98,4.33,9.69,10.52,-33.52
BalanceCurrentAssets_qq,,-30.44,31.30,-4.76,39.32,-15.65,22.11,130.15,-4.06,-7.76,11.88,18.96,4.00,-35.90,10.05,40.80,2.76,-17.91,34.46,113.37,-8.05,-43.48,14.94,20.20,5.65,-42.40,17.77,49.10,0.87,-43.67,18.50,42.16,8.63,-39.68,27.59,37.68,3.52,6.70,-56.28
BalanceCurrentAssets_sq,,-30.44,-100.00,-4.76,39.32,22.61,-28.69,48.29,-4.06,13.93,-23.53,18.96,2.72,-20.23,-10.06,13.15,2.76,6.91,-2.42,-3.80,6.24,-11.74,7.54,-18.19,7.42,-5.44,-4.43,8.58,5.86,-6.36,3.82,11.99,7.74,2.62,-1.56,-6.58,9.02,6.60,-56.28
BalanceInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentReceivables,42000,57000,83000,2451000,1127000,1937000,2839000,16619000,4990000,5964000,4520000,6249000,3565000,4487000,4426000,10101000,4292000,6581000,8861000,42641000,10045000,11248000,9184000,12143000,6948000,9154000,7056000,20576000,6997000,8493000,7463000,18451000,9290000,10505000,10565000,19768000,9234000,9968000,7629000
BalanceCurrentReceivables_yy,,,,,2583.33,3298.25,3320.48,578.05,342.77,207.90,59.21,-62.40,-28.56,-24.77,-2.08,61.64,20.39,46.67,100.20,322.15,134.04,70.92,3.65,-71.52,-30.83,-18.62,-23.17,69.45,0.71,-7.22,5.77,-10.33,32.77,23.69,41.57,7.14,-0.60,-5.11,-27.79
BalanceCurrentReceivables_sy,,,,,107.62,302.93,3320.48,6.89,28.46,15.44,59.21,-47.73,-8.88,-24.77,-2.08,1.08,-5.00,39.45,7.98,-32.73,10.96,-13.78,6.22,-21.26,-30.83,-30.98,-42.39,69.45,13.18,-1.82,28.31,-10.32,-21.34,-5.98,-12.23,-14.91,-0.60,-10.79,-27.79
BalanceCurrentReceivables_qq,,35.71,45.61,2853.01,-54.02,71.87,46.57,485.38,-69.97,19.52,-24.21,38.25,-42.95,25.86,-1.36,128.22,-57.51,53.33,34.65,381.22,-76.44,11.98,-18.35,32.22,-42.78,31.75,-22.92,191.61,-65.99,21.38,-12.13,147.23,-49.65,13.08,0.57,87.11,-53.29,7.95,-23.47
BalanceCurrentReceivables_sq,,-18.14,-100.00,2853.01,21.41,51.01,-11.19,157.07,-0.35,19.52,-31.52,-42.50,2.35,-2.12,-3.79,3.22,-14.37,32.41,-9.16,-5.89,3.18,-6.54,-3.84,-33.26,15.93,6.46,-9.62,15.68,17.06,-13.86,-0.86,-11.16,11.58,6.32,-1.77,-21.74,36.32,-0.68,-23.47
BalanceCurrentInvestments,,6008000,,3824000,8083000,5844000,,1991000,5777000,5848000,5913000,12486000,6598000,,,9055000,9162000,,,,,,,,,,,,,,,0,0,0,0,2170000,2213000,2164000,2003000
BalanceCurrentInvestments_yy,,,,,,-2.73,,-47.93,-28.53,0.07,,527.12,14.21,-100.00,-100.00,-27.48,38.86,,,-100.00,-100.00,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,,8.63,,4.18,15.74,0.07,,51.98,18.15,-25.19,-98.95,-27.48,28.18,,,2.54,-15.06,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,,-100.00,,111.38,-27.70,-100.00,,190.16,1.23,1.11,111.16,-47.16,-100.00,,,1.18,-100.00,,,,,,,,,,,,,,,,,,,1.98,-2.21,-7.44
BalanceCurrentInvestments_sq,,,-100.00,,0.56,6.11,-100.00,,10.13,1.23,-52.64,8.85,1.30,-18.37,,,12.43,-13.44,,,,,,,,,,,,,,,,,,,1.98,1.67,-7.44
BalanceCash,248000,,1743000,1308000,1332000,1092000,2101000,6342000,13271000,10381000,14407000,10622000,20332000,15162000,17204000,10923000,17759000,18665000,25696000,30874000,57722000,27013000,34838000,40617000,48964000,22994000,30868000,35767000,49995000,23546000,30623000,35261000,49365000,24781000,34680000,39845000,53061000,56706000,20448000
BalanceCash_yy,,,,,437.10,,20.54,384.86,896.32,850.64,585.72,67.49,53.21,46.06,19.41,2.83,-12.65,23.10,49.36,182.65,225.03,44.73,35.58,31.56,-15.17,-14.88,-11.40,-11.94,2.11,2.40,-0.79,-1.41,-1.26,5.25,13.25,13.00,7.49,128.83,-41.04
BalanceCash_sy,,,,,383.79,,20.54,109.11,50.85,57.61,29.96,1.78,-3.41,12.62,19.41,2.83,-35.69,23.10,13.15,-17.78,11.07,-11.81,33.44,10.89,-18.78,10.06,-13.02,-23.95,-18.76,4.95,-0.79,-1.41,-1.26,4.89,13.25,10.94,4.15,-2.72,-41.04
BalanceCash_qq,,-100.00,,-24.96,1.83,-18.02,92.40,201.86,109.26,-21.78,38.78,-26.27,91.41,-25.43,13.47,-36.51,62.58,5.10,37.67,20.15,86.96,-53.20,28.97,16.59,20.55,-53.04,34.24,15.87,39.78,-52.90,30.06,15.15,40.00,-49.80,39.95,14.89,33.17,6.87,-63.94
BalanceCash_sq,,-100.00,,-24.96,131.81,-18.02,-16.44,85.22,22.45,-21.78,-60.05,-10.43,17.02,-24.05,-8.67,8.47,6.69,9.71,10.28,-8.95,29.10,-34.47,28.00,9.25,-2.58,-12.94,,-8.18,-1.88,-3.84,8.99,4.94,34.60,-11.89,-8.66,8.21,23.14,-8.26,-63.94
BalanceOtherCurrentAssets,8449000,14000,6156000,19000,49000,60000,5968000,153000,47000,23000,16000,212000,256000,61000,61000,463000,173000,518000,86000,404000,203000,157000,135000,315000,163000,30829000,30794000,379000,223000,30027000,29943000,587000,328000,28657000,28514000,714000,192000,194000,99000
BalanceOtherCurrentAssets_yy,,,,,-99.42,328.57,-3.05,705.26,-4.08,-61.67,-99.73,38.56,444.68,165.22,281.25,118.40,-32.42,749.18,40.98,-12.74,17.34,-69.69,56.98,-22.03,-19.70,19536.31,22710.37,20.32,36.81,-2.60,-2.76,54.88,47.09,-4.56,-4.77,21.64,-41.46,-99.32,-99.65
BalanceOtherCurrentAssets_sy,,,,,3350.29,164.15,-3.05,55.15,62.18,10.98,-71.45,-7.28,-26.88,-52.97,-1383.43,7.51,-22.73,97.24,18.20,-12.74,17.34,-60.58,24.25,-9.50,-13.10,3332.73,8878.92,20.32,8.31,-9.64,-22.14,23.72,20.80,17.42,30.90,11.14,-41.46,-9.02,-99.65
BalanceOtherCurrentAssets_qq,,-99.83,43871.43,-99.69,157.89,22.45,9846.67,-97.44,-69.28,-51.06,-30.43,1225.00,20.75,-76.17,,659.02,-62.63,199.42,-83.40,369.77,-49.75,-22.66,-14.01,133.33,-48.25,18813.50,-0.11,-98.77,-41.16,13365.02,-0.28,-98.04,-44.12,8636.89,-0.50,-97.50,-73.11,1.04,-48.97
BalanceOtherCurrentAssets_sq,,-99.91,21885.71,-99.69,-8.93,17.18,-68.84,-39.37,12.88,-25.89,-66.81,651.74,10.38,-49.42,,29.64,-9.33,-31.06,-29.38,113.94,-21.72,-19.45,-9.18,6.73,-48.25,10.08,0.46,-14.82,-10.76,-6.40,2.15,61.69,-17.95,-8.74,2.09,-25.94,-6.65,1.04,-48.97
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,9705000,9062000,8733000,10439000,11184000,12581000,14365000,29867000,29265000,27119000,29745000,34449000,35714000,25286000,27218000,36130000,36776000,31155000,39333000,80605000,72346000,42853000,48952000,58024000,60852000,67770000,73597000,62181000,62665000,67276000,73197000,59682000,64422000,70159000,80458000,67160000,69144000,73265000,48218000
BalanceTotalAssets_yy,,,,,15.24,38.83,64.49,186.11,161.67,115.56,107.07,15.34,22.04,-6.76,-8.50,4.88,2.97,23.21,44.51,123.10,96.72,37.55,24.46,-28.01,-15.89,58.15,50.35,7.16,2.98,-0.73,-0.54,-4.02,2.80,4.29,9.92,12.53,7.33,4.43,-40.07
BalanceTotalAssets_sy,,,,,41.56,38.83,64.49,25.06,21.25,21.19,53.91,15.34,12.07,-29.89,-6.40,4.88,2.97,23.21,9.27,-2.63,6.05,0.20,14.49,-8.12,-16.68,-13.82,-12.84,7.16,2.77,1.50,-0.56,2.58,4.21,1.92,7.90,-0.81,0.28,4.43,-40.07
BalanceTotalAssets_qq,,-6.63,-3.63,19.54,7.14,12.49,14.18,107.92,-2.02,-7.33,9.68,15.81,3.67,-29.20,7.64,32.74,1.79,-15.28,26.25,104.93,-10.25,-40.77,14.23,18.53,4.87,11.37,8.60,-15.51,0.78,7.36,8.80,-18.46,7.94,8.91,14.68,-16.53,2.95,5.96,-34.19
BalanceTotalAssets_sq,,-6.63,-100.00,19.54,26.65,12.49,-11.58,38.51,8.52,4.52,-16.02,15.81,2.95,-15.28,-8.01,6.06,1.79,2.13,-1.22,0.75,5.58,-11.62,7.12,-10.67,5.35,0.82,1.03,4.27,3.62,0.74,-1.24,7.36,2.44,1.82,1.54,-8.68,2.95,5.67,-34.19
BalanceCapital,9240000,8631000,8217000,8593000,8667000,9734000,11539000,19249000,23274000,22603000,26144000,29028000,31899000,20605000,23489000,28422000,32010000,24137000,31004000,54409000,63984000,34617000,41375000,48079000,53721000,60142000,66472000,47891000,53560000,59301000,65481000,46549000,53760000,61312000,69001000,52216000,58523000,64094000,37344000
BalanceCapital_yy,,,,,-6.20,12.78,40.43,124.01,168.54,132.21,126.57,50.80,37.06,-8.84,-10.16,-2.09,0.35,17.14,31.99,91.43,99.89,43.42,33.45,-11.63,-16.04,73.74,60.66,-0.39,-0.30,-1.40,-1.49,-2.80,0.37,3.39,5.38,12.17,8.86,4.54,-45.88
BalanceCapital_sy,,,,,6.95,12.78,40.43,35.83,30.42,12.38,47.49,14.95,5.31,-8.84,7.05,-2.09,0.35,13.35,14.24,14.87,12.56,18.70,5.74,-8.46,-9.23,0.68,-2.89,5.21,0.49,-0.92,-1.60,-2.44,0.81,3.46,4.14,1.20,-1.32,-4.03,-45.88
BalanceCapital_qq,,-6.59,-4.80,4.58,0.86,12.31,18.54,66.82,20.91,-2.88,15.67,11.03,9.89,-35.41,14.00,21.00,12.62,-24.60,28.45,75.49,17.60,-45.90,19.52,16.20,11.73,11.95,10.53,-27.95,11.84,10.72,10.42,-28.91,15.49,14.05,12.54,-24.33,12.08,9.52,-41.74
BalanceCapital_sq,,-6.59,-100.00,4.58,5.02,0.85,2.63,17.75,7.26,-2.88,-8.74,5.04,5.31,-16.62,2.97,3.99,8.07,0.97,5.28,4.63,10.86,-8.95,10.38,0.94,10.38,-4.70,4.92,3.28,2.04,-1.48,1.62,1.71,4.26,-10.04,3.70,-1.40,6.54,-1.60,-41.74
BalanceShareCapital,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7105000,7105000,7105000,7105000,7105000,7105000,7105000,7105000,7105000,7105000,7105000,7105000,7105000,7105000,7105000,6662000,6662000,6662000,6662000,6662000,6339000,6339000,6339000,6339000,6026000,6026000,6026000,6026000,5727000,5727000,5727000,5727000
BalanceShareCapital_yy,,,,,,,,1.50,1.50,1.50,1.50,,,,,,,,,,,,-6.24,-6.24,-6.24,-6.24,,-4.85,-4.85,-4.85,-4.85,-4.94,-4.94,-4.94,-4.94,-4.96,-4.96,-4.96,-4.96
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.96
BalanceShareCapital_qq,,,,,,,,1.50,,,,,,,,,,,,,,,-6.24,,,,,-4.85,,,,-4.94,,,,-4.96,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,-37713000,0,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,6839000,6839000,6839000,6839000,6839000,6839000,6839000,6839000,6839000,7171000,7171000,7171000,7171000,7714000,7714000,7714000,7714000,8529000,8528000,8528000,8528000,47304000,10034000,10034000,10034000,41418000,41418000,11065000,11065000,41552000,41552000,12031000,12031000,40523000,40523000,12456000,12456000,46489000,46489000
BalanceReserve_yy,,,,,,,,,,4.85,4.85,4.85,4.85,7.57,7.57,7.57,7.57,10.57,10.55,10.55,10.55,454.63,17.66,17.66,17.66,-12.44,312.78,10.28,10.28,0.32,0.32,8.73,8.73,-2.48,-2.48,3.53,3.53,14.72,14.72
BalanceReserve_sy,,,,,,,,,,8.94,4.85,8.63,6.02,-23.33,-16.80,-23.86,4.36,10.57,10.55,10.55,-3.47,-7.62,7.44,14.26,10.85,2.30,5.24,0.77,4.24,4.24,4.20,5.23,4.90,-1.24,-2.48,-0.44,-3.01,,14.72
BalanceReserve_qq,,,,,,,,,,4.85,,,,7.57,,,,10.57,-0.01,,,454.69,-78.79,,,312.78,,-73.28,,275.53,,-71.05,,236.82,,-69.26,,273.23,
BalanceReserve_sq,,,,,,,,,,5.45,,,,0.59,,,,6.31,-0.54,,,0.47,0.30,,,0.86,,0.22,,4.82,,,,0.46,,-0.70,,8.29,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,35000,35000,60000,,103000,101000,38000,101000,178000,183000,107000,116000,212000,175000,232000,188000,274000,159000,143000,446000,461000,411000,372000,381000,578000,584000,502000,430000,548000,461000,449000,689000,759000,621000,574000,497000
BalanceNoncurrentLiabilities_yy,,,,,,,,194.29,188.57,-36.67,,72.82,81.19,181.58,14.85,19.10,-4.37,116.82,62.07,29.25,-9.14,-38.36,137.23,68.25,158.49,160.14,-14.57,25.38,42.09,34.95,12.86,-5.19,-21.06,-10.56,60.23,38.50,34.71,27.84,-27.87
BalanceNoncurrentLiabilities_sy,,,,,,,,66.66,99.50,10.96,,1685.29,1034.51,105.80,15.95,20.20,-5.86,-0.90,-0.83,19.58,-9.14,-24.28,2.88,36.10,13.44,6.42,6.92,12.60,2.73,-12.08,-27.08,-34.79,-23.22,-11.27,2.15,1.98,-5.74,1.85,-27.87
BalanceNoncurrentLiabilities_qq,,,,,,71.43,-100.00,,-1.94,-62.38,165.79,76.24,2.81,-41.53,8.41,82.76,-17.45,32.57,-18.97,45.74,-41.97,-10.06,211.89,3.36,-10.85,-9.49,2.42,51.71,1.04,-14.04,-14.34,27.44,-15.88,-2.60,53.45,10.16,-18.18,-7.57,-13.41
BalanceNoncurrentLiabilities_sq,,,,,,-17.30,-100.00,,-0.97,14.08,7.41,87.23,-7.96,-4.98,0.04,-0.99,0.02,0.02,-5.91,2.48,-8.73,-3.98,2.25,1.23,-6.56,1.19,1.32,-5.88,-1.88,-7.40,-8.06,-0.58,,-1.95,2.73,-2.60,-4.10,2.57,-13.41
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,0,0,0,0,204000,178000,152000,125000,143000,214000,219000,165000,104000,83000,62000,42000,216000,171000,146000,120000,93000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.90,20.22,44.08,32.00,-27.27,-61.21,-71.69,-74.55,107.69,106.02,135.48,185.71,-56.94
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.90,20.22,44.08,-8.93,-40.99,-43.77,-55.08,-53.69,-2.70,-63.53,-10.32,-58.44,-56.94
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,,,,,,,,,,,,,-12.75,-14.61,-17.76,14.40,49.65,2.34,-24.66,-36.97,-20.19,-25.30,-32.26,414.29,-20.83,-14.62,-17.81,-22.50
