,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3
BalanceIntangibleAssets_yy,,,,,,150.39,,-3.26,-52.49,-66.59,-66.74,-42.33,16.97,10.43,11.43,5.00,8.97,-0.39,-1.30,38.62,50.77,51.53,52.18,13.83,-48.28,-48.32,-93.56,-93.63,-86.48,-86.53,7.70,8.09,-0.64,-46.92,-47.11,-50.30,-98.51,-97.62,-98.52
BalanceIntangibleAssets_sy,,,,,,,,-10.00,-30.15,-36.03,-54.80,-28.07,-19.52,10.43,21.27,2.83,-0.01,-0.85,-0.82,-2.00,-1.44,-1.11,-5.34,0.70,-0.15,-0.44,-0.15,0.22,1.09,0.80,-3.79,-6.99,-2.23,-21.23,-28.29,-27.84,-32.32,-4.49,-0.40
BalanceIntangibleAssets_qq,,,-100.00,,-0.05,64.16,0.18,-41.15,-50.91,15.45,-0.27,2.03,-0.43,9.00,0.63,-3.85,3.34,-0.37,-0.29,35.04,12.40,0.13,0.13,1.00,-48.93,0.06,-87.52,-0.09,8.35,-0.27,-0.24,0.27,-0.40,-46.72,-0.61,-5.77,-97.02,-14.55,-38.30
BalanceIntangibleAssets_sq,,,-100.00,,-2.50,-4.99,-63.63,-14.84,-6.27,-8.76,-100.00,-0.51,-3.12,-0.68,-100.00,-5.95,-2.08,-0.87,-0.76,-0.04,-0.62,-0.02,-0.10,-0.03,-0.88,,-0.05,-0.16,-0.87,,-0.06,-0.46,-0.05,-0.92,-0.61,-7.06,-1.50,-0.04,0.98
BalanceProperty,,299744000,,276872000,282474000,354020000,358347000,514621000,465358000,471587000,290739000,360589000,373152000,405882000,433715000,443236000,442684000,442217000,432260000,467120000,408677000,410091000,413083000,421704000,265493000,253846000,309220000,309668000,305636000,306052000,290583000,291718000,288234000,269855000,270627000,255781000,110010000,105232000,77222000
BalanceProperty_yy,,,,,,18.11,,85.87,64.74,33.21,-18.87,-29.93,-19.81,-13.93,49.18,22.92,18.63,8.95,-0.34,5.39,-7.68,-7.26,-4.44,-9.72,-35.04,-38.10,-25.14,-26.57,15.12,20.57,-6.03,-5.80,-5.69,-11.83,-6.87,-12.32,-61.83,-61.00,-71.47
BalanceProperty_sy,,,,,,-4.58,,-7.13,-8.91,-11.13,-36.52,-11.53,-13.78,-6.94,0.31,0.12,7.68,3.48,-8.34,-2.16,-1.71,2.10,11.06,14.02,-0.50,5.90,-2.82,-2.53,-2.78,-2.77,-2.96,-1.51,-1.75,3.83,0.24,-7.78,-7.34,-3.59,-6.75
BalanceProperty_qq,,,-100.00,,2.02,25.33,1.22,43.61,-9.57,1.34,-38.35,24.02,3.48,8.77,6.86,2.20,-0.12,-0.11,-2.25,8.06,-12.51,0.35,0.73,2.09,-37.04,-4.39,21.81,0.14,-1.30,0.14,-5.05,0.39,-1.19,-6.38,0.29,-5.49,-56.99,-4.34,-26.62
BalanceProperty_sq,,,-100.00,,-1.94,-2.61,-58.53,-2.15,-1.61,-1.24,-95.90,-1.48,-0.88,-2.36,-100.00,1.06,-0.12,-1.04,-0.90,-0.34,-1.66,0.35,-0.47,0.27,-0.51,-0.11,-0.65,-0.76,-1.15,-0.54,-0.91,-0.40,-1.47,-1.26,-1.13,-5.01,-1.58,-3.02,-2.12
BalanceNoncurrentReceivables,,2535000,,501000,501000,501000,506000,0,0,0,506000,586000,566000,521000,281000,0,0,0,0,458000,468000,478000,488000,500000,166000,166000,230000,66000,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,-80.24,,-100.00,-100.00,-100.00,,,,,-44.47,-100.00,-100.00,-100.00,-100.00,,,,,9.17,-64.53,-65.27,-52.87,-86.80,-100.00,-100.00,-100.00,-100.00,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,136.36,,-96.98,-83.89,-35.38,,,,,-100.00,-7.42,-98.68,-50.64,-50.00,,,,,1.68,-2.34,-11.21,-10.12,-56.91,-16.50,-26.75,-18.03,,,,,,,,
BalanceNoncurrentReceivables_qq,,,-100.00,,,,1.00,-100.00,,,,15.81,-3.41,-7.95,-46.07,-100.00,,,,,2.18,2.14,2.09,2.46,-66.80,,38.55,-71.30,-100.00,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,-100.00,,,,-50.00,-62.50,,,,,-5.39,-4.17,-100.00,-50.00,,,,,,2.14,,-0.07,,,0.21,,-0.20,,,,,,,,,,
BalanceNoncurrInvestments,,14003000,,,0,0,0,0,225000,220000,801000,468000,3102000,884000,1172000,3573000,2140000,3353000,3144000,3291000,3293000,8001000,8105000,7876000,,,,1649000,32625000,36074000,40949000,45321000,38294000,44991000,24791000,21142000,17075000,985000,1281000
BalanceNoncurrInvestments_yy,,,,,,-100.00,,,,,,,1278.67,301.82,46.32,663.46,-31.01,279.30,168.26,-7.89,53.88,138.62,157.79,139.32,-100.00,-100.00,-100.00,-79.06,,,,2648.39,17.38,24.72,-39.46,-53.35,-55.41,-97.81,-94.83
BalanceNoncurrInvestments_sy,,,,,,-17.91,,,,,,,63.97,97.00,-47.70,-2.62,19.79,14.48,114.58,-10.54,25.60,18.25,19.10,14.66,7.60,5.09,3.69,16.94,,,,-3.30,3.20,,-2.08,-19.64,-9.05,-6.96,-0.99
BalanceNoncurrInvestments_qq,,,-100.00,,,,,,,-2.22,264.09,-41.57,562.82,-71.50,32.58,204.86,-40.11,56.68,-6.23,4.68,0.06,142.97,1.30,-2.83,-100.00,,,,1878.47,10.57,13.51,10.68,-15.50,17.49,-44.90,-14.72,-19.24,-94.23,30.05
BalanceNoncurrInvestments_sq,,,-100.00,,,,,,,-2.22,-79.16,26.36,-1.26,-15.20,-100.00,68.22,2.23,6.00,-6.38,-5.47,3.49,1.32,0.65,-3.28,3.63,,,,1.28,0.76,,-2.31,,,-2.04,0.16,-1.34,,
BalanceOtherNoncurrentAssets,,,,254085000,3546000,254935000,254450000,7710000,6556000,5294000,3846000,4085000,7671000,8245000,10037000,9600000,14604000,16127000,15212000,16328000,64247000,56400000,59639000,60342000,77157000,79210000,39154000,45811000,11456000,9437000,10335000,10206000,11081000,9630000,7871000,12895000,11947000,11911000,11938000
BalanceOtherNoncurrentAssets_yy,,,,,,,,-96.97,84.88,-97.92,-98.49,-47.02,17.01,55.74,160.97,135.01,90.38,95.60,51.56,70.08,339.93,249.72,292.05,269.56,20.09,40.44,-34.35,-24.08,-85.15,-88.09,-73.60,-77.72,-3.27,2.05,-23.84,26.35,7.82,23.69,51.67
BalanceOtherNoncurrentAssets_sy,,,,,,,,22.07,47.31,5.00,-35.00,1.36,1.36,79.44,-10.40,3.10,41.56,37.52,1.95,48.78,29.17,13.07,-7.58,24.40,14.13,19.53,15.71,10.99,12.18,6.91,1.62,6.75,3.18,-4.43,12.98,-0.50,4.45,-2.23,18.59
BalanceOtherNoncurrentAssets_qq,,,,,-98.60,7089.37,-0.19,-96.97,-14.97,-19.25,-27.35,6.21,87.78,7.48,21.73,-4.35,52.12,10.43,-5.67,7.34,293.48,-12.21,5.74,1.18,27.87,2.66,-50.57,17.00,-74.99,-17.62,9.52,-1.25,8.57,-13.09,-18.27,63.83,-7.35,-0.30,0.23
BalanceOtherNoncurrentAssets_sq,,,,,-10.87,10.81,-100.00,-1.83,-0.45,-0.28,-75.13,14.84,,7.34,-100.00,5.99,-1.49,4.28,-5.33,-5.34,1.18,1.23,0.04,5.10,2.81,0.36,0.70,1.79,,0.71,1.04,0.24,8.57,4.17,-0.40,-7.14,1.08,0.96,3.56
BalanceCurrentAssets,,49464000,,42115000,288794000,56928000,62880000,59666000,56045000,70452000,243778000,254056000,250171000,205944000,201846000,190889000,228394000,202453000,210035000,202945000,159135000,146793000,194336000,187902000,162098000,170566000,116021000,98225000,112204000,117652000,153937000,172382000,189231000,246491000,202101000,243234000,300748000,226774000,235811000
BalanceCurrentAssets_yy,,,,,,15.09,,41.67,-80.59,23.76,287.69,325.80,346.38,192.32,-17.20,-24.86,-8.70,-1.70,4.06,6.32,-30.32,-27.49,-7.47,-7.41,1.86,16.19,-40.30,-47.73,-30.78,-31.02,32.68,75.50,68.65,109.51,31.29,41.10,58.93,-8.00,16.68
BalanceCurrentAssets_sy,,,,,,-19.91,,-15.52,-0.98,6.26,35.38,19.68,28.80,45.20,-11.27,71.06,33.54,36.23,53.20,16.86,9.28,0.35,-7.47,9.34,6.98,8.34,1.95,-4.26,-14.56,-21.39,-12.98,2.81,10.31,2.47,6.77,12.16,14.38,5.63,3.38
BalanceCurrentAssets_qq,,,-100.00,,585.73,-80.29,10.46,-5.11,-6.07,25.71,246.02,4.22,-1.53,-17.68,-1.99,-5.43,19.65,-11.36,3.75,-3.38,-21.59,-7.76,32.39,-3.31,-13.73,5.22,-31.98,-15.34,14.23,4.86,30.84,11.98,9.77,30.26,-18.01,20.35,23.65,-24.60,3.99
BalanceCurrentAssets_sq,,,-100.00,,-2.67,-10.02,-74.13,-12.24,3.45,-3.64,-64.50,-6.69,19.70,3.79,-100.00,-2.96,-1.95,1.15,-7.83,-3.38,-2.06,5.58,0.95,1.39,-0.62,-2.71,0.23,-1.06,-3.90,0.36,0.95,6.08,-1.03,1.84,2.32,0.79,-0.21,1.37,-1.10
BalanceInventory,,6039000,,1422000,1373000,13705000,11475000,8408000,912000,1255000,1484000,2101000,2920000,3715000,4816000,3284000,5966000,6307000,11041000,13247000,16952000,26787000,35898000,42083000,68467000,78264000,40528000,36855000,50520000,61227000,89358000,109471000,135037000,159307000,141629000,160334000,125814000,129030000,141791000
BalanceInventory_yy,,,,,,126.94,,491.28,-33.58,-90.84,-87.07,-75.01,220.18,196.02,224.53,56.31,104.32,69.77,129.26,303.38,184.14,324.72,225.13,217.68,303.89,192.17,12.90,-12.42,-26.21,-21.77,120.48,197.03,167.29,160.19,58.50,46.46,-6.83,-19.01,0.11
BalanceInventory_sy,,,,,,-1.43,,-90.97,-26.40,-90.84,-53.54,-24.64,-14.11,-9.09,-5.94,22.05,-2.02,-20.54,-22.96,-19.84,-71.43,7.84,-64.03,-39.82,3.00,-32.96,-44.79,-39.72,-21.36,-10.86,-8.80,6.17,38.55,7.17,21.40,-18.02,-3.42,-70.40,-15.09
BalanceInventory_qq,,,-100.00,,-3.45,898.18,-16.27,-26.73,-89.15,37.61,18.25,41.58,38.98,27.23,29.64,-31.81,81.67,5.72,75.06,19.98,27.97,58.02,34.01,17.23,62.70,14.31,-48.22,-9.06,37.08,21.19,45.95,22.51,23.35,17.97,-11.10,13.21,-21.53,2.56,9.89
BalanceInventory_sq,,,-100.00,,-3.45,2.28,-97.96,-18.56,-13.66,,-100.00,-24.94,13.50,,-100.00,-15.66,-0.28,-20.36,-2.78,-35.90,-16.61,18.18,1.26,-24.38,-13.48,0.43,-5.56,-1.60,-13.75,5.31,-9.46,,-13.00,11.40,-9.80,3.35,-6.28,-6.76,
BalanceCurrentReceivables,,31441000,,23205000,23637000,22408000,29672000,32644000,17342000,19057000,192840000,13588000,19349000,19599000,25200000,17898000,19404000,19424000,19114000,18984000,24109000,25899000,22283000,23461000,19335000,20745000,14188000,4729000,6724000,6341000,9675000,7240000,8432000,6144000,4031000,5343000,7500000,6609000,5455000
BalanceCurrentReceivables_yy,,,,,,-28.73,,40.68,-26.63,-14.95,549.91,-58.38,11.57,2.84,-86.93,31.72,0.28,-0.89,-24.15,6.07,24.25,33.34,16.58,23.58,-19.80,-19.90,-36.33,-79.84,-65.22,-69.43,-31.81,53.10,25.40,-3.11,-58.34,-26.20,-11.05,7.57,35.33
BalanceCurrentReceivables_sy,,,,,,-33.28,,-22.39,-14.42,-14.95,41.20,29.02,25.45,53.14,-11.14,47.82,32.64,29.48,-1.77,11.07,12.08,-12.26,-36.82,7.96,12.47,7.77,9.73,-0.18,-14.47,-5.19,-1.83,-8.90,14.58,1.40,3.95,17.58,9.29,27.88,16.78
BalanceCurrentReceivables_qq,,,-100.00,,1.86,-5.20,32.42,10.02,-46.88,9.89,911.91,-92.95,42.40,1.29,28.58,-28.98,8.41,0.10,-1.60,-0.68,27.00,7.42,-13.96,5.29,-17.59,7.29,-31.61,-66.67,42.19,-5.70,52.58,-25.17,16.46,-27.13,-34.39,32.55,40.37,-11.88,-17.46
BalanceCurrentReceivables_sq,,,-100.00,,-0.26,-6.30,-85.17,-11.41,1.26,-9.01,-59.85,-16.93,7.63,1.34,-100.00,-13.96,-1.85,5.46,-4.14,-2.62,-2.29,9.30,5.38,1.01,-0.18,0.04,1.18,-1.35,1.54,6.19,2.20,-2.70,4.25,-3.63,3.94,0.03,8.02,3.10,-1.35
BalanceCurrentInvestments,,,,8224000,258494000,7963000,7142000,263000,263000,1710000,1617000,157764000,158328000,155698000,154612000,158415000,141430000,143092000,145528000,142022000,62732000,45583000,48433000,42525000,22783000,24988000,19881000,17201000,15322000,7875000,7917000,1272000,1403000,3495000,3343000,2192000,2204000,194000,228000
BalanceCurrentInvestments_yy,,,,,,,,-96.80,-99.90,-78.53,-77.36,59886.31,60100.76,9005.15,9461.66,0.41,-10.67,-8.10,-5.88,-10.35,-55.64,-68.14,-66.72,-70.06,-63.68,-45.18,-58.95,-59.55,-32.75,-68.48,-60.18,-92.61,-90.84,-55.62,-57.77,72.33,57.09,-94.45,-93.18
BalanceCurrentInvestments_sy,,,,,,,,,12.89,-15.12,-77.36,-22.72,-18.83,9.81,-42.85,-3.18,-16.20,-7.04,-7.03,21.87,25.12,-0.40,20.14,-7.60,-12.85,-8.93,-3.08,-39.71,-39.73,-19.86,-30.71,-23.19,-10.67,-8.51,-16.02,-21.43,-28.39,-29.15,-47.42
BalanceCurrentInvestments_qq,,,,,3043.17,-96.92,-10.31,-96.32,,550.19,-5.44,9656.59,0.36,-1.66,-0.70,2.46,-10.72,1.18,1.70,-2.41,-55.83,-27.34,6.25,-12.20,-46.42,9.68,-20.44,-13.48,-10.92,-48.60,0.53,-83.93,10.30,149.11,-4.35,-34.43,0.55,-91.20,17.53
BalanceCurrentInvestments_sq,,,,,,-1.16,-100.00,-2.79,,-21.30,-100.00,2.55,3.68,5.90,-100.00,-5.02,-1.70,0.59,-8.42,3.84,0.84,0.38,1.00,-0.76,-2.51,-1.92,-2.63,-0.55,-4.79,0.23,1.10,-0.74,,-2.05,-2.18,-16.08,-1.22,-1.98,-1.78
BalanceCash,,9110000,,8787000,4089000,9689000,11186000,17165000,34659000,46380000,46413000,79271000,66853000,25130000,15225000,10695000,58898000,31503000,26807000,27450000,45296000,35610000,74685000,69033000,45959000,39335000,38490000,36678000,36498000,36729000,41100000,47351000,37144000,67792000,45521000,68094000,158206000,82713000,85570000
BalanceCash_yy,,,,,,6.36,,95.35,747.62,378.69,314.92,361.82,92.89,-45.82,-67.20,-86.51,-11.90,25.36,76.07,156.66,-23.09,13.04,178.60,151.49,1.46,10.46,-48.46,-46.87,-20.59,-6.63,6.78,29.10,1.77,84.57,10.76,43.81,325.93,22.01,87.98
BalanceCash_sy,,,,,,-25.34,,17.96,-4.22,49.06,47.90,74.64,67.54,47.03,-85.55,10.26,-0.68,2.12,61.03,-16.31,-15.35,-31.34,15.00,59.42,0.43,10.16,-23.92,21.56,-20.59,-12.10,2.40,26.30,-28.78,21.88,23.36,-27.85,31.34,12.38,-19.53
BalanceCash_qq,,,-100.00,,-53.47,136.95,15.45,53.45,101.92,33.82,0.07,70.79,-15.67,-62.41,-39.42,-29.75,450.71,-46.51,-14.91,2.40,65.01,-21.38,109.73,-7.57,-33.42,-14.41,-2.15,-4.71,-0.49,0.63,11.90,15.21,-21.56,82.51,-32.85,49.59,132.33,-47.72,3.45
BalanceCash_sq,,,-100.00,,-19.89,-33.79,-100.00,-31.11,-25.22,11.75,-96.57,-56.07,-27.38,4.53,-100.00,-6.76,-8.56,-11.41,-29.34,2.46,1.16,13.14,-8.88,-4.89,-15.98,0.36,-4.74,-4.71,-7.70,-14.40,-5.11,7.88,-49.70,48.95,-9.20,-10.05,-15.06,11.73,-25.77
BalanceOtherCurrentAssets,,2874000,,477000,1201000,3163000,3405000,1186000,2869000,2050000,1424000,1332000,2721000,1802000,1993000,597000,2696000,2127000,7545000,1242000,10046000,12914000,13037000,10800000,5554000,7234000,2934000,2762000,3140000,5480000,5887000,7048000,7215000,9753000,7577000,7271000,7024000,8228000,2767000
BalanceOtherCurrentAssets_yy,,,,,,10.06,,148.64,138.88,-35.19,-58.18,12.31,-5.16,-12.10,39.96,-55.18,-0.92,18.04,278.58,108.04,272.63,507.15,72.79,769.57,-44.71,-43.98,-77.49,-74.43,-43.46,-24.25,100.65,155.18,129.78,77.97,28.71,3.16,-2.65,-15.64,-63.48
BalanceOtherCurrentAssets_sy,,,,,,-41.94,,-31.14,-21.12,-5.87,-34.50,2.26,5.30,-11.75,-21.01,62.50,5.75,17.36,-1.38,-1.89,8.65,17.47,20.46,11.50,7.04,-2.02,-15.99,-7.52,1.27,-1.21,-19.54,-4.14,-13.06,3.81,15.73,-11.67,7.91,2.69,6.44
BalanceOtherCurrentAssets_qq,,,-100.00,,151.78,163.36,7.65,-65.17,141.91,-28.55,-30.54,-6.46,104.28,-33.77,10.60,-70.05,351.59,-21.11,254.72,-83.54,708.86,28.55,0.95,-17.16,-48.57,30.25,-59.44,-5.86,13.69,74.52,7.43,19.72,2.37,35.18,-22.31,-4.04,-3.40,17.14,-66.37
BalanceOtherCurrentAssets_sq,,,-100.00,,26.23,-14.29,-45.72,-49.88,53.50,-19.44,-38.24,-40.00,45.76,-13.95,-100.00,-15.12,12.87,-6.74,-29.11,-38.99,49.46,-5.38,-2.04,-17.09,22.68,-13.43,-1.25,-5.95,22.62,-20.30,-13.79,-1.13,28.03,-1.19,-4.44,-29.67,9.91,-1.52,-0.46
BalanceAssetsForSale,,,,719000,719000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,-59.51,-50.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,,404010000,,632682000,634397000,762194000,772167000,638485000,555913000,579565000,571595000,652358000,667096000,656828000,682624000,681500000,723166000,699363000,695761000,737553000,689108000,675122000,729082000,732290000,532474000,531364000,468066000,458857000,465646000,472930000,499510000,523343000,530541000,572939000,507350000,534899000,439835000,344949000,326281000
BalanceTotalAssets_yy,,,,,,88.66,,0.92,-12.37,-23.96,-25.98,2.17,20.00,13.33,19.42,4.47,8.41,6.48,1.92,8.22,-4.71,-3.47,4.79,-0.71,-22.73,-21.29,-35.80,-37.34,-12.55,-11.00,6.72,14.05,13.94,21.15,1.57,2.21,-17.10,-39.79,-35.69
BalanceTotalAssets_sy,,,,,,-6.40,,-5.41,3.85,-3.46,-8.32,17.84,23.18,27.33,1.03,17.60,36.20,26.40,25.54,5.74,4.70,4.81,5.21,11.46,11.66,9.00,7.80,-0.08,-3.06,-2.68,-1.38,3.60,4.88,-2.82,-1.42,-1.61,-1.81,2.75,1.48
BalanceTotalAssets_qq,,,-100.00,,0.27,20.14,1.31,-17.31,-12.93,4.25,-1.38,14.13,2.26,-1.54,3.93,-0.16,6.11,-3.29,-0.52,6.01,-6.57,-2.03,7.99,0.44,-27.29,-0.21,-11.91,-1.97,1.48,1.56,5.62,4.77,1.38,7.99,-11.45,5.43,-17.77,-21.57,-5.41
BalanceTotalAssets_sq,,,-100.00,,-0.43,-0.31,-73.29,-9.08,4.03,-4.18,-56.88,3.85,4.33,1.04,-100.00,-0.16,2.71,2.56,-2.03,-0.86,-0.18,2.20,2.29,2.80,0.24,-0.79,0.91,-0.51,1.02,1.48,-0.01,0.60,0.12,-1.46,0.74,-0.16,-0.45,-0.86,
BalanceCapital,,225383000,,128177000,125560000,196794000,194453000,328940000,338285000,408070000,411240000,428075000,429504000,433223000,435252000,428022000,420286000,415461000,407576000,390866000,397119000,380864000,377073000,374892000,306338000,306906000,318219000,317088000,317606000,331921000,336666000,332999000,328971000,339622000,300164000,289183000,185021000,122249000,120648000
BalanceCapital_yy,,,,,,-12.68,,156.63,169.42,107.36,111.49,30.14,26.97,6.16,5.84,-0.01,-2.15,-4.10,-6.36,-8.68,-5.51,-8.33,-7.48,-4.09,-22.86,-19.42,-15.61,-15.42,3.68,8.15,5.80,5.02,3.58,2.32,-10.84,-13.16,-43.76,-64.00,-59.81
BalanceCapital_sy,,,,,,-4.30,,2.21,2.12,-0.19,-6.82,19.22,25.47,22.95,-1.92,29.43,27.70,14.82,29.14,8.87,9.40,4.13,1.18,10.70,6.63,9.17,7.99,4.98,3.68,-0.20,-4.14,3.64,-2.42,-1.66,-0.54,-2.53,-2.39,3.28,3.40
BalanceCapital_qq,,,-100.00,,-2.04,56.73,-1.19,69.16,2.84,20.63,0.78,4.09,0.33,0.87,0.47,-1.66,-1.81,-1.15,-1.90,-4.10,1.60,-4.09,-1.00,-0.58,-18.29,0.19,3.69,-0.36,0.16,4.51,1.43,-1.09,-1.21,3.24,-11.62,-3.66,-36.02,-33.93,-1.31
BalanceCapital_sq,,,-100.00,,-1.80,0.98,-24.22,-3.17,2.48,-3.88,-3.78,1.58,0.78,1.67,-100.00,-1.54,7.46,3.28,-1.89,-1.60,1.80,0.44,1.60,2.95,1.84,0.37,2.26,-0.36,2.10,-0.46,-0.38,1.88,3.14,-1.43,0.70,-1.40,0.65,-0.93,1.49
BalanceShareCapital,,4743000,,8074000,7576000,7915000,7915000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,12033000,11133000,11133000,11133000,11133000,11133000,11133000,11133000,11133000,11133000,11133000,9130000,9130000,6117000,6117000
BalanceShareCapital_yy,,,,,,66.88,,49.03,58.83,52.03,52.03,,,,,,,,,,,,,,,-7.48,-7.48,-7.48,-7.48,,,,,,,-17.99,-17.99,-45.06,-45.06
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,-100.00,,-6.17,4.47,,52.03,,,,,,,,,,,,,,,,,,-7.48,,,,,,,,,,-17.99,,-33.00,
BalanceShareCapital_sq,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,-126171000,,,,,,,,,,,,,,,,,,,,,,,,,-295000,-720000,-725000,-725000,-725000,-725000,-725000,-725000,-43599000,,-98525000,-39992000,-39992000
BalanceOwnShares_yy,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,-145.76,-0.69,,,-5913.66,100.00,-13489.66,-5416.14,8.27
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.76,100.00,-21.41,99.70,8.27
BalanceOwnShares_qq,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,-144.07,-0.69,,,,,,-5913.66,100.00,,59.41,
BalanceOwnShares_sq,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,-2.36,-0.01,,,,,,,24.98,,,
BalanceReserve,,152897000,,342187000,342685000,178646000,179099000,279881000,279881000,304038000,304038000,309277000,309277000,321375000,338591000,335805000,342403000,368760000,367515000,381501000,382422000,383965000,381349000,378183000,376378000,377278000,377278000,372698000,369761000,368911000,372861000,373038000,370799000,389995000,254634000,212227000,213951000,159769000,159769000
BalanceReserve_yy,,,,,,16.84,,-18.21,-18.33,70.19,69.76,10.50,10.50,5.70,11.36,8.58,10.71,14.74,8.54,13.61,11.69,4.12,3.76,-0.87,-1.58,-1.74,-1.07,-1.45,-1.76,-2.22,-1.17,0.09,0.28,5.72,-31.71,-43.11,-42.30,-59.03,-37.26
BalanceReserve_sy,,,,,,1.75,,0.02,0.80,3.05,0.05,2.01,4.88,11.06,0.23,12.36,6.67,,22.16,13.61,11.48,3.88,0.60,2.75,1.04,3.48,5.18,3.50,3.11,,-0.57,-0.10,-0.20,0.11,0.46,,0.14,0.09,0.98
BalanceReserve_qq,,,-100.00,,0.15,-47.87,0.25,56.27,,8.63,,1.72,,3.91,5.36,-0.82,1.96,7.70,-0.34,3.81,0.24,0.40,-0.68,-0.83,-0.48,0.24,,-1.21,-0.79,-0.23,1.07,0.05,-0.60,5.18,-34.71,-16.65,0.81,-25.32,
BalanceReserve_sq,,,-100.00,,,,-83.24,,,0.16,,,,3.48,-100.00,,,3.90,-0.88,,,0.60,,,,0.24,,,,,,,,0.01,,,,,
BalanceNonshareCapital,,17857000,,7655000,7601000,23543000,34042000,33135000,19580000,18224000,13352000,16845000,15282000,18842000,16038000,11664000,7757000,2289000,1601000,1878000,13707000,14067000,32361000,31271000,37986000,37555000,-48000,100000,206000,55000,174000,-75000,-96000,,,,,,
BalanceNonshareCapital_yy,,,,,,31.84,,332.85,157.60,-22.59,-60.78,-49.16,-21.95,3.39,20.12,-30.76,-49.24,-87.85,-90.02,-83.90,76.70,514.55,1921.30,1565.12,177.13,166.97,-100.15,-99.68,-99.46,-99.85,462.50,-175.00,-146.60,-100.00,-100.00,100.00,100.00,,
BalanceNonshareCapital_sy,,,,,,-12.50,,3.16,13.36,-11.30,-30.39,-16.44,-14.08,9.01,38.63,4.22,-49.24,-2.28,100.00,-17.02,0.68,-0.33,-9.17,-6.66,-5.96,-0.26,-10.16,-41.82,-42.10,-32.56,-42.82,-28.52,-42.92,-8.92,6.48,-7.00,-6.38,,
BalanceNonshareCapital_qq,,,-100.00,,-0.71,209.74,44.59,-2.66,-40.91,-6.93,-26.73,26.16,-9.28,23.30,-14.88,-27.27,-33.50,-70.49,-30.06,17.30,629.87,2.63,130.05,-3.37,21.47,-1.13,-100.13,308.33,106.00,-73.30,216.36,-143.10,-28.00,100.00,,,,,
BalanceNonshareCapital_sq,,,-100.00,,-7.82,,-100.00,-1.33,-3.43,-7.28,-100.00,54.38,-9.28,6.82,-100.00,-18.75,4.29,1.13,0.14,-3.91,1.84,-3.60,-2.34,9.92,0.13,0.83,3.97,-7.50,2.53,-0.13,23.08,2.16,9.28,16.16,,,,,
BalanceNoncurrentLiabilities,,35200000,,108953000,135844000,214537000,139868000,139900000,84485000,107799000,96591000,154970000,166519000,168444000,179432000,133704000,217610000,177916000,186925000,196520000,195037000,199935000,206253000,207108000,81973000,76447000,78617000,105004000,95172000,109237000,123426000,152565000,167816000,143706000,159664000,117413000,130225000,25247000,20553000
BalanceNoncurrentLiabilities_yy,,,,,,509.48,,28.40,-37.81,-49.75,-30.94,10.77,97.10,56.26,85.76,-13.72,30.68,5.62,4.18,46.98,-10.37,12.38,10.34,5.39,-57.97,-61.76,-61.88,-49.30,16.10,42.89,57.00,45.29,76.33,31.55,29.36,-23.04,-22.40,-82.43,-87.13
BalanceNoncurrentLiabilities_sy,,,,,,-21.30,,19.13,12.25,-5.40,-41.26,-30.91,6.16,66.10,-2.83,29.17,83.90,5.61,23.15,6.98,-9.51,12.38,23.13,24.07,1.82,14.50,0.46,-11.76,4.92,12.45,12.26,-0.40,-6.66,-20.01,9.35,-1.38,-6.49,-6.70,6.95
