,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceProperty_yy,,,,,41.00,,,,-2.84,,,,87.59,,,,1077.82,,,,-14.63,-10.84,-12.36,-12.25,-25.85,-32.82,6609.71,7101.59,7749.16,8806.45,2.96,-0.18,4.23,4.99,-8.23,-4.15,-10.77,-10.88,-7.13
BalanceProperty_sy,,,,,-4.54,,,,0.33,,,,4.66,,,,2.33,,,,3.59,6.39,3.39,7.66,1.70,-0.17,10.79,6.54,7.53,8.49,2.55,1.34,0.21,0.96,-2.66,-0.12,0.53,-1.37,-1.10
BalanceProperty_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-8.56,-4.44,-5.26,3.11,-4.49,-6.08,-5.13,-12.87,-13.47,9280.64,1.82,-5.03,-1.81,8.44,-1.28,-0.84,-1.09,-5.22,3.10,-7.68,-1.21,-1.23
BalanceProperty_sq,,-2.54,,,,-1.28,,,,-1.04,,,,-0.50,,,,-0.54,-0.58,-0.13,0.66,1.70,-0.57,1.29,0.20,-1.50,1.82,0.42,2.12,-0.20,0.20,-0.16,,-0.77,-0.56,-0.83,-0.39,-0.24,-1.23
BalanceNoncurrentReceivables,28000,28000,28000,28000,46000,46000,33000,66000,65000,,67000,67000,67000,64000,,934000,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,64.29,64.29,17.86,135.71,41.30,-100.00,103.03,1.52,3.08,,-100.00,1294.03,-100.00,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,1.92,,12.10,18.76,,,9.75,-11.70,20.30,,-1.28,-8.74,-14.53,5.04,,15.34,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,64.29,,-28.26,100.00,-1.52,-100.00,,,,-4.48,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,-7.79,,,-100.00,-0.76,0.84,,,,-0.63,,,-14.42,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,807000,,,,620000,,,,401000,,,,172000,,,,50000,50000,50000,50000,84000,83000,50000,50000,50000,50000,3396000,6279000,2000,15403000,2000,2000,2000,2000,2000,2000,,,
BalanceNoncurrInvestments_yy,,,,,-23.17,,,,-35.32,,,,-57.11,,,,-70.93,,,,68.00,66.00,,,-40.48,-39.76,6692.00,12458.00,-96.00,30706.00,-99.94,-99.97,,-99.99,,,-100.00,-100.00,-100.00
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,-23.71,,,,-9.62,,,,-3.02,12.52,,,-6.04,-8.19,-2.94,-6.68,-4.83,-7.94,-9.34,-17.20,,-14.67,,,-4.96,-0.58,-3.77
BalanceNoncurrInvestments_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,,,,68.00,-1.19,-39.76,,,,6692.00,84.89,-99.97,770050.00,-99.99,,,,,,-100.00,,
BalanceNoncurrInvestments_sq,,,,,,0.12,,,,,,,,,,,,,,,-1.50,,,,,,,,-1.39,,-1.65,,,,,,,,
BalanceOtherNoncurrentAssets,76000,,,,259000,,,,606000,,,,1368000,,,,5933000,3500000,5903000,6345000,4756000,4756000,4851000,5760000,5995000,4713000,10893000,20505000,6265000,13377000,11571000,10640000,9392000,9489000,12686000,12669000,8115000,8115000,8115000
BalanceOtherNoncurrentAssets_yy,,,,,240.79,,,,133.98,,,,125.74,,,,333.70,,,,-19.84,35.89,-17.82,-9.22,26.05,-0.90,124.55,255.99,4.50,183.83,6.22,-48.11,49.91,-29.06,9.64,19.07,-13.60,-14.48,-36.03
BalanceOtherNoncurrentAssets_sy,,,,,-1.54,,,,15.16,,,,32.27,,,,14.45,,,,5.86,13.81,4.67,9.07,25.42,20.96,8.88,31.29,7.46,17.98,24.42,16.06,26.03,9.53,8.29,9.59,-3.00,-5.31,2.28
BalanceOtherNoncurrentAssets_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-41.01,68.66,7.49,-25.04,,2.00,18.74,4.08,-21.38,131.13,88.24,-69.45,113.52,-13.50,-8.05,-11.73,1.03,33.69,-0.13,-35.95,,
BalanceOtherNoncurrentAssets_sq,,-1.24,,,,-3.80,,,,0.08,,,,-4.51,,,,-0.22,1.77,-0.47,5.11,,1.00,1.41,21.50,0.54,1.49,1.54,17.48,,2.96,0.64,11.08,0.18,1.82,-1.56,-3.42,,
BalanceCurrentAssets,10535000,,,,12058000,,,,8432000,,8245000,10734000,12913000,7451000,,58502000,99127000,68510000,44219000,52317000,61610000,64450000,41178000,42124000,74999000,72332000,92041000,124740000,136310000,83832000,77220000,76356000,86923000,88827000,85894000,91214000,37126000,36385000,35204000
BalanceCurrentAssets_yy,,,,,14.46,,,,-30.07,,,,53.14,,-100.00,445.02,667.65,819.47,,-10.57,-37.85,-5.93,-6.88,-19.48,21.73,12.23,123.52,196.13,81.75,15.90,-16.10,-38.79,-36.23,5.96,11.23,19.46,-57.29,-59.04,-59.01
BalanceCurrentAssets_sy,,,,,-5.44,,,,16.74,,,,10.23,,14.31,12.44,1.82,13.38,,6.02,10.63,6.40,9.18,9.22,8.68,8.78,6.21,10.38,10.86,7.48,6.80,7.32,7.48,13.43,8.04,10.42,0.67,4.17,11.28
BalanceCurrentAssets_qq,,-100.00,,,,-100.00,,,,-100.00,,30.19,20.30,-42.30,-100.00,,69.44,-30.89,-35.46,18.31,17.76,4.61,-36.11,2.30,78.04,-3.56,27.25,35.53,9.28,-38.50,-7.89,-1.12,13.84,2.19,-3.30,6.19,-59.30,-2.00,-3.25
BalanceCurrentAssets_sq,,-12.28,,,,-5.94,,,,-9.84,,-100.00,18.31,-10.22,3.01,,13.65,-3.81,-0.12,0.43,14.65,3.31,1.40,-0.19,16.79,1.06,-3.00,0.06,9.30,-5.14,2.46,0.40,14.26,-2.30,1.36,-1.09,4.77,-6.50,4.63
BalanceInventory,529000,,,,250000,,,,440000,,,,990000,,,,1924000,3093000,1352000,2788000,2376000,6401000,6486000,6496000,6598000,6759000,6831000,8488000,2616000,,126000,17046000,99000,15445000,15443000,18243000,15347000,15347000,15347000
BalanceInventory_yy,,,,,-52.74,,,,76.00,,,,125.00,,,,94.34,,,,23.49,106.95,379.73,133.00,177.69,5.59,5.32,30.67,-60.35,-100.00,-98.16,100.82,-96.22,,12156.35,7.02,15402.02,-0.63,-0.62
BalanceInventory_sy,,,,,-27.50,,,,43.56,,,,8.20,,,,-0.27,,,,10.43,11.86,20.69,-5.97,-9.02,-0.22,3.19,3.60,2.14,-6.36,-8.70,-8.44,-14.39,,3.46,6.47,21.03,8.52,4.53
BalanceInventory_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,60.76,-56.29,106.21,-14.78,169.40,1.33,0.15,1.57,2.44,1.07,24.26,-69.18,-100.00,,13428.57,-99.42,15501.01,-0.01,18.13,-15.87,,
BalanceInventory_sq,,-3.08,,,,10.47,,,,6.63,,,,6.47,,,,13.19,-3.56,9.59,-14.78,7.74,8.48,0.15,-20.54,19.98,0.29,2.50,-18.10,17.14,,1.30,-20.56,10.20,6.66,0.08,-4.89,,
BalanceCurrentReceivables,4832000,28000,28000,28000,3733000,46000,33000,66000,4167000,,67000,67000,10742000,64000,,934000,50837000,49870000,42647000,45923000,52555000,55563000,31781000,29283000,49898000,46166000,64389000,101821000,68281000,72664000,73755000,54406000,37511000,66992000,55503000,58512000,20324000,20151000,18152000
BalanceCurrentReceivables_yy,,,,,-22.74,64.29,17.86,135.71,11.63,-100.00,103.03,1.52,157.79,,-100.00,1294.03,373.25,77821.88,,4816.81,3.38,11.42,-25.48,-36.23,-5.06,-16.91,102.60,247.71,36.84,57.40,14.55,-46.57,-45.06,-7.81,-24.75,7.55,-45.82,-69.92,-67.30
BalanceCurrentReceivables_sy,,,,,-10.22,-3.27,7.29,24.68,32.17,12.95,16.40,7.06,22.25,,16.46,8.00,0.70,13.30,,20.40,22.30,10.19,8.59,15.77,21.23,15.24,15.24,25.05,-9.84,-6.52,5.10,-10.19,5.68,4.19,2.75,1.68,7.46,8.87,8.31
BalanceCurrentReceivables_qq,,-99.42,,,13232.14,-98.77,-28.26,100.00,6213.64,-100.00,,,15932.84,-99.40,-100.00,,5342.93,-1.90,-14.48,7.68,14.44,5.72,-42.80,-7.86,70.40,-7.48,39.47,58.13,-32.94,6.42,1.50,-26.23,-31.05,78.59,-17.15,5.42,-65.27,-0.85,-9.92
BalanceCurrentReceivables_sq,,-29.99,,,18.79,-8.05,6.28,-100.00,21.88,-14.16,,,18.05,-25.05,6.57,,12.38,-10.62,9.93,-2.54,13.58,-4.57,8.94,3.03,20.24,-8.30,-1.24,5.34,3.42,-5.30,9.86,-7.28,16.28,-3.65,4.61,-1.48,26.60,-13.90,9.65
BalanceCurrentInvestments,,,,,,,,,,,,,,638000,,,8000,,,,,,,,5473000,8892000,2488000,2485000,798000,804000,716000,713000,10277000,607000,3613000,3238000,18000,18000,-412000
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,,-100.00,,,-100.00,,,,,,,,-85.42,-90.96,-71.22,-71.31,1187.84,-24.50,404.61,354.14,-99.82,-97.03,-111.40
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,,-18.90,,,-42.57,,,,,,,,45.10,23.12,2.92,-8.84,-24.14,-20.18,-27.67,-20.03,-25.00,-37.32,-4.45
BalanceCurrentInvestments_qq,,,,,,,,,,,,,,,-100.00,,,-100.00,,,,,,,,62.47,-72.02,-0.12,-67.89,0.75,-10.95,-0.42,1341.37,-94.09,495.22,-10.38,-99.44,,-2388.89
BalanceCurrentInvestments_sq,,,,,,,,,,,,,,,-13.82,,,2.05,,,,,,,,3.00,-18.26,-3.00,4.24,0.41,-5.84,,-22.12,0.81,-3.50,-2.83,-0.40,,-14.42
BalanceCash,647000,,,,534000,,,,131000,,,,390000,,,,42444000,1412000,220000,893000,3241000,1412000,776000,2500000,6990000,1341000,3974000,1712000,61089000,2157000,80000,343000,1498000,62000,68000,55000,995000,427000,1563000
BalanceCash_yy,,,,,-17.47,,,,-75.47,,,,197.71,,,,10783.08,,,,-92.36,,252.73,179.96,115.67,-5.03,412.11,-31.52,773.95,60.85,-97.99,-79.96,-97.55,-97.13,-15.00,-83.97,-33.58,588.71,2198.53
BalanceCash_sy,,,,,-9.66,,,,-4.34,,,,2.22,,,,15.20,,,,0.91,,10.48,2.10,15.77,-13.33,29.94,2.23,43.00,6.95,-0.50,10.48,-5.74,23.39,20.09,7.03,-3.22,-1.97,3.29
BalanceCash_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-96.67,-84.42,305.91,262.93,-56.43,-45.04,222.16,179.60,-80.82,196.35,-56.92,3468.28,-96.47,-96.29,328.75,336.73,-95.86,9.68,-19.12,1709.09,-57.09,266.04
BalanceCash_sq,,7.04,,,,-7.12,,,,-2.91,,,,-7.74,,,,2.46,-14.45,4.15,17.41,5.46,-29.15,-5.80,23.59,-0.76,2.00,-17.96,46.15,-28.09,-1.18,4.28,26.30,13.46,-8.78,-14.68,7.76,-4.11,3.09
BalanceOtherCurrentAssets,4527000,,,,7541000,,,,3694000,,,,791000,,,,3914000,14135000,,2713000,3438000,1074000,2135000,3845000,6040000,9174000,14359000,10234000,3526000,8207000,2543000,3848000,37538000,5721000,11267000,11166000,442000,442000,554000
BalanceOtherCurrentAssets_yy,,,,,66.58,,,,-51.01,,,,-78.59,,,,394.82,,,,-12.16,-92.40,,41.73,75.68,754.19,572.55,166.16,-41.62,-10.54,-82.29,-62.40,964.61,-30.29,343.06,190.18,-98.82,-92.27,-95.08
BalanceOtherCurrentAssets_sy,,,,,-0.74,,,,17.67,,,,13.19,,,,18.51,,,,8.12,24.82,,29.55,15.80,4.91,-7.48,-1.99,-0.40,-5.64,7.62,29.59,22.24,21.04,22.77,8.31,-0.62,-2.60,4.72
BalanceOtherCurrentAssets_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,261.14,-100.00,,26.72,-68.76,98.79,80.09,57.09,51.89,56.52,-28.73,-65.55,132.76,-69.01,51.32,875.52,-84.76,96.94,-0.90,-96.04,,25.34
BalanceOtherCurrentAssets_sq,,2.40,,,,26.97,,,,24.40,,,,19.78,,,,12.94,-8.66,,-11.27,19.48,-0.86,-10.29,,24.03,-5.60,-13.65,-4.08,13.70,9.03,1.77,-0.76,10.00,6.26,-4.91,-9.40,,7.99
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6184000,,,,,6472000,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,-100.00
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.00,,,,,-25.00
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,-100.00,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,,,,,-8.26,,,
BalanceTotalAssets,12347000,7054000,6646000,7416000,13630000,8552000,9882000,10250000,9683000,7824000,9687000,13569000,15613000,10338000,,161293000,166009000,130841000,109330000,117498000,126897000,129459000,105635000,109347000,140090000,135701000,351016000,408201000,414729000,385583000,363774000,359706000,364538000,371997000,369278000,368417000,226429000,223455000,220071000
BalanceTotalAssets_yy,,,,,10.39,21.24,48.69,38.21,-28.96,-8.51,-1.97,32.38,61.24,32.13,-100.00,1088.69,963.27,1165.63,,-27.15,-23.56,-1.06,-3.38,-6.94,10.40,4.82,232.29,273.31,196.04,184.14,3.63,-11.88,-12.10,-3.52,1.51,2.42,-37.89,-39.93,-40.41
BalanceTotalAssets_sy,,,,,,2.02,6.26,7.68,9.51,9.90,6.68,21.54,9.75,11.99,8.10,29.12,7.56,12.27,,6.42,7.75,8.03,3.34,7.55,11.16,7.96,7.01,12.37,6.62,5.23,7.30,5.08,6.36,8.83,6.76,6.43,5.64,4.20,5.78
BalanceTotalAssets_qq,,-42.87,-5.78,11.59,83.79,-37.26,15.55,3.72,-5.53,-19.20,23.81,40.07,15.06,-33.79,-100.00,,2.92,-21.18,-16.44,7.47,8.00,2.02,-18.40,3.51,28.12,-3.13,158.67,16.29,1.60,-7.03,-5.66,-1.12,1.34,2.05,-0.73,-0.23,-38.54,-1.31,-1.51
BalanceTotalAssets_sq,,-6.44,-3.42,-100.00,8.51,-3.08,2.09,-100.00,8.98,-5.24,1.78,-100.00,13.90,-3.24,2.41,,6.64,1.00,2.23,1.09,5.24,1.56,1.48,-0.19,8.93,0.94,-0.07,0.38,4.84,-2.34,3.15,2.67,7.55,-0.39,0.63,-0.74,5.36,-2.04,2.11
BalanceCapital,4354000,4335000,3800000,4094000,4198000,3690000,3806000,3614000,2257000,1599000,1487000,2436000,2784000,2116000,,99891000,48171000,46456000,47651000,48687000,53036000,52459000,51520000,50880000,56486000,55711000,60182000,63879000,46568000,74270000,51640000,55390000,55493000,56117000,42706000,58645000,-100652000,-108335000,-110980000
BalanceCapital_yy,,,,,-3.58,-14.88,0.16,-11.72,-46.24,-56.67,-60.93,-32.60,23.35,32.33,-100.00,4000.62,1630.28,2095.46,,-51.26,10.10,12.92,8.12,4.50,6.51,6.20,16.81,25.55,-17.56,33.31,-14.19,-13.29,19.17,-24.44,-17.30,5.88,-281.38,-293.05,-359.87
BalanceCapital_sy,,,,,0.81,3.92,3.44,-8.09,3.64,6.76,6.07,9.25,8.08,6.88,6.80,14.49,3.30,6.16,,6.50,8.77,5.77,4.26,2.34,3.92,4.15,3.20,3.52,2.46,3.04,4.00,3.32,8.54,2.47,3.48,5.23,4.69,6.73,3.21
BalanceCapital_qq,,-0.44,-12.34,7.74,2.54,-12.10,3.14,-5.04,-37.55,-29.15,-7.00,63.82,14.29,-23.99,-100.00,,-51.78,-3.56,2.57,2.17,8.93,-1.09,-1.79,-1.24,11.02,-1.37,8.03,6.14,-27.10,59.49,-30.47,7.26,0.19,1.12,-23.90,37.32,-271.63,-7.63,-2.44
BalanceCapital_sq,,0.06,-2.79,-100.00,1.00,0.63,-0.18,-100.00,5.55,2.64,0.93,-100.00,6.78,1.14,-0.15,,2.92,2.90,-1.04,1.68,3.20,1.68,-1.62,1.05,3.02,1.79,-2.35,2.49,1.92,1.16,-1.28,1.12,3.86,0.68,-2.14,2.54,2.59,0.62,
BalanceShareCapital,509000,,,,510000,,,,510000,,,,510000,,,,15341000,15341000,15359000,15359000,15359000,15359000,15359000,15359000,15359000,15359000,16868000,16868000,16868000,19888000,19888000,19888000,19888000,19888000,19888000,29756000,30725000,30725000,30725000
BalanceShareCapital_yy,,,,,0.20,,,,,,,,,,,,2908.04,,,,0.12,0.12,,,,,9.82,9.82,9.82,29.49,17.90,17.90,17.90,,,49.62,54.49,54.49,54.49
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,,0.12,,,,,,,,9.82,,,17.90,,,,,,49.62,3.26,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,-534000,-534000,-629000,-629000,-534000,-534000,-534000,-534000,-533000,-533000,-533000,-533000,-533000,-533000,-533000,-533000,-533000,-533000,-533000,-533000,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,15.10,15.10,0.19,0.19,0.19,0.19,,,,,,,,,100.00,100.00,100.00
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,-5.30,,,,,,,,,,,,,,9.36,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,-17.79,,15.10,,,,0.19,,,,,,,,,,,,100.00,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,2898000,,,,3335000,,,,3688000,,,,3687000,,,,40395000,40397000,41483000,41655000,40395000,39816000,40879000,40879000,43576000,40354000,45792000,45786000,45802000,49653000,55285000,54325000,54890000,54897000,54896000,64765000,84364000,84364000,84364000
BalanceReserve_yy,,,,,15.08,,,,10.58,,,,-0.03,,,,995.61,,,,,-1.44,-1.46,-1.86,7.87,1.35,12.02,12.00,5.11,23.04,20.73,18.65,19.84,10.56,-0.70,19.22,53.70,53.68,53.68
BalanceReserve_sy,,,,,3.00,,,,0.02,,,,0.42,,,,2.78,,,,,1.02,1.99,1.46,5.27,1.84,1.86,2.26,0.76,1.80,5.04,3.01,4.18,3.15,3.19,3.47,3.54,3.46,1.36
BalanceReserve_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,,2.69,0.41,-3.02,-1.43,2.67,,6.60,-7.39,13.48,-0.01,0.03,8.41,11.34,-1.74,1.04,0.01,,17.98,30.26,,
BalanceReserve_sq,,,,,,,,,,,,,,,,,,,0.56,,,,0.68,,,,0.96,,,,3.15,,0.01,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,4462000,5051000,2129000,8107000,1671000,2904000,3317000,1939000,1822000,1209000,-4266000,1794000,1613000
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.55,-42.51,55.80,-76.08,9.04,-58.37,-228.61,-7.48,-11.47
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,-4.07,8.72,6.94,9.98,3.84,-6.72,4.83,-8.07
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.20,-57.85,280.79,-79.39,73.79,14.22,-41.54,-6.03,-33.64,-452.85,142.05,-10.09
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,-3.16,0.71,0.66,5.54,-4.36,-0.56,0.06,12.10,-1.77,1.64
BalanceNoncurrentLiabilities,3477000,,,,4359000,,,,1350000,,,,1281000,,,5226000,26091000,12011000,14842000,24070000,14176000,14082000,21202000,27128000,21113000,20840000,152550000,207790000,174282000,169141000,170553000,164432000,167483000,166702000,125031000,146363000,144956000,143556000,142230000
BalanceNoncurrentLiabilities_yy,,,,,25.37,,,,-69.03,,,,-5.11,,,,1936.77,,,360.58,-45.67,17.24,42.85,12.70,48.93,47.99,619.51,665.96,725.47,711.62,11.80,-20.87,-3.90,-1.44,-26.69,-10.99,-13.45,-13.88,13.76
BalanceNoncurrentLiabilities_sy,,,,,-16.48,,,,10.00,,,,-5.11,,,,-2.88,,,8.23,-3.51,-4.61,-4.66,3.26,18.03,-3.28,6.70,21.27,9.98,9.88,9.70,-2.03,3.00,5.85,-9.98,-7.76,11.57,10.22,13.08
BalanceNoncurrentLiabilities_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,399.25,-53.96,23.57,62.17,-41.11,-0.66,50.56,27.95,-22.17,-1.29,632.01,36.21,-16.13,-2.95,0.83,-3.59,1.86,-0.47,-25.00,17.06,-0.96,-0.97,-0.92
BalanceNoncurrentLiabilities_sq,,-3.62,,,,-1.40,,,,-5.08,,,,-2.63,,,-0.66,1.51,-0.75,-0.88,-5.15,7.86,-7.07,-0.77,6.80,-0.92,0.92,0.04,2.18,-0.64,-0.26,-2.10,3.54,-2.39,-5.00,-0.89,-0.46,1.36,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,-50.54,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,11742000,7000000,10500000,19000000,10830000,10726000,19126000,25000000,19524000,19251000,33636000,63377000,58153000,53790000,50759000,48089000,52676000,53277000,14294000,38746000,32524000,32524000,32524000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,,,-7.77,53.23,82.15,31.58,80.28,79.48,75.87,153.51,197.85,179.41,50.91,-24.12,-9.42,-0.95,-71.84,-19.43,-38.26,-38.95,127.54
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,,,-4.34,2.61,-16.89,-9.60,26.72,-11.35,-3.16,10.22,0.94,-0.74,-4.78,-8.90,-9.00,-4.18,-17.93,-14.96,-6.78,-8.50,1.11
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,,,,,,,-40.38,50.00,80.95,-43.00,-0.96,78.31,30.71,-21.90,-1.40,74.72,88.42,-8.24,-7.50,-5.63,-5.26,9.54,1.14,-73.17,171.06,-16.06,,
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,,,,,,,-1.22,-2.29,-1.01,-10.02,0.80,-10.96,1.73,-7.06,-4.20,-0.60,-4.96,-1.28,-6.10,-12.67,-5.20,-2.30,-4.57,-11.75,-1.46,-9.30,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,3477000,,,,4359000,,,,1350000,,,,1246000,,,,14349000,5011000,4342000,5070000,3346000,3356000,2076000,2128000,1589000,1589000,118914000,144413000,116129000,115351000,119794000,116343000,114807000,113425000,110737000,107617000,112432000,111032000,109706000
BalanceNoncurrentOtherLiabilities_yy,,,,,25.37,,,,-69.03,,,,-7.70,,,,1051.61,,,,-76.68,-33.03,-52.19,-58.03,-52.51,-52.65,5628.03,6686.33,7208.31,7159.35,0.74,-19.44,-1.14,-1.67,-7.56,-7.50,-2.07,-2.11,-0.93
BalanceNoncurrentOtherLiabilities_sy,,,,,-9.98,,,,8.79,,,,12.44,,,,-7.51,,,,-11.73,-9.88,-1.73,-9.07,0.17,-1.89,5.21,16.50,5.20,6.79,10.40,13.16,2.13,4.21,-1.12,-2.32,28.32,14.77,17.71
BalanceNoncurrentOtherLiabilities_qq,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-65.08,-13.35,16.77,-34.00,0.30,-38.14,2.50,-25.33,,7383.57,21.44,-19.59,-0.67,3.85,-2.88,-1.32,-1.20,-2.37,-2.82,4.47,-1.25,-1.19
BalanceNoncurrentOtherLiabilities_sq,,-7.44,,,,-1.80,,,,-3.63,,,,-0.64,,,,-2.01,-2.30,-0.96,-5.20,6.35,-2.10,-0.77,8.34,,-0.12,-0.52,3.66,-0.20,3.85,-1.87,0.24,-1.01,-2.86,-2.82,3.74,-0.61,
BalanceCurrentLiabilities,4516000,2719000,2846000,3322000,5073000,4862000,6076000,6636000,6076000,6225000,6530000,9178000,11548000,6340000,,45047000,91747000,72374000,46837000,44741000,59685000,62918000,32913000,31339000,62491000,59150000,133822000,131481000,191750000,128760000,139910000,136980000,138245000,147239000,199381000,162200000,186391000,186440000,187208000
BalanceCurrentLiabilities_yy,,,,,12.33,78.82,113.49,99.76,19.77,28.03,7.47,38.31,90.06,1.85,-100.00,390.81,694.48,1041.55,,-0.68,-34.95,-13.07,-29.73,-29.95,4.70,-5.99,306.59,319.54,206.84,117.68,4.55,4.18,-27.90,14.35,42.51,18.41,34.83,26.62,-6.11
BalanceCurrentLiabilities_sy,,,,,-9.04,1.61,18.11,21.57,28.65,29.30,7.47,34.52,10.57,10.36,14.02,26.25,4.70,12.97,,15.40,16.92,23.89,20.38,20.20,7.84,11.04,1.22,15.82,7.64,5.82,17.40,10.17,4.88,15.36,13.12,8.78,2.76,-0.38,5.29
BalanceCurrentLiabilities_qq,,-39.79,4.67,16.73,52.71,-4.16,24.97,9.22,-8.44,2.45,4.90,40.55,25.82,-45.10,-100.00,,103.67,-21.12,-35.28,-4.48,33.40,5.42,-47.69,-4.78,99.40,-5.35,126.24,-1.75,45.84,-32.85,8.66,-2.09,0.92,6.51,35.41,-18.65,14.91,0.03,0.41
