,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceInventory_sq,,,,,-29.50,5.37,14.65,3.60,-2.38,11.94,16.82,-8.38,5.52,-11.14,9.40,-18.25,-3.46,-7.98,3.86,2.19,-6.03,-1.80,-2.20,8.60,9.32,7.30
BalanceCurrentReceivables,,,,1558161000,1566610000,1410282000,1315050000,1512970000,1496219000,1544116000,1445218000,1627000000,1710309000,1643627000,1621912000,1809000000,1971000000,1856000000,1897000000,2058000000,2025000000,1850000000,1731000000,1874000000,1716000000,1671000000
BalanceCurrentReceivables_yy,,,,,,,,-2.90,-4.49,9.49,9.90,7.54,14.31,6.44,12.23,11.19,15.24,12.92,16.96,13.76,2.74,-0.32,-8.75,-8.94,-15.26,-9.68
BalanceCurrentReceivables_sy,,,,,,,,-4.00,-17.93,-29.75,4.05,12.36,14.49,6.44,7.58,-0.42,-9.35,-4.07,-7.67,-3.57,9.05,-0.32,3.21,2.16,3.85,-8.05
BalanceCurrentReceivables_qq,,,,,0.54,-9.98,-6.75,15.05,-1.11,3.20,-6.40,12.58,5.12,-3.90,-1.32,11.54,8.96,-5.83,2.21,8.49,-1.60,-8.64,-6.43,8.26,-8.43,-2.62
BalanceCurrentReceivables_sq,,,,,2.10,-10.96,-8.48,-3.54,-10.62,-2.81,0.21,15.39,2.97,-4.72,-1.86,4.13,-3.67,-10.38,-6.77,18.04,-1.62,-8.35,0.01,8.34,-2.09,-7.63
BalanceCurrentInvestments,,,,45546000,15688000,21476000,40673000,13012000,48905000,44113000,25872000,786000000,36680000,581194000,584945000,360000000,365000000,45000000,60000000,17000000,91000000,221000000,205000000,83000000,28000000,26000000
BalanceCurrentInvestments_yy,,,,,,,,-71.43,211.74,105.41,-36.39,5940.58,-25.00,1217.51,2160.92,-54.20,895.09,-92.26,-89.74,-95.28,-75.07,391.11,241.67,388.24,-69.23,-88.24
BalanceCurrentInvestments_sy,,,,,,,,-38.16,-0.15,-3.97,-4.60,47.36,-1.86,,-58.22,-55.54,,-11.62,-12.24,,-32.10,-22.28,,19.85,143.48,205.58
BalanceCurrentInvestments_qq,,,,,-65.56,36.89,89.39,-68.01,275.85,-9.80,-41.35,2938.03,-95.33,1484.50,0.65,-38.46,1.39,-87.67,33.33,-71.67,435.29,142.86,-7.24,-59.51,-66.27,-7.14
BalanceCurrentInvestments_sq,,,,,14.98,23.33,-26.24,-5.13,10.31,-4.72,12.20,,-9.04,7.72,0.65,,1.61,11.90,-13.84,,,,,,,68.22
BalanceCash,,,,2069058000,4248175000,3334282000,2306822000,2352305000,2054862000,2653001000,2700365000,1932000000,2686776000,1649792000,1558985000,1669000000,989000000,860000000,397000000,1471000000,2353000000,2241000000,3437000000,3641000000,3319000000,3189000000
BalanceCash_yy,,,,,,,,13.69,-51.63,-20.43,17.06,-17.87,30.75,-37.81,-42.27,-13.61,-63.19,-47.87,-74.53,-11.86,137.92,160.58,765.74,147.52,41.05,42.30
BalanceCash_sy,,,,,,,,10.34,-0.68,-27.30,-19.75,-17.62,-3.53,2.69,20.98,-13.37,-8.44,-13.99,-14.70,5.18,-18.92,-9.19,7.38,5.22,32.30,9.14
BalanceCash_qq,,,,,105.32,-21.51,-30.82,1.97,-12.64,29.11,1.79,-28.45,39.07,-38.60,-5.50,7.06,-40.74,-13.04,-53.84,270.53,59.96,-4.76,53.37,5.94,-8.84,-3.92
BalanceCash_sq,,,,,-7.38,17.94,-17.34,0.73,-13.28,-10.31,15.07,-12.86,-6.36,-4.53,10.22,-24.32,-5.91,2.26,-5.60,14.68,-11.54,5.90,9.50,-10.54,-8.26,-1.49
BalanceOtherCurrentAssets,,,,155516000,280149000,255470000,235839000,145574000,328540000,335572000,256264000,208000000,385613000,296062000,238421000,232000000,485000000,365000000,279000000,198000000,452000000,293000000,268000000,176000000,423000000,345000000
BalanceOtherCurrentAssets_yy,,,,,,,,-6.39,17.27,31.35,8.66,42.88,17.37,-11.77,-6.96,11.54,25.77,23.28,17.02,-14.66,-6.80,-19.73,-3.94,-11.11,-6.42,17.75
BalanceOtherCurrentAssets_sy,,,,,,,,-1.40,7.81,23.99,8.66,-1.37,17.37,-2.12,14.54,47.34,11.87,-4.63,3.42,-16.34,-0.74,-6.16,6.26,2.14,-1.85,1.32
BalanceOtherCurrentAssets_qq,,,,,80.14,-8.81,-7.68,-38.27,125.69,2.14,-23.63,-18.83,85.39,-23.22,-19.47,-2.69,109.05,-24.74,-23.56,-29.03,128.28,-35.18,-8.53,-34.33,140.34,-18.44
BalanceOtherCurrentAssets_sq,,,,,16.62,-1.10,-1.68,4.76,13.21,7.27,-7.16,-4.78,9.21,-1.07,-0.48,5.78,-1.19,-5.42,-8.19,9.67,3.74,-21.63,1.66,6.49,13.86,-23.59
BalanceAssetsForSale,,,,10168000,9077000,142287000,142816000,109116000,98850000,898000,33255000,27000000,18311000,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,973.13,988.96,-99.37,-76.71,-75.26,-81.48,-100.00,-100.00,-100.00,-100.00,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,-8.76,-11.80,-61.86,-62.06,0.20,,-5.88,35.57,-49.33,-98.64,,,,,,,,,
BalanceAssetsForSale_qq,,,,,-10.72,1467.47,0.37,-23.60,-9.41,-99.09,3603.23,-18.81,-32.18,-100.00,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,-5.48,6.64,-0.45,-23.60,-9.41,-47.76,,-3.24,0.32,-0.18,,,,,,,,,,,,
BalanceTotalAssets,,,,14912773000,17074757000,16720399000,16560547000,17084556000,17025011000,17483118000,17498949000,18118000000,18561712000,18127581000,18296932000,18456000000,18185000000,17951000000,17656000000,18731000000,20001000000,19809000000,20501000000,21056000000,21005000000,21000000000
BalanceTotalAssets_yy,,,,,,,,14.56,-0.29,4.56,5.67,6.05,9.03,3.69,4.56,1.87,-2.03,-0.97,-3.50,1.49,9.99,10.35,16.11,12.41,5.02,6.01
BalanceTotalAssets_sy,,,,,,,,3.42,-1.80,0.92,5.67,6.47,7.78,3.69,6.46,0.18,1.45,5.84,-2.53,1.49,2.02,3.45,3.37,3.54,5.02,5.50
BalanceTotalAssets_qq,,,,,14.50,-2.08,-0.96,3.16,-0.35,2.69,0.09,3.54,2.45,-2.34,0.93,0.87,-1.47,-1.29,-1.64,6.09,6.78,-0.96,3.49,2.71,-0.24,-0.02
BalanceTotalAssets_sq,,,,,0.84,-1.10,-0.84,2.96,-0.61,0.77,1.77,4.00,0.14,0.16,1.22,1.51,-0.80,-1.44,-2.92,4.13,-0.72,-0.70,1.07,0.72,0.11,-1.10
BalanceCapital,,,,7671226000,7857886000,7767222000,7839005000,8034479000,8373040000,8173920000,8354388000,8516000000,8854321000,8490726000,8656397000,8770000000,8799000000,8487000000,8685000000,8777000000,9077000000,9129000000,9194000000,9409000000,9858000000,10158000000
BalanceCapital_yy,,,,,,,,4.74,6.56,5.24,6.57,5.99,5.75,3.88,3.61,2.98,-0.62,-0.04,0.33,0.08,3.16,7.56,5.86,7.20,8.60,11.27
BalanceCapital_sy,,,,,,,,5.78,4.60,3.32,5.20,4.48,4.91,3.76,4.87,-1.32,-3.10,-0.77,-5.12,3.94,5.65,7.27,6.08,5.63,3.76,1.44
BalanceCapital_qq,,,,,2.43,-1.15,0.92,2.49,4.21,-2.38,2.21,1.93,3.97,-4.11,1.95,1.31,0.33,-3.55,2.33,1.06,3.42,0.57,0.71,2.34,4.77,3.04
BalanceCapital_sq,,,,,4.15,-1.19,0.54,0.54,3.03,-0.16,0.94,1.31,3.42,-1.40,1.66,0.92,2.17,-1.82,1.37,1.79,2.68,0.31,1.17,2.11,3.93,-0.91
BalanceShareCapital,,,,4968805000,4968805000,4968805000,4521613000,4521613000,4521613000,4521613000,4521613000,4522000000,4521613000,4521613000,4521613000,4522000000,4522000000,4522000000,4522000000,4522000000,4522000000,4522000000,4522000000,4522000000,4522000000,4522000000
BalanceShareCapital_yy,,,,,,,,-9.00,-9.00,-9.00,,0.01,,,,,0.01,0.01,0.01,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,,-9.00,,,,,0.01,-0.01,,,0.01,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,471283000,471421000,546663000,996300000,992911000,1013930000,1075989000,1044747000,1037000000,1050632000,1126506000,1124890000,1114000000,1115000000,1771000000,1779000000,1791000000,1778000000,2453000000,2450000000,2451000000,2436000000,2567000000
BalanceReserve_yy,,,,,,,,110.68,115.08,96.83,4.86,4.44,3.62,4.69,7.67,7.43,6.13,57.21,58.15,60.77,59.46,38.51,37.72,36.85,37.01,4.65
BalanceReserve_sy,,,,,,,,14.24,13.06,9.22,6.37,-11.39,-4.41,5.46,6.27,6.26,6.13,-0.51,3.23,3.93,4.18,6.70,6.64,6.62,6.58,1.58
BalanceReserve_qq,,,,,0.03,15.96,82.25,-0.34,2.12,6.12,-2.90,-0.74,1.31,7.22,-0.14,-0.97,0.09,58.83,0.45,0.67,-0.73,37.96,-0.12,0.04,-0.61,5.38
BalanceReserve_sq,,,,,0.02,12.89,0.07,0.04,,1.25,-0.24,-0.17,,6.09,-0.02,,,3.92,0.19,0.34,-0.20,6.46,0.05,,-0.04,1.60
BalanceNonshareCapital,,,,47296000,38050000,38438000,26566000,13816000,17082000,24267000,29834000,37000000,40945000,42710000,43698000,44000000,47000000,47000000,47000000,40000000,43000000,44000000,47000000,56000000,58000000,57000000
BalanceNonshareCapital_yy,,,,,,,,-70.79,-55.11,-36.87,12.30,167.81,139.70,76.00,46.47,18.92,14.79,10.04,7.56,-9.09,-8.51,-6.38,,40.00,34.88,29.55
BalanceNonshareCapital_sy,,,,,,,,-11.96,-41.59,-47.37,-17.66,-1.60,-4.39,3.16,1.56,0.53,-1.08,5.90,3.68,0.75,1.37,1.53,,10.26,8.52,7.71
BalanceNonshareCapital_qq,,,,,-19.55,1.02,-30.89,-47.99,23.64,42.06,22.94,24.02,10.66,4.31,2.31,0.69,6.82,,,-14.89,7.50,2.33,6.82,19.15,3.57,-1.72
BalanceNonshareCapital_sq,,,,,2.30,0.46,-5.75,-9.15,0.48,-5.64,-1.13,-0.63,5.24,-2.14,0.58,1.41,1.98,,,3.04,2.36,0.22,1.66,4.93,2.92,-1.50
BalanceNoncurrentLiabilities,,,,4801462000,6811969000,6734256000,6615132000,6520014000,6475289000,7372779000,7270048000,7250000000,7462433000,7410615000,7379489000,7402000000,7360000000,6811000000,6657000000,7417000000,8490000000,8306000000,9208000000,8968000000,8576000000,8571000000
BalanceNoncurrentLiabilities_yy,,,,,,,,35.79,-4.94,9.48,9.90,11.20,15.24,0.51,1.51,2.10,-1.37,-8.09,-9.79,0.20,15.35,21.95,38.32,20.91,1.01,3.19
BalanceNoncurrentLiabilities_sy,,,,,,,,5.90,-0.94,2.85,9.81,12.58,18.06,2.02,2.57,-2.16,-1.28,-2.82,-6.85,0.20,-4.08,-4.64,-3.80,-0.50,-0.52,3.25
BalanceNoncurrentLiabilities_qq,,,,,41.87,-1.14,-1.77,-1.44,-0.69,13.86,-1.39,-0.28,2.93,-0.69,-0.42,0.31,-0.57,-7.46,-2.26,11.42,14.47,-2.17,10.86,-2.61,-4.37,-0.06
BalanceNoncurrentLiabilities_sq,,,,,0.38,0.69,-1.40,-1.47,0.96,1.98,1.65,2.94,-0.81,-0.76,1.14,0.48,1.08,-0.20,-4.14,-1.42,-0.29,-1.54,1.18,-3.64,-2.84,0.18
BalanceNoncurrentTradeLiabilities,,,,,329000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,-54.88,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,-43.26,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,3114367000,5104855000,5097537000,4972677000,4935874000,4882097000,5663883000,5582547000,5507000000,5648645000,5655299000,5628963000,5591000000,5548000000,5016000000,4886000000,3092000000,6774000000,6566000000,7519000000,2801000000,2710000000,2543000000
BalanceNoncurrentBorrowings_yy,,,,,,,,58.49,-4.36,11.11,12.26,11.57,15.70,-0.15,0.83,1.53,-1.78,-11.30,-13.20,-44.70,22.10,30.90,53.89,-9.41,-59.99,-61.27
BalanceNoncurrentBorrowings_sy,,,,,,,,5.65,-4.08,2.67,12.26,35.16,26.01,15.64,2.10,-2.80,-2.14,-3.56,-8.11,-9.32,-6.74,-15.02,-6.58,-11.52,-11.79,-17.04
BalanceNoncurrentBorrowings_qq,,,,,63.91,-0.14,-2.45,-0.74,-1.09,16.01,-1.44,-1.35,2.57,0.12,-0.47,-0.67,-0.77,-9.59,-2.59,-36.72,119.08,-3.07,14.51,-62.75,-3.25,-6.16
BalanceNoncurrentBorrowings_sq,,,,,-0.09,-0.14,-2.61,-1.65,2.60,2.98,2.90,0.53,-0.36,0.18,0.70,-3.36,0.85,0.45,-3.57,-2.74,-1.13,-5.75,0.36,-9.38,-0.62,-8.02
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,2639000000,,,,4520000000,4392000000,4552000000
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,71.28,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,71.28,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-2.83,3.64
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-2.83,3.64
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,1687095000,1706785000,1636719000,1642455000,1584140000,1593192000,1708896000,1687501000,1743000000,1813788000,1755316000,1750526000,1811000000,1812000000,1795000000,1771000000,1686000000,1716000000,1740000000,1689000000,1647000000,1474000000,1476000000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,-6.10,-6.66,4.41,2.74,10.03,13.85,2.72,3.73,3.90,-0.10,2.26,1.17,-6.90,-5.30,-3.06,-4.63,-2.31,-14.10,-15.17
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,-0.82,-0.88,-0.14,0.79,13.42,8.24,5.50,3.96,-1.42,7.34,3.86,1.17,-6.90,-4.65,-1.96,-1.96,0.22,4.70,-4.20
BalanceNoncurrentOtherLiabilities_qq,,,,,1.17,-4.11,0.35,-3.55,0.57,7.26,-1.25,3.29,4.06,-3.22,-0.27,3.45,0.06,-0.94,-1.34,-4.80,1.78,1.40,-2.93,-2.49,-10.50,0.14
BalanceNoncurrentOtherLiabilities_sq,,,,,1.07,-0.32,-0.96,-2.19,0.70,-0.20,-0.66,6.86,-0.11,0.04,-0.80,2.42,2.98,-0.94,-1.06,-4.48,0.62,1.57,1.92,1.54,-2.46,1.11
BalanceCurrentLiabilities,,,,2392789000,2366851000,2108496000,2012484000,2434928000,2124409000,1912152000,1815990000,2286000000,2174426000,2183530000,2217348000,2240000000,1979000000,2606000000,2267000000,2497000000,2391000000,2330000000,2052000000,2623000000,2513000000,2214000000
BalanceCurrentLiabilities_yy,,,,,,,,1.76,-10.24,-9.31,-9.76,-6.12,2.35,14.19,22.10,-2.01,-8.99,19.35,2.24,11.47,20.82,-10.59,-9.48,5.05,5.10,-4.98
BalanceCurrentLiabilities_sy,,,,,,,,-0.37,-11.42,-7.98,-4.91,-8.28,-2.47,-1.72,9.87,11.59,8.56,5.96,2.24,0.64,0.86,4.56,8.34,3.69,14.47,12.02
BalanceCurrentLiabilities_qq,,,,,-1.08,-10.92,-4.55,20.99,-12.75,-9.99,-5.03,25.88,-4.88,0.42,1.55,1.02,-11.65,31.68,-13.01,10.15,-4.25,-2.55,-11.93,27.83,-4.19,-11.90
BalanceCurrentLiabilities_sq,,,,,-8.72,-6.52,-8.08,13.94,-22.68,0.50,2.20,8.96,-5.64,4.04,3.46,4.46,-15.51,4.72,-5.16,12.41,-10.29,0.87,0.13,9.28,-4.19,4.18
BalanceCurrentTradePayablesv,,,,710651000,866435000,862389000,717957000,889902000,627634000,595894000,502080000,869000000,748785000,682524000,681864000,877000000,580000000,554000000,650000000,811000000,628000000,645000000,663000000,792000000,542000000,459000000
BalanceCurrentTradePayablesv_yy,,,,,,,,25.22,-27.56,-30.90,-30.07,-2.35,19.30,14.54,35.81,0.92,-22.54,-18.83,-4.67,-7.53,8.28,16.43,2.00,-2.34,-13.69,-28.84
BalanceCurrentTradePayablesv_sy,,,,,,,,-19.81,-15.27,5.42,4.71,10.56,15.06,1.73,8.73,-1.01,-9.52,-18.14,-22.15,-6.82,2.20,3.17,16.73,1.25,13.02,10.01
BalanceCurrentTradePayablesv_qq,,,,,21.92,-0.47,-16.75,23.95,-29.47,-5.06,-15.74,73.08,-13.83,-8.85,-0.10,28.62,-33.87,-4.48,17.33,24.77,-22.56,2.71,2.79,19.46,-31.57,-15.31
BalanceCurrentTradePayablesv_sq,,,,,-11.28,-2.38,-11.26,22.35,-21.40,19.76,-4.20,15.32,-12.77,2.09,12.95,-6.88,-24.01,0.19,2.03,29.68,-21.05,0.62,2.80,19.75,-9.62,1.16
BalanceCurrentBorrowings,,,,560127000,274737000,305429000,401647000,579486000,381158000,460283000,477944000,472000000,293969000,374406000,414910000,472000000,323000000,932000000,426000000,491000000,447000000,567000000,587000000,636000000,466000000,493000000
BalanceCurrentBorrowings_yy,,,,,,,,3.46,38.74,50.70,19.00,-18.55,-22.87,-18.66,-13.19,,9.88,148.93,2.67,4.03,38.39,-39.16,37.79,29.53,4.25,-13.05
BalanceCurrentBorrowings_sy,,,,,,,,-5.86,-12.73,-33.49,-2.33,-22.72,-18.66,19.73,-18.06,,21.20,32.33,54.76,4.03,1.51,3.49,-0.51,14.67,-1.14,-2.11
BalanceCurrentBorrowings_qq,,,,,-50.95,11.17,31.50,44.28,-34.22,20.76,3.84,-1.24,-37.72,27.36,10.82,13.76,-31.57,188.54,-54.29,15.26,-8.96,26.85,3.53,8.35,-26.73,5.79
BalanceCurrentBorrowings_sq,,,,,-0.39,0.90,-5.85,5.48,-34.22,-2.43,3.84,3.06,-32.53,15.74,0.01,25.98,-0.90,6.57,-8.51,2.42,-1.70,25.13,0.27,0.91,-6.82,10.66
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,78000000,,,,109000000,43000000,78000000
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,39.74,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,39.74,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-60.55,81.40
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-60.55,81.40
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,976181000,1126594000,909200000,842673000,887998000,1043313000,744444000,741087000,816000000,1052308000,1002780000,990961000,730000000,955000000,986000000,1054000000,947000000,1190000000,986000000,659000000,904000000,1333000000,933000000
BalanceCurrentOtherLiabilities_yy,,,,,,,,-9.03,-7.39,-18.12,-12.06,-8.11,0.86,34.70,33.72,-10.54,-9.25,-1.67,6.36,29.73,24.61,,-37.48,-4.54,12.02,-5.38
BalanceCurrentOtherLiabilities_sy,,,,,,,,20.37,12.46,-14.92,-13.06,-4.72,0.86,11.77,24.32,9.79,-5.78,0.14,6.36,13.96,8.02,,-8.32,-5.50,20.93,5.76
BalanceCurrentOtherLiabilities_qq,,,,,15.41,-19.30,-7.32,5.38,17.49,-28.65,-0.45,10.11,28.96,-4.71,-1.18,-26.33,30.82,3.25,6.90,-10.15,25.66,-17.14,-33.16,37.18,47.46,-30.01
BalanceCurrentOtherLiabilities_sq,,,,,-6.62,-7.76,-9.92,34.28,-17.04,-12.59,0.69,24.88,-4.43,-5.73,17.36,20.68,-8.74,-4.37,16.94,27.26,-0.56,-18.37,6.34,30.69,12.79,-22.29
BalanceReckoning,,,,145830000,99085000,103466000,117567000,158861000,107495000,111531000,123568000,158000000,108951000,123820000,129613000,161000000,121000000,134000000,137000000,170000000,126000000,132000000,143000000,182000000,129000000,251000000
BalanceReckoning_yy,,,,,,,,8.94,8.49,7.79,5.10,-0.54,1.35,11.02,4.89,1.90,11.06,8.22,5.70,5.59,4.13,-1.49,4.38,7.06,2.38,90.15
BalanceReckoning_sy,,,,,,,,-14.86,-30.69,-29.65,-0.35,-0.54,11.72,0.56,-4.51,-9.64,-20.55,-17.75,-29.53,5.24,-6.50,-2.92,-6.63,-2.41,0.45,0.27
BalanceReckoning_qq,,,,,-32.05,4.42,13.63,35.12,-32.33,3.75,10.79,27.86,-31.04,13.65,4.68,24.22,-24.84,10.74,2.24,24.09,-25.88,4.76,8.33,27.27,-29.12,94.57
BalanceReckoning_sq,,,,,-7.74,,-9.50,-0.59,-7.28,12.63,7.95,-25.26,-0.02,-0.89,4.68,-21.73,-4.99,-0.28,2.24,-0.04,-14.08,-4.20,0.42,0.80,-8.25,-0.40
BalanceTotalEquityAndLiabilities,0,0,0,14912773000,17074757000,16648411000,16493187000,17003237000,16989820000,17483118000,17470260000,18089000000,18532125000,18127581000,18296932000,18456000000,18185000000,17951000000,17656000000,18731000000,20001000000,19809000000,20501000000,21056000000,21005000000,21000000000
BalanceTotalEquityAndLiabilities_yy,,,,,,,,14.02,-0.50,5.01,5.92,6.39,9.08,3.69,4.73,2.03,-1.87,-0.97,-3.50,1.49,9.99,10.35,16.11,12.41,5.02,6.01
BalanceTotalEquityAndLiabilities_sy,,,,,,,,3.42,-1.90,0.92,5.92,6.47,7.73,3.69,6.46,0.26,1.53,5.84,-2.53,1.49,2.02,3.45,3.37,3.54,5.02,5.50
BalanceTotalEquityAndLiabilities_qq,,,,,14.50,-2.50,-0.93,3.09,-0.08,2.90,-0.07,3.54,2.45,-2.18,0.93,0.87,-1.47,-1.29,-1.64,6.09,6.78,-0.96,3.49,2.71,-0.24,-0.02
BalanceTotalEquityAndLiabilities_sq,,,,,0.80,-1.10,-0.83,2.68,-0.61,1.79,1.77,4.00,0.14,0.16,1.22,1.51,-0.80,-1.44,-2.92,4.13,-0.72,-0.70,1.07,0.72,0.11,-1.10
CashflowOperatingCashflow,80415000,468331000,303560000,482362000,703807000,481202000,304564000,517653000,250264000,299702000,540235000,861799000,283000000,464000000,305000000,552000000,-41000000,585000000,507000000,731000000,231000000,621000000,631000000,699000000,483000000,343000000
CashflowOperatingCashflow_yy,,,,,775.22,2.75,0.33,7.32,-64.44,-37.72,77.38,66.48,13.08,54.82,-43.54,-35.95,-114.49,26.08,66.23,32.43,663.41,6.15,24.46,-4.38,109.09,-44.77
CashflowOperatingCashflow_sy,,,,,0.04,7.19,14.64,12.62,-43.46,-24.45,12.48,-8.46,33.08,26.93,56.18,-14.32,-7.40,5.56,17.35,2.56,-2.96,2.04,2.58,-4.38,44.06,-54.70
CashflowOperatingCashflow_qq,,482.39,-35.18,58.90,45.91,-31.63,-36.71,69.97,-51.65,19.75,80.26,59.52,-67.16,63.96,-34.27,80.98,-107.43,1526.83,-13.33,44.18,-68.40,168.83,1.61,10.78,-30.90,-28.99
CashflowOperatingCashflow_sq,,32.49,-27.41,16.44,-12.32,9.28,-36.71,20.87,-34.86,-1.04,-14.76,22.38,13.16,-14.20,9.21,-9.02,-27.26,24.50,8.11,-8.82,-4.95,34.04,1.61,10.78,16.26,-40.39
CashflowAmortization,174515000,177865000,181383000,189476000,189550000,187545000,191151000,202389000,208074000,215561000,217030000,220335000,224000000,227000000,227000000,238000000,234000000,233000000,237000000,253000000,246000000,242000000,243000000,242000000,238000000,239000000
CashflowAmortization_yy,,,,,8.62,5.44,5.39,6.82,9.77,14.94,13.54,8.87,7.65,5.31,4.59,8.02,4.46,2.64,4.41,6.30,5.13,3.86,2.53,-4.35,-3.25,-1.24
CashflowAmortization_sy,,,,,3.38,5.44,1.86,-2.30,-1.58,-1.34,7.75,5.23,3.69,17.36,5.25,10.14,4.51,1.48,-0.16,6.30,1.48,2.12,2.53,-5.06,0.04,1.36
CashflowAmortization_qq,,1.92,1.98,4.46,0.04,-1.06,1.92,5.88,2.81,3.60,0.68,1.52,1.66,1.34,,4.85,-1.68,-0.43,1.72,6.75,-2.77,-1.63,0.41,-0.41,-1.65,0.42
CashflowAmortization_sq,,-2.13,2.10,4.13,-2.75,-1.06,-1.89,-0.06,0.30,1.58,-0.46,3.92,0.90,1.30,,9.06,-2.14,0.54,,2.27,-3.76,0.10,2.28,-0.38,-0.69,0.12
CashflowInvestingCashflow,-474663000,-369639000,-403678000,-555162000,-323134000,-769998000,-1204552000,-489092000,-356551000,-412017000,-279749000,-531683000,-449000000,-79000000,-343000000,-268000000,-447000000,-417000000,-313000000,-512000000,-407000000,-499000000,-251000000,-298000000,-406000000,-341000000
CashflowInvestingCashflow_yy,,,,,31.92,-108.31,-198.39,11.90,-10.34,46.49,76.78,-8.71,-25.93,80.83,-22.61,49.59,0.45,-427.85,8.75,-91.04,8.95,-19.66,19.81,41.80,0.25,31.66
CashflowInvestingCashflow_sy,,,,,-1.78,1.57,27.82,16.74,-6.24,-59.95,-8.36,-33.58,-27.81,6.88,-9.44,11.14,10.52,-18.58,7.40,32.80,10.14,50.03,18.02,-14.58,0.25,-1.94
CashflowInvestingCashflow_qq,,22.13,-9.21,-37.53,41.79,-138.29,-56.44,59.40,27.10,-15.56,32.10,-90.06,15.55,82.41,-334.18,21.87,-66.79,6.71,24.94,-63.58,20.51,-22.60,49.70,-18.73,-36.24,16.01
CashflowInvestingCashflow_sq,,19.74,-107.79,-12.78,25.62,44.36,-56.44,8.02,28.26,-43.42,19.66,-39.95,14.94,-3.20,-19.72,-29.31,39.87,6.71,18.34,-37.45,29.14,63.58,-35.73,-23.04,-11.48,61.33
CashflowCapex,496968000,371765000,389590000,561704000,357225000,763164000,1208543000,513969000,391968000,428016000,304397000,591619000,441000000,302000000,374000000,485000000,456000000,735000000,325000000,507000000,430000000,372000000,277000000,418000000,477000000,342000000
