,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,82000,217000,295000,229000,284000,436000,738000,699000,338000,2155000,1344000,1378000,1118000,2364000,5584000,1117000,822000,2071000,993000,4463000,2525000,1878000,1723000,1459000,1823000,1313000,392000,1205000,-4536000,702000,1446000,1145000,676000,1368000,3991000,2043000,-342000,2705000,2058000,1981000,-1497000,1325000,2308000,1246000,-6737000,2245000,-280000,1555000,2388000,3526000,4279000
IncomeBeforeTaxProfit_yy,,,,,246.34,100.92,150.17,205.24,19.01,394.27,82.11,97.14,230.77,9.70,315.48,-18.94,-26.48,-12.39,-82.22,299.55,207.18,-9.32,73.51,-67.31,-27.80,-30.09,-77.25,-17.41,-348.82,-46.53,268.88,-4.98,114.90,94.87,176.00,78.43,-150.59,97.73,-48.43,-3.03,-337.72,-51.02,12.15,-37.10,-350.03,69.43,-112.13,24.80,135.45,57.06,1628.21
IncomeBeforeTaxProfit_sy,,,,,118.94,33.24,85.37,5.22,13.78,102.86,46.50,39.01,-36.61,31.22,-16.80,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeBeforeTaxProfit_qq,,164.63,35.94,-22.37,24.02,53.52,69.27,-5.28,-51.65,537.57,-37.63,2.53,-18.87,111.45,136.21,-80.00,-26.41,151.95,-52.05,349.45,-43.42,-25.62,-8.25,-15.32,24.95,-27.98,-70.14,207.40,-476.43,115.48,105.98,-20.82,-40.96,102.37,191.74,-48.81,-116.74,890.94,-23.92,-3.74,-175.57,188.51,74.19,-46.01,-640.69,133.32,-112.47,655.36,53.57,47.65,21.36
IncomeBeforeTaxProfit_sq,,16.68,15.09,19.20,33.26,-70.24,69.27,-5.28,2.19,-60.56,115.05,-5.15,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,65000,217000,238000,194000,207000,354000,583000,556000,279000,1712000,1118000,1179000,758000,1936000,3190000,1185000,1552000,1793000,1091000,3582000,1946000,1878000,1308000,1299000,1502000,1274000,493000,1367000,-4047000,775000,1304000,851000,454000,1209000,2896000,1866000,-503000,2332000,807000,1791000,-1469000,1215000,1743000,965000,-4805000,1857000,-479000,3223000,2069000,3141000,3503000
IncomeNetProfit_yy,,,,,218.46,63.13,144.96,186.60,34.78,383.62,91.77,112.05,171.68,13.08,185.33,0.51,104.75,-7.39,-65.80,202.28,25.39,4.74,19.89,-63.74,-22.82,-32.16,-62.31,5.23,-369.44,-39.17,164.50,-37.75,111.22,56.00,122.09,119.27,-210.79,92.89,-72.13,-4.02,-192.05,-47.90,115.99,-46.12,-227.09,52.84,-127.48,233.99,143.06,69.14,831.32
IncomeNetProfit_sy,,,,,121.89,19.38,104.28,6.17,51.92,63.46,91.77,40.70,-79.11,19.70,-35.06,-25.71,104.75,43.72,-29.13,24.26,89.22,-28.31,48.82,-6.47,50.38,23.45,-40.77,-9.86,-61.44,10.72,74.42,22.90,32.46,56.00,37.79,34.75,8.14,41.94,1.61,29.53,-14.87,-15.21,4.69,-17.38,0.21,19.91,-39.89,13.49,-11.55,-9.96,51.70
IncomeNetProfit_qq,,233.85,9.68,-18.49,6.70,71.01,64.69,-4.63,-49.82,513.62,-34.70,5.46,-35.71,155.41,64.77,-62.85,30.97,15.53,-39.15,228.32,-45.67,-3.49,-30.35,-0.69,15.63,-15.18,-61.30,177.28,-396.05,119.15,68.26,-34.74,-46.65,166.30,139.54,-35.57,-126.96,563.62,-65.39,121.93,-182.02,182.71,43.46,-44.64,-597.93,138.65,-125.79,772.86,-35.81,51.81,11.52
IncomeNetProfit_sq,,-20.75,11.00,7.14,16.17,-64.05,98.48,-0.55,3.57,-64.84,174.00,-0.97,-97.45,112.24,117.42,-6.80,-41.98,51.09,-32.18,42.29,-16.43,-25.49,79.08,-0.09,15.63,-48.21,-11.58,33.02,-42.96,-32.39,0.42,36.81,-27.57,-5.94,18.62,8.59,-37.73,-11.18,24.75,12.14,-23.20,-1.51,11.16,-8.65,-4.53,14.21,-29.32,23.55,-24.91,17.54,-8.36
IncomeShareholderNetProfit,65000,217000,238000,194000,207000,354000,583000,556000,255000,1701000,1154000,1149000,676000,1895000,3210000,1206000,1531000,1793000,1091000,3582000,1946000,1878000,1308000,1299000,1502000,1274000,493000,1367000,-4047000,775000,1304000,851000,454000,1209000,2896000,1866000,-503000,2332000,807000,1791000,-1469000,1105000,1646000,792000,-5080000,1347000,-916000,2581000,1510000,2268000,2243000
IncomeShareholderNetProfit_yy,,,,,218.46,63.13,144.96,186.60,23.19,380.51,97.94,106.65,165.10,11.41,178.16,4.96,126.48,-5.38,-66.01,197.01,27.11,4.74,19.89,-63.74,-22.82,-32.16,-62.31,5.23,-369.44,-39.17,164.50,-37.75,111.22,56.00,122.09,119.27,-210.79,92.89,-72.13,-4.02,-192.05,-52.62,103.97,-55.78,-245.81,21.90,-155.65,225.88,129.72,68.37,344.87
IncomeShareholderNetProfit_sy,,,,,121.88,19.38,104.01,6.82,30.52,64.48,83.27,32.45,-105.64,18.90,-21.06,-22.58,122.04,43.72,-29.05,14.74,70.74,-39.90,48.82,-6.38,44.47,19.06,-46.94,-9.80,-61.56,23.74,74.42,22.85,35.22,56.00,36.08,25.55,9.97,42.03,14.59,39.16,-14.93,-16.46,14.12,-22.26,0.21,10.04,-39.89,14.16,-7.32,-10.11,46.79
IncomeShareholderNetProfit_qq,,233.85,9.68,-18.49,6.70,71.01,64.69,-4.63,-54.14,567.06,-32.16,-0.43,-41.17,180.33,69.39,-62.43,26.95,17.11,-39.15,228.32,-45.67,-3.49,-30.35,-0.69,15.63,-15.18,-61.30,177.28,-396.05,119.15,68.26,-34.74,-46.65,166.30,139.54,-35.57,-126.96,563.62,-65.39,121.93,-182.02,175.22,48.96,-51.88,-741.41,126.52,-168.00,381.77,-41.50,50.20,-1.10
IncomeShareholderNetProfit_sq,,69.95,17.18,6.30,20.42,-64.00,107.05,-4.63,2.28,-66.00,146.30,-3.92,-100.13,112.24,142.09,-15.30,-43.42,26.00,-32.14,42.24,-16.43,-30.52,79.72,-0.69,15.63,-48.21,-11.85,33.33,-54.78,-26.66,1.17,65.95,-24.38,-12.57,19.58,6.76,-33.49,-8.38,25.93,18.69,-33.34,-1.51,29.06,-17.16,6.33,14.78,-29.22,43.74,-24.98,17.54,-4.30
BalanceNoncurrentAssets,123000,138000,1249000,,1931000,3853000,8657000,,22594000,23007000,29851000,,40457000,41509000,54886000,,56604000,57246000,57575000,,61467000,63591000,64059000,,67096000,68253000,70184000,71273000,68566000,68935000,69079000,68748000,66843000,66447000,52074000,52785000,57762000,57389000,57264000,57850000,55487000,60343000,61587000,76224000,68587000,68681000,66617000,71850000,67953000,68688000,68526000
BalanceNoncurrentAssets_yy,,,,,1469.92,2692.03,593.11,,1070.07,497.12,244.82,,79.06,80.42,83.87,,39.91,37.91,4.90,,8.59,11.08,11.26,,9.16,7.33,9.56,,2.19,1.00,-1.57,-3.54,-2.51,-3.61,-24.62,-23.22,-13.59,-13.63,9.97,9.60,-3.94,5.15,7.55,31.76,23.61,13.82,8.17,-5.74,-0.92,0.01,2.87
BalanceNoncurrentAssets_sy,,,,,1.49,31.04,50.25,,39.70,17.50,28.95,,20.78,24.44,15.96,,6.13,13.58,13.00,,11.40,16.58,9.59,,9.52,16.69,10.72,,3.30,1.00,-0.92,-2.20,3.70,0.96,2.54,10.33,9.70,3.98,6.29,6.63,6.82,13.71,8.31,9.99,9.71,6.71,1.32,2.24,-0.52,3.24,6.48
BalanceNoncurrentAssets_qq,,12.20,805.07,-100.00,,99.53,124.68,-100.00,,1.83,29.75,-100.00,,2.60,32.23,-100.00,,1.13,0.57,-100.00,,3.46,0.74,-100.00,,1.72,2.83,1.55,-3.80,0.54,0.21,-0.48,-2.77,-0.59,-21.63,1.37,9.43,-0.65,-0.22,1.02,-4.08,8.75,2.06,23.77,-10.02,0.14,-3.01,7.86,-5.42,1.08,-0.24
BalanceNoncurrentAssets_sq,,2.58,2.74,-100.00,,8.87,7.78,-100.00,,1.45,5.27,-100.00,,1.92,1.38,-100.00,,0.92,0.69,-100.00,,1.05,2.73,-100.00,,1.23,0.70,-0.37,0.54,-0.71,-0.34,-0.84,2.52,-0.28,0.51,0.88,-0.03,-0.67,2.72,1.14,2.24,0.62,0.90,0.26,0.10,-0.21,1.04,0.37,-0.23,0.68,-0.24
BalanceIntangibleAssets,22000,40000,1192000,,1859000,3749000,4228000,,17300000,17655000,24318000,,30622000,31105000,45026000,,25099000,25300000,25616000,,25525000,25694000,25955000,,27414000,27828000,28993000,29129000,29199000,29277000,29335000,29176000,28629000,28805000,28624000,29409000,31303000,30945000,30682000,31351000,31873000,37255000,37595000,37336000,51891000,51834000,51869000,57617000,57499000,57561000,58670000
BalanceIntangibleAssets_yy,,,,,8350.00,9272.50,254.70,,830.61,370.93,475.17,,77.01,76.18,85.16,,-18.04,-18.66,-43.11,,1.70,1.56,1.32,,7.40,8.31,11.70,,6.51,5.21,1.18,0.16,-1.95,-1.61,-2.42,0.80,9.34,7.43,7.19,6.60,1.82,20.39,22.53,19.09,62.81,39.13,37.97,54.32,10.81,11.05,13.11
BalanceIntangibleAssets_sy,,,,,-9.42,19.34,110.40,,79.41,0.96,-20.59,,5.36,17.30,53.14,,9.30,14.00,6.10,,2.10,0.42,0.64,,-3.19,0.40,6.07,,7.14,-0.08,-1.52,0.16,0.80,-0.30,-0.57,6.02,0.39,2.34,-0.04,-0.10,4.20,6.62,5.03,6.01,0.82,0.06,-0.66,0.02,-1.84,0.04,0.66
BalanceIntangibleAssets_qq,,81.82,2880.00,-100.00,,101.67,12.78,-100.00,,2.05,37.74,-100.00,,1.58,44.75,-100.00,,0.80,1.25,-100.00,,0.66,1.02,-100.00,,1.51,4.19,0.47,0.24,0.27,0.20,-0.54,-1.87,0.61,-0.63,2.74,6.44,-1.14,-0.85,2.18,1.67,16.89,0.91,-0.69,38.98,-0.11,0.07,11.08,-0.20,0.11,1.93
BalanceIntangibleAssets_sq,,-3.03,4.30,-100.00,,20.13,10.32,-100.00,,-4.38,-3.65,-100.00,,-0.24,3.10,-100.00,,-1.03,-0.24,-100.00,,-0.53,-1.62,-100.00,,0.01,-0.29,-1.89,0.48,-1.67,-0.28,-1.68,-1.04,-0.72,-0.32,-0.73,0.26,-1.40,-0.79,-0.19,1.67,-0.53,0.18,-0.29,0.35,-0.77,-0.22,-0.27,-0.54,-0.14,-0.11
BalanceProperty,65000,62000,57000,,72000,104000,4429000,,5037000,5024000,5254000,,5113000,5049000,5038000,,4955000,4998000,4727000,,4764000,4742000,4693000,,4651000,4645000,4582000,4758000,4710000,4633000,4536000,4491000,4710000,4985000,4912000,4909000,4843000,4815000,4675000,4644000,4505000,4422000,4265000,4171000,4460000,4344000,4253000,4266000,4360000,4311000,4273000
BalanceProperty_yy,,,,,10.77,67.74,7670.18,,6895.83,4730.77,18.63,,1.51,0.50,-4.11,,-3.09,-1.01,-6.17,,-3.85,-5.12,-0.72,,-2.37,-2.05,-2.37,,1.27,-0.26,-1.00,-5.61,,7.60,8.29,9.31,2.82,-3.41,-4.82,-5.40,-6.98,-8.16,-8.77,-10.19,-1.00,-1.76,-0.28,2.28,-2.24,-0.76,0.47
BalanceProperty_sy,,,,,-3.88,34.83,57.41,,39.13,22.45,18.63,,26.10,24.72,8.47,,-3.09,0.46,-1.75,,9.04,15.40,9.55,,17.19,17.22,8.62,,3.28,-0.18,0.82,-1.40,,7.60,8.52,3.40,4.90,5.25,5.88,4.68,5.72,5.57,4.03,3.33,3.26,1.03,-0.23,2.01,-0.04,2.24,2.38
BalanceProperty_qq,,-4.62,-8.06,-100.00,,44.44,4158.65,-100.00,,-0.26,4.58,-100.00,,-1.25,-0.22,-100.00,,0.87,-5.42,-100.00,,-0.46,-1.03,-100.00,,-0.13,-1.36,3.84,-1.01,-1.63,-2.09,-0.99,4.88,5.84,-1.46,-0.06,-1.34,-0.58,-2.91,-0.66,-2.99,-1.84,-3.55,-2.20,6.93,-2.60,-2.09,0.31,2.20,-1.12,-0.88
BalanceProperty_sq,,-2.89,-0.98,-100.00,,6.34,2.59,-100.00,,0.72,5.38,-100.00,,-0.67,0.42,-100.00,,-0.13,0.40,-100.00,,-0.90,2.25,-100.00,,-0.14,-0.46,-1.18,0.26,-1.01,0.41,-0.99,0.08,-0.64,-0.40,0.06,1.11,-0.27,1.00,-0.16,0.83,0.09,0.58,-0.08,0.16,-0.62,-0.30,-0.30,0.23,-0.60,-0.37
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,34000,39000,39000,37000,34000,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,-100.00,-100.00,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.38,-33.09,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.71,,-5.13,-8.11,-100.00,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,,-5.13,,3.54,,,,
BalanceNoncurrInvestments,,,,,,,,,0,0,,,4479000,5113000,4666000,,25358000,25928000,26030000,,30413000,32481000,32884000,,34170000,34745000,35406000,36070000,32651000,32863000,32599000,32336000,30922000,29745000,16228000,16014000,19482000,19526000,20026000,19964000,17391000,17052000,18498000,33298000,10760000,10741000,8324000,7698000,5812000,4830000,4545000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,466.15,407.10,457.87,,19.93,25.27,26.33,,12.35,6.97,7.67,,-4.45,-5.42,-7.93,-10.35,-5.30,-9.49,-50.22,-50.48,-37.00,-34.36,23.40,24.67,-10.73,-12.67,-7.63,66.79,-38.13,-37.01,-55.00,-76.88,-45.99,-55.03,-45.40
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,23.56,1.40,39.66,,23.66,0.97,,,1.86,5.12,24.48,,11.35,7.38,7.88,-1.38,0.38,-0.18,3.04,46.15,-3.46,-3.46,-12.19,12.48,10.85,10.79,17.34,23.56,2.43,,,2.13,,,-7.72
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,14.15,-8.74,-100.00,,2.25,0.39,-100.00,,6.80,1.24,-100.00,,1.68,1.90,1.88,-9.48,0.65,-0.80,-0.81,-4.37,-3.81,-45.44,-1.32,21.66,0.23,2.56,-0.31,-12.89,-1.95,8.48,80.01,-67.69,-0.18,-22.50,-7.52,-24.50,-16.90,-5.90
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,-3.14,-1.32,-100.00,,0.18,,-100.00,,,,-100.00,,1.50,1.68,1.32,-1.86,0.32,-0.56,-0.16,4.19,0.21,0.03,0.41,-1.58,0.78,0.01,1.40,0.51,,,,-0.80,,1.32,,,,-0.78
BalanceOtherNoncurrentAssets,36000,36000,,,0,0,0,,257000,328000,279000,,243000,242000,156000,,1192000,1020000,1202000,,765000,674000,527000,,861000,1035000,1203000,1316000,2006000,2162000,2609000,2745000,2582000,2912000,2310000,2453000,2134000,2103000,1881000,1891000,1718000,1580000,1190000,1380000,1439000,1728000,2171000,2269000,282000,1986000,1038000
BalanceOtherNoncurrentAssets_yy,,,,,-100.00,-100.00,,,,,,,-5.45,-26.22,-44.09,,390.53,321.49,670.51,,-35.82,-33.92,-56.16,,12.55,53.56,128.27,,132.98,108.89,116.87,108.59,28.71,34.69,-11.46,-10.64,-17.35,-27.78,-18.57,-22.91,-19.49,-24.87,-36.74,-27.02,-16.24,9.37,82.44,64.42,-80.40,14.93,-52.19
BalanceOtherNoncurrentAssets_sy,,,,,-43.49,8.81,,,,,,,18.24,31.07,-15.32,,32.70,4.87,-1.59,,-1.88,3.37,32.13,,10.04,42.43,13.29,,16.36,16.49,14.68,21.52,13.46,26.02,46.99,10.07,10.19,2.99,7.90,8.65,9.75,19.78,7.27,12.63,-3.12,7.50,8.73,13.39,2.03,9.50,-0.68
BalanceOtherNoncurrentAssets_qq,,,-100.00,,,,,,,27.63,-14.94,-100.00,,-0.41,-35.54,-100.00,,-14.43,17.84,-100.00,,-11.90,-21.81,-100.00,,20.21,16.23,9.39,52.43,7.78,20.68,5.21,-5.94,12.78,-20.67,6.19,-13.00,-1.45,-10.56,0.53,-9.15,-8.03,-24.68,15.97,4.28,20.08,25.64,4.51,-87.57,604.26,-47.73
BalanceOtherNoncurrentAssets_sq,,,-1.92,,,,,,,19.50,-0.76,-100.00,,-0.69,-12.36,-100.00,,,-0.19,-100.00,,0.15,1.98,-100.00,,0.80,,1.86,3.36,0.22,,,3.30,-0.06,1.26,0.48,-0.58,-1.45,0.34,0.10,0.25,,2.21,-1.46,-0.46,1.32,5.30,5.44,-8.23,3.08,-1.39
BalanceCurrentAssets,169000,1458000,651000,,4932000,5044000,4283000,,13860000,19035000,25352000,,28003000,26067000,20077000,,19491000,22543000,23346000,,18613000,21038000,26570000,,28449000,33883000,30722000,31056000,22229000,29482000,31457000,30254000,25991000,34879000,49630000,51804000,29741000,41413000,48053000,47357000,41006000,55865000,73993000,67034000,69007000,76908000,86921000,103128000,105545000,116733000,132433000
BalanceCurrentAssets_yy,,,,,2818.34,245.95,557.91,,181.02,277.38,491.92,,102.04,36.94,-20.81,,-30.40,-13.52,16.28,,-4.50,-6.68,13.81,,52.84,61.06,15.63,,-21.86,-12.99,2.39,-2.58,16.92,18.31,57.77,71.23,14.43,18.73,-3.18,-8.58,37.88,34.90,53.98,41.55,68.29,37.67,17.47,53.84,52.95,51.78,52.36
BalanceCurrentAssets_sy,,,,,52.72,99.06,81.26,,31.73,29.97,13.62,,8.04,-0.96,-17.34,,4.46,10.91,16.28,,25.25,4.94,11.88,,13.19,9.30,-0.12,,3.02,9.15,15.91,6.42,15.68,11.34,9.53,14.73,6.89,11.38,10.18,12.21,6.48,9.94,11.56,8.24,9.60,10.55,-0.44,10.25,15.14,15.11,12.91
BalanceCurrentAssets_qq,,762.72,-55.35,-100.00,,2.27,-15.09,-100.00,,37.34,33.19,-100.00,,-6.91,-22.98,-100.00,,15.66,3.56,-100.00,,13.03,26.30,-100.00,,19.10,-9.33,1.09,-28.42,32.63,6.70,-3.82,-14.09,34.20,42.29,4.38,-42.59,39.25,16.03,-1.45,-13.41,36.24,32.45,-9.40,2.94,11.45,13.02,18.65,2.34,10.60,13.45
BalanceCurrentAssets_sq,,10.15,-1.24,-100.00,,4.54,0.15,-100.00,,2.78,-5.24,-100.00,,-2.97,1.09,-100.00,,-1.00,-1.02,-100.00,,0.94,8.67,-100.00,,1.37,-5.62,-1.62,-1.28,3.65,6.32,0.98,-0.19,1.18,3.47,0.12,1.98,6.60,-0.17,-0.95,-1.09,1.79,3.80,-1.29,2.94,0.48,-0.18,1.88,5.23,-1.04,-0.16
BalanceInventory,,0,0,,0,0,84000,,1866000,2116000,3502000,,3515000,3580000,,,,,,,0,0,0,,582000,105000,41000,120000,2409000,25000,25000,51000,1023000,934000,1580000,1433000,1421000,584000,1488000,1107000,1867000,1874000,3122000,2563000,2731000,3218000,2609000,2252000,2527000,2106000,2880000
BalanceInventory_yy,,,,,,,,,,,4069.05,,88.37,69.19,-100.00,,-100.00,-100.00,,,,,,,,,,,313.92,-76.19,-39.02,-57.50,-57.53,3636.00,6220.00,2709.80,38.91,-37.47,-5.82,-22.75,31.39,220.89,109.81,131.53,46.28,71.72,-16.43,-12.13,-7.47,-34.56,10.39
BalanceInventory_sy,,,,,,,,,,,1.56,,4.38,-0.32,-9.24,,7.77,7.12,,,,,,,,,,,2.06,11.76,5.10,0.78,5.50,5.17,11.38,11.31,8.09,7.45,10.16,7.36,5.34,4.82,10.75,12.41,3.67,18.37,6.66,5.07,5.73,7.37,16.94
BalanceInventory_qq,,,,,,,,-100.00,,13.40,65.50,-100.00,,1.85,-100.00,,,,,,,,,,,-81.96,-60.95,192.68,1907.50,-98.96,,104.00,1905.88,-8.70,69.16,-9.30,-0.84,-58.90,154.79,-25.60,68.65,0.37,66.60,-17.91,6.55,17.83,-18.92,-13.68,12.21,-16.66,36.75
BalanceInventory_sq,,,,,,,,-100.00,,2.42,-1.12,-100.00,,-1.30,-2.12,,,,,,,,,,,-1.33,-4.14,4.69,-1.25,-1.87,,3.57,2.59,0.09,1.62,1.39,-1.68,3.67,0.51,,-6.31,2.65,5.18,3.24,-1.95,1.67,-0.47,5.25,-2.26,2.10,4.84
BalanceCurrentReceivables,86000,318000,367000,,321000,967000,2334000,,8304000,13819000,17875000,,18763000,17268000,17251000,,15892000,19861000,20738000,,15065000,17567000,23484000,,24275000,29407000,26842000,25823000,17888000,22990000,26776000,26600000,20145000,29902000,32773000,36485000,25513000,36226000,38734000,37862000,34975000,44818000,49713000,48726000,49585000,56745000,67380000,89440000,83607000,102371000,115163000
BalanceCurrentReceivables_yy,,,,,273.26,204.09,535.97,,2486.92,1329.06,665.85,,125.95,24.96,-3.49,,-15.30,15.02,20.21,,-5.20,-11.55,13.24,,61.14,67.40,14.30,,-26.31,-21.82,-0.25,3.01,12.62,30.07,22.40,37.16,26.65,21.15,18.19,3.77,37.09,23.72,28.34,28.69,41.77,26.61,35.54,83.56,68.61,80.41,70.92
BalanceCurrentReceivables_sy,,,,,18.40,22.37,41.49,,25.85,47.91,18.95,,13.04,-4.71,-2.78,,-5.56,13.53,10.01,,17.50,12.18,23.75,,8.28,17.93,9.02,,3.50,8.91,20.59,8.20,12.62,11.69,12.16,17.51,12.51,9.14,16.49,14.16,10.18,14.29,12.03,19.65,17.36,12.25,9.77,11.50,9.35,7.57,11.40
BalanceCurrentReceivables_qq,,269.77,15.41,-100.00,,201.25,141.37,-100.00,,66.41,29.35,-100.00,,-7.97,-0.10,-100.00,,24.97,4.42,-100.00,,16.61,33.68,-100.00,,21.14,-8.72,-3.80,-30.73,28.52,16.47,-0.66,-24.27,48.43,9.60,11.33,-30.07,41.99,6.92,-2.25,-7.63,28.14,10.92,-1.99,1.76,14.44,18.74,32.74,-6.52,22.44,12.50
BalanceCurrentReceivables_sq,,11.51,5.22,-100.00,,3.18,8.99,-100.00,,0.58,-4.92,-100.00,,-2.04,0.94,-100.00,,2.38,-5.09,-100.00,,-8.39,8.02,-100.00,,5.64,-0.86,-3.80,-3.22,4.38,5.73,0.07,-3.24,4.98,3.56,4.00,-0.60,2.11,6.84,4.12,-1.27,7.50,7.37,3.02,1.86,0.73,3.86,4.98,-2.55,1.94,3.62
BalanceCurrentInvestments,,,,,0,,150000,,150000,,150000,,150000,,150000,,150000,,,,,,,,,,,,,,,,,,,,,,,,1176000,,850000,850000,850000,850000,850000,850000,,,
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,-27.72,,,,-100.00,-100.00,-100.00
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,,,-48.28,,-75.68,,,,,,,,,,,,,,,,,,,,,,,,-2.94,,,,-4.13,-6.78,-8.87
BalanceCurrentInvestments_qq,,,,,,,,-100.00,,-100.00,,-100.00,,-100.00,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,-100.00,,
BalanceCurrentInvestments_sq,,,,,,,,-100.00,,13.64,,-100.00,,-23.78,,-100.00,,-1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,
BalanceCash,78000,1071000,283000,,4596000,4028000,1570000,,2115000,1800000,2264000,,3235000,4198000,2170000,,2927000,2281000,1270000,,2861000,2726000,2386000,,2690000,3542000,1441000,2771000,1434000,3492000,2341000,1022000,3419000,2022000,13119000,12045000,1211000,2560000,5139000,6234000,2874000,8563000,20190000,14619000,15668000,15884000,15841000,10454000,18413000,11829000,13427000
BalanceCash_yy,,,,,5792.31,276.10,454.77,,-53.98,-55.31,44.20,,52.96,133.22,-4.15,,-9.52,-45.66,-41.47,,-2.25,19.51,87.87,,-5.98,29.93,-39.61,,-46.69,-1.41,62.46,-63.12,138.42,-42.10,460.40,1078.57,-64.58,26.61,-60.83,-48.24,137.32,234.49,292.88,134.50,445.16,85.50,-21.54,-28.49,17.52,-25.53,-15.24
BalanceCash_sy,,,,,521.56,277.96,374.30,,-7.82,5.33,37.89,,66.19,30.48,-2.76,,-9.52,-5.40,-21.24,,44.37,33.57,12.65,,-32.51,-35.40,-22.10,,0.05,-11.14,19.93,6.84,40.26,20.00,22.72,36.25,31.28,57.12,36.03,28.67,13.45,-6.24,-9.07,3.46,-4.79,-0.76,-0.14,-11.52,5.80,-1.73,-14.94
BalanceCash_qq,,1273.08,-73.58,-100.00,,-12.36,-61.02,-100.00,,-14.89,25.78,-100.00,,29.77,-48.31,-100.00,,-22.07,-44.32,-100.00,,-4.72,-12.47,-100.00,,31.67,-59.32,92.30,-48.25,143.51,-32.96,-56.34,234.54,-40.86,548.81,-8.19,-89.95,111.40,100.74,21.31,-53.90,197.95,135.78,-27.59,7.18,1.38,-0.27,-34.01,76.13,-35.76,13.51
BalanceCash_sq,,94.66,-64.14,-100.00,,-5.54,-6.64,-100.00,,-8.18,-6.53,-100.00,,-8.03,-4.84,-100.00,,-22.07,-17.97,-100.00,,-26.34,-20.90,-100.00,,-14.02,-11.85,-13.33,5.94,-9.75,0.20,-13.28,24.60,-13.94,-3.00,-0.86,22.85,15.80,-9.28,-12.22,9.84,-4.11,-3.84,-1.74,11.07,-1.49,-13.85,-1.81,10.86,-19.30,-15.65
