,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentReceivables_sq,,,-1.50,,-100.00,142.89,,4.13,-7.60,-4.20,2.57,,,-12.15,0.77,,,-3.23,-2.32,-0.61,2.00,-2.58,,5.92,,-4.16,,7.26,-0.50,0.56,,
BalanceNoncurrInvestments,17500000,0,0,,17350000,0,1120000,,,-1000,1243000,1243000,1213000,1063000,1063000,1063000,1063000,1063000,1063000,1063000,1063000,733000,,,,,,46000,,,,
BalanceNoncurrInvestments_yy,,,,,-0.86,,,,-100.00,,10.96,,,212700.00,-14.46,-14.46,-12.35,,,,,-31.04,-100.00,-100.00,-100.00,-100.00,,,,,,-100.00
BalanceNoncurrInvestments_sy,,,,,39.69,,,,-99.58,,10.96,,,23.46,-14.46,-4.04,38.73,,,,,-31.04,-60.27,,-27.08,3.96,,,,,,17.19
BalanceNoncurrInvestments_qq,,-100.00,,,,-100.00,,-100.00,,,248650.00,,-2.41,-12.35,,,,,,,,-31.04,-100.00,,,,,,-100.00,,,
BalanceNoncurrInvestments_sq,,-93.81,,,,-98.63,,-95.87,,,28.91,,-5.40,-12.35,,,,,,,,-15.58,2.63,,,,,,,,,
BalanceOtherNoncurrentAssets,1273000,4897000,5535000,6541000,6862000,1209000,1341000,1496000,1376000,2691000,2295000,2935000,2688000,2533000,2503000,3505000,2882000,3306000,2898000,3435000,4071000,5346000,4994000,5504000,4750000,12535000,12534000,15035000,15011000,9098000,8970000,8975000
BalanceOtherNoncurrentAssets_yy,,,,,439.01,-75.32,-75.78,-77.13,-79.95,122.68,71.18,96.21,95.38,-5.88,9.05,19.42,7.20,30.52,15.78,-2.00,41.26,61.71,72.33,60.23,16.68,134.47,150.98,173.16,216.02,-27.42,-28.43,-40.31
BalanceOtherNoncurrentAssets_sy,,,,,235.46,186.94,8.80,182.90,-5.57,3.91,39.63,43.80,29.24,-4.86,6.38,9.24,5.18,23.24,3.04,11.84,11.73,12.18,17.40,57.78,16.68,39.66,35.00,21.71,31.53,-19.22,-9.25,-19.07
BalanceOtherNoncurrentAssets_qq,,284.67,13.04,18.17,4.90,-82.39,10.94,11.56,-8.01,95.59,-14.72,27.88,-8.40,-5.78,-1.18,40.03,-17.77,14.71,-12.34,18.53,18.52,31.32,-6.58,10.21,-13.70,163.89,-0.01,19.95,-0.16,-39.39,-1.41,0.06
BalanceOtherNoncurrentAssets_sq,,145.77,-2.96,2.23,-49.24,10.97,1.50,6.41,-6.81,1.15,0.80,1.18,,-4.15,0.96,11.63,2.70,-6.35,7.74,-2.40,0.38,8.90,-0.86,-0.50,5.06,34.73,-0.59,4.12,3.09,-7.45,1.06,0.06
BalanceCurrentAssets,19546000,18799000,21784000,51571000,45182000,46153000,49495000,62250000,47418000,51530000,53008000,51412000,53719000,53290000,55360000,63631000,75353000,63076000,78662000,97621000,77221000,51837000,49314000,41081000,38806000,19744000,16273000,15369000,33675000,18562000,20422000,21032000
BalanceCurrentAssets_yy,,,,,131.16,145.51,127.21,20.71,4.95,11.65,7.10,-17.41,13.29,3.41,4.44,23.77,40.27,18.36,42.09,53.42,2.48,-17.82,-37.31,-57.92,-49.75,-61.91,-67.00,-62.59,-13.22,-5.99,25.50,36.85
BalanceCurrentAssets_sy,,,,,18.32,28.52,31.32,20.30,40.88,11.65,6.72,10.08,13.29,8.74,16.49,3.59,15.26,14.10,4.86,0.32,2.48,-6.71,7.62,11.50,-1.94,5.00,-0.26,-4.82,-6.17,-4.98,-2.98,8.90
BalanceCurrentAssets_qq,,-3.82,15.88,136.74,-12.39,2.15,7.24,25.77,-23.83,8.67,2.87,-3.01,4.49,-0.80,3.88,14.94,18.42,-16.29,24.71,24.10,-20.90,-32.87,-4.87,-16.70,-5.54,-49.12,-17.58,-5.56,119.11,-44.88,10.02,2.99
BalanceCurrentAssets_sq,,-3.82,-2.73,10.78,-63.54,18.23,-3.02,-4.39,-1.45,3.88,-18.36,6.53,0.25,1.20,2.90,9.73,10.50,-2.93,0.72,5.96,-1.72,-6.68,-2.66,6.10,-0.57,-5.26,-2.92,5.00,-1.59,-1.60,-1.70,3.16
BalanceInventory,12380000,11698000,11871000,10562000,10492000,22779000,32841000,33175000,38533000,43028000,44062000,44263000,45554000,45878000,46713000,46949000,47516000,46407000,55859000,55922000,56238000,34750000,33628000,25444000,21990000,10292000,7824000,7560000,7310000,9319000,9350000,10668000
BalanceInventory_yy,,,,,-15.25,94.73,176.66,214.10,267.26,88.90,34.17,33.42,18.22,6.62,6.02,6.07,4.31,1.15,19.58,19.11,18.36,-25.12,-39.80,-54.50,-60.90,-70.38,-76.73,-70.29,-66.76,-9.45,19.50,41.11
BalanceInventory_sy,,,,,-9.63,29.39,41.10,26.48,12.06,28.03,13.73,24.10,0.84,-2.72,0.63,6.07,8.76,25.32,19.58,19.11,16.52,8.30,20.29,14.59,36.92,14.78,14.43,2.51,-3.18,-6.74,15.88,14.08
BalanceInventory_qq,,-5.51,1.48,-11.03,-0.66,117.11,44.17,1.01,16.15,11.67,2.40,0.45,2.92,0.71,1.82,0.51,1.21,-2.33,20.37,0.11,0.57,-38.21,-3.23,-24.34,-13.57,-53.20,-23.98,-3.37,-3.31,27.48,0.33,14.10
BalanceInventory_sq,,-6.90,-6.53,4.26,-52.62,-7.09,-5.48,1.01,0.22,-15.16,-0.66,,-1.27,-2.52,1.12,3.78,1.54,1.90,-0.36,7.95,0.57,3.82,1.46,6.49,0.05,1.80,1.44,3.12,-1.66,-0.08,1.65,8.21
BalanceCurrentReceivables,6672000,6174000,9096000,8535000,8554000,12333000,14976000,27741000,7884000,5694000,7546000,6617000,7012000,6105000,6665000,6224000,7079000,9974000,6518000,10949000,13299000,10573000,8667000,9118000,10660000,8563000,7555000,7613000,6786000,6721000,7951000,7465000
BalanceCurrentReceivables_yy,,,,,28.21,99.77,64.64,225.01,-7.84,-53.83,-49.61,-76.15,-11.06,7.21,-11.68,-5.94,0.95,63.37,-2.21,75.92,87.87,6.01,32.97,-16.72,-19.84,-19.01,-12.83,-16.51,-36.34,-21.51,5.24,-1.94
BalanceCurrentReceivables_sy,,,,,64.02,36.03,28.27,30.44,-28.22,2.55,4.20,-10.03,27.00,12.48,8.96,-1.52,-1.74,8.31,0.62,7.37,5.78,6.01,5.49,2.39,-10.30,4.55,-7.45,-4.17,3.31,20.54,4.99,18.62
BalanceCurrentReceivables_qq,,-7.47,47.34,-6.16,0.22,44.17,21.43,85.24,-71.58,-27.77,32.52,-12.31,5.97,-12.94,9.17,-6.62,13.74,40.90,-34.65,67.98,21.46,-20.50,-18.03,5.20,16.91,-19.67,-11.77,0.77,-10.86,-0.96,18.30,-6.11
BalanceCurrentReceivables_sq,,439.98,-34.74,3.38,-57.94,15.56,12.74,13.56,-54.80,-21.76,10.99,1.98,5.97,-0.58,1.89,3.57,13.74,-3.41,-2.08,2.41,6.70,-11.70,6.36,2.03,4.84,-5.73,-3.84,0.77,5.25,-0.96,0.56,4.88
BalanceCurrentInvestments,,0,,,26016000,0,,,,0,80000,109000,113000,199000,23000,0,0,67000,67000,68000,68000,5683000,5683000,5683000,5683000,,,,19370000,,,
BalanceCurrentInvestments_yy,,,,,,316.67,,,-100.00,-58.97,,,,124275.00,-71.18,-100.00,-100.00,-66.33,191.30,,,8382.09,8382.09,8257.35,8257.35,-100.00,-100.00,-100.00,240.84,,,
BalanceCurrentInvestments_sy,,,,,,-29.58,,,-74.38,-42.20,,,,54594.15,-83.90,-48.90,-100.00,-53.08,,,,-100.00,-99.09,4078.67,8257.35,13.58,-100.00,-100.00,72.74,,,
BalanceCurrentInvestments_qq,,,100.00,,,-100.00,-100.00,,,,49775.00,36.36,3.87,76.05,-88.44,-100.00,,,,1.49,,8257.35,,,,-100.00,,,,-100.00,,
BalanceCurrentInvestments_sq,,,-52.28,,,-73.64,-62.70,,,,24890.13,19.22,-0.92,-97.91,,11.88,,,,-1.85,,8257.35,,,,-75.40,,,,-7.30,,
BalanceCash,380000,222000,111000,32474000,,10264000,695000,389000,127000,2019000,184000,186000,,827000,1432000,9582000,19293000,5816000,14648000,30009000,6614000,53000,906000,425000,183000,672000,606000,7000,47000,2319000,2632000,2549000
BalanceCash_yy,,,,,-100.00,4527.35,523.79,-98.80,,-80.33,-73.49,-52.37,-100.00,-59.05,677.50,5065.16,,603.26,922.91,213.18,-65.72,-99.09,-93.81,-98.58,-97.23,1167.92,-33.11,-98.35,-74.32,245.09,334.32,36314.29
BalanceCash_sy,,,,,-90.64,1.72,41.96,-6.58,,-26.32,-8.80,-0.54,-70.06,3.32,77.13,228.32,,0.06,-16.18,-71.88,-17.76,-12.45,3.46,16.12,-49.15,13.36,16.32,-8.96,11.44,12.14,-14.90,6.96
BalanceCash_qq,,-41.63,-49.80,29061.56,-100.00,,-93.23,-43.93,-67.52,1496.30,-90.88,0.72,-100.00,,73.16,569.13,101.35,-69.85,151.86,104.87,-77.96,-99.20,1609.43,-53.09,-56.94,267.21,-9.82,-98.84,571.43,4834.04,13.50,-3.15
BalanceCash_sq,,-36.05,-50.62,3.15,-100.00,,-32.21,-43.93,-43.70,-1.95,-65.27,4.51,-29.29,,-2.46,-5.70,3.00,-17.36,-8.23,14.01,-10.56,-10.70,-23.56,-8.86,-33.64,24.66,-3.97,-5.86,-6.08,4.97,-3.05,-31.08
BalanceOtherCurrentAssets,114000,706000,706000,,120000,776000,984000,945000,875000,788000,1135000,238000,1039000,281000,527000,876000,1465000,812000,1570000,673000,1002000,778000,430000,411000,290000,217000,288000,189000,162000,203000,489000,350000
BalanceOtherCurrentAssets_yy,,,,,5.04,9.91,39.36,,630.30,1.60,15.34,-74.85,18.84,-64.35,-53.55,268.53,40.95,188.97,197.91,-23.17,-31.60,-4.19,-72.61,-38.93,-71.06,-72.11,-33.02,-54.01,-44.14,-6.45,69.79,85.19
BalanceOtherCurrentAssets_sy,,,,,25.28,9.91,2.96,,410.58,1.60,-5.32,-26.86,-51.32,-64.35,-39.84,103.22,41.32,85.32,10.56,-24.97,-44.23,-37.92,-32.78,10.05,50.54,5.24,13.70,12.14,69.86,-6.07,44.31,6.44
BalanceOtherCurrentAssets_qq,,519.19,,-100.00,,547.89,26.79,-3.92,-7.47,-9.87,43.94,-79.05,337.25,-72.96,87.54,66.22,67.24,-44.57,93.35,-57.13,48.89,-22.36,-44.73,-4.42,-29.44,-25.17,32.72,-34.38,-14.29,25.31,140.89,-28.43
BalanceOtherCurrentAssets_sq,,271.78,,764.82,,271.07,-29.30,-4.22,-7.47,-36.40,-22.95,-39.52,-2.80,-31.81,41.16,51.05,1.16,-35.76,1.48,-37.05,-10.56,-19.60,30.26,18.05,-19.20,-21.64,53.21,-5.20,-4.79,-27.37,36.84,-8.57
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,5683000,5683000,19370000,,3270000,3270000,3270000
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.46,-42.46,-83.12
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,-94.40
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.84,-100.00,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90,2.08,,,
BalanceTotalAssets,72607000,73468000,76958000,109977000,104941000,102264000,107151000,103971000,87968000,94127000,95327000,95275000,97763000,97027000,100571000,111749000,123768000,112327000,130325000,149513000,157224000,171841000,213954000,189768000,183497000,156183000,151272000,139509000,135128000,121027000,121714000,121885000
BalanceTotalAssets_yy,,,,,44.53,39.20,39.23,-5.46,-16.17,-7.96,-11.04,-8.36,11.13,3.08,5.50,17.29,26.60,15.77,29.59,33.79,27.03,52.98,64.17,26.92,16.71,-9.11,-29.30,-26.48,-26.36,-22.51,-19.54,-12.63
BalanceTotalAssets_sy,,,,,72.96,33.56,39.23,9.42,-12.02,21.99,20.33,11.16,15.18,9.88,6.33,8.93,6.02,6.01,2.65,5.17,4.13,0.73,4.85,22.63,18.82,9.12,6.00,-1.74,5.64,-5.35,0.62,6.11
BalanceTotalAssets_qq,,1.19,4.75,42.90,-4.58,-2.55,4.78,-2.97,-15.39,7.00,1.27,-0.05,2.61,-0.75,3.65,11.11,10.76,-9.24,16.02,14.72,5.16,9.30,24.51,-11.30,-3.30,-14.89,-3.14,-7.78,-3.14,-10.44,0.57,0.14
BalanceTotalAssets_sq,,10.85,-2.18,12.35,-10.95,3.73,-1.71,0.64,-2.63,7.00,-1.03,3.62,-0.44,1.12,2.02,5.88,6.51,1.61,-0.53,4.42,3.06,0.34,-0.14,5.82,-1.02,-0.83,-0.83,2.47,-0.51,-1.34,1.63,2.70
BalanceCapital,16185000,14059000,15097000,50085000,48689000,50063000,50390000,50114000,48899000,44752000,45288000,45448000,46577000,57131000,58503000,56805000,55137000,57246000,54991000,54638000,52790000,24603000,70150000,59912000,54279000,43170000,45069000,35274000,37482000,57809000,62459000,61649000
BalanceCapital_yy,,,,,200.83,256.09,233.77,0.06,0.43,-10.61,-10.12,-9.31,-4.75,27.66,29.18,24.99,18.38,0.20,-6.00,-3.81,-4.26,-57.02,27.57,9.65,2.82,75.47,-35.75,-41.12,-30.95,33.91,38.59,74.77
BalanceCapital_sy,,,,,200.83,41.26,62.14,8.94,2.66,-3.55,-5.00,9.93,6.96,18.32,5.56,24.99,3.28,5.00,3.24,3.88,3.15,1.13,9.43,16.54,5.98,18.12,7.44,0.27,2.51,5.47,4.17,18.70
BalanceCapital_qq,,-13.14,7.39,231.75,-2.79,2.82,0.65,-0.55,-2.42,-8.48,1.20,0.35,2.48,22.66,2.40,-2.90,-2.94,3.83,-3.94,-0.64,-3.38,-53.39,185.13,-14.59,-9.40,-20.47,4.40,-21.73,6.26,54.23,8.04,-1.30
BalanceCapital_sq,,4.87,-2.52,55.21,-7.44,2.82,-1.90,0.15,-3.10,-8.48,0.60,3.37,2.48,2.53,1.36,1.87,-1.44,2.33,1.20,-0.60,-0.67,-1.92,2.04,5.36,-0.04,-0.58,-1.11,-0.96,-0.07,-0.66,1.90,0.82
BalanceShareCapital,3000000,3000000,3000000,3856000,3856000,3856000,3856000,3856000,3856000,3856000,3856000,3856000,3856000,3856000,4426000,4426000,4426000,4426000,4426000,4426000,4426000,4426000,4426000,4426000,4426000,4426000,4426000,4426000,4426000,5746000,5746000,6226000
BalanceShareCapital_yy,,,,,28.53,28.53,28.53,,,,,,,,14.78,14.78,14.78,14.78,,,,,,,,,,,,29.82,29.82,40.67
BalanceShareCapital_sy,,,,,6.71,25.87,25.36,,,,,,,,1.69,2.38,,0.28,,,,,,,,,,,,,,3.20
BalanceShareCapital_qq,,,,28.53,,,,,,,,,,,14.78,,,,,,,,,,,,,,,29.82,,8.35
BalanceShareCapital_sq,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,8427000,8427000,8427000,45672000,45672000,45672000,45672000,46197000,46197000,46197000,46197000,46197000,46197000,57597000,57027000,57027000,57027000,57027000,57027000,57027000,57027000,61626000,57027000,57027000,57027000,57027000,59950000,60472000,62613000,69322000,74458000,73977000
BalanceReserve_yy,,,,,441.98,441.95,441.95,1.15,1.15,1.15,1.15,,,24.68,23.44,23.44,23.44,-0.99,,,,8.06,,,,-7.46,5.13,6.04,9.80,21.56,24.20,22.33
BalanceReserve_sy,,,,,323.90,89.38,269.97,8.24,1.15,,-3.78,,,2.71,-1.37,-0.98,2.25,6.86,,,,25.15,,,,34.11,17.12,5.38,3.96,3.78,2.83,7.07
BalanceReserve_qq,,,,441.95,,,,1.15,,,,,,24.68,-0.99,,,,,,,8.06,-7.46,,,,5.13,0.87,3.54,10.72,7.41,-0.65
BalanceReserve_sq,,,,245.39,,,,1.15,,,,,,,-0.99,,,,,,,0.81,,,,,,0.20,,0.51,0.14,0.94
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,38809000,41040000,39500000,41071000,40764000,34970000,35308000,16955000,17382000,20979000,31786000,30215000,17318000,22858000,22897000,32742000,43352000,29413000,39186000,53267000,60459000,34622000,36185000,31784000,42716000,44175000,41241000,39086000,36984000,37178000,35371000,35146000
BalanceNoncurrentLiabilities_yy,,,,,5.04,-14.79,-10.61,-58.72,-57.36,-40.01,-9.97,78.21,-0.37,8.95,-27.96,8.36,150.32,28.68,71.14,62.69,39.46,17.71,-7.66,-40.33,-29.35,27.59,13.97,22.97,-13.42,-15.84,-14.23,-10.08
BalanceNoncurrentLiabilities_sy,,,,,5.04,66.85,130.43,100.52,20.55,14.02,108.98,40.16,-0.37,9.66,-11.35,33.28,21.73,0.36,-3.31,-10.32,-5.11,-10.35,8.18,7.91,-15.54,-6.85,-1.68,-15.00,6.60,-0.92,3.65,16.57
BalanceNoncurrentLiabilities_qq,,5.75,-3.75,3.98,-0.75,-14.21,0.97,-51.98,2.52,20.69,51.51,-4.94,-42.68,31.99,0.17,43.00,32.40,-32.15,33.23,35.93,13.50,-42.73,4.51,-12.16,34.39,3.42,-6.64,-5.23,-5.38,0.52,-4.86,-0.64
BalanceNoncurrentLiabilities_sq,,4.01,-2.20,,-24.74,97.99,0.68,-0.94,-1.21,-1.92,1.42,-1.93,-12.51,-2.12,0.52,15.59,-0.26,-8.97,-3.10,3.57,7.29,-2.12,3.46,1.45,-1.60,-0.66,-1.64,-0.81,2.54,0.73,0.72,1.09
BalanceNoncurrentTradeLiabilities,36180000,,,,,,,,,,14123000,12594000,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,-100.00,,,,,,,,,,-100.00,-100.00,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,-100.00,,,,,,,,,,-100.00,-100.00,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,-100.00,,,,,,,,,,-10.82,-100.00,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,-100.00,,,,,,,,,,-34.05,-50.54,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,2303000,34128000,33778000,33262000,33727000,33296000,32581000,15418000,16100000,19321000,14306000,14290000,14020000,20750000,19876000,20562000,20983000,20100000,20343000,18701000,26133000,27890000,15963000,14135000,11861000,9357000,8948000,8957000,1680000,7459000,7172000,6940000
BalanceNoncurrentBorrowings_yy,,,,,1364.50,-2.44,-3.54,-53.65,-52.26,-41.97,-56.09,-7.32,-12.92,7.40,38.93,43.89,49.66,-3.13,2.35,-9.05,24.54,38.76,-21.53,-24.42,-54.61,-66.45,-43.95,-36.63,-85.84,-20.28,-19.85,-22.52
BalanceNoncurrentBorrowings_sy,,,,,686.89,155.76,23.96,26.08,-67.28,38.96,-0.17,-7.32,-12.92,-1.37,-1.27,49.76,21.22,18.85,-14.42,-32.65,-9.03,9.93,-21.53,-21.09,-38.77,-27.61,-34.53,-37.81,-22.17,-37.21,-19.85,-7.50
BalanceNoncurrentBorrowings_qq,,1381.90,-1.03,-1.53,1.40,-1.28,-2.15,-52.68,4.42,20.00,-25.95,-0.11,-1.89,48.00,-4.21,3.45,2.05,-4.21,1.21,-8.07,39.74,6.72,-42.76,-11.45,-16.09,-21.11,-4.37,0.10,-81.24,343.99,-3.85,-3.23
BalanceNoncurrentBorrowings_sq,,691.65,-4.14,-0.91,-100.00,0.88,-1.92,-4.89,-7.55,4.84,-5.51,1.29,-8.72,-9.14,-1.20,-5.14,-0.45,-7.33,-4.20,-2.87,9.89,-10.82,1.80,1.20,-3.85,-16.17,-5.90,-6.97,-4.64,-5.02,-3.91,-1.02
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,9000000,9000000,7200000,,,,7200000,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,-20.00,-100.00,,,,-100.00,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,-20.00,-100.00,,,,-100.00,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,11739000,10948000,10509000,,3034000,3027000,2866000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.15,-72.35,-72.73
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.08,-21.92,-19.00
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.74,-4.01,-100.00,,-0.23,-5.32
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.74,-4.01,-14.25,,3.24,-7.64
BalanceNoncurrentOtherLiabilities,326000,6912000,5722000,7809000,7036000,1673000,2726000,1537000,1282000,1659000,3357000,3330000,3298000,2108000,3021000,12180000,22369000,9313000,18843000,34566000,34326000,6732000,11222000,8649000,23655000,23079000,21345000,19620000,28104000,26685000,25172000,25340000
BalanceNoncurrentOtherLiabilities_yy,,,,,2058.42,-75.79,-52.35,-80.32,-81.78,-0.89,23.14,116.74,157.24,27.10,-10.01,265.74,578.28,341.79,523.73,183.79,53.45,-27.71,-40.44,-74.98,-31.09,242.83,90.21,126.85,18.81,15.62,17.93,29.15
BalanceNoncurrentOtherLiabilities_sy,,,,,1034.86,16.59,53.42,102.65,0.56,0.96,23.14,15.06,1.56,7.35,3.75,17.06,13.33,12.54,5.87,2.88,-1.75,-11.53,-7.75,12.74,24.35,33.47,20.18,3.98,17.76,11.90,9.66,16.92
BalanceNoncurrentOtherLiabilities_qq,,2020.12,-17.22,36.48,-9.89,-76.22,62.91,-43.64,-16.56,29.37,102.41,-0.80,-0.97,-36.08,43.31,303.18,83.65,-58.37,102.33,83.44,-0.69,-80.39,66.70,-22.93,173.50,-2.44,-7.51,-8.08,43.24,-5.05,-5.67,0.67
BalanceNoncurrentOtherLiabilities_sq,,1014.10,-17.22,8.76,-100.00,4.75,2.65,-3.33,-9.31,2.62,1.09,7.69,0.40,0.21,1.10,2.88,0.37,-3.27,0.35,2.16,-0.48,-9.12,3.06,3.78,-0.15,0.31,-1.01,,1.92,-1.06,0.64,0.31
BalanceCurrentLiabilities,17612000,18368000,22361000,18821000,15488000,17231000,21453000,36902000,21687000,28397000,18253000,19612000,33867000,17038000,19170000,22202000,25279000,25667000,36147000,41608000,43975000,112616000,107619000,98072000,86502000,68838000,64962000,65149000,60662000,26040000,23884000,25090000
BalanceCurrentLiabilities_yy,,,,,-12.06,-6.19,-4.06,96.07,40.02,64.80,-14.92,-46.85,56.17,-40.00,5.03,13.20,-25.36,50.65,88.56,87.41,73.96,338.76,197.73,135.70,96.71,-38.87,-39.64,-33.57,-29.87,-62.17,-63.23,-61.49
BalanceCurrentLiabilities_sy,,,,,95.03,16.16,37.79,25.35,59.79,48.64,27.66,30.47,56.17,-2.22,17.91,6.62,-6.32,22.38,5.80,9.63,6.25,-1.64,2.26,1.69,14.04,2.09,8.93,12.78,7.85,19.32,26.78,1.34
BalanceCurrentLiabilities_qq,,4.29,21.74,-15.83,-17.71,11.25,24.50,72.01,-41.23,30.94,-35.72,7.45,72.68,-49.69,12.51,15.82,13.86,1.53,40.83,15.11,5.69,156.09,-4.44,-8.87,-11.80,-20.42,-5.63,0.29,-6.89,-57.07,-8.28,5.05
BalanceCurrentLiabilities_sq,,13.74,-19.28,19.05,-58.50,26.52,-11.96,9.40,18.87,30.94,3.06,8.35,-6.12,-1.91,2.94,4.66,13.86,1.71,1.50,4.42,-3.05,5.65,-9.06,9.62,0.10,9.23,2.06,4.88,-0.23,9.65,-0.70,5.96
BalanceCurrentTradePayablesv,16836000,9343000,11011000,8847000,5888000,9081000,11503000,9860000,12038000,15328000,822000,1126000,14455000,2273000,16719000,18538000,21484000,11625000,-5345000,38779000,40696000,59127000,84357000,14961000,3478000,46448000,46472000,46598000,8213000,19379000,17791000,17712000
BalanceCurrentTradePayablesv_yy,,,,,-65.03,-2.81,4.47,11.45,104.44,68.79,-92.86,-88.58,20.08,-85.17,1934.73,1546.13,48.62,411.44,-131.97,109.19,89.42,408.62,1678.24,-61.42,-91.45,-21.44,-44.91,211.46,136.14,-58.28,-61.72,-61.99
BalanceCurrentTradePayablesv_sy,,,,,-13.40,20.12,24.15,8.76,27.60,19.94,14.40,24.02,14.27,-29.36,9.44,8.72,8.38,41.99,0.47,35.33,28.51,5.45,18.59,0.79,13.82,5.36,12.20,10.24,7.40,9.97,7.44,-5.81
BalanceCurrentTradePayablesv_qq,,-44.50,17.85,-19.65,-33.44,54.22,26.67,-14.28,22.09,27.33,-94.64,37.06,1183.60,-84.28,635.55,10.88,15.89,-45.89,-145.98,825.52,4.94,45.29,42.67,-82.26,-76.75,1235.48,0.05,0.27,-82.37,135.96,-8.19,-0.44
BalanceCurrentTradePayablesv_sq,,-13.22,-26.70,3.28,-72.08,25.76,-19.41,-5.35,-11.46,-1.12,-4.91,8.88,1.61,-6.28,8.84,-7.30,24.24,4.84,-10.84,2.50,2.60,-5.78,-2.94,9.86,2.38,4.35,-3.31,0.27,-4.67,9.37,2.90,6.22
BalanceCurrentBorrowings,,4676000,7447000,6721000,7157000,5797000,6639000,21620000,5867000,4807000,,,,12256000,,,,12327000,38779000,,,51997000,22125000,28013000,30218000,17152000,13342000,11745000,24591000,2881000,2695000,3556000
BalanceCurrentBorrowings_yy,,,,,,23.96,-10.85,221.69,-18.02,-17.07,-100.00,-100.00,-100.00,154.96,,,,0.58,,,,321.81,-42.95,,,-67.01,-39.70,-58.07,-18.62,-83.20,-79.80,-69.72
BalanceCurrentBorrowings_sy,,,,,,41.12,84.84,31.91,50.88,2.39,7.62,15.33,-13.82,-2.38,,,,-1.03,,,,-34.10,-24.83,,,1.18,-3.64,39.67,40.40,4.20,11.42,-7.62
BalanceCurrentBorrowings_qq,,,59.25,-9.75,6.49,-19.01,14.54,225.65,-72.86,-18.07,-100.00,,,,-100.00,,,,214.59,-100.00,,,-57.45,26.61,7.87,-43.24,-22.21,-11.97,109.37,-88.28,-6.46,31.95
BalanceCurrentBorrowings_sq,,,-59.60,-9.75,-100.00,5.43,-17.06,17.59,-44.46,7.51,-68.33,,,,3.75,,,,10.45,-5.48,,,-7.71,-10.70,-1.37,2.25,0.76,10.10,0.82,-8.04,-1.30,7.59
