,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentOtherLiabilities_sq,,1.41,,0.29,,3.08,,9.69,-0.32,-6.92,4.24,-2.00,1.80,-11.13,1.61,1.06,-1.14,1.56
BalanceCurrentLiabilities,10368000,10517000,13485000,88000,157000,36000,79000,244000,251000,199000,279000,217000,223000,666000,381000,736000,795000,952000
BalanceCurrentLiabilities_yy,,,,,-98.48,-99.66,-99.42,179.19,59.73,448.34,253.66,-11.29,-11.06,234.87,36.63,239.25,256.12,42.92
BalanceCurrentLiabilities_sy,,,,,-20.40,-16.42,-27.36,20.59,51.15,22.02,26.02,-5.74,2.64,-1.18,0.18,11.86,18.31,9.68
BalanceCurrentLiabilities_qq,,1.44,28.22,-99.35,79.55,-76.92,117.43,209.88,2.72,-20.77,40.23,-22.27,2.99,198.29,-42.78,93.01,8.11,19.71
BalanceCurrentLiabilities_sq,,-1.31,0.15,-1.48,1.69,9.45,2.94,4.33,0.56,2.92,-1.61,2.13,2.72,1.11,-11.20,9.70,2.83,0.22
BalanceCurrentTradePayablesv,585000,956000,963000,61000,132000,11000,25000,46000,46000,35000,71000,92000,78000,67000,117000,199000,134000,234000
BalanceCurrentTradePayablesv_yy,,,,,-77.40,-98.87,-97.42,-23.70,-64.97,223.61,187.47,98.43,68.79,92.94,63.48,116.83,71.41,247.60
BalanceCurrentTradePayablesv_sy,,,,,-29.42,10.60,20.62,2.94,16.21,22.08,33.14,3.51,-0.76,-8.26,-11.66,12.60,6.89,0.42
BalanceCurrentTradePayablesv_qq,,63.58,0.69,-93.69,117.41,-91.83,129.80,86.84,-0.17,-24.50,104.14,28.97,-15.08,-13.70,72.97,71.06,-32.87,75.00
BalanceCurrentTradePayablesv_sq,,-21.70,0.69,8.42,-0.14,,1.46,-16.04,0.13,-0.76,0.10,1.04,1.68,4.57,-0.35,17.56,-4.34,1.44
BalanceCurrentBorrowings,9392000,1000,3046000,,,,23000,121000,117000,73000,104000,25000,25000,475000,87000,390000,500000,566000
BalanceCurrentBorrowings_yy,,,,,-100.00,-100.00,-99.24,,,,348.29,-79.68,-78.70,551.12,-16.96,1481.21,1899.60,19.07
BalanceCurrentBorrowings_sy,,,,,-12.23,-31.16,-60.15,,,,-8.46,17.24,6.45,-16.52,-15.57,-7.69,-9.96,3.87
BalanceCurrentBorrowings_qq,,-99.99,524254.39,-100.00,,,,422.26,-3.31,-37.81,42.76,-76.32,1.33,1800.94,-81.79,350.86,28.14,13.19
BalanceCurrentBorrowings_sq,,,0.05,-4.52,,,,-12.89,-1.78,0.48,-4.20,-3.02,-0.98,-2.24,-2.13,-1.30,2.32,8.00
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,391000,9560000,9476000,27000,25000,25000,31000,77000,87000,91000,103000,100000,120000,123000,178000,146000,161000,152000
BalanceCurrentOtherLiabilities_yy,,,,,-93.58,-99.73,-99.67,186.07,248.35,257.01,235.54,30.71,37.55,35.53,72.13,45.62,34.19,22.96
BalanceCurrentOtherLiabilities_sy,,,,,4.36,-8.43,25.64,54.29,11.90,15.56,-2.82,-20.08,7.49,4.80,4.80,12.12,1.57,1.07
BalanceCurrentOtherLiabilities_qq,,2345.21,-0.89,-99.72,-6.35,1.58,20.92,148.68,14.04,4.11,13.65,-3.12,20.00,2.58,44.35,-18.04,10.58,-6.01
BalanceCurrentOtherLiabilities_sq,,6.85,-2.53,5.88,2.31,-1.36,8.07,24.49,-10.50,3.75,-3.68,2.22,-1.99,2.58,-5.71,2.96,6.01,-0.37
BalanceReckoning,,,,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,115409000,110029000,101302000,21743000,22731000,23049000,23849000,24891000,24960000,4704000,4841000,3059000,2832000,3052000,2542000,2475000,2391000,2462000
BalanceTotalEquityAndLiabilities_yy,,,,,-80.30,-79.05,-76.46,14.48,9.81,-79.59,-79.70,-87.71,-88.65,-35.12,-47.48,-19.08,-15.58,-19.31
BalanceTotalEquityAndLiabilities_sy,,,,,-2.52,-2.68,-1.90,3.60,7.38,-2.82,-0.32,-1.61,-1.81,2.75,1.64,0.54,3.92,-0.73
BalanceTotalEquityAndLiabilities_qq,,-4.66,-7.93,-78.54,4.55,1.40,3.47,4.37,0.28,-81.15,2.91,-36.82,-7.40,7.76,-16.69,-2.65,-3.40,2.99
BalanceTotalEquityAndLiabilities_sq,,-1.52,0.91,-0.51,0.71,1.63,-0.34,0.86,0.18,-1.29,1.22,-0.66,-0.45,-0.86,-0.15,-0.94,0.92,-1.21
CashflowOperatingCashflow,-182000,108000,-304000,-871000,77000,-619000,-333000,174000,-288000,-309000,-283000,-540000,-202000,-75000,-76000,-275000,-247000,16000
CashflowOperatingCashflow_yy,,,,,142.61,-675.59,-9.52,120.00,-472.84,50.15,15.11,-409.87,29.99,75.72,73.00,49.15,-22.54,121.18
CashflowOperatingCashflow_sy,,,,,-34.30,-13.48,-55.12,26.42,-70.70,96.58,-19.93,-59.74,13.78,-89.49,33.12,-36.44,-64.97,85.04
CashflowOperatingCashflow_qq,,159.24,-382.65,-186.63,108.88,-900.08,46.22,152.36,-265.50,-6.97,8.41,-91.11,62.61,62.91,-1.85,-259.95,9.89,106.41
CashflowOperatingCashflow_sq,,-21.81,-38.44,11.21,-75.01,-2.76,15.05,47.74,-109.80,99.06,-76.72,-33.35,59.71,-46.64,-21.89,12.04,9.89,26.68
CashflowAmortization,2000,2000,0,0,0,8000,5000,15000,21000,14000,14000,14000,14000,14000,14000,9000,2000,2000
CashflowAmortization_yy,,,,,-78.78,375.25,,,4425.79,64.92,152.77,-10.21,-34.64,3.45,3.97,-32.17,-87.97,-89.27
CashflowAmortization_sy,,,,,-4.24,0.26,,,2.56,4.20,8.73,-1.20,-14.04,-6.65,-0.76,-8.48,-2.53,1.34
CashflowAmortization_qq,,-20.41,-100.00,,,1682.45,-35.08,181.51,38.94,-35.05,-0.50,,1.13,2.81,-0.01,-34.76,-82.07,-8.26
CashflowAmortization_sq,,-1.34,1.51,,,3.53,-0.44,-0.90,-1.36,,1.14,,-10.89,0.24,,-4.77,-1.04,2.16
CashflowInvestingCashflow,,526000,807000,-818000,-240000,20000,170000,352000,-8000,0,639000,522000,222000,40000,0,20000,-3000,0
CashflowInvestingCashflow_yy,,,,,,-96.26,-78.91,143.01,96.82,-100.00,274.96,48.45,3000.04,,-100.00,-96.09,-101.21,-100.00
CashflowInvestingCashflow_sy,,,,,,-44.51,-37.16,11.26,-51.68,45.93,-80.15,-37.29,69.86,,-40.98,17.18,58.36,-99.76
CashflowInvestingCashflow_qq,,,53.43,-201.31,70.62,108.20,764.75,106.58,-102.17,100.00,,-18.21,-57.57,-81.84,-100.00,,-113.17,100.00
CashflowInvestingCashflow_sq,,,-45.14,-13.46,70.62,-48.87,11.08,-13.01,-46.69,55.56,,37.68,96.60,-9.18,-100.00,,79.91,-65.97
CashflowCapex,,,,,45000,8000,0,26000,8000,0,0,6000,5000,0,0,0,106000,0
CashflowCapex_yy,,,,,,,,,-83.14,-100.00,,-76.22,-31.56,,,-100.00,1920.86,
CashflowCapex_sy,,,,,,,,,-4.52,-52.84,,-73.28,-37.50,,,23.55,-80.54,
CashflowCapex_qq,,,,,,-83.16,-100.00,,-71.08,-100.00,,,-16.77,-100.00,,,,-100.00
CashflowCapex_sq,,,,,,-36.15,-7.76,,-13.96,-27.14,,,-16.77,-29.29,,,,94.96
CashflowFinancingCashflow,165000,85000,15000,0,1110000,0,73000,77000,-9000,-52000,23000,-87000,-7000,473000,-397000,230000,191000,62000
CashflowFinancingCashflow_yy,,,,,572.73,-100.00,386.73,,-100.81,,-68.67,-213.60,21.01,1005.33,-1836.07,363.75,2779.61,-86.89
CashflowFinancingCashflow_sy,,,,,28.85,-23.70,98.87,,-32.19,,40.26,0.26,16.46,-65.89,-45.41,61.32,26.12,-58.83
CashflowFinancingCashflow_qq,,-48.48,-82.35,-100.00,,-100.00,,5.08,-111.76,-478.88,143.79,-481.00,91.82,6734.94,-183.98,157.88,-16.92,-67.54
CashflowFinancingCashflow_sq,,17.43,1.51,-107.60,,13.59,,0.30,-1.60,20.90,61.00,-2.24,-2.66,30.80,3.77,52.02,-16.15,-33.92
CashflowShareCapitalCash,15000,,15000,0,1110000,0,90000,-18000,,3000,0,0,,,,,,
CashflowShareCapitalCash_yy,,,,,7300.00,,500.00,,-100.00,,-100.00,100.00,,-100.00,,,,
CashflowShareCapitalCash_sy,,,,,243.04,,14.68,,-100.00,,-94.56,100.00,,-100.00,,,,
CashflowShareCapitalCash_qq,,-100.00,,-100.00,,-100.00,,-119.74,100.00,,-100.00,,,,,,,
CashflowShareCapitalCash_sq,,-100.00,,-72.04,,-100.00,,-106.18,100.00,,-100.00,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,-17000,719000,519000,-1689000,947000,-599000,-90000,603000,-305000,-361000,379000,-105000,13000,438000,-473000,-24000,-59000,78000
CashflowNetCashflow_yy,,,,,5835.03,-183.36,-117.26,135.69,-132.21,39.79,523.43,-117.38,104.13,221.48,-224.92,76.85,-569.59,-82.23
CashflowNetCashflow_sy,,,,,19.93,-26.96,-25.36,70.77,-121.38,117.87,-4.14,-51.94,66.73,22.04,-12.26,-23.20,89.93,-5.51
CashflowNetCashflow_qq,,4452.88,-27.86,-425.74,156.07,-163.27,85.06,773.53,-150.61,-18.25,205.06,-127.65,112.01,3380.75,-208.03,94.87,-143.67,231.70
CashflowNetCashflow_sq,,64.39,44.17,3.61,-20.38,-64.14,85.06,82.94,-162.91,129.72,-85.10,87.14,66.03,91.16,-135.74,92.20,23.53,41.30
