,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceTotalAssets_qq,,2.64,-5.22,1.70,-0.86,-0.22,3.17,6.03,2.09,5.01,5.49,7.00,5.94,6.78,3.31,4.46,0.68,-0.86,6.66,8.44,2.01,2.71
BalanceTotalAssets_sq,,2.20,2.29,2.80,0.24,-0.79,0.91,-0.51,1.02,1.48,-0.01,0.60,0.12,-1.46,0.74,-0.16,-0.45,-0.86,,-0.94,0.92,-1.21
BalanceCapital,437461000,443293000,449722000,462102000,477190000,478147000,489061000,498696000,510210000,457196000,466253000,474726000,483988000,427784000,437114000,445682000,457937000,428792000,448069000,453904000,450229000,445393000
BalanceCapital_yy,,,,,9.08,7.86,8.75,7.92,6.92,-4.38,-4.66,-4.81,-5.14,-6.43,-6.25,-6.12,-5.38,0.24,2.51,1.84,-1.68,3.87
BalanceCapital_sy,,,,,6.63,9.17,7.99,4.98,3.68,-0.20,-4.14,3.64,-2.42,-1.66,-0.54,-2.53,-2.39,3.28,3.40,2.90,1.12,-0.99
BalanceCapital_qq,,1.33,1.45,2.75,3.26,0.20,2.28,1.97,2.31,-10.39,1.98,1.82,1.95,-11.61,2.18,1.96,2.75,-6.36,4.50,1.30,-0.81,-1.07
BalanceCapital_sq,,0.44,1.60,2.95,1.84,0.37,2.26,-0.36,2.10,-0.46,-0.38,1.88,3.14,-1.43,0.70,-1.40,0.65,-0.93,1.49,-2.32,0.24,-2.89
BalanceShareCapital,16000000,16000000,16000000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000,23818000
BalanceShareCapital_yy,,,,,48.87,48.87,48.87,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,48.87,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,383923000,413980000,413980000,404436000,417118000,417115000,417115000,417115000,417115000,416254000,416254000,416254000,416254000,389407000,381809000,382036000,382124000,377980000,382493000,382611000,382491000,370490000
BalanceReserve_yy,,,,,8.65,0.76,0.76,3.14,,-0.21,-0.21,-0.21,-0.21,-6.45,-8.28,-8.22,-8.20,-2.93,0.18,0.15,0.10,-1.98
BalanceReserve_sy,,,,,1.04,3.48,5.18,3.50,,,-0.57,-0.10,-0.20,0.11,0.46,,0.14,0.09,0.98,0.84,3.55,1.24
BalanceReserve_qq,,7.83,,-2.31,3.14,,,,,-0.21,,,,-6.45,-1.95,0.06,0.02,-1.08,1.19,0.03,-0.03,-3.14
BalanceReserve_sq,,0.60,,,,,,,,,,,,0.01,,,,,,,,0.25
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,656356000,679415000,614408000,620137000,595757000,592488000,615478000,672421000,685361000,798249000,858061000,942355000,1017215000,1175272000,1219044000,1284343000,1283808000,1298048000,1393820000,1543519000,1587271000,1647320000
BalanceCurrentLiabilities_yy,,,,,-9.23,-12.79,0.17,8.43,15.04,34.73,39.41,40.14,48.42,47.23,42.07,36.29,26.21,10.45,14.34,20.18,23.64,26.91
BalanceCurrentLiabilities_sy,,,,,3.54,2.14,0.17,-2.82,-20.40,-16.42,-27.36,20.59,51.15,22.02,26.02,-5.74,2.64,-1.18,0.18,11.86,18.31,9.68
BalanceCurrentLiabilities_qq,,3.51,-9.57,0.93,-3.93,-0.55,3.88,9.25,1.92,16.47,7.49,9.82,7.94,15.54,3.72,5.36,-0.04,1.11,7.38,10.74,2.83,3.78
BalanceCurrentLiabilities_sq,,-2.34,-0.57,4.09,1.76,-1.31,0.15,-1.48,1.69,9.45,2.94,4.33,0.56,2.92,-1.61,2.13,2.72,1.11,-11.20,9.70,2.83,0.22
BalanceCurrentTradePayablesv,41709000,58005000,37357000,44684000,35871000,39758000,36421000,29556000,35653000,36578000,42339000,35086000,39305000,48969000,45317000,36000000,32870000,41636000,41491000,44648000,46371000,73822000
BalanceCurrentTradePayablesv_yy,,,,,-14.00,-31.46,-2.51,-33.86,-0.61,-8.00,16.25,18.71,10.24,33.87,7.04,2.60,-16.37,-14.97,-8.44,24.02,41.07,77.30
BalanceCurrentTradePayablesv_sy,,,,,19.51,-11.85,-32.07,20.39,-29.42,10.60,20.62,2.94,16.21,22.08,33.14,3.51,-0.76,-8.26,-11.66,12.60,6.89,0.42
BalanceCurrentTradePayablesv_qq,,39.07,-35.60,19.61,-19.72,10.84,-8.39,-18.85,20.63,2.60,15.75,-17.13,12.02,24.59,-7.46,-20.56,-8.69,26.67,-0.35,7.61,3.86,59.20
BalanceCurrentTradePayablesv_sq,,-6.13,15.77,-10.11,1.75,-21.70,0.69,8.42,-0.14,,1.46,-16.04,0.13,-0.76,0.10,1.04,1.68,4.57,-0.35,17.56,-4.34,1.44
BalanceCurrentBorrowings,553443000,562962000,518807000,521935000,512060000,530971000,556322000,618857000,627064000,740112000,793338000,882580000,949724000,1034258000,1078873000,1219816000,1228249000,1204824000,1324250000,1468855000,1510669000,1540182000
BalanceCurrentBorrowings_yy,,,,,-7.48,-5.68,7.23,18.57,22.46,39.39,42.60,42.61,51.46,39.74,35.99,38.21,29.33,16.49,22.74,20.42,22.99,27.83
BalanceCurrentBorrowings_sy,,,,,-6.38,,7.23,-21.26,-12.23,-31.16,-60.15,-0.67,4.95,16.46,-8.46,17.24,6.45,-16.52,-15.57,-7.69,-9.96,3.87
BalanceCurrentBorrowings_qq,,1.72,-7.84,0.60,-1.89,3.69,4.77,11.24,1.33,18.03,7.19,11.25,7.61,8.90,4.31,13.06,0.69,-1.91,9.91,10.92,2.85,1.95
BalanceCurrentBorrowings_sq,,1.05,-3.23,0.44,-1.80,,0.05,-4.52,-6.52,-1.17,,-12.89,-1.78,0.48,-4.20,-3.02,-0.98,-2.24,-2.13,-1.30,2.32,8.00
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,39372000,35616000,34389000,29425000,27625000,4632000,5876000,5185000,5333000,5370000,5804000,4176000,9791000,73897000,74299000,7131000,3561000,32664000,5906000,3323000,4213000,4634000
BalanceCurrentOtherLiabilities_yy,,,,,-29.84,-86.99,-82.91,-82.38,-80.70,15.93,-1.23,-19.46,83.60,1276.00,1180.14,70.77,-63.63,-55.80,-92.05,-53.40,18.31,-85.81
BalanceCurrentOtherLiabilities_sy,,,,,7.78,2.04,-2.57,-6.67,4.36,-8.43,25.64,54.29,11.90,15.56,-2.82,-20.08,7.49,4.80,4.80,12.12,1.57,1.07
BalanceCurrentOtherLiabilities_qq,,-9.54,-3.45,-14.44,-6.11,-83.23,26.84,-11.76,2.85,0.71,8.07,-28.05,134.45,654.77,0.54,-90.40,-50.07,817.25,-81.92,-43.74,26.79,9.99
BalanceCurrentOtherLiabilities_sq,,10.74,-1.17,8.02,-1.77,6.85,-2.53,5.88,2.31,-1.36,8.07,24.49,-10.50,3.75,-3.68,2.22,-1.99,2.58,-5.71,2.96,6.01,-0.37
BalanceReckoning,21832000,22832000,23855000,24093000,20201000,17126000,16859000,18822000,17312000,16189000,16580000,20512000,18395000,18148000,20555000,21396000,19128000,18924000,22173000,26694000,26019000,28682000
BalanceReckoning_yy,,,,,-7.47,-24.99,-29.33,-21.88,-14.30,-5.47,-1.65,8.98,6.26,12.10,23.97,4.31,3.98,4.28,7.87,24.76,36.03,51.56
BalanceReckoning_sy,,,,,-35.40,-0.59,-29.33,-0.28,-0.44,-5.47,,11.94,3.08,-16.40,-39.73,-6.23,3.98,5.09,-10.09,1.27,0.51,13.86
BalanceReckoning_qq,,4.58,4.48,1.00,-16.16,-15.22,-1.56,11.64,-8.03,-6.49,2.42,23.71,-10.32,-1.34,13.26,4.09,-10.60,-1.06,17.17,20.39,-2.53,10.23
BalanceReckoning_sq,,-2.43,6.63,,-16.16,-7.61,-0.20,,-0.38,2.38,2.28,1.49,-24.07,-12.39,1.44,6.63,-2.90,-0.50,,9.52,-1.86,8.76
BalanceTotalEquityAndLiabilities,1093817000,1122708000,1064130000,1082239000,1072946000,1070635000,1104539000,1171116000,1195572000,1255445000,1324315000,1417081000,1501204000,1603056000,1656158000,1730026000,1741745000,1726840000,1841889000,1997424000,2037500000,2092713000
BalanceTotalEquityAndLiabilities_yy,,,,,-1.91,-4.64,3.80,8.21,11.43,17.26,19.90,21.00,25.56,27.69,25.06,22.08,16.02,7.72,11.21,15.46,16.98,21.19
BalanceTotalEquityAndLiabilities_sy,,,,,10.72,7.64,7.80,1.43,-2.52,-2.68,-1.90,3.60,7.38,-2.82,-0.32,-1.61,-1.81,2.75,1.64,0.54,3.92,-0.73
BalanceTotalEquityAndLiabilities_qq,,2.64,-5.22,1.70,-0.86,-0.22,3.17,6.03,2.09,5.01,5.49,7.00,5.94,6.78,3.31,4.46,0.68,-0.86,6.66,8.44,2.01,2.71
BalanceTotalEquityAndLiabilities_sq,,1.40,2.47,2.80,0.24,-1.52,0.91,-0.51,0.71,1.63,-0.34,0.86,0.18,-1.29,1.22,-0.66,-0.45,-0.86,-0.15,-0.94,0.92,-1.21
CashflowOperatingCashflow,-20758000,3944000,47214000,8765000,20575000,6108000,-15989000,-49168000,-8043000,-68236000,-45506000,-56588000,-59649000,-76062000,-39667000,-58965000,-2549000,-19671000,-26529000,-135272000,-29258000,-47903000
CashflowOperatingCashflow_yy,,,,,199.12,54.87,-133.87,-660.96,-139.09,-1217.21,-184.60,-15.09,-641.66,-11.47,12.83,-4.20,95.73,74.14,33.12,-129.41,-1047.80,-143.51
CashflowOperatingCashflow_sy,,,,,73.07,85.14,-58.31,91.05,-34.30,-13.48,-55.12,26.42,-70.70,96.58,-19.93,-59.74,13.78,-89.49,33.12,-36.44,-64.97,85.04
CashflowOperatingCashflow_qq,,119.00,1097.20,-81.44,134.74,-70.32,-361.79,-207.50,83.64,-748.44,33.31,-24.35,-5.41,-27.52,47.85,-48.65,95.68,-671.70,-34.86,-409.91,78.37,-63.72
CashflowOperatingCashflow_sq,,-69.04,97.12,-68.93,90.54,-21.81,-38.44,11.21,-75.01,-2.76,15.05,47.74,-109.80,99.06,-76.72,-33.35,59.71,-46.64,-21.89,12.04,9.89,26.68
CashflowAmortization,29457000,29680000,34529000,31209000,29765000,28922000,29602000,28546000,27571000,29030000,30465000,30447000,30525000,29788000,31060000,29052000,25887000,27180000,30844000,29694000,29350000,31542000
CashflowAmortization_yy,,,,,1.05,-2.55,-14.27,-8.53,-7.37,0.37,2.92,6.66,10.72,2.61,1.95,-4.58,-15.19,-8.76,-0.70,2.21,13.38,16.05
CashflowAmortization_sy,,,,,9.55,0.66,-2.82,-3.31,-4.24,0.26,6.90,,2.56,4.20,8.73,-1.20,-14.04,-6.65,-0.76,-8.48,-2.53,1.34
CashflowAmortization_qq,,0.76,16.34,-9.62,-4.63,-2.83,2.35,-3.57,-3.42,5.29,4.95,-0.06,0.26,-2.42,4.27,-6.46,-10.89,4.99,13.48,-3.73,-1.16,7.47
CashflowAmortization_sq,,1.63,0.86,4.65,-1.07,-1.34,1.51,-1.14,-1.48,3.53,-0.44,-0.90,-1.36,,1.14,0.65,-10.89,0.24,,-4.77,-1.04,2.16
CashflowInvestingCashflow,300000,-894000,3719000,-3767000,-462000,20000,-585000,-825000,-773000,-244000,-184000,-1881000,-625000,169000,163000,-46000,146000,-49000,-211000,-313000,164000,-142000
CashflowInvestingCashflow_yy,,,,,-254.38,102.28,-115.74,78.09,-67.24,-1297.50,68.52,-127.92,19.18,169.32,188.65,97.56,123.33,-128.74,-229.20,-582.54,12.56,-193.26
CashflowInvestingCashflow_sy,,,,,-33.42,-18.40,81.54,-54.30,95.40,-44.51,-37.16,11.26,-51.68,45.93,-80.15,-37.29,69.86,-17.57,-40.98,17.18,58.36,-99.76
CashflowInvestingCashflow_qq,,-398.51,515.89,-201.30,87.73,104.40,-2974.25,-41.02,6.29,68.47,24.43,-920.90,66.77,127.04,-3.36,-128.07,418.00,-133.32,-334.39,-48.30,152.44,-186.81
CashflowInvestingCashflow_sq,,32.19,29.91,14.45,-38.20,57.02,-45.14,-13.46,70.62,-48.87,11.08,-13.01,-46.69,55.56,-84.71,37.68,96.60,-9.18,-100.00,76.47,79.91,-65.97
CashflowCapex,837000,949000,100000,178000,665000,40000,660000,1270000,839000,433000,271000,1928000,1252000,508000,113000,208000,77000,148000,428000,459000,92000,178000
CashflowCapex_yy,,,,,-20.60,-95.77,562.12,613.22,26.27,977.53,-58.96,51.82,49.19,17.20,-58.27,-89.19,-93.84,-70.79,278.20,120.34,19.56,20.07
CashflowCapex_sy,,,,,-46.47,6.52,-1.27,-4.00,-59.05,-1.65,-22.14,16.27,-4.52,-52.84,104.28,-73.28,-37.50,-46.67,-60.00,23.55,-80.54,132.26
CashflowCapex_qq,,13.43,-89.49,78.45,273.35,-93.95,1543.28,92.23,-33.90,-48.39,-37.41,611.05,-35.05,-59.46,-77.72,84.14,-62.96,92.16,188.54,7.28,-79.90,92.98
CashflowCapex_sq,,13.43,-34.06,78.45,-40.00,-21.64,63.14,-26.87,-30.29,-36.15,-7.76,0.32,-13.96,-27.14,-10.41,-49.12,-16.77,-29.29,50.00,-78.13,-34.34,94.96
CashflowFinancingCashflow,11123000,1514000,-55518000,-5345000,-16920000,-13970000,19872000,57380000,4499000,62074000,46326000,62618000,59895000,75612000,35639000,65612000,-2085000,21182000,24338000,134264000,28642000,49426000
CashflowFinancingCashflow_yy,,,,,-252.12,-1022.78,135.79,1173.55,126.59,544.32,133.13,9.13,1231.17,21.81,-23.07,4.78,-103.48,-71.99,-31.71,104.63,1473.58,133.34
CashflowFinancingCashflow_sy,,,,,25.44,-81.97,31.41,-100.00,28.85,-23.70,98.87,51.76,-32.19,49.80,40.26,0.26,16.46,-65.89,-45.41,61.32,26.12,-58.83
CashflowFinancingCashflow_qq,,-86.39,-3767.10,90.37,-216.57,17.43,242.24,188.75,-92.16,1279.59,-25.37,35.17,-4.35,26.24,-52.87,84.10,-103.18,1115.80,14.90,451.66,-78.67,72.56
CashflowFinancingCashflow_sq,,22.54,-92.98,108.01,-100.00,17.43,1.51,-107.60,76.54,13.59,59.85,0.30,-1.60,20.90,61.00,-2.24,-2.66,30.80,3.77,52.02,-16.15,-33.92
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,4500000,0,,26053000,0,0,,62640000,0,0,,,,65499000,,,28105000,0,,
CashflowDividend_yy,,,,,,,-100.00,,,140.43,,,,-100.00,,,,,,-100.00,,
CashflowDividend_sy,,,,,,,-8.26,,,66.67,,,,-96.75,,,,,,-99.70,,
CashflowDividend_qq,,,,-100.00,,,-100.00,,,,-100.00,,,,,,-100.00,,,-100.00,,
CashflowDividend_sq,,,,-100.00,,,-100.00,,,,-100.00,,,,,,-51.67,,,,,
CashflowNetCashflow,-9335000,4563000,-4585000,-347000,3193000,-7842000,3297000,7386000,-4317000,-6406000,636000,4149000,-379000,-281000,-3865000,6601000,-4488000,1462000,-2402000,-1321000,-452000,1381000
CashflowNetCashflow_yy,,,,,134.20,-271.85,171.90,2226.85,-235.20,18.31,-80.71,-43.83,91.22,95.61,-707.61,59.11,-1084.51,619.89,37.85,-120.01,89.93,-5.51
CashflowNetCashflow_sy,,,,,-88.46,52.55,-80.62,89.50,19.93,-26.96,-25.36,70.77,-121.38,117.87,-4.14,-51.94,66.73,22.04,-12.26,-23.20,89.93,-5.51
CashflowNetCashflow_qq,,148.88,-200.48,92.43,1019.36,-345.62,142.04,124.04,-158.44,-48.41,109.93,552.24,-109.13,25.80,-1274.58,270.80,-168.00,132.57,-264.31,45.01,65.76,405.44
CashflowNetCashflow_sq,,20.24,23.04,92.43,36.00,64.39,44.17,3.61,-20.38,-64.14,85.06,82.94,-162.91,129.72,-85.10,87.14,66.03,91.16,-135.74,92.20,23.53,41.30
