,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentAssets_sq,,0.12,-100.00,,-0.82,0.04,-100.00,,-0.30,2.08,-100.00,,-1.22,-0.88,-0.90,-1.01,-0.59,0.34,-0.70,-0.32,-0.22,0.66,1.30,0.52,0.56,0.72,1.65,2.00,0.96,0.76,-0.28,-0.34,-0.62,0.20,-0.66,-0.03,-0.13,0.62
BalanceIntangibleAssets,8533000,8517000,,8534000,8529000,8667000,,8610000,8584000,8556000,,8505000,8484000,8475000,8475000,8474000,8473000,8476000,8475000,8474000,8484000,8482000,8480000,7261000,7261000,7222000,7221000,5987000,6012000,6005000,5999000,5987000,5987000,5990000,5989000,5987000,5989000,6007000
BalanceIntangibleAssets_yy,,,,,-0.05,1.76,,0.89,0.64,-1.28,,-1.22,-1.16,-0.95,,-0.36,-0.13,0.01,,,0.13,0.07,0.06,-14.31,-14.42,-14.85,-14.85,-17.55,-17.20,-16.85,-16.92,,-0.42,-0.25,-0.17,,0.03,0.28
BalanceIntangibleAssets_sy,,,,,-0.28,-0.50,,0.75,-0.07,-0.07,,-0.82,-1.58,-1.34,,-0.99,-0.72,-1.16,,,-2.28,-0.10,-0.07,0.08,0.63,2.14,0.49,3.20,4.00,2.10,2.32,,-0.18,-0.87,-0.04,,0.01,0.28
BalanceIntangibleAssets_qq,,-0.19,-100.00,,-0.06,1.62,-100.00,,-0.30,-0.33,-100.00,,-0.25,-0.11,,-0.01,-0.01,0.04,-0.01,-0.01,0.12,-0.02,-0.02,-14.38,,-0.54,-0.01,-17.09,0.42,-0.12,-0.10,-0.20,,0.05,-0.02,-0.03,0.03,0.30
BalanceIntangibleAssets_sq,,-1.20,-100.00,,-0.04,-0.85,-100.00,,-0.32,-0.90,-100.00,,-1.56,-0.07,,-0.23,-0.63,-0.53,-0.67,-0.56,-0.78,1.44,-0.02,-0.07,,1.34,,1.34,-0.28,-0.03,-0.10,-0.08,,-0.03,0.01,0.47,-0.24,-0.15
BalanceProperty,3664000,3697000,,3801000,4038000,5026000,,5245000,5241000,5540000,,7017000,7150000,6964000,6748000,6530000,6408000,6528000,6404000,6224000,5900000,6147000,6008000,6370000,6370000,5972000,5674000,5408000,5645000,5501000,5422000,5365000,5229000,4958000,5194000,5026000,5654000,5243000
BalanceProperty_yy,,,,,10.21,35.95,,37.99,29.79,10.23,,33.78,36.42,25.70,,-6.94,-10.38,-6.26,-5.10,-4.69,-7.93,-5.84,-6.18,2.35,7.97,-2.85,-5.56,-15.10,-11.38,-7.89,-4.44,-0.80,-7.37,-9.87,-4.21,-6.32,8.13,5.75
BalanceProperty_sy,,,,,-1.77,-1.87,,2.99,3.64,10.23,,1.06,4.23,2.56,,-3.84,-3.98,-4.37,-3.48,-2.89,-1.77,-0.54,1.16,2.94,4.83,4.53,6.00,5.34,3.10,1.82,1.40,2.26,2.82,1.26,1.38,3.29,3.80,2.18
BalanceProperty_qq,,0.90,-100.00,,6.24,24.47,-100.00,,-0.08,5.71,-100.00,,1.90,-2.60,-3.10,-3.23,-1.87,1.87,-1.90,-2.81,-5.21,4.19,-2.26,6.03,,-6.25,-4.99,-4.69,4.38,-2.55,-1.44,-1.05,-2.53,-5.18,4.76,-3.23,12.50,-7.27
BalanceProperty_sq,,-0.66,-100.00,,-1.48,-0.10,-100.00,,-0.26,2.00,-100.00,,-0.96,-0.98,-1.71,-1.01,-0.90,-0.80,-0.63,-0.23,-0.32,1.36,0.84,0.31,,0.76,1.06,1.38,-0.08,-0.23,-0.63,-0.09,-0.85,-0.67,0.06,-0.38,-0.08,0.23
BalanceNoncurrentReceivables,7000,7000,,7000,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,
BalanceNoncurrentReceivables_yy,,,,,-100.00,14.29,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,
BalanceNoncurrentReceivables_sy,,,,,1.75,13.53,,-5.88,,-1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.02,
BalanceNoncurrentReceivables_qq,,,-100.00,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,
BalanceNoncurrentReceivables_sq,,,-100.00,,-3.52,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,,,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets,122000,421000,,144000,198000,129000,,291000,279000,230000,,4124000,4220000,4030000,4078000,4116000,3864000,4317000,4120000,3903000,3789000,3726000,3546000,3217000,3218000,3296000,3426000,2998000,2916000,2707000,2674000,2538000,2584000,2491000,2128000,2182000,2007000,1935000
BalanceOtherNoncurrentAssets_yy,,,,,62.30,-69.36,,102.08,40.91,78.29,,1317.18,1412.54,1652.17,,-0.19,-8.44,7.12,1.03,-5.17,-1.94,-13.69,-13.93,-17.58,-15.07,-11.54,-3.38,-6.81,-9.38,-17.87,-21.95,-15.34,-11.39,-7.98,-20.42,-14.03,-22.33,-22.32
BalanceOtherNoncurrentAssets_sy,,,,,5.06,26.56,,26.72,42.96,1.58,,15.87,16.22,20.46,,1.30,6.28,9.98,7.02,8.87,15.81,16.16,24.77,8.22,-2.69,2.68,-2.40,-3.68,-3.86,-5.49,3.68,2.52,1.73,-7.79,-15.82,-3.16,-8.60,-8.68
BalanceOtherNoncurrentAssets_qq,,245.08,-100.00,,37.50,-34.85,-100.00,,-4.12,-17.56,-100.00,,2.33,-4.50,1.19,0.93,-6.12,11.72,-4.56,-5.27,-2.92,-1.66,-4.83,-9.28,0.03,2.42,3.94,-12.49,-2.74,-7.17,-1.22,-5.09,1.81,-3.60,-14.57,2.54,-8.02,-3.59
BalanceOtherNoncurrentAssets_sq,,-2.64,-100.00,,-1.18,5.20,-100.00,,-4.12,-7.12,-100.00,,-1.82,0.31,,5.84,-0.17,5.18,-0.56,4.72,1.77,0.20,0.63,-2.23,1.67,1.21,-0.26,-0.48,-1.61,2.71,1.27,-5.08,0.80,-2.25,-3.10,-6.21,-0.10,1.36
BalanceCurrentAssets,38885000,39776000,,33356000,35943000,53980000,,53299000,56593000,65082000,,61649000,62408000,74379000,76826000,71160000,72986000,89722000,85640000,76346000,77048000,83429000,81640000,80185000,80185000,88174000,89708000,77768000,80553000,91104000,85330000,79282000,82631000,89673000,88549000,81128000,85989000,97288000
BalanceCurrentAssets_yy,,,,,-7.57,35.71,,59.79,57.45,20.57,,15.67,10.28,14.29,,15.43,16.95,20.63,11.47,7.29,5.57,-7.01,-4.67,5.03,4.07,5.69,9.88,-3.01,0.46,3.32,-4.88,1.95,2.58,-1.57,3.77,2.33,4.06,8.49
BalanceCurrentAssets_sy,,,,,4.81,15.75,,19.55,31.52,17.48,,12.75,5.18,0.15,,-5.25,0.58,5.73,2.46,2.22,5.93,5.73,9.24,9.74,8.87,7.08,1.64,-1.12,-1.44,1.36,0.10,11.49,11.50,12.57,8.22,8.91,13.58,11.17
BalanceCurrentAssets_qq,,2.29,-100.00,,7.76,50.18,-100.00,,6.18,15.00,-100.00,,1.23,19.18,3.29,-7.38,2.57,22.93,-4.55,-10.85,0.92,8.28,-2.14,-1.78,,9.96,1.74,-13.31,3.58,13.10,-6.34,-7.09,4.22,8.52,-1.25,-8.38,5.99,13.14
BalanceCurrentAssets_sq,,0.55,-100.00,,6.03,9.52,-100.00,,6.41,-1.31,-100.00,,-0.55,-2.36,-1.63,-7.38,-2.18,3.47,-1.24,-4.10,8.10,4.41,0.86,-4.35,,1.52,0.43,-7.40,2.86,4.28,3.00,0.86,4.22,2.70,2.43,3.14,2.62,1.21
BalanceInventory,31759000,27614000,,25940000,23740000,27886000,,26836000,29547000,34291000,,33726000,34160000,36586000,33828000,33112000,34101000,39662000,40755000,39565000,39386000,39834000,39239000,36581000,36581000,33173000,31050000,29945000,29658000,33167000,30428000,28544000,29135000,30357000,28184000,29535000,30213000,30529000
BalanceInventory_yy,,,,,-25.25,0.99,,3.45,24.46,22.97,,25.67,15.61,6.69,,-1.82,-0.17,8.41,20.48,19.49,15.50,0.43,-3.72,-7.54,-7.12,-16.72,-20.87,-18.14,-18.93,-0.02,-2.00,-4.68,-1.76,-8.47,-7.37,3.47,3.70,0.57
BalanceInventory_sy,,,,,1.56,0.82,,17.41,27.96,18.11,,10.34,1.83,-2.29,,-1.82,-0.66,-1.20,1.70,5.75,7.67,11.58,13.14,18.44,6.48,1.92,0.32,-7.08,-0.46,0.44,-1.16,13.49,7.83,12.66,4.54,8.59,15.54,9.21
BalanceInventory_qq,,-13.05,-100.00,,-8.48,17.46,-100.00,,10.10,16.06,-100.00,,1.29,7.10,-7.54,-2.12,2.99,16.31,2.76,-2.92,-0.45,1.14,-1.49,-6.77,,-9.32,-6.40,-3.56,-0.96,11.83,-8.26,-6.19,2.07,4.19,-7.16,4.79,2.30,1.05
BalanceInventory_sq,,-0.58,-100.00,,7.19,5.63,-100.00,,10.10,-2.77,-100.00,,1.29,-1.40,-3.74,-4.93,3.86,-5.58,2.86,-1.51,5.11,2.94,4.29,0.14,,0.96,-2.02,-6.84,3.40,1.00,0.81,4.02,3.09,3.39,4.72,3.27,3.74,0.48
BalanceCurrentReceivables,6065000,10915000,,5058000,8702000,11000000,,11655000,12062000,16547000,,14279000,13452000,17964000,20653000,12897000,12964000,20144000,23677000,15221000,13525000,14164000,15327000,11981000,11981000,20957000,21325000,10559000,9476000,12817000,12718000,9028000,9664000,12895000,17467000,10354000,9772000,13051000
BalanceCurrentReceivables_yy,,,,,43.48,0.78,,130.43,38.61,50.43,,22.51,11.52,8.56,,-9.68,-3.63,12.14,14.64,18.02,4.33,-29.69,-35.27,-21.29,-11.42,47.96,39.13,-11.87,-20.91,-38.84,-40.36,-14.50,1.98,0.61,37.34,14.69,1.12,1.21
BalanceCurrentReceivables_sy,,,,,12.42,14.53,,30.60,35.08,18.88,,12.04,5.56,-1.86,,-9.68,-3.75,9.00,4.06,2.32,9.80,2.99,0.68,1.46,11.49,8.88,3.66,-2.36,-9.64,-3.00,-1.03,13.44,12.50,0.80,6.93,13.20,7.98,11.60
BalanceCurrentReceivables_qq,,79.97,-100.00,,72.04,26.41,-100.00,,3.49,37.18,-100.00,,-5.79,33.54,14.97,-37.55,0.52,55.38,17.54,-35.71,-11.14,4.72,8.21,-21.83,,74.92,1.76,-50.49,-10.26,35.26,-0.77,-29.01,7.04,33.43,35.46,-40.72,-5.62,33.56
BalanceCurrentReceivables_sq,,1.58,-100.00,,10.78,10.73,-100.00,,10.82,-4.24,-100.00,,-3.08,-3.20,1.95,-9.64,0.52,9.49,0.27,-7.51,6.33,3.24,5.74,-7.52,,3.28,-0.30,-14.17,5.31,8.04,2.60,-6.25,8.15,0.95,8.38,-3.15,7.82,0.11
BalanceCurrentInvestments,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCash,190000,384000,,1347000,2315000,14408000,,14523000,14216000,13638000,,11774000,13494000,18250000,21135000,23917000,24416000,28021000,19730000,20229000,22584000,28044000,25486000,29791000,29791000,32052000,35215000,34949000,39127000,42707000,39867000,39472000,41699000,44499000,41104000,39773000,44367000,51866000
BalanceCash_yy,,,,,1118.42,3652.08,,978.17,514.08,-5.34,,-18.93,-5.08,33.82,,103.13,80.94,53.54,-6.65,-15.42,-7.50,0.08,29.17,47.27,31.91,14.29,38.17,17.31,31.34,33.24,13.21,12.94,6.57,4.20,3.10,0.76,6.40,16.56
BalanceCash_sy,,,,,-5.04,-2.38,,-8.24,10.54,-22.56,,7.69,39.29,37.14,,4.72,-2.22,22.26,6.70,19.18,2.40,-0.96,13.94,39.20,41.56,7.61,3.15,25.21,17.68,38.32,30.02,1.02,13.44,12.30,27.21,20.04,32.46,16.56
BalanceCash_qq,,102.11,-100.00,,71.86,522.38,-100.00,,-2.11,-4.07,-100.00,,14.61,35.25,15.81,13.16,2.09,14.76,-29.59,2.53,11.64,24.18,-9.12,16.89,,7.59,9.87,-0.76,11.95,9.15,-6.65,-0.99,5.64,6.71,-7.63,-3.24,11.55,16.90
BalanceCash_sq,,-1.34,-100.00,,-9.17,21.83,-100.00,,-11.35,-3.13,-100.00,,5.13,6.82,-21.36,-14.44,0.18,30.26,6.53,-7.78,3.06,25.23,5.76,16.89,,-2.38,0.42,12.30,1.37,8.79,-12.46,39.34,-18.65,16.04,18.69,0.85,-6.44,8.25
BalanceOtherCurrentAssets,871000,863000,,1011000,1186000,686000,,285000,768000,606000,,1870000,1302000,1579000,1210000,1234000,1505000,1895000,1478000,1331000,1553000,1387000,1588000,1832000,1832000,1992000,2118000,2315000,2292000,2413000,2317000,2238000,2133000,1922000,1794000,1466000,1637000,1842000
BalanceOtherCurrentAssets_yy,,,,,36.17,-20.51,,-71.81,-35.24,-11.66,,556.14,69.53,160.56,,-34.01,15.59,20.01,22.15,7.86,3.19,-26.81,7.44,37.64,17.97,43.62,33.38,26.36,25.11,21.13,9.40,-3.33,-6.94,-20.35,-22.57,-34.50,-23.25,-4.16
BalanceOtherCurrentAssets_sy,,,,,0.76,-7.13,,9.83,1.84,14.66,,37.28,4.68,30.77,,-12.62,15.59,-1.64,11.83,-1.52,-11.11,-4.41,-10.69,-8.56,-10.61,-5.40,0.39,10.64,12.10,4.00,9.40,1.92,-6.94,7.20,4.92,-11.72,4.58,7.28
BalanceOtherCurrentAssets_qq,,-0.92,-100.00,,17.31,-42.16,-100.00,,169.47,-21.09,-100.00,,-30.37,21.27,-23.37,1.98,21.96,25.91,-22.01,-9.95,16.68,-10.69,14.49,15.37,,8.73,6.33,9.30,-0.99,5.28,-3.98,-3.41,-4.69,-9.89,-6.66,-18.28,11.66,12.52
BalanceOtherCurrentAssets_sq,,-5.22,-100.00,,52.88,-20.20,-100.00,,95.18,-15.14,-100.00,,20.32,-12.29,-27.20,-18.08,43.54,-28.91,-16.97,-12.28,35.04,-27.65,-7.45,-24.71,,-25.35,-12.68,3.76,47.89,-23.15,-7.88,-7.73,50.19,-15.36,1.14,-12.30,25.17,2.49
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,51211000,52418000,,45842000,48708000,67810000,,67445000,70697000,79408000,,81295000,82262000,93848000,96127000,90280000,91731000,109043000,104639000,94948000,95221000,101784000,99674000,97033000,97034000,104664000,106029000,92161000,95126000,105317000,99425000,93172000,96435000,103112000,101860000,94323000,99639000,110473000
BalanceTotalAssets_yy,,,,,-4.89,29.36,,47.12,45.14,17.10,,20.54,16.36,18.18,,11.05,11.51,16.19,8.85,5.17,3.80,-6.66,-4.74,2.20,1.90,2.83,6.38,-5.02,-1.97,0.62,-6.23,1.10,1.38,-2.09,2.45,1.24,3.32,7.14
BalanceTotalAssets_sy,,,,,2.11,14.75,,21.62,22.59,15.10,,7.41,2.54,1.16,,-2.39,-0.88,1.55,-1.76,2.24,4.62,1.81,5.44,3.38,4.51,2.10,1.84,0.83,-0.12,0.37,1.28,7.30,7.78,8.20,4.73,8.16,10.77,10.52
BalanceTotalAssets_qq,,2.36,-100.00,,6.25,39.22,-100.00,,4.82,12.32,-100.00,,1.19,14.08,2.43,-6.08,1.61,18.87,-4.04,-9.26,0.29,6.89,-2.07,-2.65,,7.86,1.30,-13.08,3.22,10.71,-5.59,-6.29,3.50,6.92,-1.21,-7.40,5.64,10.87
BalanceTotalAssets_sq,,0.54,-100.00,,2.15,7.11,-100.00,,4.37,-1.36,-100.00,,-2.27,-0.50,-1.34,-3.26,-1.21,1.60,-1.08,-2.42,5.66,2.76,0.28,-2.80,,0.79,0.66,-4.10,1.42,2.91,1.26,-0.75,3.34,2.38,1.46,3.56,1.52,1.25
BalanceCapital,19873000,23883000,,28379000,29033000,50992000,,56385000,57568000,58862000,,68644000,69514000,69909000,74570000,76186000,77244000,77485000,81982000,83486000,84993000,81764000,85026000,85099000,80342000,87921000,89377000,82688000,85267000,84337000,85407000,86138000,86202000,83137000,87462000,87091000,88471000,90973000
BalanceCapital_yy,,,,,46.09,113.51,,98.69,98.28,15.43,,21.74,20.75,18.77,,10.99,11.12,10.84,9.94,9.58,10.03,5.52,3.71,1.93,-5.47,7.53,5.12,-2.83,6.13,-4.08,-4.44,4.17,1.10,-1.42,2.41,1.11,2.63,9.43
BalanceCapital_sy,,,,,5.46,8.50,,10.13,11.49,10.83,,14.55,12.14,8.16,,1.62,5.50,6.89,3.86,9.52,8.73,7.44,7.37,6.68,4.18,4.54,3.97,3.88,2.74,3.72,5.19,10.92,4.69,8.93,6.38,8.30,8.72,8.86
BalanceCapital_qq,,20.18,-100.00,,2.30,75.63,-100.00,,2.10,2.25,-100.00,,1.27,0.57,6.67,2.17,1.39,0.31,5.80,1.83,1.81,-3.80,3.99,0.09,-5.59,9.43,1.66,-7.48,3.12,-1.09,1.27,0.86,0.07,-3.56,5.20,-0.42,1.58,2.83
BalanceCapital_sq,,1.00,-100.00,,1.98,3.47,-100.00,,4.00,1.54,-100.00,,0.58,-0.57,0.80,0.99,1.39,-0.23,3.12,1.52,1.46,-0.66,2.01,1.96,2.92,-0.42,2.22,2.08,1.26,0.54,2.38,1.00,1.86,0.40,2.63,1.60,2.07,-0.93
BalanceShareCapital,14400000,14400000,,14400000,14400000,17400000,,17400000,17400000,17400000,,17400000,17400000,17400000,17400000,17500000,17500000,17500000,17500000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000,17550000
BalanceShareCapital_yy,,,,,,20.83,,20.83,20.83,,,,,,,0.57,0.57,0.57,0.57,0.29,0.29,0.29,0.29,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,-100.00,,,20.83,-100.00,,,,-100.00,,,,,0.57,,,,0.29,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,-100.00,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,0,5516000,,5291000,5073000,30144000,,29852000,29853000,37421000,,37868000,37991000,48044000,48136000,48169000,48200000,55093000,55076000,55075000,55075000,60671000,60671000,60671000,60671000,60671000,64039000,64039000,64039000,67569000,67569000,67569000,67569000,69615000,69615000,69615000,69615000,74955000
BalanceReserve_yy,,,,,,446.48,,464.20,488.47,24.14,,26.85,27.26,28.39,,27.20,26.87,14.67,14.42,14.34,14.26,10.12,10.16,10.16,10.16,,5.55,5.55,5.55,11.37,5.51,5.51,5.51,3.03,3.03,3.03,3.03,7.67
BalanceReserve_sy,,,,,,3.30,,3.30,3.16,8.53,,12.22,11.36,5.38,,5.21,3.64,1.92,2.84,2.04,3.26,4.98,6.46,8.33,3.76,,3.17,3.88,3.38,4.02,3.42,6.13,4.20,8.71,6.46,9.10,6.46,2.78
BalanceReserve_qq,,,-100.00,,-4.12,494.20,-100.00,,,25.35,-100.00,,0.32,26.46,0.19,0.07,0.06,14.30,-0.03,,,10.16,,,,,5.55,,,5.51,,,,3.03,,,,7.67
BalanceReserve_sq,,,-100.00,,,3.89,-100.00,,,8.92,-100.00,,,2.30,,,,1.95,,,,1.52,,,,,,,,2.02,,,,8.14,,,,0.59
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,745000,4890000,,732000,675000,706000,,721000,611000,547000,,854000,945000,705000,642000,441000,439000,634000,622000,537000,477000,581000,558000,193000,193000,567000,527000,57000,165000,154000,133000,163000,161000,105000,154000,153000,121000,100000
BalanceNoncurrentLiabilities_yy,,,,,-9.40,-85.56,,-1.50,-9.48,-22.52,,18.45,54.66,28.88,,-48.36,-53.54,-10.07,-3.12,21.77,8.66,-8.36,-10.29,-64.06,-59.54,-2.41,-5.56,-70.47,-14.51,-72.84,-74.76,185.96,-2.42,-31.82,15.79,-6.13,-24.84,-4.76
BalanceNoncurrentLiabilities_sy,,,,,-9.40,7.68,,9.24,1.63,-3.04,,2.28,0.01,2.14,,-17.68,-11.42,-12.52,-9.27,-1.19,-2.02,2.89,1.26,5.22,9.25,5.46,-0.25,-2.81,-7.26,-10.84,-2.15,8.91,-3.81,-3.60,0.62,-1.50,-0.05,
BalanceNoncurrentLiabilities_qq,,556.38,-100.00,,-7.79,4.59,-100.00,,-15.26,-10.47,-100.00,,10.66,-25.40,-8.94,-31.31,-0.45,44.42,-1.89,-13.67,-11.17,21.80,-3.96,-65.41,,193.78,-7.05,-89.18,189.47,-6.67,-13.64,22.56,-1.23,-34.78,46.67,-0.65,-20.92,-17.36
BalanceNoncurrentLiabilities_sq,,0.76,-100.00,,-4.34,7.87,-100.00,,-2.62,-0.40,-100.00,,-5.89,-0.76,-5.20,-5.66,,-0.84,-2.31,-0.41,,0.94,-2.42,-0.49,,-0.35,-1.81,-2.66,-1.90,-0.24,-1.33,1.00,-1.23,,-1.45,-0.65,-1.24,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,498000,4637000,,489000,431000,402000,,353000,287000,206000,,366000,553000,267000,251000,0,0,91000,115000,103000,28000,143000,105000,159000,159000,48000,40000,,142000,,,,,,,,,
BalanceNoncurrentBorrowings_yy,,,,,-13.45,-91.33,,-27.81,-33.41,-48.76,,3.68,92.68,29.61,,-100.00,-100.00,-65.92,-54.18,,,57.14,-8.70,54.37,467.86,-66.43,-61.90,-100.00,-10.69,-100.00,-100.00,,-100.00,,,,,
BalanceNoncurrentBorrowings_sy,,,,,-27.22,-14.51,,-22.68,-30.61,-32.89,,-19.38,-0.79,2.65,,-18.55,-35.70,-29.76,-24.52,,,8.44,-5.99,14.65,15.62,-2.31,-4.08,-4.35,-19.76,-20.98,-10.93,,-10.89,,,,,
BalanceNoncurrentBorrowings_qq,,831.12,-100.00,,-11.86,-6.73,-100.00,,-18.70,-28.22,-100.00,,51.09,-51.72,-5.99,-100.00,,,26.37,-10.43,-72.82,410.71,-26.57,51.43,,-69.81,-16.67,-100.00,,-100.00,,,,,,,,
BalanceNoncurrentBorrowings_sq,,-11.70,-100.00,,-11.62,13.02,-100.00,,-4.47,-12.46,-100.00,,-4.45,-4.94,-4.84,-8.03,,,-3.59,-7.10,-0.97,0.16,-5.34,-3.08,,-3.62,-5.64,-3.22,,-2.62,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000,,133000,113000,144000,124000,89000,138000,138000,107000,87000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.52,,-33.08,22.12,-4.17,-13.71,-2.25
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.81,,-6.02,22.12,-4.10,-13.71,-1.42
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-15.04,27.43,-13.89,-28.23,55.06,,-22.46,-18.69
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.75,,-7.80,8.07,-6.67,-6.47,-5.24,,-1.28,-5.69
BalanceNoncurrentOtherLiabilities,247000,253000,,243000,244000,304000,,368000,324000,341000,,488000,392000,438000,391000,441000,439000,543000,507000,434000,449000,438000,453000,34000,34000,519000,487000,26000,23000,21000,20000,19000,37000,16000,16000,15000,14000,13000
BalanceNoncurrentOtherLiabilities_yy,,,,,-1.21,20.16,,51.44,32.79,12.17,,32.61,20.99,28.45,,-9.63,11.99,23.97,29.67,-1.59,2.28,-19.34,-10.65,-92.17,-92.43,18.49,7.51,-23.53,-32.35,-95.95,-95.89,-26.92,60.87,-23.81,-20.00,-21.05,-62.16,-18.75
