,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceIntangibleAssets_sq,,-0.54,-0.76,-100.00,-1.03,-0.37,-0.25,-100.00,,,-1.10,-3.54,-2.90,-0.67,-0.42,-0.82,-0.51,-0.46,-0.53,-0.39,-0.80,-0.48,-0.13,-0.42,-0.50,-0.40,-0.43,-0.49,-0.56,-0.39,-0.77,,-0.28,,-0.36
BalanceProperty,2088000,1988000,1899000,1888000,45227000,45243000,49834000,,,54203000,53991000,54140000,54951000,54874000,55052000,55455000,55392000,55270000,50765000,36941000,28902000,28704000,39800000,42934000,46647000,46526000,60420000,60164000,58332000,58173000,58245000,56852000,54430000,53661000,53367000
BalanceProperty_yy,,,,,2066.04,2175.80,2524.22,-100.00,-100.00,19.80,8.34,,,1.24,1.97,2.43,0.80,0.72,-7.79,-33.39,-47.82,-48.07,-21.60,16.22,61.40,62.09,51.81,40.13,25.05,25.03,-3.60,-5.50,-6.69,-7.76,-8.37
BalanceProperty_sy,,,,,7.19,0.01,8.02,1.38,0.76,1.38,-2.80,,,-3.25,-3.98,-4.20,-4.36,-3.14,-2.12,-2.57,-1.28,-1.18,-1.30,0.48,3.22,4.34,3.84,3.30,0.76,1.48,0.01,1.05,0.85,1.22,1.08
BalanceProperty_qq,,-4.79,-4.48,-0.58,2295.50,0.04,10.15,-100.00,,,-0.39,0.28,1.50,-0.14,0.33,0.73,-0.11,-0.22,-8.15,-27.23,-21.76,-0.68,38.65,7.88,8.65,-0.26,29.86,-0.42,-3.05,-0.27,0.12,-2.39,-4.26,-1.41,-0.55
BalanceProperty_sq,,-1.05,0.44,-100.00,6.99,-0.22,0.87,-100.00,,,-1.49,-1.65,-1.57,-0.50,-2.17,-0.38,-1.21,-0.04,-0.32,-0.36,-1.16,-0.29,0.08,,0.86,-0.52,0.42,-0.39,-0.10,-0.50,-0.67,-0.57,0.81,0.38,0.32
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,213000,213000,313000,313000,278000,278000,511000,,,193000,157000,261000,279000,308000,114000,217000,387000,301000,205000,131000,35000,35000,35000,35000,35000,35000,-563000,30000,30000,30000,30000,49000,30000,30000,30000
BalanceNoncurrInvestments_yy,,,,,30.52,30.52,63.26,-100.00,-100.00,-30.58,-69.28,,,59.67,-27.53,-16.87,38.75,-2.38,79.75,-39.77,-90.96,-88.37,-82.89,-73.22,,,-1707.52,-14.29,-14.29,-14.29,105.33,64.00,,,
BalanceNoncurrInvestments_sy,,,,,4.27,,-2.41,-61.79,-24.19,-12.22,-4.55,,,-3.38,3.26,-0.46,-22.94,-25.65,-7.69,-11.54,-1.44,-0.41,,,,,-2.84,-8.46,,-5.78,,,,,
BalanceNoncurrInvestments_qq,,,46.95,,-11.18,,83.81,-100.00,,,-18.65,66.24,6.90,10.45,-63.08,90.68,78.43,-22.29,-32.01,-36.10,-73.22,,,,,,-1707.52,105.33,,,,64.00,-39.02,,
BalanceNoncurrInvestments_sq,,,-4.00,,2.88,,-4.98,-100.00,,,,,1.42,,-0.60,,-0.06,,,,,,,,,,-0.96,,,,,,-1.31,,
BalanceOtherNoncurrentAssets,788000,584000,584000,949000,1359000,1355000,,,,-838000,,,,,,,,,1876000,2144000,2168000,2948000,,,809000,,3667000,3747000,,,,717000,558000,659000,
BalanceOtherNoncurrentAssets_yy,,,,,72.46,132.02,-100.00,-100.00,-100.00,-161.85,,,,100.00,,,,,,,,,-100.00,-100.00,-62.71,-100.00,,,-100.00,,-100.00,-80.87,,,
BalanceOtherNoncurrentAssets_sy,,,,,28.24,10.00,12.76,66.76,2.72,16.78,,,,1.32,,,,,,,,,7.83,1.28,3.54,1.62,,,1.79,,-1.34,3.82,,,
BalanceOtherNoncurrentAssets_qq,,-25.89,,62.50,43.20,-0.29,-100.00,,,,100.00,,,,,,,,,14.29,1.14,35.98,-100.00,,,-100.00,,2.17,-100.00,,,,-22.18,18.13,-100.00
BalanceOtherNoncurrentAssets_sq,,-4.42,,-100.00,64.40,-0.29,-3.03,,,,-0.42,,,,,,,,,5.05,3.10,-0.10,-0.17,,,-2.42,,2.80,-4.28,,,,-5.27,0.94,2.94
BalanceCurrentAssets,62085000,53805000,60383000,85751000,106391000,101069000,95930000,,,113757000,130904000,143886000,144707000,139994000,128073000,131098000,122670000,120433000,118406000,97433000,103932000,88750000,91269000,75205000,59695000,64189000,29562000,29674000,31735000,33293000,34023000,37639000,43266000,50510000,43313000
BalanceCurrentAssets_yy,,,,,71.36,87.84,58.87,-100.00,-100.00,12.55,36.46,,,23.06,-2.16,-8.89,-15.23,-13.97,-7.55,-25.68,-15.28,-26.31,-22.92,-22.81,-42.56,-27.67,-67.61,-60.54,-46.84,-48.13,15.09,26.84,36.33,51.71,27.30
BalanceCurrentAssets_sy,,,,,15.02,15.30,22.44,10.88,18.83,8.60,0.96,,,-10.92,-13.36,-10.18,-1.37,4.22,-1.64,0.68,-1.18,0.04,1.15,3.71,-0.91,-0.44,-2.83,-0.39,7.42,0.70,2.57,2.96,-2.63,-1.71,1.82
BalanceCurrentAssets_qq,,-13.34,12.23,42.01,24.07,-5.00,-5.08,-100.00,,,15.07,9.92,0.57,-3.26,-8.52,2.36,-6.43,-1.82,-1.68,-17.71,6.67,-14.61,2.84,-17.60,-20.62,7.53,-53.94,0.38,6.95,4.91,2.19,10.63,14.95,16.75,-14.25
BalanceCurrentAssets_sq,,-8.52,5.83,-100.00,22.86,-5.44,9.48,-100.00,,,4.74,-4.36,-9.95,-10.04,2.77,7.11,0.36,-2.27,1.88,3.29,-0.05,-4.48,3.14,4.06,-0.39,-4.82,2.58,2.57,5.10,-8.53,4.40,3.28,-2.97,-6.08,7.07
BalanceInventory,35117000,31107000,36990000,43701000,56617000,62266000,67925000,,,68358000,96319000,103888000,97813000,94136000,81999000,81376000,68867000,69034000,78532000,75048000,81939000,61745000,62118000,59534000,51299000,52316000,24411000,24848000,27015000,27432000,28900000,32846000,38010000,42225000,33726000
BalanceInventory_yy,,,,,61.22,100.17,83.63,-100.00,-100.00,9.78,41.80,,,37.71,-14.87,-21.67,-29.59,-26.67,-4.23,-7.78,18.98,-10.56,-20.90,-20.67,-37.39,-15.27,-60.70,-58.26,-47.34,-47.56,18.39,32.19,40.70,53.93,16.70
BalanceInventory_sy,,,,,1.76,0.49,7.29,3.02,6.14,0.98,-2.22,,,-14.57,-14.87,-16.19,-7.26,-15.25,-8.50,-10.12,-13.09,-2.41,-6.80,-0.04,8.35,13.13,6.02,5.43,-6.41,4.70,3.71,1.82,11.84,7.80,17.87
BalanceInventory_qq,,-11.42,18.91,18.14,29.56,9.98,9.09,-100.00,,,40.90,7.86,-5.85,-3.76,-12.89,-0.76,-15.37,0.24,13.76,-4.44,9.18,-24.65,0.60,-4.16,-13.83,1.98,-53.34,1.79,8.72,1.54,5.35,13.65,15.72,11.09,-20.13
BalanceInventory_sq,,3.17,2.36,-100.00,10.19,4.15,1.25,-100.00,,,-3.10,-16.97,-7.28,0.85,-1.22,-3.41,-11.18,-5.35,2.62,0.56,-21.04,6.42,6.51,,-5.07,4.95,3.32,4.30,-4.03,9.81,1.75,6.94,-5.10,10.78,10.07
BalanceCurrentReceivables,16086000,15686000,15301000,31293000,35933000,28760000,25375000,,,44890000,29909000,33017000,29133000,35989000,38695000,34231000,43737000,41141000,23118000,20314000,21042000,19517000,24740000,14610000,7619000,11066000,4317000,4658000,4511000,5177000,4429000,3266000,4474000,5663000,5328000
BalanceCurrentReceivables_yy,,,,,123.38,83.35,65.84,-100.00,-100.00,56.08,17.87,,,-19.83,29.38,3.68,50.13,14.32,-40.26,-40.66,-51.89,-52.56,7.02,-28.08,-63.79,-43.30,-82.55,-68.12,-40.79,-53.22,2.59,-29.88,-0.82,9.38,20.30
BalanceCurrentReceivables_sy,,,,,22.32,32.92,33.65,-2.32,27.62,18.81,2.46,,,-16.44,-19.76,-10.37,-12.58,-6.23,-3.25,-5.60,-4.41,-1.90,4.46,2.26,-11.29,-16.65,-12.27,-21.32,7.08,8.14,4.46,4.39,-1.47,-3.55,-5.28
BalanceCurrentReceivables_qq,,-2.49,-2.45,104.52,14.83,-19.96,-11.77,-100.00,,,-33.37,10.39,-11.76,23.53,7.52,-11.54,27.77,-5.94,-43.81,-12.13,3.59,-7.25,26.76,-40.95,-47.85,45.25,-60.99,7.89,-3.14,14.76,-14.46,-26.25,36.99,26.57,-5.93
BalanceCurrentReceivables_sq,,-12.78,17.97,-100.00,23.20,-6.41,19.30,-100.00,,,8.77,-11.43,-11.76,-10.10,8.02,5.23,-8.08,-5.72,8.82,4.62,-1.83,-9.08,8.66,6.88,-14.11,-5.63,5.31,7.89,1.01,-7.11,5.82,3.50,-1.74,-13.18,9.57
BalanceCurrentInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCash,9151000,2383000,2363000,6379000,9313000,5807000,2630000,,,509000,4676000,6981000,17761000,9869000,7379000,15491000,10066000,10258000,16756000,2072000,951000,7488000,4411000,1060000,777000,807000,835000,169000,208000,684000,695000,1527000,782000,2622000,4260000
BalanceCash_yy,,,,,1.77,143.68,11.30,-100.00,-100.00,-91.23,77.79,,,1838.90,57.82,121.91,-43.33,3.94,127.06,-86.63,-90.55,-27.00,-73.67,-48.82,-18.30,-89.22,-81.08,-84.10,-73.17,-15.30,-16.77,806.10,275.11,283.40,513.29
BalanceCash_sy,,,,,14.79,50.62,12.44,-49.36,-21.38,-27.91,-12.12,,,8.37,13.02,7.36,23.63,9.46,38.42,1.22,2.68,-4.57,11.59,17.10,24.38,12.15,-7.44,-16.04,-39.55,-21.95,-23.90,-1.89,-4.69,4.04,-13.16
BalanceCash_qq,,-73.96,-0.84,169.95,45.99,-37.65,-54.71,-100.00,,,818.66,49.29,154.42,-44.43,-25.23,109.92,-35.02,1.91,63.35,-87.64,-54.11,687.56,-41.09,-75.96,-26.74,3.93,3.37,-79.80,23.65,228.10,1.57,119.90,-48.81,235.36,62.47
BalanceCash_sq,,-16.73,-9.38,-100.00,37.26,-26.17,-25.85,-100.00,,,-29.64,-7.69,29.39,-16.76,-6.34,7.62,23.35,-12.14,-15.30,-7.63,26.40,-13.46,-7.69,-4.58,40.44,-14.41,-22.36,-1.19,13.42,-25.42,-0.01,-0.49,31.19,-21.99,-12.15
BalanceOtherCurrentAssets,1731000,4629000,5729000,4378000,4528000,4236000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_yy,,,,,161.58,-8.49,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sy,,,,,5.36,6.15,16.43,18.86,31.43,35.62,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_qq,,167.42,23.76,-23.58,3.43,-6.45,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sq,,21.56,-4.71,-100.00,-8.27,42.11,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,65443000,56845000,63420000,89129000,153470000,148146000,146463000,,,167534000,187015000,200227000,201854000,196974000,184573000,188094000,179733000,177282000,172511000,137917000,136198000,121591000,132252000,119317000,108295000,111846000,94189000,94715000,90977000,92542000,93123000,96082000,98943000,105520000,97260000
BalanceTotalAssets_yy,,,,,134.51,160.61,130.94,-100.00,-100.00,13.09,27.69,,,17.57,-1.31,-6.06,-10.96,-10.00,-6.53,-26.68,-24.22,-31.41,-23.34,-13.49,-20.49,-8.02,-28.78,-20.62,-15.99,-17.26,-1.13,1.44,8.76,14.02,4.44
BalanceTotalAssets_sy,,,,,17.14,13.23,24.90,3.14,11.22,9.66,3.34,,,-8.24,-9.25,-6.07,-3.60,2.62,2.85,-0.07,0.90,-3.06,-0.67,0.08,0.59,-0.39,1.79,-1.01,1.46,0.84,-0.84,1.91,0.08,1.48,1.47
BalanceTotalAssets_qq,,-13.14,11.57,40.54,72.19,-3.47,-1.14,-100.00,,,11.63,7.06,0.81,-2.42,-6.30,1.91,-4.45,-1.36,-2.69,-20.05,-1.25,-10.72,8.77,-9.78,-9.24,3.28,-15.79,0.56,-3.95,1.72,0.63,3.18,2.98,6.65,-7.83
BalanceTotalAssets_sq,,-4.80,4.80,-100.00,16.72,-3.50,4.57,-100.00,,,2.62,-1.58,-6.54,-5.56,0.44,2.86,-0.54,-2.04,0.07,0.41,0.33,-2.57,1.14,2.56,-0.01,-3.03,2.08,0.84,0.43,-3.83,2.61,1.59,-0.58,-3.78,3.10
BalanceCapital,15073000,17809000,15368000,18372000,50021000,51153000,57009000,,,62698000,59489000,58619000,57689000,58111000,58139000,56114000,57875000,55037000,36145000,26382000,19813000,23759000,29291000,29281000,27451000,28664000,5501000,4559000,-2434000,-1358000,-2838000,-4119000,-6237000,-7308000,-9097000
BalanceCapital_yy,,,,,231.86,187.23,270.96,-100.00,-100.00,22.57,4.35,,,-7.32,-2.27,-4.27,0.32,-5.29,-37.83,-52.99,-65.77,-56.83,-18.96,10.99,38.55,20.64,-81.22,-84.43,-108.87,-104.74,-151.60,-190.36,-156.22,-438.04,-220.52
BalanceCapital_sy,,,,,10.30,9.93,11.25,6.16,5.87,4.62,4.22,,,-1.14,0.16,0.91,3.19,4.40,2.61,4.91,3.82,3.78,2.62,2.08,4.48,5.02,2.62,3.66,1.16,2.45,0.37,1.44,2.83,2.34,-2.50
BalanceCapital_qq,,18.15,-13.71,19.55,172.27,2.26,11.45,-100.00,,,-5.12,-1.46,-1.59,0.73,0.05,-3.48,3.14,-4.90,-34.33,-27.01,-24.90,19.92,23.28,-0.03,-6.25,4.42,-80.81,-17.13,-153.40,44.20,-108.96,-45.12,-51.43,-17.17,-24.48
BalanceCapital_sq,,1.38,1.25,-100.00,7.40,0.76,0.34,-100.00,,,-0.87,-0.30,1.47,0.35,-0.80,0.79,2.40,0.33,-0.43,1.12,2.07,0.72,0.05,1.72,1.55,0.57,-0.38,1.65,0.28,1.07,-0.02,1.76,1.65,-0.01,-2.17
BalanceShareCapital,502000,502000,502000,502000,702000,702000,702000,,,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000,702000
BalanceShareCapital_yy,,,,,39.84,39.84,39.84,-100.00,-100.00,,,,,-0.06,-0.06,-0.06,-0.06,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,39.84,,,-100.00,,,,,,-0.06,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,6552000,6552000,10561000,10561000,38825000,38824000,49267000,,,49318000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000,28264000
BalanceReserve_yy,,,,,492.57,492.55,366.50,-100.00,-100.00,27.03,-42.63,,,-42.69,,,,,,,,,,,,,,,,,,,,,
BalanceReserve_sy,,,,,18.06,16.30,10.98,4.80,4.04,4.04,,,,0.05,,,,,,,,,,,,,,,,,,,,,
BalanceReserve_qq,,,61.19,,267.63,,26.90,-100.00,,,-42.69,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve_sq,,,3.28,,5.24,,6.74,-100.00,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,4519000,3065000,6724000,7268000,43508000,35444000,34167000,,,42192000,50457000,57598000,43689000,42682000,47811000,54341000,38265000,57435000,52074000,47366000,20843000,17854000,8440000,22243000,13444000,13842000,13121000,13225000,13161000,12941000,12448000,13181000,643000,705000,95000
BalanceNoncurrentLiabilities_yy,,,,,862.78,1056.41,408.14,-100.00,-100.00,19.04,47.68,,,1.16,-5.24,-5.65,-12.42,34.57,8.92,-12.83,-45.53,-68.91,-83.79,-53.04,-35.50,-22.47,55.47,-40.54,-2.10,-6.51,-5.13,-0.33,-95.11,-94.55,-99.23
BalanceNoncurrentLiabilities_sy,,,,,2.13,2.84,7.68,-12.40,-2.83,4.74,-5.14,,,-4.46,-6.18,-7.95,-10.17,-8.78,3.78,-2.92,6.41,0.08,1.38,0.28,-1.48,6.95,0.58,-2.23,0.23,-2.34,-0.83,-0.83,-9.98,-8.03,-2.55
BalanceNoncurrentLiabilities_qq,,-32.18,119.38,8.09,498.62,-18.53,-3.60,-100.00,,,19.59,14.15,-24.15,-2.31,12.02,13.66,-29.58,50.10,-9.33,-9.04,-56.00,-14.34,-52.73,163.55,-39.56,2.95,-5.20,0.79,-0.48,-1.67,-3.81,5.89,-95.12,9.66,-86.49
BalanceNoncurrentLiabilities_sq,,-0.05,-4.41,-100.00,3.97,1.46,1.98,-100.00,,,-2.74,-5.88,-2.67,-1.19,-3.38,0.78,-7.92,0.57,-0.49,-0.63,-2.59,-0.34,7.15,0.80,-1.04,0.88,-0.49,-0.09,-0.25,-0.64,-1.53,3.75,-4.96,1.23,2.81
BalanceNoncurrentTradeLiabilities,4087000,2701000,3142000,3211000,42475000,34411000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,939.27,1174.01,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,-22.42,0.50,-52.79,-51.63,-30.16,6.12,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,-33.91,16.33,2.20,1222.80,-18.99,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,-7.26,-7.24,-7.95,-8.79,-28.04,-11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,33894000,,,42433000,49547000,56867000,42924000,41068000,47389000,53642000,37735000,57268000,52017000,47310000,20593000,16193000,6645000,21036000,13401000,13268000,13116000,13220000,12843000,12750000,12176000,12176000,,,
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,46.18,,,-3.22,-4.36,-5.67,-12.09,39.45,9.77,-11.80,-45.43,-71.72,-87.23,-55.54,-34.92,-18.06,97.39,-37.16,-4.17,-3.91,-7.17,-7.90,-100.00,-100.00,-100.00
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,-13.01,,,-29.79,-21.66,-15.73,-36.68,-8.51,-14.28,-11.92,10.59,-39.82,-0.81,-23.65,-6.15,-7.35,-12.95,4.82,2.92,-1.21,-5.86,-5.60,-15.18,-16.44,-7.85
BalanceNoncurrentBorrowings_qq,,,,,,,,-100.00,,,16.77,14.77,-24.52,-4.32,15.39,13.19,-29.65,51.76,-9.17,-9.05,-56.47,-21.37,-58.97,216.58,-36.29,-0.99,-1.15,0.79,-2.85,-0.73,-4.50,,-100.00,,
BalanceNoncurrentBorrowings_sq,,,,,,,,-100.00,,,-6.25,-10.82,-16.87,-3.98,-8.67,-4.20,-22.16,4.21,-7.10,-0.70,-42.71,-5.84,,-3.19,-3.40,-1.96,-1.15,-1.66,-3.82,-5.27,-7.50,,-7.00,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,196000,194000,126000,54000,25000,20000,,,,,82000,78000,96000,89000,82000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,-87.38,-89.65,-100.00,-100.00,-100.00,-100.00,,,,,-0.04
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,-18.41,-13.94,-40.74,-23.21,24.17,46.18,,,,,-5.82
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,-0.88,-35.26,-56.67,-54.60,-18.74,-100.00,,,,,-5.47,23.53,-7.17,-7.79
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,-0.56,-20.84,-21.12,-7.65,-11.59,-6.63,,,,,-5.18,-4.10,-6.03,-2.39
BalanceNoncurrentOtherLiabilities,432000,364000,3582000,4057000,1033000,1033000,273000,,,-241000,910000,731000,765000,1614000,422000,699000,530000,167000,57000,57000,54000,1467000,1670000,1153000,18000,553000,5000,5000,319000,192000,190000,927000,547000,616000,13000
BalanceNoncurrentOtherLiabilities_yy,,,,,139.12,183.79,-92.38,-100.00,-100.00,-123.33,233.33,,,769.71,-53.66,-4.36,-30.70,-89.66,-86.53,-91.87,-89.85,778.83,2838.19,1929.33,-66.05,-62.27,-99.67,-99.53,1645.02,-65.37,3395.39,16945.29,71.59,221.29,-93.16
BalanceNoncurrentOtherLiabilities_sy,,,,,21.34,20.10,11.56,-1.44,10.99,11.68,10.80,,,-1.60,6.17,1.20,3.93,3.14,5.78,3.20,-0.85,3.59,2.01,6.00,-2.18,6.14,3.78,-3.53,-7.25,-1.33,-13.82,-1.42,-7.28,-2.89,3.41
BalanceNoncurrentOtherLiabilities_qq,,-15.74,884.07,13.26,-74.54,,-73.57,-100.00,,,477.59,-19.67,4.65,110.98,-73.87,65.78,-24.17,-68.52,-65.96,,-5.33,2626.73,13.82,-30.93,-98.42,2930.39,-99.02,,5757.56,-39.85,-0.79,387.65,-41.04,12.62,-97.89
BalanceNoncurrentOtherLiabilities_sq,,-0.05,0.82,-100.00,7.56,,2.64,-100.00,,,-4.04,-19.67,0.91,-0.44,-0.91,0.86,-6.54,-0.50,0.50,,-4.37,,0.82,0.88,-5.73,2.20,-1.65,,-3.80,0.22,-1.19,4.40,-5.52,1.68,-0.03
BalanceCurrentLiabilities,45850000,35971000,41329000,63489000,59941000,61549000,55287000,,,62644000,77069000,84010000,100476000,96182000,78623000,77639000,83594000,64810000,84293000,64169000,95542000,79978000,94521000,67793000,67399000,69340000,75567000,76931000,80250000,80959000,83513000,87020000,104538000,112123000,106262000
BalanceCurrentLiabilities_yy,,,,,30.73,71.11,33.77,-100.00,-100.00,1.78,39.40,,,53.54,2.02,-7.58,-16.80,-32.62,7.21,-17.35,14.29,23.40,12.13,5.65,-29.46,-13.30,-20.05,13.48,19.07,16.76,10.52,13.11,30.26,38.49,27.24
BalanceCurrentLiabilities_sy,,,,,24.32,24.82,28.51,-8.42,24.36,12.58,7.72,,,-13.96,-15.12,-11.30,-14.06,-0.22,-0.69,-3.82,5.63,2.37,-0.87,2.10,-3.08,-5.11,1.20,-0.83,1.68,-1.57,3.62,7.28,5.59,17.19,15.02
BalanceCurrentLiabilities_qq,,-21.55,14.90,53.62,-5.59,2.68,-10.17,-100.00,,,23.03,9.01,19.60,-4.27,-18.26,-1.25,7.67,-22.47,30.06,-23.87,48.89,-16.29,18.18,-28.28,-0.58,2.88,8.98,1.81,4.31,0.88,3.16,4.20,20.13,7.26,-5.23
BalanceCurrentLiabilities_sq,,-17.49,12.08,-100.00,-8.01,-8.15,16.14,-100.00,,,15.20,-6.02,-5.95,-15.26,5.28,4.09,1.94,-5.19,5.68,2.52,1.48,-5.24,5.06,2.69,-1.49,-7.26,9.99,1.86,3.35,-9.72,12.42,4.27,3.41,-7.30,9.47
BalanceCurrentTradePayablesv,42959000,32977000,40971000,63130000,54031000,54924000,32550000,,,30504000,29806000,33770000,40206000,28412000,27972000,32086000,30795000,31074000,33636000,27954000,28188000,23131000,33194000,32850000,23725000,23698000,21981000,23819000,22876000,23414000,23506000,24065000,27233000,28538000,29221000
BalanceCurrentTradePayablesv_yy,,,,,25.77,66.55,-20.55,-100.00,-100.00,-44.46,-8.43,,,-6.86,-6.15,-4.99,-23.41,9.37,20.25,-12.88,-8.46,-25.56,-1.31,17.52,-15.83,2.45,-33.78,-27.49,-3.58,-1.20,6.94,1.03,19.04,21.88,24.31
BalanceCurrentTradePayablesv_sy,,,,,36.30,25.47,31.57,-22.19,30.21,17.84,9.24,,,-10.06,-21.10,-15.28,-15.76,-3.73,2.21,-3.39,-8.46,3.04,-1.94,6.33,-4.35,-8.39,-3.65,-1.80,-2.29,-5.56,-1.53,4.36,10.61,21.88,13.85
BalanceCurrentTradePayablesv_qq,,-23.24,24.24,54.08,-14.41,1.65,-40.74,-100.00,,,-2.29,13.30,19.06,-29.33,-1.55,14.71,-4.02,0.91,8.24,-16.89,0.84,-17.94,43.50,-1.03,-27.78,-0.11,-7.25,8.36,-3.96,2.35,0.39,2.38,13.16,4.79,2.39
