,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherCurrentAssets_qq,,,-100.00,,-36.00,-3.91,139.06,-12.75,-51.15,-16.89,110.97,-1.51,-31.89,-66.78,275.33,-23.58,-38.21,15.89,88.58,-7.16,-43.12,31.04,44.15,24.72
BalanceOtherCurrentAssets_sq,,,29.09,,-0.58,-15.14,29.37,3.04,-0.70,-16.89,28.01,4.90,-1.93,-13.75,37.09,-10.21,2.27,0.05,20.80,6.50,-8.79,-5.42,13.45,2.36
BalanceAssetsForSale,,0,,19372000,32573000,17560000,17560000,17560000,17560000,17560000,17560000,18483000,65340000,44061000,43210000,6000000,6000000,,,,,,,18267000
BalanceAssetsForSale_yy,,,,,,,,-9.35,-46.09,,,5.26,272.10,150.92,146.07,-67.54,-90.82,-100.00,-100.00,-100.00,-100.00,,,
BalanceAssetsForSale_sy,,,,,,,,60.22,-46.09,,,-10.51,-33.33,-100.00,-95.00,-82.88,-37.64,-73.26,-67.44,-99.35,-87.23,,,
BalanceAssetsForSale_qq,,,,,68.14,-46.09,,,,,,5.26,253.51,-32.57,-1.93,-86.11,,-100.00,,,,,,
BalanceAssetsForSale_sq,,,,,82.21,0.15,,,,,,-0.04,-4.64,-28.90,,,,-56.95,,,,,,
BalanceTotalAssets,,5623769000,,5552025000,5730533000,5743616000,5625981000,5362380000,5504704000,5680332000,5407137000,6336520000,6246443000,6102457000,6092486000,5979400000,5968835000,6508206000,6362812000,6356433000,6400939000,6641559000,6572300000,6618596000
BalanceTotalAssets_yy,,,,,,2.13,,-3.42,-3.94,-1.10,-3.89,18.17,13.47,7.43,12.67,-5.64,-4.44,6.65,4.44,6.31,7.24,2.05,3.29,4.12
BalanceTotalAssets_sy,,,,,,10.51,,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,6.80,4.97,9.33,7.54,5.03,7.09,7.08,9.50,11.96
BalanceTotalAssets_qq,,,-100.00,,3.22,0.23,-2.05,-4.69,2.65,3.19,-4.81,17.19,-1.42,-2.31,-0.16,-1.86,-0.18,9.04,-2.23,-0.10,0.70,3.76,-1.04,0.70
BalanceTotalAssets_sq,,,-0.09,,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.78,0.67,1.04,0.55,3.07,0.48,3.35,0.82,-0.08,1.95,3.53,0.54,0.06
BalanceCapital,,3142594000,,3218348000,3362852000,3446517000,3501942000,3433138000,3531710000,3331793000,3379418000,3476337000,3549488000,3333945000,3268639000,3180824000,3163931000,3260278000,3224395000,3265275000,3308652000,3334778000,3371770000,3409039000
BalanceCapital_yy,,,,,,9.67,,6.67,5.02,-3.33,-3.50,1.26,0.50,0.06,-3.28,-8.50,-10.86,-2.21,-1.35,2.66,4.57,2.29,4.57,4.40
BalanceCapital_sy,,,,,,16.39,,8.70,8.50,9.50,12.03,9.38,8.04,3.66,4.08,3.73,2.69,6.54,5.27,4.33,5.43,1.67,4.20,4.61
BalanceCapital_qq,,,-100.00,,4.49,2.49,1.61,-1.96,2.87,-5.66,1.43,2.87,2.10,-6.07,-1.96,-2.69,-0.53,3.05,-1.10,1.27,1.33,0.79,1.11,1.11
BalanceCapital_sq,,,2.25,,1.72,2.74,1.50,-0.17,2.71,0.37,1.78,0.07,2.46,-1.60,1.41,1.00,1.84,2.44,0.82,-2.88,1.33,0.57,1.34,-1.93
BalanceShareCapital,,2889200000,,2889200000,2166901000,2166901000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000,2239346000
BalanceShareCapital_yy,,,,,,-25.00,,-22.49,3.34,3.34,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,-100.00,,-25.00,,3.34,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,93448000,,87941000,668761000,676369000,602482000,608831000,597892000,566726000,568791000,639490000,648656000,648128000,649200000,672498000,661597000,690607000,673043000,675626000,686624000,684074000,676318000,667893000
BalanceReserve_yy,,,,,,623.79,,592.32,-10.60,-16.21,-5.59,5.04,8.49,14.36,14.14,5.16,2.00,6.55,3.67,0.47,3.78,-0.95,0.49,-1.14
BalanceReserve_sy,,,,,,3.57,,4.07,8.70,8.70,2.20,10.27,12.22,10.93,10.58,2.51,2.67,8.31,6.10,4.81,3.78,1.29,2.16,3.31
BalanceReserve_qq,,,-100.00,,660.47,1.14,-10.92,1.05,-1.80,-5.21,0.36,12.43,1.43,-0.08,0.17,3.59,-1.62,4.38,-2.54,0.38,1.63,-0.37,-1.13,-1.25
BalanceReserve_sq,,,,,,,,,,,,3.85,,0.01,,2.85,,0.27,,0.88,,,,3.33
BalanceNonshareCapital,,72078000,,71913000,70509000,62377000,63105000,63326000,63130000,63500000,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,-13.46,,-11.94,-10.47,1.80,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,-6.77,,19.55,4.45,27.19,8.39,19.18,8.84,10.87,,,,,,,,,,
BalanceNonshareCapital_qq,,,-100.00,,-1.95,-11.53,1.17,0.35,-0.31,0.59,-100.00,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,-2.03,,-0.98,,-0.31,0.35,1.56,2.35,-4.04,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,1383172000,,1293213000,1226143000,1166736000,1085968000,1022286000,1049390000,1165414000,1160967000,1709761000,1557998000,1586088000,1536114000,1566598000,1649774000,2076081000,1983629000,1958311000,1889291000,2093673000,2039748000,1999997000
BalanceNoncurrentLiabilities_yy,,,,,,-15.65,,-20.95,-14.42,-0.11,6.91,67.25,48.47,36.10,32.31,-8.37,5.89,30.89,29.13,25.00,14.52,0.85,2.83,2.13
BalanceNoncurrentLiabilities_sy,,,,,,-1.22,,14.51,5.02,5.51,-4.96,1.45,12.97,14.81,25.16,27.05,13.61,9.81,11.40,1.65,7.06,0.42,6.62,8.91
BalanceNoncurrentLiabilities_qq,,,-100.00,,-5.19,-4.85,-6.92,-5.86,2.65,11.06,-0.38,47.27,-8.88,1.80,-3.15,1.98,5.31,25.84,-4.45,-1.28,-3.52,10.82,-2.58,-1.95
BalanceNoncurrentLiabilities_sq,,,-3.19,,-0.52,1.12,-0.40,-1.43,,-0.98,-0.79,2.42,-0.10,,-0.39,2.48,-1.49,-1.19,-1.11,-0.67,,-0.46,-0.67,
BalanceNoncurrentTradeLiabilities,,151779000,,135522000,124718000,113688000,102586000,91252000,79873000,67982000,56306000,48071000,36367000,25953000,17018000,8209000,4039000,1845000,1160000,1152000,1199000,1578000,1645000,2170000
BalanceNoncurrentTradeLiabilities_yy,,,,,,-25.10,,-32.67,-35.96,-40.20,-45.11,-47.32,-54.47,-61.82,-69.78,-82.92,-88.89,-92.89,-93.18,-85.97,-70.31,-14.47,41.81,88.37
BalanceNoncurrentTradeLiabilities_sy,,,,,,-25.10,,-26.99,-25.46,-20.92,-34.16,-25.06,-18.82,-25.48,-16.90,-6.38,-34.74,-7.02,-53.39,-84.04,6.32,60.89,17.18,-0.73
BalanceNoncurrentTradeLiabilities_qq,,,-100.00,,-7.97,-8.84,-9.77,-11.05,-12.47,-14.89,-17.18,-14.63,-24.35,-28.64,-34.43,-51.76,-50.80,-54.32,-37.13,-0.69,4.08,31.61,4.25,31.91
BalanceNoncurrentTradeLiabilities_sq,,,-30.19,,-5.96,-10.55,-5.19,-7.22,-9.01,-10.47,-17.18,-5.72,-1.44,-20.76,6.64,6.64,-7.28,-17.65,-21.96,-2.17,5.35,15.88,-16.32,1.13
BalanceNoncurrentBorrowings,,611993000,,538484000,482300000,434694000,379448000,326339000,391796000,208077000,270203000,728478000,612160000,615775000,585632000,663096000,769780000,1274647000,1206920000,1154754000,1105075000,1312629000,1262869000,1220329000
BalanceNoncurrentBorrowings_yy,,,,,,-28.97,,-39.40,-18.77,-52.13,-28.79,123.23,56.24,195.94,116.74,-8.98,25.75,107.00,106.09,74.15,43.56,2.98,4.64,5.68
BalanceNoncurrentBorrowings_sy,,,,,,4.63,,-14.58,-9.99,-14.36,-15.13,,-14.68,-3.48,-5.38,-12.24,2.92,3.66,-9.38,-9.08,-21.92,-9.54,4.64,4.05
BalanceNoncurrentBorrowings_qq,,,-100.00,,-10.43,-9.87,-12.71,-14.00,20.06,-46.89,29.86,169.60,-15.97,0.59,-4.90,13.23,16.09,65.59,-5.31,-4.32,-4.30,18.78,-3.79,-3.37
BalanceNoncurrentBorrowings_sq,,,-5.58,,-1.30,1.69,-2.80,-2.94,-1.78,-8.18,-2.30,-0.26,-1.34,-3.29,-2.58,-1.65,-2.64,-5.00,-3.84,-4.06,-1.50,-4.11,-4.20,-1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,190836000,174613000,222726000,212530000,193500000,182761000,163380000,149277000,140923000,123518000,110104000,101023000,91055000,84913000,81727000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,1.40,4.67,-26.65,-29.76,-27.17,-32.42,-32.61,-32.33,-35.39,-31.25,-25.77
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,1.40,-3.30,57.32,24.65,-5.70,-1.68,-9.94,-3.68,-3.97,-3.20,-2.80
BalanceNoncurrentLeasing_qq,,,,,,,,,,,-8.50,27.55,-4.58,-8.95,-5.55,-10.60,-8.63,-5.60,-12.35,-10.86,-8.25,-9.87,-6.75,-3.75
BalanceNoncurrentLeasing_sq,,,,,,,,,,,-8.50,-1.11,-5.64,-5.83,-6.09,6.43,-4.04,-4.26,-7.15,-0.08,-4.84,-4.48,-3.62,-3.41
BalanceNoncurrentOtherLiabilities,,619400000,,619207000,619125000,618354000,603934000,604695000,577721000,698519000,659845000,710486000,696941000,750860000,750703000,731913000,726678000,658666000,652031000,692301000,681994000,688411000,690321000,695771000
BalanceNoncurrentOtherLiabilities_yy,,,,,,-0.17,,-2.34,-6.69,12.96,9.26,17.49,20.64,7.49,13.77,3.02,4.27,-12.28,-13.14,-5.41,-6.15,4.52,5.87,0.50
BalanceNoncurrentOtherLiabilities_sy,,,,,,9.44,,12.81,0.14,9.15,1.66,1.49,4.49,15.80,17.82,2.48,3.02,8.04,8.16,,10.26,0.91,0.53,2.48
BalanceNoncurrentOtherLiabilities_qq,,,-100.00,,-0.01,-0.12,-2.33,0.13,-4.46,20.91,-5.54,7.67,-1.91,7.74,-0.02,-2.50,-0.72,-9.36,-1.01,6.18,-1.49,0.94,0.28,0.79
BalanceNoncurrentOtherLiabilities_sq,,,-2.06,,-1.36,0.27,0.10,1.26,,0.26,-0.06,3.24,-0.20,0.65,-0.02,1.12,-0.32,2.20,,-1.06,0.55,1.38,0.37,0.22
BalanceCurrentLiabilities,,1025925000,,968551000,1071029000,1067986000,974966000,843630000,860474000,1119625000,866752000,1150422000,1138957000,1182424000,1287733000,1231978000,1155130000,1171847000,1154788000,1132847000,1202996000,1213108000,1160782000,1209560000
BalanceCurrentLiabilities_yy,,,,,,4.10,,-12.90,-19.66,4.84,-11.10,36.37,32.36,5.61,48.57,7.09,1.42,-0.89,-10.32,-8.05,4.14,3.52,0.52,6.77
BalanceCurrentLiabilities_sy,,,,,,10.73,,16.18,14.94,8.43,13.69,3.58,9.61,13.08,16.55,10.23,7.72,1.91,-1.16,6.45,4.70,14.90,21.56,24.10
BalanceCurrentLiabilities_qq,,,-100.00,,10.58,-0.28,-8.71,-13.47,2.00,30.12,-22.59,32.73,-1.00,3.82,8.91,-4.33,-6.24,1.45,-1.46,-1.90,6.19,0.84,-4.31,4.20
BalanceCurrentLiabilities_sq,,,-0.50,,-3.02,3.88,1.20,6.17,1.22,-3.05,3.61,0.14,1.38,3.82,-0.04,2.03,0.36,2.87,-1.46,7.69,0.85,6.43,-0.14,2.50
BalanceCurrentTradePayablesv,,682149000,,642392000,661133000,675841000,655738000,528958000,528794000,530440000,506228000,780608000,654209000,739509000,642162000,592642000,609969000,670021000,601685000,595359000,629768000,749736000,692529000,728662000
BalanceCurrentTradePayablesv_yy,,,,,,-0.92,,-17.66,-20.02,-21.51,-22.80,47.57,23.72,39.41,26.85,-24.08,-6.76,-9.40,-6.30,0.46,3.25,11.90,15.10,22.39
BalanceCurrentTradePayablesv_sy,,,,,,14.14,,18.32,16.90,12.69,4.22,1.81,13.17,11.52,18.78,22.89,17.14,18.92,11.36,5.96,8.43,11.78,5.71,14.86
BalanceCurrentTradePayablesv_qq,,,-100.00,,2.92,2.22,-2.97,-19.33,-0.03,0.31,-4.56,54.20,-16.19,13.04,-13.16,-7.71,2.92,9.85,-10.20,-1.05,5.78,19.05,-7.63,5.22
BalanceCurrentTradePayablesv_sq,,,0.56,,-7.93,4.21,0.06,4.98,-0.46,3.82,1.31,-5.22,4.32,5.00,4.28,1.18,5.03,9.09,0.41,-0.28,-1.18,8.84,-3.08,5.22
BalanceCurrentBorrowings,,215607000,,201571000,222908000,189313000,189882000,198075000,207505000,96057000,101917000,146803000,284957000,255766000,457320000,434753000,354980000,316692000,349240000,322521000,332326000,249973000,244232000,250227000
BalanceCurrentBorrowings_yy,,,,,,-12.20,,-1.73,-6.91,-49.26,-46.33,-25.89,37.33,166.26,348.72,196.15,24.57,23.82,-23.63,-25.82,-6.38,-21.07,-30.07,-22.42
BalanceCurrentBorrowings_sy,,,,,,-3.46,,29.07,21.10,-2.05,8.92,-26.40,-6.86,-0.40,-3.47,7.15,7.76,7.37,0.73,-3.59,16.25,14.46,15.32,20.92
BalanceCurrentBorrowings_qq,,,-100.00,,10.59,-15.07,0.30,4.31,4.76,-53.71,6.10,44.04,94.11,-10.24,78.80,-4.93,-18.35,-10.79,10.28,-7.65,3.04,-24.78,-2.30,2.45
BalanceCurrentBorrowings_sq,,,-1.07,,1.53,3.30,-3.50,4.31,-5.44,-10.98,2.54,-0.81,1.76,-6.82,0.24,3.58,-1.54,-3.16,0.67,2.96,2.05,-2.69,,0.60
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,127742000,93645000,86264000,73983000,65416000,58700000,70409000,67115000,59567000,58979000,49300000,49488000,48040000,43390000,32640000
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,-48.79,-37.32,-18.38,-9.28,-8.94,0.48,-29.98,-26.26,-19.35,-26.43,-33.79
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,5.15,-10.45,16.72,3.39,3.52,3.78,-0.55,2.52,1.14,-2.82,-11.20
BalanceCurrentLeasing_qq,,,,,,,,,,,-26.69,-7.88,-14.24,-11.58,-10.27,19.95,-4.68,-11.25,-0.99,-16.41,0.38,-2.93,-9.68,-24.78
BalanceCurrentLeasing_sq,,,,,,,,,,,-22.30,-1.95,-5.70,8.35,-5.68,6.48,-2.12,-0.24,0.58,1.22,-0.82,-2.91,-4.66,-4.34
BalanceCurrentOtherLiabilities,,128169000,,124588000,186988000,202832000,129346000,116597000,124175000,365386000,164962000,136747000,125808000,121733000,129551000,134174000,123066000,125567000,144884000,165667000,191414000,165359000,180631000,198031000
BalanceCurrentOtherLiabilities_yy,,,,,,58.25,,-6.41,-33.59,80.14,27.54,17.28,1.32,-66.68,-21.47,-1.88,-2.18,3.15,11.84,23.47,55.54,31.69,24.67,19.54
BalanceCurrentOtherLiabilities_sy,,,,,,-1.56,,11.38,19.13,8.20,21.12,11.48,1.60,18.59,19.82,10.04,0.76,10.14,5.13,22.54,17.59,13.40,18.50,23.94
BalanceCurrentOtherLiabilities_qq,,,-100.00,,50.09,8.47,-36.23,-9.86,6.50,194.25,-54.85,-17.10,-8.00,-3.24,6.42,3.57,-8.28,2.03,15.38,14.34,15.54,-13.61,9.24,9.63
BalanceCurrentOtherLiabilities_sq,,,-7.70,,-3.18,8.47,4.86,7.72,-3.26,4.28,5.13,2.77,-1.48,6.16,0.30,2.63,-0.16,2.03,-1.75,9.23,-0.72,3.44,-0.82,7.86
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,0,5623769000,0,5552025000,5730533000,5743616000,5625981000,5362380000,5504704000,5680332000,5407137000,6336520000,6246443000,6102457000,6092486000,5979400000,5968835000,6508206000,6362812000,6356433000,6400939000,6641559000,6572300000,6618596000
BalanceTotalEquityAndLiabilities_yy,,,,,,2.13,,-3.42,-3.94,-1.10,-3.89,18.17,13.47,7.43,12.67,-5.64,-4.44,6.65,4.44,6.31,7.24,2.05,3.29,4.12
BalanceTotalEquityAndLiabilities_sy,,,,,,10.67,,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,7.19,4.97,7.77,7.37,2.92,6.59,7.08,9.93,11.96
BalanceTotalEquityAndLiabilities_qq,,,-100.00,,3.22,0.23,-2.05,-4.69,2.65,3.19,-4.81,17.19,-1.42,-2.31,-0.16,-1.86,-0.18,9.04,-2.23,-0.10,0.70,3.76,-1.04,0.70
BalanceTotalEquityAndLiabilities_sq,,,0.08,,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.41,0.40,1.04,0.55,3.07,0.48,2.01,0.82,-0.08,1.95,3.53,0.54,0.06
CashflowOperatingCashflow,238477000,250813000,128472000,164495000,166787000,240450000,40446000,94744000,223911000,200831000,-156914000,176604000,91342000,276470000,-112436000,131602000,113045000,247838000,92638000,156073000,209513000,142515000,198346000,194484000
CashflowOperatingCashflow_yy,,,,,-30.06,-4.13,-68.52,-42.40,34.25,-16.48,-487.96,86.40,-59.21,37.66,28.35,-25.48,23.76,-10.36,182.39,18.59,85.34,-42.50,114.11,24.61
CashflowOperatingCashflow_sy,,,,,-27.32,17.03,62.76,3.55,34.25,5.70,13.20,36.05,17.68,-25.83,-1.96,-17.95,9.45,41.33,32.71,21.22,-16.07,-40.52,-17.79,0.11
CashflowOperatingCashflow_qq,,5.17,-48.78,28.04,1.39,44.17,-83.18,134.25,136.33,-10.31,-178.13,212.55,-48.28,202.68,-140.67,217.05,-14.10,119.24,-62.62,68.48,34.24,-31.98,39.18,-1.95
CashflowOperatingCashflow_sq,,60.12,-70.85,-12.84,38.28,47.86,-34.73,-28.69,27.81,71.44,-55.78,3.34,-0.76,20.72,-4.27,21.40,23.64,86.27,-47.40,-5.55,-19.73,29.12,-15.36,-12.02
CashflowAmortization,102561000,106189000,92170000,94591000,95425000,93259000,90820000,90720000,90519000,110357000,102396000,107863000,127320000,130032000,141891000,146418000,146566000,161303000,143841000,143272000,141612000,145326000,137015000,133545000
CashflowAmortization_yy,,,,,-6.96,-12.18,-1.46,-4.09,-5.14,18.33,12.75,18.90,40.66,17.83,38.57,35.74,15.12,24.05,1.37,-2.15,-3.38,-9.90,-4.75,-6.79
CashflowAmortization_sy,,,,,0.69,1.92,-1.46,1.75,6.69,9.38,12.75,12.88,10.43,0.41,11.04,8.15,10.24,3.32,1.41,2.87,0.77,5.65,10.77,11.26
CashflowAmortization_qq,,3.54,-13.20,2.63,0.88,-2.27,-2.62,-0.11,-0.22,21.92,-7.21,5.34,18.04,2.13,9.12,3.19,0.10,10.05,-10.83,-0.40,-1.16,2.62,-5.72,-2.53
CashflowAmortization_sq,,0.34,2.44,-0.20,0.51,1.24,-1.15,0.38,0.80,4.61,0.74,1.55,3.62,3.60,0.34,2.04,1.42,,-0.02,1.12,0.83,1.46,,0.21
CashflowInvestingCashflow,-313663000,-216602000,-108330000,17047000,-133305000,-146834000,-61492000,245990000,-286702000,-136539000,64341000,-348702000,-151962000,-78876000,-170489000,-138593000,-117658000,-141827000,-359010000,-168078000,-79951000,-132978000,-238261000,-243925000
CashflowInvestingCashflow_yy,,,,,57.50,32.21,43.24,1343.01,-115.07,7.01,204.63,-241.75,47.00,42.23,-364.98,60.25,22.57,-79.81,-110.58,-21.27,32.05,6.24,33.63,-45.13
CashflowInvestingCashflow_sy,,,,,66.34,17.26,-44.39,21.59,-21.06,-19.14,52.36,-83.13,-104.43,42.04,-80.88,-31.29,9.54,-17.85,14.86,34.08,-73.64,6.98,27.03,-27.92
CashflowInvestingCashflow_qq,,30.94,49.99,115.74,-881.99,-10.15,58.12,500.04,-216.55,52.38,147.12,-641.96,56.42,48.09,-116.15,18.71,15.11,-20.54,-153.13,53.18,52.43,-66.32,-79.17,-2.38
CashflowInvestingCashflow_sq,,38.28,-19.67,40.29,25.51,-9.50,23.70,54.39,13.27,-76.88,49.03,-27.09,-49.78,-16.99,-7.41,2.85,15.25,21.28,-17.72,-26.40,-16.05,-9.36,36.05,-6.84
CashflowCapex,117576000,126598000,116821000,92986000,91081000,107044000,139756000,170135000,185637000,167352000,137416000,455008000,159603000,84210000,175047000,143221000,120051000,149775000,118436000,116732000,132738000,143184000,192829000,152071000
CashflowCapex_yy,,,,,-22.53,-15.45,19.63,82.97,103.82,56.34,-1.67,167.44,-14.02,-49.68,27.38,-68.52,-24.78,77.86,-32.34,-18.50,10.57,-4.40,62.81,30.27
CashflowCapex_sy,,,,,-48.19,-26.79,43.89,40.42,78.34,-7.90,-1.83,18.52,28.68,-8.87,28.10,-6.18,17.64,26.49,-6.07,-52.08,14.47,-6.02,27.56,30.28
CashflowCapex_qq,,7.67,-7.72,-20.40,-2.05,17.53,30.56,21.74,9.11,-9.85,-17.89,231.12,-64.92,-47.24,107.87,-18.18,-16.18,24.76,-20.92,-1.44,13.71,7.87,34.67,-21.14
CashflowCapex_sq,,50.67,-37.78,6.68,-37.40,52.88,-20.98,-20.04,-20.54,54.03,-37.33,16.52,37.67,29.06,-18.35,25.75,14.43,15.33,-19.40,-1.44,30.74,29.46,-24.88,-15.02
CashflowFinancingCashflow,-36417000,-270000,-85070000,-49852000,-31857000,-86311000,-58316000,-185701000,72758000,15548000,-30146000,84694000,-15831000,-68164000,144634000,22034000,17058000,480134000,-36200000,-115056000,-68160000,119988000,-80603000,-85170000
CashflowFinancingCashflow_yy,,,,,12.52,-31867.04,31.45,-272.50,328.39,118.01,48.31,145.61,-121.76,-538.41,579.78,-73.98,207.75,804.38,-125.03,-622.17,-499.58,-75.01,-122.66,25.98
CashflowFinancingCashflow_sy,,,,,-10.18,-1.26,-8.04,6.38,13.35,-47.50,15.96,13.03,25.25,-51.57,51.02,15.74,-66.19,-5.02,-9.12,-90.01,78.09,-12.66,1.70,23.12
CashflowFinancingCashflow_qq,,99.26,-31407.41,41.40,36.10,-170.93,32.44,-218.44,139.18,-78.63,-293.89,380.95,-118.69,-330.57,312.19,-84.77,-22.58,2714.71,-107.54,-217.83,40.76,276.04,-167.18,-5.67
CashflowFinancingCashflow_sq,,9.10,27.18,41.40,-98.67,63.77,-5.70,-36.31,-71.43,14.22,26.19,-14.43,-21.68,-15.73,54.15,-1.18,-13.02,25.24,30.83,-55.53,58.58,-15.72,-8.55,8.37
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,137496000,0,0,,110176000,0,0,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,-19.87,,,,-100.00,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,9.48,,,,-100.00,,,,,,,,
CashflowDividend_qq,,,,,,,,,-100.00,,,,-100.00,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,-99.94,,,,-100.00,,,,,,,,,,,
CashflowNetCashflow,-111603000,33941000,-64928000,131690000,1625000,7305000,-79362000,155033000,9967000,79840000,-122719000,-87404000,-76451000,129430000,-138291000,15043000,12445000,586145000,-302572000,-127061000,61402000,129525000,-120518000,-134611000
CashflowNetCashflow_yy,,,,,101.46,-78.48,-22.23,17.73,513.35,992.95,-54.63,-156.38,-867.04,62.11,-12.69,117.21,116.28,352.87,-118.79,-944.65,393.39,-77.90,60.17,-5.94
CashflowNetCashflow_sy,,,,,22.62,126.33,-22.23,-41.78,56.16,-25.21,86.72,-27.30,-16.13,16.21,-76.69,17.61,50.00,48.55,63.66,-29.88,-7.18,66.23,-31.94,-2.04
CashflowNetCashflow_qq,,130.41,-291.30,302.82,-98.77,349.54,-1186.41,295.35,-93.57,701.04,-253.71,28.78,12.53,269.30,-206.85,110.88,-17.27,4609.88,-151.62,58.01,148.32,110.95,-193.05,-11.69
CashflowNetCashflow_sq,,43.61,-46.56,81.32,-37.38,143.37,-76.67,37.17,-55.58,100.00,4.18,-63.13,7.33,25.90,23.18,54.94,37.29,77.91,-80.20,25.54,50.67,110.95,-104.50,-0.61
