,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceShareCapital,,,,18265000,18265000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000,19853000
BalanceShareCapital_yy,,,,,,,,8.70,8.70,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,8.70,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,,,,,,18000,-11000,-25000,,-26000,-120000,-37000,,,,,,,
BalanceReserve_yy,,,,,,,,,,,,,-245.37,-1031.95,-46.30,,100.00,100.00,100.00,,,
BalanceReserve_sy,,,,,,,,,,,,,1.90,3.48,9.44,,10.40,2.72,1.20,,,
BalanceReserve_qq,,,,,,,,,,-159.00,-141.03,100.00,,-359.38,68.85,100.00,,,,,,
BalanceReserve_sq,,,,,,,,,,1.11,,,,4.36,0.08,-0.14,,,,,,
BalanceNonshareCapital,,,,37000,39000,33000,35000,36000,38000,35000,37000,39000,41000,35000,38000,41000,45000,37000,43000,47000,53000,43000
BalanceNonshareCapital_yy,,,,,,,,-1.76,-1.56,7.69,7.73,8.06,6.04,-2.06,3.22,5.13,10.54,6.80,11.83,14.63,17.78,16.22
BalanceNonshareCapital_sy,,,,,,,,0.55,-1.56,4.58,4.84,-3.06,3.62,-0.25,1.02,-1.35,-4.57,-7.62,-4.24,3.90,7.45,10.82
BalanceNonshareCapital_qq,,,,,6.15,-15.78,5.28,4.38,6.37,-7.86,5.31,4.70,4.38,-14.90,10.99,6.63,9.76,-17.78,16.22,9.30,12.77,-18.87
BalanceNonshareCapital_sq,,,,,2.16,-0.65,3.05,1.81,4.87,-7.86,1.32,-21.14,15.20,-2.68,-0.62,-8.44,8.76,-5.72,-3.17,0.04,6.14,-4.52
BalanceNoncurrentLiabilities,,,,302032000,310051000,294717000,324947000,386357000,385805000,423464000,422909000,381336000,387444000,387295000,397772000,404734000,396284000,457982000,475455000,467711000,537599000,549095000
BalanceNoncurrentLiabilities_yy,,,,,,,,27.92,24.43,43.68,30.15,-1.30,0.42,-8.54,-5.94,6.14,2.28,18.25,19.53,15.56,35.66,19.89
BalanceNoncurrentLiabilities_sy,,,,,,,,4.19,-11.95,17.48,5.00,13.44,8.90,0.61,-0.51,4.32,2.15,10.98,16.10,9.90,9.90,6.74
BalanceNoncurrentLiabilities_qq,,,,,2.65,-4.95,10.26,18.90,-0.14,9.76,-0.13,-9.83,1.60,-0.04,2.71,1.75,-2.09,15.57,3.82,-1.63,14.94,2.14
BalanceNoncurrentLiabilities_sq,,,,,-1.13,-4.95,10.26,-1.07,-0.60,5.28,0.02,-1.56,0.54,0.22,0.39,0.67,-1.26,5.92,2.48,1.92,-0.08,8.55
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,668000,588000,508000
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,-11.98,-13.61
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,-5.99,14.24
BalanceNoncurrentBorrowings,,,,234081000,240057000,222366000,251822000,308985000,305042000,339839000,339225000,210005000,310503000,311008000,328238000,185397000,175906000,212406000,204871000,148702000,192956000,204393000
BalanceNoncurrentBorrowings_yy,,,,,,,,32.00,27.07,52.83,34.71,-32.03,1.79,-8.48,-3.24,-11.72,-43.35,-31.70,-37.58,-19.79,9.69,-3.77
BalanceNoncurrentBorrowings_sy,,,,,,,,8.06,3.77,35.67,26.43,27.06,0.79,-5.45,-2.68,-10.84,-11.53,11.66,8.16,-12.88,0.92,-5.40
BalanceNoncurrentBorrowings_qq,,,,,2.55,-7.37,13.25,22.70,-1.28,11.41,-0.18,-38.09,47.86,0.16,5.54,-43.52,-5.12,20.75,-3.55,-27.42,29.76,5.93
BalanceNoncurrentBorrowings_sq,,,,,-1.31,-7.92,21.11,-1.15,-1.28,1.94,-1.30,-1.28,-1.84,-1.34,2.36,-10.46,-1.94,6.02,2.16,-17.38,0.10,11.78
BalanceNoncurrentObligations,,,,,,,,,,,,94319000,,,,149331000,149468000,173737000,198485000,252797000,277580000,275467000
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,58.33,,,,69.29,85.71,58.55
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,58.33,,,,62.58,70.78,57.20
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,-100.00,,,,0.09,16.24,14.24,27.36,9.80,-0.76
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,-100.00,,,,0.09,8.16,7.16,41.40,4.94,-0.34
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,67951000,69994000,72351000,73125000,77371000,80763000,83625000,83683000,77012000,76941000,76287000,69534000,70006000,70910000,71839000,72099000,65544000,66475000,68727000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,13.86,15.39,15.58,14.44,-0.46,-4.73,-8.78,-16.91,-9.10,-7.84,-5.83,3.69,-6.37,-6.25,-4.33
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,0.39,3.59,5.61,6.15,-0.46,4.65,3.90,4.00,-3.92,-7.12,-6.64,-3.86,4.96,-0.23,4.52
BalanceNoncurrentOtherLiabilities_qq,,,,,3.01,3.37,1.07,5.81,4.38,3.54,0.07,-7.97,-0.09,-0.85,-8.85,0.68,1.29,1.31,0.36,-9.09,1.42,3.39
BalanceNoncurrentOtherLiabilities_sq,,,,,0.39,1.55,-0.81,5.81,-0.40,1.89,0.20,-1.82,-0.78,1.03,-0.89,-6.93,0.58,0.82,0.01,-2.22,0.16,5.40
BalanceCurrentLiabilities,,,,205345000,241407000,294673000,240188000,267284000,232057000,253966000,250424000,285601000,274590000,293009000,294011000,321763000,291061000,302159000,322017000,362294000,290035000,445902000
BalanceCurrentLiabilities_yy,,,,,,,,30.16,-3.87,-13.81,4.26,6.85,18.33,15.37,17.40,12.66,6.00,3.12,9.53,12.60,-0.35,47.57
BalanceCurrentLiabilities_sy,,,,,,,,7.47,3.07,-7.48,-3.76,2.28,13.31,3.33,5.50,7.51,4.52,4.08,5.31,11.68,16.86,30.46
BalanceCurrentLiabilities_qq,,,,,17.56,22.06,-18.49,11.28,-13.18,9.44,-1.39,14.05,-3.86,6.71,0.34,9.44,-9.54,3.81,6.57,12.51,-19.94,53.74
BalanceCurrentLiabilities_sq,,,,,-7.83,22.06,1.00,5.68,-5.74,6.20,2.46,3.24,-0.89,0.86,0.81,6.98,-1.90,0.42,3.49,17.11,-4.30,10.02
BalanceCurrentTradePayablesv,,,,141818000,179866000,196120000,133987000,169271000,132924000,144380000,130336000,135636000,129796000,132564000,160067000,143134000,125746000,140991000,149094000,173426000,143033000,151770000
BalanceCurrentTradePayablesv_yy,,,,,,,,19.36,-26.10,-26.38,-2.72,-19.87,-2.35,-8.18,22.81,5.53,-3.12,6.36,-6.86,21.16,13.75,7.65
BalanceCurrentTradePayablesv_sy,,,,,,,,19.36,2.53,5.54,-7.05,-2.26,2.98,-8.56,14.00,4.09,0.61,12.17,3.26,20.28,13.58,27.20
BalanceCurrentTradePayablesv_qq,,,,,26.83,9.04,-31.68,26.33,-21.47,8.62,-9.73,4.07,-4.31,2.13,20.75,-10.58,-12.15,12.12,5.75,16.32,-17.53,6.11
BalanceCurrentTradePayablesv_sq,,,,,4.61,11.82,10.13,11.67,-11.31,3.37,0.92,7.32,-4.54,3.43,7.57,12.57,-6.99,4.90,3.14,29.52,-11.52,12.02
BalanceCurrentBorrowings,,,,26006000,22906000,67793000,72357000,53703000,56889000,67324000,71726000,53629000,87718000,101991000,77762000,52321000,46787000,79945000,79695000,79106000,51677000,176738000
BalanceCurrentBorrowings_yy,,,,,,,,106.50,148.36,-0.69,-0.87,-0.14,54.19,51.49,8.41,-2.44,-46.66,-21.62,2.49,51.19,10.45,121.07
BalanceCurrentBorrowings_sy,,,,,,,,-24.53,8.00,-34.52,14.28,-0.31,16.42,37.62,8.41,-8.20,32.12,-21.62,-1.09,14.32,51.15,41.97
BalanceCurrentBorrowings_qq,,,,,-11.92,195.96,6.73,-25.78,5.93,18.34,6.54,-25.23,63.56,16.27,-23.76,-32.72,-10.58,70.87,-0.31,-0.74,-34.67,242.01
BalanceCurrentBorrowings_sq,,,,,-17.84,22.16,-19.68,-3.11,4.62,6.51,4.71,-8.10,24.65,16.27,3.82,-32.72,14.62,-6.82,-0.31,-6.81,35.52,-13.10
BalanceCurrentObligations,,,,,,,,,,,,28106000,,,,28189000,25799000,1233000,1447000,1775000,1751000,23959000
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,0.30,,,,-93.70,-93.21,1843.15
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,0.30,,,,58.64,54.00,1036.91
BalanceCurrentObligations_qq,,,,,,,,,,,,,-100.00,,,,-8.48,-95.22,17.36,22.67,-1.35,1268.30
BalanceCurrentObligations_sq,,,,,,,,,,,,,-100.00,,,,-4.24,-51.88,8.68,131.34,-2.24,634.35
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,35528000,36644000,28929000,32030000,42374000,40309000,40215000,46316000,66713000,55219000,56498000,54244000,96491000,91127000,78413000,90204000,105852000,86747000,87403000
BalanceCurrentOtherLiabilities_yy,,,,,,,,19.27,10.00,39.01,44.60,57.44,36.99,40.49,17.12,44.64,65.03,38.79,66.29,9.70,-4.81,11.46
BalanceCurrentOtherLiabilities_sy,,,,,,,,9.58,10.00,40.47,36.37,33.90,20.84,-3.42,-5.74,32.06,-0.94,-5.42,-16.80,-12.82,-6.04,4.58
BalanceCurrentOtherLiabilities_qq,,,,,3.14,-21.05,10.72,32.29,-4.87,-0.23,15.17,44.04,-17.23,2.32,-3.99,77.88,-5.56,-13.95,15.04,17.35,-18.05,0.76
BalanceCurrentOtherLiabilities_sq,,,,,11.61,-21.05,10.72,25.62,20.26,0.58,2.45,-3.30,14.60,1.84,-4.74,18.88,-5.32,-0.87,-21.18,18.88,2.59,0.20
BalanceReckoning,,,,1994000,1991000,1831000,1815000,1936000,1935000,2046000,2046000,1517000,1857000,1955000,1939000,1628000,1602000,1577000,1577000,2135000,6827000,6032000
BalanceReckoning_yy,,,,,,,,-2.91,-2.81,11.78,12.74,-21.63,-4.05,-4.46,-5.24,7.32,-13.72,-19.34,-18.65,31.14,326.15,282.50
BalanceReckoning_sy,,,,,,,,-42.26,-2.81,31.11,36.80,-21.63,284.76,-20.54,-16.21,7.32,2.01,-6.65,3.08,-3.48,65.34,33.40
BalanceReckoning_qq,,,,,-0.13,-8.05,-0.88,6.66,-0.03,5.76,-0.03,-25.85,22.39,5.31,-0.85,-16.02,-1.60,-1.56,,35.38,219.77,-11.64
BalanceReckoning_sq,,,,,5.48,-2.72,-18.44,-37.94,9.32,256.96,-18.08,-83.29,1055.98,-31.32,-29.92,-59.86,489.69,-27.25,,-77.68,1450.36,-29.95
BalanceTotalEquityAndLiabilities,0,0,0,1039804000,1029641000,1132826000,1123879000,1240108000,1209427000,1213779000,1235588000,1268795000,1293611000,1258453000,1300508000,1441885000,1436564000,1399939000,1462830000,1576670000,1637751000,1684385000
BalanceTotalEquityAndLiabilities_yy,,,,,,,,19.26,17.46,7.15,9.94,2.31,6.96,3.68,5.25,13.64,11.05,11.24,12.48,9.35,14.00,20.32
BalanceTotalEquityAndLiabilities_sy,,,,,,,,4.03,4.80,7.15,7.13,5.50,8.84,6.28,9.10,5.66,3.80,4.50,8.14,6.83,8.48,8.22
BalanceTotalEquityAndLiabilities_qq,,,,,-0.98,10.02,-0.79,10.34,-2.47,0.36,1.80,2.69,1.96,-2.72,3.34,10.87,-0.37,-2.55,4.49,7.78,3.87,2.85
BalanceTotalEquityAndLiabilities_sq,,,,,-0.59,0.12,2.15,3.74,0.14,0.76,2.14,0.45,2.78,0.62,2.74,0.62,1.92,-0.62,2.32,3.69,1.50,0.98
CashflowOperatingCashflow,46228000,29888000,837000,26803000,43316000,24784000,22213000,74238000,-2422000,36064000,15003000,100533000,9846000,62038000,47606000,143386000,6115000,66541000,48109000,83336000,-16840000,105805000
CashflowOperatingCashflow_yy,,,,,-6.30,-17.08,2554.06,176.97,-105.59,45.51,-32.46,35.42,506.59,72.02,217.32,42.63,-37.89,7.26,1.06,-41.88,-375.39,59.01
CashflowOperatingCashflow_sy,,,,,-35.88,86.42,248.60,176.97,69.01,24.04,78.59,35.42,-46.94,-4.70,2.30,31.16,-53.08,0.36,6.04,58.57,-189.61,24.16
CashflowOperatingCashflow_qq,,-35.35,-97.20,3102.47,61.61,-42.78,-10.37,234.20,-103.26,1589.28,-58.40,570.10,-90.21,530.08,-23.26,201.19,-95.74,988.16,-27.70,73.22,-120.21,728.30
CashflowOperatingCashflow_sq,,-35.35,-51.55,433.42,71.28,-31.33,-24.63,164.65,13.97,-39.42,127.81,99.66,-56.82,221.97,11.41,43.40,-101.52,220.83,-14.20,140.29,-117.45,292.72
CashflowAmortization,13112000,12514000,12935000,3996000,10670000,10964000,11134000,11410000,11983000,12104000,12605000,15077000,14519000,14605000,14719000,14554000,14187000,15874000,17206000,18152000,17029000,17290000
CashflowAmortization_yy,,,,,-18.62,-12.39,-13.92,185.53,12.30,10.39,13.21,32.13,21.16,20.67,16.77,-3.47,-2.29,8.69,16.90,24.72,20.03,8.92
CashflowAmortization_sy,,,,,8.38,-9.40,5.14,42.69,11.61,7.75,5.54,2.68,10.40,10.06,9.39,7.61,5.61,6.37,12.48,12.92,10.82,9.45
CashflowAmortization_qq,,-4.56,3.36,-69.11,167.02,2.75,1.55,2.48,5.02,1.01,4.14,19.61,-3.70,0.59,0.78,-1.12,-2.52,11.89,8.39,5.50,-6.19,1.53
CashflowAmortization_sq,,0.09,2.30,-3.36,18.21,0.88,1.55,2.48,2.98,0.62,0.20,2.67,3.05,1.54,0.84,2.47,0.58,2.30,2.90,5.33,0.46,1.54
CashflowInvestingCashflow,-15969000,-24079000,-27932000,-15138000,-27805000,-34470000,-73101000,-14804000,-57353000,-33167000,-5189000,-35068000,-27903000,-22081000,-34475000,-82684000,-12878000,-24098000,-67310000,-37697000,-52879000,-73750000
CashflowInvestingCashflow_yy,,,,,-74.12,-43.15,-161.71,2.21,-106.27,3.78,92.90,-136.89,51.35,33.42,-564.38,-135.78,53.85,-9.13,-95.24,54.41,-310.62,-206.04
CashflowInvestingCashflow_sy,,,,,-60.73,-93.94,-86.77,-42.70,-106.27,-42.05,-92.68,-63.30,36.96,10.43,33.16,13.89,-23.59,-50.61,-31.10,5.42,-15.96,-27.84
CashflowInvestingCashflow_qq,,-50.79,-16.00,45.81,-83.68,-23.97,-112.07,79.75,-287.42,42.17,84.35,-575.81,20.43,20.87,-56.13,-139.84,84.43,-87.13,-179.32,43.99,-40.27,-39.47
CashflowInvestingCashflow_sq,,2.64,-16.00,5.93,-6.42,-23.97,-33.31,-72.08,-8.33,26.58,-125.61,29.84,27.70,24.58,-45.56,-3.65,25.17,-81.97,-47.26,-33.78,34.15,-27.95
CashflowCapex,19509000,28884000,28175000,24046000,28995000,34225000,52806000,32872000,32113000,36923000,31666000,34544000,21558000,25793000,32269000,42839000,30472000,41831000,45582000,51470000,38000000,86115000
CashflowCapex_yy,,,,,48.62,18.49,87.42,36.70,10.75,7.88,-40.03,5.09,-32.87,-30.14,1.90,24.01,41.35,62.18,41.26,20.15,24.70,105.86
CashflowCapex_sy,,,,,19.73,26.22,32.13,36.70,44.17,34.66,37.86,5.09,-28.44,-6.14,7.47,13.06,62.52,34.24,-34.11,24.58,40.58,7.46
CashflowCapex_qq,,48.05,-2.45,-14.65,20.58,18.04,54.29,-37.75,-2.31,14.98,-14.24,9.09,-37.59,19.64,25.11,32.76,-28.87,37.28,8.97,12.92,-26.17,126.62
CashflowCapex_sq,,19.84,-2.45,-2.80,-10.00,24.26,54.29,46.88,-24.45,-2.12,28.66,0.30,-32.40,7.59,22.29,17.24,-20.14,12.70,1.32,35.04,-34.78,-0.58
CashflowFinancingCashflow,-58077000,13348000,-1128000,17969000,-30965000,10441000,56986000,20668000,-4204000,-28810000,-2222000,-21996000,7955000,-78538000,-10949000,4056000,-16671000,-88678000,11040000,-4756000,36768000,-18623000
CashflowFinancingCashflow_yy,,,,,46.68,-21.78,5150.08,15.02,86.42,-375.93,-103.90,-206.43,289.20,-172.61,-392.80,118.44,-309.57,-12.91,200.83,-217.26,320.55,79.00
CashflowFinancingCashflow_sy,,,,,66.20,-24.24,-66.79,-52.91,39.01,4.89,70.06,-42.17,174.10,-2.50,-53.20,-150.46,60.88,19.70,-44.25,-1.24,100.04,-37.34
CashflowFinancingCashflow_qq,,122.98,-108.45,1692.41,-272.33,133.72,445.79,-63.73,-120.34,-585.22,92.29,-890.02,136.17,-1087.28,86.06,137.04,-511.02,-431.93,112.45,-143.08,873.09,-150.65
CashflowFinancingCashflow_sq,,-46.54,96.15,24.52,-150.78,13.21,78.57,-47.57,-89.66,-338.30,115.06,-114.99,16.74,-123.73,129.78,-142.32,81.41,-104.52,13.12,-162.63,139.00,-238.47
CashflowShareCapitalCash,,,,,,,51702000,0,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,,-100.00,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,,-100.00,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,,,,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,,-100.00,,,,,,,,,,,,,,
CashflowDividend,49165000,3000,-34000,231000,30000000,15011000,23685000,0,,69288000,0,0,,88943000,0,8000,,150091000,3000,0,,164981000
CashflowDividend_yy,,,,,-38.98,525878.32,69592.07,-100.00,-100.00,361.57,-100.00,,,28.37,,47158.82,,68.75,,-100.00,,9.92
CashflowDividend_sy,,,,,30645.90,-10.11,36.87,,-100.00,72.04,-100.00,,,7.98,,24979.41,,-46.01,,-100.00,,-45.72
CashflowDividend_qq,,-99.99,-1294.22,777.09,12899.73,-49.96,57.78,-100.00,,,-100.00,,100.00,,-100.00,,-100.00,,-100.00,-100.00,,
CashflowDividend_sq,,-99.99,-99.94,-100.00,139599.87,12.12,-100.00,-100.00,,,-100.00,,,,-100.00,,-100.00,,-100.00,-100.00,,
CashflowNetCashflow,-27818000,19157000,-28224000,29635000,-15454000,755000,6099000,80102000,-63979000,-25912000,7589000,43471000,-10102000,-38581000,2182000,64758000,-23434000,-46235000,-8161000,40883000,-32951000,13432000
CashflowNetCashflow_yy,,,,,44.45,-96.06,121.61,170.30,-313.99,-3531.58,24.44,-45.73,84.21,-48.89,-71.25,48.97,-131.97,-19.84,-474.01,-36.87,-40.61,129.05
CashflowNetCashflow_sy,,,,,-22.26,-709.25,65.04,-37.38,31.00,15.46,-38.45,213.35,-51.34,-13.44,276.46,20.42,-58.45,28.85,-124.79,175.47,-83.26,-29.93
CashflowNetCashflow_qq,,168.86,-247.33,205.00,-152.15,104.89,707.65,1213.46,-179.87,59.50,129.29,472.79,-123.24,-281.91,105.66,2867.83,-136.19,-97.30,82.35,600.96,-180.60,140.76
CashflowNetCashflow_sq,,-47.44,-223.01,146.04,-48.97,-142.67,77.55,35.49,15.58,-42.32,54.50,319.74,-141.64,-52.90,109.49,83.08,27.36,-78.48,-7.60,487.12,-115.42,90.65
