,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow
PUE,124799000.0,98561000.0,4699000.0,10480000.0,11059000.0,48000.0,36000.0,11071000.0,657000.0,1293000.0,,11338000.0,,11338000.0,,8891000.0,8887000.0,245455000.0,24948000.0,206733000.0,786000.0,22550000.0,15014000.0,13335000.0,38417000.0,,339000.0,3280000.0,,171579000.0,144290000.0,8990000.0,,119597000.0,202000.0,22655000.0,,,,215000.0,85157000.0,68906000.0,32753000.0,,,14055000.0,17073000.0,431846000.0,,,10418000.0,4675000.0,-1356000.0,2846000.0,-5946000.0,,14688000.0,-7384000.0
PWX,67938000.0,54912000.0,3048000.0,2664000.0,7315000.0,135000.0,40000.0,7411000.0,-22000.0,466000.0,-21000.0,6903000.0,,6903000.0,,5602000.0,5602000.0,33349000.0,717000.0,31452000.0,,,1180000.0,96406000.0,53728000.0,38256000.0,0.0,959000.0,1337000.0,,94905000.0,47194000.0,500000.0,,42513000.0,,11568000.0,,9044000.0,,,2524000.0,36143000.0,32919000.0,,,,2050000.0,44000.0,122650000.0,-9815000.0,696000.0,-5705000.0,5715000.0,15791000.0,,2000000.0,271000.0
PXM,583765000.0,587184000.0,6548000.0,29110000.0,-39077000.0,14171000.0,7403000.0,-32309000.0,1682000.0,12770000.0,-126000.0,57790000.0,,57790000.0,,26288000.0,26308000.0,1122950000.0,284011000.0,43264000.0,32472000.0,185611000.0,1289737000.0,74771000.0,,140473000.0,10077000.0,33698000.0,2690695000.0,815853000.0,-6884000.0,928425000.0,13067000.0,763979000.0,,236815000.0,169034000.0,,889817000.0,1385846000.0,1065457000.0,,,165295000.0,1468000.0,2628965000.0,,,,,309035000.0,16657000.0,17378000.0,2390000.0,-30492000.0,,,71602000.0
PZU,4063000000.0,2750893000.0,493818000.0,324493000.0,,99285000.0,163344000.0,1356831000.0,,10234000.0,-650000.0,464749000.0,,464749000.0,,380187000.0,380261000.0,27339956000.0,241977000.0,2585315000.0,23890485000.0,68141000.0,659578000.0,41711978000.0,,17695787000.0,22481652000.0,577933000.0,763049000.0,193557000.0,65044581000.0,13887303000.0,86352000.0,-110000.0,10084345000.0,883000.0,43476452000.0,,,2427093000.0,,41049359000.0,10750159000.0,,,,,7884212000.0,,295262000000.0,674733000.0,,-343530000.0,59583000.0,-150787000.0,,125000.0,-188398000.0
QMK,127722000.0,107350000.0,13110000.0,2498000.0,4764000.0,7264000.0,6776000.0,5252000.0,1278000.0,-231000.0,,-1934000.0,,-1934000.0,,-3851000.0,-4150000.0,9698000.0,70000.0,7985000.0,271000.0,975000.0,7583000.0,194438000.0,11466000.0,120286000.0,20439000.0,11317000.0,6421000.0,,113268000.0,-35203000.0,,15829000.0,,914000.0,725000.0,,,,370000.0,35100000.0,29442000.0,,,,644000.0,6642000.0,193303000.0,,14333000.0,513000.0,-896000.0,1343000.0,-2876000.0,445000.0,,-14222000.0
QNT,5400000.0,3200000.0,951000.0,1134000.0,115000.0,37000.0,2000.0,721000.0,361000.0,361000.0,-1000.0,147000.0,,147000.0,,158000.0,284000.0,5310000.0,1389000.0,1520000.0,274000.0,18000.0,14237000.0,32000.0,3572000.0,958000.0,4148000.0,,,16889000.0,13349000.0,657000.0,12750000.0,17000.0,406000.0,141000.0,214000.0,,,711000.0,2855000.0,3119000.0,,,36000.0,23000.0,0.0,,,,324000.0,484000.0,1846000.0,185000.0,13000.0,,,1247000.0
QRS,25259000.0,556000.0,31393000.0,913000.0,11413000.0,6000.0,0.0,7610000.0,168000.0,5000.0,54000.0,7002000.0,,7002000.0,,5669000.0,5669000.0,4690000.0,44000.0,524000.0,47000.0,3695000.0,129000.0,38418000.0,,11248000.0,,23546000.0,30027000.0,,67276000.0,59301000.0,6339000.0,,41552000.0,,548000.0,,83000.0,,,399000.0,10199000.0,7560000.0,182000.0,,,1281000.0,10439000.0,,6049000.0,72000.0,303000.0,-54000.0,-30000.0,,,14228000.0
R22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAF,23294000.0,13011000.0,591000.0,4234000.0,602000.0,532000.0,10000.0,-61000.0,1331000.0,1160000.0,12000.0,3303000.0,,3303000.0,,2576000.0,2576000.0,96316000.0,3853000.0,,739000.0,3312000.0,92313000.0,16848000.0,71281000.0,12997000.0,1505000.0,,179597000.0,90607000.0,43187000.0,,48530000.0,,,19035000.0,,,25339000.0,53710000.0,13541000.0,12840000.0,,,30043000.0,155000.0,195492000.0,,,,-3884000.0,1851000.0,31000.0,1153000.0,3456000.0,,0.0,-474000.0
RBC,610000.0,,,,-1114000.0,175000.0,,-939000.0,645000.0,718000.0,-9151000.0,-10163000.0,,-10163000.0,,-10163000.0,-10163000.0,34777000.0,18787000.0,6250000.0,,7106000.0,819000.0,8689000.0,33659000.0,84857000.0,14734000.0,102000.0,9816000.0,31073000.0,13347000.0,22923000.0,,26846000.0,,,,,,1704000.0,31894000.0,1674000.0,23282000.0,,,326000.0,,33810000.0,,,-1612000.0,43000.0,3053000.0,,632000.0,,,854000.0
RBW,379852000.0,340988000.0,21875000.0,3545000.0,13444000.0,32000.0,136000.0,13340000.0,313000.0,228000.0,-23000.0,-2474000.0,,-2474000.0,,1016000.0,1016000.0,24277000.0,4805000.0,34364000.0,,135000.0,83445000.0,15000.0,137933000.0,365000.0,1256000.0,,80461000.0,17426000.0,1455000.0,-243000.0,32434000.0,,4564000.0,,,,461000.0,79512000.0,106904000.0,659000.0,,,3264000.0,100551000.0,364929000.0,,,,645000.0,281000.0,-1516000.0,1633000.0,-590000.0,,,27610000.0
RDL,60617000.0,45996000.0,3346000.0,4090000.0,7185000.0,498000.0,725000.0,6958000.0,90000.0,243000.0,,2398000.0,,2398000.0,,1704000.0,1704000.0,138057000.0,15625000.0,97895000.0,9000.0,1785000.0,86675000.0,29709000.0,43326000.0,,43000.0,,81801000.0,92011000.0,772000.0,-2330000.0,72298000.0,,34314000.0,,,,736000.0,37095000.0,23213000.0,7774000.0,,,5847000.0,1112000.0,192202000.0,,,,6652000.0,2424000.0,-15153000.0,4981000.0,9828000.0,,1180000.0,48000.0
RDN,119498000.0,,,,-16296000.0,891000.0,623000.0,-16028000.0,1978000.0,2457000.0,-6163000.0,,660000.0,,425000.0,424000.0,,70952000.0,20722000.0,352000.0,3558000.0,12086000.0,163653000.0,159390000.0,35502000.0,21337000.0,1315000.0,,255846000.0,113505000.0,,83167000.0,-14000.0,21024000.0,,24913000.0,,,1682000.0,199879000.0,,,,7169000.0,21000.0,152026000.0,,,,,8619000.0,1873000.0,-600000.0,629000.0,-3370000.0,,,-620000.0
REG,1591000.0,968000.0,38000.0,336000.0,-406000.0,9227000.0,20000.0,-57000.0,12000.0,1422000.0,,-1570000.0,,-1570000.0,487000.0,-1086000.0,-1086000.0,24000.0,27252000.0,,935000.0,,1859000.0,32000.0,258000.0,514000.0,,,48879000.0,-17524000.0,47720000.0,,286000.0,41374000.0,,22846000.0,,,2000.0,54289000.0,605000.0,,,174000.0,,169836000.0,,,,,-602000.0,793000.0,877000.0,5000.0,,,,307000.0
RES,123000.0,41000.0,,173000.0,-68000.0,40000.0,120000.0,-837000.0,-3763000.0,104000.0,,-550000.0,,-366000.0,,159000.0,159000.0,2242000.0,18000.0,1787000.0,4583000.0,1531000.0,9304000.0,19000.0,1859000.0,3878000.0,121000.0,,26241000.0,10468000.0,1445000.0,,1968000.0,,361000.0,,,,1367000.0,11222000.0,2341000.0,1241000.0,,,223000.0,29507000.0,,,,,-489000.0,28000.0,2000.0,48000.0,-560000.0,,2029000.0,
RFK,181002000.0,203193000.0,5369000.0,8834000.0,-36394000.0,4374000.0,1048000.0,-33068000.0,3536000.0,113927000.0,,4297000.0,,4297000.0,-55000.0,11794000.0,11730000.0,310421000.0,18549000.0,,1701000.0,49647000.0,723961000.0,29115000.0,703353000.0,10142000.0,106548000.0,0.0,1131637000.0,425144000.0,139200000.0,,270608000.0,21352000.0,,,,,43653000.0,725637000.0,494084000.0,147953000.0,,,130945000.0,878096000.0,,,,,8046000.0,3155000.0,-3089000.0,1254000.0,-6662000.0,,,-39141000.0
RHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLP,24942000.0,20040000.0,294000.0,4264000.0,627000.0,580000.0,307000.0,900000.0,24000.0,182000.0,,1069000.0,,1069000.0,,973000.0,843000.0,41866000.0,8479000.0,549000.0,1095000.0,3107000.0,57553000.0,24586000.0,21137000.0,3453000.0,259000.0,,94489000.0,68753000.0,48046000.0,,1586000.0,10853000.0,,267000.0,,,1077000.0,18105000.0,7121000.0,1215000.0,,325000.0,347000.0,0.0,,,,,5853000.0,1068000.0,-1815000.0,1854000.0,-5537000.0,,2188000.0,-256000.0
RMK,92855000.0,93348000.0,,2493000.0,-2986000.0,113000.0,1000.0,-2874000.0,1328000.0,209000.0,0.0,1190000.0,,1190000.0,,724000.0,724000.0,29588000.0,178000.0,21533000.0,,91000.0,6019000.0,46863000.0,347000.0,39020000.0,,3664000.0,3832000.0,,71754000.0,2251000.0,7500000.0,,3312000.0,,3918000.0,,636000.0,,,4984000.0,76513000.0,26724000.0,,,,12950000.0,35252000.0,106203000.0,8341000.0,802000.0,67000.0,8000.0,-5299000.0,,,-6024000.0
RNK,9319000.0,,,,1595000.0,-14126000.0,-2726000.0,-9805000.0,559000.0,1033000.0,,-10279000.0,,-10279000.0,,-7634000.0,-7634000.0,770675000.0,62000.0,740031000.0,2223000.0,51000.0,,83455000.0,90369000.0,,14319000.0,,,906491000.0,351975000.0,,40914000.0,,369111000.0,,254399000.0,,,5907000.0,282396000.0,8780000.0,185949000.0,,,43457000.0,,915125000.0,,,2784000.0,336000.0,-21550000.0,32000.0,12034000.0,,,690000.0
RON,57284000.0,46938000.0,2019000.0,3891000.0,4436000.0,127000.0,467000.0,4096000.0,728000.0,768000.0,,5205000.0,,5205000.0,,4798000.0,4166000.0,50792000.0,,17340000.0,,4324000.0,674094000.0,585499000.0,35164000.0,4484000.0,78300000.0,,,705799000.0,16953000.0,,282873000.0,3687000.0,245403000.0,,471000.0,120791000.0,,101911000.0,26818000.0,40220000.0,,,54974000.0,,841477000.0,,,,21429000.0,152000.0,-44000.0,51000.0,28498000.0,,14760000.0,-40474000.0
RPC,52179000.0,40202000.0,4066000.0,3096000.0,4815000.0,-56000.0,406000.0,4353000.0,844000.0,865000.0,,2249000.0,,2249000.0,,5314000.0,5314000.0,263088000.0,8602000.0,71000.0,1526000.0,6122000.0,135871000.0,56941000.0,103210000.0,1055000.0,1273000.0,198000.0,337520000.0,214747000.0,11515000.0,-806000.0,10330000.0,57738000.0,,34712000.0,,,32180000.0,75512000.0,39888000.0,,,2465000.0,380000.0,442332000.0,,,,,11107000.0,2193000.0,-2542000.0,2042000.0,9240000.0,,4123000.0,186000.0
RWD,29608000.0,21814000.0,2746000.0,2782000.0,818000.0,510000.0,278000.0,1050000.0,292000.0,1174000.0,,2104000.0,,2104000.0,-152000.0,-21365000.0,-21207000.0,116268000.0,14472000.0,39853000.0,,1579000.0,69498000.0,48404000.0,21078000.0,2568000.0,1926000.0,2162000.0,84653000.0,69490000.0,51000000.0,-386000.0,17113000.0,667000.0,19298000.0,,,,900000.0,35512000.0,24954000.0,46576000.0,,,8077000.0,44000.0,172110000.0,,,,7953000.0,1035000.0,-2289000.0,2432000.0,646000.0,,,-86000.0
RWL,175115000.0,118682000.0,31788000.0,10871000.0,13774000.0,3102000.0,2923000.0,13953000.0,348000.0,3133000.0,,11168000.0,,11168000.0,,2584000.0,1576000.0,426212000.0,72346000.0,11000.0,2614000.0,9108000.0,394021000.0,197349000.0,128384000.0,2548000.0,,,452520000.0,313908000.0,32560000.0,,309128000.0,21528000.0,144470000.0,,,,22183000.0,224344000.0,97259000.0,114747000.0,,,1278000.0,17748000.0,819917000.0,,,,26605000.0,6466000.0,-6660000.0,7091000.0,-11571000.0,,692000.0,961000.0
SAR,3215000.0,,,,1345000.0,120000.0,88000.0,1460000.0,9000.0,19000.0,233000.0,,233000.0,,188000.0,188000.0,,1655000.0,10156000.0,792000.0,70000.0,110000.0,405000.0,15939000.0,,,,48000.0,,7687000.0,4553000.0,222000.0,,13716000.0,520000.0,559000.0,,41000.0,,,302000.0,,,,,,382000.0,5211000.0,,,205000.0,107000.0,-475000.0,151000.0,-267000.0,,,
SCO,5002000.0,9879000.0,1127000.0,1812000.0,2099000.0,235000.0,1220000.0,15000.0,2226000.0,,-3608000.0,,-3608000.0,,-2838000.0,-5961000.0,,105159000.0,97000.0,88018000.0,,8404000.0,26375000.0,20746000.0,13493000.0,94000.0,954000.0,,123642000.0,36962000.0,11837000.0,0.0,30569000.0,,8178000.0,,,,1058000.0,22293000.0,66043000.0,,,,2359000.0,832000.0,102662000.0,,,,6678000.0,2061000.0,0.0,9304000.0,,,-1202000.0,
SEK,27615000.0,22646000.0,2436000.0,1050000.0,1483000.0,550000.0,328000.0,1705000.0,79000.0,123000.0,,442000.0,,442000.0,,348000.0,348000.0,58532000.0,140000.0,58039000.0,5000.0,,389000.0,39836000.0,8905000.0,13991000.0,,13007000.0,249000.0,,101009000.0,56317000.0,665000.0,,54370000.0,,21204000.0,,,,1291000.0,17247000.0,17039000.0,,,,6000.0,6000.0,39743000.0,,569000.0,1184000.0,-248000.0,249000.0,695000.0,,0.0,-1628000.0
SEL,346492000.0,243627000.0,44933000.0,19424000.0,38508000.0,2382000.0,5459000.0,35431000.0,-4285000.0,7335000.0,0.0,36046000.0,,36046000.0,,30919000.0,30943000.0,314240000.0,32997000.0,233134000.0,518000.0,6371000.0,39147000.0,429832000.0,116725000.0,238455000.0,3517000.0,59602000.0,,,735137000.0,399279000.0,1142000.0,,603930000.0,360000.0,141292000.0,,132975000.0,,,8317000.0,194206000.0,100828000.0,46899000.0,,,46479000.0,,786157000.0,14078000.0,6912000.0,-4034000.0,6050000.0,-19100000.0,,,1629000.0
SEN,111334000.0,7929000.0,,13318000.0,90087000.0,,27127000.0,62960000.0,619000.0,6558000.0,-170380000.0,-180774000.0,,-180774000.0,9759000.0,-57424000.0,-56972000.0,863434000.0,88820000.0,270334000.0,,22941000.0,102694000.0,435000.0,18145000.0,,15509000.0,,72946000.0,534011000.0,702088000.0,,16914000.0,67486000.0,206969000.0,,107816000.0,,,3049000.0,,,,,92751000.0,83798000.0,882470000.0,,,,68518000.0,27127000.0,-84094000.0,40280000.0,20288000.0,,,37701000.0
SES,5401000.0,3709000.0,232000.0,1009000.0,450000.0,305000.0,68000.0,687000.0,29000.0,29000.0,21000.0,1060000.0,,1060000.0,,871000.0,871000.0,2893000.0,296000.0,667000.0,,16000.0,918000.0,23895000.0,3176000.0,18476000.0,55000.0,199000.0,,8999000.0,9337000.0,2100000.0,,7492000.0,,325000.0,,325000.0,,,10000.0,6100000.0,7096000.0,3258000.0,,,,8750000.0,,,-386000.0,72000.0,219000.0,-139000.0,146000.0,,,474000.0
SET,249000.0,,38000.0,,187000.0,0.0,149000.0,-147000.0,0.0,,-78000.0,,-78000.0,,-78000.0,-78000.0,,6638000.0,,4096000.0,147000.0,587000.0,1481000.0,13810000.0,,51000.0,13759000.0,,,8570000.0,2389000.0,,,,,3665000.0,,3847000.0,,,2869000.0,267000.0,16000.0,,,,33000.0,7983000.0,,,1109000.0,58000.0,158000.0,,117000.0,,,-9000.0
SFG,125920000.0,76180000.0,15765000.0,6649000.0,27326000.0,261000.0,3221000.0,24366000.0,1324000.0,1160000.0,,14408000.0,,14408000.0,,14005000.0,13501000.0,72461000.0,1319000.0,37797000.0,2058000.0,5243000.0,228314000.0,115028000.0,17583000.0,,105379000.0,,,,68228000.0,-3645000.0,-9016000.0,13762000.0,,684000.0,,,8000.0,,46514000.0,,,,9583000.0,249440000.0,,,,,36332000.0,2690000.0,-367000.0,1670000.0,-17110000.0,,19693000.0,2878000.0
SFS,44940000.0,38436000.0,,5184000.0,2423000.0,1179000.0,491000.0,684000.0,49000.0,1140000.0,,-2058000.0,,1617000.0,,1171000.0,1171000.0,43207000.0,4200000.0,32190000.0,2291000.0,8009000.0,10803000.0,30108000.0,3136000.0,14737000.0,1585000.0,,,59144000.0,27915000.0,8781000.0,,,2447000.0,40722000.0,40897000.0,1256000.0,,237000.0,881000.0,30247000.0,17027000.0,6940000.0,,706000.0,3792000.0,151696000.0,,,1329000.0,2289000.0,-1346000.0,2711000.0,-384000.0,-1000.0,,-854000.0
SGN,120617000.0,97554000.0,4589000.0,14274000.0,4200000.0,1705000.0,234000.0,5671000.0,484000.0,1154000.0,-6000.0,-2421000.0,,-2421000.0,,350000.0,373000.0,212482000.0,177737000.0,,1421000.0,6320000.0,231540000.0,64997000.0,1156000.0,32793000.0,,,202716000.0,14009000.0,,317608000.0,1778000.0,20778000.0,9783000.0,,,4010000.0,132290000.0,111856000.0,29754000.0,39700000.0,8383000.0,29878000.0,0.0,,,,,,-5776000.0,4286000.0,-2974000.0,1084000.0,-1905000.0,,,53350000.0
SGR,1493000.0,1240000.0,7804000.0,475000.0,-8025000.0,,2252000.0,662000.0,3900000.0,,13098000.0,,13098000.0,,13592000.0,13592000.0,,,89443000.0,,,927000.0,221927000.0,111297000.0,29758000.0,,16790000.0,,287882000.0,184191000.0,1344000.0,,113010000.0,156000.0,121033000.0,,,,,55536000.0,37997000.0,44853000.0,,,649000.0,,378624000.0,,,,-81000.0,5209000.0,6373000.0,-1278000.0,,0.0,-37000.0,
SHD,,,,,-1631000.0,26538000.0,28984000.0,-4077000.0,842000.0,3474000.0,4080000.0,2953000.0,,2953000.0,,4022000.0,3874000.0,544388000.0,27560000.0,253846000.0,230000.0,24791000.0,7871000.0,243234000.0,125814000.0,6609000.0,194000.0,85570000.0,,634397000.0,196794000.0,7915000.0,,304038000.0,16845000.0,217610000.0,,7602000.0,,,187877000.0,83245000.0,11416000.0,15972000.0,,,32048000.0,58376000.0,458857000.0,,24601000.0,1916000.0,16164000.0,,-1690000.0,-5000.0,,6251000.0
SHG,4000.0,,1959000.0,399000.0,430000.0,181000.0,188000.0,140000.0,90000.0,,139000.0,,139000.0,,91000.0,91000.0,,182000.0,,181000.0,,1712000.0,36915000.0,13027000.0,22092000.0,0.0,294000.0,15000.0,17394000.0,14274000.0,5911000.0,13801000.0,-2178000.0,3203000.0,,,,,,7407000.0,6379000.0,10658000.0,,,,691000.0,33000.0,113754000.0,,,9854000.0,4000.0,-3614000.0,,,0.0,-5089000.0,
SKA,180514000.0,114419000.0,27437000.0,14554000.0,24104000.0,628000.0,1148000.0,23584000.0,130000.0,33000.0,,6494000.0,,6494000.0,,5506000.0,5582000.0,170171000.0,1175000.0,,4815000.0,2149000.0,250884000.0,74570000.0,71036000.0,1707000.0,,73000.0,391933000.0,208077000.0,12618000.0,,7313000.0,9155000.0,,6500000.0,,,1667000.0,258910000.0,69867000.0,,,3865000.0,6551000.0,312982000.0,,,,,25255000.0,4838000.0,-4884000.0,5054000.0,-40349000.0,,38821000.0,10585000.0
SKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKL,2935000.0,1817000.0,724000.0,375000.0,-467000.0,55000.0,10000.0,-613000.0,269000.0,-27000.0,-170000.0,12039000.0,,12039000.0,,8928000.0,8930000.0,18653000.0,46000.0,17958000.0,,16208000.0,43000.0,84000.0,2555000.0,54932000.0,2133000.0,95000.0,,43022000.0,43936000.0,10000000.0,,36781000.0,79000.0,1155000.0,,87000.0,,,823000.0,130000.0,2438000.0,2101000.0,,,13373000.0,43022000.0,,,281000.0,36000.0,-591000.0,3000.0,-279000.0,147000.0,,-105000.0
SKT,71000.0,8000.0,,1384000.0,-1258000.0,0.0,365000.0,-1335000.0,449000.0,232000.0,3416000.0,,3416000.0,,2538000.0,2538000.0,,10133000.0,1286000.0,,50000.0,43000.0,45272000.0,1000.0,839000.0,,1000.0,,85324000.0,54448000.0,65880000.0,,141735000.0,,1027000.0,,,,21159000.0,64234000.0,37000.0,148000.0,,,1572000.0,31751000.0,,,,,4002000.0,259000.0,-16788000.0,13499000.0,9061000.0,,,-1513000.0
SLV,3101000.0,,,,-1691000.0,3704000.0,909000.0,2966000.0,-288000.0,-318000.0,474000.0,,474000.0,,421000.0,421000.0,,7374000.0,286000.0,6339000.0,,2406000.0,7647000.0,190315000.0,162000.0,,,1465000.0,,22560000.0,5295000.0,4185000.0,,32997000.0,,2386000.0,,2537000.0,,,6656000.0,24794000.0,,,,1014000.0,,14059000.0,,,-868000.0,771000.0,-127000.0,2582000.0,4227000.0,0.0,,-45978000.0
SLZ,2783000.0,,,,-102000.0,14308000.0,14413000.0,-207000.0,547000.0,6000.0,,-323000.0,,-1343000.0,15167000.0,15167000.0,,25000.0,,,45965000.0,,12631000.0,,,31223000.0,,,91728000.0,75358000.0,84647000.0,,,12126000.0,,,,,4991000.0,1584000.0,818000.0,,,2701000.0,,109970000.0,,,,,-1767000.0,4000.0,-101000.0,,3861000.0,,10444000.0,
SME,7598000.0,4788000.0,1271000.0,809000.0,730000.0,202000.0,39000.0,893000.0,5000.0,59000.0,,3420000.0,,3420000.0,,2985000.0,2985000.0,16701000.0,13824000.0,,63000.0,151000.0,11744000.0,358000.0,16431000.0,,1721000.0,,15156000.0,9794000.0,4380000.0,,10492000.0,347000.0,,139000.0,,,150000.0,4658000.0,1019000.0,2151000.0,,,4545000.0,4841000.0,35036000.0,,,,1921000.0,374000.0,-223000.0,360000.0,-2057000.0,,1126000.0,375000.0
SNK,202153000.0,151659000.0,7828000.0,7740000.0,34926000.0,604000.0,537000.0,34993000.0,-407000.0,378000.0,155000.0,33255000.0,,33255000.0,,26258000.0,26195000.0,215614000.0,16452000.0,,7331000.0,6972000.0,207927000.0,107405000.0,134838000.0,998000.0,183735000.0,,317507000.0,205686000.0,5262000.0,,290575000.0,1744000.0,,482000.0,,,29053000.0,97396000.0,59798000.0,56417000.0,,,67214000.0,2584000.0,891406000.0,,,,43860000.0,8649000.0,-2992000.0,8672000.0,-29376000.0,3461000.0,34091000.0,-4569000.0
SNT,24002000.0,17261000.0,1096000.0,1184000.0,1113000.0,158000.0,,2187000.0,2000.0,147000.0,0.0,1119000.0,,1119000.0,,1258000.0,1258000.0,39063000.0,3006000.0,34721000.0,49000.0,2000.0,1298000.0,59046000.0,1183000.0,24733000.0,,13932000.0,259000.0,,92221000.0,57305000.0,4265000.0,,51643000.0,,13270000.0,1049000.0,2091000.0,,1078000.0,9139000.0,21113000.0,9480000.0,8588000.0,,666000.0,2393000.0,8039000.0,,1195000.0,1089000.0,-2493000.0,902000.0,1739000.0,,,
SNW,15277000.0,10760000.0,287000.0,4915000.0,-685000.0,748000.0,238000.0,-175000.0,161000.0,-69000.0,,-920000.0,,-920000.0,,-884000.0,-586000.0,34323000.0,414000.0,21697000.0,1023000.0,,55802000.0,26140000.0,6338000.0,7261000.0,243000.0,,,83054000.0,50117000.0,,40852000.0,,,2499000.0,,,1454000.0,15345000.0,4622000.0,,,285000.0,570000.0,131409000.0,,,,,1800000.0,980000.0,257000.0,166000.0,-40000.0,,,-1305000.0
SNX,9738000.0,5247000.0,362000.0,351000.0,161000.0,292000.0,300000.0,585000.0,-8000.0,142000.0,298000.0,,90000.0,,-636000.0,635000.0,,27883000.0,6060000.0,20250000.0,,1041000.0,805000.0,17852000.0,7353000.0,,,1826000.0,,35513000.0,18469000.0,16233000.0,,3221000.0,,7539000.0,,3899000.0,,,2988000.0,9341000.0,4590000.0,,,,,33419000.0,,,-657000.0,302000.0,-161000.0,3309000.0,2742000.0,,,19000.0
SOL,39655000.0,,,,1672000.0,167000.0,270000.0,1569000.0,164000.0,-6000.0,,2588000.0,,2588000.0,,2070000.0,2070000.0,19118000.0,1185000.0,13990000.0,,,5110000.0,130468000.0,15830000.0,107464000.0,,8662000.0,489000.0,,148770000.0,134301000.0,30000000.0,,201838000.0,,2142000.0,,,,1396000.0,8568000.0,1708000.0,118000.0,,,6269000.0,251000.0,150103000.0,,5857000.0,1082000.0,-309000.0,510000.0,-6352000.0,,,4037000.0
SON,11868000.0,8348000.0,1585000.0,742000.0,1193000.0,344000.0,3000.0,1534000.0,-60000.0,11000.0,,1650000.0,,1650000.0,,1368000.0,1394000.0,46504000.0,17499000.0,28416000.0,,,643000.0,30126000.0,15903000.0,7554000.0,4000.0,5752000.0,374000.0,,85207000.0,72220000.0,1400000.0,12357000.0,,6327000.0,5686000.0,,,,784000.0,5030000.0,4280000.0,233000.0,,,599000.0,927000.0,75068000.0,,2787000.0,1694000.0,-1295000.0,1315000.0,1343000.0,,0.0,596000.0
SPH,395005000.0,,,,24580000.0,-9945000.0,7360000.0,7276000.0,3628000.0,7938000.0,-554000.0,2412000.0,966000.0,8683000.0,,7658000.0,4300000.0,823949000.0,55976000.0,709378000.0,9385000.0,80225000.0,3454000.0,235099000.0,515454000.0,,71142000.0,25472000.0,,1816305000.0,1034797000.0,296987000.0,,125890000.0,105667000.0,,127388000.0,,,33551000.0,664305000.0,164036000.0,447914000.0,,,67250000.0,,1837406000.0,,,27318000.0,,-8742000.0,15084000.0,-37864000.0,4835000.0,8187000.0,16984000.0
STF,242298000.0,223637000.0,4415000.0,8105000.0,6141000.0,549000.0,414000.0,6276000.0,1701000.0,1458000.0,,6519000.0,,6519000.0,,5394000.0,4387000.0,262908000.0,4234000.0,86000.0,,4271000.0,345763000.0,150700000.0,172697000.0,77000.0,,,265420000.0,168750000.0,1750000.0,,193900000.0,67224000.0,92653000.0,,,,1289000.0,174845000.0,,77019000.0,,,952000.0,153370000.0,640627000.0,,,,71552000.0,2675000.0,-18000.0,3163000.0,-41703000.0,,,40136000.0
STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,724291000.0,670405000.0,17944000.0,27633000.0,8309000.0,366000.0,1966000.0,6709000.0,3522000.0,-3801000.0,,47229000.0,,47229000.0,,33628000.0,26016000.0,1946672000.0,142340000.0,1229000.0,6340000.0,2209000.0,774627000.0,397499000.0,435733000.0,143651000.0,555196000.0,,912564000.0,1190422000.0,13450000.0,-140000.0,1705942000.0,94751000.0,,10459000.0,,,11360000.0,585785000.0,307225000.0,257179000.0,,,367987000.0,0.0,,,,,119508000.0,34377000.0,-14329000.0,1521000.0,-45276000.0,,,97894000.0
