,2004/Q4,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DebtFin,117098000000,118598000000,,218177000000,173896000000,196098000000,,254933000000,295615000000,322027000000,,409128000000,458941000000,476610000000,,477177000000,479995000000,470089000000,,280024000000,281952000000,286917000000,,291397000000,295911000000,295869000000,296798000000,261529000000,261969674000,357805408000,359820991000,360937000000,360192000000,359571000000,361648000000,367587000000,339841000000,359765000000,310655000000,279289000000,266556000000,265640000000,263739000000,167264000000,168890000000,104039000000,106807000000,116999000000,123030000000,137256000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,-5.04,-78.85,,254.67,,,,-43.54,-17.99,-36.83,,-2318.24,-562.42,-181.66,,94.45,73.98,503.54,,387.19,461.04,111.14,,57.94,46.33,2.50,,9.45,-21.39,-15.20,-36.08,-69.32,-62.66,-65.26,-65.82,-803.43,-705.69,-225.42,-220.25,60.41,55.12,189.25,206.71,123.05,119.68,-87.41,-87.07,-67.09,-57.39,475.76
DebtFinEBITDA_sy,3147.98,-82.23,,215.08,,,,40.54,-57.34,-82.16,,-10.82,157.76,260.86,,-101.93,-182.18,-27.12,,9491.46,181.26,14.81,,-17.89,51.21,14.64,,-22.06,-27.34,-55.64,-41.39,26.33,17.59,-85.93,-21.54,-55.35,-33.70,262.44,-14.93,-49.56,-43.13,106.00,81.83,320.76,282.64,2.78,44.38,-34.13,-66.12,0.31
DebtFinEBITDA_qq,,,,,-29.90,39.48,,,1.82,7.43,,,78.77,81.03,,,0.45,394.24,,,25.15,72.07,,,15.95,20.53,24.44,-37.07,-16.72,30.01,-6.19,-69.80,1.35,20.98,-7.70,-721.58,12.73,74.95,11.50,-104.63,1.06,149.81,5.81,-55.80,-15.54,-68.14,8.72,12.48,9.37,330.51
DebtFinEBITDA_sq,,,,,100.96,119.96,,,-39.00,-8.02,,,76.30,28.77,,,-7415.99,214.20,,,-34.97,61.36,,,19.75,22.33,-23.46,-30.49,11.64,-25.32,1.12,49.83,3.92,-91.07,464.09,-14.74,54.33,-51.17,32.40,-49.45,74.03,76.88,16.86,16.97,58.26,-52.49,64.16,-46.63,-18.60,40.66
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,-12.01,26.89,,-19.90,,,,58.50,-17.27,-17.99,,-38.18,-42.08,-75.46,,-55.78,-49.10,88.64,,82.26,81.51,21.47,,3.23,5.12,10.99,,22.38,18.32,-14.08,-12.96,-9.49,-10.78,17.74,19.23,-16.98,-25.15,-37.62,-22.99,-10.15,4.83,39.54,8.72,142.04,141.39,189.64,189.10,23.28,18.10,-20.02
SP1_sy,13.13,12.05,,44.25,,,,35.53,59.18,21.83,,-20.60,-38.21,-28.12,,4.01,7.14,-16.54,,-9.69,-2.15,4.31,,12.61,1.21,-12.79,,-12.96,-5.31,-2.00,42.22,-0.72,-5.54,3.59,-13.51,-17.36,-15.75,-4.18,2.33,31.47,24.20,14.86,18.36,8.09,1.73,-7.44,-12.33,-10.56,-9.82,-4.68
SP1_qq,,,,,73.14,-5.96,,,-9.62,-6.78,,,-15.32,-60.51,,,-2.52,46.36,,,-2.92,-2.06,,,-1.14,3.41,-1.12,21.06,-4.42,-24.90,0.17,25.89,-5.78,-0.90,1.44,-12.35,-15.06,-17.41,25.23,2.27,-0.90,9.94,-2.43,127.68,-1.17,31.91,-2.61,-2.91,-5.31,-10.67
SP1_sq,,,,,13.42,33.89,,,33.21,2.47,,,3.66,19.20,,,6.78,-7.14,,,15.69,-1.00,,,3.97,-14.69,-23.51,28.30,13.11,-11.71,11.00,-10.43,7.62,-3.17,-7.33,-14.42,9.71,10.12,-1.03,9.95,3.65,1.84,1.99,0.41,-2.45,-7.34,-3.40,2.44,-1.65,-2.05
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,-3.89,-21.73,,-9.82,,,,14.15,-12.06,-10.26,,-1.53,2.00,-6.92,,-2.95,7.27,6.40,,-3.85,-10.74,-4.62,,-1.50,2.06,1.72,,-2.38,7.62,0.35,5.39,33.26,18.71,28.05,15.28,2.38,-16.85,-20.29,-7.53,-3.35,17.29,12.88,1.89,30.45,22.16,21.36,17.48,-13.75,-13.95,-11.28
SP2_sy,-0.48,5.49,,20.55,,,,72.21,72.36,29.44,,-31.89,-27.55,-30.23,,-20.15,-12.66,-17.39,,11.24,18.59,19.27,,3.07,-19.15,-22.86,,-18.97,-13.18,-6.18,10.98,7.76,-1.31,3.61,0.59,-5.37,-2.70,2.99,8.14,20.33,13.95,5.57,2.67,-0.01,3.48,-4.54,-5.21,-11.91,-11.90,-3.50
SP2_qq,,,,,22.20,2.60,,,-5.86,4.70,,,-2.49,-4.45,,,7.78,-5.24,,,0.06,1.26,,,3.68,0.93,1.47,-8.06,14.30,-5.89,6.57,16.25,1.82,1.51,-4.06,3.25,-17.31,-2.68,11.29,7.92,0.35,-6.34,0.45,38.17,-6.02,-6.96,-2.76,1.44,-6.24,-4.07
SP2_sq,,,,,6.75,34.98,,,6.85,1.37,,,13.65,-2.37,,,24.30,-7.66,,,32.51,-7.13,,,3.95,-11.39,-15.13,3.66,11.37,-4.24,0.39,0.65,2.00,0.53,-2.54,-5.31,4.88,6.41,2.33,5.37,-0.68,-1.42,-0.47,2.62,2.78,-9.06,-1.17,-4.64,2.79,-0.39
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,-64.49,-72.63,,-56.52,,,,52.38,-72.14,-61.52,,10.38,-0.92,-49.28,,-61.57,23.65,35.00,,-19.42,-72.56,-48.77,,-12.05,35.39,-33.01,,-13.31,58.58,40.65,59.96,36.78,-22.57,52.56,81.86,30.33,56.55,-57.75,-42.55,50.90,23.15,99.40,36.81,-47.85,-60.65,849.45,523.35,788.84,498.13,-63.49
CAR_sy,82.14,-12.48,,16.20,,,,77.29,9.73,-46.11,,-48.61,-65.59,-34.23,,-50.09,54.19,97.93,,43.22,38.43,-1.30,,-6.97,2.00,7.64,,-10.82,-25.41,-44.84,-16.46,20.27,6.06,59.96,9.75,12.84,-33.83,-9.55,24.54,1.27,-0.64,3.18,8.04,39.80,108.65,29.73,1.97,-5.89,-9.36,-12.65
CAR_qq,,,,,255.10,4.49,,,-35.09,44.36,,,-41.73,-26.11,,,87.49,-19.32,,,-36.15,50.64,,,-1.71,-25.47,-7.01,27.27,79.79,-33.90,5.75,8.83,1.78,30.24,26.07,-22.01,22.25,-64.85,71.43,104.86,-0.23,-43.09,17.61,-21.91,-24.70,1272.95,-22.78,11.35,-49.33,-16.19
CAR_sq,,,,,34.43,-4.62,,,-16.80,-53.16,,,-44.29,-10.47,,,72.11,14.93,,,66.36,-18.06,,,82.41,-13.53,-26.26,-23.33,52.58,-36.05,11.68,10.38,34.55,-3.56,-23.37,13.48,-21.09,31.82,5.51,-7.72,-22.58,36.89,10.47,19.40,15.55,-14.88,-13.16,10.20,11.29,-17.97
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,-69.62,-91.13,,-50.05,,,,79.77,-47.58,-42.76,,-6.08,-21.32,-49.89,,-48.61,8.61,12.11,,-25.62,-43.31,-21.06,,-2.72,-0.05,-29.09,,2.47,72.72,56.85,54.82,86.93,-10.55,57.93,26.59,28.60,19.32,-23.26,26.83,35.43,31.15,21.75,-31.00,-23.31,-18.11,268.35,381.29,178.20,89.35,-57.86
QR_sy,16.00,-4.86,,28.55,,,,23.42,17.74,14.92,,-56.69,-64.84,-70.68,,9.22,147.21,184.56,,3.41,-13.65,6.66,,-9.89,-3.61,-7.14,,16.32,22.05,0.42,-21.72,-5.77,-3.87,-6.53,-11.17,14.79,-16.47,13.16,20.11,-2.74,-24.23,-11.91,-1.22,8.73,63.45,28.04,52.87,-3.05,-15.69,-19.07
QR_qq,,,,,169.78,10.35,,,-21.33,20.49,,,-34.10,-23.26,,,39.28,-20.79,,,6.14,10.31,,,9.06,-21.74,15.43,4.01,83.82,-28.93,13.94,25.58,-12.03,25.47,-8.67,27.57,-18.38,-19.30,50.95,36.22,-20.96,-25.08,-14.45,51.38,-15.60,236.99,11.78,-12.50,-42.55,-25.00
QR_sq,,,,,-12.38,-14.95,,,-16.41,-16.99,,,-32.13,-30.78,,,53.61,-20.32,,,28.27,-1.58,,,37.22,-5.19,1.68,-12.07,43.98,-21.99,-20.74,5.85,46.89,-24.16,-24.67,36.79,6.89,2.74,-20.05,10.76,-16.72,19.44,-10.34,21.92,25.18,-6.43,7.05,-22.68,8.86,-10.19
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,-69.15,-90.83,,-48.73,,,,70.39,-47.79,-43.21,,-7.52,-21.83,-50.15,,-44.67,11.56,13.52,,-28.44,-44.23,-20.99,,-0.60,0.86,-28.21,,3.23,84.76,67.73,95.31,81.05,-15.09,47.57,-0.46,25.31,15.92,-22.71,29.33,40.55,39.30,26.59,-26.03,-25.83,-23.88,230.77,325.95,171.33,86.46,-57.03
CR_sy,-0.53,29.72,,22.26,,,,46.95,52.91,75.47,,-5.01,-13.10,-27.45,,7.78,-17.32,-3.05,,-27.63,2.71,-10.59,,9.78,6.25,8.35,,-12.95,29.96,14.26,26.87,4.50,-9.20,-4.12,-7.00,-20.75,-31.60,-1.44,-1.36,41.37,-0.44,-3.52,4.54,-9.11,11.49,-14.00,-13.12,-11.67,-8.69,-1.38
CR_qq,,,,,157.10,11.24,,,-21.21,20.99,,,-33.40,-22.85,,,34.29,-21.50,,,4.66,11.21,,,6.20,-20.85,13.74,7.96,90.08,-28.14,32.44,0.08,-10.85,24.88,-10.66,25.99,-17.53,-16.74,49.48,36.92,-18.26,-24.33,-12.66,37.29,-16.11,228.81,12.48,-12.54,-42.35,-24.22
CR_sq,,,,,6.98,-13.28,,,11.31,-0.49,,,1.82,-16.91,,,-21.89,-2.58,,,10.86,-15.19,,,7.30,-13.52,-11.86,6.44,60.18,-23.97,-2.14,-12.33,39.19,-19.71,-5.08,-25.29,20.14,15.69,-5.00,7.07,-15.39,12.10,2.94,-6.91,3.78,-13.52,3.99,-5.36,7.28,-6.60
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,-64.49,-65.13,,-65.27,,,,116.67,-71.94,-59.57,,-19.71,0.06,-52.77,,-63.21,20.82,35.11,,17.33,-40.02,-4.62,,-5.92,2.98,-34.73,,11.59,108.92,59.84,91.19,59.59,-19.51,58.42,23.40,-4.81,1.63,-34.92,11.88,113.42,71.40,60.62,-12.51,-30.33,-37.79,319.47,383.66,173.28,83.37,-68.96
PP_sy,16.87,60.35,,27.57,,,,34.54,-3.65,-43.77,,-52.75,-64.53,-38.04,,-20.06,86.58,85.19,,12.82,9.99,-8.49,,-13.49,-9.65,1.25,,0.90,-12.95,-25.27,7.75,7.23,36.13,101.23,-3.26,11.40,-37.73,-27.32,32.86,1.17,-5.55,-10.34,-1.40,25.24,77.49,9.92,4.41,-0.95,-15.82,-1.13
PP_qq,,,,,252.19,6.01,,,-54.39,52.76,,,-43.16,-27.89,,,86.65,-19.36,,,-4.58,28.23,,,4.45,-18.73,-1.19,33.03,95.56,-37.82,18.19,11.05,-1.37,22.37,-7.93,-14.34,5.30,-21.64,58.28,63.41,-15.43,-26.56,-13.79,30.13,-24.48,395.15,-0.60,-26.47,-49.33,-16.19
PP_sq,,,,,21.67,-7.79,,,-12.86,-46.18,,,-34.59,-5.99,,,52.67,-6.69,,,48.84,-22.37,,,55.44,-13.01,-23.49,-2.47,34.10,-25.33,10.32,-2.94,70.26,10.38,-46.97,11.77,-4.83,28.84,-3.06,-14.89,-11.15,22.31,6.61,8.11,25.91,-24.26,1.27,2.56,7.01,-11.04
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,-67.87,-97.99,,27.33,,,,28.62,28.93,2.39,,25.77,-35.93,-46.83,,-26.84,-4.42,-9.56,,-57.89,-47.82,-44.19,,3.96,-4.49,-15.53,,-14.60,12.10,51.29,52.07,168.22,27.94,69.50,1.16,75.54,51.64,2.65,66.97,-17.92,-5.56,-12.57,-46.07,-16.55,13.22,65.89,240.67,178.62,-5.90,4.96
RCLR_sy,-22.01,9.32,,-23.07,,,,28.39,19.11,5.99,,-38.87,-22.88,-61.24,,-22.44,-8.61,51.97,,16.80,37.55,91.92,,-30.68,-1.90,-28.72,,45.63,-4.12,-3.32,-16.85,-18.24,-16.73,-19.80,-11.07,30.63,18.32,78.13,28.75,13.95,14.98,-29.73,4.06,-18.78,-31.26,-27.09,0.73,-7.71,60.25,55.83
RCLR_qq,,,,,55.51,23.96,,,55.88,-1.56,,,-20.59,-18.31,,,3.75,-22.71,,,28.55,-17.33,,,18.10,-26.88,46.51,-32.50,55.02,-1.32,47.27,19.06,-26.06,30.74,-12.11,106.61,-36.12,-11.50,42.95,1.56,-26.50,-18.06,-11.82,57.16,-0.29,20.06,81.08,28.53,-66.32,33.91
RCLR_sq,,,,,-24.14,19.00,,,-29.62,5.90,,,-11.22,-46.78,,,4.61,-11.49,,,23.19,23.49,,,74.34,-10.27,13.13,-17.72,14.79,-9.53,-2.70,-19.09,16.91,-12.86,7.89,18.85,5.89,31.19,-22.02,5.19,6.84,-19.83,15.49,-17.91,-9.57,-14.96,59.56,-24.78,57.02,-17.31
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,-25.54,-164.59,,-166.57,,,,54.78,-313.29,-808.16,,-7.87,2.57,-79.78,,-43.25,42.99,27.75,,-30.27,-146.45,-36.51,,-4.90,10.63,-11.15,,-14.80,37.84,13.00,38.87,56.33,12.47,58.39,-5.68,-0.33,-42.87,-169.76,12.86,54.20,59.68,47.64,-9.58,-4.35,-33.33,170.46,147.14,176.16,52.04,-176.58
KP_sy,-19.72,287.72,,279.64,,,,57.93,122.33,116.77,,-0.72,-36.06,-40.64,,-21.25,-7.83,-20.33,,-41.36,-41.85,-20.11,,-0.33,26.85,1.17,,-25.35,-15.11,-1.55,101.46,28.98,-5.27,3.31,6.60,-9.43,-49.39,-13.16,-1.39,23.67,115.95,30.15,17.66,48.85,19.49,-45.07,-40.67,-44.24,-36.68,54.38
KP_qq,,,,,84.01,67.44,,,-46.18,28.46,,,-32.03,-32.01,,,47.45,-67.29,,,0.58,7.34,,,15.30,-15.24,8.04,-27.90,54.14,-61.31,35.39,8.62,8.10,23.31,-64.09,13.24,-30.86,-44.80,46.99,54.41,-15.22,-88.05,-10.93,56.58,-47.22,199.37,-25.79,-29.85,-192.71,-58.69
KP_sq,,,,,13.02,-3.45,,,59.11,-5.87,,,2.47,-12.61,,,19.93,-24.47,,,18.93,3.77,,,51.36,-17.24,-52.67,25.91,72.12,-4.02,-3.15,-19.39,26.42,4.68,-0.06,-31.52,-29.36,79.62,13.47,-14.11,23.35,8.26,2.58,8.66,-0.98,-50.23,10.80,2.12,12.45,21.33
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,11.57,171.17,,-16.27,,,-48.79,-12.92,-6.33,-30.10,-33.16,-42.31,-31.24,3.00,12.38,41.10,115.16,78.36,73.14,29.65,-7.38,-3.22,-34.80,68.90,86.95,76.03,149.20,15.09,6.22,-8.93,-16.44,-17.31,-17.81,-10.09,-7.43,-37.52,-48.99,-59.00,-60.92,-28.94,4.48,62.80,139.58,127.27,84.43,26.90,-27.55,-58.36,-61.47,-60.98
RN_sy,-38.19,90.22,,-56.10,,,-22.22,-23.78,-16.66,1.24,-49.29,5.91,-12.09,-5.19,26.33,53.31,38.85,15.01,-21.30,-16.96,4.37,3.72,74.83,-3.70,-1.03,15.98,11.20,68.60,86.53,61.32,-17.16,-26.94,-55.46,-52.82,-18.35,22.28,42.32,32.00,9.98,-3.29,-6.37,27.56,36.45,19.04,20.89,-14.27,-10.16,-16.78,-9.11,-8.07
RN_qq,,,,-40.10,-29.13,14.89,5.00,1.86,-23.76,-14.27,0.41,-12.09,-9.14,28.42,9.56,10.37,38.55,6.46,6.35,-17.35,-1.02,11.24,-28.35,114.10,9.56,4.75,1.43,-1.12,1.11,-10.19,-6.93,-2.15,0.49,-1.76,-4.18,-33.95,-17.95,-21.04,-8.68,20.11,20.63,23.05,34.39,13.94,-2.11,-15.34,-23.27,-34.52,-9.42,-14.26
RN_sq,,,,-51.20,2.17,-6.79,67.37,-52.18,11.71,13.23,-16.17,-0.12,-7.28,22.12,11.70,21.22,-16.03,1.15,-23.56,27.90,5.54,0.52,28.85,-29.55,8.46,17.79,23.54,6.82,19.99,1.87,-36.56,-5.79,-26.84,7.91,9.79,41.08,-14.85,0.08,-8.52,24.06,-17.56,36.35,-2.14,8.22,-16.28,-3.30,2.55,0.25,-8.57,-2.19
CRN,117000,43000,31000,51000,72000,63000,60000,59000,77000,90000,90000,102000,112000,88000,80000,72000,52000,49000,46000,56000,56000,51000,71000,33000,30000,29000,28000,29000,28000,32000,34000,35000,35000,35000,37000,56000,68000,86000,94000,78000,65000,53000,39000,34000,35000,42000,54000,83000,91000,106000
CRN_yy,-10.00,-63.25,,18.60,,,93.55,15.69,6.94,42.86,50.00,72.88,45.45,-2.22,-11.11,-29.41,-53.57,-44.32,-42.50,-22.22,7.69,4.08,54.35,-41.07,-46.43,-43.14,-60.56,-12.12,-6.67,10.34,21.43,20.69,25.00,9.38,8.82,60.00,94.29,145.71,154.05,39.29,-4.41,-38.37,-58.51,-56.41,-46.15,-20.75,38.46,144.12,160.00,152.38
CRN_sy,60.34,-47.31,,126.53,,,30.56,31.53,15.86,-12.22,56.74,-11.64,1.52,3.38,-3.62,-36.43,-46.82,-28.16,-15.02,31.71,45.77,-7.95,-13.81,6.02,3.38,8.64,-12.18,-41.48,-47.66,-37.50,25.55,26.87,82.14,97.27,-1.16,-11.76,-28.92,-23.04,2.35,2.67,10.34,-18.56,-21.84,-15.58,-9.38,14.71,13.97,20.00,14.48,12.18
CRN_qq,,,,64.52,41.18,-12.50,-4.76,-1.67,30.51,16.88,,13.33,9.80,-21.43,-9.09,-10.00,-27.78,-5.77,-6.12,21.74,,-8.93,39.22,-53.52,-9.09,-3.33,-3.45,3.57,-3.45,14.29,6.25,2.94,,,5.71,51.35,21.43,26.47,9.30,-17.02,-16.67,-18.46,-26.42,-12.82,2.94,20.00,28.57,53.70,9.64,16.48
CRN_sq,,,,105.56,2.25,18.94,-47.78,107.09,-9.93,-9.89,,16.74,3.49,-8.24,-13.06,-23.00,-13.41,23.94,2.84,19.34,,-21.74,-3.70,46.79,-6.55,-17.76,-22.16,-2.19,-16.42,-1.79,56.36,-1.16,,,-21.66,-11.76,-3.33,15.17,4.19,-11.49,3.90,-15.00,,-4.41,11.54,7.59,-0.64,0.65,6.41,5.42
CPZ,24000,450000,343000,464000,488000,378000,360000,319000,367000,415000,414000,451000,573000,549000,501000,509000,378000,364000,342000,527000,652000,749000,1046000,484000,450000,453000,421000,445000,432000,431000,413000,329000,313000,275000,287000,345000,393000,510000,505000,457000,378000,301000,271000,256000,252000,255000,250000,295000,323000,357000
CPZ_yy,166.67,1775.00,,3.11,,,4.96,-31.25,-24.80,9.79,15.00,41.38,56.13,32.29,21.01,12.86,-34.03,-33.70,-31.74,3.54,72.49,105.77,205.85,-8.16,-30.98,-39.52,-59.75,-8.06,-4.00,-4.86,-1.90,-26.07,-27.55,-36.19,-30.51,4.86,25.56,85.45,75.96,32.46,-3.82,-40.98,-46.34,-43.98,-33.33,-15.28,-7.75,15.23,28.17,40.00
CPZ_sy,40.79,59.35,,35.19,,,-4.96,-10.20,2.83,13.98,17.64,42.03,32.88,88.21,38.20,-16.50,-30.31,-47.24,-26.79,3.05,2.51,7.96,10.31,3.75,3.12,5.83,-2.69,-12.00,8.86,6.34,13.09,-10.61,-2.58,-17.20,-9.98,-8.23,-18.33,-6.73,-13.44,6.33,-1.50,-4.81,8.45,-6.70,-16.46,0.80,-16.71,13.43,12.12,2.11
CPZ_qq,,,,35.28,5.17,-22.54,-4.76,-11.39,15.05,13.08,-0.24,8.94,27.05,-4.19,-8.74,1.60,-25.74,-3.70,-6.04,54.09,23.72,14.88,39.65,-53.73,-7.02,0.67,-7.06,5.70,-2.92,-0.23,-4.18,-20.34,-4.86,-12.14,4.36,20.21,13.91,29.77,-0.98,-9.50,-17.29,-20.37,-9.97,-5.54,-1.56,1.19,-1.96,18.00,9.49,10.53
CPZ_sq,,,,34.40,-0.22,-19.13,-12.37,26.99,14.25,-10.36,-9.55,53.32,6.89,26.97,-33.58,-7.36,-10.79,-3.88,-7.84,30.41,-11.26,1.22,-5.83,22.66,-11.81,3.89,-13.41,10.92,9.09,1.49,-7.92,-12.31,18.89,-13.75,0.12,-10.61,5.80,-1.50,-7.09,9.81,-1.99,-4.81,5.85,-5.53,-12.23,14.85,-12.53,28.66,-13.25,4.59
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,16.21,-40.59,,77.03,,,-18.39,-30.94,23.51,11.34,6.47,5.47,-20.67,2.54,11.87,47.01,134.48,78.65,73.42,-0.92,-28.93,-30.07,-52.89,45.23,61.55,84.37,177.57,19.47,-1.77,-21.48,-34.28,-23.74,-6.04,8.51,15.65,-17.53,-34.95,-47.35,-47.73,-28.36,-5.00,27.38,59.04,74.43,65.78,-10.12,-44.31,-65.92,-74.06,-52.19
RMO_sy,-29.95,-6.46,,-59.32,,,-40.74,14.10,-32.38,-30.23,-55.42,-17.35,-8.75,-26.99,-6.24,-19.79,43.46,59.61,44.09,52.72,15.04,-13.08,-12.54,-13.59,-5.16,7.24,14.02,-0.78,-11.75,5.97,-4.70,4.60,5.27,-7.28,-1.28,21.01,19.83,35.38,0.78,-4.34,-2.98,-16.25,12.72,-3.00,4.17,4.97,6.12,10.98,14.00,12.96
RMO_qq,,,,11.84,-37.38,10.97,5.00,-5.35,11.99,0.03,0.41,-6.24,-15.76,29.30,9.55,23.21,34.35,-1.49,6.35,-29.61,-3.63,-3.07,-28.35,116.98,7.20,10.63,7.86,-6.61,-11.86,-11.57,-9.72,8.36,8.60,2.13,-3.77,-22.73,-14.34,-17.34,-4.47,5.91,13.59,10.84,19.27,16.16,7.96,-39.90,-26.11,-28.90,-17.83,10.75
RMO_sq,,,,-68.33,5.96,23.76,42.70,-39.03,-37.20,27.69,-8.82,13.05,-30.67,2.16,17.09,-3.28,24.00,13.66,5.70,2.52,-6.59,-14.12,6.35,1.29,2.52,-2.89,13.06,-11.85,-8.82,16.61,1.67,-3.24,-8.24,2.71,8.25,18.61,-9.14,16.04,-19.41,12.58,-7.84,0.16,8.47,-3.13,-1.02,0.93,9.66,1.31,1.67,0.01
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,-5.99,-43.09,,10.70,,,-2.91,2.96,5.50,-4.97,-9.13,-15.85,-35.64,-28.30,-21.79,-16.56,33.80,15.66,12.25,-22.78,-34.34,-32.69,-54.64,50.18,56.03,64.78,145.92,12.24,8.81,9.62,0.89,11.48,13.47,8.21,11.57,-12.18,-18.78,-23.61,-24.95,-12.69,0.40,14.28,21.73,34.46,45.26,53.94,39.23,-2.83,-32.01,-55.01
RMT_sy,-84.84,271.47,,-68.38,,,-68.47,71.66,182.53,139.91,50.25,-69.47,-74.87,-71.98,-72.39,-25.41,13.86,2.33,5.95,-25.22,31.59,18.27,19.27,97.20,6.40,10.69,2.97,-6.87,-15.54,-8.20,-16.06,3.84,-8.29,-12.68,6.73,-25.01,-19.01,-2.12,19.66,31.67,39.13,23.45,0.76,33.26,26.15,17.42,-2.86,25.23,-16.04,15.35
RMT_qq,,,,-7.82,-6.76,7.56,5.01,-2.25,-4.45,-3.11,0.41,-9.48,-26.92,7.94,9.52,-3.43,17.19,-6.69,6.30,-33.57,-0.35,-4.34,-28.36,119.92,3.53,1.02,6.92,0.37,0.37,1.78,-1.59,10.90,2.16,-2.95,1.47,-12.71,-5.51,-8.73,-0.31,1.56,8.65,3.89,6.19,12.17,17.37,10.10,-3.95,-21.71,-17.88,-27.14
RMT_sq,,,,-70.38,-44.02,16.15,63.69,61.28,-7.86,-1.38,2.51,-67.23,-24.16,10.00,1.01,-11.47,15.76,-1.14,4.58,-37.52,103.70,-11.15,5.47,3.31,9.90,-7.56,-1.89,-6.56,-0.33,0.47,-10.29,15.59,-11.98,-4.33,9.64,-18.78,-4.93,15.63,34.04,-10.63,0.46,2.59,9.40,18.19,-4.90,-4.51,-9.49,52.37,-36.24,31.19
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
