,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
SP2_qq,,,,,,,,-17.64,4.04,,,-6.44,-12.28,,,-6.03,-7.98,,,-11.03,1.19,-5.63,6.26,-3.88,-6.77,0.01,-21.10,-14.95,-11.94,14.99,-11.90,5.67,-12.58,14.88,-25.73,0.54,4.79,-7.26,21.03,0.23,2.86,-0.82,0.41,-0.30,-1.79
SP2_sq,,,,,,,,-0.49,21.24,,,34.89,-10.59,,,35.83,-30.91,,,9.95,-9.91,10.43,-12.10,16.17,-8.67,1.25,-6.82,-4.00,9.16,-5.44,-0.26,4.69,-1.88,-3.97,5.27,-5.93,-1.99,1.87,3.79,-3.12,-3.35,1.71,4.76,1.82,-5.05
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,1531.65,-0.39,-99.77,,,105233.33,,,,89.95,1.36,-49.41,,-58.48,-20.80,-28.61,,-58.41,-52.53,-48.90,,-31.31,-46.06,-21.18,-63.37,-22.19,-63.11,-58.71,-26.08,74.19,408.82,161.45,83.69,-25.70,-81.71,-78.86,-48.26,-77.34,-80.11,1064.47,211.38,268.00,215.89,-90.00
CAR_sy,,15.60,-2.43,84.09,,,47.45,,,,-28.06,14.29,-18.19,,-14.43,28.89,0.02,,-22.72,-56.99,-66.88,,19.15,-11.73,25.85,25.85,-10.11,-1.46,66.02,-17.37,36.33,54.49,35.09,26.54,3.76,-7.74,-18.75,19.55,-8.04,6.36,-22.03,-34.28,-8.11,-31.44,-9.07
CAR_qq,,,,,,,,20.62,20.11,,,-35.64,-40.05,,,22.79,-45.96,,,40.14,-41.82,23.25,-31.64,10.04,-15.00,-42.72,45.22,-47.83,-4.84,2.55,242.20,52.38,-51.11,-27.96,38.42,-62.48,-43.49,76.32,-39.37,-67.08,3208.41,-52.85,-28.34,-71.74,4.73
CAR_sq,,,,,,,,-12.57,14.44,,,38.91,-18.09,,,109.23,-36.44,,,16.44,-51.06,55.64,34.33,-13.73,-30.22,55.64,-4.05,-5.43,17.56,-22.54,58.30,7.17,2.79,-27.44,29.81,-4.70,-9.48,6.76,-0.15,10.23,-33.64,-10.01,39.60,-17.76,-11.98
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,126.34,-44.54,10.24,,,105.24,,,,-23.96,2.56,-20.83,,-17.19,-23.18,-32.91,,-15.93,-20.07,-11.49,,-9.88,-15.89,-8.60,-23.71,-21.71,-28.90,-37.75,-13.77,-20.95,-5.24,-13.62,-10.39,-30.74,-31.83,-5.25,-30.65,-19.44,-22.28,26.32,15.93,56.09,42.34,-57.50
QR_sy,,41.47,26.87,-14.07,,,5.03,,,,0.74,13.35,-5.58,,-8.19,-15.20,-1.58,,-9.38,-11.07,-20.19,,4.29,0.62,4.92,5.73,16.28,0.03,-1.73,-11.48,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46,-7.21
QR_qq,,,,,,,,-14.59,14.79,,,15.19,-11.38,,,6.86,-22.61,,,1.60,-14.31,4.37,-0.83,-5.17,-6.88,-12.88,1.77,-13.88,-18.47,20.67,-6.71,3.24,-25.68,25.19,-27.89,1.62,3.30,-8.38,-16.24,-1.96,67.89,-15.91,12.78,-10.60,-49.87
QR_sq,,,,,,,,3.57,8.99,,,16.53,-9.21,,,7.64,5.37,,,5.64,-5.44,7.14,-2.56,1.92,-1.40,7.97,7.16,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16,-22.29
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,93.27,-40.69,12.37,,,89.99,,,,-26.51,2.48,-23.05,,-11.25,-20.24,-30.12,,-18.91,-18.69,-14.81,,-10.37,-14.34,-5.32,-13.53,-21.58,-32.41,-37.89,-24.49,-22.82,-6.17,-5.43,-0.51,-21.19,-24.04,-8.19,-26.48,-26.04,-29.12,10.55,-3.26,45.99,31.96,-59.25
CR_sy,,5.06,0.16,-9.45,,,-1.52,,,,-0.32,15.42,5.10,,4.61,-15.48,-14.64,,-11.22,-3.23,-13.72,,0.62,-2.68,7.22,1.28,11.32,-10.19,-1.43,-11.94,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90,6.29
CR_qq,,,,,,,,-15.09,21.90,,,18.42,-8.47,,,6.42,-19.80,,,6.71,-15.97,3.50,-3.43,1.99,-7.12,-5.48,-12.42,-12.10,-14.65,14.92,-10.47,6.86,-13.97,20.88,-29.08,3.00,3.97,-3.21,-28.65,-1.29,62.17,-15.30,7.67,-10.77,-49.92
CR_sq,,,,,,,,10.18,4.76,,,27.58,-4.60,,,3.08,-3.66,,,12.36,-14.11,20.91,-13.77,8.67,-5.37,14.22,-5.23,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12,-2.05
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,69.32,-40.70,-94.47,,,2721.43,,,,89.95,-39.23,-61.70,,-58.48,-34.88,-49.96,,-58.41,-56.29,-54.21,,-31.31,2.58,-3.37,28.23,29.00,-58.32,-58.48,-73.01,17.91,223.03,133.48,71.71,-28.90,-84.17,-69.30,-45.23,117.01,467.56,1438.48,728.76,80.79,63.24,-74.44
PP_sy,,-28.64,-2.83,95.89,,,18.03,,,,-26.39,-22.48,-23.38,,-13.58,31.67,-8.69,,-17.95,-50.61,-58.14,,27.58,-4.60,49.85,30.70,17.49,2.73,10.91,-23.32,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88,-33.08
PP_qq,,,,,,,,165.70,14.68,,,-14.99,-27.72,,,33.35,-44.46,,,40.14,-41.82,23.25,-31.64,109.27,-45.20,63.56,-31.22,-32.39,-45.41,6.34,200.42,85.23,-60.54,-21.79,24.39,-58.77,-23.46,39.51,392.92,7.84,107.46,-24.85,7.53,-2.63,-67.52
PP_sq,,,,,,,,28.87,-8.20,,,35.72,-9.27,,,106.78,-37.08,,,24.46,-46.67,52.18,26.30,-6.93,-16.23,32.73,13.53,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88,-6.61
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,84.41,-36.45,9.80,,,53.16,,,,-34.27,55.09,44.27,,23.61,-15.78,-26.28,,-14.32,0.25,1.51,,-9.67,-29.43,-22.21,-19.82,-14.22,-6.62,-19.09,15.90,-28.75,-35.71,-25.33,-9.37,-15.17,18.68,14.22,-32.31,-54.67,-62.43,-66.98,-55.16,5.94,-11.30,-3.82
RCLR_sy,,4.71,11.19,-9.61,,,-25.10,,,,16.63,40.47,11.77,,0.21,-1.43,4.73,,15.28,-2.69,-11.60,,-11.83,-11.88,3.04,-4.94,-2.67,-2.78,-19.58,-14.38,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30,-10.00
RCLR_qq,,,,,,,,-43.30,13.15,,,33.77,5.26,,,-8.86,-7.86,,,6.65,-6.71,-19.00,12.09,-16.68,2.84,-16.51,19.91,-9.30,-10.88,19.58,-26.28,-18.16,3.50,45.15,-31.00,14.50,-0.39,-13.99,-53.79,-5.11,-12.45,16.81,9.17,-20.55,-5.07
RCLR_sq,,,,,,,,3.55,23.04,,,24.72,-2.10,,,22.68,4.02,,,3.56,-5.50,7.49,-16.18,3.50,10.50,-0.83,-14.18,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,8.45,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68,-6.71
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,92.45,-38.35,5.25,,,59.35,,,,-20.97,-9.31,-24.30,,-12.30,-15.67,-20.65,,-16.35,-18.87,-14.56,,-13.38,-11.26,-11.98,-15.94,-45.76,-69.83,-91.53,-63.37,-80.57,-31.26,-113.84,-23.30,-334.91,-208.41,-1283.87,-191.73,62.25,60.90,100.93,88.34,87.23,75.19,-6450.00
KP_sy,,3.54,10.95,-20.19,,,-38.50,,,,-31.55,102.98,0.34,,78.00,-27.69,-27.43,,-9.12,-5.92,-13.19,,-25.93,-7.87,20.67,-15.62,26.68,-41.65,-18.63,2.59,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48,17.96
KP_qq,,,,,,,,-9.94,8.19,,,3.35,-9.70,,,-0.62,-15.03,,,-3.62,-10.51,-1.23,1.68,-1.26,-11.24,-5.67,-34.39,-45.08,-75.08,308.04,-65.21,94.34,-105.02,2361.29,-206.56,10.31,35.97,-49.88,56.14,7.09,101.53,-1975.00,52.00,-80.56,-290.77
KP_sq,,,,,,,,5.34,44.20,,,212.39,-28.72,,,26.91,-28.47,,,31.37,-33.99,49.82,-42.98,63.39,-13.54,4.76,-14.40,-24.73,20.55,32.07,-0.34,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18,-21.23
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,3.18,-2.69,3.50,,,204.97,,,,-13.11,-11.74,-35.61,,-37.03,-35.91,-27.51,,-12.69,-10.92,-9.41,,6.97,13.11,40.45,73.23,-36.54,-45.91,-89.32,-63.79,-68.85,-22.17,-114.50,-21.15,-484.88,-227.72,-1775.00,-194.33,-167.74,544.76,97.25,132.08,77.57,-142.05,-33848.57
PKKO_sy,,110.04,116.06,4.51,,,30.23,,,,-27.70,32.06,18.41,,-19.15,-69.46,-65.43,,3.23,-22.27,-25.03,,-11.53,35.79,18.28,-100.33,-133.25,-125.74,-38.06,4466.67,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17,-277.79
PKKO_qq,,,,,,,,-14.67,13.07,,,-13.32,-17.50,,,-11.78,-6.68,,,-10.00,-5.10,-1.92,27.68,-4.83,17.84,20.97,-53.23,-18.87,-76.74,310.23,-59.77,102.71,-104.33,2330.88,-296.37,32.73,36.38,-12.24,-457.37,211.75,-100.39,1411.43,-489.76,-109.50,-217.02
PKKO_sq,,,,,,,,36.48,2.76,,,149.28,-7.86,,,-5.84,4.31,,,-29.09,0.61,35.65,-8.57,8.83,-12.37,-100.38,-9000.00,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19,-70.54
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,67.96,-36.15,18.92,,,-8.46,,11.08,-59.51,-22.11,7.73,-29.75,-2.84,-5.76,-8.01,-7.90,-10.38,-7.32,-11.82,-6.51,-9.02,-19.99,-11.62,-27.59,-34.84,-21.90,-28.81,-5.78,19.46,11.64,25.68,37.34,25.30,30.10,36.00,16.14,29.56,-88.15,-119.87,-240.09,-740.69,472.92,418.75,147.65
RN_sy,,-29.90,-2.67,17.64,,,-7.62,,-5.96,-30.27,0.52,-6.97,-2.50,25.25,-4.70,-8.81,-11.60,-17.98,-7.59,2.28,9.75,1.64,10.00,2.83,0.61,0.39,-7.82,-11.73,-6.16,1.70,7.10,13.80,2.21,-0.12,0.90,4.15,11.16,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24,3.73
RN_qq,,,,,,108.77,-48.79,-28.39,45.09,-23.91,-1.48,-0.95,-5.39,5.25,-4.45,-3.31,-5.28,2.41,-1.19,-8.00,0.43,-0.34,-13.10,1.62,-17.72,-10.32,4.16,-7.38,8.90,13.71,-2.67,4.27,19.00,3.74,1.06,9.00,1.62,15.74,-90.75,-282.74,-616.40,-429.33,108.27,1.67,7.10
RN_sq,,,,,,21.63,-20.33,5.13,-7.68,-9.81,14.84,-2.71,-3.24,15.85,-12.61,-6.91,-6.20,7.49,-1.54,3.03,0.65,-0.46,6.57,-3.68,-1.52,-0.68,-2.16,-7.76,4.69,7.65,3.03,-1.99,-5.97,5.19,4.08,1.17,0.35,0.81,-14.19,-2.67,-1.27,-0.18,0.74,1.97,1.16
CRN,87000,52000,81000,68000,80000,38000,74000,104000,72000,94000,96000,97000,102000,97000,101000,105000,111000,108000,110000,119000,119000,119000,137000,135000,164000,183000,175000,189000,174000,153000,157000,151000,126000,122000,121000,111000,109000,94000,1018000,-557000,-78000,-15000,178000,175000,163000
CRN_yy,,-40.23,55.77,-16.05,,,8.82,,-10.00,147.37,29.73,-6.73,41.67,3.19,5.21,8.25,8.82,11.34,8.91,13.33,7.21,10.19,24.55,13.45,37.82,53.78,27.74,40.00,6.10,-16.39,-10.29,-20.11,-27.59,-20.26,-22.93,-26.49,-13.49,-22.95,741.32,-601.80,-171.56,-115.96,-82.51,131.42,308.97
CRN_sy,,41.18,2.78,-14.19,,,7.09,,6.06,41.82,,7.69,5.00,-19.87,5.15,9.29,11.56,21.60,7.69,-1.96,-9.15,-1.97,-9.09,-2.67,-0.67,-0.67,8.57,4.79,6.76,-1.35,-6.58,-10.46,-15.19,-6.16,-1.41,2.19,-2.24,-5.84,14.29,17.14,19.08,22.48,3.75,-1.22,2.56
CRN_qq,,,,,,-52.50,94.74,40.54,-30.77,30.56,2.13,1.04,5.15,-4.90,4.12,3.96,5.71,-2.70,1.85,8.18,,,15.13,-1.46,21.48,11.59,-4.37,8.00,-7.94,-12.07,2.61,-3.82,-16.56,-3.17,-0.82,-8.26,-1.80,-13.76,982.98,-154.72,86.00,80.77,1286.67,-1.69,-6.86
CRN_sq,,,,,,-16.67,23.64,-4.41,7.69,11.43,-12.82,2.94,5.00,-14.97,14.40,6.99,7.19,-7.32,1.32,-2.60,,,-6.04,4.29,1.37,,2.70,0.66,3.27,-7.59,-2.74,-3.52,-2.19,2.24,2.19,,-6.43,-1.53,24.03,2.50,-4.88,1.28,5.06,-2.41,-1.23
CPZ,92000,30000,74000,73000,105000,50000,59000,72000,53000,69000,83000,72000,68000,65000,63000,69000,80000,78000,84000,91000,90000,96000,113000,120000,156000,185000,186000,204000,198000,167000,184000,193000,172000,179000,185000,162000,155000,146000,1632000,-991000,-173000,-57000,684000,689000,645000
CPZ_yy,,-67.39,146.67,-1.35,,,-19.18,,-49.52,38.00,40.68,,28.30,-5.80,-24.10,-4.17,17.65,20.00,33.33,31.88,12.50,23.08,34.52,31.87,73.33,92.71,64.60,70.00,26.92,-9.73,-1.08,-5.39,-13.13,7.19,0.54,-16.06,-9.88,-18.44,782.16,-711.73,-211.61,-139.04,-58.09,169.53,472.83
CPZ_sy,,-8.22,19.40,5.62,,,1.78,,-7.29,2.56,3.49,,-10.67,3.12,,28.00,11.95,21.21,6.18,-5.21,8.99,-4.50,-1.59,9.34,2.06,-1.57,-0.54,-5.03,-7.07,0.53,4.32,-3.17,-3.26,-7.41,-8.81,1.64,3.37,6.29,19.89,11.83,9.78,6.45,-1.90,0.48,
CPZ_qq,,,,,,-52.38,18.00,22.03,-26.39,30.19,20.29,-13.25,-5.56,-4.41,-3.08,9.52,15.94,-2.50,7.69,8.33,-1.10,6.67,17.71,6.19,30.00,18.59,0.54,9.68,-2.94,-15.66,10.18,4.89,-10.88,4.07,3.35,-12.43,-4.32,-5.81,1017.81,-160.72,82.54,67.05,1300.00,0.73,-6.39
CPZ_sq,,,,,,-18.75,10.26,-6.98,11.25,-10.11,11.25,-15.73,6.00,3.77,7.88,7.87,-7.29,12.36,-5.50,-3.70,6.59,-1.55,-2.62,6.99,-0.50,-5.05,-1.60,2.16,-2.65,2.72,2.12,-5.18,-2.73,-1.69,0.57,5.68,-1.08,1.09,13.44,-1.42,-2.88,-1.98,4.55,0.97,-3.35
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,195.97,-4.32,-74.03,,,-91.20,,,,,,,,,,,,,,,,,,,,,,,,,,-89.20,-89.75,-91.47,-89.66,-8.64,-7.53,-81.60,-110.76,-142.18,,,,
RZ_sy,,5.89,-26.68,29.74,,,-11.65,,,,,,,,,,,,,,,,,,,,,,,,,,-5.60,-33.70,-38.21,-24.13,0.67,-8.67,-28.54,-39.42,-44.49,,,,
RZ_qq,,,,,,-26.16,-38.21,,,,,,,,,,,2.97,1.25,-5.61,,,,,,,,,,12.79,-21.84,2.58,-88.06,7.06,-34.93,24.29,5.52,8.36,-87.05,-172.67,-313.64,,,,
RZ_sq,,,,,,-34.48,22.23,,,,,,,,,,,-5.70,-11.21,13.64,,,,,,,,,,10.51,47.93,-21.39,-26.55,-22.39,37.87,-3.47,-2.53,-29.59,7.87,-18.17,-10.68,,,,
CRZ,2000,1000,1000,2000,12000,16000,26000,,,,,,,,,,0,0,0,0,,,,,,,,,2000,1000,2000,2000,15000,14000,22000,18000,17000,16000,120000,-165000,-40000,,,,
CRZ_yy,,-50.00,,100.00,,,1200.00,,,,,,,,,,,,,,,,,,,,,,,,,,650.00,1300.00,1000.00,800.00,13.33,14.29,445.45,-1016.67,-335.29,,,,
CRZ_sy,,-11.11,,-29.17,,,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,-31.25,,63.64,20.00,45.45,37.50,27.78,116.67,75.00,,,,
CRZ_qq,,,,,,33.33,62.50,,,,,,,,,,,,,,,,,,,,,,,-50.00,100.00,,650.00,-6.67,57.14,-18.18,-5.56,-5.88,650.00,-237.50,75.76,,,,
CRZ_sq,,,,,,38.89,-20.00,,,,,,,,,,,,,,,,,,,,,,,,-31.25,,10.00,45.45,12.50,-33.33,33.33,37.50,4.55,13.04,7.69,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,60.26,-31.57,15.84,,,-33.21,,-15.09,-65.58,-36.76,7.90,-6.96,28.68,47.35,27.10,7.21,4.33,-1.93,-2.45,8.02,0.90,-13.10,-13.55,-36.94,-42.10,-30.17,-27.88,7.75,57.86,44.08,38.67,34.34,1.99,9.14,39.64,32.37,53.10,-86.44,-118.66,-201.41,-387.62,142.92,233.72,129.39
RMO_sy,,-19.36,-8.63,5.27,,,1.79,,-10.25,-22.20,-8.12,3.91,-14.51,-16.51,3.93,-2.24,33.19,26.98,-2.87,18.27,0.10,1.27,13.21,-4.25,2.39,-6.63,-13.16,0.56,-4.76,5.82,9.66,7.57,7.76,0.13,-2.11,1.00,-3.79,-0.53,-6.58,-9.14,-3.75,-5.10,-6.82,-6.64,-11.33
RMO_qq,,,,,,87.72,-48.86,-33.29,32.60,-23.91,-6.04,13.81,14.34,5.24,7.59,-1.83,-3.54,2.41,1.13,-2.35,6.81,-4.33,-12.91,-2.85,-22.09,-12.17,5.04,0.34,16.40,28.68,-4.13,-3.43,12.76,-2.30,2.58,23.56,6.89,13.00,-90.91,-270.07,-480.76,-220.50,107.67,-6.38,27.62
RMO_sq,,,,,,24.93,-15.96,-19.29,5.92,8.29,-0.75,-8.72,-12.86,5.75,23.55,-14.14,18.73,0.83,-5.50,4.55,0.49,2.00,5.65,-11.58,7.46,-6.98,-1.74,2.39,1.77,3.35,1.83,0.44,1.95,-3.97,-0.45,3.63,-2.89,-0.72,-6.50,0.79,2.88,-2.11,-8.20,0.99,-2.30
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,77.63,-53.15,-28.93,,,-11.44,,16.56,-53.81,-45.73,-22.88,-43.73,-22.17,-2.16,-7.30,-3.51,-6.11,-6.09,-6.66,4.12,-5.73,-19.72,-13.63,-40.53,-42.40,-37.02,-48.45,-32.55,-15.70,-23.79,-11.30,-6.63,-28.38,-14.60,10.94,21.54,68.92,-92.06,-105.97,-116.37,-117.63,-72.97,124.76,107.83
RMT_sy,,20.04,-37.03,-19.35,,,-7.43,,-20.07,-17.32,-1.44,-39.57,-22.26,-25.89,-15.25,10.55,6.28,-3.73,-3.10,-10.13,-16.75,-3.34,-5.04,-9.08,8.46,4.35,15.70,1.58,8.25,6.86,-2.61,8.26,2.72,-2.68,0.11,-1.32,-10.12,-3.91,-2.75,-6.25,-6.40,-9.55,-12.41,-15.05,-4.62
RMT_qq,,,,,,92.01,-31.68,-30.78,28.35,-23.91,-19.73,-1.63,-6.34,5.25,0.91,-6.80,-2.52,2.41,0.93,-7.37,8.75,-7.27,-14.05,-0.34,-25.12,-10.20,-6.01,-18.44,-2.02,12.23,-15.03,-5.07,3.14,-13.92,1.33,23.32,12.99,19.64,-95.23,-192.60,-210.12,-28.83,107.31,-15.18,-1.95
RMT_sq,,,,,,6.28,-31.76,47.31,-25.19,9.94,-18.65,-9.68,-3.76,4.80,-6.97,17.82,-7.47,-5.07,-6.37,9.27,-14.29,10.23,-8.02,4.63,2.23,6.05,1.99,-8.14,8.95,4.70,-7.05,2.11,3.38,-0.81,-4.39,0.65,-5.85,6.05,-3.23,-2.98,-5.99,2.47,-6.29,-5.90,5.54
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,62.41,-35.26,4.57,,,-28.81,,-8.71,-63.21,-38.80,0.06,-17.79,13.70,32.09,16.11,3.81,1.02,-3.25,-3.84,6.75,-1.29,-15.32,-13.57,-38.15,-42.21,-32.63,-36.25,-10.36,22.33,9.25,12.80,11.05,-16.32,-5.61,21.63,27.64,63.61,-90.24,-108.50,-125.91,-130.68,-63.00,129.32,108.54
RM_sy,,13.98,-23.55,5.15,,,10.21,,28.66,22.19,-20.38,2.02,-8.08,-6.97,-5.82,-5.62,-7.10,-3.46,-4.90,1.90,4.42,-0.35,1.38,-2.13,-6.02,-6.05,-5.44,-2.49,-2.39,2.47,9.37,5.73,8.83,3.97,0.22,1.90,1.49,5.36,-8.10,-10.82,-13.41,-16.82,-27.56,-10.47,9.77
RM_qq,,,,,,88.80,-45.39,-32.80,31.75,-23.90,-9.16,9.87,8.25,5.24,5.53,-3.42,-3.22,2.41,1.07,-4.01,7.44,-5.31,-13.29,-2.03,-23.11,-11.52,1.08,-7.29,8.11,20.74,-9.73,-4.28,6.44,-9.02,1.82,23.35,11.70,16.63,-93.93,-207.43,-240.64,-38.07,107.32,-14.88,-0.81
RM_sq,,,,,,4.87,44.63,-23.13,10.35,-0.40,-5.76,-1.51,-0.57,0.80,-4.60,-1.29,-2.13,4.75,-6.02,5.77,0.29,-0.03,-4.39,2.10,-3.69,-0.06,-3.77,5.29,-3.59,4.91,2.70,1.79,-0.77,0.22,-0.99,3.49,-1.16,4.04,-13.64,0.43,-4.03,-0.06,-24.79,24.12,17.66
COP,89000,53000,82000,70000,92000,54000,100000,,,,,,,,,,,,,,,,,,,,,,176000,154000,159000,153000,141000,136000,143000,129000,126000,110000,1138000,-722000,-118000,,,,
COP_yy,,-40.45,54.72,-14.63,,,42.86,,,,,,,,,,,,,,,,,,,,,,,,,,-19.89,-11.69,-10.06,-15.69,-10.64,-19.12,695.80,-659.69,-193.65,,,,
COP_sy,,2.60,1.27,-0.62,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,-38.94,-21.00,4.94,12.99,26.81,8.86,5.88,2.87,1.71,,,,
COP_qq,,,,,,-41.30,85.19,,,,,,,,,,,,,,,,,,,,,,,-12.50,3.25,-3.77,-7.84,-3.55,5.15,-9.79,-2.33,-12.70,934.55,-163.44,83.66,,,,
COP_sq,,,,,,-24.26,25.78,,,,,,,,,,,,,,,,,,,,,,,-11.50,-19.00,-4.94,-10.39,14.49,7.59,2.35,0.57,-1.71,4.65,-0.56,-0.56,,,,
CSP,-3000,23000,8000,-3000,-13000,4000,41000,,,,,,,,,,,,,,,,,,,,,,-22000,-13000,-25000,-40000,-31000,-43000,-42000,-33000,-29000,-36000,-494000,269000,55000,,,,
CSP_yy,,866.67,-65.22,-137.50,,,1466.67,,,,,,,,,,,,,,,,,,,,,,,,,,-40.91,-230.77,-68.00,17.50,6.45,16.28,-1076.19,915.15,289.66,,,,
CSP_sy,,130.00,-65.22,-175.00,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,-171.43,-66.67,11.11,-35.00,-18.42,-46.67,-90.62,24.07,2.22,,,,
CSP_qq,,,,,,130.77,925.00,,,,,,,,,,,,,,,,,,,,,,,40.91,-92.31,-60.00,22.50,-38.71,2.33,21.43,12.12,-24.14,-1272.22,154.45,-79.55,,,,
CSP_sq,,,,,,475.00,-20.00,,,,,,,,,,,,,,,,,,,,,,,-28.57,-100.00,-11.11,5.00,21.05,-6.67,-68.75,16.67,2.22,-38.64,32.79,-7.32,,,,
