,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,9.48,-22.66,,,,326.52,470.43,414.75,87.23,-32.45,-38.34,-24.48,-29.90,51.96,88.09,92.76,,13.79,-50.68,-51.38,,-55.03,-24.98,72.50,,44.06,91.58,-50.27,,-64.23,-74.77,-60.48,-84.20,-85.77,-83.70,-90.39,-78.52,-18.29,0.26,10.07,3.89
CR_sy,-3.24,3.95,,,,7.90,5.70,10.90,72.38,5.95,3.62,7.43,-22.64,8.88,7.45,11.61,,0.93,2.83,-16.84,,4.07,7.74,10.20,,-7.77,-10.81,-8.87,,-4.87,-1.27,1.45,8.16,2.70,1.37,-2.39,-1.72,-2.95,-6.44,2.19,2.11
CR_qq,,,-31.73,-11.69,221.87,119.79,-8.69,-20.31,17.08,-20.71,-16.65,-2.40,8.68,71.88,3.17,0.02,,,-55.29,-1.38,,,-25.40,126.76,,,-0.80,-41.14,3.63,-40.87,-30.04,-7.80,-58.58,-46.74,-19.85,-45.63,-7.43,102.59,-1.66,-40.31,-12.64
CR_sq,,,6.91,-0.81,4.18,-2.33,4.73,4.07,61.93,-39.97,2.43,7.89,16.62,-15.51,1.08,12.07,,,2.99,-9.37,,,6.62,-7.30,,,3.11,-5.29,-6.72,4.43,7.01,-2.68,-0.54,-0.85,5.63,-6.29,0.14,-2.09,1.83,2.36,0.06
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,66.06,479.56,,,,1205.53,544.12,4766.96,-64.09,-65.01,125.88,16.90,827.46,303.38,1153.71,194.07,,3.86,-75.14,-81.55,,-79.12,-52.05,322.35,,192.06,327.01,-86.22,,-80.57,-97.17,-85.64,-95.83,-97.14,-23.13,-39.45,-4.64,813.24,222.82,96.00,97.22
PP_sy,63.35,-13.81,,,,46.94,57.39,78.23,229.97,44.06,36.69,36.53,6.60,2.57,19.19,-3.29,,-15.17,-41.67,-35.76,,7.86,2.93,-32.82,,-38.94,-32.08,-11.31,,6.62,47.01,90.20,40.43,31.47,11.42,-22.29,-10.85,-11.17,-22.91,23.15,-2.32
PP_qq,,,-90.28,9.80,1874.11,519.40,-95.20,729.68,-85.43,503.53,-69.03,329.38,15.57,162.49,-3.75,0.71,,,-76.96,-25.25,,,-47.09,558.48,,,-22.64,-78.76,79.92,-34.28,-88.73,7.84,-47.75,-54.97,202.94,-15.05,-17.71,331.25,7.09,-48.42,-17.20
PP_sq,,,0.33,-7.15,3.19,52.85,7.46,5.15,91.05,-33.26,1.97,5.02,49.17,-35.79,18.48,-14.79,,,-18.53,-6.16,,,-22.25,-38.75,,,-13.51,-20.03,22.20,26.13,19.26,3.47,-9.77,18.08,1.07,-27.84,3.52,17.65,-12.29,15.29,-17.89
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,-9.25,-21.28,,,,111.69,472.46,240.77,113.85,-13.77,-54.15,-45.54,-64.46,-27.21,-20.14,29.09,,49.35,2.92,21.06,,0.61,-6.14,-21.97,,-35.05,9.58,15.32,,-29.46,-48.41,-53.53,-78.50,-78.14,-89.61,-97.15,-92.38,-92.90,-99.03,-89.22,-90.91
RCLR_sy,-10.13,16.14,,,,5.27,2.85,4.29,45.84,-0.21,1.63,-4.91,-22.50,-12.30,-7.73,-1.56,,4.86,3.36,14.10,,1.06,11.83,-7.69,,-1.47,-4.86,-9.14,,0.21,-8.65,-4.60,-21.16,-13.91,-0.05,0.20,10.35,16.02,3.79,6.65,6.23
RCLR_qq,,,-19.02,-15.18,169.71,14.26,119.00,-49.51,69.25,-53.92,16.45,-40.02,10.44,-5.64,27.77,-3.06,,,-11.95,14.03,,,-17.86,-5.20,,,38.57,-0.23,-4.14,-46.77,1.35,-10.14,-55.66,-45.87,-51.80,-75.36,18.63,-49.59,-93.44,175.00,
RCLR_sq,,,-3.90,7.22,-1.19,3.40,-6.11,8.72,38.18,-29.25,-4.38,1.73,12.62,-19.94,0.60,8.53,,,-0.84,19.80,,,9.73,-1.12,,,5.95,-5.56,7.61,-6.93,-3.42,-1.38,-11.07,1.63,12.13,-1.13,-2.06,6.85,0.32,1.60,
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,17.10,-124.49,,,,196.63,140.49,121.92,302.60,-41.27,-52.59,-31.88,-31.72,72.28,135.12,143.30,,10.74,-85.74,-81.06,,-79.87,-112.48,312.25,,191.39,2708.74,-91.42,,-148.12,-208.78,-1002.33,-647.06,-180.49,-80.12,-195.10,-271.83,-1857.17,-1743.57,-1332.08,-1469.89
KP_sy,-26.13,56.19,,,,9.96,19.16,18.33,121.98,19.80,-2.90,36.28,-21.19,17.38,4.12,-1.77,,-6.71,-1.00,-24.34,,1.07,17.36,8.86,,-16.16,-13.60,-10.77,,-9.55,-8.92,1.33,20.91,15.70,-6.00,-4.22,17.95,-9.92,-9.92,-1.40,-19.31
KP_qq,,,-124.78,-24.07,106.53,430.32,-5.83,-32.84,20.03,-22.64,-23.98,-3.50,20.30,95.20,3.75,-0.14,,,-86.64,32.61,,,-108.29,4478.64,,,-25.81,-85.60,31.78,-441.76,-67.70,-19.47,20.10,-75.23,-7.69,-95.73,-0.67,-822.36,-1.44,-52.04,-10.36
KP_sq,,,19.88,-7.75,18.45,-16.06,29.91,-8.39,122.21,-54.70,5.30,28.56,28.51,-32.53,-6.60,21.29,,,-0.88,-7.31,,,15.10,-14.02,,,18.62,-11.20,-24.84,14.24,19.44,-1.19,-10.32,9.32,-2.96,0.68,10.44,-16.51,-2.95,10.19,-9.62
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,21.10,-44.85,,,,626.01,356.09,185.77,450.56,-75.42,-70.62,-49.72,-48.26,101.39,220.16,362.29,,103.31,-81.09,-79.28,,-86.57,-109.17,150.23,,203.13,3500.00,-85.75,,-160.58,-209.21,-1336.72,-919.29,-1156.66,-2493.04,51016.00,111058.64,15444.72,540.20,-94.02,-97.89
PKKO_sy,-14.18,-25.52,,,,133.39,21.05,72.65,164.97,3.41,32.77,3.81,-15.63,18.71,28.15,13.47,,4.94,1.98,16.93,,10.15,-0.55,9.67,,-8.83,-10.63,-31.61,,6.71,7.12,28.79,48.20,-7.08,-9.34,-24.68,-7.45,-2.39,-2.19,2.46,-13.55
PKKO_qq,,,-44.47,-56.24,114.29,1530.73,-29.66,-47.67,-8.27,-27.18,-15.94,-10.44,-5.61,183.42,33.63,29.31,,,-87.57,41.70,,,-108.48,3966.67,,,-4.83,-83.79,51.19,-359.71,-71.56,-83.58,-0.16,-298.36,-254.01,3704.79,118.27,-44.91,-89.84,-51.00,-22.97
PKKO_sq,,,63.91,-1.94,9.99,32.01,-14.99,39.86,68.81,-48.48,9.16,9.35,37.20,-27.51,17.84,-3.18,,,14.52,11.01,,,3.38,22.43,,,1.34,-6.31,-16.58,34.74,1.73,12.64,-4.01,-15.52,-0.74,-6.42,17.95,-10.91,-0.54,-1.97,-0.47
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,8.06,25.17,,,,-42.22,-47.57,-29.45,-8.96,16.36,75.75,72.05,89.76,63.81,18.42,-21.46,-39.86,-46.10,-33.77,-15.70,22.54,45.30,27.13,46.25,13.51,7.11,-0.32,-31.72,-44.05,-52.87,-50.84,-49.71,-37.66,-40.16,-46.40,-5.20,23.26,-97.53,-266.62,-524.04,-2743.28
RN_sy,-0.11,8.26,,,,8.08,2.65,7.49,0.89,-10.11,-9.86,-0.55,7.63,19.18,14.89,2.86,-2.97,-4.02,-8.15,-3.26,4.97,-6.57,-0.89,-10.45,-17.58,-8.14,-9.77,0.45,-10.53,-19.38,-10.11,-11.71,-8.34,10.81,3.43,7.73,4.41,1.36,0.90,-5.97,6.44
RN_qq,,,-9.57,-11.71,-19.38,-10.23,-17.94,18.79,4.04,14.74,23.93,16.29,14.76,-0.95,-10.41,-22.88,-12.12,-11.24,10.08,-1.83,27.74,5.26,-3.68,12.93,-0.85,-0.68,-10.36,-22.65,-18.76,-16.33,-6.51,-20.86,0.71,-19.69,-16.26,39.98,30.94,-98.39,-5758.09,-256.23,-716.24
RN_sq,,,6.43,-6.90,5.30,3.59,1.08,-2.51,-1.16,-7.72,1.36,7.56,6.97,2.19,-2.29,-3.70,0.91,1.08,-6.49,1.41,9.50,-10.04,-0.80,-8.37,0.79,0.27,-2.56,2.02,-10.24,-9.65,8.65,0.20,-6.81,9.23,1.41,4.36,-9.68,6.04,0.96,-2.75,2.23
CRN,78000,62000,69000,78000,97000,108000,131000,110000,106000,93000,75000,64000,56000,56000,63000,82000,93000,105000,95000,97000,76000,72000,75000,66000,67000,67000,75000,97000,120000,143000,153000,193000,192000,239000,285000,204000,156000,9676000,-171000,-48000,-6000
CRN_yy,-7.14,-20.51,,,,74.19,89.86,41.03,9.28,-13.89,-42.75,-41.82,-47.17,-39.78,-16.00,28.12,66.07,87.50,50.79,18.29,-18.28,-31.43,-21.05,-31.96,-11.84,-6.94,,46.97,79.10,113.43,104.00,98.97,60.00,67.13,86.27,5.70,-18.75,3948.54,-160.00,-123.53,-103.85
CRN_sy,,-7.50,,,,-8.11,-1.73,-6.99,-1.12,11.76,10.59,0.58,-6.82,-16.32,-13.30,-2.30,2.44,4.40,9.20,2.94,-4.76,7.23,0.56,12.00,21.88,8.99,,-0.51,11.79,23.71,11.62,13.33,9.17,-10.00,-7.69,-7.24,-5.04,-0.93,1.96,5.37,-11.50
CRN_qq,,,11.29,13.04,24.36,11.34,21.30,-16.03,-3.64,-12.26,-19.35,-14.67,-12.50,,12.50,30.16,13.41,12.90,-9.52,2.11,-21.65,-5.26,4.17,-12.00,1.52,,11.94,29.33,23.71,19.17,6.99,26.14,-0.52,24.48,19.25,-28.42,-23.53,6102.56,-101.77,71.93,87.50
CRN_sq,,,-6.49,7.51,-4.30,-4.49,,1.76,1.73,7.95,-1.05,-7.45,-5.75,,2.52,4.29,-1.18,-1.19,7.23,-1.69,-8.57,11.25,0.56,9.50,-0.51,,2.06,-1.52,11.79,10.09,-7.92,,7.69,-9.24,-5.56,0.49,10.24,-5.31,-2.80,3.85,-7.41
CPZ,143000,122000,141000,183000,229000,201000,130000,90000,75000,71000,73000,77000,81000,86000,103000,125000,139000,138000,124000,117000,92000,86000,94000,90000,90000,105000,113000,138000,167000,212000,257000,399000,540000,831000,1508000,3683000,5375000,590236000,-18093000,-6117000,-2696000
CPZ_yy,2.14,-14.69,,,,64.75,-7.80,-50.82,-67.25,-64.68,-43.85,-14.44,8.00,21.13,41.10,62.34,71.60,60.47,20.39,-6.40,-33.81,-37.68,-24.19,-23.08,-2.17,22.09,20.21,53.33,85.56,101.90,127.43,189.13,223.35,291.98,486.77,823.06,895.37,70927.20,-1299.80,-266.09,-150.16
CPZ_sy,6.25,-19.38,,,,-7.30,-13.51,-9.17,-23.44,-3.70,-0.89,2.75,9.18,10.58,6.31,11.61,26.17,13.04,5.08,-6.00,-21.11,-11.15,-0.81,8.51,12.68,5.19,5.28,9.41,25.83,38.27,17.37,17.92,5.96,-7.14,-0.66,-8.81,-3.12,-8.97,-11.26,-12.00,-20.65
CPZ_qq,,,15.57,29.79,25.14,-12.23,-35.32,-30.77,-16.67,-5.33,2.82,5.48,5.19,6.17,19.77,21.36,11.20,-0.72,-10.14,-5.65,-21.37,-6.52,9.30,-4.26,,16.67,7.62,22.12,21.01,26.95,21.23,55.25,35.34,53.89,81.47,144.23,45.94,10881.13,-103.07,66.19,55.93
CPZ_sq,,,11.16,-7.34,6.67,-15.62,3.70,-2.68,-10.09,6.12,6.73,0.90,-4.46,7.48,2.61,5.93,8.00,-3.70,-4.62,-5.24,-9.36,8.45,6.49,3.66,,1.25,6.58,7.72,8.24,11.26,-9.52,8.22,-2.74,-2.50,-3.21,-0.66,3.33,-8.39,-5.63,-1.49,-6.82
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,-62.75,142.45,,,,-67.21,-71.34,-79.86,-76.23,-38.38,-11.93,105.45,234.61,360.18,334.50,87.34,31.69,-25.00,-57.44,-44.96,-31.58,-0.29,62.50,184.98,117.67,72.75,67.22,3.51,-17.30,-40.57,-55.17,-70.88,-76.52,-76.37,-76.54,-99.97,-99.23,-99.45,-105.56,-21682.73,-6098.53
RZ_sy,24.47,5.22,,,,-25.18,-0.92,15.20,5.95,11.59,11.13,-16.86,-10.78,-38.24,-40.26,-29.04,-19.70,58.26,-1.31,-18.83,-30.91,-25.16,28.69,22.84,28.97,-16.77,-34.58,-16.48,-25.72,-11.30,-3.49,-14.09,-13.99,-25.03,-16.50,-2.94,21.68,67.10,70.99,38.60,20.67
RZ_qq,,,3.49,-1.32,-23.17,-58.21,-9.56,-30.66,-9.31,8.33,29.28,61.76,47.71,48.99,22.06,-30.26,3.83,-15.15,-30.72,-9.82,29.08,23.65,12.90,58.15,-1.41,-1.86,9.28,-2.10,-21.23,-29.47,-17.56,-36.40,-36.50,-29.01,-18.17,-99.91,1292.27,-49.23,-928.49,-268.56,-286.96
RZ_sq,,,-13.53,3.45,4.47,-19.94,14.50,20.28,-3.92,-15.68,14.03,-10.01,3.12,-41.64,10.30,6.90,16.68,15.03,-31.22,-12.08,-0.68,24.60,18.27,-16.07,4.28,-19.59,-7.04,7.15,-7.26,-3.98,1.15,-4.62,-7.16,-16.30,12.65,10.87,16.39,14.95,15.27,-10.13,1.33
CRZ,5000,2000,2000,2000,3000,7000,7000,11000,12000,11000,8000,5000,3000,2000,2000,3000,3000,3000,4000,5000,4000,3000,3000,2000,2000,2000,2000,2000,2000,3000,4000,6000,9000,13000,16000,16608000,1192000,2348000,-283000,-77000,-20000
CRZ_yy,150.00,-60.00,,,,250.00,250.00,450.00,300.00,57.14,14.29,-54.55,-75.00,-81.82,-75.00,-40.00,,50.00,100.00,66.67,33.33,,-25.00,-60.00,-50.00,-33.33,-33.33,,,50.00,100.00,200.00,350.00,333.33,300.00,276700.00,13144.44,17961.54,-1868.75,-100.46,-101.68
CRZ_sy,-16.13,-7.69,,,,16.67,-28.57,-15.38,-26.92,10.71,30.00,27.27,47.37,51.61,61.54,42.86,,-36.17,,20.00,41.18,,-19.05,-16.67,-20.83,23.08,50.00,,,12.50,3.92,14.58,19.61,31.48,20.75,1.82,-21.31,-40.85,-43.75,-28.57,-20.83
CRZ_qq,,,,,50.00,133.33,,57.14,9.09,-8.33,-27.27,-37.50,-40.00,-33.33,,50.00,,,33.33,25.00,-20.00,-25.00,,-33.33,,,,,,50.00,33.33,50.00,50.00,44.44,23.08,103700.00,-92.82,96.98,-112.05,72.79,74.03
CRZ_sq,,,,,,7.69,,10.00,-13.64,63.16,-16.13,7.69,,67.86,,-4.76,,,40.00,14.29,,-18.75,,17.65,,,,,,5.88,-1.85,3.77,10.91,16.39,-9.86,-12.50,-14.29,-12.50,-14.29,11.11,-5.00
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,-10.42,22.19,,,,-56.12,-53.80,-45.85,-22.59,45.71,66.21,54.10,37.87,-4.45,-40.64,-59.86,-67.58,-61.56,-30.68,37.95,119.94,234.83,165.88,56.65,21.58,-37.20,-50.92,-37.75,-44.25,-28.09,-0.61,-23.19,-7.68,-12.53,-35.51,-6.61,-12.54,-99.05,-140.18,-195.67,-283.79
RMO_sy,0.27,19.80,,,,-5.01,-3.32,-8.68,-16.42,-16.18,-12.52,-14.17,2.12,-0.99,-6.26,0.95,-17.85,-8.59,-0.94,3.24,12.83,3.53,-8.08,-6.82,-9.00,-2.49,3.90,-0.79,0.40,-8.13,-3.27,-5.60,-13.90,-7.67,-8.36,-2.82,5.69,8.87,7.55,2.02,1.06
RMO_qq,,,-4.65,-4.85,-22.45,-37.63,0.38,11.53,10.87,17.39,14.50,3.40,-0.80,-18.64,-28.87,-30.08,-19.88,-3.53,28.28,39.15,27.74,46.86,1.86,-18.02,-0.86,-24.15,-20.39,3.98,-11.20,-2.18,10.03,-19.64,6.73,-7.31,-18.88,16.38,-0.05,-99.00,-3543.44,-177.10,-92.02
RMO_sq,,,-6.53,-1.34,7.56,-4.24,-4.86,-6.81,-1.55,-3.97,-0.71,-8.56,17.14,-6.89,-6.00,-1.54,-4.67,3.60,1.87,2.62,4.18,-4.95,-9.55,4.03,1.74,1.86,-3.62,-0.67,2.96,-6.79,1.47,-3.06,-6.09,-0.06,0.72,2.79,2.14,2.95,-0.50,-2.50,1.18
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,48.43,144.40,,,,-41.52,-23.65,-34.30,-20.04,-26.76,-33.33,22.51,52.44,66.75,31.37,-18.31,-34.29,-30.92,-78.44,-81.61,-74.15,-79.25,-25.21,44.16,11.89,36.49,41.43,-38.01,-53.28,-69.22,-74.85,-70.64,-72.91,-77.37,-85.90,-90.53,-87.74,-99.78,-119.89,-282.46,-13644.66
RMT_sy,-23.92,58.11,,,,-1.89,2.22,-0.23,-4.18,-14.10,2.08,0.31,-7.14,-0.74,-14.51,-28.37,-35.23,-41.16,-32.80,-30.18,-11.29,9.11,0.29,11.45,-1.30,-9.29,-8.94,-8.56,-12.20,-13.79,-15.77,-18.72,-11.95,-2.67,4.47,11.75,-8.49,8.69,-5.89,-11.85,8.19
RMT_qq,,,-7.24,-18.59,-25.41,3.81,21.10,-29.94,-9.22,-4.91,10.23,28.75,12.97,4.02,-13.16,-19.94,-9.14,9.36,-72.89,-31.74,27.74,-12.20,-2.30,31.56,-0.85,7.10,1.24,-42.33,-25.28,-29.45,-17.26,-32.68,-31.07,-41.07,-48.42,-54.80,-10.77,-98.97,-4866.67,-314.69,-6523.86
RMT_sq,,,-11.83,6.48,9.86,-4.87,-8.14,3.93,5.51,-14.73,9.17,2.12,-2.33,-8.85,-5.97,-14.43,-11.68,-17.19,7.38,-11.09,12.21,1.84,-1.30,-1.19,-0.63,-6.39,-0.93,-0.77,-4.58,-8.09,-3.21,-4.24,3.36,1.59,3.90,2.43,-15.36,20.67,-10.04,-4.05,3.88
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,2.80,37.66,,,,-54.68,-51.31,-44.40,-22.21,32.82,47.95,49.27,39.86,3.40,-34.01,-56.47,-65.16,-59.58,-42.43,-9.82,42.41,69.43,63.26,51.40,17.51,-12.25,-24.41,-37.86,-48.43,-50.49,-46.19,-54.27,-56.35,-65.84,-79.81,-86.27,-84.33,-99.74,-121.20,-274.07,-3196.75
RM_sy,-12.91,26.15,,,,3.31,-1.84,-3.61,-4.62,-13.06,-13.07,-15.15,-11.57,-10.23,-9.37,-16.24,-21.34,-19.02,-18.39,-10.77,14.47,5.57,3.40,11.04,-9.41,-4.08,-5.09,-5.28,-6.40,-15.37,-8.39,-19.08,-24.28,-5.31,-11.49,4.66,7.30,15.72,17.14,7.21,8.99
RM_qq,,,-4.99,-6.88,-22.90,-33.57,2.09,6.33,7.87,13.43,13.72,7.27,1.08,-16.14,-27.42,-29.25,-19.10,-2.71,3.39,10.83,27.74,15.75,-0.38,2.78,-0.85,-13.57,-14.18,-15.50,-17.72,-17.03,-6.72,-28.18,-21.47,-35.07,-44.85,-51.19,-10.37,-98.92,-4566.67,-300.75,-1494.51
RM_sq,,,0.78,-0.77,2.20,1.08,-4.24,-2.56,1.14,-7.87,-4.25,-4.89,5.40,-6.48,-3.34,-12.09,-1.03,-3.71,-2.58,-3.89,26.97,-11.20,-4.59,3.22,3.59,-5.98,-5.59,3.02,2.37,-14.99,2.19,-9.00,-4.21,6.31,-4.48,7.60,-1.79,14.65,-3.31,-1.52,-0.17
COP,83000,64000,71000,80000,100000,115000,138000,121000,118000,104000,83000,69000,59000,58000,65000,85000,96000,108000,99000,102000,80000,75000,78000,68000,69000,69000,77000,99000,122000,146000,157000,199000,201000,252000,301000,16812000,1348000,12024000,-454000,-125000,-26000
COP_yy,-3.49,-22.89,,,,79.69,94.37,51.25,18.00,-9.57,-39.86,-42.98,-50.00,-44.23,-21.69,23.19,62.71,86.21,52.31,20.00,-16.67,-30.56,-21.21,-33.33,-13.75,-8.00,-1.28,45.59,76.81,111.59,103.90,101.01,64.75,72.60,91.72,8348.24,570.65,4671.43,-250.83,-100.74,-101.93
COP_sy,7.81,-23.19,,,,,-3.60,4.37,8.82,11.79,9.35,8.84,-6.76,-0.42,11.11,10.26,32.85,16.10,5.38,-0.78,-6.91,-1.46,-3.65,3.91,-3.52,1.48,4.55,6.77,25.51,17.15,16.67,15.49,13.23,1.56,-6.21,-9.76,-16.81,-7.36,-5.96,-2.70,-11.99
COP_qq,,,10.94,12.68,25.00,15.00,20.00,-12.32,-2.48,-11.86,-20.19,-16.87,-14.49,-1.69,12.07,30.77,12.94,12.50,-8.33,3.03,-21.57,-6.25,4.00,-12.82,1.47,,11.59,28.57,23.23,19.67,7.53,26.75,1.01,25.37,19.44,5485.38,-91.98,791.99,-103.78,72.47,79.20
COP_sq,,,4.72,-7.21,-0.97,3.92,0.94,0.47,3.26,6.76,-1.27,,-11.54,14.01,10.17,-0.77,6.59,-0.36,,-6.57,,5.47,-2.22,0.76,-7.14,,0.73,2.90,9.15,3.55,0.31,1.86,7.01,-7.12,-7.36,-1.99,-1.35,3.42,-5.96,1.41,-10.76
CSP,-60000,-58000,-70000,-103000,-129000,-86000,8000,31000,43000,33000,10000,-8000,-22000,-28000,-38000,-40000,-43000,-30000,-25000,-15000,-12000,-11000,-16000,-22000,-21000,-36000,-36000,-39000,-45000,-66000,-100000,-200000,-339000,-579000,-1207000,13129000,-4027000,-578212000,17639000,5992000,2670000
CSP_yy,-11.11,3.33,,,,-48.28,111.43,130.10,133.33,138.37,25.00,-125.81,-151.16,-184.85,-480.00,-400.00,-95.45,-7.14,34.21,62.50,72.09,63.33,36.00,-46.67,-75.00,-227.27,-125.00,-77.27,-114.29,-83.33,-177.78,-412.82,-653.33,-777.27,-1107.00,6664.50,-1087.91,-99763.90,1561.39,-54.36,166.30
CSP_sy,-411.11,95.65,,,,-100.00,55.56,67.86,45.83,225.00,25.00,188.89,138.46,20.00,200.00,87.50,240.00,316.67,533.33,166.67,123.53,24.00,-42.11,-20.00,-31.58,-9.68,36.36,-18.75,,-50.00,-43.33,-69.23,-123.08,-100.00,-100.00,275.00,500.00,,,20.00,-20.83
CSP_qq,,,-20.69,-47.14,-25.24,33.33,109.30,287.50,38.71,-23.26,-69.70,-180.00,-175.00,-27.27,-35.71,-5.26,-7.50,30.23,16.67,40.00,20.00,8.33,-45.45,-37.50,4.55,-71.43,,-8.33,-15.38,-46.67,-51.52,-100.00,-69.50,-70.80,-108.46,1187.74,-130.67,-14258.38,103.05,-66.03,-55.44
CSP_sq,,,-800.00,-55.56,14.29,83.33,-100.00,-12.50,-44.44,138.46,-220.00,233.33,-37.50,20.00,,150.00,13.33,47.06,52.00,5.26,-5.00,-18.42,-29.03,45.45,-18.75,7.69,,-13.33,,-46.15,21.43,-52.94,-175.00,100.00,,,-20.00,41.67,-17.65,28.57,-47.22
