,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
OSF_qq,,,,,-70.12,20.05,-4.54,-28.76,-17.83,30.74,-4.30,19.56,-15.78,-7.25,-9.18,-15.53,19.72,75.16,14.34,17.95,-19.62,14.83,-15.88,1.86,-3.57,-7.03,26.30,3.68,5.73,29.16,-2.05,-0.62,-0.48,-1.05,-0.80,0.74,-0.84,-0.54,-0.50,-1.50,0.34,1.82,-0.32,0.18,-1.68,0.57,1.02,0.58
OSF_sq,,,,,7.09,-7.87,-2.48,2.16,-26.38,29.19,2.61,-6.42,-20.17,31.30,-7.26,5.97,10.41,-5.17,-1.32,1.48,1.80,-1.07,-0.52,0.48,3.81,-3.19,-0.21,0.18,-0.47,1.36,0.25,2.65,-1.87,0.66,-0.64,0.76,-3.01,2.82,0.09,0.60,-0.27,-0.74,2.09,-1.15,-0.59,-0.54,-1.93,-1.48
NetDebt,4211000000,6376000000,6065000000,6783000000,-14987000000,-14185000000,-2764000000,-2676000000,2102000000,3049000000,3109000000,-910000000,-1599000000,2659000000,2189000000,1211000000,1952000000,4687000000,7512000000,11839000000,6840000000,9540000000,7632000000,7779000000,7367000000,5559000000,3482000000,4288000000,4877000000,30019000000,32062000000,31377000000,31336000000,27986000000,30401000000,36337000000,31405000000,27379000000,26236000000,24569000000,25483000000,25159000000,25459000000,24257000000,23460000000,23478000000,28437000000,28156000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,-18.79,-17.80,-16.35,,,-375.31,,-150.86,122.75,126.49,244.62,61.84,-210.67,114.73,85.79,623.11,308.34,36.79,70.45,266.09,75.86,38.61,-4.12,-41.61,8.88,-35.87,-34.34,-19.49,299.60,280.23,195.03,104.76,-69.51,-61.35,-34.99,-3.98,31.85,42.86,54.08,13.76,26.67,8.71,-19.91,4.48,-5.83,18.41,32.74,-1.55
NetDebtEBITDA_sy,-34.00,23.36,-7.31,,,-5.46,,20.69,-7.06,1.56,-27.42,-55.75,-44.42,-4.91,13.07,93.11,52.14,25.40,75.89,41.24,75.86,29.53,-1.17,3.39,-8.96,-35.82,-25.51,-9.09,-21.10,-17.35,-21.61,-19.30,1.57,34.12,5.28,19.21,27.09,4.16,27.68,20.20,8.35,25.86,35.15,7.74,61.58,-10.72,-23.66,-25.08
NetDebtEBITDA_qq,,,,,-303.74,-19.25,79.21,-0.70,191.15,38.83,13.49,-126.57,-164.32,369.38,-1.81,-25.18,5.27,76.87,22.35,60.70,-49.43,39.40,-15.36,-2.13,-5.71,-17.90,-13.34,20.01,368.00,-21.88,-32.76,-16.71,-30.32,-0.95,13.10,23.02,-4.32,7.32,21.98,-9.18,6.54,-7.89,-10.14,18.49,-3.98,15.82,0.74,-12.13
NetDebtEBITDA_sq,,,,,6.57,-5.77,6.91,12.42,-17.94,2.97,-23.60,-31.45,3.06,76.17,-9.15,17.08,-18.80,45.20,27.43,-5.99,1.10,6.95,-2.77,-1.66,-10.98,-24.61,12.86,20.01,-22.73,-21.02,7.04,23.54,-2.75,4.28,-15.97,39.89,3.68,-14.53,3.00,31.70,-6.55,-0.72,10.60,5.00,40.14,-45.14,-5.42,3.04
DebtFin,-69000000,-245000000,-306000000,-329000000,-8101000000,-8060000000,-699000000,-1650000000,-535000000,-217000000,-323000000,-666000000,-325000000,-319000000,-331000000,-698000000,-529000000,-1482000000,-665000000,-836000000,-1158000000,-1710000000,-402000000,-472000000,-477000000,3033000000,2533000000,2280000000,1671000000,14029000000,3144000000,3467000000,4321000000,15845000000,3459000000,24956000000,3430000000,16238000000,1915000000,2521000000,1695000000,13408000000,1062000000,724000000,675000000,10477000000,443000000,131000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,80.04,-92.94,-9.84,,,-2999.08,,-546.84,89.29,96.68,40.57,54.71,11.62,-261.83,-170.35,-312.06,-177.78,-260.52,0.20,55.15,-9.85,21.42,42.96,49.82,58.36,295.19,1006.79,805.51,2214.51,225.68,-60.23,-57.45,-87.73,-53.17,-24.57,496.87,4.43,49.65,-1.14,-83.01,-22.86,-2.32,-54.23,-69.61,-59.26,-0.85,-50.41,-84.64
DebtFinEBITDA_sy,80.04,-92.94,36.44,,,-479.86,,-487.03,78.78,24.82,59.40,-16.11,-22.69,-96.86,6.20,69.44,1.92,135.12,114.44,9.50,25.33,58.79,-556.94,83.83,131.65,7.03,405.28,381.66,155.71,-72.77,-56.37,145.58,59.25,462.59,72.44,316.88,2.83,32.11,-54.75,-105.32,-77.03,10.14,113.28,637.92,144.00,-75.33,-89.54,-30.93
DebtFinEBITDA_qq,,,,,-2171.52,-25.35,90.75,-145.57,62.38,61.16,-65.62,-87.13,26.58,-59.00,-23.75,-185.22,50.50,-106.36,65.74,-28.17,-21.24,-47.61,75.13,-12.74,-0.62,791.86,15.54,-12.28,201.57,6.56,-85.89,-6.16,-13.04,306.69,-77.27,642.60,-84.78,482.79,-84.99,27.66,-30.94,638.02,-92.97,-15.23,-7.43,1696.28,-96.48,-73.74
DebtFinEBITDA_sq,,,,,-2171.52,86.43,-72.69,-10.26,17.90,51.92,6.74,-215.35,13.25,22.84,55.56,-2.73,-178.45,127.63,-81.73,-743.96,-129.74,158.75,-152.57,77.21,549.65,98.65,49.95,-78.97,308.23,-78.84,140.26,18.35,164.73,-25.26,-26.36,186.13,-34.70,-3.98,-74.78,-133.61,382.17,360.40,-51.16,-15.23,27.99,-53.44,-79.30,459.86
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,-10.57,-45.91,58.30,,,109.68,,-29.17,-73.91,-50.71,-70.01,-5.57,36.95,-40.80,-2.14,-22.78,-26.05,-13.90,-19.82,-19.69,-15.63,2.20,8.70,10.32,10.65,40.72,4.78,8.56,2.89,-55.64,-40.97,-40.37,-37.83,12.36,13.80,13.52,12.61,5.83,2.37,5.37,4.19,-2.26,-2.03,-6.77,-4.21,2.15,1.69,-0.30
SP1_sy,-18.25,7.27,11.79,,,-6.27,,-14.60,-17.55,4.44,-11.41,1.27,11.68,-6.43,4.82,-4.71,-16.77,-17.88,-4.49,-4.24,0.78,5.41,-4.59,0.45,-5.47,-0.35,-4.12,-7.02,1.15,2.94,-7.85,-5.85,-7.98,-6.35,0.29,-0.63,-1.44,-1.47,-0.74,-7.73,-10.76,-9.18,-8.52,-1.14,-1.34,-8.24,-3.19,-4.06
SP1_qq,,,,,93.04,-8.18,4.18,-61.64,-28.90,73.50,-36.62,20.79,3.11,-25.00,4.77,-4.69,-1.25,-12.69,-2.44,-4.54,3.75,5.77,3.76,-3.11,4.06,34.52,-22.74,0.38,-1.38,-42.00,2.81,1.40,2.82,4.82,4.13,1.14,2.00,-1.49,0.73,4.10,0.86,-7.59,0.96,-0.93,3.63,-1.46,0.51,-2.87
SP1_sq,,,,,5.22,-16.43,6.28,-8.61,1.58,5.86,-9.85,4.47,12.02,-11.30,0.98,-5.03,-2.16,-12.48,17.45,-4.77,2.95,-8.46,6.31,0.25,-3.11,-3.50,2.29,-2.78,5.40,-1.79,-8.43,-0.68,3.03,-0.06,-1.95,-1.58,2.19,-0.09,-1.22,-8.51,-1.17,1.68,-0.50,-1.13,-1.37,-5.43,4.98,-2.02
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,0.72,-42.49,44.55,,,89.19,,-33.87,-73.93,-50.80,-70.04,-5.13,36.69,-40.73,-2.03,-22.96,-25.08,-12.62,-18.68,-17.82,-15.01,10.83,17.69,18.36,18.53,39.57,3.40,6.70,1.20,-54.56,-39.00,-36.68,-34.56,12.14,12.54,11.77,10.04,2.91,-1.28,1.43,0.56,-4.19,-3.41,-10.07,-6.68,-0.10,0.03,-1.76
SP2_sy,-19.61,9.74,13.63,,,-6.20,,-8.72,-25.23,-1.13,-11.56,-0.93,12.52,-4.12,2.29,-3.86,-14.97,-15.39,-3.10,-0.80,-2.54,4.48,-4.72,-8.60,2.60,-0.50,-4.90,0.56,-1.17,2.47,0.82,-6.48,-2.77,-4.56,1.72,5.10,1.10,-0.17,-1.11,-2.99,-8.87,-7.02,0.81,-0.55,-1.73,-7.41,-11.87,2.74
SP2_qq,,,,,81.39,-8.35,4.04,-61.77,-28.49,72.96,-36.65,21.06,3.04,-25.00,4.72,-4.80,0.21,-12.53,-2.55,-3.79,3.64,14.07,3.48,-3.24,3.78,34.31,-23.34,-0.15,-1.57,-39.69,2.90,3.65,1.73,3.36,3.26,2.94,0.15,-3.34,-0.94,5.77,-0.70,-7.91,-0.13,-1.53,3.04,-1.42,,-3.29
SP2_sq,,,,,12.11,-13.89,1.01,-6.39,-8.17,13.87,-9.64,4.86,4.30,-2.98,-3.59,-1.45,-7.75,-3.46,10.40,0.89,-9.37,3.50,0.68,-3.21,1.73,0.38,-3.77,2.34,-0.02,4.08,-5.33,-5.07,3.94,2.17,0.91,-1.92,-0.01,0.88,-0.04,-3.79,-6.07,2.93,8.38,-5.09,-7.19,-3.01,,10.65
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,-68.24,121.15,28.04,,,5199.83,,829.67,-95.32,-97.92,-70.58,-70.26,-57.55,48.92,32.04,109.55,133.48,146.94,-28.44,-76.72,-22.43,-5.04,10.56,42.29,-34.59,-24.57,-17.53,-26.31,4.20,-88.81,-82.70,-28.34,-94.00,-63.87,-75.59,-47.34,13.43,262.32,54.84,-62.45,168.42,-64.40,50.00,2.88,-72.55,-58.43,-48.61,-8.41
CAR_sy,15.72,3.40,6.30,,,162.36,,207.37,188.27,-18.55,34.00,-19.53,75.08,18.42,-16.19,27.29,-19.49,-19.17,-36.45,-47.77,7.67,-17.42,-28.08,-1.42,-53.71,16.62,53.72,-3.49,48.24,-40.98,-10.98,-3.72,-38.44,-16.72,-2.88,-19.48,7.70,41.67,7.75,1.54,-4.54,-31.16,-25.33,-4.43,-15.08,18.64,-0.81,-9.09
CAR_qq,,,,,8678.81,-31.49,-90.72,66.61,-55.81,-69.61,31.48,68.43,-36.93,6.63,16.58,167.29,-29.73,12.78,-66.22,-13.04,134.14,38.07,-60.67,11.91,7.63,59.24,-57.00,,52.18,-82.90,-33.51,314.17,-87.26,2.99,-55.07,793.55,-72.56,228.95,-80.80,116.67,96.15,-56.37,-19.10,48.61,-47.66,-33.93,,164.86
CAR_sq,,,,,-46.00,487.79,-26.39,31.56,-49.36,66.08,21.11,-21.00,10.18,12.33,-14.28,19.98,-30.31,12.78,-32.61,-1.40,43.67,-13.49,-41.31,35.15,-32.54,117.95,-22.64,,3.62,-13.23,16.69,-8.23,-33.75,17.38,36.08,-23.91,-11.39,54.40,3.50,-28.30,-16.69,11.34,12.27,-8.22,-25.98,55.54,,-15.88
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,27.58,-40.77,49.32,,,472.67,,191.84,-72.29,-39.77,-67.94,-25.64,15.57,-42.20,19.41,30.88,-2.26,-43.62,-62.47,-74.22,-65.56,-4.08,85.41,108.05,87.78,173.25,-32.43,-30.98,-50.61,-89.66,-67.90,-65.73,-59.53,9.19,3.74,32.51,24.80,7.46,-10.50,1.89,8.87,8.95,25.49,-20.01,-10.70,-3.61,-0.98,0.52
QR_sy,31.51,-16.77,24.02,,,8.76,,21.64,60.24,-7.52,0.62,6.57,-12.09,16.49,21.82,-5.46,-10.30,-15.78,-13.23,-9.37,-23.63,-13.42,-10.38,-0.58,1.32,19.70,2.76,-2.98,3.76,-10.45,-13.14,-5.88,-19.12,-3.21,0.71,-8.84,4.07,5.57,-3.77,-7.66,-16.87,-12.10,-11.33,7.40,15.00,5.10,22.55,3.22
QR_qq,,,,,762.55,-30.28,5.84,-54.15,-18.09,51.51,-43.66,6.36,27.30,-24.22,16.39,16.57,-4.94,-56.29,-22.53,-19.92,27.02,21.73,49.74,-10.14,14.64,77.14,-62.97,-8.22,-17.95,-62.92,14.94,-2.00,-3.11,0.05,9.20,25.17,-8.75,-13.85,-9.05,42.50,-2.49,-13.79,4.76,-9.17,8.86,-6.94,7.62,-7.80
QR_sq,,,,,13.09,7.50,-7.24,7.86,48.98,-37.96,0.93,14.23,22.90,-17.79,5.54,-11.34,16.61,-22.82,8.75,-7.40,-1.74,-12.50,12.56,2.73,0.14,3.37,-3.36,-3.01,7.09,-10.78,-6.27,5.10,-7.97,6.76,-2.47,-4.87,5.06,8.30,-11.10,-8.71,-5.42,14.51,-10.32,10.58,1.27,4.66,4.56,-6.87
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,10.65,-27.07,28.45,,,365.76,,179.21,-63.52,-35.59,-61.32,-22.21,2.07,-32.98,19.42,35.95,3.96,-45.39,-61.34,-73.02,-61.39,7.96,96.06,126.63,82.38,148.14,-28.94,-29.51,-42.76,-85.60,-64.97,-59.88,-53.80,19.12,16.83,10.61,11.03,2.62,-0.45,9.75,3.47,-4.39,-4.18,-14.36,-7.52,0.35,-1.77,-3.95
CR_sy,17.18,-3.07,16.82,,,6.80,,48.41,118.20,2.31,-25.06,12.66,-4.59,-5.11,34.51,-20.14,-27.95,-20.75,-17.86,-6.63,-33.31,-2.60,-14.58,-9.57,16.26,8.68,-1.59,-3.96,5.92,-9.00,-4.47,-0.83,-11.06,-3.21,1.24,-1.54,-1.07,0.57,-1.22,-5.12,-7.82,-9.54,-7.86,-3.76,0.68,4.21,4.14,9.91
CR_qq,,,,,626.86,-29.61,8.77,-49.83,-5.02,24.27,-34.68,0.90,24.61,-18.40,16.40,14.87,-4.71,-57.14,-17.61,-19.82,36.34,19.87,49.62,-7.32,9.72,63.09,-57.15,-8.06,-10.90,-58.97,4.21,5.31,2.59,5.81,2.21,-0.30,2.97,-2.20,-0.85,9.91,-2.91,-9.64,-0.63,-1.77,4.84,-1.94,-2.74,-3.95
CR_sq,,,,,-3.61,53.47,8.35,-7.41,41.71,-28.04,-20.64,39.21,20.01,-28.43,12.49,-17.35,8.27,-21.27,16.59,-6.05,-22.66,14.98,2.25,-0.54,-0.57,7.48,-7.42,-2.93,9.66,-7.65,-2.81,0.77,-1.65,0.49,1.66,-2.00,-1.18,2.16,-0.16,-5.87,-3.99,0.25,1.70,-1.69,0.44,3.77,1.63,3.76
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,-68.24,433.65,-46.94,,,11199.32,,3465.90,-96.43,-97.01,-88.10,-30.78,349.54,59.66,41.46,-51.04,-64.57,23.22,-49.48,-83.50,-65.78,-37.87,-29.93,32.76,-18.91,63.79,602.70,516.71,420.38,-94.02,-98.22,-93.30,-98.57,-52.10,-65.12,-47.99,-12.28,120.18,-16.67,-64.31,105.00,-52.99,98.00,18.87,-72.20,-67.80,-61.62,-22.22
PP_sy,-35.51,-2.20,54.68,,,106.29,,94.61,316.35,-12.78,27.47,104.65,359.95,4.13,16.08,-40.86,-71.43,1.46,-44.04,-57.99,-15.66,-35.91,-31.19,1.77,-47.34,35.66,38.29,-3.24,32.41,-49.19,-38.61,-11.94,-36.52,8.08,46.25,-9.02,19.35,8.76,-6.96,-3.30,-16.61,-29.91,-20.13,-7.90,-1.61,31.73,-3.56,-13.52
PP_qq,,,,,18465.52,-31.33,-65.40,-19.17,-81.39,-42.61,37.83,370.26,20.85,-79.62,22.12,62.75,-12.54,-29.11,-49.94,-46.83,81.36,28.71,-43.54,0.73,10.78,159.96,142.24,-11.60,-6.52,-97.01,-27.73,231.98,-80.04,,-47.37,395.00,-66.33,151.00,-80.08,112.00,93.40,-42.44,-16.10,27.27,-54.76,-33.33,,157.89
PP_sq,,,,,-70.20,581.15,-26.04,29.64,-36.25,42.70,8.08,108.15,43.28,-67.69,20.48,6.04,-30.78,14.73,-33.55,-20.40,38.98,-12.82,-28.66,17.72,-28.09,124.61,-27.27,-17.64,-1.59,-13.81,-12.14,18.15,-29.06,,18.90,-26.50,-6.94,33.73,1.71,-23.61,-19.74,12.39,15.91,-11.91,-14.26,50.48,,-21.01
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,32.12,-49.58,67.11,,,78.95,,84.60,-12.04,93.79,-63.38,-24.25,-20.21,-47.76,16.67,77.91,32.31,-50.57,-63.86,-70.60,-65.79,5.01,100.29,100.14,102.80,197.73,-68.29,-65.43,-79.24,-89.32,-30.42,-33.69,1.24,12.34,7.44,44.89,28.77,5.60,-11.29,-13.47,-9.13,11.96,27.07,-6.40,5.55,-4.94,-1.69,0.42
RCLR_sy,11.33,-17.95,13.04,,,2.17,,-12.49,46.51,4.10,-8.56,15.55,-28.33,-0.59,34.93,12.39,37.68,4.46,-3.62,7.15,-17.00,-4.30,-10.60,-7.72,11.06,8.89,0.01,-9.51,-23.12,-14.09,-9.72,-1.68,4.85,3.94,5.52,5.18,-0.55,-5.63,-17.03,-12.11,-21.84,-1.45,-3.03,-4.81,-1.21,-9.74,9.03,-2.35
RCLR_qq,,,,,161.98,-26.78,175.64,-65.08,24.83,61.31,-47.91,-27.78,31.47,5.63,16.33,10.13,-2.23,-60.54,-14.95,-10.41,13.77,21.13,62.22,-10.48,15.29,77.83,-82.72,-2.41,-30.77,-8.51,12.57,-7.00,5.70,1.52,7.67,25.42,-6.06,-16.75,-9.55,22.33,-1.34,2.56,2.66,-9.88,11.25,-7.64,6.17,-7.95
RCLR_sq,,,,,-0.12,6.72,-2.35,-15.92,67.21,-24.17,-14.23,6.24,3.72,5.18,16.42,-11.51,27.06,-20.20,7.41,-1.62,-1.57,-7.99,0.34,1.55,18.46,-9.79,-7.85,-8.11,0.64,0.81,-3.16,0.07,7.33,-0.06,-1.70,-0.25,1.48,-5.16,-13.57,5.66,-9.75,19.58,-14.96,3.73,-6.33,9.25,2.72,-7.10
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,6.30,-35.00,40.32,,,70.53,,13.66,-56.59,-24.10,-50.55,-7.23,41.32,-39.26,-0.50,-22.05,-26.23,-28.42,-40.93,-48.31,-36.00,21.41,54.27,75.63,51.92,64.40,-2.20,1.26,-10.64,-100.02,-95.02,-88.46,-84.50,69200.00,398.81,141.58,104.15,20.69,-6.09,23.86,8.13,-26.98,-24.40,-55.06,-34.77,0.33,-5.04,-25.24
KP_sy,12.43,25.56,22.25,,,-22.39,,39.04,12.45,5.69,-31.85,-7.95,0.76,1.52,31.22,1.97,9.14,-30.89,-10.68,-23.64,-18.10,-3.77,-22.55,-10.87,2.86,23.87,4.58,1.76,-4.07,-18.30,-22.06,-15.16,-20.73,-6.26,3.75,12.48,7.38,-6.68,0.10,-11.97,-16.47,-16.82,-9.28,-18.78,-10.73,12.38,-8.89,33.25
KP_qq,,,,,81.46,-4.06,1.48,-35.66,-30.69,67.74,-33.89,20.70,5.57,-27.90,8.29,-5.44,-0.08,-30.04,-10.63,-17.26,23.72,32.71,13.56,-5.80,7.01,43.60,-32.45,-2.46,-5.56,-100.03,16900.00,126.19,26.84,43.36,21.27,9.55,7.19,-15.24,-5.64,44.47,-6.42,-42.76,-2.30,-14.12,35.81,-11.96,-7.53,-32.39
KP_sq,,,,,-6.15,35.37,18.34,-7.52,-24.09,27.23,-23.69,24.90,-16.91,28.19,-1.37,-2.94,-11.06,-18.84,27.49,-17.03,-4.60,-4.64,2.61,-4.52,10.10,14.84,-13.37,-7.09,3.79,-2.20,-17.35,1.13,-3.02,15.65,-8.52,9.64,-7.42,0.50,-1.88,-3.58,-12.14,0.08,7.02,-13.68,-3.43,25.97,-13.23,26.24
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,35.16,-12.41,26.78,,,299.05,,114.15,-58.39,-38.02,-60.84,-21.80,14.73,-45.56,-4.94,-18.88,-6.48,-0.01,-15.58,-34.80,-45.03,-12.36,-15.19,3.01,19.20,38.97,23.97,28.98,19.79,-100.03,-96.43,-92.93,-93.32,22475.00,191.28,60.30,68.15,19.44,-9.98,39.64,56.52,18.43,11.63,-40.55,-35.02,-14.77,-13.81,-35.46
PKKO_sy,-1.95,-8.13,28.84,,,64.24,,96.88,427.47,-4.74,-13.41,9.64,12.94,11.43,45.76,5.81,-39.16,-41.74,-38.17,-13.17,-40.50,-3.19,-10.47,-8.08,35.70,16.54,9.45,-19.61,-10.44,-27.96,-33.18,-0.74,-21.18,18.59,5.93,-6.45,5.29,-23.98,-16.98,-27.62,-27.48,-16.72,2.58,-18.45,-8.22,4.09,-13.42,60.64
PKKO_qq,,,,,239.68,5.41,1.36,-40.99,-33.99,56.98,-35.95,17.82,-3.16,-25.51,11.85,0.54,11.65,-20.36,-5.57,-22.35,-5.87,26.98,-8.62,-5.69,8.92,48.05,-18.48,-1.88,1.16,-100.03,10425.00,93.95,-4.37,16.84,34.41,6.73,0.31,-17.00,1.31,65.56,12.44,-37.20,-4.50,-11.83,22.89,-17.63,-3.43,-33.97
PKKO_sq,,,,,-37.97,307.25,-7.88,-15.39,66.18,-26.45,-16.27,7.13,71.18,-27.44,9.53,-22.23,-1.56,-30.52,16.24,9.22,-32.55,13.05,7.50,12.14,-0.43,-2.91,0.95,-17.63,10.93,-21.90,-6.35,22.35,-11.92,17.51,-16.35,8.05,-0.86,-15.16,-8.65,-5.79,-0.67,-2.58,12.52,-25.11,11.80,10.49,-6.41,38.95
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,-23.33,29.55,-13.67,,,-18.57,,-19.51,-20.49,-32.37,4.19,3.08,2.73,39.56,13.85,5.61,4.98,-6.54,-1.60,-0.38,16.44,16.78,23.29,35.28,11.92,-5.83,-11.53,-8.66,6.48,76.52,111.83,87.84,84.55,42.39,10.10,5.36,-9.98,-23.92,-24.17,-16.44,-13.08,-15.15,-11.78,-18.26,-7.86,9.30,13.43,16.45
RN_sy,9.56,17.49,-4.16,,,-2.96,,-1.78,0.74,0.22,-7.01,-4.27,-12.98,-10.12,-10.71,-13.60,-7.08,-7.50,-6.28,-1.94,-2.43,4.08,3.46,4.53,3.82,6.26,8.85,12.05,9.41,-3.11,-4.97,-8.67,-2.85,5.87,6.09,4.08,-2.81,-4.02,-5.60,-5.35,-4.97,-6.77,-0.83,-0.58,0.90,2.18,0.15,2.50
RN_qq,,,,,-1.11,-0.14,-22.39,5.03,-2.32,-15.07,19.57,3.91,-2.65,15.37,-2.45,-3.61,-3.23,2.72,2.70,-2.43,13.11,3.02,8.43,7.06,-6.41,-13.32,1.87,10.53,9.10,43.69,22.25,-1.99,7.19,10.86,-5.47,-6.20,-8.42,-6.30,-5.78,3.36,-4.74,-8.53,-2.05,-4.23,7.37,8.51,1.66,-1.68
RN_sq,,,,,2.90,-5.01,4.26,-3.62,5.54,-5.50,-3.26,-0.77,-4.07,-2.39,-3.91,-3.98,3.18,-2.84,-2.63,0.47,2.65,3.65,-3.21,1.51,1.95,6.09,-0.86,4.48,-0.45,-6.05,-2.75,0.41,5.90,2.37,-2.55,-1.49,-1.10,1.09,-4.16,-1.23,-0.71,-0.82,1.96,-0.98,0.77,0.44,-0.07,1.34
CRN,171000,132000,153000,186000,188000,188000,243000,231000,236000,278000,233000,224000,230000,199000,205000,212000,219000,213000,208000,213000,188000,183000,169000,157000,168000,194000,191000,172000,158000,110000,90000,92000,86000,77000,82000,87000,95000,102000,108000,104000,109000,120000,122000,128000,119000,109000,108000,110000
CRN_yy,30.53,-22.81,15.91,,,22.88,,24.19,25.53,47.87,-4.12,-3.03,-2.54,-28.42,-12.02,-5.36,-4.78,7.04,1.46,0.47,-14.16,-14.08,-18.75,-26.29,-10.64,6.01,13.02,9.55,-5.95,-43.30,-52.88,-46.51,-45.57,-30.00,-8.89,-5.43,10.47,32.47,31.71,19.54,14.74,17.65,12.96,23.08,9.17,-9.17,-11.48,-14.06
CRN_sy,-9.38,-14.94,4.73,,,3.23,,2.56,-1.32,,7.14,4.38,15.33,11.25,12.12,14.97,7.51,7.87,6.49,2.08,2.69,-4.17,-3.55,-4.08,-3.14,-5.43,-7.37,-10.64,-9.19,2.87,4.55,9.52,3.57,-5.59,-5.43,-4.35,2.30,4.14,5.75,5.68,5.62,7.95,1.09,1.08,-1.06,-2.11,,-3.19
CRN_qq,,,,,1.08,,29.26,-4.94,2.16,17.80,-16.19,-3.86,2.68,-13.48,3.02,3.41,3.30,-2.74,-2.35,2.40,-11.74,-2.66,-7.65,-7.10,7.01,15.48,-1.55,-9.95,-8.14,-30.38,-18.18,2.22,-6.52,-10.47,6.49,6.10,9.20,7.37,5.88,-3.70,4.81,10.09,1.67,4.92,-7.03,-8.40,-0.92,1.85
CRN_sq,,,,,-2.56,,-3.75,3.90,-6.25,6.67,3.12,1.21,3.59,2.89,3.93,3.78,-3.12,3.23,2.60,-0.51,-2.55,-3.66,3.26,-1.05,-1.60,-5.95,1.15,-4.55,,6.55,2.79,,-5.43,-2.87,2.96,1.15,1.14,-1.12,4.55,1.09,1.08,1.06,-2.11,1.08,-1.06,,,-2.15
CPZ,93000,142000,95000,117000,105000,93000,76000,57000,60000,60000,66000,69000,74000,79000,78000,70000,67000,84000,113000,154000,159000,152000,122000,93000,84000,72000,93000,110000,146000,197000,171000,186000,172000,151000,157000,149000,153000,162000,176000,179000,194000,206000,198000,210000,193000,180000,178000,181000
CPZ_yy,-1.06,52.69,-33.10,,,-2.11,,-51.28,-42.86,-35.48,-13.16,21.05,23.33,31.67,18.18,1.45,-9.46,6.33,44.87,120.00,137.31,80.95,7.96,-39.61,-47.17,-52.63,-23.77,18.28,73.81,173.61,83.87,69.09,17.81,-23.35,-8.19,-19.89,-11.05,7.28,12.10,20.13,26.80,27.16,12.50,17.32,-0.52,-12.62,-10.10,-13.81
