,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,65.60,16.90,192.44,-52.81,,,-94.15,,-82.95,60.91,875.22,492.46,268.26,1416.03,428.41,-8.63,167.10,-79.48,-67.83,61.76,38.37,50.60,-3.69,-8.69,-74.25,-76.58,-74.13,-70.70,-21.99,-18.22,-15.28,-18.34,8.46,-25.39,57.72,53.66,11.02,64.20,-28.92,-24.61,-32.22
CR_sy,,5.28,-20.85,12.71,21.29,,,-9.30,,55.18,253.81,45.68,77.52,29.09,-3.20,1.38,10.33,-16.31,-18.10,4.02,16.96,16.54,2.09,-0.05,-35.16,-33.00,-24.60,-1.73,64.87,38.33,43.59,28.36,-45.49,-17.36,0.33,-4.12,15.44,-3.95,-11.79,-35.92,-15.82,-25.02
CR_qq,,,,,,,-68.39,-67.11,76.49,-7.12,198.43,99.37,7.22,-42.27,1128.55,-30.51,-81.46,68.76,-5.64,8.98,-6.79,44.35,2.70,-30.31,-11.63,-59.29,-6.61,-22.99,0.06,8.40,-2.09,-20.23,-3.55,43.97,-32.65,68.65,-6.03,4.02,-0.39,-26.99,-0.34,-6.48
CR_sq,,,,,,,-37.89,80.67,-14.75,62.21,41.62,-25.61,3.88,17.96,6.19,-22.09,13.05,-10.52,3.91,-1.04,27.11,-10.84,-8.97,-3.12,-17.53,-7.88,2.45,26.25,38.36,-22.71,6.35,12.86,-41.25,17.18,29.12,7.85,-29.25,-2.50,18.58,-21.65,-7.06,-13.17
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,83.37,-49.87,872.50,-66.04,,,-99.42,,-29.34,281.42,8794.17,16815.38,165.07,,386.24,,,,-47.29,,,63.88,-10.61,-5.09,-76.92,-79.89,-78.65,-77.33,-41.15,-39.73,-27.71,-29.96,5.87,-61.35,43.14,40.56,-10.01,150.86,-54.87,-53.83,-64.51
PP_sy,,22.52,-68.56,110.77,-76.72,,,191.95,,230.87,87.11,143.44,138.12,20.14,,4.67,,,,2.83,,,-27.89,-14.58,-10.63,30.89,-18.03,-18.59,-18.85,-48.62,-24.27,-5.82,-12.52,66.60,17.35,-23.80,3.55,-54.65,-45.63,-55.63,-70.38,-63.46
PP_qq,,,,,,,-5.03,-94.23,-45.83,2278.46,412.68,34.66,3.02,-62.73,,,,,,33.82,-17.77,50.43,-1.00,-27.01,-12.70,-63.42,-13.75,-22.49,-7.30,-5.04,-11.66,-7.04,-10.17,43.54,-67.76,244.30,-11.79,-8.10,-10.12,-38.06,-9.76,-29.36
PP_sq,,,,,,,15.25,27.07,8.28,108.65,-34.83,65.32,5.91,5.28,,,,,,-34.90,19.97,-33.36,38.53,-22.87,25.51,-2.39,-13.25,-23.40,25.11,-38.20,27.86,-4.75,16.21,17.70,-9.94,-38.15,57.94,-48.45,7.97,-49.53,5.43,-36.40
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,43.80,126.48,-65.59,83.46,,,-85.29,,-89.64,-58.13,383.48,153.23,345.15,,324.85,,,,-87.37,,,19.80,42.18,-20.57,-63.53,-65.46,-55.21,-44.34,26.46,23.54,9.28,0.13,-16.86,-17.56,38.34,32.31,24.86,18.97,-45.15,-41.76,-37.07
RCLR_sy,,-6.75,-5.21,-25.15,32.30,,,-43.80,,8.51,104.39,54.49,39.05,9.52,,8.03,,,,-37.50,,,-35.95,11.71,42.93,-44.20,-13.62,101.12,-50.92,16.54,25.88,-58.44,10.31,-2.83,17.85,31.52,29.24,15.37,18.35,17.76,9.74,-22.03
RCLR_qq,,,,,,,-78.08,-48.93,92.34,-51.89,-11.41,489.81,0.74,-15.44,,,,,,-50.51,64.92,24.59,17.81,-41.26,-7.87,-42.79,11.57,-23.83,14.49,29.99,8.99,-32.63,4.91,7.93,8.08,13.05,0.33,1.86,2.98,-47.87,6.51,10.07
RCLR_sq,,,,,,,0.39,-19.36,10.67,21.12,89.10,-39.05,-0.40,-4.60,,,,,,-39.16,44.25,11.92,-34.79,6.11,84.57,-56.31,0.95,147.07,-54.96,3.73,9.04,-18.43,19.56,-8.62,32.25,-8.97,17.49,-18.43,35.66,-9.42,9.48,-42.04
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,300.21,46.92,8.06,-93.70,,,-429.74,,-1831.41,-14.98,128.57,122.18,101.59,3184.67,1174.02,-13.56,1960.47,-91.16,-63.34,440.15,143.45,198.60,-14.17,-21.96,-90.68,-97.88,-134.08,-140.09,-229.85,-731.11,-25.77,-41.04,50.19,-138.38,113.66,96.32,133.08,105.47,-545.24,-1420.83,-1130.23
KP_sy,,34.99,-33.77,-29.34,75.58,,,-59.62,,1458.44,2900.00,150.85,25.56,36.56,73.15,41.05,-22.33,8.11,-33.27,5.13,54.59,-5.68,-0.98,-19.37,-33.91,-53.10,-34.75,6.49,-21.78,11.30,-21.88,-48.82,40.77,59.64,77.43,90.86,56.92,-16.30,-33.23,-46.41,-34.92,-27.46
KP_qq,,,,,,,-245.51,-451.98,-14.05,-89.01,90.34,237.16,-11.45,-86.44,18623.26,-43.35,-93.99,223.36,-19.64,134.83,-11.48,45.74,-1.44,-32.50,-19.51,-82.60,-77.61,-1186.67,5.32,43.63,-8.81,-116.55,-6.18,80.09,-420.77,112.41,-128.57,279.17,-13.95,-1110.81,2.41,-21.37
KP_sq,,,,,,,-31.88,1082.57,78.59,8.32,31.14,-1.12,-10.61,17.80,66.28,-19.45,-50.78,63.96,2.64,26.92,-27.62,0.04,7.75,3.34,-40.68,-28.99,49.89,68.66,-56.42,1.03,5.21,10.49,19.86,14.57,16.93,18.86,-1.45,-38.88,-6.73,-4.60,19.68,-31.87
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-447.63,119.33,101.82,-93.76,,,7311.01,,1178.32,154.09,-162.96,-903.57,-116.58,-290926.61,-824.92,-391.27,-40813.04,60.23,-244.69,-388.80,-227.40,-334.39,22.23,-10.52,80.51,96.98,142.43,138.87,184.13,503.76,-14.59,5.96,-55.15,109.83,-114.15,-95.83,-143.11,-111.55,1176.31,5307.22,7848.39
PKKO_sy,,40.24,-10.35,-4.97,-58.21,,,-143.54,,-267.57,113.52,28.83,181.03,692.66,-1883.49,721.84,-32.39,3.79,267.28,-305.26,-632.01,-686.48,-1263.96,-435.76,26.38,69.37,71.03,85.91,86.12,72.27,165.76,118.85,99.28,175.50,-105.41,-820.73,12005.00,-1671.37,-2247.18,205.52,-35.74,80.52
PKKO_qq,,,,,,,-240.91,12457.82,-93.19,7.78,-94.04,-14482.57,13.07,97.78,-104520.79,54.26,53.83,-85.15,-1.70,-296.45,34.52,-24.02,-34.93,29.02,6.95,78.12,79.09,1096.82,-14.76,-52.65,0.35,110.85,5.76,-79.96,369.52,-114.22,131.16,-307.27,-25.78,1425.12,56.52,197.01
PKKO_sq,,,,,,,-195.38,-15.76,678.56,-126.23,107.70,-709.17,2384.64,-44.68,-123.16,312.40,148.41,-15.08,-62.66,-360.61,-543.87,6.39,25.90,-19.96,11.53,61.05,29.92,41.65,12.87,22.16,266.17,-83.27,-103.32,8290.00,-111.90,-2128.72,154.79,-1181.02,82.22,200.20,-66.64,-427.78
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-15.61,-53.16,181.87,10.89,,,13.99,,-42.18,-80.09,-88.23,-95.29,-90.85,1.79,70.49,350.31,142.85,-70.12,-98.32,-100.99,-106.77,-108.35,-62.41,762.38,219.54,307.64,758.02,18.19,80.26,12.23,5.32,-80.60,667.04,894.96,908.74,4434.17,-80.35,-77.25,-66.87,-64.22,-20.45
RN_sy,,-36.45,-15.14,-13.61,21.24,,,-21.59,,-61.02,-48.56,-20.37,-42.46,19.88,179.75,-15.05,153.98,16.26,-77.08,-49.35,-60.81,-78.66,35.43,55.81,101.90,388.87,-7.07,-28.18,-27.90,-50.33,107.21,79.89,57.20,116.43,3.37,-24.41,-33.49,-65.01,-35.39,-44.96,7.72,140.56
RN_qq,,,,,,,28.62,-5.21,-21.90,-39.28,-55.70,-43.96,-68.75,17.91,393.01,-6.14,-17.46,-36.41,-39.35,-94.72,-148.72,-333.81,25.25,123.79,758.64,-21.71,29.84,-1.70,18.27,19.40,-19.15,-7.75,-78.21,4620.06,4.87,-6.47,-2.06,-79.54,21.39,36.19,5.78,-54.51
RN_sq,,,,,,,-25.19,47.46,-62.30,-6.27,-1.29,128.29,-72.76,95.30,130.35,-30.68,-18.56,-10.60,-54.59,53.18,-36.98,-51.33,188.20,76.24,-18.33,17.86,-45.22,36.21,-18.02,-18.81,128.54,18.25,-28.35,11.78,9.15,-13.52,-36.96,-41.19,101.54,-26.34,23.38,31.33
CRN,40000,48000,102000,36000,33000,35000,27000,29000,37000,60000,136000,243000,777000,659000,134000,142000,173000,271000,447000,8475000,-17420000,-4006000,-5362000,22581000,2625000,3352000,2582000,2626000,2220000,1859000,2300000,2492000,11429000,242000,231000,247000,252000,1234000,1016000,746000,705000,1550000
CRN_yy,,20.00,112.50,-64.71,-8.33,,,-12.12,,71.43,403.70,737.93,2000.00,998.33,-1.47,-41.56,-77.73,-58.88,233.58,5868.31,-10169.36,-1578.23,-1299.55,166.44,115.07,183.67,148.15,-88.37,-15.43,-44.54,-10.92,-5.10,414.82,-86.98,-89.96,-90.09,-97.80,409.92,339.83,202.02,179.76,25.61
CRN_sy,,57.50,16.93,14.93,-24.02,,,38.86,,60.22,19.54,26.12,401.63,117.93,-12.18,18.93,-60.62,-13.92,337.23,94.78,-2.88,-20.59,-66.28,-35.89,30.08,20.83,135.64,39.44,2.28,49.43,-64.39,-45.71,-48.89,-57.95,-9.14,24.74,45.79,68.90,85.06,8.86,11.11,3.61
CRN_qq,,,,,,,-22.86,7.41,27.59,62.16,126.67,78.68,219.75,-15.19,-79.67,5.97,21.83,56.65,64.94,1795.97,-305.55,77.00,-33.85,521.13,-88.38,27.70,-22.97,1.70,-15.46,-16.26,23.72,8.35,358.63,-97.88,-4.55,6.93,2.02,389.68,-17.67,-26.57,-5.50,119.86
CRN_sq,,,,,,,44.20,2.68,-8.21,17.89,7.59,8.33,265.09,-48.78,-56.65,46.72,20.90,11.93,120.22,-34.64,-39.72,-8.47,-6.48,24.26,22.31,-14.98,82.38,-26.47,-10.29,24.20,-56.54,12.09,-15.53,2.18,-6.10,53.90,-1.27,18.38,2.89,-9.47,0.78,10.38
CPZ,76000,63000,59000,61000,20000,27000,35000,62000,106000,281000,759000,1061000,3192000,1908000,210000,63000,171000,313000,519000,12209000,-26531000,-6010000,-7399000,29337000,3614000,7175000,6890000,8092000,7287000,5793000,6838000,7190000,32730000,728000,732000,720000,685000,3175000,2508000,2031000,2144000,5363000
CPZ_yy,,-17.11,-6.35,3.39,-67.21,,,210.00,,940.74,2068.57,1611.29,2911.32,579.00,-72.33,-94.06,-94.64,-83.60,147.14,19279.37,-15615.20,-2020.13,-1525.63,140.29,113.62,219.38,193.12,-72.42,101.63,-19.26,-0.75,-11.15,349.16,-87.43,-89.30,-89.99,-97.91,336.13,242.62,182.08,212.99,68.91
CPZ_sy,,21.67,8.22,144.30,-29.02,,,78.83,,60.54,30.98,4.90,49.13,27.93,35.33,-3.89,-14.53,28.82,27.65,40.49,38.78,4.58,14.38,19.02,45.10,38.25,37.42,-19.13,-20.95,-17.94,-40.46,19.61,10.26,4.29,14.26,-20.65,-9.30,11.92,35.82,5.52,1.00,-17.14
CPZ_qq,,,,,,,29.63,77.14,70.97,165.09,170.11,39.79,200.85,-40.23,-88.99,-70.00,171.43,83.04,65.81,2252.41,-317.31,77.35,-23.11,496.50,-87.68,98.53,-3.97,17.45,-9.95,-20.50,18.04,5.15,355.22,-97.78,0.55,-1.64,-4.86,363.50,-21.01,-19.02,5.56,150.14
CPZ_sq,,,,,,,14.35,92.16,-29.39,3.47,-6.70,53.89,0.39,-11.24,-1.31,9.29,-10.73,33.79,-2.20,20.28,-11.82,0.82,6.97,25.15,7.51,-3.94,6.33,-26.35,5.09,-0.28,-22.86,47.96,-3.13,-5.68,-15.48,2.76,10.73,16.38,2.57,-20.17,5.98,-4.51
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,-32.01,-74.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,-56.84,-2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-26.72,-9.26,-66.83,368.69,,,101.24,,-12.48,-84.91,-93.45,-98.20,-96.03,-71.86,24.94,289.50,107.79,-18.85,-98.46,-100.84,-105.47,-105.82,-66.99,740.00,240.33,377.04,1102.94,88.89,188.19,76.20,58.68,-72.43,797.95,962.22,867.95,3864.67,-81.00,-79.63,-70.03,-68.19,-33.15
RMO_sy,,-42.20,-4.96,-53.32,84.38,,,-56.91,,-70.57,-55.23,-25.52,11.62,-1.49,29.15,9.12,75.08,33.80,-42.57,-39.11,-46.36,-39.32,-1.77,-13.74,2.36,13.85,19.51,12.08,-11.96,8.78,18.26,-1.47,7.29,4.59,-8.38,1.83,8.49,-19.66,-21.50,-25.09,-10.33,8.17
RMO_qq,,,,,,,47.16,21.30,-6.46,-47.58,-74.63,-47.36,-74.35,15.96,79.70,133.75,-20.04,-38.14,-29.82,-95.56,-143.69,-302.22,25.41,125.19,747.06,-11.81,47.24,9.36,33.01,34.56,-9.97,-1.52,-76.89,4282.00,6.50,-10.26,-5.33,-79.00,14.17,32.05,0.48,-55.87
RMO_sq,,,,,,,-27.10,-11.15,-60.15,14.01,10.90,47.81,-40.27,0.62,45.40,24.88,-4.17,-23.11,-37.59,32.40,-15.59,-13.02,1.04,16.26,0.17,-3.25,6.06,9.03,-21.32,19.55,15.31,-9.16,-14.32,16.54,1.01,0.97,-8.72,-13.70,-1.30,-3.65,9.27,4.11
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,96.12,868.96,-97.58,-84.57,,,-6.30,,-22.42,-51.60,-72.08,-93.50,-91.99,-34.38,402.03,365.99,208.47,-67.13,-99.60,-101.09,-109.34,-115.16,-29.41,1020.00,252.94,331.91,833.33,57.61,115.38,20.18,3.57,-83.45,529.76,700.00,812.93,4508.33,-77.60,-71.47,-66.86,-71.88,-50.63
RMT_sy,,-40.34,-32.92,-27.84,-30.92,,,-37.38,,-49.52,-39.15,3.83,33.33,60.48,29.96,7.87,-4.94,-17.20,-14.81,-23.69,-29.23,-32.93,-40.28,-15.95,-8.57,10.61,16.79,9.98,-6.79,-2.54,-2.90,-20.26,-40.86,-38.04,-37.26,-46.00,10.37,19.05,15.72,26.77,21.67,-20.14
RMT_qq,,,,,,,4.18,1.21,0.87,-27.05,-35.01,-41.61,-76.52,-10.15,432.77,346.66,-78.21,-40.52,-43.22,-94.52,-158.82,-410.00,7.84,125.53,666.67,-15.22,39.74,2.75,29.46,15.86,-22.02,-11.45,-79.31,4308.33,-0.95,1.05,4.44,-78.57,26.16,17.39,-11.40,-62.38
RMT_sq,,,,,,,-1.31,-28.64,-15.52,-15.14,18.96,21.75,8.48,2.14,-3.66,1.06,-4.41,-11.03,-0.89,-9.47,-11.34,-15.69,-11.75,27.41,-3.55,2.00,-6.82,19.98,-18.25,6.64,-7.16,-1.47,-39.37,11.72,-5.99,-15.20,23.93,20.50,-8.62,-7.11,18.95,-20.90
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,3.40,16.66,-75.89,-51.37,,,-2.49,,-21.88,-55.72,-74.98,-94.10,-92.37,-43.69,256.41,355.23,192.50,-61.35,-99.42,-101.02,-108.33,-112.77,-40.00,950.00,248.72,331.43,844.44,63.24,129.31,30.86,11.76,-81.98,567.67,742.45,836.84,4510.00,-77.70,-72.34,-66.74,-71.04,-47.98
RM_sy,,-9.53,-20.84,-51.04,29.68,,,-52.98,,-66.23,-43.46,-13.23,-2.78,31.26,57.21,2.76,50.32,10.56,-20.56,-25.00,-31.32,-26.11,-22.96,-9.08,-3.53,8.96,26.21,11.69,5.21,1.63,-31.29,-0.99,-0.84,7.36,49.16,-31.95,-21.06,-21.92,-26.17,-4.83,2.20,14.06
RM_qq,,,,,,,5.96,1.93,0.59,-28.10,-39.93,-42.41,-76.28,-6.98,343.12,264.46,-69.70,-40.23,-41.45,-94.53,-153.33,-387.50,10.26,125.71,655.56,-14.71,39.66,4.94,30.59,19.82,-20.30,-10.38,-78.95,4340.00,0.56,-0.34,3.60,-78.52,24.75,19.84,-9.80,-61.42
RM_sq,,,,,,,-40.40,9.90,-39.16,-15.26,-0.20,68.65,-31.84,14.41,19.53,10.24,-0.29,-15.85,-14.11,4.08,-8.69,-9.47,-10.46,22.83,-3.12,2.26,3.72,8.70,-8.74,-1.22,-29.88,56.63,-8.60,6.93,-2.57,-28.54,6.03,5.76,-7.87,-7.88,13.87,18.02
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
